,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
0,1,11:42.0,,W. Barton makes 3-pt jump shot from 22 ft (assist by J. Murray),0,3
1,1,11:18.0,A. Baynes misses 2-pt jump shot from 14 ft,,0,3
2,1,11:16.0,,Defensive rebound by G. Harris,0,3
3,1,11:03.0,,Shooting foul by A. Baynes (drawn by J. Murray),0,3
4,1,11:03.0,,J. Murray makes free throw 1 of 2,0,4
5,1,11:03.0,,J. Murray makes free throw 2 of 2,0,5
6,1,10:41.0,A. Horford misses 3-pt jump shot from 25 ft,,0,5
7,1,10:34.0,Offensive rebound by J. Tatum,,0,5
8,1,10:27.0,A. Baynes misses 2-pt layup from 1 ft (block by M. Plumlee),,0,5
9,1,10:24.0,,Defensive rebound by N. Jokić,0,5
10,1,10:21.0,,Turnover by W. Barton (lost ball; steal by J. Tatum),0,5
11,1,10:14.0,Personal foul by M. Plumlee (drawn by K. Irving),,0,5
12,1,10:12.0,K. Irving makes 3-pt jump shot from 25 ft (assist by J. Brown),,3,5
13,1,9:52.0,,Turnover by N. Jokić (bad pass),3,5
14,1,9:41.0,A. Horford makes 3-pt jump shot from 25 ft,,6,5
15,1,9:28.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),6,8
16,1,9:18.0,Personal foul by J. Murray (drawn by K. Irving),,6,8
17,1,9:04.0,A. Horford misses 2-pt jump shot from 8 ft,,6,8
18,1,9:01.0,,Defensive rebound by W. Barton,6,8
19,1,8:51.0,,J. Murray misses 3-pt jump shot from 24 ft,6,8
20,1,8:48.0,Defensive rebound by J. Tatum,,6,8
21,1,8:39.0,J. Brown makes 2-pt layup from 2 ft (assist by J. Tatum),,8,8
22,1,8:26.0,,N. Jokić makes 2-pt jump shot from 20 ft (assist by J. Murray),8,10
23,1,8:05.0,A. Horford misses 3-pt jump shot from 22 ft,,8,10
24,1,8:02.0,,Defensive rebound by N. Jokić,8,10
25,1,7:53.0,,Personal foul by J. Brown (drawn by J. Murray),8,10
26,1,7:53.0,T. Rozier enters the game for J. Tatum,,8,10
27,1,7:47.0,,J. Murray misses 3-pt jump shot from 24 ft,8,10
28,1,7:44.0,Defensive rebound by A. Baynes,,8,10
29,1,7:36.0,J. Brown misses 3-pt jump shot from 22 ft,,8,10
30,1,7:31.0,,Defensive rebound by M. Plumlee,8,10
31,1,7:25.0,,Turnover by G. Harris (bad pass; steal by T. Rozier),8,10
32,1,7:08.0,Turnover by A. Horford (lost ball; steal by G. Harris),,8,10
33,1,7:02.0,,G. Harris misses 3-pt jump shot from 24 ft,8,10
34,1,6:57.0,Defensive rebound by J. Brown,,8,10
35,1,6:50.0,A. Baynes makes 2-pt jump shot from 16 ft (assist by J. Brown),,10,10
36,1,6:30.0,,W. Barton misses 3-pt jump shot from 25 ft,10,10
37,1,6:29.0,,Offensive rebound by Team,10,10
38,1,6:29.0,Loose ball foul by J. Brown (drawn by N. Jokić),,10,10
39,1,6:29.0,,Denver full timeout,10,10
40,1,6:29.0,M. Morris enters the game for A. Horford,,10,10
41,1,6:26.0,,Turnover by J. Murray (discontinued dribble),10,10
42,1,6:09.0,J. Brown misses 2-pt layup from 3 ft,,10,10
43,1,6:08.0,Offensive rebound by J. Brown,,10,10
44,1,6:01.0,Turnover by A. Baynes (bad pass),,10,10
45,1,5:49.0,,N. Jokić makes 2-pt jump shot from 10 ft,10,12
46,1,5:34.0,T. Rozier misses 3-pt jump shot from 24 ft,,10,12
47,1,5:31.0,,Defensive rebound by N. Jokić,10,12
48,1,5:26.0,,W. Barton misses 3-pt jump shot from 24 ft,10,12
49,1,5:22.0,Defensive rebound by T. Rozier,,10,12
50,1,5:16.0,K. Irving makes 3-pt jump shot from 26 ft (assist by T. Rozier),,13,12
51,1,4:58.0,,G. Harris misses 3-pt jump shot from 24 ft,13,12
52,1,4:55.0,,Offensive rebound by N. Jokić,13,12
53,1,4:55.0,,Shooting foul by K. Irving (drawn by N. Jokić),13,12
54,1,4:55.0,,N. Jokić misses free throw 1 of 2,13,12
55,1,4:55.0,,Offensive rebound by Team,13,12
56,1,4:55.0,,T. Lyles enters the game for W. Barton,13,12
57,1,4:55.0,,T. Craig enters the game for M. Plumlee,13,12
58,1,4:55.0,,N. Jokić makes free throw 2 of 2,13,13
59,1,4:46.0,M. Morris makes 3-pt jump shot from 22 ft (assist by K. Irving),,16,13
60,1,4:33.0,,G. Harris makes 2-pt layup from 1 ft (assist by J. Murray),16,15
61,1,4:17.0,K. Irving makes 2-pt jump shot from 6 ft,,18,15
62,1,4:04.0,,G. Harris misses 2-pt layup from 3 ft (block by T. Rozier),18,15
63,1,4:04.0,Turnover by J. Brown (step out of bounds),,18,15
