,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,INDIANA_ACTION,LA CLIPPERS_SCORE,INDIANA_SCORE
0,1,11:44.0,W. Johnson makes 3-pt jump shot from 29 ft (assist by A. Rivers),,3,0
1,1,11:22.0,,T. Young makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),3,3
2,1,11:12.0,Turnover by M. Teodosić (lost ball; steal by D. Collison),,3,3
3,1,11:07.0,,D. Collison makes 3-pt jump shot from 25 ft (assist by V. Oladipo),3,6
4,1,10:47.0,A. Rivers misses 3-pt jump shot from 26 ft,,3,6
5,1,10:43.0,,Defensive rebound by T. Young,3,6
6,1,10:33.0,,M. Turner misses 2-pt jump shot from 18 ft,3,6
7,1,10:30.0,Defensive rebound by D. Jordan,,3,6
8,1,10:19.0,T. Harris misses 2-pt jump shot from 14 ft,,3,6
9,1,10:17.0,,Defensive rebound by V. Oladipo,3,6
10,1,9:59.0,,Turnover by M. Turner (turnover),3,6
11,1,9:49.0,T. Harris makes 2-pt jump shot from 5 ft,,5,6
12,1,9:49.0,,Violation by M. Turner (def goaltending),5,6
13,1,9:30.0,,T. Young makes 2-pt hook shot from 6 ft,5,8
14,1,9:16.0,D. Jordan makes 2-pt dunk from 2 ft (assist by M. Teodosić),,7,8
15,1,9:04.0,,V. Oladipo misses 2-pt jump shot from 19 ft,7,8
16,1,9:02.0,Defensive rebound by W. Johnson,,7,8
17,1,8:56.0,D. Jordan makes 2-pt layup from 5 ft (assist by A. Rivers),,9,8
18,1,8:30.0,,D. Collison makes 2-pt layup from 5 ft,9,10
19,1,8:18.0,M. Teodosić makes 3-pt jump shot from 27 ft,,12,10
20,1,8:03.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,12,10
21,1,8:01.0,Defensive rebound by D. Jordan,,12,10
22,1,7:56.0,M. Teodosić misses 3-pt jump shot from 27 ft,,12,10
23,1,7:51.0,,Defensive rebound by T. Young,12,10
24,1,7:49.0,,D. Collison misses 2-pt jump shot from 17 ft,12,10
25,1,7:47.0,Defensive rebound by W. Johnson,,12,10
26,1,7:24.0,T. Harris makes 3-pt jump shot from 24 ft (assist by A. Rivers),,15,10
27,1,7:14.0,,V. Oladipo misses 2-pt layup from 1 ft (block by W. Johnson),15,10
28,1,7:14.0,,Offensive rebound by Team,15,10
29,1,7:03.0,,V. Oladipo misses 3-pt jump shot from 26 ft,15,10
30,1,7:00.0,Defensive rebound by D. Jordan,,15,10
31,1,6:58.0,Turnover by M. Teodosić (bad pass),,15,10
32,1,6:58.0,,Indiana full timeout,15,10
33,1,6:44.0,,M. Turner misses 2-pt hook shot from 10 ft,15,10
34,1,6:41.0,Defensive rebound by D. Jordan,,15,10
35,1,6:30.0,A. Rivers misses 3-pt jump shot from 26 ft,,15,10
36,1,6:28.0,,Defensive rebound by T. Young,15,10
37,1,6:17.0,,B. Bogdanović misses 2-pt layup at rim,15,10
38,1,6:15.0,Defensive rebound by D. Jordan,,15,10
39,1,6:08.0,Shooting foul by V. Oladipo (drawn by D. Jordan),,15,10
40,1,6:08.0,D. Jordan makes free throw 1 of 2,,16,10
41,1,6:08.0,D. Jordan makes free throw 2 of 2,,17,10
42,1,5:55.0,,Shooting foul by D. Jordan (drawn by V. Oladipo),17,10
43,1,5:55.0,,V. Oladipo makes free throw 1 of 2,17,11
44,1,5:55.0,,V. Oladipo makes free throw 2 of 2,17,12
45,1,5:42.0,Turnover by D. Jordan (turnover),,17,12
46,1,5:33.0,,B. Bogdanović makes 2-pt jump shot from 19 ft (assist by D. Collison),17,14
47,1,5:15.0,Shooting foul by T. Young (drawn by A. Rivers),,17,14
48,1,5:15.0,A. Rivers misses free throw 1 of 2,,17,14
49,1,5:15.0,Offensive rebound by Team,,17,14
50,1,5:15.0,L. Williams enters the game for M. Teodosić,,17,14
51,1,5:15.0,A. Rivers makes free throw 2 of 2,,18,14
52,1,5:09.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Collison),18,17
53,1,4:54.0,A. Rivers misses 2-pt layup from 1 ft,,18,17
54,1,4:50.0,,Defensive rebound by V. Oladipo,18,17
55,1,4:46.0,,D. Collison makes 2-pt layup at rim (assist by V. Oladipo),18,19
56,1,4:25.0,D. Jordan makes 2-pt layup from 1 ft (assist by L. Williams),,20,19
57,1,4:04.0,,T. Young misses 2-pt hook shot from 6 ft,20,19
58,1,4:02.0,Defensive rebound by T. Harris,,20,19
59,1,3:49.0,L. Williams makes 2-pt jump shot from 9 ft,,22,19
60,1,3:37.0,,T. Young makes 2-pt layup at rim (assist by D. Collison),22,21
61,1,3:18.0,W. Johnson makes 2-pt jump shot from 17 ft (assist by A. Rivers),,24,21
62,1,3:05.0,,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by D. Collison),24,23
63,1,2:47.0,L. Williams misses 2-pt jump shot from 16 ft,,24,23
64,1,2:45.0,,Defensive rebound by D. Collison,24,23
65,1,2:38.0,,T. Young misses 3-pt jump shot from 25 ft,24,23
66,1,2:36.0,Defensive rebound by Team,,24,23
67,1,2:36.0,LA Clippers full timeout,,24,23
68,1,2:36.0,,C. Joseph enters the game for T. Young,24,23
69,1,2:36.0,,T. Booker enters the game for B. Bogdanović,24,23
