,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MIAMI_ACTION,BROOKLYN_SCORE,MIAMI_SCORE
44,1,6:58.0,,Miami full timeout,9,11
45,1,6:42.0,Personal foul by J. Richardson (drawn by A. Crabbe),,9,11
46,1,6:37.0,D. Russell misses 2-pt layup from 1 ft,,9,11
47,1,6:36.0,,Defensive rebound by J. Richardson,9,11
48,1,6:25.0,,J. Richardson makes 2-pt layup from 1 ft (assist by G. Dragić),9,13
49,1,6:18.0,Shooting foul by T. Johnson (drawn by A. Crabbe),,9,13
50,1,6:18.0,A. Crabbe misses free throw 1 of 3,,9,13
51,1,6:18.0,Offensive rebound by Team,,9,13
52,1,6:18.0,A. Crabbe makes free throw 2 of 3,,10,13
53,1,6:18.0,,W. Ellington enters the game for J. Richardson,10,13
54,1,6:18.0,D. Cunningham enters the game for D. Carroll,,10,13
55,1,6:18.0,S. Dinwiddie enters the game for J. Allen,,10,13
56,1,6:18.0,A. Crabbe makes free throw 3 of 3,,11,13
57,1,6:13.0,,G. Dragić makes 2-pt layup from 1 ft,11,15
58,1,6:13.0,,Shooting foul by D. Cunningham (drawn by G. Dragić),11,15
59,1,6:13.0,,G. Dragić makes free throw 1 of 1,11,16
60,1,5:53.0,D. Russell misses 3-pt jump shot from 25 ft,,11,16
61,1,5:52.0,,Defensive rebound by G. Dragić,11,16
62,1,5:36.0,,J. Johnson misses 2-pt jump shot from 15 ft,11,16
63,1,5:35.0,Defensive rebound by D. Russell,,11,16
64,1,5:27.0,Turnover by D. Russell (bad pass),,11,16
65,1,5:27.0,C. LeVert enters the game for D. Russell,,11,16
66,1,5:20.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by K. Olynyk),11,19
67,1,5:01.0,A. Crabbe misses 2-pt jump shot from 21 ft,,11,19
68,1,5:00.0,,Defensive rebound by T. Johnson,11,19
69,1,4:55.0,,G. Dragić misses 3-pt jump shot from 25 ft,11,19
70,1,4:54.0,Defensive rebound by R. Hollis-Jefferson,,11,19
71,1,4:47.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,11,19
72,1,4:46.0,,Defensive rebound by J. Johnson,11,19
73,1,4:40.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Johnson),11,22
74,1,4:40.0,Brooklyn full timeout,,11,22
75,1,4:40.0,J. Harris enters the game for A. Crabbe,,11,22
76,1,4:24.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,14,22
77,1,4:04.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Johnson),14,25
78,1,3:51.0,J. Harris makes 2-pt layup from 1 ft (assist by C. LeVert),,16,25
79,1,3:51.0,,Violation by K. Olynyk (def goaltending),16,25
80,1,3:36.0,,K. Olynyk makes 2-pt dunk at rim (assist by G. Dragić),16,27
81,1,3:19.0,R. Hollis-Jefferson misses 2-pt jump shot from 13 ft,,16,27
82,1,3:18.0,,Defensive rebound by K. Olynyk,16,27
83,1,3:08.0,,G. Dragić misses 2-pt layup from 2 ft,16,27
84,1,3:07.0,Defensive rebound by R. Hollis-Jefferson,,16,27
85,1,3:01.0,,Violation by J. Johnson (kicked ball),16,27
86,1,3:01.0,,J. Richardson enters the game for G. Dragić,16,27
87,1,3:01.0,,J. Winslow enters the game for T. Johnson,16,27
88,1,3:01.0,,D. Wade enters the game for J. Johnson,16,27
89,1,3:01.0,D. Carroll enters the game for R. Hollis-Jefferson,,16,27
90,1,2:50.0,S. Dinwiddie misses 2-pt hook shot from 6 ft,,16,27
91,1,2:49.0,,Defensive rebound by K. Olynyk,16,27
92,1,2:42.0,,D. Wade makes 3-pt jump shot from 25 ft (assist by K. Olynyk),16,30
93,1,2:19.0,C. LeVert makes 2-pt jump shot from 3 ft,,18,30
94,1,2:04.0,,Personal foul by D. Cunningham (drawn by J. Richardson),18,30
95,1,1:55.0,,K. Olynyk misses 2-pt hook shot from 7 ft,18,30
96,1,1:52.0,Defensive rebound by D. Carroll,,18,30
97,1,1:43.0,D. Cunningham misses 3-pt jump shot from 23 ft,,18,30
98,1,1:40.0,,Defensive rebound by W. Ellington,18,30
99,1,1:31.0,,J. Winslow makes 2-pt layup from 1 ft (assist by D. Wade),18,32
100,1,1:22.0,J. Harris misses 2-pt layup from 1 ft (block by D. Wade),,18,32
101,1,1:21.0,Offensive rebound by C. LeVert,,18,32
102,1,1:20.0,Shooting foul by K. Olynyk (drawn by C. LeVert),,18,32
103,1,1:20.0,C. LeVert makes free throw 1 of 2,,19,32
104,1,1:20.0,C. LeVert makes free throw 2 of 2,,20,32
105,1,1:07.0,,Personal foul by J. Harris (drawn by K. Olynyk),20,32
106,1,1:03.0,,Turnover by K. Olynyk (bad pass; steal by C. LeVert),20,32
107,1,1:01.0,Shooting foul by D. Wade (drawn by C. LeVert),,20,32
108,1,1:01.0,C. LeVert makes free throw 1 of 2,,21,32
109,1,1:01.0,C. LeVert makes free throw 2 of 2,,22,32
110,1,0:50.0,,J. Winslow misses 2-pt layup from 1 ft,22,32
111,1,0:49.0,Defensive rebound by C. LeVert,,22,32
112,1,0:41.0,Turnover by C. LeVert (bad pass),,22,32
113,1,0:31.0,,W. Ellington misses 3-pt jump shot from 25 ft,22,32
114,1,0:30.0,,Offensive rebound by K. Olynyk,22,32
115,1,0:24.0,,J. Winslow misses 3-pt jump shot from 25 ft,22,32
116,1,0:23.0,Defensive rebound by D. Cunningham,,22,32
117,1,0:06.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,22,32
118,1,0:04.0,,Defensive rebound by K. Olynyk,22,32
119,2,11:46.0,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),,24,32
120,2,11:32.0,,Turnover by D. Wade (bad pass),24,32
121,2,11:14.0,Shooting foul by W. Ellington (drawn by J. Allen),,24,32
122,2,11:14.0,J. Allen makes free throw 1 of 2,,25,32
123,2,11:14.0,J. Allen makes free throw 2 of 2,,26,32
124,2,10:49.0,,W. Ellington misses 2-pt layup at rim,26,32
125,2,10:48.0,Defensive rebound by C. LeVert,,26,32
126,2,10:38.0,Turnover by J. Allen (lost ball; steal by J. Richardson),,26,32
127,2,10:32.0,,J. Winslow makes 2-pt layup from 1 ft (assist by J. Richardson),26,34
128,2,10:09.0,D. Carroll misses 3-pt jump shot from 23 ft,,26,34
129,2,10:08.0,,Defensive rebound by K. Olynyk,26,34
130,2,9:56.0,,Turnover by D. Wade (turnover; steal by C. LeVert),26,34
131,2,9:56.0,Turnover by J. Harris (step out of bounds),,26,34
132,2,9:51.0,,J. Winslow makes 3-pt jump shot from 23 ft (assist by J. Richardson),26,37
133,2,9:31.0,D. Carroll misses 2-pt layup from 1 ft,,26,37
134,2,9:30.0,,Defensive rebound by D. Wade,26,37
135,2,9:17.0,,J. Richardson misses 3-pt jump shot from 26 ft,26,37
136,2,9:16.0,Defensive rebound by C. LeVert,,26,37
137,2,8:54.0,D. Carroll misses 2-pt jump shot from 5 ft,,26,37
138,2,8:53.0,Offensive rebound by J. Harris,,26,37
139,2,8:45.0,C. LeVert misses 2-pt jump shot from 5 ft,,26,37
140,2,8:44.0,,Defensive rebound by J. Winslow,26,37
141,2,8:38.0,,Turnover by W. Ellington (bad pass; steal by J. Allen),26,37
142,2,8:35.0,Shooting foul by W. Ellington (drawn by J. Harris),,26,37
143,2,8:35.0,J. Harris makes free throw 1 of 2,,27,37
144,2,8:35.0,R. Hollis-Jefferson enters the game for S. Dinwiddie,,27,37
145,2,8:35.0,A. Crabbe enters the game for D. Carroll,,27,37
146,2,8:35.0,J. Harris makes free throw 2 of 2,,28,37
147,2,8:21.0,,D. Wade misses 2-pt jump shot from 18 ft,28,37
148,2,8:20.0,Defensive rebound by C. LeVert,,28,37
149,2,8:08.0,J. Allen makes 2-pt layup at rim (assist by J. Harris),,30,37
150,2,7:51.0,,K. Olynyk makes 2-pt layup from 1 ft,30,39
151,2,7:34.0,J. Allen misses 2-pt hook shot from 4 ft,,30,39
152,2,7:33.0,,Defensive rebound by K. Olynyk,30,39
153,2,7:24.0,,J. Richardson misses 2-pt jump shot from 16 ft,30,39
154,2,7:23.0,Defensive rebound by R. Hollis-Jefferson,,30,39
155,2,7:13.0,C. LeVert makes 2-pt layup from 1 ft,,32,39
156,2,7:13.0,Shooting foul by D. Wade (drawn by C. LeVert),,32,39
157,2,7:13.0,,H. Whiteside enters the game for W. Ellington,32,39
158,2,7:13.0,,G. Dragić enters the game for D. Wade,32,39
159,2,7:13.0,,T. Johnson enters the game for K. Olynyk,32,39
160,2,7:13.0,C. LeVert makes free throw 1 of 1,,33,39
161,2,6:57.0,,H. Whiteside makes 2-pt jump shot from 6 ft (assist by T. Johnson),33,41
162,2,6:36.0,J. Allen misses 2-pt hook shot from 9 ft (block by H. Whiteside),,33,41
163,2,6:35.0,Offensive rebound by Team,,33,41
164,2,6:35.0,,Miami full timeout,33,41
165,2,6:35.0,,J. Johnson enters the game for J. Richardson,33,41
166,2,6:35.0,S. Dinwiddie enters the game for C. LeVert,,33,41
167,2,6:32.0,R. Hollis-Jefferson misses 2-pt jump shot from 11 ft (block by J. Johnson),,33,41
168,2,6:31.0,Offensive rebound by Team,,33,41
169,2,6:30.0,Turnover by Team (shot clock),,33,41
170,2,6:12.0,,H. Whiteside misses 2-pt jump shot from 12 ft,33,41
171,2,6:11.0,Defensive rebound by A. Crabbe,,33,41
172,2,6:04.0,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,35,41
173,2,5:47.0,,J. Winslow misses 2-pt jump shot from 5 ft,35,41
174,2,5:46.0,Defensive rebound by R. Hollis-Jefferson,,35,41
175,2,5:31.0,J. Allen makes 2-pt dunk at rim (assist by S. Dinwiddie),,37,41
176,2,5:14.0,,Turnover by J. Johnson (bad pass; steal by J. Harris),37,41
177,2,5:00.0,Offensive foul by J. Allen (drawn by G. Dragić),,37,41
178,2,5:00.0,Turnover by J. Allen (offensive foul),,37,41
179,2,5:00.0,D. Carroll enters the game for J. Harris,,37,41
180,2,4:49.0,,G. Dragić makes 2-pt jump shot from 14 ft,37,43
181,2,4:40.0,,W. Ellington enters the game for J. Winslow,37,43
182,2,4:40.0,Q. Acy enters the game for J. Allen,,37,43
183,2,4:40.0,Turnover by A. Crabbe (out of bounds lost ball),,37,43
184,2,4:31.0,,Turnover by G. Dragić (bad pass; steal by R. Hollis-Jefferson),37,43
185,2,4:25.0,Q. Acy makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,40,43
186,2,4:04.0,,J. Johnson makes 2-pt jump shot from 15 ft,40,45
187,2,3:49.0,Personal foul by J. Johnson (drawn by R. Hollis-Jefferson),,40,45
188,2,3:49.0,,J. Winslow enters the game for J. Johnson,40,45
189,2,3:44.0,Shooting foul by W. Ellington (drawn by A. Crabbe),,40,45
190,2,3:44.0,A. Crabbe makes free throw 1 of 3,,41,45
191,2,3:44.0,A. Crabbe makes free throw 2 of 3,,42,45
192,2,3:44.0,,D. Wade enters the game for W. Ellington,42,45
193,2,3:44.0,C. LeVert enters the game for S. Dinwiddie,,42,45
194,2,3:44.0,A. Crabbe makes free throw 3 of 3,,43,45
195,2,3:38.0,,Personal foul by C. LeVert (drawn by H. Whiteside),43,45
196,2,3:30.0,,G. Dragić misses 2-pt jump shot from 16 ft,43,45
197,2,3:29.0,Defensive rebound by R. Hollis-Jefferson,,43,45
198,2,3:11.0,Turnover by D. Carroll (step out of bounds),,43,45
199,2,2:57.0,,G. Dragić makes 2-pt jump shot from 11 ft,43,47
200,2,2:46.0,A. Crabbe misses 3-pt jump shot from 26 ft,,43,47
201,2,2:43.0,,Defensive rebound by H. Whiteside,43,47
202,2,2:38.0,,Turnover by T. Johnson (bad pass; steal by A. Crabbe),43,47
203,2,2:35.0,,Offensive charge foul by C. LeVert (drawn by G. Dragić),43,47
204,2,2:35.0,Turnover by C. LeVert (offensive foul),,43,47
205,2,2:35.0,Brooklyn full timeout,,43,47
206,2,2:35.0,S. Dinwiddie enters the game for D. Carroll,,43,47
207,2,2:25.0,,D. Wade misses 2-pt jump shot from 17 ft,43,47
208,2,2:22.0,Defensive rebound by Q. Acy,,43,47
209,2,2:12.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,46,47
210,2,1:56.0,,Shooting foul by Q. Acy (drawn by H. Whiteside),46,47
211,2,1:56.0,,H. Whiteside makes free throw 1 of 2,46,48
212,2,1:56.0,,H. Whiteside makes free throw 2 of 2,46,49
213,2,1:44.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,46,49
214,2,1:43.0,,Defensive rebound by D. Wade,46,49
215,2,1:34.0,,D. Wade makes 2-pt jump shot from 8 ft,46,51
216,2,1:24.0,C. LeVert misses 3-pt jump shot from 25 ft,,46,51
217,2,1:23.0,,Defensive rebound by T. Johnson,46,51
218,2,1:20.0,,H. Whiteside misses 2-pt layup from 2 ft (block by A. Crabbe),46,51
219,2,1:19.0,,Offensive rebound by Team,46,51
220,2,1:04.0,,H. Whiteside makes 2-pt jump shot from 3 ft,46,53
221,2,0:48.0,Shooting foul by J. Winslow (drawn by Q. Acy),,46,53
222,2,0:48.0,Q. Acy makes free throw 1 of 2,,47,53
223,2,0:48.0,Q. Acy makes free throw 2 of 2,,48,53
224,2,0:26.0,,D. Wade misses 2-pt jump shot from 12 ft,48,53
225,2,0:25.0,,Offensive rebound by J. Winslow,48,53
226,2,0:02.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Wade),48,55
227,3,11:32.0,S. Dinwiddie makes 2-pt jump shot from 6 ft,,50,55
228,3,11:15.0,,G. Dragić misses 2-pt jump shot from 7 ft,50,55
229,3,11:14.0,,Offensive rebound by H. Whiteside,50,55
230,3,11:12.0,,H. Whiteside makes 2-pt layup at rim,50,57
231,3,10:59.0,A. Crabbe misses 3-pt jump shot from 25 ft,,50,57
232,3,10:58.0,,Defensive rebound by J. Johnson,50,57
233,3,10:57.0,,Personal foul by D. Carroll (drawn by J. Richardson),50,57
234,3,10:47.0,,J. Richardson misses 2-pt layup from 1 ft,50,57
235,3,10:46.0,Defensive rebound by R. Hollis-Jefferson,,50,57
236,3,10:39.0,D. Carroll misses 2-pt jump shot from 2 ft,,50,57
237,3,10:38.0,Offensive rebound by J. Allen,,50,57
238,3,10:36.0,J. Allen misses 2-pt layup from 2 ft,,50,57
239,3,10:35.0,,Defensive rebound by H. Whiteside,50,57
240,3,10:29.0,,J. Richardson misses 3-pt jump shot from 24 ft,50,57
241,3,10:26.0,Defensive rebound by S. Dinwiddie,,50,57
242,3,10:23.0,Turnover by R. Hollis-Jefferson (traveling),,50,57
243,3,10:15.0,,Turnover by G. Dragić (bad pass; steal by S. Dinwiddie),50,57
244,3,10:10.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,52,57
245,3,9:57.0,Offensive charge foul by H. Whiteside (drawn by J. Allen),,52,57
246,3,9:57.0,,Turnover by H. Whiteside (offensive foul),52,57
247,3,9:50.0,Personal foul by G. Dragić (drawn by A. Crabbe),,52,57
248,3,9:42.0,J. Allen makes 2-pt dunk at rim (assist by S. Dinwiddie),,54,57
249,3,9:27.0,,J. Johnson makes 2-pt jump shot from 7 ft,54,59
250,3,9:16.0,A. Crabbe makes 2-pt layup from 1 ft (assist by J. Allen),,56,59
251,3,9:00.0,,J. Johnson misses 2-pt jump shot from 9 ft,56,59
252,3,8:59.0,,Offensive rebound by G. Dragić,56,59
253,3,8:54.0,,Personal foul by S. Dinwiddie (drawn by G. Dragić),56,59
254,3,8:50.0,,Personal foul by D. Carroll (drawn by J. Richardson),56,59
255,3,8:43.0,,Turnover by J. Richardson (lost ball; steal by R. Hollis-Jefferson),56,59
256,3,8:39.0,Turnover by R. Hollis-Jefferson (lost ball; steal by J. Richardson),,56,59
257,3,8:31.0,,Personal foul by S. Dinwiddie (drawn by J. Richardson),56,59
258,3,8:31.0,,Technical foul by J. Richardson,56,59
259,3,8:31.0,A. Crabbe misses technical free throw,,56,59
260,3,8:31.0,,Defensive rebound by Team,56,59
261,3,8:24.0,,Turnover by G. Dragić (out of bounds lost ball),56,59
262,3,8:03.0,R. Hollis-Jefferson makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,59,59
263,3,7:43.0,,J. Richardson misses 3-pt jump shot from 23 ft,59,59
264,3,7:42.0,Defensive rebound by R. Hollis-Jefferson,,59,59
265,3,7:35.0,D. Carroll misses 3-pt jump shot from 25 ft,,59,59
266,3,7:34.0,,Defensive rebound by H. Whiteside,59,59
267,3,7:24.0,,Shooting foul by J. Allen (drawn by H. Whiteside),59,59
268,3,7:24.0,,H. Whiteside makes free throw 1 of 2,59,60
269,3,7:24.0,,H. Whiteside makes free throw 2 of 2,59,61
270,3,7:11.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,,62,61
271,3,6:52.0,,G. Dragić misses 2-pt jump shot from 14 ft,62,61
272,3,6:49.0,Defensive rebound by J. Allen,,62,61
273,3,6:47.0,D. Carroll makes 2-pt layup at rim (assist by S. Dinwiddie),,64,61
274,3,6:46.0,,Miami full timeout,64,61
275,3,6:38.0,,Personal foul by A. Crabbe (drawn by T. Johnson),64,61
276,3,6:38.0,,T. Johnson makes free throw 1 of 2,64,62
277,3,6:38.0,C. LeVert enters the game for D. Carroll,,64,62
278,3,6:38.0,,T. Johnson makes free throw 2 of 2,64,63
279,3,6:22.0,Turnover by S. Dinwiddie (bad pass; steal by H. Whiteside),,64,63
280,3,6:09.0,,J. Richardson makes 2-pt jump shot from 2 ft,64,65
281,3,5:45.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,64,65
282,3,5:44.0,,Defensive rebound by J. Richardson,64,65
283,3,5:38.0,,Offensive foul by H. Whiteside (drawn by S. Dinwiddie),64,65
284,3,5:38.0,,Turnover by H. Whiteside (offensive foul),64,65
285,3,5:38.0,D. Cunningham enters the game for J. Allen,,64,65
286,3,5:13.0,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,,64,65
287,3,5:12.0,,Defensive rebound by H. Whiteside,64,65
288,3,5:05.0,,G. Dragić makes 2-pt layup from 1 ft,64,67
289,3,4:54.0,Shooting foul by J. Johnson (drawn by R. Hollis-Jefferson),,64,67
290,3,4:54.0,R. Hollis-Jefferson makes free throw 1 of 2,,65,67
291,3,4:54.0,,W. Ellington enters the game for J. Richardson,65,67
292,3,4:54.0,J. Harris enters the game for A. Crabbe,,65,67
293,3,4:54.0,R. Hollis-Jefferson makes free throw 2 of 2,,66,67
294,3,4:40.0,,T. Johnson makes 2-pt jump shot from 22 ft (assist by J. Johnson),66,69
295,3,4:33.0,J. Harris misses 3-pt jump shot from 25 ft,,66,69
296,3,4:33.0,,Defensive rebound by G. Dragić,66,69
297,3,4:22.0,,G. Dragić misses 2-pt jump shot from 18 ft,66,69
298,3,4:21.0,Defensive rebound by D. Cunningham,,66,69
299,3,4:13.0,D. Cunningham misses 3-pt jump shot from 25 ft,,66,69
300,3,4:09.0,,Defensive rebound by T. Johnson,66,69
301,3,3:58.0,,T. Johnson misses 3-pt jump shot from 25 ft,66,69
302,3,3:57.0,Defensive rebound by J. Harris,,66,69
303,3,3:55.0,Personal foul by T. Johnson (drawn by R. Hollis-Jefferson),,66,69
304,3,3:55.0,,K. Olynyk enters the game for H. Whiteside,66,69
305,3,3:47.0,D. Cunningham makes 2-pt layup from 1 ft (assist by C. LeVert),,68,69
306,3,3:25.0,,Turnover by K. Olynyk (bad pass; steal by S. Dinwiddie),68,69
307,3,3:20.0,C. LeVert makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,70,69
308,3,2:54.0,,G. Dragić makes 2-pt jump shot from 6 ft,70,71
309,3,2:33.0,Shooting foul by G. Dragić (drawn by S. Dinwiddie),,70,71
310,3,2:33.0,Brooklyn full timeout,,70,71
311,3,2:33.0,,D. Wade enters the game for T. Johnson,70,71
312,3,2:33.0,,J. Winslow enters the game for J. Johnson,70,71
313,3,2:33.0,Q. Acy enters the game for R. Hollis-Jefferson,,70,71
314,3,2:33.0,S. Dinwiddie misses free throw 1 of 2,,70,71
315,3,2:33.0,Offensive rebound by Team,,70,71
316,3,2:33.0,S. Dinwiddie makes free throw 2 of 2,,71,71
317,3,2:10.0,,K. Olynyk misses 2-pt jump shot from 22 ft,71,71
318,3,2:09.0,Defensive rebound by C. LeVert,,71,71
319,3,1:49.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,,74,71
320,3,1:34.0,,Personal foul by C. LeVert (drawn by K. Olynyk),74,71
321,3,1:34.0,,K. Olynyk misses free throw 1 of 2,74,71
322,3,1:34.0,,Offensive rebound by Team,74,71
323,3,1:34.0,,J. Richardson enters the game for G. Dragić,74,71
324,3,1:34.0,D. Carroll enters the game for S. Dinwiddie,,74,71
325,3,1:34.0,,K. Olynyk makes free throw 2 of 2,74,72
326,3,1:12.0,J. Harris misses 3-pt jump shot from 23 ft,,74,72
327,3,1:11.0,,Defensive rebound by K. Olynyk,74,72
328,3,1:02.0,,W. Ellington misses 3-pt jump shot from 25 ft,74,72
329,3,1:01.0,Defensive rebound by D. Cunningham,,74,72
330,3,0:50.0,J. Harris makes 3-pt jump shot from 25 ft (assist by C. LeVert),,77,72
331,3,0:32.0,,K. Olynyk makes 2-pt layup at rim,77,74
332,3,0:14.0,Q. Acy makes 3-pt jump shot from 23 ft (assist by C. LeVert),,80,74
333,3,0:00.0,,K. Olynyk makes 2-pt layup from 1 ft,80,76
334,4,11:46.0,,D. Wade misses 2-pt hook shot from 5 ft,80,76
335,4,11:44.0,Defensive rebound by C. LeVert,,80,76
336,4,11:39.0,D. Cunningham makes 2-pt layup from 1 ft (assist by C. LeVert),,82,76
337,4,11:30.0,,Away from play foul by D. Carroll (drawn by K. Olynyk),82,76
338,4,11:20.0,,D. Wade misses 2-pt jump shot from 7 ft,82,76
339,4,11:19.0,,Offensive rebound by K. Olynyk,82,76
340,4,11:18.0,,Shooting foul by Q. Acy (drawn by K. Olynyk),82,76
341,4,11:18.0,,K. Olynyk misses free throw 1 of 2,82,76
342,4,11:18.0,,Offensive rebound by Team,82,76
343,4,11:18.0,,K. Olynyk makes free throw 2 of 2,82,77
344,4,11:01.0,D. Carroll misses 3-pt jump shot from 24 ft,,82,77
345,4,11:00.0,,Defensive rebound by J. Winslow,82,77
346,4,10:51.0,,J. Winslow makes 2-pt jump shot from 4 ft,82,79
347,4,10:34.0,Q. Acy misses 3-pt jump shot from 23 ft,,82,79
348,4,10:33.0,Offensive rebound by D. Carroll,,82,79
349,4,10:29.0,C. LeVert misses 3-pt jump shot from 25 ft,,82,79
350,4,10:28.0,Offensive rebound by Team,,82,79
351,4,10:12.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by C. LeVert),,85,79
352,4,9:56.0,,K. Olynyk misses 2-pt jump shot from 4 ft (block by D. Cunningham),85,79
353,4,9:55.0,Defensive rebound by C. LeVert,,85,79
354,4,9:50.0,J. Harris misses 2-pt dunk from 1 ft (block by J. Winslow),,85,79
355,4,9:49.0,Offensive rebound by C. LeVert,,85,79
356,4,9:48.0,C. LeVert makes 2-pt layup at rim,,87,79
357,4,9:47.0,,Miami full timeout,87,79
358,4,9:47.0,,J. Johnson enters the game for K. Olynyk,87,79
359,4,9:34.0,,J. Richardson makes 2-pt layup from 1 ft (assist by D. Wade),87,81
360,4,9:10.0,C. LeVert makes 2-pt hook shot from 3 ft,,89,81
361,4,8:52.0,,D. Wade misses 2-pt hook shot from 5 ft,89,81
362,4,8:51.0,,Offensive rebound by D. Wade,89,81
363,4,8:50.0,,D. Wade makes 2-pt layup from 1 ft,89,83
364,4,8:36.0,J. Harris misses 3-pt jump shot from 24 ft,,89,83
365,4,8:35.0,,Defensive rebound by J. Richardson,89,83
366,4,8:27.0,,J. Johnson makes 2-pt layup from 2 ft (assist by J. Richardson),89,85
367,4,8:27.0,,Shooting foul by C. LeVert (drawn by J. Johnson),89,85
368,4,8:27.0,S. Dinwiddie enters the game for C. LeVert,,89,85
369,4,8:27.0,,J. Johnson misses free throw 1 of 1,89,85
370,4,8:27.0,Defensive rebound by D. Cunningham,,89,85
371,4,8:06.0,D. Cunningham makes 2-pt dunk at rim (assist by D. Carroll),,91,85
372,4,7:52.0,,Turnover by J. Johnson (bad pass),91,85
