,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
0,1,11:35.0,,J. Jack makes 2-pt jump shot from 20 ft,0,2
1,1,11:17.0,A. Baynes misses 2-pt hook shot from 10 ft,,0,2
2,1,11:14.0,,Defensive rebound by C. Lee,0,2
3,1,10:58.0,,K. Porziņģis misses 2-pt hook shot from 13 ft,0,2
4,1,10:55.0,,Offensive rebound by E. Freedom,0,2
5,1,10:55.0,,E. Freedom makes 2-pt layup from 1 ft,0,4
6,1,10:38.0,K. Irving misses 2-pt jump shot from 20 ft,,0,4
7,1,10:38.0,,Defensive rebound by L. Thomas,0,4
8,1,10:19.0,,L. Thomas makes 2-pt jump shot from 21 ft,0,6
9,1,10:00.0,,Violation by L. Thomas (kicked ball),0,6
10,1,9:54.0,M. Smart makes 2-pt jump shot from 13 ft,,2,6
11,1,9:37.0,,E. Freedom makes 2-pt layup from 1 ft,2,8
12,1,9:25.0,M. Smart misses 3-pt jump shot from 25 ft,,2,8
13,1,9:22.0,,Defensive rebound by J. Jack,2,8
14,1,9:18.0,,E. Freedom makes 2-pt layup from 1 ft (assist by J. Jack),2,10
15,1,9:08.0,K. Irving misses 2-pt layup from 2 ft,,2,10
16,1,9:05.0,,Defensive rebound by J. Jack,2,10
17,1,9:01.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by J. Jack),2,13
18,1,9:00.0,Boston full timeout,,2,13
19,1,8:49.0,Personal foul by L. Thomas (drawn by J. Tatum),,2,13
20,1,8:36.0,K. Irving makes 3-pt jump shot from 25 ft,,5,13
21,1,8:13.0,,Personal foul by J. Tatum (drawn by J. Jack),5,13
22,1,8:07.0,,J. Jack misses 2-pt jump shot from 10 ft,5,13
23,1,8:04.0,Defensive rebound by K. Irving,,5,13
24,1,7:55.0,K. Irving makes 2-pt layup from 1 ft (assist by A. Horford),,7,13
25,1,7:33.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,7,13
