,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
0,1,11:43.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by S. Curry),,2,0
1,1,11:22.0,,Shooting foul by D. Green (drawn by C. Capela),2,0
2,1,11:22.0,,C. Capela misses free throw 1 of 2,2,0
3,1,11:22.0,,Offensive rebound by Team,2,0
4,1,11:22.0,,C. Capela makes free throw 2 of 2,2,1
5,1,11:12.0,K. Durant makes 2-pt jump shot from 12 ft (assist by D. Green),,4,1
6,1,10:45.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by C. Paul),4,4
7,1,10:39.0,Turnover by S. Curry (bad pass),,4,4
8,1,10:31.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by C. Paul),4,7
9,1,10:18.0,S. Curry misses 3-pt jump shot from 25 ft,,4,7
10,1,10:14.0,,Defensive rebound by R. Anderson,4,7
11,1,10:03.0,,J. Harden makes 3-pt jump shot from 26 ft,4,10
12,1,9:43.0,K. Durant makes 3-pt jump shot from 25 ft (assist by D. Green),,7,10
13,1,9:32.0,,C. Capela makes 2-pt layup from 4 ft (assist by L. Mbah a Moute),7,12
14,1,9:25.0,Turnover by S. Curry (bad pass; steal by C. Capela),,7,12
15,1,9:13.0,,Turnover by J. Harden (bad pass; steal by K. Thompson),7,12
16,1,9:09.0,K. Thompson misses 3-pt jump shot from 24 ft,,7,12
17,1,9:06.0,,Defensive rebound by R. Anderson,7,12
18,1,9:00.0,,C. Paul misses 2-pt jump shot from 16 ft,7,12
19,1,8:57.0,Defensive rebound by Z. Pachulia,,7,12
20,1,8:45.0,K. Durant misses 2-pt jump shot from 8 ft,,7,12
21,1,8:43.0,,Defensive rebound by C. Capela,7,12
22,1,8:36.0,,Turnover by J. Harden (bad pass),7,12
23,1,8:36.0,,E. Gordon enters the game for C. Paul,7,12
24,1,8:26.0,K. Thompson misses 2-pt jump shot from 18 ft,,7,12
25,1,8:24.0,,Defensive rebound by R. Anderson,7,12
26,1,8:20.0,,L. Mbah a Moute makes 2-pt dunk from 2 ft (assist by J. Harden),7,14
27,1,8:20.0,Golden State full timeout,,7,14
28,1,8:03.0,S. Curry misses 3-pt jump shot from 24 ft,,7,14
29,1,7:59.0,,Defensive rebound by L. Mbah a Moute,7,14
30,1,7:52.0,,Turnover by J. Harden (bad pass; steal by D. Green),7,14
31,1,7:41.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,7,14
32,1,7:39.0,,Defensive rebound by R. Anderson,7,14
33,1,7:24.0,,C. Capela makes 2-pt layup from 1 ft,7,16
34,1,7:11.0,Personal foul by L. Mbah a Moute (drawn by D. Green),,7,16
35,1,7:11.0,,N. Hilário enters the game for C. Capela,7,16
36,1,7:02.0,S. Curry misses 2-pt layup at rim,,7,16
37,1,7:02.0,Offensive rebound by Team,,7,16
38,1,7:02.0,,Loose ball foul by N. Hilário (drawn by Z. Pachulia),7,16
39,1,6:57.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,10,16
40,1,6:38.0,,E. Gordon misses 3-pt jump shot from 27 ft,10,16
41,1,6:34.0,Defensive rebound by Z. Pachulia,,10,16
42,1,6:29.0,S. Curry misses 3-pt jump shot from 26 ft,,10,16
43,1,6:25.0,,Defensive rebound by R. Anderson,10,16
44,1,6:17.0,,J. Harden makes 2-pt jump shot from 5 ft,10,18
45,1,6:03.0,D. Green makes 2-pt dunk from 1 ft (assist by Z. Pachulia),,12,18
46,1,5:55.0,,Shooting foul by Z. Pachulia (drawn by E. Gordon),12,18
47,1,5:55.0,,E. Gordon misses free throw 1 of 2,12,18
48,1,5:55.0,,Offensive rebound by Team,12,18
49,1,5:55.0,,C. Paul enters the game for L. Mbah a Moute,12,18
50,1,5:55.0,,P. Tucker enters the game for R. Anderson,12,18
51,1,5:55.0,P. McCaw enters the game for D. Green,,12,18
52,1,5:55.0,,E. Gordon makes free throw 2 of 2,12,19
53,1,5:43.0,K. Durant makes 3-pt jump shot from 23 ft (assist by P. McCaw),,15,19
54,1,5:21.0,,J. Harden misses 2-pt layup from 2 ft,15,19
55,1,5:20.0,,Offensive rebound by N. Hilário,15,19
56,1,5:18.0,,N. Hilário makes 2-pt layup from 1 ft,15,21
57,1,5:08.0,S. Curry misses 2-pt layup at rim (block by J. Harden),,15,21
58,1,5:05.0,,Defensive rebound by P. Tucker,15,21
59,1,5:01.0,,E. Gordon misses 3-pt jump shot from 23 ft,15,21
60,1,4:59.0,Defensive rebound by K. Durant,,15,21
61,1,4:45.0,K. Durant makes 3-pt jump shot from 25 ft,,18,21
62,1,4:23.0,,N. Hilário misses 2-pt layup from 2 ft (block by P. McCaw),18,21
63,1,4:20.0,,Offensive rebound by C. Paul,18,21
64,1,4:12.0,,N. Hilário makes 2-pt layup from 1 ft,18,23
65,1,4:08.0,Personal foul by P. Tucker (drawn by K. Durant),,18,23
66,1,4:08.0,,L. Mbah a Moute enters the game for J. Harden,18,23
67,1,4:08.0,K. Looney enters the game for K. Thompson,,18,23
68,1,4:08.0,N. Young enters the game for Z. Pachulia,,18,23
69,1,3:57.0,N. Young makes 3-pt jump shot from 22 ft (assist by P. McCaw),,21,23
70,1,3:37.0,,C. Paul makes 2-pt layup from 1 ft,21,25
71,1,3:19.0,P. McCaw makes 2-pt jump shot from 20 ft (assist by K. Durant),,23,25
72,1,3:08.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,23,25
73,1,3:05.0,,Offensive rebound by E. Gordon,23,25
74,1,3:01.0,,Shooting foul by K. Looney (drawn by E. Gordon),23,25
75,1,3:01.0,,E. Gordon makes free throw 1 of 2,23,26
76,1,3:01.0,,E. Gordon misses free throw 2 of 2,23,26
77,1,3:01.0,Defensive rebound by K. Durant,,23,26
78,1,2:52.0,P. McCaw misses 2-pt layup at rim,,23,26
79,1,2:48.0,,Defensive rebound by C. Paul,23,26
80,1,2:44.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by E. Gordon),23,29
81,1,2:21.0,K. Durant misses 2-pt jump shot from 19 ft,,23,29
82,1,2:19.0,,Defensive rebound by C. Paul,23,29
83,1,2:19.0,,Turnover by C. Paul (out of bounds lost ball),23,29
84,1,2:19.0,,Houston full timeout,23,29
85,1,2:19.0,D. Green enters the game for K. Durant,,23,29
86,1,2:13.0,D. Green makes 2-pt layup at rim (assist by K. Looney),,25,29
87,1,2:13.0,Shooting foul by N. Hilário (drawn by D. Green),,25,29
88,1,2:13.0,D. Green makes free throw 1 of 1,,26,29
89,1,1:56.0,,E. Gordon makes 2-pt layup from 1 ft (assist by C. Paul),26,31
90,1,1:36.0,D. Green misses 3-pt jump shot from 27 ft,,26,31
91,1,1:33.0,,Defensive rebound by C. Paul,26,31
92,1,1:28.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by C. Paul),26,34
93,1,1:17.0,S. Curry misses 3-pt jump shot from 25 ft,,26,34
94,1,1:15.0,,Defensive rebound by C. Paul,26,34
95,1,1:07.0,,C. Paul makes 3-pt jump shot from 25 ft,26,37
96,1,0:54.0,P. McCaw misses 2-pt jump shot from 11 ft,,26,37
97,1,0:52.0,Offensive rebound by K. Looney,,26,37
98,1,0:52.0,K. Looney makes 2-pt layup at rim,,28,37
99,1,0:37.0,,C. Paul makes 3-pt jump shot from 25 ft,28,40
100,1,0:25.0,S. Curry misses 3-pt jump shot from 25 ft,,28,40
101,1,0:23.0,,Defensive rebound by C. Paul,28,40
102,1,0:06.0,,Personal block foul by N. Young (drawn by C. Paul),28,40
103,1,0:06.0,,C. Capela enters the game for N. Hilário,28,40
104,1,0:06.0,K. Thompson enters the game for S. Curry,,28,40
105,1,0:00.0,,C. Paul misses 3-pt jump shot from 26 ft,28,40
106,1,0:00.0,,Offensive rebound by Team,28,40
107,2,11:46.0,,C. Capela misses 2-pt layup from 3 ft,28,40
108,2,11:42.0,Defensive rebound by S. Livingston,,28,40
109,2,11:29.0,N. Young makes 2-pt jump shot from 16 ft,,30,40
110,2,11:17.0,,C. Capela makes 2-pt layup from 1 ft (assist by C. Paul),30,42
111,2,11:17.0,,Shooting foul by N. Young (drawn by C. Capela),30,42
112,2,11:17.0,,C. Capela makes free throw 1 of 1,30,43
113,2,11:04.0,D. West makes 2-pt layup at rim (assist by K. Thompson),,32,43
114,2,10:51.0,,P. Tucker misses 3-pt jump shot from 23 ft (block by S. Livingston),32,43
115,2,10:46.0,Defensive rebound by D. Green,,32,43
116,2,10:41.0,N. Young makes 3-pt jump shot from 23 ft (assist by D. Green),,35,43
117,2,10:23.0,,C. Paul misses 3-pt jump shot from 26 ft,35,43
118,2,10:21.0,,Offensive rebound by Team,35,43
119,2,10:21.0,,E. Gordon enters the game for P. Tucker,35,43
120,2,10:19.0,,E. Gordon misses 3-pt jump shot from 25 ft,35,43
121,2,10:14.0,Defensive rebound by D. West,,35,43
122,2,10:01.0,Shooting foul by R. Anderson (drawn by D. Green),,35,43
123,2,10:01.0,D. Green makes free throw 1 of 2,,36,43
124,2,10:01.0,,P. Tucker enters the game for C. Paul,36,43
125,2,10:01.0,D. Green misses free throw 2 of 2,,36,43
126,2,10:01.0,,Defensive rebound by R. Anderson,36,43
