,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DETROIT_ACTION,HOUSTON_SCORE,DETROIT_SCORE
390,4,1:04.0,,Shooting foul by T. Black (drawn by T. Harris),93,102
391,4,1:04.0,,T. Harris misses free throw 1 of 2,93,102
392,4,1:04.0,,Offensive rebound by Team,93,102
393,4,1:04.0,,T. Harris misses free throw 2 of 2,93,102
394,4,1:01.0,Defensive rebound by T. Ariza,,93,102
395,4,0:53.0,T. Ariza misses 3-pt jump shot from 23 ft,,93,102
396,4,0:49.0,Offensive rebound by P. Tucker,,93,102
397,4,0:49.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by P. Tucker),,96,102
398,4,0:28.0,,E. Moreland makes 2-pt dunk from 1 ft (assist by I. Smith),96,104
399,4,0:25.0,Personal foul by A. Bradley (drawn by C. Paul),,96,104
400,4,0:21.0,T. Black makes 2-pt dunk from 1 ft (assist by C. Paul),,98,104
401,4,0:18.0,,Personal foul by P. Tucker (drawn by I. Smith),98,104
402,4,0:18.0,,I. Smith misses free throw 1 of 2,98,104
403,4,0:18.0,,Offensive rebound by Team,98,104
404,4,0:18.0,,I. Smith makes free throw 2 of 2,98,105
405,4,0:18.0,Houston full timeout,,98,105
406,4,0:18.0,,A. Tolliver enters the game for T. Harris,98,105
407,4,0:17.0,,Violation by I. Smith (kicked ball),98,105
408,4,0:16.0,C. Paul makes 3-pt jump shot from 29 ft (assist by T. Ariza),,101,105
409,4,0:14.0,,Personal foul by E. Gordon (drawn by I. Smith),101,105
410,4,0:14.0,,I. Smith makes free throw 1 of 2,101,106
411,4,0:14.0,,I. Smith makes free throw 2 of 2,101,107
412,4,0:14.0,Houston full timeout,,101,107
413,4,0:14.0,,T. Harris enters the game for E. Moreland,101,107
414,4,0:14.0,G. Green enters the game for P. Tucker,,101,107
415,4,0:12.0,E. Gordon misses 3-pt jump shot from 23 ft,,101,107
416,4,0:09.0,Offensive rebound by T. Black,,101,107
417,4,0:06.0,G. Green misses 3-pt jump shot from 23 ft,,101,107
418,4,0:06.0,,Defensive rebound by T. Harris,101,107
419,4,0:06.0,,Personal foul by C. Paul (drawn by T. Harris),101,107
420,4,0:06.0,,T. Harris makes free throw 1 of 2,101,108
421,4,0:06.0,,T. Harris misses free throw 2 of 2,101,108
422,4,0:03.0,Defensive rebound by T. Black,,101,108
