,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
26,1,9:51.0,H. Whiteside misses 2-pt jump shot from 15 ft,,3,8
27,1,9:48.0,,Defensive rebound by D. Šarić,3,8
28,1,9:39.0,,B. Simmons misses 2-pt layup from 4 ft,3,8
29,1,9:35.0,Defensive rebound by T. Johnson,,3,8
30,1,9:31.0,T. Johnson makes 2-pt jump shot from 10 ft,,5,8
31,1,9:15.0,,J. Embiid misses 2-pt layup from 3 ft,5,8
32,1,9:13.0,Defensive rebound by R. McGruder,,5,8
33,1,9:07.0,H. Whiteside misses 2-pt jump shot from 6 ft,,5,8
34,1,9:05.0,,Defensive rebound by R. Covington,5,8
35,1,8:52.0,,J. Redick misses 2-pt layup from 2 ft,5,8
36,1,8:50.0,Defensive rebound by R. McGruder,,5,8
37,1,8:44.0,B. Adebayo enters the game for H. Whiteside,,5,8
38,1,8:32.0,T. Johnson makes 2-pt jump shot from 10 ft (assist by J. Johnson),,7,8
39,1,8:23.0,,D. Šarić misses 3-pt jump shot from 26 ft,7,8
40,1,8:23.0,Defensive rebound by Team,,7,8
41,1,8:15.0,Personal foul by R. Covington (drawn by G. Dragić),,7,8
42,1,8:06.0,T. Johnson misses 3-pt jump shot from 26 ft,,7,8
43,1,8:04.0,,Defensive rebound by B. Simmons,7,8
44,1,7:55.0,,J. Embiid misses 2-pt layup from 4 ft,7,8
45,1,7:54.0,,Offensive rebound by J. Embiid,7,8
46,1,7:52.0,,J. Embiid misses 2-pt layup from 6 ft (block by J. Johnson),7,8
47,1,7:52.0,Defensive rebound by J. Johnson,,7,8
48,1,7:38.0,Turnover by G. Dragić (bad pass),,7,8
49,1,7:25.0,,R. Covington makes 2-pt layup from 1 ft (assist by D. Šarić),7,10
50,1,7:04.0,G. Dragić misses 3-pt jump shot from 26 ft,,7,10
51,1,7:00.0,,Defensive rebound by D. Šarić,7,10
52,1,6:44.0,,B. Simmons makes 2-pt layup from 3 ft (assist by J. Embiid),7,12
53,1,6:44.0,,Shooting foul by R. McGruder (drawn by B. Simmons),7,12
54,1,6:44.0,,Philadelphia full timeout,7,12
55,1,6:44.0,,A. Johnson enters the game for J. Redick,7,12
56,1,6:44.0,,M. Belinelli enters the game for J. Embiid,7,12
57,1,6:44.0,J. Winslow enters the game for B. Adebayo,,7,12
58,1,6:44.0,K. Olynyk enters the game for R. McGruder,,7,12
59,1,6:44.0,,B. Simmons makes free throw 1 of 1,7,13
60,1,6:26.0,K. Olynyk misses 3-pt jump shot from 23 ft,,7,13
61,1,6:22.0,,Defensive rebound by D. Šarić,7,13
62,1,6:13.0,,Turnover by D. Šarić (traveling),7,13
63,1,5:55.0,T. Johnson makes 2-pt layup from 1 ft (assist by K. Olynyk),,9,13
64,1,5:38.0,,D. Šarić misses 2-pt jump shot from 14 ft,9,13
65,1,5:36.0,,Offensive rebound by A. Johnson,9,13
66,1,5:26.0,,B. Simmons misses 2-pt jump shot from 14 ft,9,13
67,1,5:25.0,Defensive rebound by Team,,9,13
68,1,5:13.0,J. Winslow makes 3-pt jump shot from 26 ft (assist by G. Dragić),,12,13
69,1,4:55.0,,A. Johnson misses 2-pt layup from 4 ft (block by K. Olynyk),12,13
70,1,4:52.0,Defensive rebound by K. Olynyk,,12,13
71,1,4:49.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by J. Winslow),,15,13
72,1,4:35.0,,B. Simmons misses 2-pt jump shot from 4 ft,15,13
73,1,4:35.0,,Offensive rebound by A. Johnson,15,13
74,1,4:35.0,Loose ball foul by K. Olynyk (drawn by A. Johnson),,15,13
75,1,4:35.0,,A. Johnson misses free throw 1 of 2,15,13
76,1,4:35.0,,Offensive rebound by Team,15,13
77,1,4:35.0,,E. İlyasova enters the game for D. Šarić,15,13
78,1,4:35.0,W. Ellington enters the game for T. Johnson,,15,13
79,1,4:35.0,,A. Johnson makes free throw 2 of 2,15,14
80,1,4:21.0,W. Ellington misses 3-pt jump shot from 26 ft,,15,14
81,1,4:16.0,,Defensive rebound by E. İlyasova,15,14
82,1,4:09.0,,A. Johnson makes 2-pt layup from 3 ft (assist by B. Simmons),15,16
83,1,4:09.0,,Shooting foul by J. Johnson (drawn by A. Johnson),15,16
84,1,4:09.0,,A. Johnson makes free throw 1 of 1,15,17
85,1,4:07.0,Miami full timeout,,15,17
86,1,3:54.0,W. Ellington misses 2-pt jump shot from 7 ft,,15,17
87,1,3:51.0,,Defensive rebound by E. İlyasova,15,17
88,1,3:35.0,,Turnover by A. Johnson (lost ball; steal by K. Olynyk),15,17
89,1,3:31.0,G. Dragić misses 2-pt layup from 3 ft (block by B. Simmons),,15,17
90,1,3:31.0,Offensive rebound by Team,,15,17
91,1,3:31.0,D. Wade enters the game for G. Dragić,,15,17
92,1,3:16.0,J. Winslow misses 3-pt jump shot from 26 ft,,15,17
93,1,3:13.0,,Defensive rebound by E. İlyasova,15,17
94,1,3:09.0,,B. Simmons makes 2-pt dunk at rim,15,19
95,1,2:58.0,D. Wade makes 2-pt jump shot from 13 ft,,17,19
96,1,2:48.0,,R. Covington misses 3-pt jump shot from 25 ft,17,19
97,1,2:44.0,Defensive rebound by K. Olynyk,,17,19
98,1,2:36.0,D. Wade makes 2-pt jump shot from 13 ft,,19,19
99,1,2:21.0,,E. İlyasova misses 3-pt jump shot from 25 ft,19,19
100,1,2:17.0,Defensive rebound by J. Winslow,,19,19
101,1,2:15.0,Shooting foul by E. İlyasova (drawn by J. Winslow),,19,19
102,1,2:15.0,J. Winslow makes free throw 1 of 2,,20,19
103,1,2:15.0,,J. Embiid enters the game for A. Johnson,20,19
104,1,2:15.0,,J. Redick enters the game for R. Covington,20,19
105,1,2:15.0,H. Whiteside enters the game for J. Johnson,,20,19
106,1,2:15.0,J. Winslow makes free throw 2 of 2,,21,19
107,1,2:05.0,,B. Simmons misses 2-pt layup from 4 ft,21,19
108,1,2:02.0,Defensive rebound by H. Whiteside,,21,19
109,1,1:58.0,K. Olynyk misses 2-pt jump shot from 10 ft,,21,19
110,1,1:51.0,Offensive rebound by H. Whiteside,,21,19
111,1,1:51.0,H. Whiteside misses 2-pt layup at rim,,21,19
112,1,1:48.0,,Defensive rebound by J. Embiid,21,19
113,1,1:38.0,,Turnover by J. Redick (bad pass; steal by K. Olynyk),21,19
114,1,1:32.0,J. Winslow misses 3-pt jump shot from 25 ft,,21,19
115,1,1:29.0,,Defensive rebound by J. Embiid,21,19
116,1,1:19.0,,Shooting foul by H. Whiteside (drawn by B. Simmons),21,19
117,1,1:19.0,,B. Simmons makes free throw 1 of 2,21,20
118,1,1:19.0,B. Adebayo enters the game for H. Whiteside,,21,20
119,1,1:19.0,,B. Simmons misses free throw 2 of 2,21,20
120,1,1:16.0,Defensive rebound by J. Winslow,,21,20
121,1,1:05.0,W. Ellington misses 3-pt jump shot from 26 ft,,21,20
122,1,1:03.0,,Defensive rebound by J. Embiid,21,20
123,1,1:03.0,,Personal foul by B. Adebayo (drawn by J. Embiid),21,20
124,1,1:03.0,,J. Embiid makes free throw 1 of 2,21,21
125,1,1:03.0,,J. Embiid misses free throw 2 of 2,21,21
126,1,1:00.0,Defensive rebound by B. Adebayo,,21,21
127,1,0:49.0,Offensive foul by W. Ellington (drawn by J. Redick),,21,21
128,1,0:49.0,Turnover by W. Ellington (offensive foul),,21,21
129,1,0:28.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by E. İlyasova),21,23
130,1,0:07.0,D. Wade misses 2-pt jump shot from 5 ft (block by J. Embiid),,21,23
131,1,0:04.0,,Defensive rebound by M. Belinelli,21,23
132,1,0:00.0,,J. Redick misses 3-pt jump shot from 22 ft,21,23
133,1,0:00.0,,Offensive rebound by Team,21,23
134,2,11:49.0,,Offensive foul by J. Embiid (drawn by B. Adebayo),21,23
135,2,11:49.0,,Turnover by J. Embiid (offensive foul),21,23
136,2,11:35.0,K. Olynyk misses 3-pt jump shot from 25 ft,,21,23
137,2,11:32.0,,Defensive rebound by J. Embiid,21,23
138,2,11:20.0,,Turnover by J. Anderson (bad pass; steal by D. Wade),21,23
139,2,11:15.0,D. Wade misses 2-pt layup from 2 ft,,21,23
140,2,11:12.0,Offensive rebound by K. Olynyk,,21,23
141,2,11:11.0,K. Olynyk misses 2-pt layup from 5 ft,,21,23
142,2,11:07.0,Offensive rebound by K. Olynyk,,21,23
143,2,11:07.0,K. Olynyk makes 2-pt layup at rim,,23,23
144,2,11:01.0,,J. Anderson misses 3-pt jump shot from 25 ft,23,23
145,2,10:58.0,Defensive rebound by D. Wade,,23,23
146,2,10:53.0,K. Olynyk misses 3-pt jump shot from 25 ft,,23,23
147,2,10:49.0,,Defensive rebound by J. Anderson,23,23
148,2,10:42.0,,J. Redick misses 2-pt jump shot from 21 ft,23,23
149,2,10:40.0,Defensive rebound by K. Olynyk,,23,23
150,2,10:32.0,Turnover by K. Olynyk (bad pass; steal by J. Embiid),,23,23
151,2,10:26.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by T. McConnell),23,26
152,2,10:07.0,B. Adebayo makes 2-pt jump shot from 5 ft (assist by K. Olynyk),,25,26
153,2,9:48.0,,J. Embiid makes 2-pt dunk at rim (assist by E. İlyasova),25,28
154,2,9:35.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by D. Wade),,28,28
155,2,9:11.0,,J. Embiid misses 2-pt jump shot from 9 ft,28,28
156,2,9:09.0,Defensive rebound by J. Winslow,,28,28
157,2,8:53.0,D. Wade misses 2-pt jump shot from 15 ft,,28,28
158,2,8:51.0,,Defensive rebound by E. İlyasova,28,28
159,2,8:32.0,,T. McConnell makes 2-pt jump shot from 8 ft,28,30
160,2,8:18.0,W. Ellington misses 3-pt jump shot from 25 ft,,28,30
161,2,8:15.0,,Defensive rebound by E. İlyasova,28,30
162,2,8:12.0,,J. Anderson misses 3-pt jump shot from 23 ft,28,30
163,2,8:09.0,Defensive rebound by W. Ellington,,28,30
164,2,7:47.0,Turnover by Team (shot clock),,28,30
165,2,7:47.0,,B. Simmons enters the game for J. Redick,28,30
166,2,7:47.0,,M. Belinelli enters the game for T. McConnell,28,30
167,2,7:47.0,,R. Covington enters the game for J. Anderson,28,30
168,2,7:34.0,,M. Belinelli makes 2-pt jump shot from 14 ft (assist by B. Simmons),28,32
169,2,7:11.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Winslow),,31,32
170,2,6:59.0,,M. Belinelli misses 3-pt jump shot from 26 ft,31,32
171,2,6:55.0,Defensive rebound by D. Wade,,31,32
172,2,6:49.0,D. Wade misses 2-pt layup from 3 ft,,31,32
173,2,6:47.0,,Defensive rebound by J. Embiid,31,32
174,2,6:44.0,,R. Covington makes 2-pt layup from 2 ft (assist by B. Simmons),31,34
175,2,6:38.0,Shooting foul by J. Embiid (drawn by J. Winslow),,31,34
176,2,6:38.0,,Philadelphia full timeout,31,34
177,2,6:38.0,,A. Johnson enters the game for J. Embiid,31,34
178,2,6:38.0,,D. Šarić enters the game for E. İlyasova,31,34
179,2,6:38.0,G. Dragić enters the game for W. Ellington,,31,34
180,2,6:38.0,J. Winslow makes free throw 1 of 2,,32,34
181,2,6:38.0,J. Johnson enters the game for B. Adebayo,,32,34
182,2,6:38.0,J. Winslow makes free throw 2 of 2,,33,34
183,2,6:22.0,Violation by J. Johnson (kicked ball),,33,34
184,2,6:19.0,,D. Šarić misses 3-pt jump shot from 27 ft,33,34
185,2,6:16.0,Defensive rebound by D. Wade,,33,34
186,2,6:10.0,Shooting foul by B. Simmons (drawn by D. Wade),,33,34
187,2,6:10.0,D. Wade makes free throw 1 of 2,,34,34
188,2,6:10.0,D. Wade makes free throw 2 of 2,,35,34
189,2,5:59.0,,M. Belinelli misses 2-pt jump shot from 17 ft,35,34
190,2,5:56.0,Defensive rebound by J. Winslow,,35,34
191,2,5:55.0,Shooting foul by R. Covington (drawn by G. Dragić),,35,34
192,2,5:55.0,G. Dragić makes free throw 1 of 2,,36,34
193,2,5:55.0,G. Dragić misses free throw 2 of 2,,36,34
194,2,5:53.0,,Defensive rebound by B. Simmons,36,34
195,2,5:34.0,,D. Šarić misses 3-pt jump shot from 24 ft,36,34
196,2,5:31.0,Defensive rebound by K. Olynyk,,36,34
197,2,5:21.0,J. Winslow misses 3-pt jump shot from 26 ft,,36,34
198,2,5:17.0,,Defensive rebound by A. Johnson,36,34
199,2,5:03.0,,R. Covington misses 2-pt layup from 4 ft,36,34
200,2,5:01.0,,Offensive rebound by A. Johnson,36,34
201,2,4:59.0,,A. Johnson makes 2-pt hook shot from 1 ft,36,36
202,2,4:36.0,D. Wade misses 2-pt jump shot from 15 ft,,36,36
203,2,4:34.0,,Defensive rebound by R. Covington,36,36
204,2,4:30.0,,D. Šarić misses 3-pt jump shot from 24 ft,36,36
205,2,4:26.0,Defensive rebound by J. Winslow,,36,36
206,2,4:23.0,G. Dragić makes 2-pt layup from 2 ft (assist by D. Wade),,38,36
207,2,4:02.0,,Turnover by B. Simmons (lost ball; steal by J. Winslow),38,36
208,2,3:45.0,J. Winslow makes 2-pt layup from 2 ft (assist by D. Wade),,40,36
209,2,3:25.0,,Personal foul by G. Dragić (drawn by D. Šarić),40,36
210,2,3:25.0,,J. Embiid enters the game for A. Johnson,40,36
211,2,3:25.0,,J. Redick enters the game for D. Šarić,40,36
212,2,3:25.0,,E. İlyasova enters the game for R. Covington,40,36
213,2,3:25.0,T. Johnson enters the game for D. Wade,,40,36
214,2,3:25.0,J. Richardson enters the game for J. Winslow,,40,36
215,2,3:23.0,,Personal foul by J. Richardson (drawn by E. İlyasova),40,36
216,2,3:23.0,R. McGruder enters the game for J. Richardson,,40,36
217,2,3:17.0,,Personal foul by J. Johnson (drawn by J. Embiid),40,36
218,2,3:17.0,B. Adebayo enters the game for K. Olynyk,,40,36
219,2,3:07.0,,Shooting foul by B. Adebayo (drawn by J. Embiid),40,36
220,2,3:07.0,,J. Embiid misses free throw 1 of 2,40,36
221,2,3:07.0,,Offensive rebound by Team,40,36
222,2,3:07.0,,J. Embiid makes free throw 2 of 2,40,37
223,2,2:57.0,Turnover by G. Dragić (bad pass; steal by E. İlyasova),,40,37
224,2,2:51.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by J. Redick),40,39
225,2,2:45.0,Miami full timeout,,40,39
226,2,2:45.0,H. Whiteside enters the game for B. Adebayo,,40,39
227,2,2:45.0,K. Olynyk enters the game for J. Johnson,,40,39
228,2,2:23.0,K. Olynyk misses 2-pt jump shot from 11 ft,,40,39
229,2,2:20.0,,Defensive rebound by B. Simmons,40,39
230,2,2:16.0,,Personal foul by R. McGruder (drawn by E. İlyasova),40,39
231,2,2:16.0,,E. İlyasova misses free throw 1 of 2,40,39
232,2,2:16.0,,Offensive rebound by Team,40,39
233,2,2:16.0,,E. İlyasova makes free throw 2 of 2,40,40
234,2,1:53.0,T. Johnson makes 2-pt jump shot from 12 ft (assist by K. Olynyk),,42,40
235,2,1:34.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by E. İlyasova),42,42
236,2,1:12.0,R. McGruder misses 3-pt jump shot from 23 ft,,42,42
237,2,1:09.0,,Defensive rebound by B. Simmons,42,42
238,2,0:57.0,,J. Embiid makes 2-pt jump shot from 9 ft,42,44
239,2,0:49.0,G. Dragić makes 2-pt layup from 2 ft,,44,44
240,2,0:37.0,,Shooting foul by T. Johnson (drawn by J. Redick),44,44
241,2,0:37.0,,Technical foul by J. Redick,44,44
242,2,0:37.0,T. Johnson misses technical free throw,,44,44
243,2,0:37.0,,Defensive rebound by Team,44,44
244,2,0:37.0,,J. Redick makes free throw 1 of 2,44,45
245,2,0:37.0,,D. Šarić enters the game for J. Embiid,44,45
246,2,0:37.0,D. Wade enters the game for R. McGruder,,44,45
247,2,0:37.0,J. Winslow enters the game for H. Whiteside,,44,45
248,2,0:37.0,,J. Redick makes free throw 2 of 2,44,46
249,2,0:21.0,G. Dragić makes 2-pt jump shot from 16 ft,,46,46
250,2,0:00.0,,B. Simmons misses 2-pt jump shot from 10 ft,46,46
251,2,0:00.0,,Offensive rebound by Team,46,46
252,3,11:51.0,Personal foul by D. Šarić (drawn by J. Richardson),,46,46
253,3,11:51.0,,Turnover by D. Šarić (turnover),46,46
254,3,11:36.0,T. Johnson makes 2-pt jump shot from 7 ft (assist by J. Johnson),,48,46
255,3,11:20.0,,Personal foul by T. Johnson (drawn by J. Embiid),48,46
256,3,11:15.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by D. Šarić),48,48
257,3,10:55.0,T. Johnson misses 2-pt jump shot from 17 ft,,48,48
258,3,10:54.0,,Defensive rebound by Team,48,48
259,3,10:54.0,Loose ball foul by H. Whiteside (drawn by J. Embiid),,48,48
260,3,10:39.0,,D. Šarić makes 2-pt jump shot from 20 ft (assist by B. Simmons),48,50
261,3,10:26.0,G. Dragić misses 2-pt jump shot from 18 ft,,48,50
262,3,10:23.0,,Defensive rebound by R. Covington,48,50
263,3,10:08.0,,R. Covington misses 3-pt jump shot from 24 ft,48,50
264,3,10:04.0,,Offensive rebound by J. Embiid,48,50
265,3,10:01.0,,Offensive foul by J. Embiid (drawn by H. Whiteside),48,50
266,3,10:01.0,,Turnover by J. Embiid (offensive foul),48,50
267,3,9:45.0,J. Richardson misses 2-pt jump shot from 19 ft,,48,50
268,3,9:42.0,,Defensive rebound by B. Simmons,48,50
269,3,9:38.0,,Turnover by B. Simmons (bad pass; steal by T. Johnson),48,50
270,3,9:33.0,Turnover by G. Dragić (bad pass; steal by B. Simmons),,48,50
271,3,9:32.0,,Personal foul by G. Dragić,48,50
272,3,9:32.0,Technical foul by G. Dragić,,48,50
273,3,9:32.0,,J. Redick makes technical free throw,48,51
274,3,9:20.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by B. Simmons),48,54
275,3,9:16.0,Miami full timeout,,48,54
276,3,9:05.0,J. Johnson misses 3-pt jump shot from 26 ft,,48,54
277,3,9:04.0,Offensive rebound by Team,,48,54
278,3,9:02.0,Turnover by G. Dragić (bad pass; steal by J. Embiid),,48,54
279,3,8:54.0,,R. Covington misses 3-pt jump shot from 24 ft,48,54
280,3,8:49.0,,Offensive rebound by R. Covington,48,54
281,3,8:47.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by R. Covington),48,57
282,3,8:33.0,G. Dragić misses 2-pt jump shot from 13 ft,,48,57
283,3,8:30.0,Offensive rebound by H. Whiteside,,48,57
284,3,8:30.0,Shooting foul by B. Simmons (drawn by H. Whiteside),,48,57
285,3,8:30.0,H. Whiteside makes free throw 1 of 2,,49,57
286,3,8:30.0,H. Whiteside makes free throw 2 of 2,,50,57
287,3,8:19.0,,D. Šarić misses 3-pt jump shot from 25 ft (block by J. Richardson),50,57
288,3,8:15.0,,Offensive rebound by D. Šarić,50,57
289,3,8:15.0,,Personal foul by T. Johnson (drawn by D. Šarić),50,57
290,3,8:15.0,B. Adebayo enters the game for H. Whiteside,,50,57
291,3,8:15.0,,M. Belinelli enters the game for J. Redick,50,57
292,3,8:02.0,,M. Belinelli misses 2-pt layup from 3 ft (block by J. Johnson),50,57
293,3,8:01.0,,Offensive rebound by D. Šarić,50,57
294,3,8:01.0,,Shooting foul by T. Johnson (drawn by D. Šarić),50,57
295,3,8:01.0,,D. Šarić makes free throw 1 of 2,50,58
296,3,8:01.0,W. Ellington enters the game for T. Johnson,,50,58
297,3,8:01.0,,D. Šarić makes free throw 2 of 2,50,59
298,3,7:51.0,J. Johnson makes 2-pt layup from 1 ft,,52,59
299,3,7:39.0,,J. Embiid makes 2-pt dunk at rim (assist by B. Simmons),52,61
300,3,7:29.0,J. Johnson misses 3-pt jump shot from 27 ft,,52,61
301,3,7:26.0,Offensive rebound by B. Adebayo,,52,61
302,3,7:23.0,J. Johnson misses 2-pt layup at rim,,52,61
303,3,7:18.0,Offensive rebound by B. Adebayo,,52,61
304,3,7:18.0,B. Adebayo makes 2-pt dunk at rim,,54,61
305,3,7:10.0,,D. Šarić misses 2-pt layup from 1 ft,54,61
306,3,7:08.0,Defensive rebound by B. Adebayo,,54,61
307,3,7:07.0,Personal foul by B. Simmons (drawn by G. Dragić),,54,61
308,3,7:07.0,,E. İlyasova enters the game for J. Embiid,54,61
309,3,7:07.0,K. Olynyk enters the game for B. Adebayo,,54,61
310,3,6:57.0,G. Dragić misses 2-pt layup at rim,,54,61
311,3,6:55.0,,Defensive rebound by E. İlyasova,54,61
312,3,6:38.0,,D. Šarić makes 2-pt layup from 2 ft,54,63
313,3,6:24.0,K. Olynyk misses 3-pt jump shot from 27 ft,,54,63
314,3,6:22.0,,Defensive rebound by B. Simmons,54,63
315,3,6:11.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by D. Šarić),54,66
316,3,6:11.0,Miami full timeout,,54,66
317,3,6:11.0,D. Wade enters the game for J. Richardson,,54,66
318,3,6:02.0,J. Winslow enters the game for G. Dragić,,54,66
319,3,5:50.0,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Johnson),,56,66
320,3,5:50.0,Shooting foul by E. İlyasova (drawn by K. Olynyk),,56,66
321,3,5:50.0,K. Olynyk makes free throw 1 of 1,,57,66
322,3,5:35.0,,M. Belinelli misses 2-pt layup from 2 ft (block by W. Ellington),57,66
323,3,5:35.0,,Offensive rebound by Team,57,66
324,3,5:26.0,,B. Simmons makes 2-pt layup at rim,57,68
325,3,5:09.0,Personal foul by B. Simmons (drawn by K. Olynyk),,57,68
326,3,5:09.0,,T. McConnell enters the game for B. Simmons,57,68
327,3,5:05.0,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Wade),,59,68
328,3,4:52.0,,M. Belinelli misses 3-pt jump shot from 26 ft,59,68
329,3,4:49.0,Defensive rebound by J. Johnson,,59,68
330,3,4:44.0,W. Ellington misses 3-pt jump shot from 25 ft,,59,68
331,3,4:40.0,,Defensive rebound by T. McConnell,59,68
332,3,4:38.0,,M. Belinelli makes 2-pt layup at rim (assist by T. McConnell),59,70
333,3,4:21.0,D. Wade misses 2-pt hook shot from 7 ft,,59,70
334,3,4:19.0,Offensive rebound by J. Winslow,,59,70
335,3,4:14.0,J. Winslow misses 2-pt hook shot from 1 ft,,59,70
336,3,4:14.0,,Defensive rebound by E. İlyasova,59,70
337,3,3:52.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by M. Belinelli),59,72
338,3,3:32.0,Turnover by D. Wade (bad pass; steal by E. İlyasova),,59,72
339,3,3:23.0,,R. Covington misses 3-pt jump shot from 25 ft,59,72
340,3,3:21.0,,Offensive rebound by Team,59,72
341,3,3:21.0,Loose ball foul by J. Winslow (drawn by D. Šarić),,59,72
342,3,3:21.0,,Philadelphia full timeout,59,72
343,3,3:21.0,,J. Redick enters the game for E. İlyasova,59,72
344,3,3:21.0,,J. Embiid enters the game for R. Covington,59,72
345,3,3:21.0,B. Adebayo enters the game for J. Johnson,,59,72
346,3,3:21.0,,D. Šarić makes free throw 1 of 2,59,73
347,3,3:21.0,,D. Šarić makes free throw 2 of 2,59,74
348,3,3:05.0,K. Olynyk misses 3-pt jump shot from 26 ft,,59,74
349,3,3:02.0,,Defensive rebound by J. Embiid,59,74
350,3,2:58.0,,T. McConnell misses 2-pt jump shot from 19 ft,59,74
351,3,2:56.0,Defensive rebound by D. Wade,,59,74
352,3,2:50.0,Shooting foul by J. Redick (drawn by B. Adebayo),,59,74
353,3,2:50.0,B. Adebayo misses free throw 1 of 2,,59,74
354,3,2:50.0,Offensive rebound by Team,,59,74
355,3,2:50.0,,E. İlyasova enters the game for D. Šarić,59,74
356,3,2:50.0,B. Adebayo misses free throw 2 of 2,,59,74
357,3,2:48.0,,Defensive rebound by E. İlyasova,59,74
358,3,2:41.0,,Personal foul by K. Olynyk (drawn by J. Redick),59,74
359,3,2:41.0,,J. Redick makes free throw 1 of 2,59,75
360,3,2:41.0,,J. Redick makes free throw 2 of 2,59,76
361,3,2:19.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,62,76
362,3,2:04.0,,T. McConnell makes 2-pt layup at rim (assist by M. Belinelli),62,78
363,3,2:04.0,,Shooting foul by D. Wade (drawn by T. McConnell),62,78
364,3,2:04.0,G. Dragić enters the game for W. Ellington,,62,78
365,3,2:04.0,,T. McConnell misses free throw 1 of 1,62,78
366,3,2:04.0,Defensive rebound by K. Olynyk,,62,78
367,3,1:48.0,J. Winslow misses 2-pt jump shot from 17 ft,,62,78
368,3,1:45.0,,Defensive rebound by T. McConnell,62,78
369,3,1:34.0,,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),62,80
370,3,1:22.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Wade),,65,80
371,3,0:58.0,,J. Embiid misses 2-pt jump shot from 16 ft,65,80
372,3,0:55.0,Defensive rebound by Team,,65,80
373,3,0:40.0,Turnover by G. Dragić (lost ball; steal by T. McConnell),,65,80
374,3,0:36.0,,M. Belinelli misses 3-pt jump shot from 26 ft,65,80
375,3,0:35.0,Defensive rebound by Team,,65,80
376,3,0:32.0,,Loose ball foul by E. İlyasova (drawn by K. Olynyk),65,80
377,3,0:32.0,K. Olynyk makes free throw 1 of 2,,66,80
378,3,0:32.0,K. Olynyk misses free throw 2 of 2,,66,80
379,3,0:30.0,,Defensive rebound by J. Embiid,66,80
380,3,0:25.0,,J. Redick misses 3-pt jump shot from 27 ft,66,80
381,3,0:21.0,Defensive rebound by D. Wade,,66,80
382,3,0:04.0,J. Winslow misses 3-pt jump shot from 25 ft,,66,80
383,3,0:00.0,,Defensive rebound by J. Embiid,66,80
384,4,11:46.0,D. Wade makes 2-pt dunk at rim (assist by K. Olynyk),,68,80
