,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
0,1,11:43.0,A. Roberson misses 3-pt jump shot from 23 ft,,0,0
1,1,11:38.0,,Defensive rebound by T. Gibson,0,0
2,1,11:28.0,,J. Butler misses 2-pt jump shot from 17 ft,0,0
3,1,11:26.0,Defensive rebound by S. Adams,,0,0
4,1,11:09.0,P. George misses 2-pt jump shot from 14 ft,,0,0
5,1,11:04.0,Offensive rebound by A. Roberson,,0,0
6,1,11:04.0,A. Roberson makes 2-pt layup at rim,,2,0
7,1,10:53.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Butler),2,2
8,1,10:34.0,P. George makes 2-pt jump shot from 18 ft,,4,2
9,1,10:10.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by T. Gibson),4,5
10,1,9:57.0,Turnover by R. Westbrook (bad pass),,4,5
11,1,9:41.0,,Turnover by J. Teague (lost ball; steal by R. Westbrook),4,5
12,1,9:37.0,C. Anthony makes 2-pt layup from 1 ft (assist by R. Westbrook),,6,5
13,1,9:30.0,,Turnover by T. Gibson (lost ball; steal by C. Anthony),6,5
14,1,9:24.0,C. Anthony misses 3-pt jump shot from 26 ft,,6,5
15,1,9:22.0,,Defensive rebound by Team,6,5
16,1,9:22.0,Loose ball foul by A. Roberson (drawn by J. Butler),,6,5
17,1,9:08.0,,K. Towns misses 3-pt jump shot from 22 ft,6,5
18,1,9:08.0,Defensive rebound by P. George,,6,5
19,1,9:01.0,A. Roberson misses 2-pt layup from 2 ft (block by K. Towns),,6,5
20,1,9:01.0,,Defensive rebound by J. Butler,6,5
21,1,8:48.0,,T. Gibson misses 2-pt layup from 10 ft (block by S. Adams),6,5
22,1,8:48.0,,Offensive rebound by Team,6,5
23,1,8:46.0,,K. Towns misses 3-pt jump shot from 25 ft,6,5
24,1,8:46.0,,Offensive rebound by T. Gibson,6,5
25,1,8:42.0,,T. Gibson misses 2-pt layup from 3 ft,6,5
26,1,8:42.0,,Offensive rebound by K. Towns,6,5
27,1,8:38.0,,K. Towns misses 2-pt layup from 2 ft (block by A. Roberson),6,5
28,1,8:38.0,,Offensive rebound by K. Towns,6,5
29,1,8:37.0,,K. Towns misses 2-pt layup from 2 ft (block by C. Anthony),6,5
30,1,8:37.0,,Offensive rebound by Team,6,5
31,1,8:30.0,,T. Gibson makes 2-pt jump shot from 6 ft,6,7
32,1,8:21.0,Turnover by S. Adams (bad pass),,6,7
33,1,8:08.0,,J. Butler makes 2-pt dunk from 1 ft (assist by J. Teague),6,9
34,1,7:54.0,C. Anthony misses 3-pt jump shot from 25 ft,,6,9
35,1,7:54.0,Offensive rebound by A. Roberson,,6,9
36,1,7:50.0,A. Roberson misses 2-pt layup from 1 ft,,6,9
37,1,7:50.0,,Defensive rebound by K. Towns,6,9
38,1,7:29.0,,J. Butler misses 2-pt jump shot from 15 ft,6,9
39,1,7:25.0,Defensive rebound by A. Roberson,,6,9
40,1,7:19.0,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),,8,9
41,1,7:10.0,,Shooting foul by R. Westbrook (drawn by J. Teague),8,9
42,1,7:10.0,,J. Teague makes free throw 1 of 2,8,10
43,1,7:10.0,,J. Teague misses free throw 2 of 2,8,10
44,1,7:08.0,,Offensive rebound by J. Teague,8,10
45,1,7:02.0,,T. Gibson makes 2-pt jump shot from 5 ft (assist by J. Teague),8,12
46,1,6:41.0,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),,10,12
47,1,6:32.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),10,14
48,1,6:13.0,A. Roberson misses 2-pt layup from 2 ft,,10,14
49,1,6:06.0,Offensive rebound by S. Adams,,10,14
50,1,6:06.0,S. Adams makes 2-pt layup at rim,,12,14
51,1,5:53.0,,A. Wiggins misses 3-pt jump shot from 25 ft,12,14
52,1,5:50.0,Defensive rebound by R. Westbrook,,12,14
53,1,5:44.0,Personal foul by A. Wiggins (drawn by C. Anthony),,12,14
54,1,5:44.0,,Minnesota full timeout,12,14
55,1,5:44.0,Á. Abrines enters the game for A. Roberson,,12,14
56,1,5:35.0,P. George makes 3-pt jump shot from 26 ft (assist by C. Anthony),,15,14
57,1,5:13.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Teague),15,16
58,1,4:58.0,Shooting foul by J. Teague (drawn by S. Adams),,15,16
59,1,4:58.0,S. Adams makes free throw 1 of 2,,16,16
60,1,4:58.0,S. Adams makes free throw 2 of 2,,17,16
61,1,4:58.0,J. Grant enters the game for C. Anthony,,17,16
62,1,4:44.0,,K. Towns misses 2-pt hook shot from 6 ft,17,16
63,1,4:44.0,Defensive rebound by Team,,17,16
64,1,4:44.0,,Loose ball foul by T. Gibson (drawn by S. Adams),17,16
65,1,4:44.0,,G. Dieng enters the game for K. Towns,17,16
66,1,4:36.0,Personal foul by J. Teague (drawn by Á. Abrines),,17,16
67,1,4:26.0,P. George makes 2-pt jump shot from 8 ft,,19,16
68,1,4:16.0,,Personal foul by Á. Abrines (drawn by A. Wiggins),19,16
69,1,4:06.0,,T. Gibson makes 2-pt jump shot from 8 ft (assist by A. Wiggins),19,18
70,1,3:52.0,J. Grant misses 2-pt jump shot from 17 ft,,19,18
71,1,3:49.0,,Defensive rebound by J. Teague,19,18
72,1,3:44.0,,Turnover by J. Teague (bad pass; steal by P. George),19,18
73,1,3:43.0,Personal foul by G. Dieng (drawn by P. George),,19,18
74,1,3:43.0,P. George makes free throw 1 of 2,,20,18
75,1,3:43.0,P. George makes free throw 2 of 2,,21,18
76,1,3:20.0,,Turnover by J. Teague (lost ball; steal by R. Westbrook),21,18
77,1,3:15.0,R. Westbrook makes 2-pt layup at rim,,23,18
78,1,2:57.0,,A. Wiggins makes 2-pt jump shot from 13 ft,23,20
79,1,2:43.0,Turnover by R. Westbrook (bad pass; steal by A. Wiggins),,23,20
80,1,2:35.0,,Shooting foul by S. Adams (drawn by G. Dieng),23,20
81,1,2:35.0,Oklahoma City full timeout,,23,20
82,1,2:35.0,R. Felton enters the game for R. Westbrook,,23,20
83,1,2:35.0,P. Patterson enters the game for S. Adams,,23,20
84,1,2:35.0,,G. Dieng makes free throw 1 of 2,23,21
85,1,2:35.0,,G. Dieng makes free throw 2 of 2,23,22
86,1,2:24.0,P. George makes 3-pt jump shot from 24 ft (assist by J. Grant),,26,22
87,1,2:05.0,,A. Wiggins misses 3-pt jump shot from 23 ft,26,22
88,1,2:02.0,Defensive rebound by P. Patterson,,26,22
89,1,1:46.0,R. Felton makes 3-pt jump shot from 25 ft (assist by P. George),,29,22
90,1,1:40.0,,Personal foul by Á. Abrines (drawn by J. Butler),29,22
91,1,1:40.0,,J. Butler makes free throw 1 of 2,29,23
92,1,1:40.0,,T. Jones enters the game for J. Teague,29,23
93,1,1:40.0,,J. Butler makes free throw 2 of 2,29,24
94,1,1:25.0,J. Grant makes 2-pt dunk at rim,,31,24
95,1,0:58.0,,J. Butler makes 2-pt jump shot from 14 ft,31,26
96,1,0:48.0,Á. Abrines misses 3-pt jump shot from 25 ft,,31,26
97,1,0:45.0,,Defensive rebound by A. Wiggins,31,26
98,1,0:36.0,,A. Wiggins misses 2-pt jump shot from 5 ft,31,26
99,1,0:34.0,Defensive rebound by J. Grant,,31,26
100,1,0:34.0,Personal foul by T. Gibson (drawn by J. Grant),,31,26
101,1,0:34.0,J. Grant makes free throw 1 of 2,,32,26
102,1,0:34.0,,J. Crawford enters the game for J. Butler,32,26
103,1,0:34.0,,N. Bjelica enters the game for T. Gibson,32,26
104,1,0:34.0,J. Huestis enters the game for Á. Abrines,,32,26
105,1,0:34.0,J. Grant makes free throw 2 of 2,,33,26
106,1,0:24.0,,Turnover by T. Jones (bad pass; steal by J. Grant),33,26
107,1,0:02.0,P. Patterson misses 3-pt jump shot from 23 ft,,33,26
108,1,0:02.0,,Defensive rebound by T. Jones,33,26
109,1,0:00.0,,T. Jones misses 3-pt jump shot from 66 ft,33,26
110,1,0:00.0,,Offensive rebound by Team,33,26
111,2,11:37.0,,J. Crawford misses 3-pt jump shot from 28 ft,33,26
112,2,11:34.0,Defensive rebound by J. Huestis,,33,26
113,2,11:22.0,Personal foul by S. Muhammad (drawn by C. Anthony),,33,26
114,2,11:13.0,C. Anthony misses 2-pt jump shot from 18 ft,,33,26
115,2,11:12.0,,Defensive rebound by Team,33,26
116,2,11:12.0,Loose ball foul by J. Huestis (drawn by N. Bjelica),,33,26
117,2,10:53.0,,S. Muhammad misses 2-pt jump shot from 6 ft (block by J. Huestis),33,26
118,2,10:49.0,Defensive rebound by R. Felton,,33,26
119,2,10:41.0,J. Huestis misses 2-pt layup from 3 ft,,33,26
120,2,10:38.0,,Defensive rebound by N. Bjelica,33,26
121,2,10:23.0,,Turnover by T. Jones (lost ball; steal by T. Ferguson),33,26
