,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
395,4,2:32.0,,Cleveland full timeout,85,96
396,4,2:32.0,Y. Ferrell enters the game for D. Finney-Smith,,85,96
397,4,2:17.0,,L. James misses 2-pt layup from 2 ft,85,96
398,4,2:13.0,Defensive rebound by D. McDermott,,85,96
399,4,2:01.0,D. Smith misses 2-pt jump shot from 20 ft,,85,96
400,4,1:56.0,,Defensive rebound by L. James,85,96
401,4,1:54.0,,Turnover by L. James (traveling),85,96
402,4,1:39.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,85,96
403,4,1:35.0,,Defensive rebound by J. Smith,85,96
404,4,1:14.0,,L. James misses 2-pt layup from 1 ft,85,96
405,4,1:12.0,,Offensive rebound by L. James,85,96
406,4,1:11.0,,L. James misses 2-pt layup from 1 ft (block by D. Powell),85,96
407,4,1:11.0,Defensive rebound by Y. Ferrell,,85,96
408,4,1:02.0,Offensive foul by D. Powell (drawn by K. Love),,85,96
409,4,1:02.0,Turnover by D. Powell (offensive foul),,85,96
410,4,0:45.0,,J. Clarkson makes 2-pt jump shot from 20 ft,85,98
411,4,0:45.0,Dallas full timeout,,85,98
412,4,0:45.0,,L. Perrantes enters the game for K. Love,85,98
413,4,0:45.0,,C. Osman enters the game for J. Clarkson,85,98
414,4,0:45.0,,T. Thompson enters the game for L. Nance,85,98
415,4,0:45.0,,A. Žižić enters the game for L. James,85,98
416,4,0:38.0,Shooting foul by A. Žižić (drawn by D. Powell),,85,98
417,4,0:38.0,D. Powell makes free throw 1 of 2,,86,98
418,4,0:38.0,D. Powell makes free throw 2 of 2,,87,98
419,4,0:19.0,,L. Perrantes misses 3-pt jump shot from 26 ft,87,98
420,4,0:16.0,,Offensive rebound by Team,87,98
