,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,WASHINGTON_ACTION,MEMPHIS_SCORE,WASHINGTON_SCORE
72,1,2:49.0,M. Gasol makes free throw 1 of 1,,10,17
73,1,2:31.0,,O. Porter misses 2-pt jump shot from 7 ft,10,17
74,1,2:29.0,Defensive rebound by M. Gasol,,10,17
75,1,2:20.0,Personal foul by K. Oubre (drawn by J. Ennis),,10,17
76,1,2:20.0,D. Davis enters the game for M. Gasol,,10,17
77,1,2:08.0,Turnover by M. Chalmers (bad pass; steal by O. Porter),,10,17
78,1,2:03.0,,Turnover by O. Porter (bad pass; steal by B. McLemore),10,17
79,1,1:59.0,B. McLemore makes 2-pt jump shot from 20 ft (assist by D. Davis),,12,17
80,1,1:48.0,,Offensive foul by O. Porter (drawn by M. Chalmers),12,17
81,1,1:48.0,,Turnover by O. Porter (offensive foul),12,17
82,1,1:48.0,,J. Meeks enters the game for B. Beal,12,17
83,1,1:40.0,B. McLemore misses 2-pt jump shot from 12 ft,,12,17
84,1,1:34.0,Offensive rebound by J. Martin,,12,17
85,1,1:34.0,J. Martin misses 2-pt layup at rim,,12,17
86,1,1:32.0,,Defensive rebound by J. Meeks,12,17
87,1,1:26.0,,J. Meeks makes 3-pt jump shot from 22 ft (assist by T. Satoranský),12,20
88,1,1:06.0,Personal foul by T. Satoranský (drawn by M. Chalmers),,12,20
89,1,0:52.0,Turnover by Team (shot clock),,12,20
90,1,0:39.0,,J. Meeks misses 2-pt jump shot from 13 ft,12,20
91,1,0:36.0,Defensive rebound by M. Chalmers,,12,20
92,1,0:33.0,M. Chalmers misses 2-pt jump shot from 5 ft (block by J. Smith),,12,20
93,1,0:30.0,,Defensive rebound by T. Satoranský,12,20
94,1,0:28.0,,T. Satoranský makes 2-pt layup from 1 ft,12,22
95,1,0:28.0,,Shooting foul by D. Davis (drawn by T. Satoranský),12,22
96,1,0:28.0,,T. Satoranský misses free throw 1 of 1,12,22
97,1,0:27.0,Defensive rebound by B. McLemore,,12,22
98,1,0:06.0,M. Chalmers misses 3-pt jump shot from 25 ft,,12,22
99,1,0:03.0,,Defensive rebound by K. Oubre,12,22
100,1,0:00.0,,K. Oubre misses 2-pt jump shot from 12 ft,12,22
101,1,0:00.0,,Offensive rebound by Team,12,22
102,2,11:45.0,,J. Meeks misses 2-pt jump shot from 5 ft (block by J. Martin),12,22
103,2,11:41.0,Defensive rebound by A. Harrison,,12,22
104,2,11:41.0,Shooting foul by T. Satoranský (drawn by A. Harrison),,12,22
105,2,11:41.0,A. Harrison misses free throw 1 of 2,,12,22
106,2,11:41.0,Offensive rebound by Team,,12,22
107,2,11:41.0,A. Harrison makes free throw 2 of 2,,13,22
108,2,11:28.0,,K. Oubre misses 3-pt jump shot from 24 ft,13,22
109,2,11:24.0,,Offensive rebound by T. Satoranský,13,22
110,2,11:22.0,,J. Smith makes 2-pt dunk at rim (assist by T. Frazier),13,24
111,2,11:00.0,B. McLemore misses 3-pt jump shot from 26 ft,,13,24
112,2,10:57.0,,Defensive rebound by J. Smith,13,24
113,2,10:36.0,,T. Frazier misses 2-pt jump shot from 19 ft,13,24
114,2,10:32.0,Defensive rebound by D. Davis,,13,24
115,2,10:25.0,J. Martin misses 3-pt jump shot from 26 ft,,13,24
116,2,10:21.0,Offensive rebound by D. Davis,,13,24
117,2,10:15.0,A. Harrison makes 2-pt layup from 1 ft,,15,24
118,2,10:15.0,Shooting foul by T. Satoranský (drawn by A. Harrison),,15,24
119,2,10:15.0,D. Brooks enters the game for J. Ennis,,15,24
120,2,10:15.0,,B. Beal enters the game for T. Satoranský,15,24
121,2,10:15.0,A. Harrison makes free throw 1 of 1,,16,24
122,2,10:03.0,,J. Smith makes 2-pt jump shot from 13 ft (assist by T. Frazier),16,26
123,2,9:42.0,Turnover by A. Harrison (bad pass; steal by B. Beal),,16,26
124,2,9:35.0,,Turnover by K. Oubre (lost ball; steal by A. Harrison),16,26
125,2,9:29.0,Personal foul by K. Oubre (drawn by B. McLemore),,16,26
126,2,9:17.0,D. Davis misses 2-pt jump shot from 19 ft,,16,26
127,2,9:14.0,,Defensive rebound by T. Frazier,16,26
128,2,8:57.0,,Turnover by J. Smith (lost ball; steal by D. Brooks),16,26
129,2,8:52.0,D. Brooks makes 2-pt layup from 4 ft (assist by A. Harrison),,18,26
130,2,8:42.0,,Personal foul by A. Harrison (drawn by T. Frazier),18,26
131,2,8:42.0,J. Green enters the game for D. Davis,,18,26
132,2,8:31.0,,Shooting foul by D. Brooks (drawn by B. Beal),18,26
133,2,8:31.0,,B. Beal misses free throw 1 of 2,18,26
134,2,8:31.0,,Offensive rebound by Team,18,26
135,2,8:31.0,,B. Beal makes free throw 2 of 2,18,27
136,2,8:13.0,J. Martin misses 2-pt jump shot from 18 ft,,18,27
137,2,8:11.0,,Defensive rebound by J. Meeks,18,27
138,2,8:01.0,,J. Smith misses 2-pt jump shot from 15 ft,18,27
139,2,8:01.0,Defensive rebound by J. Green,,18,27
140,2,7:53.0,Personal foul by T. Frazier (drawn by A. Harrison),,18,27
141,2,7:53.0,M. Gasol enters the game for J. Martin,,18,27
142,2,7:53.0,C. Parsons enters the game for A. Harrison,,18,27
143,2,7:53.0,M. Chalmers enters the game for B. McLemore,,18,27
144,2,7:41.0,C. Parsons misses 2-pt layup from 4 ft,,18,27
145,2,7:39.0,,Defensive rebound by T. Frazier,18,27
146,2,7:29.0,,J. Smith makes 2-pt layup from 1 ft (assist by B. Beal),18,29
147,2,7:04.0,M. Chalmers makes 3-pt jump shot from 22 ft (assist by D. Brooks),,21,29
148,2,6:50.0,,Turnover by J. Smith (bad pass; steal by M. Chalmers),21,29
149,2,6:40.0,Personal foul by J. Meeks (drawn by D. Brooks),,21,29
150,2,6:40.0,,Washington full timeout,21,29
151,2,6:40.0,,J. Wall enters the game for T. Frazier,21,29
152,2,6:40.0,D. Brooks makes free throw 1 of 2,,22,29
153,2,6:40.0,D. Brooks makes free throw 2 of 2,,23,29
154,2,6:24.0,,J. Smith misses 3-pt jump shot from 23 ft,23,29
155,2,6:18.0,Defensive rebound by J. Green,,23,29
156,2,6:06.0,M. Gasol misses 2-pt jump shot from 17 ft,,23,29
157,2,6:03.0,,Defensive rebound by K. Oubre,23,29
158,2,5:50.0,,Personal foul by M. Gasol (drawn by B. Beal),23,29
159,2,5:50.0,,M. Gortat enters the game for J. Smith,23,29
160,2,5:50.0,,O. Porter enters the game for J. Meeks,23,29
161,2,5:40.0,,J. Wall misses 2-pt layup at rim,23,29
162,2,5:39.0,Defensive rebound by J. Green,,23,29
163,2,5:28.0,Def 3 sec tech foul by M. Gortat,,23,29
164,2,5:28.0,M. Gasol makes technical free throw,,24,29
165,2,5:14.0,M. Chalmers misses 3-pt jump shot from 27 ft,,24,29
166,2,5:10.0,,Defensive rebound by M. Gortat,24,29
167,2,5:06.0,,Shooting foul by D. Brooks (drawn by J. Wall),24,29
168,2,5:06.0,,J. Wall misses free throw 1 of 2,24,29
169,2,5:06.0,,Offensive rebound by Team,24,29
170,2,5:06.0,,J. Wall misses free throw 2 of 2,24,29
171,2,5:03.0,Defensive rebound by J. Green,,24,29
172,2,4:52.0,J. Green makes 3-pt jump shot from 26 ft (assist by C. Parsons),,27,29
173,2,4:39.0,,J. Wall makes 2-pt layup from 1 ft,27,31
174,2,4:22.0,Turnover by M. Gasol (traveling),,27,31
175,2,4:09.0,,B. Beal misses 3-pt jump shot from 25 ft,27,31
176,2,4:06.0,Defensive rebound by M. Chalmers,,27,31
177,2,4:06.0,Turnover by M. Chalmers (bad pass),,27,31
178,2,3:53.0,,M. Gortat misses 2-pt layup from 1 ft,27,31
179,2,3:50.0,Defensive rebound by M. Gasol,,27,31
180,2,3:49.0,,Offensive charge foul by C. Parsons (drawn by O. Porter),27,31
181,2,3:49.0,Turnover by C. Parsons (offensive foul),,27,31
182,2,3:49.0,,J. Meeks enters the game for K. Oubre,27,31
183,2,3:34.0,,J. Wall makes 3-pt jump shot from 22 ft (assist by O. Porter),27,34
184,2,3:21.0,Offensive foul by M. Gasol (drawn by M. Gortat),,27,34
185,2,3:21.0,Turnover by M. Gasol (offensive foul),,27,34
186,2,3:12.0,,J. Wall makes 2-pt dunk from 1 ft,27,36
187,2,3:12.0,Memphis full timeout,,27,36
188,2,3:12.0,A. Harrison enters the game for M. Chalmers,,27,36
189,2,2:58.0,M. Gasol misses 2-pt jump shot from 7 ft,,27,36
190,2,2:54.0,,Defensive rebound by M. Gortat,27,36
191,2,2:38.0,Violation by M. Gasol (kicked ball),,27,36
192,2,2:31.0,,B. Beal misses 2-pt jump shot from 19 ft,27,36
193,2,2:28.0,Defensive rebound by J. Green,,27,36
194,2,2:15.0,M. Gasol misses 2-pt layup from 2 ft (block by O. Porter),,27,36
195,2,2:12.0,,Defensive rebound by J. Meeks,27,36
196,2,1:59.0,,J. Wall makes 2-pt jump shot from 17 ft,27,38
197,2,1:32.0,Turnover by J. Green (lost ball; steal by J. Wall),,27,38
198,2,1:27.0,,J. Meeks misses 3-pt jump shot from 25 ft,27,38
199,2,1:22.0,,Offensive rebound by O. Porter,27,38
200,2,1:19.0,,J. Wall misses 3-pt jump shot from 25 ft,27,38
201,2,1:19.0,,Offensive rebound by J. Meeks,27,38
202,2,1:05.0,,J. Meeks misses 3-pt jump shot from 25 ft,27,38
203,2,1:02.0,,Offensive rebound by M. Gortat,27,38
204,2,0:59.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by M. Gortat),27,41
205,2,0:40.0,C. Parsons misses 3-pt jump shot from 25 ft,,27,41
206,2,0:36.0,,Defensive rebound by M. Gortat,27,41
207,2,0:33.0,,J. Wall misses 3-pt jump shot from 25 ft,27,41
208,2,0:29.0,,Offensive rebound by O. Porter,27,41
209,2,0:28.0,,J. Meeks misses 3-pt jump shot from 23 ft,27,41
210,2,0:28.0,Defensive rebound by J. Green,,27,41
211,2,0:05.0,A. Harrison makes 2-pt jump shot from 21 ft,,29,41
212,2,0:00.0,,J. Wall misses 2-pt jump shot from 20 ft,29,41
213,2,0:00.0,,Offensive rebound by Team,29,41
214,3,11:37.0,,M. Gortat makes 2-pt dunk from 2 ft,29,43
215,3,11:21.0,C. Parsons makes 2-pt jump shot from 19 ft,,31,43
216,3,11:10.0,,Personal foul by D. Brooks (drawn by B. Beal),31,43
217,3,11:05.0,,B. Beal misses 2-pt layup from 3 ft,31,43
218,3,11:04.0,Defensive rebound by J. Green,,31,43
219,3,10:58.0,C. Parsons misses 3-pt jump shot from 23 ft,,31,43
220,3,10:54.0,,Defensive rebound by J. Wall,31,43
221,3,10:49.0,,M. Scott misses 3-pt jump shot from 23 ft,31,43
222,3,10:46.0,Defensive rebound by J. Green,,31,43
223,3,10:34.0,D. Brooks misses 2-pt jump shot from 19 ft,,31,43
224,3,10:30.0,,Defensive rebound by M. Scott,31,43
225,3,10:21.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),31,45
226,3,10:21.0,,Shooting foul by C. Parsons (drawn by M. Gortat),31,45
227,3,10:21.0,B. McLemore enters the game for D. Brooks,,31,45
228,3,10:21.0,J. Ennis enters the game for C. Parsons,,31,45
229,3,10:21.0,,M. Gortat makes free throw 1 of 1,31,46
230,3,10:04.0,M. Gasol makes 2-pt dunk at rim (assist by J. Green),,33,46
231,3,9:45.0,,O. Porter makes 2-pt jump shot from 2 ft,33,48
232,3,9:32.0,J. Green misses 2-pt layup from 2 ft,,33,48
233,3,9:30.0,,Defensive rebound by M. Gortat,33,48
234,3,9:28.0,,Turnover by J. Wall (out of bounds lost ball),33,48
235,3,9:14.0,M. Gasol misses 2-pt jump shot from 19 ft,,33,48
236,3,9:11.0,,Defensive rebound by O. Porter,33,48
237,3,9:06.0,,J. Wall misses 2-pt jump shot from 19 ft,33,48
238,3,9:02.0,Defensive rebound by B. McLemore,,33,48
239,3,8:52.0,A. Harrison misses 3-pt jump shot from 29 ft,,33,48
240,3,8:49.0,,Defensive rebound by O. Porter,33,48
241,3,8:45.0,,Turnover by O. Porter (bad pass; steal by J. Ennis),33,48
242,3,8:40.0,Personal foul by B. Beal (drawn by J. Ennis),,33,48
243,3,8:40.0,,Washington full timeout,33,48
244,3,8:32.0,B. McLemore misses 2-pt jump shot from 21 ft,,33,48
245,3,8:26.0,Offensive rebound by M. Gasol,,33,48
246,3,8:21.0,B. McLemore misses 2-pt layup from 1 ft (block by M. Gortat),,33,48
247,3,8:19.0,,Defensive rebound by B. Beal,33,48
248,3,7:59.0,,O. Porter makes 2-pt jump shot from 20 ft,33,50
249,3,7:43.0,Shooting foul by M. Gortat (drawn by A. Harrison),,33,50
250,3,7:43.0,A. Harrison makes free throw 1 of 2,,34,50
251,3,7:43.0,A. Harrison makes free throw 2 of 2,,35,50
252,3,7:29.0,,Personal foul by A. Harrison (drawn by B. Beal),35,50
253,3,7:23.0,,O. Porter misses 2-pt jump shot from 20 ft,35,50
254,3,7:20.0,Defensive rebound by A. Harrison,,35,50
255,3,7:19.0,A. Harrison makes 2-pt layup from 2 ft,,37,50
256,3,7:19.0,,Violation by J. Wall (def goaltending),37,50
257,3,7:05.0,,B. Beal makes 2-pt jump shot from 12 ft,37,52
258,3,6:50.0,J. Green makes 3-pt jump shot from 25 ft (assist by A. Harrison),,40,52
259,3,6:26.0,,M. Gortat makes 2-pt hook shot from 9 ft (assist by B. Beal),40,54
260,3,6:05.0,Turnover by A. Harrison (bad pass; steal by J. Wall),,40,54
261,3,5:51.0,,B. Beal misses 2-pt jump shot from 15 ft,40,54
262,3,5:48.0,Defensive rebound by J. Green,,40,54
263,3,5:42.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by A. Harrison),,43,54
264,3,5:39.0,Technical foul by M. Gasol,,43,54
265,3,5:39.0,,B. Beal misses technical free throw,43,54
266,3,5:39.0,,Offensive rebound by Team,43,54
267,3,5:12.0,,J. Wall misses 2-pt jump shot from 18 ft (block by M. Gasol),43,54
268,3,5:10.0,Defensive rebound by J. Ennis,,43,54
269,3,5:00.0,J. Green misses 2-pt jump shot from 15 ft,,43,54
270,3,4:59.0,,Defensive rebound by O. Porter,43,54
271,3,4:59.0,,Personal foul by J. Ennis (drawn by O. Porter),43,54
272,3,4:48.0,,Turnover by B. Beal (step out of bounds),43,54
273,3,4:48.0,,T. Satoranský enters the game for J. Wall,43,54
274,3,4:35.0,M. Gasol makes 2-pt layup at rim (assist by A. Harrison),,45,54
275,3,4:20.0,Offensive charge foul by T. Satoranský (drawn by A. Harrison),,45,54
276,3,4:20.0,,Turnover by T. Satoranský (offensive foul),45,54
277,3,4:08.0,M. Gasol misses 3-pt jump shot from 24 ft,,45,54
278,3,4:05.0,,Defensive rebound by O. Porter,45,54
279,3,3:50.0,,O. Porter misses 3-pt jump shot from 26 ft,45,54
280,3,3:47.0,Defensive rebound by M. Gasol,,45,54
281,3,3:40.0,A. Harrison makes 3-pt jump shot from 25 ft,,48,54
282,3,3:26.0,,Shooting foul by J. Green (drawn by O. Porter),48,54
283,3,3:26.0,,O. Porter misses free throw 1 of 2,48,54
284,3,3:26.0,,Offensive rebound by Team,48,54
285,3,3:26.0,,K. Oubre enters the game for M. Scott,48,54
286,3,3:26.0,M. Chalmers enters the game for A. Harrison,,48,54
287,3,3:26.0,,O. Porter makes free throw 2 of 2,48,55
288,3,3:26.0,C. Parsons enters the game for J. Green,,48,55
289,3,3:07.0,J. Ennis makes 2-pt jump shot from 20 ft,,50,55
290,3,2:47.0,,M. Gortat makes 2-pt hook shot from 9 ft (assist by B. Beal),50,57
291,3,2:23.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by B. McLemore),,53,57
292,3,2:03.0,,Shooting foul by B. McLemore (drawn by M. Gortat),53,57
293,3,2:03.0,Memphis full timeout,,53,57
294,3,2:03.0,,J. Meeks enters the game for B. Beal,53,57
295,3,2:03.0,,M. Gortat misses free throw 1 of 2,53,57
296,3,2:03.0,,Offensive rebound by Team,53,57
297,3,2:03.0,,M. Gortat makes free throw 2 of 2,53,58
298,3,1:50.0,C. Parsons misses 2-pt layup from 2 ft,,53,58
299,3,1:47.0,Offensive rebound by C. Parsons,,53,58
300,3,1:47.0,C. Parsons makes 2-pt layup at rim,,55,58
301,3,1:32.0,,Turnover by O. Porter (out of bounds lost ball),55,58
302,3,1:22.0,Turnover by C. Parsons (lost ball; steal by K. Oubre),,55,58
303,3,1:22.0,,Personal foul by C. Parsons (drawn by K. Oubre),55,58
304,3,1:22.0,,K. Oubre makes free throw 1 of 2,55,59
305,3,1:22.0,,M. Scott enters the game for O. Porter,55,59
306,3,1:22.0,,K. Oubre makes free throw 2 of 2,55,60
307,3,1:13.0,B. McLemore misses 2-pt jump shot from 13 ft,,55,60
308,3,1:10.0,,Defensive rebound by J. Meeks,55,60
309,3,1:01.0,,K. Oubre misses 2-pt jump shot from 19 ft,55,60
310,3,0:57.0,Defensive rebound by M. Chalmers,,55,60
311,3,0:51.0,B. McLemore makes 2-pt layup from 1 ft (assist by M. Chalmers),,57,60
312,3,0:35.0,,M. Gortat misses 2-pt layup from 1 ft,57,60
313,3,0:33.0,Defensive rebound by M. Gasol,,57,60
314,3,0:27.0,M. Gasol misses 3-pt jump shot from 26 ft,,57,60
315,3,0:24.0,,Defensive rebound by J. Meeks,57,60
316,3,0:02.0,,K. Oubre misses 3-pt jump shot from 26 ft,57,60
317,3,0:01.0,Defensive rebound by C. Parsons,,57,60
318,4,11:50.0,M. Chalmers makes 2-pt jump shot from 1 ft,,59,60
319,4,11:29.0,,K. Oubre makes 2-pt layup from 2 ft (assist by T. Satoranský),59,62
320,4,11:29.0,,Shooting foul by D. Davis (drawn by K. Oubre),59,62
321,4,11:29.0,,K. Oubre misses free throw 1 of 1,59,62
322,4,11:26.0,Defensive rebound by J. Ennis,,59,62
323,4,11:10.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by M. Chalmers),,62,62
324,4,10:55.0,,M. Scott makes 2-pt jump shot from 18 ft (assist by J. Meeks),62,64
325,4,10:44.0,M. Chalmers misses 3-pt jump shot from 27 ft,,62,64
326,4,10:40.0,,Defensive rebound by J. Meeks,62,64
327,4,10:32.0,,Offensive foul by M. Scott (drawn by M. Chalmers),62,64
328,4,10:32.0,,Turnover by M. Scott (offensive foul),62,64
329,4,10:12.0,D. Davis misses 2-pt hook shot from 8 ft,,62,64
330,4,10:08.0,,Defensive rebound by M. Scott,62,64
331,4,10:05.0,,J. Smith misses 2-pt jump shot from 18 ft,62,64
332,4,10:01.0,Defensive rebound by B. McLemore,,62,64
333,4,9:57.0,J. Ennis misses 3-pt jump shot from 24 ft,,62,64
334,4,9:55.0,Offensive rebound by Team,,62,64
335,4,9:52.0,B. McLemore misses 2-pt layup from 1 ft,,62,64
336,4,9:50.0,,Defensive rebound by K. Oubre,62,64
337,4,9:49.0,,Shooting foul by M. Chalmers (drawn by T. Satoranský),62,64
338,4,9:49.0,,T. Satoranský misses free throw 1 of 2,62,64
339,4,9:49.0,,Offensive rebound by Team,62,64
340,4,9:49.0,,T. Satoranský makes free throw 2 of 2,62,65
341,4,9:33.0,J. Green misses 2-pt jump shot from 14 ft,,62,65
342,4,9:28.0,Offensive rebound by J. Ennis,,62,65
343,4,9:27.0,J. Ennis makes 2-pt layup from 1 ft,,64,65
344,4,9:15.0,,Turnover by J. Smith (traveling),64,65
345,4,9:05.0,Personal foul by J. Meeks (drawn by M. Chalmers),,64,65
346,4,8:53.0,J. Ennis makes 3-pt jump shot from 27 ft (assist by J. Green),,67,65
347,4,8:38.0,,K. Oubre makes 2-pt jump shot from 5 ft,67,67
348,4,8:38.0,,Away from play foul by J. Ennis (drawn by J. Smith),67,67
349,4,8:38.0,Turnover by J. Ennis (turnover),,67,67
350,4,8:38.0,,J. Smith makes free throw 1 of 1,67,68
351,4,8:38.0,,B. Beal enters the game for T. Satoranský,67,68
352,4,8:25.0,Turnover by B. McLemore (bad pass; steal by J. Meeks),,67,68
353,4,8:21.0,,J. Meeks makes 2-pt layup from 1 ft,67,70
354,4,8:21.0,Memphis full timeout,,67,70
355,4,8:21.0,D. Brooks enters the game for D. Davis,,67,70
356,4,8:21.0,M. Gasol enters the game for B. McLemore,,67,70
357,4,8:04.0,J. Green misses 2-pt hook shot from 8 ft (block by M. Scott),,67,70
358,4,8:01.0,,Defensive rebound by M. Scott,67,70
359,4,7:45.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by B. Beal),67,73
360,4,7:21.0,M. Chalmers misses 3-pt jump shot from 26 ft,,67,73
361,4,7:16.0,Offensive rebound by J. Ennis,,67,73
362,4,6:59.0,Turnover by J. Green (bad pass; steal by K. Oubre),,67,73
363,4,6:55.0,,J. Wall enters the game for J. Meeks,67,73
364,4,6:55.0,C. Parsons enters the game for M. Chalmers,,67,73
365,4,6:55.0,A. Harrison enters the game for J. Ennis,,67,73
366,4,6:39.0,,B. Beal makes 3-pt jump shot from 26 ft,67,76
367,4,6:24.0,Personal foul by J. Smith (drawn by M. Gasol),,67,76
368,4,6:16.0,C. Parsons misses 2-pt jump shot from 19 ft,,67,76
369,4,6:12.0,,Defensive rebound by J. Smith,67,76
370,4,6:09.0,,Personal foul by A. Harrison (drawn by K. Oubre),67,76
371,4,6:03.0,,B. Beal misses 2-pt jump shot from 21 ft,67,76
372,4,6:00.0,,Offensive rebound by Team,67,76
373,4,5:48.0,,K. Oubre makes 2-pt layup from 1 ft (assist by J. Smith),67,78
374,4,5:33.0,Shooting foul by K. Oubre (drawn by A. Harrison),,67,78
375,4,5:33.0,A. Harrison makes free throw 1 of 2,,68,78
376,4,5:33.0,A. Harrison makes free throw 2 of 2,,69,78
377,4,5:21.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),69,81
378,4,5:00.0,J. Green makes 3-pt jump shot from 24 ft (assist by A. Harrison),,72,81
379,4,4:42.0,,J. Smith misses 2-pt jump shot from 12 ft,72,81
380,4,4:39.0,Defensive rebound by M. Gasol,,72,81
381,4,4:30.0,Shooting foul by J. Smith (drawn by M. Gasol),,72,81
382,4,4:30.0,M. Gasol makes free throw 1 of 2,,73,81
383,4,4:30.0,,O. Porter enters the game for M. Scott,73,81
384,4,4:30.0,M. Gasol makes free throw 2 of 2,,74,81
385,4,4:09.0,,J. Wall makes 2-pt jump shot from 12 ft (assist by B. Beal),74,83
386,4,3:44.0,M. Gasol misses 3-pt jump shot from 24 ft,,74,83
387,4,3:40.0,Offensive rebound by J. Green,,74,83
388,4,3:39.0,J. Green makes 2-pt layup at rim,,76,83
389,4,3:28.0,,Offensive foul by J. Smith (drawn by M. Gasol),76,83
