,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
111,2,9:48.0,,D. West makes 2-pt layup from 2 ft (assist by A. Iguodala),47,39
112,2,9:35.0,R. Rondo misses 3-pt jump shot from 26 ft,,47,39
113,2,9:34.0,,Defensive rebound by Team,47,39
114,2,9:34.0,,Q. Cook enters the game for A. Iguodala,47,39
115,2,9:27.0,,Offensive foul by D. West (drawn by J. Holiday),47,39
116,2,9:27.0,,Turnover by D. West (offensive foul),47,39
117,2,9:25.0,,Technical foul by A. Iguodala,47,39
118,2,9:25.0,D. Miller makes technical free throw,,48,39
119,2,9:09.0,D. Miller makes 2-pt jump shot from 11 ft,,50,39
120,2,8:51.0,,D. Green makes 2-pt layup from 2 ft (assist by D. West),50,41
121,2,8:44.0,Turnover by R. Rondo (bad pass; steal by N. Young),,50,41
122,2,8:39.0,,Q. Cook misses 2-pt layup from 2 ft (block by C. Diallo),50,41
123,2,8:37.0,,Offensive rebound by Team,50,41
124,2,8:30.0,,D. Green misses 3-pt jump shot from 27 ft,50,41
125,2,8:26.0,,Offensive rebound by D. West,50,41
126,2,8:23.0,,N. Young makes 3-pt jump shot from 23 ft (assist by K. Thompson),50,44
127,2,8:10.0,N. Mirotić misses 3-pt jump shot from 26 ft,,50,44
128,2,8:06.0,,Defensive rebound by K. Thompson,50,44
129,2,7:59.0,,Q. Cook misses 2-pt layup from 1 ft,50,44
130,2,7:57.0,Defensive rebound by C. Diallo,,50,44
131,2,7:50.0,R. Rondo misses 2-pt jump shot from 14 ft,,50,44
132,2,7:44.0,,Defensive rebound by D. Green,50,44
133,2,7:33.0,,Turnover by N. Young (bad pass; steal by N. Mirotić),50,44
134,2,7:30.0,R. Rondo makes 2-pt layup at rim (assist by N. Mirotić),,52,44
135,2,7:29.0,,Golden State full timeout,52,44
136,2,7:29.0,,K. Looney enters the game for D. Green,52,44
137,2,7:29.0,A. Davis enters the game for N. Mirotić,,52,44
138,2,7:29.0,E. Moore enters the game for R. Rondo,,52,44
139,2,7:07.0,,D. West misses 2-pt layup from 2 ft,52,44
140,2,7:04.0,,Offensive rebound by K. Looney,52,44
141,2,7:04.0,,K. Looney makes 2-pt layup at rim,52,46
142,2,6:50.0,Shooting foul by K. Looney (drawn by C. Diallo),,52,46
143,2,6:50.0,C. Diallo makes free throw 1 of 2,,53,46
144,2,6:50.0,C. Diallo misses free throw 2 of 2,,53,46
145,2,6:48.0,,Defensive rebound by N. Young,53,46
146,2,6:33.0,,D. West misses 2-pt jump shot from 14 ft,53,46
147,2,6:30.0,Defensive rebound by C. Diallo,,53,46
148,2,6:19.0,A. Davis makes 2-pt layup from 2 ft (assist by E. Moore),,55,46
149,2,6:05.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by Q. Cook),55,48
150,2,5:49.0,C. Diallo makes 2-pt layup from 2 ft (assist by A. Davis),,57,48
151,2,5:27.0,,K. Thompson misses 3-pt jump shot from 23 ft,57,48
152,2,5:23.0,Defensive rebound by C. Diallo,,57,48
153,2,5:19.0,D. Miller misses 3-pt jump shot from 26 ft,,57,48
154,2,5:14.0,,Defensive rebound by K. Looney,57,48
155,2,5:07.0,,Turnover by Q. Cook (lost ball; steal by D. Miller),57,48
156,2,5:02.0,E. Moore makes 2-pt jump shot from 19 ft,,59,48
157,2,4:47.0,,Personal foul by E. Moore (drawn by K. Thompson),59,48
158,2,4:47.0,,A. Iguodala enters the game for D. West,59,48
159,2,4:47.0,,K. Durant enters the game for N. Young,59,48
160,2,4:47.0,,D. Green enters the game for K. Thompson,59,48
161,2,4:47.0,N. Mirotić enters the game for C. Diallo,,59,48
162,2,4:35.0,,D. Green misses 3-pt jump shot from 28 ft,59,48
163,2,4:29.0,Defensive rebound by N. Mirotić,,59,48
164,2,4:23.0,Turnover by A. Davis (lost ball; steal by D. Green),,59,48
165,2,4:13.0,,K. Looney makes 2-pt dunk from 1 ft (assist by A. Iguodala),59,50
166,2,3:52.0,A. Davis misses 2-pt jump shot from 18 ft,,59,50
167,2,3:47.0,,Defensive rebound by A. Iguodala,59,50
168,2,3:43.0,,K. Durant misses 3-pt jump shot from 27 ft,59,50
169,2,3:39.0,Defensive rebound by A. Davis,,59,50
170,2,3:28.0,N. Mirotić misses 2-pt layup from 1 ft,,59,50
171,2,3:24.0,Offensive rebound by A. Davis,,59,50
172,2,3:24.0,A. Davis misses 2-pt layup at rim,,59,50
173,2,3:23.0,,Defensive rebound by K. Durant,59,50
174,2,3:21.0,,D. Green makes 2-pt dunk from 1 ft (assist by A. Iguodala),59,52
175,2,3:08.0,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Holiday),,61,52
176,2,2:54.0,,D. Green makes 2-pt dunk from 1 ft (assist by K. Durant),61,54
177,2,2:43.0,Personal foul by K. Looney (drawn by N. Mirotić),,61,54
178,2,2:43.0,New Orleans full timeout,,61,54
179,2,2:43.0,,K. Thompson enters the game for A. Iguodala,61,54
180,2,2:43.0,S. Hill enters the game for D. Miller,,61,54
181,2,2:28.0,N. Mirotić misses 3-pt jump shot from 28 ft,,61,54
182,2,2:24.0,,Defensive rebound by Team,61,54
183,2,2:24.0,Loose ball foul by E. Moore (drawn by D. Green),,61,54
184,2,2:15.0,,Q. Cook makes 3-pt jump shot from 27 ft (assist by K. Durant),61,57
185,2,1:55.0,J. Holiday makes 2-pt hook shot from 5 ft,,63,57
186,2,1:48.0,,Q. Cook makes 3-pt jump shot from 23 ft (assist by D. Green),63,60
187,2,1:31.0,S. Hill misses 3-pt jump shot from 22 ft,,63,60
188,2,1:27.0,,Defensive rebound by K. Looney,63,60
189,2,1:17.0,,K. Durant misses 3-pt jump shot from 26 ft,63,60
190,2,1:12.0,Defensive rebound by A. Davis,,63,60
191,2,0:57.0,A. Davis misses 2-pt jump shot from 17 ft,,63,60
192,2,0:54.0,Offensive rebound by S. Hill,,63,60
193,2,0:54.0,A. Davis makes 2-pt dunk at rim (assist by S. Hill),,65,60
194,2,0:46.0,,D. Green makes 3-pt jump shot from 28 ft (assist by Q. Cook),65,63
195,2,0:33.0,J. Holiday misses 2-pt jump shot from 20 ft,,65,63
196,2,0:28.0,,Defensive rebound by K. Durant,65,63
197,2,0:26.0,,K. Durant makes 2-pt layup from 2 ft,65,65
198,2,0:04.0,Personal foul by D. Green (drawn by N. Mirotić),,65,65
199,2,0:04.0,,J. Bell enters the game for K. Looney,65,65
200,2,0:04.0,R. Rondo enters the game for N. Mirotić,,65,65
201,2,0:03.0,A. Davis makes 2-pt layup from 1 ft (assist by R. Rondo),,67,65
202,3,11:41.0,,K. Durant misses 2-pt jump shot from 10 ft,67,65
203,3,11:32.0,Defensive rebound by A. Davis,,67,65
204,3,11:25.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by E. Moore),,70,65
205,3,11:03.0,,D. Green misses 3-pt jump shot from 26 ft,70,65
206,3,10:59.0,Defensive rebound by N. Mirotić,,70,65
207,3,10:48.0,R. Rondo makes 2-pt layup from 2 ft,,72,65
208,3,10:33.0,,K. Durant makes 2-pt jump shot from 11 ft,72,67
209,3,10:16.0,A. Davis misses 2-pt jump shot from 21 ft,,72,67
210,3,10:13.0,,Defensive rebound by K. Durant,72,67
211,3,9:58.0,,K. Thompson misses 2-pt hook shot from 5 ft,72,67
212,3,9:55.0,Defensive rebound by N. Mirotić,,72,67
213,3,9:42.0,Shooting foul by K. Durant (drawn by J. Holiday),,72,67
214,3,9:42.0,J. Holiday makes free throw 1 of 2,,73,67
215,3,9:42.0,J. Holiday makes free throw 2 of 2,,74,67
216,3,9:29.0,,K. Durant makes 2-pt jump shot from 12 ft,74,69
217,3,9:17.0,E. Moore makes 2-pt jump shot from 8 ft (assist by R. Rondo),,76,69
218,3,8:53.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by Q. Cook),76,72
219,3,8:44.0,J. Holiday makes 2-pt dunk from 1 ft (assist by R. Rondo),,78,72
220,3,8:44.0,,Golden State full timeout,78,72
221,3,8:19.0,,D. Green misses 2-pt jump shot from 17 ft (block by A. Davis),78,72
222,3,8:14.0,Defensive rebound by A. Davis,,78,72
223,3,8:04.0,J. Holiday misses 3-pt jump shot from 23 ft,,78,72
224,3,8:01.0,,Defensive rebound by K. Durant,78,72
225,3,8:00.0,,Personal foul by J. Holiday (drawn by D. Green),78,72
226,3,7:42.0,,K. Looney misses 2-pt layup from 1 ft,78,72
227,3,7:38.0,Defensive rebound by N. Mirotić,,78,72
228,3,7:28.0,A. Davis misses 2-pt jump shot from 18 ft,,78,72
229,3,7:27.0,Offensive rebound by Team,,78,72
230,3,7:27.0,,Loose ball foul by K. Thompson (drawn by N. Mirotić),78,72
231,3,7:20.0,Shooting foul by Q. Cook (drawn by A. Davis),,78,72
232,3,7:20.0,A. Davis makes free throw 1 of 2,,79,72
233,3,7:20.0,A. Davis makes free throw 2 of 2,,80,72
234,3,7:06.0,,Personal foul by R. Rondo (drawn by K. Looney),80,72
235,3,7:01.0,,K. Looney makes 2-pt dunk at rim (assist by K. Durant),80,74
236,3,6:38.0,A. Davis misses 2-pt jump shot from 18 ft,,80,74
237,3,6:32.0,,Defensive rebound by D. Green,80,74
238,3,6:23.0,,K. Durant makes 2-pt layup from 1 ft,80,76
239,3,6:23.0,New Orleans full timeout,,80,76
240,3,6:23.0,S. Hill enters the game for R. Rondo,,80,76
241,3,6:08.0,N. Mirotić misses 3-pt jump shot from 23 ft,,80,76
242,3,6:05.0,,Defensive rebound by K. Durant,80,76
243,3,5:53.0,,K. Looney misses 2-pt layup from 3 ft,80,76
244,3,5:47.0,,Offensive rebound by D. Green,80,76
245,3,5:46.0,,Turnover by D. Green (lost ball; steal by J. Holiday),80,76
246,3,5:44.0,Personal foul by K. Looney (drawn by S. Hill),,80,76
247,3,5:44.0,,A. Iguodala enters the game for K. Looney,80,76
248,3,5:36.0,J. Holiday makes 2-pt jump shot from 12 ft,,82,76
249,3,5:19.0,,K. Durant makes 2-pt dunk from 1 ft,82,78
250,3,4:58.0,A. Davis misses 2-pt jump shot from 6 ft,,82,78
251,3,4:54.0,,Defensive rebound by K. Durant,82,78
252,3,4:50.0,,Q. Cook makes 3-pt jump shot from 25 ft (assist by D. Green),82,81
253,3,4:44.0,Turnover by J. Holiday (bad pass),,82,81
254,3,4:44.0,,D. Jones enters the game for D. Green,82,81
255,3,4:44.0,D. Miller enters the game for N. Mirotić,,82,81
256,3,4:26.0,,Personal foul by S. Hill (drawn by K. Durant),82,81
257,3,4:18.0,,A. Iguodala misses 3-pt jump shot from 26 ft,82,81
258,3,4:14.0,,Offensive rebound by Q. Cook,82,81
259,3,4:05.0,,Q. Cook makes 3-pt jump shot from 25 ft (assist by K. Durant),82,84
260,3,3:50.0,J. Holiday misses 2-pt jump shot from 13 ft,,82,84
261,3,3:46.0,,Defensive rebound by Q. Cook,82,84
262,3,3:36.0,,Q. Cook misses 3-pt jump shot from 22 ft,82,84
263,3,3:33.0,Defensive rebound by S. Hill,,82,84
264,3,3:27.0,Turnover by S. Hill (out of bounds lost ball),,82,84
265,3,3:27.0,R. Rondo enters the game for J. Holiday,,82,84
266,3,3:05.0,,A. Iguodala misses 3-pt jump shot from 23 ft,82,84
267,3,3:00.0,Defensive rebound by A. Davis,,82,84
268,3,2:47.0,S. Hill misses 2-pt jump shot from 8 ft,,82,84
269,3,2:43.0,,Defensive rebound by K. Durant,82,84
270,3,2:36.0,,D. Jones misses 2-pt layup from 2 ft,82,84
271,3,2:32.0,Defensive rebound by A. Davis,,82,84
272,3,2:25.0,A. Davis misses 2-pt jump shot from 6 ft,,82,84
273,3,2:21.0,,Defensive rebound by Q. Cook,82,84
274,3,2:17.0,,K. Durant makes 2-pt jump shot from 5 ft,82,86
275,3,2:00.0,A. Davis misses 3-pt jump shot from 26 ft,,82,86
276,3,1:55.0,,Defensive rebound by A. Iguodala,82,86
277,3,1:54.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by A. Iguodala),82,88
278,3,1:54.0,,Shooting foul by A. Davis (drawn by K. Durant),82,88
279,3,1:54.0,,N. Young enters the game for K. Thompson,82,88
280,3,1:54.0,N. Mirotić enters the game for E. Moore,,82,88
281,3,1:54.0,,K. Durant makes free throw 1 of 1,82,89
282,3,1:42.0,D. Miller makes 2-pt jump shot from 6 ft (assist by R. Rondo),,84,89
283,3,1:18.0,,Shooting foul by S. Hill (drawn by K. Durant),84,89
284,3,1:18.0,,K. Durant misses free throw 1 of 2,84,89
285,3,1:18.0,,Offensive rebound by Team,84,89
286,3,1:18.0,,K. Durant makes free throw 2 of 2,84,90
287,3,1:09.0,A. Davis makes 2-pt dunk from 2 ft (assist by R. Rondo),,86,90
288,3,0:54.0,,D. Jones misses 2-pt dunk from 1 ft,86,90
289,3,0:53.0,Defensive rebound by A. Davis,,86,90
290,3,0:53.0,Personal foul by A. Iguodala (drawn by A. Davis),,86,90
291,3,0:53.0,A. Davis makes free throw 1 of 2,,87,90
292,3,0:53.0,A. Davis makes free throw 2 of 2,,88,90
293,3,0:35.0,,K. Durant makes 2-pt jump shot from 7 ft,88,92
294,3,0:24.0,R. Rondo misses 2-pt jump shot from 6 ft,,88,92
295,3,0:17.0,,Defensive rebound by K. Durant,88,92
296,3,0:16.0,,Turnover by K. Durant (bad pass; steal by S. Hill),88,92
297,3,0:13.0,Turnover by S. Hill (bad pass; steal by N. Young),,88,92
298,3,0:00.0,,Q. Cook misses 2-pt jump shot from 11 ft,88,92
299,3,0:00.0,Defensive rebound by R. Rondo,,88,92
300,4,11:42.0,J. Holiday makes 2-pt jump shot from 17 ft,,90,92
301,4,11:24.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),90,95
302,4,11:01.0,Turnover by C. Diallo (bad pass),,90,95
303,4,10:50.0,,K. Thompson misses 3-pt jump shot from 27 ft,90,95
304,4,10:48.0,,Offensive rebound by Team,90,95
305,4,10:48.0,Loose ball foul by J. Holiday (drawn by K. Thompson),,90,95
306,4,10:36.0,,A. Iguodala misses 3-pt jump shot from 26 ft,90,95
307,4,10:31.0,Defensive rebound by N. Mirotić,,90,95
308,4,10:25.0,,Violation by D. Green (kicked ball),90,95
309,4,10:21.0,Shooting foul by D. Green (drawn by N. Mirotić),,90,95
310,4,10:21.0,N. Mirotić makes free throw 1 of 2,,91,95
311,4,10:21.0,N. Mirotić makes free throw 2 of 2,,92,95
312,4,10:08.0,,Turnover by D. Green (bad pass; steal by N. Mirotić),92,95
313,4,9:49.0,,Loose ball foul by N. Young (drawn by J. Holiday),92,95
314,4,9:33.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by R. Rondo),,95,95
315,4,9:14.0,,D. Green misses 3-pt jump shot from 25 ft,95,95
316,4,9:13.0,Defensive rebound by R. Rondo,,95,95
317,4,9:13.0,,Q. Cook enters the game for A. Iguodala,95,95
318,4,9:03.0,J. Holiday makes 2-pt layup from 2 ft,,97,95
319,4,8:52.0,,D. West makes 2-pt jump shot from 10 ft (assist by Q. Cook),97,97
320,4,8:39.0,J. Holiday makes 2-pt jump shot from 14 ft (assist by R. Rondo),,99,97
321,4,8:29.0,,D. West makes 2-pt layup from 2 ft (assist by Q. Cook),99,99
322,4,8:29.0,,Shooting foul by J. Holiday (drawn by D. West),99,99
323,4,8:29.0,A. Davis enters the game for C. Diallo,,99,99
324,4,8:29.0,,D. West misses free throw 1 of 1,99,99
325,4,8:29.0,E. Moore enters the game for R. Rondo,,99,99
326,4,8:26.0,Offensive rebound by N. Mirotić,,99,99
327,4,8:17.0,A. Davis makes 2-pt jump shot from 17 ft (assist by E. Moore),,101,99
328,4,8:02.0,,K. Thompson makes 3-pt jump shot from 29 ft,101,102
329,4,7:49.0,J. Holiday misses 3-pt jump shot from 26 ft,,101,102
330,4,7:45.0,Offensive rebound by A. Davis,,101,102
331,4,7:44.0,J. Holiday makes 2-pt layup from 2 ft (assist by E. Moore),,103,102
332,4,7:33.0,,K. Thompson misses 2-pt layup from 1 ft (block by J. Holiday),103,102
333,4,7:30.0,,Offensive rebound by K. Thompson,103,102
334,4,7:30.0,,K. Thompson misses 2-pt layup from 2 ft (block by A. Davis),103,102
335,4,7:25.0,,Offensive rebound by N. Young,103,102
336,4,7:08.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),103,105
337,4,7:02.0,D. Miller misses 3-pt jump shot from 26 ft,,103,105
338,4,7:00.0,,Defensive rebound by N. Young,103,105
339,4,6:58.0,,Turnover by D. Green (bad pass; steal by A. Davis),103,105
340,4,6:58.0,N. Mirotić makes 2-pt dunk from 2 ft (assist by E. Moore),,105,105
341,4,6:58.0,,Golden State full timeout,105,105
342,4,6:58.0,,K. Durant enters the game for K. Thompson,105,105
343,4,6:58.0,,K. Looney enters the game for D. Green,105,105
344,4,6:58.0,R. Rondo enters the game for J. Holiday,,105,105
345,4,6:40.0,,K. Durant makes 3-pt jump shot from 26 ft,105,108
346,4,6:22.0,E. Moore makes 2-pt layup from 3 ft (assist by R. Rondo),,107,108
347,4,6:05.0,,Turnover by Q. Cook (bad pass; steal by R. Rondo),107,108
348,4,5:59.0,D. Miller makes 3-pt jump shot from 23 ft (assist by R. Rondo),,110,108
349,4,5:49.0,,Turnover by K. Durant (bad pass; steal by A. Davis),110,108
350,4,5:48.0,Personal foul by K. Durant (drawn by A. Davis),,110,108
351,4,5:48.0,,D. Green enters the game for D. West,110,108
352,4,5:31.0,A. Davis makes 2-pt layup from 4 ft (assist by R. Rondo),,112,108
353,4,5:19.0,,Turnover by D. Green (bad pass; steal by N. Mirotić),112,108
354,4,5:03.0,R. Rondo misses 3-pt jump shot from 24 ft,,112,108
355,4,4:59.0,,Defensive rebound by D. Green,112,108
356,4,4:52.0,,K. Durant makes 3-pt jump shot from 25 ft,112,111
357,4,4:34.0,Personal foul by D. Green (drawn by R. Rondo),,112,111
358,4,4:34.0,J. Holiday enters the game for D. Miller,,112,111
359,4,4:26.0,E. Moore makes 2-pt jump shot from 21 ft (assist by R. Rondo),,114,111
360,4,4:10.0,,K. Durant misses 2-pt jump shot from 15 ft,114,111
361,4,4:10.0,Defensive rebound by Team,,114,111
362,4,4:10.0,,Loose ball foul by D. Green (drawn by A. Davis),114,111
363,4,4:10.0,A. Davis makes free throw 1 of 2,,115,111
364,4,4:10.0,,K. Thompson enters the game for N. Young,115,111
365,4,4:10.0,A. Davis makes free throw 2 of 2,,116,111
366,4,3:59.0,,Turnover by D. Green (bad pass; steal by J. Holiday),116,111
367,4,3:54.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by R. Rondo),,119,111
368,4,3:53.0,,Golden State full timeout,119,111
369,4,3:53.0,New Orleans full timeout,,119,111
370,4,3:53.0,,A. Iguodala enters the game for Q. Cook,119,111
371,4,3:39.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),119,113
372,4,3:22.0,A. Davis makes 2-pt jump shot from 9 ft (assist by R. Rondo),,121,113
373,4,3:14.0,,Personal foul by R. Rondo (drawn by A. Iguodala),121,113
374,4,2:58.0,,K. Durant makes 2-pt jump shot from 11 ft,121,115
375,4,2:33.0,J. Holiday misses 2-pt jump shot from 17 ft,,121,115
376,4,2:28.0,Offensive rebound by A. Davis,,121,115
377,4,2:24.0,N. Mirotić misses 3-pt jump shot from 28 ft,,121,115
378,4,2:18.0,,Defensive rebound by D. Green,121,115
379,4,2:18.0,,Personal foul by N. Mirotić (drawn by K. Durant),121,115
