,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,GOLDEN STATE_ACTION,SAN ANTONIO_SCORE,GOLDEN STATE_SCORE
0,1,11:48.0,,K. Thompson misses 3-pt jump shot from 25 ft,0,0
1,1,11:44.0,Defensive rebound by K. Anderson,,0,0
2,1,11:40.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Bertāns),,3,0
3,1,11:27.0,,D. Green misses 3-pt jump shot from 26 ft,3,0
4,1,11:22.0,Defensive rebound by L. Aldridge,,3,0
5,1,11:14.0,D. Murray misses 2-pt jump shot from 2 ft (block by D. Green),,3,0
6,1,11:09.0,,Defensive rebound by K. Thompson,3,0
7,1,11:00.0,,K. Thompson misses 2-pt jump shot from 16 ft,3,0
8,1,10:56.0,Defensive rebound by Team,,3,0
9,1,10:41.0,L. Aldridge misses 2-pt jump shot from 14 ft,,3,0
10,1,10:37.0,,Defensive rebound by D. Green,3,0
11,1,10:26.0,,K. Durant misses 2-pt jump shot from 13 ft,3,0
12,1,10:23.0,Defensive rebound by Team,,3,0
13,1,10:00.0,L. Aldridge misses 3-pt jump shot from 25 ft,,3,0
14,1,9:55.0,,Defensive rebound by D. Green,3,0
15,1,9:50.0,,S. Curry misses 2-pt jump shot from 15 ft,3,0
16,1,9:48.0,Defensive rebound by K. Anderson,,3,0
17,1,9:45.0,Turnover by D. Murray (bad pass; steal by D. Green),,3,0
18,1,9:38.0,,Shooting foul by D. Murray (drawn by S. Curry),3,0
19,1,9:38.0,,Golden State full timeout,3,0
20,1,9:38.0,,S. Curry makes free throw 1 of 2,3,1
21,1,9:38.0,,S. Curry makes free throw 2 of 2,3,2
22,1,9:37.0,Personal foul by J. McGee (drawn by L. Aldridge),,3,2
23,1,9:37.0,,Q. Cook enters the game for S. Curry,3,2
24,1,9:16.0,L. Aldridge misses 2-pt jump shot from 8 ft (block by J. McGee),,3,2
25,1,9:12.0,,Defensive rebound by Q. Cook,3,2
26,1,9:04.0,,Q. Cook misses 3-pt jump shot from 24 ft,3,2
27,1,9:01.0,Defensive rebound by D. Murray,,3,2
28,1,8:52.0,D. Bertāns makes 2-pt layup from 2 ft (assist by K. Anderson),,5,2
29,1,8:38.0,,K. Durant misses 2-pt layup from 3 ft,5,2
30,1,8:37.0,,Offensive rebound by J. McGee,5,2
31,1,8:37.0,,J. McGee misses 2-pt layup at rim,5,2
32,1,8:36.0,,Offensive rebound by J. McGee,5,2
33,1,8:36.0,,J. McGee misses 2-pt layup at rim,5,2
34,1,8:35.0,,Offensive rebound by J. McGee,5,2
35,1,8:35.0,,J. McGee misses 2-pt layup at rim,5,2
36,1,8:35.0,,Offensive rebound by Team,5,2
37,1,8:31.0,,K. Thompson misses 2-pt jump shot from 17 ft,5,2
38,1,8:25.0,Defensive rebound by K. Anderson,,5,2
39,1,8:22.0,K. Anderson makes 2-pt layup from 1 ft (assist by P. Mills),,7,2
40,1,8:04.0,,K. Thompson misses 2-pt jump shot from 11 ft,7,2
41,1,8:00.0,Defensive rebound by L. Aldridge,,7,2
42,1,7:59.0,D. Bertāns misses 2-pt layup from 2 ft (block by K. Durant),,7,2
43,1,7:54.0,,Defensive rebound by K. Durant,7,2
44,1,7:50.0,,Q. Cook makes 2-pt jump shot from 17 ft (assist by K. Durant),7,4
45,1,7:35.0,D. Murray misses 2-pt jump shot from 16 ft,,7,4
46,1,7:33.0,,Defensive rebound by K. Durant,7,4
47,1,7:32.0,,Personal foul by K. Anderson (drawn by K. Durant),7,4
48,1,7:23.0,,D. Green misses 3-pt jump shot from 24 ft,7,4
49,1,7:20.0,Defensive rebound by D. Murray,,7,4
50,1,7:07.0,P. Mills misses 2-pt jump shot from 7 ft,,7,4
51,1,7:00.0,,Defensive rebound by J. McGee,7,4
52,1,6:58.0,,K. Durant makes 3-pt jump shot from 25 ft,7,7
53,1,6:44.0,Shooting foul by J. McGee (drawn by L. Aldridge),,7,7
54,1,6:44.0,L. Aldridge makes free throw 1 of 2,,8,7
55,1,6:44.0,L. Aldridge makes free throw 2 of 2,,9,7
56,1,6:34.0,,J. McGee makes 2-pt dunk from 1 ft (assist by D. Green),9,9
57,1,6:11.0,D. Murray misses 2-pt layup from 2 ft,,9,9
58,1,6:05.0,Offensive rebound by L. Aldridge,,9,9
59,1,6:05.0,L. Aldridge makes 2-pt layup at rim,,11,9
60,1,6:02.0,,K. Thompson misses 2-pt jump shot from 18 ft,11,9
61,1,5:58.0,Defensive rebound by L. Aldridge,,11,9
62,1,5:54.0,P. Mills misses 3-pt jump shot from 27 ft,,11,9
63,1,5:46.0,,Defensive rebound by J. McGee,11,9
64,1,5:37.0,,K. Durant makes 2-pt layup from 1 ft (assist by D. Green),11,11
65,1,5:23.0,D. Bertāns misses 3-pt jump shot from 27 ft,,11,11
66,1,5:20.0,,Defensive rebound by J. McGee,11,11
67,1,5:04.0,,J. McGee makes 2-pt dunk at rim (assist by K. Thompson),11,13
68,1,5:04.0,San Antonio full timeout,,11,13
69,1,5:04.0,,Technical foul by J. McGee,11,13
70,1,5:04.0,,Z. Pachulia enters the game for J. McGee,11,13
71,1,5:04.0,R. Gay enters the game for K. Anderson,,11,13
72,1,5:04.0,M. Ginóbili enters the game for D. Murray,,11,13
73,1,5:04.0,D. Green enters the game for P. Mills,,11,13
74,1,5:04.0,T. Parker enters the game for D. Bertāns,,11,13
75,1,5:04.0,L. Aldridge misses technical free throw,,11,13
76,1,5:04.0,Offensive rebound by Team,,11,13
77,1,4:49.0,D. Green makes 2-pt jump shot from 17 ft (assist by T. Parker),,13,13
78,1,4:31.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by D. Green),13,15
79,1,4:08.0,D. Green misses 3-pt jump shot from 28 ft,,13,15
80,1,4:05.0,,Defensive rebound by Z. Pachulia,13,15
81,1,3:54.0,,K. Thompson makes 2-pt layup from 1 ft (assist by Z. Pachulia),13,17
82,1,3:43.0,Turnover by M. Ginóbili (lost ball; steal by Z. Pachulia),,13,17
83,1,3:37.0,,K. Thompson misses 3-pt jump shot from 26 ft,13,17
84,1,3:33.0,Defensive rebound by L. Aldridge,,13,17
85,1,3:23.0,L. Aldridge misses 2-pt jump shot from 21 ft,,13,17
86,1,3:21.0,,Defensive rebound by Z. Pachulia,13,17
87,1,3:08.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),13,19
88,1,2:56.0,T. Parker misses 2-pt jump shot from 5 ft,,13,19
89,1,2:54.0,Offensive rebound by L. Aldridge,,13,19
90,1,2:52.0,L. Aldridge makes 2-pt layup from 3 ft,,15,19
91,1,2:44.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Thompson),15,21
92,1,2:44.0,,Shooting foul by D. Green (drawn by Z. Pachulia),15,21
93,1,2:44.0,,O. Casspi enters the game for K. Thompson,15,21
94,1,2:44.0,,N. Young enters the game for D. Green,15,21
95,1,2:44.0,J. Lauvergne enters the game for L. Aldridge,,15,21
96,1,2:44.0,,Z. Pachulia makes free throw 1 of 1,15,22
97,1,2:30.0,T. Parker makes 2-pt layup from 2 ft (assist by J. Lauvergne),,17,22
98,1,2:10.0,,K. Durant misses 2-pt jump shot from 11 ft,17,22
99,1,2:07.0,,Offensive rebound by Team,17,22
100,1,2:07.0,,S. Livingston enters the game for Q. Cook,17,22
101,1,1:57.0,,N. Young makes 2-pt jump shot from 12 ft (assist by S. Livingston),17,24
102,1,1:45.0,Turnover by T. Parker (bad pass),,17,24
103,1,1:29.0,,S. Livingston makes 2-pt jump shot from 13 ft (assist by N. Young),17,26
104,1,1:17.0,M. Ginóbili makes 2-pt jump shot from 12 ft (assist by T. Parker),,19,26
105,1,1:10.0,,N. Young misses 3-pt jump shot from 25 ft,19,26
106,1,1:07.0,Defensive rebound by J. Lauvergne,,19,26
107,1,0:51.0,J. Lauvergne misses 2-pt jump shot from 4 ft (block by O. Casspi),,19,26
108,1,0:48.0,,Defensive rebound by K. Durant,19,26
109,1,0:46.0,,O. Casspi makes 2-pt dunk from 1 ft (assist by K. Durant),19,28
110,1,0:34.0,Turnover by M. Ginóbili (bad pass),,19,28
111,1,0:28.0,,Personal foul by M. Ginóbili (drawn by O. Casspi),19,28
112,1,0:22.0,,K. Durant misses 3-pt jump shot from 25 ft,19,28
113,1,0:19.0,,Offensive rebound by Z. Pachulia,19,28
114,1,0:17.0,,Z. Pachulia misses 2-pt hook shot from 2 ft,19,28
115,1,0:16.0,,Offensive rebound by Z. Pachulia,19,28
116,1,0:16.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by M. Ginóbili),19,28
117,1,0:16.0,Defensive rebound by Team,,19,28
118,1,0:04.0,Personal foul by N. Young (drawn by T. Parker),,19,28
119,1,0:04.0,,D. Green enters the game for Z. Pachulia,19,28
120,1,0:00.0,Shooting foul by O. Casspi (drawn by R. Gay),,19,28
121,1,0:00.0,R. Gay makes free throw 1 of 2,,20,28
122,1,0:00.0,R. Gay makes free throw 2 of 2,,21,28
123,2,11:44.0,R. Gay misses 2-pt jump shot from 18 ft,,21,28
124,2,11:40.0,,Defensive rebound by S. Livingston,21,28
125,2,11:25.0,,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),21,30
126,2,10:54.0,,D. Green makes 2-pt dunk from 1 ft (assist by S. Livingston),21,32
127,2,10:39.0,J. Lauvergne makes 2-pt layup from 2 ft (assist by T. Parker),,23,32
128,2,10:28.0,,S. Livingston makes 2-pt layup from 1 ft,23,34
129,2,10:22.0,T. Parker makes 2-pt jump shot from 17 ft,,25,34
130,2,10:15.0,,S. Livingston misses 2-pt jump shot from 16 ft,25,34
131,2,10:13.0,Defensive rebound by R. Gay,,25,34
132,2,9:57.0,D. Green misses 3-pt jump shot from 22 ft,,25,34
133,2,9:53.0,,Defensive rebound by K. Thompson,25,34
134,2,9:43.0,,Personal foul by M. Ginóbili (drawn by K. Looney),25,34
135,2,9:43.0,D. Murray enters the game for T. Parker,,25,34
136,2,9:43.0,K. Anderson enters the game for M. Ginóbili,,25,34
137,2,9:29.0,,Turnover by N. Young (lost ball; steal by K. Anderson),25,34
138,2,9:25.0,Shooting foul by N. Young (drawn by K. Anderson),,25,34
139,2,9:25.0,K. Anderson makes free throw 1 of 2,,26,34
140,2,9:25.0,P. Mills enters the game for D. Green,,26,34
141,2,9:25.0,K. Anderson makes free throw 2 of 2,,27,34
142,2,9:03.0,,S. Livingston misses 2-pt jump shot from 12 ft,27,34
143,2,8:59.0,Defensive rebound by R. Gay,,27,34
144,2,8:52.0,K. Anderson makes 2-pt jump shot from 8 ft (assist by D. Murray),,29,34
145,2,8:52.0,,Golden State full timeout,29,34
146,2,8:52.0,L. Aldridge enters the game for R. Gay,,29,34
147,2,8:52.0,D. Bertāns enters the game for J. Lauvergne,,29,34
148,2,8:37.0,,K. Thompson misses 2-pt jump shot from 16 ft,29,34
149,2,8:34.0,Defensive rebound by L. Aldridge,,29,34
150,2,8:23.0,D. Bertāns misses 3-pt jump shot from 26 ft,,29,34
151,2,8:18.0,,Defensive rebound by D. Green,29,34
152,2,8:12.0,,Turnover by D. Green (bad pass; steal by D. Murray),29,34
153,2,8:08.0,P. Mills misses 3-pt jump shot from 23 ft,,29,34
154,2,8:03.0,,Defensive rebound by D. Green,29,34
155,2,7:50.0,,D. Green misses 3-pt jump shot from 25 ft,29,34
156,2,7:46.0,Defensive rebound by K. Anderson,,29,34
157,2,7:45.0,D. Bertāns makes 2-pt dunk at rim (assist by K. Anderson),,31,34
158,2,7:45.0,,Golden State full timeout,31,34
159,2,7:45.0,,Q. Cook enters the game for K. Thompson,31,34
160,2,7:45.0,,K. Durant enters the game for D. Green,31,34
161,2,7:45.0,,O. Casspi enters the game for S. Livingston,31,34
162,2,7:29.0,,K. Durant misses 2-pt jump shot from 16 ft,31,34
163,2,7:25.0,Defensive rebound by K. Anderson,,31,34
164,2,7:07.0,D. Bertāns misses 3-pt jump shot from 29 ft,,31,34
165,2,7:04.0,,Defensive rebound by K. Looney,31,34
166,2,6:53.0,,K. Durant misses 2-pt jump shot from 10 ft,31,34
167,2,6:50.0,Defensive rebound by K. Anderson,,31,34
168,2,6:39.0,D. Murray makes 2-pt hook shot from 7 ft (assist by K. Anderson),,33,34
169,2,6:27.0,,N. Young makes 2-pt jump shot from 12 ft (assist by K. Durant),33,36
170,2,6:05.0,L. Aldridge misses 2-pt jump shot from 7 ft (block by K. Durant),,33,36
171,2,6:03.0,,Defensive rebound by K. Durant,33,36
172,2,6:00.0,,K. Durant misses 2-pt jump shot from 18 ft,33,36
173,2,5:57.0,,Offensive rebound by Team,33,36
174,2,5:54.0,,Turnover by Q. Cook (bad pass; steal by K. Anderson),33,36
175,2,5:38.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by D. Murray),,35,36
176,2,5:30.0,,Offensive foul by K. Looney (drawn by K. Anderson),35,36
177,2,5:30.0,,Turnover by K. Looney (offensive foul),35,36
178,2,5:19.0,Turnover by L. Aldridge (bad pass),,35,36
179,2,5:19.0,Loose ball foul by L. Aldridge (drawn by K. Durant),,35,36
180,2,5:19.0,,J. McGee enters the game for K. Looney,35,36
181,2,4:59.0,,K. Durant misses 2-pt jump shot from 17 ft,35,36
182,2,4:57.0,Defensive rebound by D. Murray,,35,36
183,2,4:47.0,L. Aldridge makes 2-pt hook shot from 8 ft,,37,36
184,2,4:31.0,,K. Durant makes 2-pt jump shot from 12 ft,37,38
185,2,4:09.0,L. Aldridge misses 2-pt jump shot from 19 ft,,37,38
186,2,4:07.0,,Defensive rebound by O. Casspi,37,38
187,2,3:55.0,,N. Young misses 3-pt jump shot from 24 ft,37,38
188,2,3:53.0,Defensive rebound by L. Aldridge,,37,38
189,2,3:47.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Murray),,40,38
190,2,3:32.0,,Turnover by K. Durant (lost ball; steal by K. Anderson),40,38
191,2,3:27.0,D. Murray misses 2-pt dunk from 2 ft,,40,38
192,2,3:25.0,Offensive rebound by D. Murray,,40,38
193,2,3:25.0,D. Murray misses 2-pt layup from 3 ft (block by J. McGee),,40,38
194,2,3:25.0,Offensive rebound by Team,,40,38
195,2,3:25.0,,D. Green enters the game for N. Young,40,38
196,2,3:25.0,,K. Thompson enters the game for Q. Cook,40,38
197,2,3:25.0,,S. Livingston enters the game for O. Casspi,40,38
198,2,3:21.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. Murray),,43,38
199,2,3:06.0,,Personal foul by D. Bertāns (drawn by K. Durant),43,38
200,2,2:59.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by S. Livingston),43,40
201,2,2:49.0,P. Mills misses 2-pt jump shot from 21 ft,,43,40
202,2,2:44.0,,Defensive rebound by S. Livingston,43,40
203,2,2:42.0,,J. McGee makes 2-pt layup from 1 ft (assist by S. Livingston),43,42
204,2,2:42.0,,Shooting foul by D. Bertāns (drawn by J. McGee),43,42
205,2,2:42.0,San Antonio full timeout,,43,42
206,2,2:42.0,T. Parker enters the game for D. Murray,,43,42
207,2,2:42.0,,J. McGee makes free throw 1 of 1,43,43
208,2,2:24.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,46,43
209,2,2:02.0,,S. Livingston misses 2-pt jump shot from 15 ft,46,43
210,2,1:58.0,Defensive rebound by L. Aldridge,,46,43
211,2,1:42.0,L. Aldridge misses 2-pt hook shot from 9 ft (block by J. McGee),,46,43
212,2,1:42.0,Offensive rebound by Team,,46,43
213,2,1:42.0,,N. Young enters the game for J. McGee,46,43
214,2,1:36.0,K. Anderson misses 2-pt layup from 3 ft,,46,43
215,2,1:31.0,,Defensive rebound by K. Durant,46,43
216,2,1:17.0,,K. Thompson misses 2-pt jump shot from 15 ft,46,43
217,2,1:12.0,Defensive rebound by L. Aldridge,,46,43
218,2,1:03.0,Shooting foul by S. Livingston (drawn by L. Aldridge),,46,43
219,2,1:03.0,L. Aldridge makes free throw 1 of 2,,47,43
220,2,1:03.0,D. Green enters the game for D. Bertāns,,47,43
221,2,1:03.0,L. Aldridge makes free throw 2 of 2,,48,43
222,2,0:50.0,,K. Durant makes 2-pt dunk from 2 ft (assist by S. Livingston),48,45
