,QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
0,1,11:39.0,J. Ingles makes 2-pt jump shot from 19 ft (assist by R. O'Neale),,2,0
1,1,11:21.0,,J. Harden makes 2-pt layup from 2 ft (assist by C. Capela),2,2
2,1,11:07.0,J. Ingles makes 2-pt layup from 3 ft (assist by D. Mitchell),,4,2
3,1,10:51.0,,Shooting foul by D. Mitchell (drawn by J. Harden),4,2
4,1,10:51.0,,J. Harden makes free throw 1 of 3,4,3
5,1,10:51.0,,J. Harden makes free throw 2 of 3,4,4
6,1,10:51.0,,J. Harden makes free throw 3 of 3,4,5
7,1,10:29.0,J. Ingles misses 2-pt jump shot from 14 ft,,4,5
8,1,10:27.0,,Defensive rebound by J. Harden,4,5
9,1,10:12.0,,P. Tucker makes 3-pt jump shot from 26 ft (assist by J. Harden),4,8
10,1,9:59.0,D. Mitchell misses 2-pt jump shot from 19 ft,,4,8
11,1,9:58.0,,Defensive rebound by J. Harden,4,8
12,1,9:50.0,,C. Capela misses 2-pt layup from 4 ft,4,8
13,1,9:47.0,,Offensive rebound by C. Capela,4,8
14,1,9:45.0,,T. Ariza misses 3-pt jump shot from 24 ft,4,8
15,1,9:43.0,Defensive rebound by R. O'Neale,,4,8
16,1,9:25.0,D. Favors misses 2-pt jump shot from 10 ft,,4,8
17,1,9:24.0,,Defensive rebound by C. Capela,4,8
18,1,9:07.0,,J. Harden misses 3-pt jump shot from 25 ft,4,8
19,1,9:06.0,Defensive rebound by J. Ingles,,4,8
20,1,8:43.0,D. Mitchell misses 3-pt jump shot from 25 ft,,4,8
21,1,8:42.0,Offensive rebound by Team,,4,8
22,1,8:39.0,Turnover by D. Mitchell (bad pass; steal by C. Paul),,4,8
23,1,8:35.0,,Turnover by C. Paul (lost ball; steal by R. O'Neale),4,8
24,1,8:20.0,J. Ingles misses 2-pt layup from 3 ft,,4,8
25,1,8:19.0,Offensive rebound by R. Gobert,,4,8
26,1,8:16.0,Offensive foul by R. Gobert (drawn by T. Ariza),,4,8
27,1,8:16.0,Turnover by R. Gobert (offensive foul),,4,8
28,1,8:16.0,J. Crowder enters the game for J. Ingles,,4,8
29,1,8:01.0,,C. Paul makes 2-pt jump shot from 12 ft,4,10
30,1,7:43.0,Personal foul by J. Harden (drawn by D. Favors),,4,10
