,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
389,4,3:03.0,,Defensive rebound by D. Reed,114,83
390,4,2:59.0,,Shooting foul by T. Leaf (drawn by J. Jackson),114,83
391,4,2:59.0,,J. Jackson makes free throw 1 of 2,114,84
392,4,2:59.0,,J. Jackson makes free throw 2 of 2,114,85
393,4,2:57.0,Personal take foul by T. Ulis (drawn by J. Young),,114,85
394,4,2:57.0,,A. Peters enters the game for J. Jackson,114,85
395,4,2:49.0,J. Young makes 2-pt layup from 1 ft,,116,85
396,4,2:39.0,,T. Ulis makes 2-pt jump shot from 10 ft,116,87
397,4,2:32.0,Shooting foul by D. Reed (drawn by J. Young),,116,87
398,4,2:32.0,J. Young makes free throw 1 of 2,,117,87
399,4,2:32.0,J. Young makes free throw 2 of 2,,118,87
400,4,2:11.0,,A. Len makes 2-pt layup at rim,118,89
401,4,1:57.0,A. Poythress misses 2-pt layup from 8 ft,,118,89
402,4,1:55.0,,Defensive rebound by A. Len,118,89
403,4,1:49.0,,T. Ulis makes 2-pt jump shot from 8 ft,118,91
404,4,1:28.0,Turnover by T. Leaf (bad pass; steal by T. Ulis),,118,91
405,4,1:25.0,,T. Daniels enters the game for D. Bender,118,91
406,4,1:16.0,,A. Len makes 2-pt dunk at rim (assist by T. Ulis),118,93
407,4,0:58.0,C. Joseph misses 2-pt jump shot from 10 ft,,118,93
408,4,0:54.0,,Defensive rebound by A. Peters,118,93
409,4,0:42.0,,D. Reed misses 2-pt layup from 7 ft (block by I. Anigbogu),118,93
410,4,0:38.0,,Offensive rebound by A. Len,118,93
411,4,0:38.0,,A. Len makes 2-pt dunk at rim,118,95
412,4,0:24.0,I. Anigbogu makes 2-pt jump shot from 10 ft (assist by J. Young),,120,95
413,4,0:17.0,,T. Ulis misses 3-pt jump shot from 26 ft,120,95
414,4,0:14.0,,Offensive rebound by A. Len,120,95
415,4,0:14.0,,A. Len makes 2-pt dunk at rim,120,97
