,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
73,1,2:51.0,,P. Zipser enters the game for C. Felício,31,25
74,1,2:51.0,,A. Blakeney enters the game for D. Valentine,31,25
75,1,2:51.0,J. Clarkson enters the game for G. Hill,,31,25
76,1,2:51.0,,J. Grant misses free throw 1 of 2,31,25
77,1,2:51.0,,Offensive rebound by Team,31,25
78,1,2:51.0,,J. Grant makes free throw 2 of 2,31,26
79,1,2:34.0,Turnover by L. Perrantes (out of bounds lost ball),,31,26
80,1,2:15.0,,B. Portis makes 2-pt jump shot from 7 ft,31,28
81,1,2:03.0,J. Clarkson misses 2-pt layup from 2 ft,,31,28
82,1,2:00.0,Offensive rebound by J. Clarkson,,31,28
83,1,1:57.0,J. Green misses 2-pt jump shot from 19 ft,,31,28
84,1,1:54.0,,Defensive rebound by B. Portis,31,28
85,1,1:42.0,,Turnover by B. Portis (traveling),31,28
86,1,1:42.0,J. Holland enters the game for L. James,,31,28
87,1,1:26.0,J. Smith misses 2-pt jump shot from 23 ft,,31,28
88,1,1:23.0,,Defensive rebound by D. Nwaba,31,28
89,1,1:20.0,,Shooting foul by J. Holland (drawn by D. Nwaba),31,28
90,1,1:20.0,,D. Nwaba misses free throw 1 of 2,31,28
91,1,1:20.0,,Offensive rebound by Team,31,28
92,1,1:20.0,,J. Holiday enters the game for P. Zipser,31,28
93,1,1:20.0,,D. Nwaba makes free throw 2 of 2,31,29
94,1,1:02.0,J. Smith misses 2-pt jump shot from 4 ft,,31,29
95,1,1:00.0,,Defensive rebound by B. Portis,31,29
96,1,0:55.0,,B. Portis misses 2-pt layup from 2 ft,31,29
97,1,0:54.0,,Offensive rebound by D. Nwaba,31,29
98,1,0:54.0,,D. Nwaba misses 2-pt layup at rim,31,29
99,1,0:49.0,,Offensive rebound by D. Nwaba,31,29
100,1,0:49.0,,D. Nwaba makes 2-pt layup at rim,31,31
101,1,0:41.0,Shooting foul by J. Grant (drawn by J. Green),,31,31
102,1,0:41.0,J. Green makes free throw 1 of 2,,32,31
103,1,0:41.0,J. Calderón enters the game for L. Perrantes,,32,31
104,1,0:41.0,J. Green misses free throw 2 of 2,,32,31
105,1,0:39.0,,Defensive rebound by B. Portis,32,31
106,1,0:30.0,,J. Grant misses 2-pt jump shot from 4 ft,32,31
107,1,0:27.0,Defensive rebound by J. Green,,32,31
108,1,0:13.0,Offensive foul by J. Green (drawn by D. Nwaba),,32,31
109,1,0:13.0,Turnover by J. Green (offensive foul),,32,31
110,1,0:00.0,,A. Blakeney misses 2-pt jump shot from 21 ft,32,31
111,1,0:00.0,,Offensive rebound by Team,32,31
112,2,11:42.0,J. Green makes 2-pt dunk at rim (assist by J. Calderón),,34,31
113,2,11:24.0,,A. Blakeney misses 3-pt jump shot from 25 ft,34,31
114,2,11:20.0,Defensive rebound by J. Calderón,,34,31
115,2,11:08.0,J. Holland makes 2-pt dunk at rim (assist by J. Green),,36,31
116,2,10:56.0,,D. Nwaba misses 2-pt layup from 1 ft,36,31
117,2,10:56.0,,Offensive rebound by D. Nwaba,36,31
118,2,10:56.0,,Turnover by D. Nwaba (traveling),36,31
119,2,10:56.0,,C. Felício enters the game for J. Holiday,36,31
120,2,10:41.0,J. Calderón makes 2-pt layup from 1 ft,,38,31
121,2,10:33.0,,Offensive foul by B. Portis (drawn by J. Holland),38,31
122,2,10:33.0,,Turnover by B. Portis (offensive foul),38,31
123,2,10:33.0,L. James enters the game for J. Green,,38,31
124,2,10:23.0,Def 3 sec tech foul by A. Blakeney,,38,31
125,2,10:23.0,J. Calderón makes technical free throw,,39,31
126,2,10:13.0,J. Holland misses 3-pt jump shot from 22 ft,,39,31
127,2,10:10.0,,Defensive rebound by B. Portis,39,31
128,2,9:54.0,,A. Blakeney misses 3-pt jump shot from 25 ft,39,31
129,2,9:50.0,Defensive rebound by J. Smith,,39,31
130,2,9:41.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. James),,42,31
131,2,9:41.0,,Chicago full timeout,42,31
132,2,9:41.0,,C. Payne enters the game for J. Grant,42,31
133,2,9:24.0,,C. Payne misses 2-pt jump shot from 6 ft,42,31
134,2,9:22.0,Defensive rebound by L. James,,42,31
135,2,9:15.0,J. Clarkson makes 3-pt jump shot from 22 ft (assist by L. James),,45,31
136,2,8:53.0,,C. Payne misses 3-pt jump shot from 25 ft,45,31
137,2,8:51.0,,Offensive rebound by B. Portis,45,31
138,2,8:48.0,,B. Portis misses 2-pt layup from 2 ft,45,31
139,2,8:48.0,Defensive rebound by J. Smith,,45,31
140,2,8:42.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by J. Calderón),,48,31
141,2,8:41.0,,Chicago full timeout,48,31
142,2,8:41.0,,P. Zipser enters the game for C. Felício,48,31
143,2,8:41.0,,D. Valentine enters the game for A. Blakeney,48,31
144,2,8:21.0,,D. Nwaba makes 2-pt layup from 2 ft (assist by C. Payne),48,33
145,2,8:08.0,J. Clarkson misses 3-pt jump shot from 25 ft,,48,33
146,2,8:05.0,,Defensive rebound by D. Valentine,48,33
147,2,7:54.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by C. Payne),48,36
148,2,7:34.0,J. Holland misses 3-pt jump shot from 25 ft,,48,36
149,2,7:31.0,,Defensive rebound by P. Zipser,48,36
150,2,7:19.0,,D. Nwaba misses 2-pt jump shot from 3 ft,48,36
151,2,7:19.0,,B. Portis misses 2-pt layup from 3 ft,48,36
152,2,7:19.0,Defensive rebound by Team,,48,36
153,2,7:19.0,,Defensive rebound by B. Portis,48,36
154,2,7:19.0,G. Hill enters the game for J. Smith,,48,36
155,2,6:58.0,G. Hill misses 2-pt jump shot from 22 ft,,48,36
156,2,6:55.0,,Defensive rebound by B. Portis,48,36
157,2,6:51.0,,C. Payne misses 3-pt jump shot from 26 ft,48,36
158,2,6:50.0,Defensive rebound by L. James,,48,36
159,2,6:46.0,L. James makes 2-pt layup from 1 ft,,50,36
160,2,6:46.0,Shooting foul by P. Zipser (drawn by L. James),,50,36
161,2,6:46.0,J. Green enters the game for J. Holland,,50,36
162,2,6:46.0,L. James makes free throw 1 of 1,,51,36
163,2,6:37.0,,D. Valentine makes 3-pt jump shot from 24 ft (assist by P. Zipser),51,39
164,2,6:28.0,Personal foul by P. Zipser (drawn by L. James),,51,39
165,2,6:17.0,L. James makes 2-pt jump shot from 16 ft,,53,39
166,2,5:53.0,,C. Payne makes 2-pt jump shot from 9 ft (assist by D. Valentine),53,41
167,2,5:36.0,J. Clarkson misses 3-pt jump shot from 22 ft,,53,41
168,2,5:30.0,Offensive rebound by J. Calderón,,53,41
169,2,5:15.0,J. Clarkson makes 2-pt jump shot from 21 ft,,55,41
170,2,5:04.0,,P. Zipser makes 3-pt jump shot from 24 ft (assist by C. Payne),55,44
171,2,4:46.0,J. Calderón misses 3-pt jump shot from 23 ft,,55,44
172,2,4:41.0,,Defensive rebound by B. Portis,55,44
173,2,4:38.0,,D. Nwaba misses 2-pt layup from 1 ft,55,44
174,2,4:36.0,Defensive rebound by G. Hill,,55,44
175,2,4:36.0,Personal foul by P. Zipser (drawn by G. Hill),,55,44
176,2,4:36.0,,A. Blakeney enters the game for D. Nwaba,55,44
177,2,4:36.0,,C. Felício enters the game for P. Zipser,55,44
178,2,4:26.0,G. Hill misses 3-pt jump shot from 25 ft,,55,44
179,2,4:21.0,,Defensive rebound by C. Payne,55,44
180,2,4:19.0,,A. Blakeney makes 2-pt layup at rim (assist by C. Payne),55,46
181,2,4:02.0,L. James misses 3-pt jump shot from 22 ft,,55,46
182,2,3:58.0,Offensive rebound by L. James,,55,46
183,2,3:56.0,L. James misses 2-pt layup from 9 ft,,55,46
184,2,3:51.0,Offensive rebound by G. Hill,,55,46
185,2,3:48.0,G. Hill misses 2-pt layup from 2 ft,,55,46
186,2,3:44.0,Offensive rebound by J. Clarkson,,55,46
187,2,3:36.0,Shooting foul by C. Payne (drawn by J. Clarkson),,55,46
188,2,3:36.0,J. Clarkson makes free throw 1 of 2,,56,46
189,2,3:36.0,J. Clarkson makes free throw 2 of 2,,57,46
190,2,3:25.0,,Turnover by C. Felício (bad pass),57,46
191,2,3:13.0,L. James makes 2-pt jump shot from 21 ft,,59,46
192,2,2:50.0,,C. Felício makes 2-pt hook shot from 5 ft (assist by D. Valentine),59,48
193,2,2:28.0,J. Green misses 2-pt jump shot from 10 ft,,59,48
194,2,2:22.0,,Defensive rebound by D. Valentine,59,48
195,2,2:20.0,,D. Valentine misses 2-pt jump shot from 15 ft,59,48
196,2,2:18.0,,Offensive rebound by B. Portis,59,48
197,2,2:18.0,,B. Portis makes 2-pt jump shot from 4 ft,59,50
198,2,2:18.0,Cleveland full timeout,,59,50
199,2,2:18.0,A. Žižić enters the game for J. Clarkson,,59,50
200,2,1:59.0,A. Žižić makes 2-pt layup from 1 ft (assist by J. Calderón),,61,50
201,2,1:39.0,,A. Blakeney misses 2-pt jump shot from 21 ft,61,50
202,2,1:35.0,Defensive rebound by L. James,,61,50
203,2,1:33.0,L. James makes 2-pt jump shot from 9 ft,,63,50
204,2,1:33.0,Shooting foul by A. Blakeney (drawn by L. James),,63,50
205,2,1:33.0,L. James misses free throw 1 of 1,,63,50
206,2,1:31.0,,Defensive rebound by Team,63,50
207,2,1:16.0,,C. Payne misses 3-pt jump shot from 26 ft,63,50
208,2,1:12.0,Defensive rebound by A. Žižić,,63,50
209,2,1:00.0,Turnover by G. Hill (bad pass; steal by A. Blakeney),,63,50
210,2,0:58.0,,A. Blakeney makes 2-pt dunk at rim,63,52
211,2,0:47.0,G. Hill makes 3-pt jump shot from 25 ft (assist by L. James),,66,52
212,2,0:40.0,,A. Blakeney misses 2-pt jump shot from 17 ft,66,52
213,2,0:37.0,Defensive rebound by L. James,,66,52
214,2,0:31.0,L. James makes 3-pt jump shot from 25 ft,,69,52
215,2,0:21.0,,D. Valentine misses 3-pt jump shot from 24 ft,69,52
216,2,0:17.0,Defensive rebound by G. Hill,,69,52
217,2,0:00.0,L. James misses 3-pt jump shot from 25 ft,,69,52
218,2,0:00.0,Offensive rebound by Team,,69,52
219,3,11:36.0,Turnover by A. Žižić (traveling),,69,52
220,3,11:33.0,,Turnover by J. Holiday (step out of bounds),69,52
221,3,11:23.0,Offensive foul by L. James (drawn by J. Holiday),,69,52
222,3,11:23.0,Turnover by L. James (offensive foul),,69,52
223,3,11:15.0,,J. Holiday misses 3-pt jump shot from 26 ft,69,52
224,3,11:12.0,Defensive rebound by A. Žižić,,69,52
225,3,11:08.0,L. James misses 2-pt jump shot from 19 ft,,69,52
226,3,11:03.0,,Defensive rebound by D. Valentine,69,52
227,3,10:58.0,,D. Valentine makes 3-pt jump shot from 26 ft,69,55
228,3,10:38.0,A. Žižić misses 2-pt layup from 3 ft (block by P. Zipser),,69,55
229,3,10:34.0,Offensive rebound by G. Hill,,69,55
230,3,10:33.0,L. James misses 3-pt jump shot from 25 ft,,69,55
231,3,10:33.0,,Defensive rebound by C. Felício,69,55
232,3,10:29.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by C. Payne),69,58
233,3,10:28.0,Cleveland full timeout,,69,58
234,3,10:15.0,G. Hill makes 2-pt layup from 1 ft (assist by L. James),,71,58
235,3,9:58.0,,P. Zipser makes 2-pt layup from 1 ft (assist by D. Valentine),71,60
236,3,9:46.0,A. Žižić makes 2-pt dunk at rim (assist by L. James),,73,60
237,3,9:32.0,,P. Zipser misses 3-pt jump shot from 24 ft,73,60
238,3,9:29.0,Defensive rebound by L. James,,73,60
239,3,9:24.0,Turnover by L. James (bad pass),,73,60
240,3,9:12.0,,D. Valentine misses 2-pt jump shot from 15 ft,73,60
241,3,9:09.0,Defensive rebound by L. James,,73,60
242,3,9:03.0,Personal foul by C. Payne (drawn by J. Calderón),,73,60
243,3,8:59.0,G. Hill misses 3-pt jump shot from 25 ft,,73,60
244,3,8:55.0,,Defensive rebound by C. Felício,73,60
245,3,8:44.0,,D. Valentine makes 3-pt jump shot from 24 ft,73,63
246,3,8:26.0,A. Žižić misses 2-pt layup from 1 ft (block by P. Zipser),,73,63
247,3,8:26.0,Offensive rebound by Team,,73,63
248,3,8:20.0,J. Calderón misses 2-pt jump shot from 10 ft,,73,63
249,3,8:17.0,,Defensive rebound by C. Felício,73,63
250,3,8:14.0,,C. Felício makes 2-pt layup from 1 ft (assist by C. Payne),73,65
251,3,7:55.0,Turnover by A. Žižić (traveling),,73,65
252,3,7:31.0,,P. Zipser misses 2-pt layup from 1 ft,73,65
253,3,7:29.0,Defensive rebound by J. Calderón,,73,65
254,3,7:18.0,J. Green misses 3-pt jump shot from 23 ft,,73,65
255,3,7:10.0,,Defensive rebound by C. Felício,73,65
256,3,6:58.0,,Turnover by J. Holiday (traveling),73,65
257,3,6:58.0,J. Clarkson enters the game for A. Žižić,,73,65
258,3,6:43.0,Turnover by L. James (lost ball; steal by J. Holiday),,73,65
259,3,6:39.0,,C. Payne makes 2-pt dunk at rim (assist by J. Holiday),73,67
260,3,6:15.0,J. Clarkson makes 2-pt jump shot from 12 ft (assist by L. James),,75,67
261,3,5:53.0,,P. Zipser misses 2-pt jump shot from 13 ft,75,67
262,3,5:50.0,Defensive rebound by L. James,,75,67
263,3,5:37.0,L. James misses 2-pt jump shot from 21 ft,,75,67
264,3,5:35.0,,Defensive rebound by J. Holiday,75,67
265,3,5:28.0,,Turnover by C. Payne (bad pass; steal by G. Hill),75,67
266,3,5:26.0,Personal foul by J. Holiday (drawn by L. James),,75,67
267,3,5:26.0,,B. Portis enters the game for C. Felício,75,67
268,3,5:26.0,,D. Nwaba enters the game for J. Holiday,75,67
269,3,5:16.0,L. James makes 2-pt layup from 1 ft,,77,67
270,3,5:16.0,Shooting foul by D. Valentine (drawn by L. James),,77,67
271,3,5:16.0,L. James misses free throw 1 of 1,,77,67
272,3,5:14.0,,Defensive rebound by B. Portis,77,67
273,3,4:55.0,,B. Portis misses 2-pt layup from 5 ft,77,67
274,3,4:55.0,Defensive rebound by Team,,77,67
275,3,4:55.0,,Loose ball foul by B. Portis (drawn by J. Green),77,67
276,3,4:36.0,Shooting foul by P. Zipser (drawn by J. Green),,77,67
277,3,4:36.0,J. Green misses free throw 1 of 2,,77,67
278,3,4:36.0,Offensive rebound by Team,,77,67
279,3,4:36.0,,A. Blakeney enters the game for P. Zipser,77,67
280,3,4:36.0,J. Smith enters the game for G. Hill,,77,67
281,3,4:36.0,J. Green makes free throw 2 of 2,,78,67
282,3,4:24.0,,Personal foul by J. Smith (drawn by B. Portis),78,67
283,3,4:24.0,,J. Grant enters the game for C. Payne,78,67
284,3,4:16.0,,D. Valentine makes 2-pt jump shot from 8 ft,78,69
285,3,4:01.0,J. Smith misses 3-pt jump shot from 22 ft,,78,69
286,3,3:59.0,,Defensive rebound by B. Portis,78,69
287,3,3:53.0,,Personal foul by J. Clarkson (drawn by B. Portis),78,69
288,3,3:42.0,,B. Portis makes 3-pt jump shot from 23 ft (assist by J. Grant),78,72
289,3,3:18.0,L. James misses 3-pt jump shot from 24 ft,,78,72
290,3,3:15.0,,Defensive rebound by A. Blakeney,78,72
291,3,2:59.0,,A. Blakeney misses 3-pt jump shot from 25 ft,78,72
292,3,2:56.0,Defensive rebound by J. Calderón,,78,72
293,3,2:40.0,J. Green makes 2-pt layup from 1 ft (assist by L. James),,80,72
294,3,2:22.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by A. Blakeney),80,75
295,3,1:53.0,J. Calderón misses 2-pt layup from 1 ft,,80,75
296,3,1:52.0,,Defensive rebound by B. Portis,80,75
297,3,1:45.0,,A. Blakeney misses 3-pt jump shot from 25 ft,80,75
298,3,1:42.0,,Offensive rebound by B. Portis,80,75
299,3,1:41.0,,B. Portis makes 2-pt layup at rim,80,77
300,3,1:37.0,Cleveland full timeout,,80,77
301,3,1:37.0,J. Holland enters the game for J. Green,,80,77
302,3,1:16.0,J. Calderón makes 3-pt jump shot from 23 ft (assist by J. Smith),,83,77
303,3,1:03.0,,Shooting foul by L. James (drawn by J. Grant),83,77
304,3,1:03.0,,J. Grant misses free throw 1 of 3,83,77
305,3,1:03.0,,Offensive rebound by Team,83,77
306,3,1:03.0,,J. Grant makes free throw 2 of 3,83,78
307,3,1:03.0,,J. Grant makes free throw 3 of 3,83,79
308,3,0:47.0,L. James makes 2-pt layup at rim,,85,79
309,3,0:30.0,,D. Valentine makes 2-pt jump shot from 21 ft (assist by A. Blakeney),85,81
310,3,0:10.0,Turnover by L. James (turnover),,85,81
311,3,0:10.0,J. Green enters the game for L. James,,85,81
312,3,0:02.0,,J. Grant misses 3-pt jump shot from 26 ft,85,81
313,3,0:02.0,Defensive rebound by J. Holland,,85,81
314,4,11:47.0,,Turnover by D. Nwaba (traveling),85,81
315,4,11:27.0,J. Holland makes 3-pt jump shot from 24 ft (assist by G. Hill),,88,81
316,4,11:02.0,,Shooting foul by J. Smith (drawn by A. Blakeney),88,81
317,4,11:02.0,,A. Blakeney misses free throw 1 of 2,88,81
318,4,11:02.0,,Offensive rebound by Team,88,81
319,4,11:02.0,,A. Blakeney makes free throw 2 of 2,88,82
320,4,10:46.0,J. Smith misses 2-pt jump shot from 3 ft,,88,82
321,4,10:42.0,,Defensive rebound by C. Felício,88,82
322,4,10:39.0,,B. Portis makes 2-pt dunk at rim (assist by D. Nwaba),88,84
323,4,10:20.0,J. Holland misses 3-pt jump shot from 25 ft,,88,84
324,4,10:17.0,,Defensive rebound by C. Felício,88,84
325,4,10:08.0,,J. Grant misses 3-pt jump shot from 25 ft,88,84
326,4,10:02.0,,Offensive rebound by C. Felício,88,84
327,4,10:01.0,,Turnover by C. Felício (lost ball; steal by J. Smith),88,84
328,4,9:57.0,Shooting foul by D. Nwaba (drawn by J. Smith),,88,84
329,4,9:57.0,J. Smith makes free throw 1 of 2,,89,84
330,4,9:57.0,A. Žižić enters the game for J. Holland,,89,84
331,4,9:57.0,J. Smith makes free throw 2 of 2,,90,84
332,4,9:46.0,,A. Blakeney misses 2-pt jump shot from 12 ft,90,84
333,4,9:45.0,,Offensive rebound by Team,90,84
334,4,9:45.0,Loose ball foul by A. Žižić (drawn by C. Felício),,90,84
335,4,9:41.0,Offensive charge foul by C. Felício (drawn by J. Green),,90,84
336,4,9:41.0,,Turnover by C. Felício (offensive foul),90,84
337,4,9:23.0,J. Green misses 3-pt jump shot from 24 ft,,90,84
338,4,9:19.0,Offensive rebound by A. Žižić,,90,84
339,4,9:14.0,J. Smith makes 3-pt jump shot from 23 ft,,93,84
340,4,9:03.0,,B. Portis misses 3-pt jump shot from 25 ft,93,84
341,4,8:59.0,Defensive rebound by J. Smith,,93,84
342,4,8:44.0,A. Žižić makes 2-pt layup at rim (assist by J. Green),,95,84
343,4,8:44.0,,Chicago full timeout,95,84
344,4,8:44.0,,D. Valentine enters the game for D. Nwaba,95,84
345,4,8:29.0,,D. Valentine makes 2-pt jump shot from 7 ft (assist by B. Portis),95,86
346,4,8:09.0,Turnover by J. Smith (bad pass),,95,86
347,4,7:56.0,,C. Felício makes 2-pt dunk at rim (assist by D. Valentine),95,88
348,4,7:32.0,J. Smith misses 2-pt jump shot from 14 ft,,95,88
349,4,7:28.0,,Defensive rebound by D. Valentine,95,88
350,4,7:24.0,,A. Blakeney misses 2-pt layup from 5 ft,95,88
351,4,7:24.0,Defensive rebound by J. Smith,,95,88
352,4,7:13.0,J. Clarkson misses 3-pt jump shot from 24 ft,,95,88
353,4,7:12.0,Offensive rebound by A. Žižić,,95,88
354,4,7:12.0,A. Žižić makes 2-pt layup at rim,,97,88
355,4,7:12.0,Shooting foul by B. Portis (drawn by A. Žižić),,97,88
356,4,7:12.0,L. James enters the game for G. Hill,,97,88
357,4,7:12.0,A. Žižić misses free throw 1 of 1,,97,88
358,4,7:09.0,,Defensive rebound by C. Felício,97,88
359,4,6:57.0,,Shooting foul by J. Green (drawn by J. Grant),97,88
360,4,6:57.0,,J. Grant makes free throw 1 of 3,97,89
361,4,6:57.0,,J. Grant makes free throw 2 of 3,97,90
362,4,6:57.0,,J. Grant makes free throw 3 of 3,97,91
363,4,6:46.0,Personal foul by B. Portis (drawn by A. Žižić),,97,91
364,4,6:46.0,,C. Payne enters the game for J. Grant,97,91
365,4,6:38.0,L. James makes 2-pt layup from 1 ft,,99,91
366,4,6:21.0,,B. Portis makes 2-pt jump shot from 20 ft (assist by A. Blakeney),99,93
367,4,5:57.0,L. James misses 3-pt jump shot from 24 ft,,99,93
368,4,5:52.0,,Defensive rebound by D. Valentine,99,93
369,4,5:48.0,,A. Blakeney makes 3-pt jump shot from 23 ft (assist by D. Valentine),99,96
370,4,5:23.0,J. Clarkson misses 2-pt layup from 4 ft (block by D. Valentine),,99,96
371,4,5:19.0,,Defensive rebound by D. Valentine,99,96
372,4,5:10.0,,D. Valentine misses 3-pt jump shot from 22 ft,99,96
373,4,5:08.0,Defensive rebound by J. Green,,99,96
374,4,4:58.0,J. Smith misses 3-pt jump shot from 23 ft,,99,96
375,4,4:54.0,,Defensive rebound by B. Portis,99,96
376,4,4:51.0,,Turnover by C. Payne (bad pass; steal by J. Green),99,96
377,4,4:31.0,J. Green misses 3-pt jump shot from 24 ft,,99,96
378,4,4:27.0,Offensive rebound by A. Žižić,,99,96
379,4,4:22.0,J. Clarkson misses 3-pt jump shot from 26 ft,,99,96
380,4,4:22.0,,Defensive rebound by Team,99,96
381,4,4:22.0,,P. Zipser enters the game for C. Felício,99,96
382,4,4:22.0,J. Calderón enters the game for J. Smith,,99,96
383,4,4:13.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by B. Portis),99,99
384,4,4:12.0,Cleveland full timeout,,99,99
385,4,4:12.0,G. Hill enters the game for A. Žižić,,99,99
386,4,3:49.0,L. James makes 2-pt jump shot from 19 ft,,101,99
387,4,3:30.0,,B. Portis misses 2-pt layup from 1 ft (block by J. Green),101,99
388,4,3:25.0,Defensive rebound by L. James,,101,99
389,4,3:25.0,L. James makes 2-pt jump shot from 1 ft,,103,99
390,4,3:25.0,,Chicago full timeout,103,99
391,4,3:10.0,,B. Portis misses 2-pt layup from 1 ft,103,99
392,4,3:08.0,Defensive rebound by J. Calderón,,103,99
393,4,3:05.0,J. Green makes 2-pt dunk at rim (assist by L. James),,105,99
