,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW ORLEANS_ACTION,TORONTO_SCORE,NEW ORLEANS_SCORE
0,1,11:39.0,,D. Cousins misses 3-pt jump shot from 25 ft,0,0
1,1,11:39.0,Defensive rebound by S. Ibaka,,0,0
2,1,11:31.0,Shooting foul by R. Rondo (drawn by K. Lowry),,0,0
3,1,11:31.0,K. Lowry makes free throw 1 of 3,,1,0
4,1,11:31.0,K. Lowry makes free throw 2 of 3,,2,0
5,1,11:31.0,K. Lowry makes free throw 3 of 3,,3,0
6,1,11:11.0,,D. Cousins misses 2-pt jump shot from 8 ft (block by J. Valančiūnas),3,0
7,1,11:07.0,Defensive rebound by K. Lowry,,3,0
8,1,11:01.0,Turnover by K. Lowry (bad pass),,3,0
9,1,10:43.0,,J. Holiday misses 2-pt jump shot from 22 ft,3,0
10,1,10:39.0,Defensive rebound by S. Ibaka,,3,0
11,1,10:33.0,Turnover by K. Lowry (bad pass; steal by A. Davis),,3,0
12,1,10:23.0,,D. Cousins misses 2-pt layup at rim,3,0
13,1,10:22.0,,Offensive rebound by D. Cousins,3,0
14,1,10:22.0,,D. Cousins makes 2-pt layup at rim,3,2
15,1,10:22.0,,Shooting foul by S. Ibaka (drawn by D. Cousins),3,2
16,1,10:22.0,,D. Cousins makes free throw 1 of 1,3,3
17,1,10:05.0,Turnover by J. Valančiūnas (lost ball; steal by D. Cousins),,3,3
18,1,9:59.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by A. Davis),3,5
19,1,9:42.0,Turnover by D. DeRozan (bad pass; steal by D. Cunningham),,3,5
20,1,9:30.0,,R. Rondo makes 2-pt layup from 1 ft (assist by D. Cunningham),3,7
21,1,9:09.0,J. Valančiūnas makes 2-pt layup from 2 ft,,5,7
22,1,9:09.0,Shooting foul by D. Cousins (drawn by J. Valančiūnas),,5,7
23,1,9:09.0,J. Valančiūnas makes free throw 1 of 1,,6,7
24,1,8:59.0,,J. Holiday misses 2-pt layup at rim,6,7
25,1,8:53.0,,Offensive rebound by A. Davis,6,7
26,1,8:53.0,,A. Davis makes 2-pt dunk at rim,6,9
27,1,8:47.0,K. Lowry misses 3-pt jump shot from 25 ft,,6,9
28,1,8:43.0,,Defensive rebound by R. Rondo,6,9
29,1,8:43.0,,R. Rondo makes 2-pt layup from 1 ft,6,11
30,1,8:37.0,Violation by S. Ibaka (def goaltending),,6,11
31,1,8:21.0,Turnover by D. DeRozan (lost ball; steal by J. Holiday),,6,11
32,1,8:21.0,,D. Cunningham makes 2-pt layup at rim (assist by R. Rondo),6,13
33,1,8:21.0,,Shooting foul by O. Anunoby (drawn by D. Cunningham),6,13
34,1,8:21.0,Toronto full timeout,,6,13
35,1,8:21.0,,D. Cunningham makes free throw 1 of 1,6,14
36,1,8:07.0,O. Anunoby misses 3-pt jump shot from 25 ft,,6,14
37,1,8:03.0,,Defensive rebound by D. Cousins,6,14
38,1,7:52.0,,D. Cousins misses 2-pt layup from 1 ft,6,14
39,1,7:48.0,,Offensive rebound by D. Cousins,6,14
40,1,7:35.0,,D. Cousins misses 2-pt hook shot from 2 ft,6,14
41,1,7:34.0,Defensive rebound by K. Lowry,,6,14
42,1,7:34.0,,Loose ball foul by D. Cousins (drawn by K. Lowry),6,14
43,1,7:22.0,J. Valančiūnas misses 2-pt jump shot from 10 ft (block by A. Davis),,6,14
44,1,7:16.0,,Defensive rebound by D. Cunningham,6,14
45,1,7:14.0,,R. Rondo misses 2-pt layup from 1 ft,6,14
46,1,7:06.0,,Offensive rebound by J. Holiday,6,14
47,1,7:06.0,,J. Holiday makes 2-pt dunk at rim,6,16
48,1,6:52.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by K. Lowry),,9,16
49,1,6:34.0,,Turnover by R. Rondo (bad pass; steal by O. Anunoby),9,16
50,1,6:26.0,O. Anunoby makes 2-pt dunk at rim (assist by K. Lowry),,11,16
51,1,6:11.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),11,18
52,1,6:04.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,14,18
53,1,5:42.0,,Personal foul by S. Ibaka (drawn by A. Davis),14,18
54,1,5:42.0,,D. Miller enters the game for D. Cousins,14,18
55,1,5:42.0,J. Poeltl enters the game for O. Anunoby,,14,18
56,1,5:42.0,C. Miles enters the game for S. Ibaka,,14,18
57,1,5:42.0,P. Siakam enters the game for J. Valančiūnas,,14,18
58,1,5:27.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by R. Rondo),14,21
59,1,5:21.0,Turnover by K. Lowry (lost ball; steal by J. Holiday),,14,21
60,1,5:17.0,,Shooting foul by K. Lowry (drawn by D. Miller),14,21
61,1,5:17.0,,D. Miller makes free throw 1 of 2,14,22
62,1,5:17.0,,J. Nelson enters the game for R. Rondo,14,22
63,1,5:17.0,,D. Miller makes free throw 2 of 2,14,23
64,1,5:04.0,K. Lowry misses 3-pt jump shot from 26 ft,,14,23
65,1,5:00.0,,Defensive rebound by J. Nelson,14,23
66,1,4:58.0,,A. Davis makes 2-pt layup at rim (assist by J. Nelson),14,25
67,1,4:40.0,D. DeRozan misses 3-pt jump shot from 26 ft,,14,25
68,1,4:36.0,,Defensive rebound by A. Davis,14,25
69,1,4:28.0,,D. Miller misses 2-pt jump shot from 16 ft,14,25
70,1,4:24.0,Defensive rebound by D. DeRozan,,14,25
71,1,4:15.0,D. DeRozan makes 2-pt jump shot from 7 ft,,16,25
72,1,4:03.0,,J. Holiday makes 2-pt jump shot from 6 ft,16,27
73,1,3:46.0,D. DeRozan misses 2-pt jump shot from 12 ft,,16,27
74,1,3:45.0,Offensive rebound by J. Poeltl,,16,27
75,1,3:45.0,Personal foul by D. Cunningham (drawn by J. Poeltl),,16,27
76,1,3:45.0,D. Wright enters the game for K. Lowry,,16,27
77,1,3:35.0,C. Miles misses 2-pt jump shot from 6 ft,,16,27
78,1,3:30.0,,Defensive rebound by J. Holiday,16,27
79,1,3:25.0,Offensive charge foul by A. Davis (drawn by D. Wright),,16,27
80,1,3:25.0,,Turnover by A. Davis (offensive foul),16,27
81,1,3:20.0,Offensive foul by P. Siakam (drawn by D. Miller),,16,27
82,1,3:20.0,Turnover by P. Siakam (offensive foul),,16,27
83,1,3:10.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by J. Nelson),16,30
84,1,2:53.0,C. Miles makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,19,30
85,1,2:36.0,,A. Davis misses 2-pt jump shot from 21 ft,19,30
86,1,2:32.0,Defensive rebound by D. DeRozan,,19,30
87,1,2:30.0,D. DeRozan makes 2-pt jump shot from 12 ft,,21,30
88,1,2:30.0,Shooting foul by A. Davis (drawn by D. DeRozan),,21,30
89,1,2:30.0,,New Orleans full timeout,21,30
90,1,2:30.0,,E. Moore enters the game for J. Holiday,21,30
91,1,2:30.0,D. DeRozan makes free throw 1 of 1,,22,30
92,1,2:06.0,,A. Davis makes 2-pt layup at rim (assist by J. Nelson),22,32
93,1,1:46.0,C. Miles makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,25,32
94,1,1:30.0,,Turnover by J. Nelson (bad pass; steal by D. DeRozan),25,32
95,1,1:24.0,D. DeRozan makes 2-pt dunk at rim,,27,32
96,1,1:04.0,,A. Davis makes 2-pt jump shot from 21 ft,27,34
97,1,0:53.0,C. Miles misses 3-pt jump shot from 25 ft,,27,34
98,1,0:48.0,,Defensive rebound by E. Moore,27,34
99,1,0:38.0,,Turnover by D. Miller (step out of bounds),27,34
100,1,0:38.0,F. VanVleet enters the game for D. DeRozan,,27,34
101,1,0:38.0,L. Nogueira enters the game for J. Poeltl,,27,34
102,1,0:29.0,C. Miles misses 3-pt jump shot from 25 ft,,27,34
103,1,0:27.0,Offensive rebound by C. Miles,,27,34
104,1,0:27.0,C. Miles makes 2-pt dunk at rim,,29,34
105,1,0:16.0,,D. Cunningham misses 3-pt jump shot from 22 ft,29,34
106,1,0:11.0,Defensive rebound by C. Miles,,29,34
107,1,0:00.0,C. Miles misses 3-pt jump shot from 24 ft,,29,34
108,1,0:00.0,Offensive rebound by Team,,29,34
109,2,11:47.0,C. Miles makes 3-pt jump shot from 24 ft (assist by D. Wright),,32,34
110,2,11:30.0,,C. Diallo makes 2-pt jump shot from 18 ft (assist by D. Cousins),32,36
111,2,11:14.0,Turnover by D. Wright (bad pass; steal by D. Miller),,32,36
112,2,11:14.0,,Personal foul by D. Wright (drawn by J. Nelson),32,36
113,2,10:54.0,,Turnover by D. Cousins (lost ball; steal by D. Wright),32,36
114,2,10:49.0,P. Siakam makes 2-pt layup from 1 ft (assist by D. Wright),,34,36
115,2,10:36.0,,C. Diallo makes 2-pt layup from 3 ft (assist by J. Nelson),34,38
116,2,10:23.0,P. Siakam misses 3-pt jump shot from 23 ft,,34,38
117,2,10:19.0,,Defensive rebound by D. Cousins,34,38
