,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BROOKLYN_ACTION,ORLANDO_SCORE,BROOKLYN_SCORE
0,1,11:52.0,,Turnover by D. Russell (traveling),0,0
1,1,11:30.0,E. Fournier makes 2-pt hook shot from 10 ft,,2,0
2,1,11:23.0,,D. Carroll makes 2-pt layup from 1 ft,2,2
3,1,10:52.0,,T. Mozgov misses 3-pt jump shot from 22 ft,2,2
4,1,10:49.0,Defensive rebound by E. Payton,,2,2
5,1,10:45.0,Turnover by E. Payton (lost ball; steal by D. Russell),,2,2
6,1,10:40.0,,D. Russell misses 3-pt jump shot from 25 ft,2,2
7,1,10:37.0,Defensive rebound by E. Fournier,,2,2
8,1,10:34.0,E. Payton makes 2-pt layup at rim,,4,2
9,1,10:24.0,,Turnover by D. Russell (lost ball; steal by T. Ross),4,2
10,1,10:17.0,N. Vučević misses 2-pt jump shot from 20 ft,,4,2
11,1,10:15.0,,Defensive rebound by D. Russell,4,2
12,1,10:07.0,,T. Mozgov makes 2-pt dunk at rim (assist by A. Crabbe),4,4
13,1,9:52.0,E. Payton misses 2-pt jump shot from 7 ft,,4,4
14,1,9:50.0,,Defensive rebound by T. Mozgov,4,4
15,1,9:44.0,,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,4,4
16,1,9:40.0,Defensive rebound by T. Ross,,4,4
17,1,9:34.0,E. Fournier makes 2-pt jump shot from 20 ft,,6,4
18,1,9:24.0,,Shooting foul by T. Ross (drawn by A. Crabbe),6,4
19,1,9:24.0,,A. Crabbe makes free throw 1 of 2,6,5
20,1,9:24.0,,A. Crabbe makes free throw 2 of 2,6,6
21,1,9:15.0,N. Vučević makes 2-pt jump shot from 21 ft (assist by E. Fournier),,8,6
22,1,9:00.0,,D. Russell misses 2-pt jump shot from 8 ft (block by J. Isaac),8,6
23,1,8:59.0,,Offensive rebound by D. Russell,8,6
24,1,8:59.0,,Personal foul by J. Isaac (drawn by D. Russell),8,6
25,1,8:47.0,,A. Crabbe misses 3-pt jump shot from 25 ft,8,6
26,1,8:44.0,Defensive rebound by Team,,8,6
27,1,8:31.0,T. Ross makes 3-pt jump shot from 22 ft (assist by J. Isaac),,11,6
28,1,8:13.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. Russell),11,9
29,1,8:03.0,T. Ross misses 3-pt jump shot from 27 ft,,11,9
30,1,8:00.0,,Defensive rebound by D. Carroll,11,9
31,1,7:58.0,,R. Hollis-Jefferson makes 2-pt jump shot from 7 ft (assist by D. Russell),11,11
32,1,7:58.0,,Shooting foul by J. Isaac (drawn by R. Hollis-Jefferson),11,11
33,1,7:58.0,M. Hezonja enters the game for J. Isaac,,11,11
34,1,7:58.0,,R. Hollis-Jefferson makes free throw 1 of 1,11,12
35,1,7:37.0,N. Vučević makes 2-pt jump shot from 21 ft (assist by M. Hezonja),,13,12
36,1,7:20.0,,A. Crabbe misses 2-pt jump shot from 23 ft,13,12
37,1,7:17.0,Defensive rebound by M. Hezonja,,13,12
38,1,7:04.0,N. Vučević makes 3-pt jump shot from 22 ft (assist by E. Fournier),,16,12
39,1,6:47.0,,Turnover by D. Russell (bad pass; steal by M. Hezonja),16,12
40,1,6:47.0,M. Hezonja misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),,16,12
41,1,6:47.0,Offensive rebound by Team,,16,12
42,1,6:47.0,,Brooklyn full timeout,16,12
43,1,6:41.0,E. Fournier makes 2-pt jump shot from 13 ft (assist by E. Payton),,18,12
44,1,6:24.0,,D. Russell misses 2-pt jump shot from 9 ft,18,12
45,1,6:20.0,,Offensive rebound by T. Mozgov,18,12
46,1,6:20.0,,T. Mozgov misses 2-pt layup at rim,18,12
47,1,6:19.0,Defensive rebound by E. Fournier,,18,12
48,1,6:16.0,Turnover by E. Fournier (bad pass; steal by D. Carroll),,18,12
49,1,6:15.0,,D. Russell makes 2-pt layup at rim (assist by D. Carroll),18,14
50,1,6:15.0,,Shooting foul by N. Vučević (drawn by D. Russell),18,14
51,1,6:15.0,,T. Booker enters the game for T. Mozgov,18,14
52,1,6:15.0,,C. LeVert enters the game for A. Crabbe,18,14
53,1,6:15.0,,D. Russell makes free throw 1 of 1,18,15
54,1,6:02.0,N. Vučević makes 3-pt jump shot from 24 ft (assist by E. Payton),,21,15
55,1,5:42.0,,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,21,15
56,1,5:40.0,,Offensive rebound by T. Booker,21,15
57,1,5:34.0,,C. LeVert misses 3-pt jump shot from 24 ft,21,15
58,1,5:31.0,Defensive rebound by M. Hezonja,,21,15
59,1,5:21.0,Shooting foul by C. LeVert (drawn by E. Fournier),,21,15
60,1,5:21.0,E. Fournier makes free throw 1 of 2,,22,15
61,1,5:21.0,,Q. Acy enters the game for R. Hollis-Jefferson,22,15
62,1,5:21.0,J. Simmons enters the game for T. Ross,,22,15
63,1,5:21.0,E. Fournier makes free throw 2 of 2,,23,15
64,1,5:15.0,,Turnover by C. LeVert (traveling),23,15
65,1,4:55.0,E. Fournier misses 2-pt jump shot from 21 ft,,23,15
66,1,4:53.0,,Defensive rebound by D. Carroll,23,15
67,1,4:43.0,,D. Russell makes 2-pt layup from 3 ft,23,17
68,1,4:24.0,E. Fournier misses 2-pt jump shot from 10 ft,,23,17
69,1,4:23.0,Offensive rebound by E. Fournier,,23,17
70,1,4:21.0,E. Fournier misses 2-pt layup from 1 ft,,23,17
71,1,4:21.0,,Defensive rebound by Q. Acy,23,17
72,1,4:16.0,,C. LeVert misses 3-pt jump shot from 22 ft,23,17
73,1,4:16.0,,Offensive rebound by T. Booker,23,17
74,1,4:11.0,,T. Booker misses 2-pt hook shot from 7 ft,23,17
75,1,4:11.0,Defensive rebound by N. Vučević,,23,17
76,1,3:50.0,Turnover by M. Hezonja (traveling),,23,17
77,1,3:50.0,,S. Dinwiddie enters the game for D. Russell,23,17
78,1,3:41.0,,Offensive foul by C. LeVert (drawn by J. Simmons),23,17
79,1,3:41.0,,Turnover by C. LeVert (offensive foul),23,17
80,1,3:41.0,D. Augustin enters the game for E. Payton,,23,17
81,1,3:41.0,B. Biyombo enters the game for N. Vučević,,23,17
82,1,3:31.0,E. Fournier misses 3-pt jump shot from 24 ft,,23,17
83,1,3:28.0,,Defensive rebound by D. Carroll,23,17
84,1,3:21.0,,D. Carroll makes 2-pt hook shot from 2 ft,23,19
85,1,3:15.0,Orlando full timeout,,23,19
86,1,3:15.0,,J. Harris enters the game for D. Carroll,23,19
87,1,3:03.0,J. Simmons misses 2-pt hook shot from 9 ft,,23,19
88,1,3:00.0,Offensive rebound by J. Simmons,,23,19
89,1,2:59.0,Turnover by J. Simmons (bad pass; steal by S. Dinwiddie),,23,19
90,1,2:55.0,,S. Dinwiddie misses 2-pt layup at rim,23,19
91,1,2:52.0,,Offensive rebound by T. Booker,23,19
92,1,2:51.0,,T. Booker makes 2-pt layup at rim,23,21
93,1,2:36.0,Offensive foul by B. Biyombo (drawn by J. Harris),,23,21
94,1,2:36.0,Turnover by B. Biyombo (offensive foul),,23,21
95,1,2:26.0,,Offensive foul by T. Booker (drawn by J. Simmons),23,21
96,1,2:26.0,,Turnover by T. Booker (offensive foul),23,21
97,1,2:14.0,E. Fournier misses 2-pt layup from 2 ft,,23,21
98,1,2:10.0,Offensive rebound by M. Hezonja,,23,21
99,1,2:10.0,M. Hezonja misses 2-pt layup at rim,,23,21
100,1,2:10.0,,Defensive rebound by Q. Acy,23,21
