,QUARTER,TIME_REMAINING,UTAH_ACTION,DENVER_ACTION,UTAH_SCORE,DENVER_SCORE
0,1,11:44.0,J. Ingles misses 3-pt jump shot from 23 ft,,0,0
1,1,11:42.0,,Defensive rebound by J. Murray,0,0
2,1,11:27.0,,Turnover by W. Chandler (bad pass; steal by R. Rubio),0,0
3,1,11:12.0,D. Favors makes 2-pt jump shot from 8 ft (assist by J. Ingles),,2,0
4,1,10:45.0,,J. Murray makes 2-pt jump shot from 14 ft,2,2
5,1,10:25.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,5,2
6,1,10:04.0,,N. Jokić makes 2-pt layup from 4 ft (assist by M. Plumlee),5,4
7,1,9:51.0,D. Mitchell misses 2-pt jump shot from 12 ft,,5,4
8,1,9:48.0,,Defensive rebound by N. Jokić,5,4
9,1,9:44.0,,J. Murray makes 2-pt layup from 1 ft,5,6
10,1,9:44.0,,Shooting foul by R. Rubio (drawn by J. Murray),5,6
11,1,9:44.0,,J. Murray makes free throw 1 of 1,5,7
12,1,9:29.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by J. Ingles),,8,7
13,1,9:15.0,,W. Chandler misses 3-pt jump shot from 24 ft,8,7
14,1,9:13.0,Defensive rebound by D. Mitchell,,8,7
15,1,9:09.0,Turnover by D. Mitchell (lost ball; steal by G. Harris),,8,7
16,1,9:03.0,,G. Harris makes 2-pt jump shot from 12 ft,8,9
17,1,8:37.0,R. Rubio makes 2-pt jump shot from 21 ft,,10,9
18,1,8:16.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by G. Harris),10,12
19,1,7:54.0,T. Sefolosha misses 2-pt layup from 4 ft (block by M. Plumlee),,10,12
20,1,7:52.0,Offensive rebound by T. Sefolosha,,10,12
21,1,7:52.0,T. Sefolosha misses 2-pt layup from 1 ft,,10,12
22,1,7:52.0,Offensive rebound by D. Favors,,10,12
23,1,7:52.0,D. Favors misses 2-pt layup at rim,,10,12
24,1,7:51.0,,Defensive rebound by Team,10,12
25,1,7:39.0,,W. Chandler misses 2-pt hook shot from 3 ft,10,12
26,1,7:37.0,Defensive rebound by D. Favors,,10,12
27,1,7:32.0,R. Rubio misses 3-pt jump shot from 24 ft,,10,12
28,1,7:29.0,,Defensive rebound by Team,10,12
29,1,7:17.0,,J. Murray misses 3-pt jump shot from 24 ft,10,12
30,1,7:14.0,Defensive rebound by D. Mitchell,,10,12
31,1,7:14.0,R. Hood enters the game for R. Rubio,,10,12
32,1,6:56.0,D. Mitchell makes 3-pt jump shot from 26 ft,,13,12
33,1,6:41.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by N. Jokić),13,14
34,1,6:23.0,Turnover by R. Hood (lost ball; steal by G. Harris),,13,14
35,1,6:15.0,,Turnover by N. Jokić (bad pass; steal by J. Ingles),13,14
36,1,6:09.0,T. Sefolosha misses 2-pt jump shot from 21 ft,,13,14
37,1,6:05.0,,Defensive rebound by M. Plumlee,13,14
38,1,5:59.0,,Turnover by G. Harris (bad pass; steal by T. Sefolosha),13,14
39,1,5:56.0,Personal foul by N. Jokić (drawn by T. Sefolosha),,13,14
40,1,5:56.0,,Denver full timeout,13,14
41,1,5:56.0,J. Johnson enters the game for T. Sefolosha,,13,14
42,1,5:44.0,Turnover by J. Ingles (bad pass; steal by N. Jokić),,13,14
43,1,5:40.0,,Turnover by J. Murray (bad pass; steal by R. Hood),13,14
44,1,5:31.0,J. Ingles makes 2-pt layup from 2 ft,,15,14
45,1,5:16.0,,G. Harris misses 3-pt jump shot from 24 ft,15,14
46,1,5:15.0,Defensive rebound by Team,,15,14
47,1,5:15.0,,T. Craig enters the game for W. Chandler,15,14
48,1,5:15.0,,T. Lyles enters the game for M. Plumlee,15,14
49,1,5:01.0,Turnover by R. Hood (bad pass; steal by T. Lyles),,15,14
