,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
0,1,11:46.0,J. Brown misses 3-pt jump shot from 26 ft,,0,0
1,1,11:44.0,,Defensive rebound by E. Mudiay,0,0
2,1,11:27.0,,C. Lee makes 2-pt layup from 6 ft (assist by E. Mudiay),0,2
3,1,11:16.0,K. Irving misses 3-pt jump shot from 26 ft,,0,2
4,1,11:14.0,,Defensive rebound by E. Freedom,0,2
5,1,11:02.0,,M. Beasley misses 2-pt jump shot from 3 ft (block by A. Horford),0,2
6,1,10:59.0,Defensive rebound by K. Irving,,0,2
7,1,10:56.0,J. Brown misses 2-pt layup from 2 ft,,0,2
8,1,10:50.0,Offensive rebound by D. Theis,,0,2
9,1,10:50.0,D. Theis makes 2-pt layup at rim,,2,2
10,1,10:33.0,,M. Beasley makes 2-pt jump shot from 12 ft (assist by E. Mudiay),2,4
11,1,10:19.0,Shooting foul by T. Hardaway (drawn by J. Tatum),,2,4
12,1,10:19.0,J. Tatum makes free throw 1 of 2,,3,4
13,1,10:19.0,J. Tatum makes free throw 2 of 2,,4,4
14,1,10:07.0,,E. Mudiay makes 2-pt layup from 1 ft,4,6
15,1,9:55.0,Turnover by D. Theis (lost ball; steal by M. Beasley),,4,6
16,1,9:44.0,,M. Beasley misses 2-pt jump shot from 6 ft,4,6
17,1,9:42.0,Defensive rebound by A. Horford,,4,6
18,1,9:28.0,J. Brown misses 2-pt layup from 1 ft,,4,6
19,1,9:25.0,,Defensive rebound by E. Freedom,4,6
20,1,9:20.0,,Shooting foul by A. Horford (drawn by E. Mudiay),4,6
21,1,9:20.0,,E. Mudiay misses free throw 1 of 3,4,6
22,1,9:20.0,,Offensive rebound by Team,4,6
23,1,9:20.0,,E. Mudiay misses free throw 2 of 3,4,6
24,1,9:20.0,,Offensive rebound by Team,4,6
25,1,9:20.0,,E. Mudiay makes free throw 3 of 3,4,7
26,1,9:05.0,J. Brown misses 2-pt layup from 2 ft (block by E. Freedom),,4,7
27,1,9:02.0,,Offensive rebound by Team,4,7
28,1,8:54.0,,C. Lee misses 3-pt jump shot from 25 ft,4,7
29,1,8:51.0,Defensive rebound by D. Theis,,4,7
30,1,8:43.0,K. Irving misses 3-pt jump shot from 25 ft,,4,7
31,1,8:40.0,,Defensive rebound by E. Freedom,4,7
32,1,8:32.0,,Turnover by T. Hardaway (bad pass; steal by J. Tatum),4,7
33,1,8:28.0,J. Brown misses 3-pt jump shot from 22 ft,,4,7
34,1,8:24.0,Offensive rebound by K. Irving,,4,7
35,1,8:22.0,J. Tatum misses 3-pt jump shot from 24 ft,,4,7
36,1,8:22.0,Offensive rebound by J. Tatum,,4,7
37,1,8:15.0,J. Tatum makes 2-pt dunk at rim,,6,7
38,1,8:01.0,,E. Freedom misses 2-pt dunk from 1 ft (block by J. Tatum),6,7
39,1,7:58.0,Defensive rebound by J. Tatum,,6,7
40,1,7:54.0,J. Brown makes 3-pt jump shot from 24 ft (assist by J. Tatum),,9,7
41,1,7:37.0,,Personal foul by K. Irving (drawn by E. Freedom),9,7
42,1,7:31.0,,E. Mudiay misses 2-pt jump shot from 14 ft,9,7
43,1,7:27.0,Defensive rebound by A. Horford,,9,7
44,1,7:20.0,J. Tatum misses 2-pt layup from 6 ft,,9,7
45,1,7:20.0,Offensive rebound by A. Horford,,9,7
46,1,7:18.0,A. Horford misses 2-pt layup from 1 ft,,9,7
47,1,7:18.0,,Defensive rebound by M. Beasley,9,7
48,1,7:06.0,,M. Beasley misses 2-pt jump shot from 15 ft,9,7
49,1,7:06.0,,Offensive rebound by E. Freedom,9,7
50,1,7:01.0,,E. Freedom makes 2-pt layup at rim,9,9
51,1,6:48.0,Def 3 sec tech foul by M. Beasley,,9,9
52,1,6:48.0,,New York full timeout,9,9
53,1,6:48.0,K. Irving makes technical free throw,,10,9
54,1,6:39.0,K. Irving misses 2-pt jump shot from 9 ft,,10,9
55,1,6:35.0,,Defensive rebound by T. Hardaway,10,9
56,1,6:33.0,,T. Hardaway misses 2-pt layup from 1 ft (block by A. Horford),10,9
57,1,6:30.0,,Offensive rebound by M. Beasley,10,9
58,1,6:29.0,,M. Beasley misses 2-pt jump shot from 10 ft,10,9
59,1,6:29.0,Defensive rebound by D. Theis,,10,9
60,1,6:16.0,A. Horford makes 2-pt jump shot from 20 ft (assist by K. Irving),,12,9
61,1,5:46.0,,E. Mudiay misses 3-pt jump shot from 24 ft,12,9
62,1,5:45.0,Defensive rebound by A. Horford,,12,9
63,1,5:32.0,J. Brown makes 3-pt jump shot from 23 ft (assist by K. Irving),,15,9
64,1,5:18.0,,E. Freedom misses 2-pt jump shot from 9 ft,15,9
