,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHICAGO_ACTION,ATLANTA_SCORE,CHICAGO_SCORE
0,1,11:41.0,D. Dedmon makes 2-pt jump shot from 15 ft (assist by M. Delaney),,2,0
1,1,11:18.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by D. Valentine),2,3
2,1,10:52.0,M. Delaney misses 2-pt jump shot from 16 ft,,2,3
3,1,10:50.0,,Defensive rebound by L. Markkanen,2,3
4,1,10:37.0,,L. Markkanen misses 3-pt jump shot from 25 ft,2,3
5,1,10:30.0,Defensive rebound by K. Bazemore,,2,3
6,1,10:22.0,D. Dedmon misses 2-pt jump shot from 17 ft,,2,3
7,1,10:20.0,,Defensive rebound by J. Holiday,2,3
8,1,10:02.0,,R. Lopez misses 2-pt hook shot from 10 ft,2,3
9,1,9:59.0,Defensive rebound by K. Bazemore,,2,3
10,1,9:50.0,Personal foul by L. Markkanen (drawn by M. Delaney),,2,3
11,1,9:38.0,M. Muscala misses 3-pt jump shot from 25 ft,,2,3
12,1,9:38.0,,Defensive rebound by L. Markkanen,2,3
13,1,9:24.0,,L. Markkanen misses 2-pt layup from 1 ft,2,3
14,1,9:24.0,Defensive rebound by M. Muscala,,2,3
15,1,9:14.0,D. Dedmon misses 3-pt jump shot from 22 ft,,2,3
16,1,9:11.0,Offensive rebound by M. Muscala,,2,3
17,1,9:09.0,M. Muscala misses 2-pt layup from 1 ft,,2,3
18,1,9:09.0,,Defensive rebound by D. Valentine,2,3
19,1,8:57.0,,R. Lopez misses 2-pt layup from 2 ft,2,3
20,1,8:57.0,Defensive rebound by M. Muscala,,2,3
21,1,8:42.0,K. Bazemore makes 2-pt jump shot from 1 ft,,4,3
22,1,8:22.0,,R. Lopez makes 2-pt layup from 4 ft,4,5
23,1,8:06.0,T. Prince misses 2-pt jump shot from 11 ft,,4,5
24,1,8:06.0,,Defensive rebound by L. Markkanen,4,5
25,1,7:56.0,,Turnover by D. Valentine (bad pass),4,5
26,1,7:35.0,T. Prince misses 3-pt jump shot from 24 ft,,4,5
27,1,7:33.0,Offensive rebound by M. Muscala,,4,5
28,1,7:32.0,M. Muscala makes 2-pt jump shot from 20 ft,,6,5
29,1,7:11.0,,R. Lopez makes 2-pt hook shot from 2 ft,6,7
30,1,6:51.0,Personal foul by J. Holiday (drawn by K. Bazemore),,6,7
31,1,6:51.0,,Chicago full timeout,6,7
32,1,6:51.0,M. Belinelli enters the game for D. Dedmon,,6,7
33,1,6:51.0,J. Collins enters the game for K. Bazemore,,6,7
34,1,6:37.0,T. Prince misses 2-pt jump shot from 9 ft,,6,7
35,1,6:34.0,,Defensive rebound by R. Lopez,6,7
36,1,6:30.0,,Turnover by J. Holiday (bad pass; steal by M. Muscala),6,7
37,1,6:25.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by M. Muscala),,9,7
38,1,6:04.0,,L. Markkanen misses 3-pt jump shot from 25 ft,9,7
39,1,6:04.0,,Offensive rebound by D. Valentine,9,7
40,1,5:51.0,,L. Markkanen misses 2-pt layup from 3 ft (block by J. Collins),9,7
41,1,5:51.0,Defensive rebound by M. Muscala,,9,7
42,1,5:42.0,M. Delaney misses 2-pt jump shot from 20 ft,,9,7
43,1,5:42.0,,Defensive rebound by D. Valentine,9,7
44,1,5:33.0,,Turnover by L. Markkanen (bad pass; steal by T. Prince),9,7
45,1,5:27.0,M. Delaney misses 2-pt layup from 2 ft,,9,7
