,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,NEW YORK_ACTION,LA CLIPPERS_SCORE,NEW YORK_SCORE
113,2,10:57.0,W. Reed misses free throw 1 of 1,,25,24
114,2,10:55.0,,Defensive rebound by K. O'Quinn,25,24
115,2,10:40.0,,T. Hardaway misses 2-pt layup from 2 ft (block by L. Williams),25,24
116,2,10:37.0,,Offensive rebound by T. Hardaway,25,24
117,2,10:36.0,,T. Hardaway makes 2-pt layup from 1 ft,25,26
118,2,10:32.0,Shooting foul by F. Ntilikina (drawn by L. Williams),,25,26
119,2,10:32.0,,E. Freedom enters the game for K. O'Quinn,25,26
120,2,10:32.0,L. Williams makes free throw 1 of 2,,26,26
121,2,10:32.0,L. Williams makes free throw 2 of 2,,27,26
122,2,10:16.0,,Turnover by E. Freedom (lost ball; steal by J. Evans),27,26
123,2,10:06.0,A. Rivers misses 2-pt jump shot from 11 ft,,27,26
124,2,10:05.0,,Defensive rebound by E. Freedom,27,26
125,2,9:58.0,,T. Hardaway misses 2-pt jump shot from 12 ft,27,26
126,2,9:57.0,Defensive rebound by W. Reed,,27,26
127,2,9:50.0,W. Reed makes 2-pt dunk from 1 ft (assist by L. Williams),,29,26
128,2,9:50.0,Shooting foul by L. Thomas (drawn by W. Reed),,29,26
129,2,9:50.0,W. Reed misses free throw 1 of 1,,29,26
130,2,9:48.0,,Defensive rebound by E. Freedom,29,26
131,2,9:37.0,,F. Ntilikina misses 2-pt jump shot from 18 ft,29,26
132,2,9:33.0,Defensive rebound by W. Reed,,29,26
133,2,9:26.0,Turnover by J. Evans (lost ball; steal by E. Freedom),,29,26
134,2,9:22.0,,Turnover by F. Ntilikina (lost ball; steal by J. Evans),29,26
135,2,9:19.0,S. Dekker makes 2-pt layup from 1 ft (assist by J. Evans),,31,26
136,2,9:01.0,,T. Hardaway misses 3-pt jump shot from 25 ft,31,26
137,2,9:00.0,Defensive rebound by S. Dekker,,31,26
138,2,8:55.0,L. Williams makes 3-pt jump shot from 25 ft (assist by A. Rivers),,34,26
139,2,8:55.0,,New York full timeout,34,26
140,2,8:55.0,,J. Jack enters the game for F. Ntilikina,34,26
141,2,8:55.0,,K. Porziņģis enters the game for L. Thomas,34,26
142,2,8:37.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),34,29
143,2,8:24.0,S. Dekker misses 3-pt jump shot from 23 ft,,34,29
144,2,8:20.0,,Defensive rebound by K. Porziņģis,34,29
145,2,8:04.0,,J. Jack makes 2-pt jump shot from 7 ft,34,31
146,2,8:04.0,,Shooting foul by W. Reed (drawn by J. Jack),34,31
147,2,8:04.0,B. Griffin enters the game for W. Reed,,34,31
148,2,8:04.0,D. Jordan enters the game for J. Evans,,34,31
149,2,8:04.0,,J. Jack makes free throw 1 of 1,34,32
150,2,8:04.0,W. Johnson enters the game for S. Dekker,,34,32
151,2,7:40.0,B. Griffin misses 2-pt jump shot from 11 ft,,34,32
152,2,7:39.0,,Defensive rebound by E. Freedom,34,32
153,2,7:33.0,,K. Porziņģis makes 2-pt layup at rim (assist by J. Jack),34,34
154,2,7:15.0,Turnover by L. Williams (bad pass; steal by D. McDermott),,34,34
155,2,7:11.0,,T. Hardaway makes 2-pt dunk at rim (assist by J. Jack),34,36
156,2,7:11.0,LA Clippers full timeout,,34,36
157,2,6:50.0,Turnover by W. Johnson (bad pass; steal by T. Hardaway),,34,36
158,2,6:38.0,,D. McDermott misses 3-pt jump shot from 23 ft,34,36
159,2,6:36.0,,Offensive rebound by E. Freedom,34,36
160,2,6:35.0,,E. Freedom misses 2-pt layup from 3 ft,34,36
161,2,6:35.0,,Offensive rebound by K. Porziņģis,34,36
162,2,6:31.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,34,36
163,2,6:30.0,Defensive rebound by B. Griffin,,34,36
164,2,6:15.0,A. Rivers misses 2-pt layup from 2 ft (block by T. Hardaway),,34,36
165,2,6:14.0,,Defensive rebound by T. Hardaway,34,36
166,2,6:09.0,,E. Freedom makes 2-pt layup at rim (assist by T. Hardaway),34,38
167,2,6:09.0,Violation by B. Griffin (def goaltending),,34,38
168,2,5:59.0,A. Rivers misses 3-pt jump shot from 25 ft,,34,38
169,2,5:58.0,,Defensive rebound by D. McDermott,34,38
170,2,5:45.0,,T. Hardaway makes 2-pt jump shot from 20 ft,34,40
171,2,5:24.0,B. Griffin misses 3-pt jump shot from 25 ft,,34,40
172,2,5:23.0,,Defensive rebound by E. Freedom,34,40
173,2,5:13.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,34,40
174,2,5:12.0,,Offensive rebound by Team,34,40
175,2,5:12.0,Loose ball foul by W. Johnson (drawn by D. McDermott),,34,40
176,2,5:12.0,P. Beverley enters the game for L. Williams,,34,40
177,2,5:07.0,,Turnover by J. Jack (bad pass; steal by A. Rivers),34,40
178,2,5:04.0,A. Rivers makes 2-pt layup at rim,,36,40
179,2,4:51.0,,Personal foul by B. Griffin (drawn by K. Porziņģis),36,40
180,2,4:46.0,,Turnover by D. McDermott (traveling),36,40
181,2,4:38.0,Turnover by W. Johnson (bad pass; steal by K. Porziņģis),,36,40
182,2,4:26.0,,K. Porziņģis makes 2-pt layup from 4 ft,36,42
183,2,4:18.0,Turnover by W. Johnson (out of bounds lost ball),,36,42
184,2,4:18.0,,C. Lee enters the game for D. McDermott,36,42
185,2,4:04.0,,E. Freedom makes 2-pt layup at rim (assist by J. Jack),36,44
186,2,3:50.0,B. Griffin makes 2-pt layup from 2 ft,,38,44
187,2,3:26.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,38,44
188,2,3:25.0,,Offensive rebound by E. Freedom,38,44
189,2,3:21.0,,Shooting foul by W. Johnson (drawn by E. Freedom),38,44
190,2,3:21.0,L. Williams enters the game for W. Johnson,,38,44
191,2,3:21.0,,E. Freedom makes free throw 1 of 2,38,45
192,2,3:21.0,,E. Freedom makes free throw 2 of 2,38,46
193,2,3:06.0,A. Rivers misses 2-pt jump shot from 14 ft (block by C. Lee),,38,46
194,2,3:05.0,,Defensive rebound by K. Porziņģis,38,46
195,2,3:00.0,,J. Jack makes 3-pt jump shot from 24 ft,38,49
196,2,2:38.0,B. Griffin makes 2-pt hook shot from 6 ft,,40,49
197,2,2:25.0,,Turnover by K. Porziņģis (bad pass; steal by L. Williams),40,49
198,2,2:23.0,Shooting foul by T. Hardaway (drawn by B. Griffin),,40,49
199,2,2:23.0,B. Griffin makes free throw 1 of 2,,41,49
200,2,2:23.0,B. Griffin makes free throw 2 of 2,,42,49
201,2,2:02.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by T. Hardaway),42,52
202,2,1:52.0,B. Griffin misses 2-pt layup from 3 ft (block by K. Porziņģis),,42,52
203,2,1:51.0,Offensive rebound by Team,,42,52
204,2,1:49.0,L. Williams misses 3-pt jump shot from 26 ft,,42,52
205,2,1:48.0,,Defensive rebound by E. Freedom,42,52
206,2,1:33.0,,Offensive foul by K. Porziņģis (drawn by P. Beverley),42,52
207,2,1:33.0,,Turnover by K. Porziņģis (offensive foul),42,52
208,2,1:18.0,Turnover by D. Jordan (lost ball; steal by T. Hardaway),,42,52
209,2,1:14.0,,C. Lee makes 2-pt layup from 1 ft (assist by T. Hardaway),42,54
210,2,1:02.0,D. Jordan misses 2-pt dunk from 2 ft,,42,54
211,2,0:59.0,Offensive rebound by B. Griffin,,42,54
212,2,0:57.0,L. Williams misses 3-pt jump shot from 22 ft,,42,54
213,2,0:56.0,,Defensive rebound by K. Porziņģis,42,54
214,2,0:50.0,,T. Hardaway misses 3-pt jump shot from 23 ft,42,54
215,2,0:50.0,,Offensive rebound by E. Freedom,42,54
216,2,0:44.0,,C. Lee misses 3-pt jump shot from 24 ft,42,54
217,2,0:43.0,Defensive rebound by P. Beverley,,42,54
218,2,0:20.0,B. Griffin misses 3-pt jump shot from 29 ft,,42,54
219,2,0:18.0,,Defensive rebound by C. Lee,42,54
220,2,0:04.0,,T. Hardaway makes 2-pt jump shot from 16 ft,42,56
221,2,0:00.0,B. Griffin makes 2-pt dunk at rim,,44,56
222,3,11:48.0,Offensive foul by B. Griffin (drawn by K. Porziņģis),,44,56
223,3,11:48.0,Turnover by B. Griffin (offensive foul),,44,56
224,3,11:37.0,,T. Hardaway misses 3-pt jump shot from 25 ft,44,56
225,3,11:36.0,,Offensive rebound by K. Porziņģis,44,56
226,3,11:32.0,,K. Porziņģis misses 2-pt dunk at rim,44,56
227,3,11:31.0,Defensive rebound by P. Beverley,,44,56
228,3,11:27.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by A. Rivers),,47,56
229,3,11:22.0,,K. Porziņģis makes 2-pt jump shot from 22 ft (assist by T. Hardaway),47,58
230,3,11:06.0,D. Jordan makes 2-pt hook shot from 10 ft (assist by P. Beverley),,49,58
231,3,10:46.0,,K. Porziņģis makes 2-pt jump shot from 8 ft,49,60
232,3,10:34.0,W. Johnson misses 2-pt layup at rim,,49,60
233,3,10:33.0,,Defensive rebound by K. Porziņģis,49,60
234,3,10:25.0,,C. Lee makes 3-pt jump shot from 22 ft (assist by T. Hardaway),49,63
235,3,10:25.0,LA Clippers full timeout,,49,63
236,3,10:07.0,B. Griffin misses 3-pt jump shot from 24 ft,,49,63
237,3,10:06.0,,Defensive rebound by C. Lee,49,63
238,3,9:48.0,,K. Porziņģis makes 3-pt jump shot from 23 ft (assist by C. Lee),49,66
239,3,9:25.0,W. Johnson makes 3-pt jump shot from 22 ft (assist by A. Rivers),,52,66
240,3,9:13.0,,K. Porziņģis misses 3-pt jump shot from 29 ft,52,66
241,3,9:12.0,,Offensive rebound by T. Hardaway,52,66
242,3,9:08.0,,T. Hardaway misses 3-pt jump shot from 26 ft,52,66
243,3,9:07.0,Defensive rebound by A. Rivers,,52,66
244,3,9:02.0,P. Beverley misses 3-pt jump shot from 25 ft,,52,66
245,3,9:01.0,Offensive rebound by D. Jordan,,52,66
246,3,9:01.0,Personal foul by E. Freedom (drawn by D. Jordan),,52,66
247,3,8:56.0,Personal foul by C. Lee (drawn by B. Griffin),,52,66
248,3,8:48.0,A. Rivers misses 2-pt layup from 2 ft,,52,66
249,3,8:47.0,Offensive rebound by Team,,52,66
250,3,8:39.0,P. Beverley misses 2-pt jump shot from 8 ft,,52,66
251,3,8:36.0,Offensive rebound by D. Jordan,,52,66
252,3,8:36.0,D. Jordan makes 2-pt layup at rim,,54,66
253,3,8:23.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,54,66
254,3,8:22.0,Defensive rebound by W. Johnson,,54,66
255,3,8:12.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,56,66
256,3,8:12.0,,New York full timeout,56,66
257,3,8:00.0,,Offensive foul by T. Hardaway (drawn by A. Rivers),56,66
258,3,8:00.0,,Turnover by T. Hardaway (offensive foul),56,66
259,3,7:44.0,D. Jordan makes 2-pt dunk from 1 ft (assist by A. Rivers),,58,66
260,3,7:24.0,,K. Porziņģis misses 2-pt jump shot from 10 ft (block by P. Beverley),58,66
261,3,7:22.0,Defensive rebound by P. Beverley,,58,66
262,3,7:18.0,,D. McDermott enters the game for T. Hardaway,58,66
263,3,7:05.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by B. Griffin),,61,66
264,3,6:51.0,,J. Jack misses 3-pt jump shot from 26 ft,61,66
265,3,6:50.0,,Offensive rebound by C. Lee,61,66
266,3,6:48.0,,C. Lee misses 2-pt jump shot from 7 ft (block by W. Johnson),61,66
267,3,6:47.0,,Offensive rebound by Team,61,66
268,3,6:47.0,,Offensive foul by K. Porziņģis (drawn by P. Beverley),61,66
269,3,6:47.0,,Turnover by K. Porziņģis (offensive foul),61,66
270,3,6:34.0,B. Griffin makes 3-pt jump shot from 23 ft (assist by W. Johnson),,64,66
271,3,6:20.0,,J. Jack misses 2-pt jump shot from 16 ft,64,66
272,3,6:16.0,Defensive rebound by P. Beverley,,64,66
273,3,6:09.0,Turnover by B. Griffin (bad pass; steal by J. Jack),,64,66
274,3,6:04.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by J. Jack),64,69
275,3,5:47.0,A. Rivers misses 3-pt jump shot from 24 ft,,64,69
276,3,5:43.0,,Defensive rebound by J. Jack,64,69
277,3,5:36.0,,Shooting foul by D. Jordan (drawn by K. Porziņģis),64,69
278,3,5:36.0,L. Williams enters the game for P. Beverley,,64,69
279,3,5:36.0,,K. Porziņģis makes free throw 1 of 2,64,70
280,3,5:36.0,,K. Porziņģis makes free throw 2 of 2,64,71
281,3,5:18.0,B. Griffin misses 2-pt layup from 2 ft (block by E. Freedom),,64,71
282,3,5:16.0,,Defensive rebound by K. Porziņģis,64,71
283,3,5:03.0,,E. Freedom makes 2-pt layup at rim (assist by J. Jack),64,73
284,3,4:45.0,W. Johnson misses 3-pt jump shot from 23 ft,,64,73
285,3,4:44.0,Offensive rebound by Team,,64,73
286,3,4:44.0,,Loose ball foul by J. Jack (drawn by D. Jordan),64,73
287,3,4:44.0,S. Thornwell enters the game for W. Johnson,,64,73
288,3,4:37.0,A. Rivers misses 2-pt jump shot from 22 ft,,64,73
289,3,4:36.0,,Defensive rebound by D. McDermott,64,73
290,3,4:26.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by J. Jack),64,76
291,3,4:16.0,L. Williams misses 2-pt layup from 1 ft,,64,76
292,3,4:15.0,,Defensive rebound by E. Freedom,64,76
293,3,4:11.0,,Shooting foul by S. Thornwell (drawn by E. Freedom),64,76
294,3,4:11.0,,F. Ntilikina enters the game for J. Jack,64,76
295,3,4:11.0,J. Evans enters the game for A. Rivers,,64,76
296,3,4:11.0,,E. Freedom makes free throw 1 of 2,64,77
297,3,4:11.0,,E. Freedom makes free throw 2 of 2,64,78
298,3,3:49.0,Personal foul by C. Lee (drawn by L. Williams),,64,78
299,3,3:49.0,,L. Thomas enters the game for K. Porziņģis,64,78
300,3,3:49.0,M. Harrell enters the game for D. Jordan,,64,78
301,3,3:43.0,B. Griffin misses 3-pt jump shot from 26 ft,,64,78
302,3,3:42.0,Offensive rebound by L. Williams,,64,78
303,3,3:32.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,66,78
304,3,3:22.0,,Offensive foul by D. McDermott (drawn by S. Thornwell),66,78
305,3,3:22.0,,Turnover by D. McDermott (offensive foul),66,78
306,3,2:59.0,J. Evans misses 2-pt jump shot from 21 ft,,66,78
307,3,2:58.0,,Defensive rebound by D. McDermott,66,78
308,3,2:41.0,,D. McDermott misses 2-pt jump shot from 15 ft,66,78
309,3,2:40.0,,Offensive rebound by Team,66,78
310,3,2:40.0,S. Dekker enters the game for B. Griffin,,66,78
311,3,2:31.0,,L. Thomas misses 2-pt jump shot from 19 ft,66,78
312,3,2:30.0,,Offensive rebound by E. Freedom,66,78
313,3,2:23.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by E. Freedom),66,81
314,3,2:02.0,Turnover by L. Williams (bad pass; steal by C. Lee),,66,81
315,3,1:58.0,,D. McDermott misses 3-pt jump shot from 27 ft,66,81
316,3,1:57.0,Defensive rebound by M. Harrell,,66,81
317,3,1:50.0,Turnover by J. Evans (lost ball; steal by C. Lee),,66,81
318,3,1:50.0,,Personal foul by M. Harrell (drawn by E. Freedom),66,81
319,3,1:50.0,A. Rivers enters the game for J. Evans,,66,81
320,3,1:34.0,,Shooting foul by L. Williams (drawn by E. Freedom),66,81
321,3,1:34.0,,D. Dotson enters the game for C. Lee,66,81
322,3,1:34.0,,E. Freedom makes free throw 1 of 2,66,82
323,3,1:34.0,,E. Freedom makes free throw 2 of 2,66,83
324,3,1:14.0,L. Williams misses 3-pt jump shot from 25 ft,,66,83
325,3,1:13.0,,Defensive rebound by L. Thomas,66,83
326,3,0:50.0,,D. Dotson misses 3-pt jump shot from 23 ft,66,83
327,3,0:48.0,Defensive rebound by M. Harrell,,66,83
328,3,0:39.0,S. Dekker misses 2-pt layup at rim,,66,83
329,3,0:39.0,,Defensive rebound by E. Freedom,66,83
330,3,0:33.0,,Turnover by F. Ntilikina (lost ball; steal by M. Harrell),66,83
331,3,0:29.0,S. Dekker makes 2-pt layup at rim (assist by M. Harrell),,68,83
332,3,0:07.0,,D. McDermott misses 2-pt jump shot from 10 ft,68,83
333,3,0:03.0,,Offensive rebound by E. Freedom,68,83
334,3,0:02.0,W. Reed enters the game for M. Harrell,,68,83
335,3,0:00.0,,L. Thomas misses 3-pt jump shot from 27 ft,68,83
336,3,0:00.0,,Offensive rebound by Team,68,83
337,4,11:41.0,,K. O'Quinn makes 2-pt jump shot from 4 ft (assist by R. Sessions),68,85
338,4,11:25.0,S. Dekker misses 3-pt jump shot from 26 ft,,68,85
339,4,11:24.0,,Defensive rebound by D. Dotson,68,85
340,4,11:13.0,,R. Sessions misses 2-pt jump shot from 6 ft,68,85
341,4,11:11.0,Defensive rebound by W. Reed,,68,85
342,4,10:49.0,Turnover by S. Dekker (bad pass),,68,85
343,4,10:49.0,P. Beverley enters the game for S. Thornwell,,68,85
344,4,10:49.0,B. Griffin enters the game for S. Dekker,,68,85
345,4,10:49.0,D. Jordan enters the game for W. Reed,,68,85
346,4,10:32.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by R. Sessions),68,88
347,4,10:23.0,Personal foul by L. Thomas (drawn by B. Griffin),,68,88
348,4,10:16.0,L. Williams misses 2-pt jump shot from 17 ft,,68,88
349,4,10:15.0,Offensive rebound by D. Jordan,,68,88
350,4,10:15.0,D. Jordan misses 2-pt layup at rim,,68,88
351,4,10:15.0,,Defensive rebound by Team,68,88
352,4,10:15.0,Loose ball foul by D. Jordan (drawn by K. O'Quinn),,68,88
353,4,9:55.0,,L. Thomas makes 2-pt jump shot from 19 ft (assist by R. Sessions),68,90
354,4,9:44.0,A. Rivers misses 3-pt jump shot from 24 ft,,68,90
355,4,9:43.0,,Defensive rebound by D. Dotson,68,90
356,4,9:31.0,,Turnover by R. Sessions (bad pass; steal by B. Griffin),68,90
357,4,9:26.0,P. Beverley misses 3-pt jump shot from 25 ft,,68,90
358,4,9:25.0,,Defensive rebound by R. Sessions,68,90
359,4,9:09.0,,L. Thomas misses 3-pt jump shot from 22 ft,68,90
360,4,9:07.0,,Offensive rebound by K. O'Quinn,68,90
361,4,9:06.0,,L. Thomas misses 2-pt layup from 4 ft,68,90
362,4,9:05.0,,Offensive rebound by K. O'Quinn,68,90
363,4,8:50.0,,Personal foul by L. Williams (drawn by L. Thomas),68,90
364,4,8:50.0,W. Johnson enters the game for L. Williams,,68,90
365,4,8:50.0,J. Evans enters the game for A. Rivers,,68,90
366,4,8:35.0,,R. Sessions misses 2-pt jump shot from 13 ft,68,90
367,4,8:34.0,Defensive rebound by P. Beverley,,68,90
368,4,8:27.0,Personal foul by R. Sessions (drawn by B. Griffin),,68,90
369,4,8:18.0,W. Johnson makes 2-pt layup at rim (assist by B. Griffin),,70,90
370,4,8:18.0,Shooting foul by K. O'Quinn (drawn by W. Johnson),,70,90
371,4,8:18.0,W. Johnson makes free throw 1 of 1,,71,90
372,4,7:57.0,,L. Thomas misses 3-pt jump shot from 26 ft,71,90
373,4,7:56.0,Defensive rebound by D. Jordan,,71,90
374,4,7:51.0,Turnover by W. Johnson (traveling),,71,90
375,4,7:34.0,,D. McDermott misses 2-pt layup from 1 ft,71,90
376,4,7:32.0,Defensive rebound by P. Beverley,,71,90
377,4,7:18.0,W. Johnson misses 3-pt jump shot from 24 ft,,71,90
