,QUARTER,TIME_REMAINING,INDIANA_ACTION,PORTLAND_ACTION,INDIANA_SCORE,PORTLAND_SCORE
67,1,3:31.0,,D. Lillard makes 2-pt layup from 1 ft,16,24
68,1,3:15.0,T. Young makes 2-pt hook shot from 1 ft,,18,24
69,1,2:50.0,,S. Napier misses 2-pt jump shot from 11 ft,18,24
70,1,2:48.0,Defensive rebound by V. Oladipo,,18,24
71,1,2:41.0,D. Collison makes 2-pt jump shot from 22 ft (assist by A. Jefferson),,20,24
72,1,2:14.0,,Turnover by S. Napier (lost ball; steal by T. Young),20,24
73,1,2:10.0,D. Collison makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,23,24
74,1,1:48.0,,E. Davis misses 2-pt hook shot from 8 ft,23,24
75,1,1:45.0,,Offensive rebound by P. Connaughton,23,24
76,1,1:45.0,,P. Connaughton misses 2-pt layup at rim,23,24
77,1,1:44.0,Defensive rebound by V. Oladipo,,23,24
78,1,1:27.0,V. Oladipo makes 2-pt jump shot from 18 ft,,25,24
79,1,1:03.0,,P. Connaughton makes 2-pt jump shot from 10 ft (assist by Z. Collins),25,26
80,1,0:48.0,D. Collison misses 2-pt jump shot from 18 ft,,25,26
81,1,0:46.0,,Defensive rebound by D. Lillard,25,26
82,1,0:38.0,,D. Lillard misses 2-pt jump shot from 19 ft,25,26
83,1,0:36.0,,Offensive rebound by Z. Collins,25,26
84,1,0:32.0,,S. Napier misses 3-pt jump shot from 26 ft,25,26
85,1,0:32.0,Defensive rebound by A. Jefferson,,25,26
86,1,0:16.0,Personal foul by P. Connaughton (drawn by V. Oladipo),,25,26
87,1,0:16.0,L. Stephenson enters the game for D. Collison,,25,26
88,1,0:16.0,T. Leaf enters the game for T. Young,,25,26
89,1,0:04.0,V. Oladipo makes 2-pt layup from 2 ft,,27,26
90,1,0:04.0,Shooting foul by E. Davis (drawn by V. Oladipo),,27,26
91,1,0:04.0,V. Oladipo makes free throw 1 of 1,,28,26
92,1,0:01.0,,Personal foul by T. Leaf (drawn by D. Lillard),28,26
93,1,0:01.0,,C. McCollum enters the game for E. Davis,28,26
94,1,0:01.0,J. Young enters the game for V. Oladipo,,28,26
95,1,0:01.0,T. Young enters the game for A. Jefferson,,28,26
96,1,0:00.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by S. Napier),28,29
97,2,11:42.0,A. Jefferson makes 2-pt hook shot from 10 ft,,30,29
98,2,11:23.0,,P. Connaughton misses 3-pt jump shot from 25 ft,30,29
99,2,11:21.0,Defensive rebound by A. Jefferson,,30,29
100,2,11:15.0,Personal foul by S. Napier (drawn by C. Joseph),,30,29
101,2,11:11.0,C. Joseph makes 2-pt jump shot from 20 ft,,32,29
102,2,10:46.0,,S. Napier misses 2-pt jump shot from 17 ft,32,29
103,2,10:44.0,Defensive rebound by L. Stephenson,,32,29
104,2,10:36.0,A. Jefferson misses 2-pt jump shot from 17 ft,,32,29
105,2,10:32.0,,Defensive rebound by Z. Collins,32,29
106,2,10:25.0,,S. Napier misses 2-pt layup at rim,32,29
107,2,10:23.0,,Offensive rebound by E. Davis,32,29
108,2,10:22.0,,E. Davis makes 2-pt layup at rim,32,31
109,2,10:09.0,J. Young makes 2-pt layup from 2 ft (assist by A. Jefferson),,34,31
110,2,10:00.0,,C. McCollum misses 3-pt jump shot from 25 ft,34,31
111,2,9:58.0,Defensive rebound by Team,,34,31
112,2,9:39.0,L. Stephenson misses 3-pt jump shot from 26 ft,,34,31
113,2,9:35.0,,Defensive rebound by Z. Collins,34,31
114,2,9:28.0,,C. McCollum makes 2-pt layup from 1 ft,34,33
115,2,9:10.0,C. Joseph misses 2-pt jump shot from 17 ft,,34,33
116,2,9:08.0,,Defensive rebound by S. Napier,34,33
117,2,9:01.0,,Z. Collins misses 2-pt hook shot from 9 ft,34,33
118,2,8:58.0,Defensive rebound by A. Jefferson,,34,33
119,2,8:49.0,A. Jefferson makes 2-pt jump shot from 10 ft (assist by L. Stephenson),,36,33
120,2,8:49.0,Shooting foul by E. Davis (drawn by A. Jefferson),,36,33
121,2,8:49.0,,E. Turner enters the game for P. Connaughton,36,33
122,2,8:49.0,A. Jefferson makes free throw 1 of 1,,37,33
123,2,8:36.0,,Shooting foul by T. Leaf (drawn by S. Napier),37,33
124,2,8:36.0,,S. Napier makes free throw 1 of 2,37,34
125,2,8:36.0,,S. Napier makes free throw 2 of 2,37,35
126,2,8:20.0,T. Leaf makes 2-pt jump shot from 13 ft,,39,35
127,2,8:05.0,,C. McCollum misses 2-pt jump shot from 15 ft,39,35
128,2,8:03.0,,Offensive rebound by E. Davis,39,35
129,2,8:02.0,,E. Davis makes 2-pt layup from 1 ft,39,37
130,2,7:49.0,L. Stephenson misses 2-pt jump shot from 17 ft,,39,37
131,2,7:47.0,,Defensive rebound by Z. Collins,39,37
132,2,7:37.0,,E. Turner misses 2-pt jump shot from 12 ft,39,37
133,2,7:35.0,,Offensive rebound by E. Davis,39,37
134,2,7:33.0,,E. Davis makes 2-pt layup from 1 ft,39,39
135,2,7:28.0,Indiana full timeout,,39,39
136,2,7:28.0,,A. Aminu enters the game for E. Davis,39,39
137,2,7:28.0,,J. Nurkić enters the game for Z. Collins,39,39
138,2,7:28.0,D. Sabonis enters the game for A. Jefferson,,39,39
139,2,7:13.0,C. Joseph misses 2-pt jump shot from 11 ft,,39,39
140,2,7:09.0,,Defensive rebound by J. Nurkić,39,39
141,2,6:57.0,,Turnover by S. Napier (bad pass),39,39
142,2,6:57.0,T. Young enters the game for T. Leaf,,39,39
143,2,6:47.0,L. Stephenson misses 2-pt jump shot from 15 ft,,39,39
144,2,6:44.0,,Defensive rebound by A. Aminu,39,39
145,2,6:33.0,,Turnover by A. Aminu (out of bounds lost ball),39,39
146,2,6:33.0,B. Bogdanović enters the game for L. Stephenson,,39,39
147,2,6:19.0,T. Young misses 3-pt jump shot from 25 ft,,39,39
148,2,6:16.0,,Defensive rebound by J. Nurkić,39,39
149,2,6:08.0,,Turnover by E. Turner (out of bounds lost ball),39,39
150,2,5:58.0,J. Young misses 2-pt jump shot from 20 ft,,39,39
151,2,5:53.0,,Defensive rebound by J. Nurkić,39,39
152,2,5:42.0,,C. McCollum misses 2-pt jump shot from 14 ft,39,39
153,2,5:39.0,Defensive rebound by J. Young,,39,39
154,2,5:36.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,39,39
155,2,5:32.0,,Defensive rebound by J. Nurkić,39,39
156,2,5:26.0,,A. Aminu misses 3-pt jump shot from 25 ft,39,39
157,2,5:24.0,Defensive rebound by Team,,39,39
158,2,5:24.0,Personal foul by C. McCollum (drawn by C. Joseph),,39,39
159,2,5:24.0,,D. Lillard enters the game for C. McCollum,39,39
160,2,5:24.0,V. Oladipo enters the game for J. Young,,39,39
161,2,5:24.0,D. Collison enters the game for C. Joseph,,39,39
162,2,5:05.0,V. Oladipo makes 2-pt jump shot from 17 ft,,41,39
163,2,4:54.0,,Turnover by J. Nurkić (lost ball; steal by D. Sabonis),41,39
164,2,4:43.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Young),,43,39
165,2,4:25.0,,S. Napier makes 2-pt jump shot from 20 ft,43,41
166,2,4:25.0,,Shooting foul by V. Oladipo (drawn by S. Napier),43,41
167,2,4:25.0,,S. Napier makes free throw 1 of 1,43,42
168,2,4:08.0,B. Bogdanović misses 2-pt jump shot from 5 ft (block by D. Lillard),,43,42
169,2,4:04.0,,Defensive rebound by A. Aminu,43,42
170,2,3:59.0,,E. Turner misses 3-pt jump shot from 22 ft,43,42
171,2,3:55.0,,Offensive rebound by A. Aminu,43,42
172,2,3:50.0,,S. Napier misses 3-pt jump shot from 26 ft,43,42
173,2,3:47.0,,Offensive rebound by J. Nurkić,43,42
174,2,3:42.0,,J. Nurkić makes 2-pt jump shot from 20 ft (assist by A. Aminu),43,44
175,2,3:27.0,D. Collison makes 2-pt jump shot from 19 ft,,45,44
176,2,3:10.0,,J. Nurkić misses 2-pt hook shot from 7 ft,45,44
177,2,3:06.0,,Offensive rebound by J. Nurkić,45,44
178,2,3:05.0,,J. Nurkić misses 2-pt layup from 3 ft,45,44
179,2,3:03.0,Defensive rebound by D. Sabonis,,45,44
180,2,3:01.0,V. Oladipo misses 2-pt layup from 2 ft (block by S. Napier),,45,44
181,2,2:57.0,,Offensive rebound by Team,45,44
182,2,2:55.0,,D. Lillard makes 2-pt layup at rim (assist by A. Aminu),45,46
183,2,2:39.0,V. Oladipo misses 3-pt jump shot from 26 ft,,45,46
184,2,2:36.0,,Defensive rebound by J. Nurkić,45,46
185,2,2:28.0,,D. Lillard misses 2-pt hook shot from 6 ft,45,46
186,2,2:25.0,Defensive rebound by T. Young,,45,46
187,2,2:16.0,T. Young misses 3-pt jump shot from 23 ft,,45,46
188,2,2:14.0,,Defensive rebound by A. Aminu,45,46
189,2,2:04.0,,J. Nurkić misses 2-pt jump shot from 21 ft,45,46
190,2,2:01.0,Defensive rebound by B. Bogdanović,,45,46
191,2,1:40.0,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),,47,46
192,2,1:38.0,,Portland full timeout,47,46
193,2,1:38.0,,C. McCollum enters the game for S. Napier,47,46
194,2,1:20.0,,A. Aminu misses 2-pt jump shot from 11 ft,47,46
195,2,1:17.0,Defensive rebound by V. Oladipo,,47,46
196,2,1:03.0,T. Young misses 2-pt layup from 1 ft,,47,46
197,2,1:00.0,,Defensive rebound by J. Nurkić,47,46
198,2,0:52.0,,Shooting foul by D. Sabonis (drawn by D. Lillard),47,46
199,2,0:52.0,,D. Lillard makes free throw 1 of 2,47,47
200,2,0:52.0,,D. Lillard makes free throw 2 of 2,47,48
201,2,0:33.0,Offensive foul by D. Sabonis (drawn by C. McCollum),,47,48
202,2,0:33.0,Turnover by D. Sabonis (offensive foul),,47,48
203,2,0:33.0,A. Jefferson enters the game for D. Sabonis,,47,48
204,2,0:30.0,,Shooting foul by A. Jefferson (drawn by J. Nurkić),47,48
205,2,0:30.0,,J. Nurkić makes free throw 1 of 2,47,49
206,2,0:30.0,,J. Nurkić makes free throw 2 of 2,47,50
207,2,0:12.0,Turnover by V. Oladipo (lost ball; steal by J. Nurkić),,47,50
208,2,0:01.0,,D. Lillard makes 2-pt layup from 1 ft,47,52
209,2,0:00.0,Turnover by T. Young (bad pass; steal by J. Nurkić),,47,52
210,3,11:49.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Nurkić),,47,52
211,3,11:49.0,Offensive rebound by Team,,47,52
212,3,11:34.0,V. Oladipo misses 3-pt jump shot from 26 ft,,47,52
213,3,11:32.0,,Defensive rebound by A. Aminu,47,52
214,3,11:14.0,,E. Turner misses 3-pt jump shot from 26 ft,47,52
215,3,11:13.0,Defensive rebound by Team,,47,52
216,3,11:04.0,D. Collison misses 2-pt layup from 17 ft,,47,52
217,3,11:01.0,,Defensive rebound by J. Nurkić,47,52
218,3,10:54.0,,D. Lillard misses 2-pt layup from 2 ft,47,52
219,3,10:54.0,Defensive rebound by D. Sabonis,,47,52
220,3,10:35.0,V. Oladipo misses 3-pt jump shot from 27 ft,,47,52
221,3,10:35.0,,Defensive rebound by E. Turner,47,52
222,3,10:13.0,,D. Lillard misses 2-pt layup from 1 ft,47,52
223,3,10:10.0,Defensive rebound by T. Young,,47,52
224,3,10:06.0,D. Sabonis makes 2-pt layup from 1 ft (assist by T. Young),,49,52
225,3,9:50.0,,C. McCollum makes 2-pt layup from 12 ft (assist by D. Lillard),49,54
226,3,9:40.0,V. Oladipo makes 2-pt layup from 2 ft,,51,54
227,3,9:40.0,,Violation by J. Nurkić (def goaltending),51,54
228,3,9:19.0,,J. Nurkić misses 2-pt jump shot from 11 ft,51,54
229,3,9:16.0,Defensive rebound by T. Young,,51,54
230,3,9:08.0,T. Young makes 2-pt layup from 2 ft,,53,54
231,3,8:55.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by C. McCollum),53,57
232,3,8:38.0,D. Sabonis misses 2-pt jump shot from 21 ft,,53,57
233,3,8:36.0,,Defensive rebound by A. Aminu,53,57
234,3,8:31.0,,E. Turner misses 2-pt jump shot from 12 ft,53,57
235,3,8:31.0,Defensive rebound by T. Young,,53,57
236,3,8:21.0,D. Sabonis makes 2-pt layup at rim (assist by V. Oladipo),,55,57
237,3,8:21.0,Shooting foul by A. Aminu (drawn by D. Sabonis),,55,57
238,3,8:21.0,D. Sabonis makes free throw 1 of 1,,56,57
239,3,8:06.0,,A. Aminu misses 3-pt jump shot from 26 ft,56,57
240,3,8:01.0,,Offensive rebound by J. Nurkić,56,57
241,3,8:01.0,,J. Nurkić makes 2-pt layup at rim,56,59
242,3,7:42.0,T. Young misses 2-pt jump shot from 17 ft,,56,59
243,3,7:39.0,,Defensive rebound by J. Nurkić,56,59
244,3,7:34.0,,Turnover by D. Lillard (bad pass; steal by T. Young),56,59
245,3,7:28.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,56,59
246,3,7:23.0,Offensive rebound by B. Bogdanović,,56,59
247,3,7:12.0,Turnover by D. Sabonis (traveling),,56,59
248,3,7:02.0,,C. McCollum misses 3-pt jump shot from 27 ft,56,59
249,3,6:59.0,Defensive rebound by B. Bogdanović,,56,59
250,3,6:48.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,59,59
251,3,6:27.0,,D. Lillard misses 3-pt jump shot from 25 ft,59,59
252,3,6:26.0,,Offensive rebound by Team,59,59
253,3,6:26.0,,Portland full timeout,59,59
254,3,6:09.0,,Turnover by J. Nurkić (out of bounds lost ball),59,59
255,3,5:58.0,V. Oladipo misses 2-pt jump shot from 19 ft,,59,59
256,3,5:55.0,,Defensive rebound by D. Lillard,59,59
257,3,5:47.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),59,62
258,3,5:33.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,59,62
259,3,5:30.0,,Defensive rebound by E. Turner,59,62
260,3,5:28.0,,Turnover by E. Turner (lost ball; steal by D. Collison),59,62
261,3,5:23.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by V. Oladipo),,61,62
262,3,4:58.0,,A. Aminu misses 2-pt hook shot from 6 ft,61,62
263,3,4:56.0,Defensive rebound by D. Sabonis,,61,62
264,3,4:45.0,V. Oladipo misses 3-pt jump shot from 25 ft,,61,62
265,3,4:41.0,Offensive rebound by T. Young,,61,62
266,3,4:40.0,D. Collison makes 3-pt jump shot from 23 ft (assist by T. Young),,64,62
267,3,4:13.0,,C. McCollum misses 3-pt jump shot from 26 ft,64,62
268,3,4:10.0,Defensive rebound by D. Sabonis,,64,62
269,3,3:59.0,D. Collison makes 2-pt jump shot from 14 ft,,66,62
270,3,3:34.0,,E. Turner misses 2-pt jump shot from 11 ft,66,62
271,3,3:32.0,Defensive rebound by T. Young,,66,62
272,3,3:28.0,V. Oladipo misses 2-pt jump shot from 13 ft,,66,62
273,3,3:28.0,,Defensive rebound by A. Aminu,66,62
274,3,3:15.0,,D. Lillard misses 2-pt layup from 3 ft,66,62
275,3,3:10.0,,Offensive rebound by J. Nurkić,66,62
276,3,3:10.0,,J. Nurkić makes 2-pt layup at rim,66,64
277,3,2:49.0,T. Young misses 2-pt jump shot from 16 ft,,66,64
278,3,2:46.0,Offensive rebound by D. Sabonis,,66,64
279,3,2:43.0,D. Collison makes 3-pt jump shot from 22 ft (assist by D. Sabonis),,69,64
280,3,2:26.0,,Away from play foul by T. Young (drawn by J. Nurkić),69,64
281,3,2:26.0,Indiana full timeout,,69,64
282,3,2:26.0,,Z. Collins enters the game for E. Turner,69,64
283,3,2:26.0,,S. Napier enters the game for C. McCollum,69,64
284,3,2:26.0,,E. Davis enters the game for A. Aminu,69,64
285,3,2:26.0,,P. Connaughton enters the game for J. Nurkić,69,64
286,3,2:26.0,C. Joseph enters the game for V. Oladipo,,69,64
287,3,2:26.0,A. Jefferson enters the game for T. Young,,69,64
288,3,2:26.0,T. Leaf enters the game for D. Sabonis,,69,64
289,3,2:15.0,,P. Connaughton misses 2-pt jump shot from 17 ft,69,64
290,3,2:11.0,,Offensive rebound by E. Davis,69,64
291,3,1:57.0,,E. Davis makes 2-pt layup from 1 ft (assist by S. Napier),69,66
292,3,1:40.0,D. Collison makes 3-pt jump shot from 25 ft (assist by C. Joseph),,72,66
293,3,1:22.0,,D. Lillard makes 2-pt layup from 1 ft,72,68
294,3,1:04.0,A. Jefferson makes 2-pt jump shot from 14 ft (assist by D. Collison),,74,68
295,3,0:46.0,,D. Lillard makes 3-pt jump shot from 26 ft,74,71
296,3,0:30.0,D. Collison misses 3-pt jump shot from 25 ft (block by Z. Collins),,74,71
297,3,0:28.0,Offensive rebound by T. Leaf,,74,71
298,3,0:26.0,T. Leaf misses 2-pt hook shot from 1 ft,,74,71
299,3,0:24.0,,Defensive rebound by D. Lillard,74,71
300,3,0:06.0,,D. Lillard misses 3-pt jump shot from 28 ft,74,71
301,3,0:02.0,Defensive rebound by A. Jefferson,,74,71
302,3,0:01.0,Turnover by A. Jefferson (bad pass; steal by S. Napier),,74,71
303,3,0:00.0,,S. Napier makes 3-pt jump shot from 23 ft,74,74
304,4,11:45.0,,S. Napier misses 2-pt jump shot from 19 ft,74,74
305,4,11:40.0,,Offensive rebound by Z. Collins,74,74
306,4,11:40.0,,Z. Collins makes 2-pt dunk at rim,74,76
307,4,11:24.0,A. Jefferson misses 2-pt hook shot from 8 ft,,74,76
308,4,11:22.0,,Defensive rebound by E. Davis,74,76
309,4,11:15.0,,Portland full timeout,74,76
310,4,11:15.0,,D. Lillard enters the game for C. McCollum,74,76
311,4,11:09.0,,S. Napier misses 2-pt layup from 2 ft (block by A. Jefferson),74,76
312,4,11:07.0,Defensive rebound by T. Leaf,,74,76
313,4,10:53.0,C. Joseph misses 3-pt jump shot from 22 ft,,74,76
314,4,10:51.0,,Defensive rebound by Z. Collins,74,76
315,4,10:41.0,,D. Lillard misses 2-pt jump shot from 8 ft,74,76
316,4,10:39.0,Defensive rebound by L. Stephenson,,74,76
317,4,10:25.0,T. Leaf misses 3-pt jump shot from 26 ft,,74,76
318,4,10:22.0,Offensive rebound by C. Joseph,,74,76
319,4,10:14.0,L. Stephenson misses 2-pt jump shot from 19 ft,,74,76
320,4,10:11.0,,Defensive rebound by S. Napier,74,76
321,4,9:55.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by D. Lillard),74,79
322,4,9:43.0,A. Jefferson misses 2-pt jump shot from 10 ft,,74,79
323,4,9:41.0,,Defensive rebound by Z. Collins,74,79
324,4,9:34.0,,D. Lillard makes 3-pt jump shot from 26 ft,74,82
325,4,9:33.0,Indiana full timeout,,74,82
326,4,9:33.0,,C. McCollum enters the game for P. Connaughton,74,82
327,4,9:33.0,V. Oladipo enters the game for J. Young,,74,82
328,4,9:33.0,T. Young enters the game for T. Leaf,,74,82
329,4,9:33.0,D. Sabonis enters the game for A. Jefferson,,74,82
330,4,9:21.0,Shooting foul by E. Davis (drawn by L. Stephenson),,74,82
331,4,9:21.0,L. Stephenson misses free throw 1 of 2,,74,82
332,4,9:21.0,Offensive rebound by Team,,74,82
333,4,9:21.0,L. Stephenson misses free throw 2 of 2,,74,82
334,4,9:17.0,Offensive rebound by D. Sabonis,,74,82
335,4,9:15.0,L. Stephenson misses 3-pt jump shot from 25 ft,,74,82
336,4,9:11.0,Offensive rebound by V. Oladipo,,74,82
337,4,9:08.0,V. Oladipo misses 3-pt jump shot from 25 ft,,74,82
338,4,9:05.0,,Defensive rebound by E. Davis,74,82
339,4,8:52.0,,D. Lillard misses 2-pt jump shot from 22 ft,74,82
340,4,8:49.0,Defensive rebound by V. Oladipo,,74,82
341,4,8:43.0,L. Stephenson misses 3-pt jump shot from 25 ft,,74,82
342,4,8:40.0,,Defensive rebound by E. Davis,74,82
343,4,8:33.0,,C. McCollum misses 2-pt jump shot from 9 ft,74,82
344,4,8:31.0,,Offensive rebound by E. Davis,74,82
345,4,8:18.0,,S. Napier misses 2-pt jump shot from 17 ft,74,82
346,4,8:15.0,Defensive rebound by C. Joseph,,74,82
347,4,8:00.0,D. Sabonis misses 2-pt layup from 1 ft,,74,82
348,4,7:54.0,Offensive rebound by T. Young,,74,82
349,4,7:54.0,T. Young makes 2-pt dunk at rim,,76,82
350,4,7:30.0,,S. Napier makes 2-pt jump shot from 13 ft,76,84
351,4,7:20.0,Turnover by V. Oladipo (lost ball; steal by C. McCollum),,76,84
352,4,7:20.0,,Turnover by D. Lillard (out of bounds lost ball),76,84
353,4,7:20.0,,J. Nurkić enters the game for E. Davis,76,84
354,4,7:20.0,,A. Aminu enters the game for Z. Collins,76,84
355,4,7:20.0,D. Collison enters the game for L. Stephenson,,76,84
356,4,7:11.0,Turnover by D. Sabonis (lost ball; steal by A. Aminu),,76,84
357,4,6:52.0,,A. Aminu misses 3-pt jump shot from 26 ft,76,84
358,4,6:48.0,Defensive rebound by T. Young,,76,84
359,4,6:41.0,V. Oladipo misses 2-pt jump shot from 17 ft,,76,84
360,4,6:39.0,,Defensive rebound by A. Aminu,76,84
361,4,6:29.0,,J. Nurkić misses 2-pt hook shot from 3 ft (block by V. Oladipo),76,84
362,4,6:26.0,Defensive rebound by T. Young,,76,84
363,4,6:18.0,T. Young misses 2-pt layup at rim,,76,84
364,4,6:17.0,Offensive rebound by T. Young,,76,84
365,4,6:17.0,T. Young misses 2-pt layup at rim,,76,84
366,4,6:17.0,,Defensive rebound by Team,76,84
367,4,6:02.0,,Shooting foul by D. Collison (drawn by D. Lillard),76,84
368,4,6:02.0,,D. Lillard makes free throw 1 of 3,76,85
369,4,6:02.0,,D. Lillard makes free throw 2 of 3,76,86
370,4,6:02.0,,D. Lillard makes free throw 3 of 3,76,87
371,4,5:42.0,D. Collison misses 2-pt jump shot from 20 ft,,76,87
372,4,5:39.0,,Defensive rebound by C. McCollum,76,87
373,4,5:20.0,,J. Nurkić misses 2-pt jump shot from 13 ft,76,87
374,4,5:18.0,,Offensive rebound by D. Lillard,76,87
375,4,5:18.0,,D. Lillard makes 2-pt dunk at rim,76,89
376,4,5:18.0,Indiana full timeout,,76,89
377,4,5:08.0,Shooting foul by C. McCollum (drawn by V. Oladipo),,76,89
378,4,5:08.0,V. Oladipo misses free throw 1 of 2,,76,89
379,4,5:08.0,Offensive rebound by Team,,76,89
380,4,5:08.0,V. Oladipo makes free throw 2 of 2,,77,89
381,4,4:52.0,,C. McCollum misses 3-pt jump shot from 27 ft,77,89
382,4,4:51.0,,Offensive rebound by Team,77,89
383,4,4:51.0,Loose ball foul by D. Sabonis (drawn by J. Nurkić),,77,89
384,4,4:43.0,,D. Lillard makes 2-pt jump shot from 10 ft,77,91
385,4,4:43.0,,Shooting foul by D. Sabonis (drawn by D. Lillard),77,91
