,QUARTER,TIME_REMAINING,CHICAGO_ACTION,HOUSTON_ACTION,CHICAGO_SCORE,HOUSTON_SCORE
386,4,4:55.0,Shooting foul by Z. Qi (drawn by D. Nwaba),,72,109
387,4,4:55.0,D. Nwaba makes free throw 1 of 2,,73,109
388,4,4:55.0,D. Nwaba makes free throw 2 of 2,,74,109
389,4,4:41.0,,G. Green misses 3-pt jump shot from 26 ft,74,109
390,4,4:40.0,Defensive rebound by Team,,74,109
391,4,4:31.0,S. Kilpatrick makes 2-pt jump shot from 10 ft (assist by N. Vonleh),,76,109
392,4,4:11.0,,T. Black makes 2-pt hook shot at rim (assist by J. Johnson),76,111
393,4,4:04.0,D. Nwaba misses 2-pt layup from 1 ft (block by Z. Qi),,76,111
394,4,4:01.0,,Defensive rebound by T. Black,76,111
395,4,3:49.0,,G. Green misses 3-pt jump shot from 24 ft,76,111
396,4,3:47.0,Defensive rebound by S. Kilpatrick,,76,111
397,4,3:46.0,Turnover by S. Kilpatrick (lost ball; steal by R. Hunter),,76,111
398,4,3:45.0,,Personal foul by D. Nwaba (drawn by R. Hunter),76,111
399,4,3:36.0,,R. Hunter misses 2-pt layup from 1 ft,76,111
400,4,3:34.0,Defensive rebound by D. Nwaba,,76,111
401,4,3:29.0,R. Arcidiacono misses 3-pt jump shot from 26 ft,,76,111
402,4,3:25.0,,Defensive rebound by G. Green,76,111
403,4,3:18.0,,T. Black makes 2-pt layup at rim (assist by G. Green),76,113
404,4,3:18.0,,Shooting foul by N. Vonleh (drawn by T. Black),76,113
405,4,3:18.0,,T. Black misses free throw 1 of 1,76,113
406,4,3:18.0,Defensive rebound by N. Vonleh,,76,113
407,4,3:04.0,D. Valentine makes 2-pt jump shot from 8 ft,,78,113
408,4,2:47.0,,J. Johnson makes 2-pt jump shot from 11 ft,78,115
409,4,2:32.0,D. Valentine misses 2-pt jump shot from 22 ft,,78,115
410,4,2:28.0,Offensive rebound by S. Kilpatrick,,78,115
411,4,2:22.0,S. Kilpatrick makes 2-pt layup from 1 ft (assist by N. Vonleh),,80,115
412,4,2:07.0,,J. Johnson makes 2-pt jump shot from 8 ft,80,117
413,4,1:56.0,D. Valentine misses 3-pt jump shot from 23 ft,,80,117
414,4,1:53.0,,Defensive rebound by T. Black,80,117
415,4,1:43.0,,Turnover by Z. Qi (lost ball; steal by D. Valentine),80,117
416,4,1:39.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by D. Valentine),,82,117
417,4,1:17.0,,J. Johnson misses 3-pt jump shot from 25 ft,82,117
418,4,1:14.0,Defensive rebound by N. Vonleh,,82,117
419,4,1:10.0,D. Valentine misses 3-pt jump shot from 23 ft,,82,117
420,4,1:07.0,,Defensive rebound by G. Green,82,117
421,4,0:57.0,,Shooting foul by D. Valentine (drawn by T. Black),82,117
422,4,0:57.0,Chicago full timeout,,82,117
423,4,0:57.0,,T. Black misses free throw 1 of 2,82,117
424,4,0:57.0,,Offensive rebound by Team,82,117
425,4,0:57.0,,T. Black makes free throw 2 of 2,82,118
426,4,0:46.0,D. Valentine makes 2-pt layup at rim (assist by R. Arcidiacono),,84,118
427,4,0:32.0,,Z. Qi misses 3-pt jump shot from 25 ft,84,118
428,4,0:29.0,Defensive rebound by D. Valentine,,84,118
429,4,0:23.0,S. Kilpatrick misses 2-pt layup from 1 ft,,84,118
430,4,0:22.0,Offensive rebound by N. Vonleh,,84,118
431,4,0:22.0,N. Vonleh misses 2-pt layup from 1 ft,,84,118
432,4,0:22.0,Offensive rebound by N. Vonleh,,84,118
433,4,0:22.0,N. Vonleh makes 2-pt layup from 1 ft,,86,118
434,4,0:22.0,Shooting foul by Z. Qi (drawn by N. Vonleh),,86,118
435,4,0:22.0,N. Vonleh misses free throw 1 of 1,,86,118
436,4,0:22.0,,Defensive rebound by G. Green,86,118
