,QUARTER,TIME_REMAINING,MIAMI_ACTION,HOUSTON_ACTION,MIAMI_SCORE,HOUSTON_SCORE
48,1,5:08.0,,E. Gordon misses 2-pt jump shot from 8 ft,24,12
49,1,5:04.0,,Offensive rebound by N. Hilário,24,12
50,1,5:04.0,,N. Hilário misses 2-pt layup at rim,24,12
51,1,5:03.0,Defensive rebound by H. Whiteside,,24,12
52,1,4:53.0,H. Whiteside misses 2-pt jump shot from 10 ft,,24,12
53,1,4:53.0,,Defensive rebound by N. Hilário,24,12
54,1,4:42.0,,J. Harden misses 2-pt jump shot from 5 ft,24,12
55,1,4:40.0,Defensive rebound by D. Jones,,24,12
56,1,4:32.0,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Jones),,26,12
57,1,4:22.0,,J. Harden makes 3-pt jump shot from 27 ft (assist by N. Hilário),26,15
58,1,4:12.0,Miami full timeout,,26,15
59,1,4:12.0,,L. Mbah a Moute enters the game for T. Ariza,26,15
60,1,4:12.0,J. Winslow enters the game for J. Richardson,,26,15
61,1,3:55.0,D. Jones misses 2-pt layup from 3 ft,,26,15
62,1,3:53.0,,Defensive rebound by L. Mbah a Moute,26,15
63,1,3:51.0,,Personal foul by J. Winslow (drawn by J. Harden),26,15
64,1,3:42.0,,J. Harden makes 2-pt layup from 2 ft (assist by N. Hilário),26,17
65,1,3:42.0,,Shooting foul by D. Jones (drawn by J. Harden),26,17
66,1,3:42.0,K. Olynyk enters the game for D. Jones,,26,17
67,1,3:42.0,D. Walton enters the game for J. Johnson,,26,17
68,1,3:42.0,,J. Harden makes free throw 1 of 1,26,18
69,1,3:19.0,Turnover by H. Whiteside (lost ball; steal by P. Tucker),,26,18
70,1,3:14.0,,J. Harden makes 3-pt jump shot from 27 ft,26,21
71,1,2:53.0,Turnover by K. Olynyk (lost ball; steal by J. Harden),,26,21
72,1,2:43.0,,Turnover by J. Harden (bad pass; steal by K. Olynyk),26,21
73,1,2:39.0,K. Olynyk makes 2-pt layup from 2 ft,,28,21
74,1,2:25.0,,E. Gordon misses 3-pt jump shot from 27 ft,28,21
75,1,2:25.0,Defensive rebound by J. Winslow,,28,21
76,1,2:11.0,Personal foul by J. Harden (drawn by W. Ellington),,28,21
77,1,2:11.0,,C. Paul enters the game for J. Harden,28,21
78,1,2:11.0,J. Richardson enters the game for W. Ellington,,28,21
79,1,2:11.0,B. Adebayo enters the game for H. Whiteside,,28,21
80,1,1:59.0,K. Olynyk makes 2-pt layup from 2 ft,,30,21
81,1,1:47.0,,E. Gordon makes 2-pt hook shot from 8 ft,30,23
82,1,1:22.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by D. Walton),,33,23
83,1,1:10.0,,L. Mbah a Moute misses 2-pt layup from 3 ft,33,23
84,1,1:08.0,Defensive rebound by B. Adebayo,,33,23
85,1,0:49.0,J. Richardson misses 2-pt jump shot from 21 ft,,33,23
86,1,0:47.0,,Defensive rebound by C. Paul,33,23
87,1,0:42.0,,Houston full timeout,33,23
88,1,0:42.0,,C. Capela enters the game for N. Hilário,33,23
89,1,0:37.0,,C. Paul misses 2-pt jump shot from 11 ft,33,23
90,1,0:33.0,,Offensive rebound by Team,33,23
91,1,0:30.0,,Personal foul by J. Richardson (drawn by E. Gordon),33,23
92,1,0:30.0,,E. Gordon makes free throw 1 of 2,33,24
93,1,0:30.0,W. Ellington enters the game for J. Richardson,,33,24
94,1,0:30.0,,E. Gordon makes free throw 2 of 2,33,25
95,1,0:17.0,D. Walton misses 3-pt jump shot from 24 ft,,33,25
96,1,0:13.0,,Defensive rebound by P. Tucker,33,25
97,1,0:02.0,,Turnover by C. Paul (bad pass),33,25
98,2,11:49.0,,E. Gordon makes 2-pt jump shot from 6 ft,33,27
99,2,11:27.0,W. Ellington misses 3-pt jump shot from 24 ft,,33,27
100,2,11:25.0,,Defensive rebound by C. Paul,33,27
101,2,11:10.0,,L. Mbah a Moute makes 2-pt layup from 3 ft (assist by C. Capela),33,29
102,2,10:59.0,Shooting foul by E. Gordon (drawn by W. Ellington),,33,29
103,2,10:59.0,W. Ellington makes free throw 1 of 3,,34,29
104,2,10:59.0,W. Ellington misses free throw 2 of 3,,34,29
105,2,10:59.0,Offensive rebound by Team,,34,29
106,2,10:59.0,W. Ellington makes free throw 3 of 3,,35,29
107,2,10:48.0,,R. Anderson misses 3-pt jump shot from 29 ft,35,29
108,2,10:45.0,Defensive rebound by W. Ellington,,35,29
109,2,10:38.0,Personal foul by E. Gordon (drawn by K. Olynyk),,35,29
110,2,10:26.0,K. Olynyk misses 3-pt jump shot from 26 ft,,35,29
111,2,10:23.0,,Defensive rebound by L. Mbah a Moute,35,29
112,2,10:18.0,,E. Gordon misses 3-pt jump shot from 25 ft,35,29
113,2,10:15.0,Defensive rebound by W. Ellington,,35,29
114,2,10:03.0,Turnover by K. Olynyk (turnover),,35,29
115,2,9:56.0,,Shooting foul by B. Adebayo (drawn by C. Capela),35,29
116,2,9:56.0,Technical foul by K. Olynyk,,35,29
117,2,9:56.0,,C. Paul makes technical free throw,35,30
118,2,9:56.0,,C. Capela misses free throw 1 of 2,35,30
119,2,9:56.0,,Offensive rebound by Team,35,30
120,2,9:56.0,,J. Harden enters the game for E. Gordon,35,30
121,2,9:56.0,,C. Capela misses free throw 2 of 2,35,30
122,2,9:56.0,Defensive rebound by K. Olynyk,,35,30
123,2,9:33.0,B. Adebayo misses 2-pt layup from 3 ft,,35,30
124,2,9:31.0,,Defensive rebound by C. Capela,35,30
125,2,9:18.0,,J. Harden misses 3-pt jump shot from 27 ft,35,30
126,2,9:12.0,Defensive rebound by D. Walton,,35,30
127,2,9:08.0,J. Winslow misses 3-pt jump shot from 25 ft,,35,30
128,2,9:06.0,,Defensive rebound by C. Paul,35,30
129,2,9:01.0,,Personal foul by J. Winslow (drawn by C. Capela),35,30
130,2,9:01.0,,T. Ariza enters the game for C. Capela,35,30
131,2,9:01.0,J. Richardson enters the game for W. Ellington,,35,30
132,2,8:49.0,,Turnover by C. Paul (lost ball; steal by D. Walton),35,30
133,2,8:45.0,B. Adebayo makes 2-pt dunk at rim,,37,30
134,2,8:20.0,,J. Harden misses 3-pt jump shot from 24 ft,37,30
135,2,8:17.0,Defensive rebound by D. Walton,,37,30
136,2,7:55.0,Turnover by Team (shot clock),,37,30
137,2,7:41.0,,Offensive foul by L. Mbah a Moute (drawn by D. Walton),37,30
138,2,7:41.0,,Turnover by L. Mbah a Moute (offensive foul),37,30
139,2,7:41.0,,P. Tucker enters the game for L. Mbah a Moute,37,30
140,2,7:17.0,D. Walton misses 3-pt jump shot from 27 ft,,37,30
141,2,7:17.0,Offensive rebound by Team,,37,30
142,2,7:17.0,Turnover by Team (shot clock),,37,30
143,2,7:00.0,,J. Harden misses 3-pt jump shot from 27 ft,37,30
144,2,6:59.0,Defensive rebound by Team,,37,30
145,2,6:59.0,,Houston full timeout,37,30
146,2,6:59.0,J. Johnson enters the game for K. Olynyk,,37,30
147,2,6:59.0,H. Whiteside enters the game for B. Adebayo,,37,30
148,2,6:43.0,J. Richardson misses 2-pt layup from 5 ft (block by J. Harden),,37,30
149,2,6:43.0,Offensive rebound by Team,,37,30
150,2,6:37.0,D. Walton makes 3-pt jump shot from 27 ft,,40,30
151,2,6:18.0,,R. Anderson makes 3-pt jump shot from 29 ft (assist by C. Paul),40,33
152,2,6:02.0,J. Richardson makes 2-pt jump shot from 19 ft (assist by J. Johnson),,42,33
153,2,5:42.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by C. Paul),42,36
154,2,5:24.0,J. Johnson misses 2-pt layup from 1 ft,,42,36
155,2,5:19.0,,Defensive rebound by C. Paul,42,36
156,2,5:05.0,,C. Paul misses 3-pt jump shot from 27 ft,42,36
157,2,5:02.0,Defensive rebound by J. Winslow,,42,36
158,2,4:52.0,Turnover by H. Whiteside (bad pass; steal by J. Harden),,42,36
159,2,4:45.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),42,39
160,2,4:44.0,Miami full timeout,,42,39
161,2,4:44.0,,E. Gordon enters the game for C. Paul,42,39
162,2,4:44.0,W. Ellington enters the game for D. Walton,,42,39
163,2,4:33.0,Personal foul by T. Ariza (drawn by J. Johnson),,42,39
164,2,4:26.0,W. Ellington misses 3-pt jump shot from 26 ft,,42,39
165,2,4:23.0,,Defensive rebound by E. Gordon,42,39
166,2,4:16.0,,T. Ariza misses 3-pt jump shot from 23 ft,42,39
167,2,4:14.0,Defensive rebound by Team,,42,39
168,2,4:14.0,,Loose ball foul by R. Anderson (drawn by H. Whiteside),42,39
169,2,4:02.0,Offensive foul by H. Whiteside (drawn by J. Harden),,42,39
170,2,4:02.0,Turnover by H. Whiteside (offensive foul),,42,39
171,2,3:48.0,,Turnover by J. Harden (bad pass),42,39
172,2,3:42.0,J. Johnson makes 2-pt dunk from 1 ft,,44,39
173,2,3:28.0,,J. Harden makes 2-pt layup from 3 ft,44,41
174,2,3:01.0,J. Johnson misses 2-pt jump shot from 9 ft,,44,41
175,2,2:57.0,,Defensive rebound by J. Harden,44,41
176,2,2:54.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),44,44
177,2,2:39.0,J. Johnson misses 3-pt jump shot from 26 ft,,44,44
178,2,2:36.0,,Defensive rebound by R. Anderson,44,44
179,2,2:29.0,,R. Anderson misses 3-pt jump shot from 27 ft,44,44
180,2,2:25.0,Defensive rebound by J. Johnson,,44,44
181,2,2:15.0,J. Johnson makes 2-pt layup from 3 ft,,46,44
182,2,1:56.0,,J. Harden misses 2-pt layup from 4 ft,46,44
183,2,1:52.0,Defensive rebound by H. Whiteside,,46,44
184,2,1:47.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Winslow),,48,44
185,2,1:31.0,,E. Gordon misses 2-pt jump shot from 22 ft,48,44
186,2,1:31.0,Defensive rebound by Team,,48,44
187,2,1:31.0,,L. Mbah a Moute enters the game for P. Tucker,48,44
188,2,1:31.0,,C. Paul enters the game for J. Harden,48,44
189,2,1:31.0,D. Jones enters the game for J. Richardson,,48,44
190,2,1:17.0,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Johnson),,50,44
191,2,1:03.0,,E. Gordon makes 2-pt layup from 3 ft,50,46
192,2,0:44.0,J. Johnson misses 2-pt layup from 4 ft,,50,46
193,2,0:40.0,Offensive rebound by H. Whiteside,,50,46
194,2,0:37.0,W. Ellington misses 3-pt jump shot from 26 ft,,50,46
195,2,0:34.0,Offensive rebound by D. Jones,,50,46
196,2,0:33.0,D. Jones misses 2-pt layup from 2 ft,,50,46
197,2,0:29.0,Offensive rebound by J. Winslow,,50,46
198,2,0:17.0,H. Whiteside misses 2-pt layup from 2 ft,,50,46
199,2,0:14.0,Offensive rebound by J. Johnson,,50,46
200,2,0:00.0,J. Johnson misses 2-pt jump shot from 11 ft,,50,46
201,2,0:00.0,Offensive rebound by Team,,50,46
202,3,11:48.0,,J. Harden misses 2-pt jump shot from 22 ft,50,46
203,3,11:45.0,Defensive rebound by W. Ellington,,50,46
204,3,11:32.0,D. Jones makes 2-pt jump shot from 6 ft,,52,46
205,3,11:09.0,,Personal foul by J. Johnson (drawn by C. Paul),52,46
206,3,10:54.0,,R. Anderson misses 3-pt jump shot from 30 ft,52,46
207,3,10:51.0,Defensive rebound by H. Whiteside,,52,46
208,3,10:42.0,Turnover by H. Whiteside (lost ball; steal by C. Capela),,52,46
209,3,10:36.0,,J. Harden makes 2-pt layup from 2 ft,52,48
210,3,10:15.0,W. Ellington misses 3-pt jump shot from 27 ft,,52,48
211,3,10:11.0,,Defensive rebound by T. Ariza,52,48
212,3,9:56.0,,C. Capela makes 2-pt layup from 2 ft (assist by C. Paul),52,50
213,3,9:56.0,,Shooting foul by J. Johnson (drawn by C. Capela),52,50
214,3,9:56.0,,C. Capela misses free throw 1 of 1,52,50
215,3,9:53.0,,Offensive rebound by T. Ariza,52,50
216,3,9:43.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),52,52
217,3,9:27.0,Personal foul by C. Capela (drawn by H. Whiteside),,52,52
218,3,9:20.0,H. Whiteside misses 2-pt hook shot from 8 ft,,52,52
219,3,9:16.0,Offensive rebound by H. Whiteside,,52,52
220,3,9:11.0,J. Richardson makes 3-pt jump shot from 27 ft,,55,52
221,3,9:05.0,,C. Paul misses 3-pt jump shot from 25 ft,55,52
222,3,9:02.0,Defensive rebound by H. Whiteside,,55,52
223,3,8:47.0,J. Richardson misses 2-pt jump shot from 22 ft,,55,52
224,3,8:43.0,,Defensive rebound by C. Paul,55,52
225,3,8:34.0,,J. Harden makes 3-pt jump shot from 26 ft,55,55
226,3,8:18.0,Turnover by J. Richardson (bad pass; steal by C. Paul),,55,55
227,3,8:17.0,,Personal foul by H. Whiteside (drawn by C. Paul),55,55
228,3,8:11.0,Offensive charge foul by R. Anderson (drawn by D. Jones),,55,55
229,3,8:11.0,,Turnover by R. Anderson (offensive foul),55,55
230,3,7:59.0,Turnover by J. Johnson (out of bounds lost ball),,55,55
231,3,7:50.0,,C. Paul makes 2-pt jump shot from 11 ft,55,57
232,3,7:28.0,J. Richardson makes 2-pt layup from 3 ft,,57,57
233,3,7:17.0,,C. Paul misses 2-pt jump shot from 9 ft,57,57
234,3,7:13.0,Defensive rebound by J. Johnson,,57,57
235,3,7:08.0,J. Richardson misses 3-pt jump shot from 27 ft,,57,57
236,3,7:05.0,,Defensive rebound by J. Harden,57,57
237,3,6:59.0,,J. Harden misses 3-pt jump shot from 25 ft,57,57
238,3,6:57.0,,Offensive rebound by C. Capela,57,57
239,3,6:55.0,,C. Capela misses 2-pt layup from 2 ft,57,57
240,3,6:55.0,Defensive rebound by H. Whiteside,,57,57
241,3,6:52.0,Turnover by J. Johnson (turnover),,57,57
242,3,6:52.0,Loose ball foul by J. Johnson (drawn by J. Harden),,57,57
243,3,6:52.0,,Houston full timeout,57,57
244,3,6:52.0,,E. Gordon enters the game for T. Ariza,57,57
245,3,6:52.0,,L. Mbah a Moute enters the game for C. Paul,57,57
246,3,6:52.0,,N. Hilário enters the game for R. Anderson,57,57
247,3,6:52.0,,P. Tucker enters the game for C. Capela,57,57
248,3,6:32.0,,J. Harden misses 3-pt jump shot from 25 ft,57,57
249,3,6:28.0,Defensive rebound by H. Whiteside,,57,57
250,3,6:09.0,J. Johnson misses 3-pt jump shot from 25 ft,,57,57
251,3,6:09.0,Offensive rebound by D. Jones,,57,57
252,3,6:04.0,W. Ellington misses 3-pt jump shot from 26 ft,,57,57
253,3,6:04.0,,Defensive rebound by E. Gordon,57,57
254,3,5:55.0,,J. Harden misses 3-pt jump shot from 25 ft,57,57
255,3,5:55.0,,Offensive rebound by N. Hilário,57,57
256,3,5:45.0,,Turnover by L. Mbah a Moute (bad pass; steal by D. Jones),57,57
257,3,5:39.0,J. Richardson misses 2-pt jump shot from 18 ft,,57,57
258,3,5:29.0,,Defensive rebound by N. Hilário,57,57
259,3,5:26.0,,E. Gordon misses 3-pt jump shot from 26 ft,57,57
260,3,5:23.0,Defensive rebound by H. Whiteside,,57,57
261,3,5:10.0,Turnover by H. Whiteside (turnover),,57,57
262,3,5:10.0,J. Winslow enters the game for J. Richardson,,57,57
263,3,5:02.0,,Shooting foul by H. Whiteside (drawn by N. Hilário),57,57
264,3,5:02.0,,N. Hilário makes free throw 1 of 2,57,58
265,3,5:02.0,,N. Hilário makes free throw 2 of 2,57,59
266,3,4:41.0,H. Whiteside makes 2-pt hook shot from 7 ft,,59,59
267,3,4:29.0,,J. Harden misses 2-pt hook shot from 7 ft,59,59
268,3,4:27.0,,Offensive rebound by N. Hilário,59,59
269,3,4:24.0,,J. Harden makes 3-pt jump shot from 23 ft (assist by N. Hilário),59,62
270,3,4:03.0,J. Winslow makes 2-pt layup from 3 ft,,61,62
271,3,4:03.0,Shooting foul by N. Hilário (drawn by J. Winslow),,61,62
272,3,4:03.0,K. Olynyk enters the game for J. Johnson,,61,62
273,3,4:03.0,J. Winslow misses free throw 1 of 1,,61,62
274,3,4:00.0,,Defensive rebound by P. Tucker,61,62
275,3,3:56.0,,J. Harden misses 3-pt jump shot from 28 ft,61,62
276,3,3:55.0,Defensive rebound by Team,,61,62
277,3,3:43.0,K. Olynyk misses 3-pt jump shot from 27 ft,,61,62
278,3,3:43.0,,Defensive rebound by Team,61,62
279,3,3:21.0,,Personal block foul by H. Whiteside (drawn by N. Hilário),61,62
280,3,3:21.0,,N. Hilário misses free throw 1 of 2,61,62
281,3,3:21.0,,Offensive rebound by Team,61,62
282,3,3:21.0,B. Adebayo enters the game for H. Whiteside,,61,62
283,3,3:21.0,,N. Hilário misses free throw 2 of 2,61,62
284,3,3:18.0,Defensive rebound by J. Winslow,,61,62
285,3,3:10.0,K. Olynyk misses 3-pt jump shot from 26 ft,,61,62
286,3,3:07.0,,Defensive rebound by L. Mbah a Moute,61,62
287,3,3:01.0,,J. Harden misses 2-pt layup from 4 ft (block by D. Jones),61,62
288,3,3:01.0,,Offensive rebound by Team,61,62
289,3,3:01.0,,C. Paul enters the game for J. Harden,61,62
290,3,3:01.0,,C. Capela enters the game for N. Hilário,61,62
291,3,2:55.0,,C. Paul misses 2-pt jump shot from 15 ft,61,62
292,3,2:52.0,Defensive rebound by K. Olynyk,,61,62
293,3,2:38.0,K. Olynyk misses 2-pt layup from 8 ft (block by L. Mbah a Moute),,61,62
294,3,2:36.0,,Defensive rebound by L. Mbah a Moute,61,62
295,3,2:26.0,,E. Gordon misses 3-pt jump shot from 27 ft,61,62
296,3,2:22.0,Defensive rebound by B. Adebayo,,61,62
297,3,2:18.0,Miami full timeout,,61,62
298,3,2:03.0,J. Winslow misses 2-pt layup from 7 ft,,61,62
299,3,2:01.0,Offensive rebound by B. Adebayo,,61,62
300,3,2:01.0,Personal foul by C. Capela (drawn by B. Adebayo),,61,62
301,3,1:49.0,J. Winslow makes 2-pt layup from 3 ft (assist by K. Olynyk),,63,62
302,3,1:32.0,,E. Gordon makes 2-pt layup from 2 ft,63,64
303,3,1:28.0,Turnover by D. Jones (bad pass; steal by C. Paul),,63,64
304,3,1:20.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Gordon),63,67
305,3,0:59.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,66,67
306,3,0:51.0,,Personal foul by D. Jones (drawn by E. Gordon),66,67
307,3,0:51.0,,E. Gordon makes free throw 1 of 2,66,68
308,3,0:51.0,J. Richardson enters the game for D. Jones,,66,68
309,3,0:51.0,,E. Gordon makes free throw 2 of 2,66,69
310,3,0:35.0,W. Ellington makes 2-pt jump shot from 20 ft (assist by B. Adebayo),,68,69
311,3,0:30.0,,C. Paul makes 2-pt jump shot from 16 ft,68,71
312,3,0:07.0,J. Richardson misses 3-pt jump shot from 25 ft,,68,71
313,3,0:02.0,,Defensive rebound by P. Tucker,68,71
314,3,0:00.0,,C. Paul misses 2-pt layup from 2 ft (block by J. Richardson),68,71
315,3,0:00.0,,Offensive rebound by Team,68,71
316,4,11:53.0,B. Adebayo makes 2-pt layup from 4 ft (assist by J. Winslow),,70,71
317,4,11:41.0,,Turnover by E. Gordon (traveling),70,71
318,4,11:23.0,J. Richardson makes 3-pt jump shot from 26 ft,,73,71
319,4,11:05.0,,E. Gordon makes 2-pt jump shot from 9 ft,73,73
320,4,10:50.0,J. Richardson misses 2-pt jump shot from 20 ft,,73,73
321,4,10:47.0,,Defensive rebound by C. Capela,73,73
322,4,10:34.0,,C. Paul makes 3-pt jump shot from 26 ft,73,76
323,4,10:18.0,K. Olynyk makes 2-pt jump shot from 5 ft (assist by J. Winslow),,75,76
324,4,9:58.0,,E. Gordon misses 3-pt jump shot from 27 ft,75,76
325,4,9:53.0,Defensive rebound by B. Adebayo,,75,76
326,4,9:51.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Winslow),,77,76
327,4,9:29.0,,E. Gordon makes 2-pt layup from 1 ft (assist by R. Anderson),77,78
328,4,9:12.0,K. Olynyk makes 2-pt layup from 1 ft,,79,78
329,4,8:55.0,,E. Gordon misses 3-pt jump shot from 23 ft,79,78
330,4,8:53.0,Defensive rebound by W. Ellington,,79,78
331,4,8:34.0,Turnover by K. Olynyk (bad pass),,79,78
332,4,8:34.0,,P. Tucker enters the game for C. Capela,79,78
333,4,8:34.0,D. Jones enters the game for W. Ellington,,79,78
334,4,8:17.0,,C. Paul makes 3-pt jump shot from 26 ft,79,81
335,4,7:54.0,Turnover by J. Richardson (lost ball; steal by T. Ariza),,79,81
336,4,7:49.0,,P. Tucker misses 3-pt jump shot from 24 ft,79,81
337,4,7:44.0,Defensive rebound by J. Richardson,,79,81
338,4,7:36.0,Miami full timeout,,79,81
339,4,7:36.0,,J. Harden enters the game for E. Gordon,79,81
340,4,7:25.0,J. Richardson makes 2-pt jump shot from 22 ft,,81,81
341,4,7:09.0,,Turnover by J. Harden (bad pass; steal by J. Richardson),81,81
342,4,7:09.0,Personal foul by R. Anderson (drawn by J. Richardson),,81,81
343,4,6:58.0,K. Olynyk misses 3-pt jump shot from 27 ft,,81,81
344,4,6:55.0,,Defensive rebound by R. Anderson,81,81
345,4,6:55.0,,Turnover by J. Harden (out of bounds lost ball),81,81
346,4,6:37.0,Shooting foul by P. Tucker (drawn by K. Olynyk),,81,81
347,4,6:37.0,K. Olynyk makes free throw 1 of 3,,82,81
348,4,6:37.0,K. Olynyk makes free throw 2 of 2,,83,81
349,4,6:26.0,,R. Anderson misses 2-pt jump shot from 11 ft,83,81
350,4,6:22.0,Defensive rebound by B. Adebayo,,83,81
351,4,6:09.0,J. Winslow misses 3-pt jump shot from 23 ft,,83,81
352,4,6:03.0,,Defensive rebound by T. Ariza,83,81
353,4,5:55.0,,C. Paul misses 2-pt layup from 3 ft,83,81
354,4,5:52.0,,Offensive rebound by C. Paul,83,81
355,4,5:49.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by J. Harden),83,84
356,4,5:31.0,Shooting foul by P. Tucker (drawn by B. Adebayo),,83,84
357,4,5:31.0,B. Adebayo misses free throw 1 of 2,,83,84
358,4,5:31.0,Offensive rebound by Team,,83,84
359,4,5:31.0,,C. Capela enters the game for T. Ariza,83,84
360,4,5:31.0,,L. Mbah a Moute enters the game for R. Anderson,83,84
361,4,5:31.0,W. Ellington enters the game for K. Olynyk,,83,84
362,4,5:31.0,J. Johnson enters the game for J. Winslow,,83,84
363,4,5:31.0,B. Adebayo makes free throw 2 of 2,,84,84
364,4,5:17.0,,C. Capela makes 2-pt dunk at rim (assist by C. Paul),84,86
365,4,5:15.0,Miami full timeout,,84,86
366,4,5:15.0,,E. Gordon enters the game for C. Paul,84,86
367,4,5:15.0,H. Whiteside enters the game for B. Adebayo,,84,86
368,4,5:02.0,H. Whiteside misses 2-pt hook shot from 6 ft,,84,86
369,4,4:57.0,Offensive rebound by D. Jones,,84,86
370,4,4:46.0,H. Whiteside makes 2-pt hook shot from 8 ft,,86,86
371,4,4:25.0,,P. Tucker misses 2-pt layup from 5 ft,86,86
372,4,4:23.0,,Offensive rebound by C. Capela,86,86
373,4,4:23.0,,C. Capela makes 2-pt layup at rim,86,88
374,4,4:09.0,J. Johnson makes 2-pt layup from 2 ft,,88,88
375,4,4:09.0,,Houston full timeout,88,88
376,4,4:09.0,,C. Paul enters the game for P. Tucker,88,88
377,4,3:47.0,,J. Harden misses 2-pt layup from 7 ft,88,88
378,4,3:43.0,Defensive rebound by J. Richardson,,88,88
379,4,3:33.0,W. Ellington misses 3-pt jump shot from 31 ft,,88,88
380,4,3:31.0,,Defensive rebound by Team,88,88
381,4,3:06.0,,J. Harden makes 3-pt jump shot from 29 ft (assist by C. Paul),88,91
382,4,2:48.0,J. Johnson makes 2-pt layup from 3 ft,,90,91
383,4,2:25.0,,J. Harden makes 2-pt jump shot from 13 ft,90,93
384,4,2:04.0,Turnover by H. Whiteside (lost ball; steal by C. Paul),,90,93
385,4,2:04.0,Loose ball foul by H. Whiteside (drawn by C. Paul),,90,93
