,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ATLANTA_ACTION,PORTLAND_SCORE,ATLANTA_SCORE
379,4,5:55.0,E. Turner makes 2-pt layup at rim,,79,89
380,4,5:38.0,,K. Bazemore misses 3-pt jump shot from 25 ft,79,89
381,4,5:35.0,,Offensive rebound by J. Collins,79,89
382,4,5:27.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by M. Delaney),79,92
383,4,5:06.0,Shooting foul by D. Schröder (drawn by C. McCollum),,79,92
384,4,5:06.0,C. McCollum misses free throw 1 of 3,,79,92
385,4,5:06.0,Offensive rebound by Team,,79,92
386,4,5:06.0,C. McCollum makes free throw 2 of 3,,80,92
387,4,5:06.0,,T. Cavanaugh enters the game for M. Delaney,80,92
388,4,5:06.0,,T. Prince enters the game for J. Collins,80,92
389,4,5:06.0,C. McCollum misses free throw 3 of 3,,80,92
390,4,5:00.0,,Defensive rebound by E. İlyasova,80,92
391,4,4:51.0,,D. Schröder makes 2-pt layup from 1 ft (assist by K. Bazemore),80,94
392,4,4:51.0,,Shooting foul by A. Aminu (drawn by D. Schröder),80,94
393,4,4:51.0,S. Napier enters the game for P. Connaughton,,80,94
394,4,4:51.0,,D. Schröder makes free throw 1 of 1,80,95
395,4,4:38.0,S. Napier makes 2-pt layup from 1 ft (assist by J. Nurkić),,82,95
396,4,4:38.0,Shooting foul by K. Bazemore (drawn by S. Napier),,82,95
397,4,4:38.0,S. Napier makes free throw 1 of 1,,83,95
398,4,4:18.0,,D. Schröder makes 2-pt layup from 1 ft,83,97
399,4,4:07.0,A. Aminu misses 3-pt jump shot from 25 ft,,83,97
400,4,4:04.0,,Defensive rebound by T. Prince,83,97
401,4,3:54.0,,D. Schröder makes 2-pt layup from 1 ft,83,99
402,4,3:42.0,S. Napier misses 2-pt layup from 1 ft (block by E. İlyasova),,83,99
403,4,3:39.0,,Defensive rebound by T. Prince,83,99
404,4,3:33.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by D. Schröder),83,101
405,4,3:32.0,Portland full timeout,,83,101
406,4,3:32.0,P. Connaughton enters the game for E. Turner,,83,101
407,4,3:32.0,J. Layman enters the game for C. McCollum,,83,101
408,4,3:32.0,N. Vonleh enters the game for A. Aminu,,83,101
409,4,3:32.0,Z. Collins enters the game for J. Nurkić,,83,101
410,4,3:14.0,Turnover by P. Connaughton (bad pass; steal by K. Bazemore),,83,101
411,4,2:57.0,,E. İlyasova misses 2-pt jump shot from 21 ft,83,101
412,4,2:54.0,Defensive rebound by S. Napier,,83,101
413,4,2:48.0,S. Napier makes 2-pt jump shot from 16 ft,,85,101
414,4,2:27.0,,D. Schröder misses 2-pt layup at rim,85,101
415,4,2:24.0,Defensive rebound by N. Vonleh,,85,101
416,4,2:03.0,S. Napier misses 2-pt layup at rim (block by K. Bazemore),,85,101
417,4,1:59.0,,Defensive rebound by E. İlyasova,85,101
418,4,1:48.0,,T. Cavanaugh makes 3-pt jump shot from 24 ft (assist by T. Prince),85,104
419,4,1:42.0,Personal take foul by K. Bazemore (drawn by P. Connaughton),,85,104
420,4,1:42.0,P. Connaughton makes free throw 1 of 2,,86,104
421,4,1:42.0,,T. Dorsey enters the game for E. İlyasova,86,104
422,4,1:42.0,,M. Delaney enters the game for T. Prince,86,104
423,4,1:42.0,,J. Collins enters the game for D. Schröder,86,104
424,4,1:42.0,,I. Taylor enters the game for K. Bazemore,86,104
425,4,1:42.0,P. Connaughton makes free throw 2 of 2,,87,104
426,4,1:33.0,,T. Dorsey misses 2-pt layup from 1 ft,87,104
427,4,1:28.0,Defensive rebound by S. Napier,,87,104
428,4,1:21.0,Z. Collins misses 2-pt jump shot from 16 ft,,87,104
429,4,1:19.0,,Defensive rebound by I. Taylor,87,104
430,4,1:03.0,,I. Taylor misses 2-pt jump shot from 13 ft,87,104
431,4,0:58.0,,Offensive rebound by I. Taylor,87,104
432,4,0:47.0,,T. Dorsey misses 3-pt jump shot from 25 ft,87,104
433,4,0:44.0,Defensive rebound by S. Napier,,87,104
434,4,0:39.0,N. Vonleh makes 2-pt dunk from 1 ft (assist by S. Napier),,89,104
435,4,0:25.0,,M. Delaney misses 2-pt jump shot from 21 ft,89,104
436,4,0:20.0,,Offensive rebound by J. Collins,89,104
