,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MINNESOTA_ACTION,BROOKLYN_SCORE,MINNESOTA_SCORE
383,4,5:39.0,Offensive rebound by J. Harris,,79,98
384,4,5:39.0,J. Harris misses 2-pt layup from 3 ft (block by T. Gibson),,79,98
385,4,5:39.0,Offensive rebound by J. Allen,,79,98
386,4,5:32.0,J. Allen makes 2-pt jump shot from 5 ft,,81,98
387,4,5:16.0,,Turnover by K. Towns (bad pass; steal by J. Harris),81,98
388,4,5:13.0,Personal foul by J. Butler (drawn by J. Harris),,81,98
389,4,5:13.0,,A. Wiggins enters the game for J. Crawford,81,98
390,4,5:13.0,J. Webb enters the game for D. Carroll,,81,98
391,4,5:08.0,I. Whitehead misses 2-pt jump shot from 10 ft (block by K. Towns),,81,98
392,4,5:06.0,Offensive rebound by I. Whitehead,,81,98
393,4,5:04.0,J. Allen makes 2-pt dunk from 1 ft (assist by I. Whitehead),,83,98
394,4,4:46.0,,A. Wiggins misses 3-pt jump shot from 25 ft,83,98
395,4,4:46.0,Defensive rebound by J. Harris,,83,98
396,4,4:38.0,J. Webb misses 2-pt jump shot from 4 ft,,83,98
397,4,4:38.0,Offensive rebound by J. Allen,,83,98
398,4,4:33.0,J. Allen makes 2-pt layup at rim,,85,98
399,4,4:17.0,,Shooting foul by J. Harris (drawn by J. Butler),85,98
400,4,4:17.0,,J. Butler makes free throw 1 of 3,85,99
401,4,4:17.0,,J. Butler makes free throw 2 of 3,85,100
402,4,4:17.0,J. Okafor enters the game for J. Allen,,85,100
403,4,4:17.0,,J. Butler makes free throw 3 of 3,85,101
404,4,4:01.0,I. Whitehead makes 3-pt jump shot from 25 ft (assist by J. Webb),,88,101
405,4,3:41.0,,K. Towns misses 3-pt jump shot from 24 ft,88,101
406,4,3:36.0,Defensive rebound by I. Whitehead,,88,101
407,4,3:34.0,J. Okafor makes 2-pt layup at rim (assist by I. Whitehead),,90,101
408,4,3:27.0,,Minnesota full timeout,90,101
409,4,3:18.0,,J. Butler misses 2-pt jump shot from 21 ft,90,101
410,4,3:18.0,Defensive rebound by I. Whitehead,,90,101
411,4,3:09.0,J. Okafor makes 2-pt jump shot from 6 ft (assist by N. Stauskas),,92,101
412,4,2:51.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by T. Jones),92,103
413,4,2:32.0,I. Whitehead makes 3-pt jump shot from 25 ft,,95,103
414,4,2:08.0,,A. Wiggins makes 2-pt hook shot from 4 ft (assist by T. Jones),95,105
415,4,1:52.0,J. Okafor makes 2-pt jump shot from 5 ft,,97,105
416,4,1:36.0,,T. Jones misses 3-pt jump shot from 24 ft,97,105
417,4,1:33.0,,Offensive rebound by K. Towns,97,105
418,4,1:19.0,,Shooting foul by J. Harris (drawn by J. Butler),97,105
419,4,1:19.0,,J. Butler makes free throw 1 of 2,97,106
420,4,1:19.0,,J. Butler makes free throw 2 of 2,97,107
421,4,1:10.0,I. Whitehead misses 2-pt jump shot from 13 ft,,97,107
422,4,1:07.0,,Defensive rebound by K. Towns,97,107
423,4,0:47.0,,T. Jones makes 2-pt layup from 1 ft (assist by J. Butler),97,109
424,4,0:38.0,J. Webb misses 3-pt jump shot from 22 ft,,97,109
425,4,0:34.0,,Defensive rebound by A. Wiggins,97,109
426,4,0:18.0,,Shooting foul by J. Okafor (drawn by J. Butler),97,109
427,4,0:18.0,,J. Butler makes free throw 1 of 2,97,110
428,4,0:18.0,,M. Georges-Hunt enters the game for A. Wiggins,97,110
429,4,0:18.0,,A. Brooks enters the game for K. Towns,97,110
430,4,0:18.0,,J. Butler makes free throw 2 of 2,97,111
431,4,0:07.0,I. Whitehead misses 2-pt layup from 1 ft,,97,111
432,4,0:04.0,,Defensive rebound by T. Jones,97,111
