,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
0,1,11:48.0,Turnover by D. Schröder (bad pass; steal by J. Smith),,0,0
1,1,11:25.0,,J. Smith makes 3-pt jump shot from 23 ft,0,3
2,1,11:07.0,D. Dedmon makes 2-pt hook shot from 4 ft (assist by D. Schröder),,2,3
3,1,10:57.0,,Personal foul by D. Dedmon (drawn by K. Love),2,3
4,1,10:49.0,,K. Love misses 3-pt jump shot from 25 ft,2,3
5,1,10:46.0,Defensive rebound by K. Bazemore,,2,3
6,1,10:24.0,Turnover by T. Prince (lost ball; steal by K. Love),,2,3
7,1,10:18.0,,D. Rose misses 2-pt layup from 1 ft,2,3
8,1,10:18.0,Defensive rebound by D. Dedmon,,2,3
9,1,10:18.0,Turnover by D. Dedmon (step out of bounds),,2,3
10,1,10:09.0,,D. Rose misses 2-pt jump shot from 7 ft,2,3
11,1,10:05.0,,Offensive rebound by D. Rose,2,3
12,1,10:04.0,,D. Rose makes 2-pt layup from 1 ft,2,5
13,1,9:40.0,L. Babbitt makes 3-pt jump shot from 22 ft (assist by D. Schröder),,5,5
14,1,9:21.0,,L. James misses 2-pt jump shot from 21 ft,5,5
15,1,9:19.0,Defensive rebound by D. Schröder,,5,5
16,1,9:15.0,L. Babbitt misses 3-pt jump shot from 27 ft,,5,5
17,1,9:11.0,Offensive rebound by K. Bazemore,,5,5
18,1,9:00.0,Shooting foul by J. Crowder (drawn by T. Prince),,5,5
19,1,9:00.0,T. Prince makes free throw 1 of 2,,6,5
20,1,9:00.0,T. Prince makes free throw 2 of 2,,7,5
21,1,8:38.0,,D. Rose misses 3-pt jump shot from 27 ft,7,5
22,1,8:37.0,Defensive rebound by K. Bazemore,,7,5
23,1,8:24.0,L. Babbitt makes 3-pt jump shot from 23 ft (assist by T. Prince),,10,5
24,1,8:04.0,,L. James misses 3-pt jump shot from 25 ft,10,5
25,1,8:01.0,Defensive rebound by D. Dedmon,,10,5
