,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,OKLAHOMA CITY_ACTION,MILWAUKEE_SCORE,OKLAHOMA CITY_SCORE
0,1,11:35.0,J. Henson makes 2-pt hook shot from 4 ft (assist by G. Antetokounmpo),,2,0
1,1,11:20.0,,Turnover by C. Anthony (lost ball; steal by K. Middleton),2,0
2,1,11:15.0,Turnover by G. Antetokounmpo (lost ball; steal by A. Roberson),,2,0
3,1,11:14.0,,Personal foul by J. Henson (drawn by R. Westbrook),2,0
4,1,11:01.0,,C. Anthony misses 2-pt jump shot from 14 ft,2,0
5,1,10:58.0,Defensive rebound by J. Henson,,2,0
6,1,10:54.0,E. Bledsoe misses 2-pt layup from 2 ft,,2,0
7,1,10:51.0,Offensive rebound by G. Antetokounmpo,,2,0
8,1,10:51.0,G. Antetokounmpo makes 2-pt layup at rim,,4,0
9,1,10:35.0,,S. Adams misses 2-pt hook shot from 4 ft,4,0
10,1,10:33.0,Defensive rebound by Team,,4,0
11,1,10:12.0,K. Middleton misses 2-pt jump shot from 22 ft,,4,0
12,1,10:09.0,,Defensive rebound by A. Roberson,4,0
13,1,10:09.0,,Personal foul by E. Bledsoe (drawn by R. Westbrook),4,0
14,1,9:59.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),4,2
15,1,9:37.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,4,2
16,1,9:35.0,,Defensive rebound by A. Roberson,4,2
17,1,9:29.0,,Turnover by R. Westbrook (bad pass; steal by T. Snell),4,2
18,1,9:21.0,K. Middleton misses 3-pt jump shot from 25 ft,,4,2
19,1,9:19.0,,Defensive rebound by R. Westbrook,4,2
20,1,9:11.0,,Turnover by R. Westbrook (bad pass; steal by G. Antetokounmpo),4,2
21,1,9:07.0,E. Bledsoe makes 2-pt layup at rim (assist by G. Antetokounmpo),,6,2
22,1,8:49.0,,Á. Abrines misses 3-pt jump shot from 24 ft (block by J. Henson),6,2
23,1,8:46.0,Defensive rebound by K. Middleton,,6,2
24,1,8:40.0,T. Snell misses 3-pt jump shot from 22 ft,,6,2
25,1,8:35.0,,Defensive rebound by Á. Abrines,6,2
26,1,8:31.0,,R. Westbrook misses 2-pt jump shot from 19 ft,6,2
27,1,8:27.0,Defensive rebound by K. Middleton,,6,2
28,1,8:20.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,9,2
29,1,7:52.0,,R. Westbrook misses 3-pt jump shot from 24 ft,9,2
30,1,7:52.0,Defensive rebound by T. Snell,,9,2
31,1,7:32.0,J. Henson makes 2-pt jump shot from 8 ft (assist by G. Antetokounmpo),,11,2
32,1,7:30.0,,Oklahoma City full timeout,11,2
33,1,7:22.0,,Turnover by R. Westbrook (bad pass; steal by E. Bledsoe),11,2
34,1,7:05.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Henson),,13,2
35,1,6:45.0,,S. Adams misses 2-pt jump shot from 11 ft,13,2
36,1,6:42.0,Defensive rebound by T. Snell,,13,2
37,1,6:36.0,K. Middleton makes 3-pt jump shot from 25 ft,,16,2
38,1,6:20.0,,R. Westbrook misses 2-pt jump shot from 14 ft,16,2
39,1,6:16.0,Defensive rebound by E. Bledsoe,,16,2
40,1,6:07.0,J. Henson misses 2-pt jump shot from 21 ft,,16,2
41,1,6:03.0,,Defensive rebound by A. Roberson,16,2
42,1,5:58.0,,Shooting foul by E. Bledsoe (drawn by R. Westbrook),16,2
43,1,5:58.0,,R. Westbrook misses free throw 1 of 2,16,2
44,1,5:58.0,,Offensive rebound by Team,16,2
45,1,5:58.0,,R. Felton enters the game for Á. Abrines,16,2
46,1,5:58.0,M. Dellavedova enters the game for E. Bledsoe,,16,2
47,1,5:58.0,M. Brogdon enters the game for G. Antetokounmpo,,16,2
48,1,5:58.0,,R. Westbrook makes free throw 2 of 2,16,3
49,1,5:54.0,Personal foul by R. Felton (drawn by M. Dellavedova),,16,3
50,1,5:35.0,J. Henson makes 2-pt layup from 1 ft (assist by K. Middleton),,18,3
51,1,5:25.0,,R. Westbrook makes 2-pt jump shot from 14 ft,18,5
52,1,5:06.0,K. Middleton makes 2-pt jump shot from 12 ft,,20,5
53,1,4:56.0,,Personal foul by M. Dellavedova (drawn by R. Westbrook),20,5
54,1,4:46.0,,C. Anthony makes 2-pt layup from 1 ft,20,7
55,1,4:19.0,J. Henson misses 2-pt hook shot from 5 ft,,20,7
56,1,4:16.0,,Defensive rebound by R. Westbrook,20,7
57,1,4:12.0,,R. Westbrook makes 2-pt layup at rim,20,9
58,1,3:46.0,M. Brogdon misses 3-pt jump shot from 22 ft,,20,9
59,1,3:44.0,,Defensive rebound by R. Westbrook,20,9
60,1,3:40.0,,Personal foul by M. Brogdon (drawn by R. Westbrook),20,9
61,1,3:40.0,,R. Westbrook makes free throw 1 of 2,20,10
62,1,3:40.0,,Á. Abrines enters the game for A. Roberson,20,10
63,1,3:40.0,T. Maker enters the game for J. Henson,,20,10
64,1,3:40.0,,R. Westbrook makes free throw 2 of 2,20,11
65,1,3:19.0,K. Middleton makes 2-pt jump shot from 6 ft,,22,11
66,1,3:19.0,Shooting foul by S. Adams (drawn by K. Middleton),,22,11
67,1,3:19.0,,A. Roberson enters the game for R. Felton,22,11
68,1,3:19.0,K. Middleton makes free throw 1 of 1,,23,11
69,1,3:09.0,,Turnover by R. Westbrook (traveling),23,11
70,1,3:09.0,G. Antetokounmpo enters the game for K. Middleton,,23,11
71,1,3:00.0,M. Brogdon makes 2-pt layup from 1 ft (assist by M. Dellavedova),,25,11
72,1,3:00.0,Shooting foul by Á. Abrines (drawn by M. Brogdon),,25,11
73,1,3:00.0,M. Brogdon makes free throw 1 of 1,,26,11
74,1,2:41.0,,R. Westbrook misses 2-pt layup from 1 ft,26,11
75,1,2:39.0,Defensive rebound by G. Antetokounmpo,,26,11
76,1,2:35.0,Shooting foul by R. Westbrook (drawn by G. Antetokounmpo),,26,11
77,1,2:35.0,Milwaukee full timeout,,26,11
78,1,2:35.0,G. Antetokounmpo makes free throw 1 of 2,,27,11
79,1,2:35.0,G. Antetokounmpo misses free throw 2 of 2,,27,11
80,1,2:33.0,,Defensive rebound by C. Anthony,27,11
81,1,2:21.0,,S. Adams misses 2-pt jump shot from 8 ft,27,11
82,1,2:16.0,Defensive rebound by T. Maker,,27,11
83,1,2:04.0,T. Snell makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,30,11
84,1,1:47.0,,C. Anthony misses 2-pt jump shot from 18 ft,30,11
85,1,1:43.0,,Offensive rebound by R. Westbrook,30,11
86,1,1:43.0,,R. Westbrook misses 2-pt layup at rim,30,11
87,1,1:42.0,,Offensive rebound by R. Westbrook,30,11
88,1,1:41.0,,R. Westbrook misses 2-pt layup from 2 ft,30,11
89,1,1:40.0,Defensive rebound by T. Maker,,30,11
90,1,1:35.0,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,33,11
91,1,1:34.0,,Oklahoma City full timeout,33,11
92,1,1:34.0,,P. Patterson enters the game for R. Westbrook,33,11
93,1,1:34.0,,R. Felton enters the game for C. Anthony,33,11
94,1,1:34.0,,J. Grant enters the game for S. Adams,33,11
95,1,1:17.0,,J. Grant makes 2-pt layup at rim,33,13
96,1,1:17.0,,Shooting foul by T. Maker (drawn by J. Grant),33,13
97,1,1:17.0,,J. Grant misses free throw 1 of 1,33,13
98,1,1:14.0,,Offensive rebound by A. Roberson,33,13
99,1,1:02.0,,R. Felton makes 2-pt layup from 1 ft,33,15
100,1,0:40.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,33,15
101,1,0:37.0,Offensive rebound by G. Antetokounmpo,,33,15
102,1,0:32.0,T. Snell makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,36,15
103,1,0:10.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by R. Felton),36,18
104,1,0:02.0,Shooting foul by J. Grant (drawn by G. Antetokounmpo),,36,18
105,1,0:02.0,G. Antetokounmpo makes free throw 1 of 2,,37,18
106,1,0:02.0,G. Antetokounmpo makes free throw 2 of 2,,38,18
107,1,0:00.0,,R. Felton misses 3-pt jump shot from 51 ft,38,18
108,1,0:00.0,,Offensive rebound by Team,38,18
109,2,11:49.0,,Shooting foul by J. Terry (drawn by J. Grant),38,18
110,2,11:49.0,,J. Grant makes free throw 1 of 2,38,19
111,2,11:49.0,,J. Grant misses free throw 2 of 2,38,19
112,2,11:47.0,Defensive rebound by M. Brogdon,,38,19
113,2,11:37.0,T. Maker makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,41,19
114,2,11:11.0,,J. Huestis makes 2-pt dunk at rim,41,21
115,2,10:50.0,T. Maker misses 3-pt jump shot from 24 ft,,41,21
116,2,10:48.0,,Defensive rebound by P. Patterson,41,21
117,2,10:39.0,,A. Roberson misses 2-pt layup at rim,41,21
118,2,10:36.0,,Offensive rebound by A. Roberson,41,21
119,2,10:36.0,,A. Roberson misses 2-pt layup at rim,41,21
120,2,10:36.0,,Offensive rebound by Team,41,21
121,2,10:36.0,,Personal foul by M. Dellavedova (drawn by A. Roberson),41,21
122,2,10:27.0,,R. Felton makes 2-pt layup at rim,41,23
123,2,10:01.0,T. Maker misses 2-pt dunk from 2 ft (block by J. Grant),,41,23
124,2,10:01.0,,Defensive rebound by Team,41,23
125,2,9:53.0,,Turnover by R. Felton (bad pass; steal by M. Brogdon),41,23
126,2,9:49.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),,43,23
127,2,9:26.0,,R. Felton makes 2-pt layup from 2 ft,43,25
128,2,9:03.0,M. Brogdon misses 3-pt jump shot from 22 ft,,43,25
129,2,9:02.0,,Defensive rebound by P. Patterson,43,25
130,2,8:49.0,,Turnover by J. Grant (lost ball; steal by M. Brogdon),43,25
131,2,8:41.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,43,25
132,2,8:38.0,,Defensive rebound by R. Felton,43,25
133,2,8:24.0,,A. Roberson misses 3-pt jump shot from 22 ft,43,25
134,2,8:21.0,Defensive rebound by M. Dellavedova,,43,25
135,2,8:21.0,Milwaukee full timeout,,43,25
136,2,8:21.0,,R. Westbrook enters the game for A. Roberson,43,25
137,2,8:21.0,E. Bledsoe enters the game for T. Maker,,43,25
138,2,8:21.0,K. Middleton enters the game for M. Dellavedova,,43,25
139,2,8:03.0,E. Bledsoe misses 2-pt layup from 1 ft (block by J. Grant),,43,25
140,2,8:02.0,,Defensive rebound by R. Westbrook,43,25
141,2,7:57.0,,P. Patterson misses 3-pt jump shot from 22 ft,43,25
142,2,7:53.0,Defensive rebound by E. Bledsoe,,43,25
143,2,7:36.0,Personal foul by J. Huestis (drawn by M. Brogdon),,43,25
144,2,7:24.0,,Offensive charge foul by E. Bledsoe (drawn by R. Westbrook),43,25
145,2,7:24.0,Turnover by E. Bledsoe (offensive foul),,43,25
146,2,7:10.0,,Turnover by R. Westbrook (bad pass; steal by M. Brogdon),43,25
147,2,7:06.0,M. Brogdon makes 2-pt dunk from 1 ft,,45,25
148,2,6:49.0,,J. Grant makes 2-pt layup from 1 ft,45,27
149,2,6:49.0,,Shooting foul by K. Middleton (drawn by J. Grant),45,27
150,2,6:49.0,,C. Anthony enters the game for P. Patterson,45,27
151,2,6:49.0,T. Snell enters the game for J. Terry,,45,27
152,2,6:49.0,,J. Grant makes free throw 1 of 1,45,28
153,2,6:41.0,Turnover by G. Antetokounmpo (lost ball; steal by R. Westbrook),,45,28
154,2,6:38.0,,R. Westbrook makes 2-pt dunk at rim,45,30
155,2,6:25.0,Offensive foul by E. Bledsoe (drawn by J. Grant),,45,30
156,2,6:25.0,Turnover by E. Bledsoe (offensive foul),,45,30
157,2,6:25.0,,S. Adams enters the game for J. Grant,45,30
158,2,6:25.0,M. Dellavedova enters the game for E. Bledsoe,,45,30
159,2,6:25.0,J. Henson enters the game for M. Brogdon,,45,30
160,2,6:17.0,,R. Westbrook misses 3-pt jump shot from 24 ft,45,30
161,2,6:14.0,Defensive rebound by K. Middleton,,45,30
162,2,6:04.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,45,30
163,2,6:03.0,,Defensive rebound by C. Anthony,45,30
164,2,5:57.0,,Personal foul by J. Henson (drawn by C. Anthony),45,30
165,2,5:52.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by S. Adams),45,32
166,2,5:28.0,K. Middleton misses 3-pt jump shot from 26 ft,,45,32
167,2,5:27.0,,Defensive rebound by S. Adams,45,32
168,2,5:22.0,,R. Westbrook makes 2-pt jump shot from 16 ft,45,34
169,2,5:20.0,Milwaukee full timeout,,45,34
170,2,5:00.0,Shooting foul by J. Huestis (drawn by J. Henson),,45,34
171,2,5:00.0,J. Henson makes free throw 1 of 2,,46,34
172,2,5:00.0,J. Henson misses free throw 2 of 2,,46,34
173,2,4:58.0,,Defensive rebound by R. Westbrook,46,34
174,2,4:49.0,,R. Westbrook makes 2-pt jump shot from 16 ft (assist by R. Felton),46,36
175,2,4:36.0,J. Henson makes 2-pt layup from 1 ft (assist by M. Dellavedova),,48,36
176,2,4:36.0,Shooting foul by J. Huestis (drawn by J. Henson),,48,36
177,2,4:36.0,,J. Grant enters the game for J. Huestis,48,36
178,2,4:36.0,J. Henson makes free throw 1 of 1,,49,36
