,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW YORK_ACTION,CLEVELAND_SCORE,NEW YORK_SCORE
0,1,11:44.0,,K. O'Quinn makes 2-pt dunk at rim (assist by F. Ntilikina),0,2
1,1,11:18.0,L. James makes 2-pt jump shot from 9 ft,,2,2
2,1,11:05.0,,M. Beasley makes 2-pt jump shot from 18 ft,2,4
3,1,10:48.0,K. Love makes 3-pt jump shot from 25 ft (assist by G. Hill),,5,4
4,1,10:30.0,,Turnover by M. Beasley (lost ball; steal by J. Green),5,4
5,1,10:23.0,J. Green misses 2-pt layup from 2 ft,,5,4
6,1,10:18.0,Offensive rebound by J. Green,,5,4
7,1,10:18.0,J. Green makes 2-pt layup at rim,,7,4
8,1,10:06.0,,T. Burke misses 3-pt jump shot from 23 ft,7,4
9,1,10:03.0,Defensive rebound by K. Korver,,7,4
10,1,10:03.0,Turnover by K. Korver (bad pass),,7,4
11,1,9:42.0,,K. O'Quinn misses 2-pt layup at rim,7,4
12,1,9:40.0,Defensive rebound by K. Korver,,7,4
13,1,9:35.0,K. Love misses 3-pt jump shot from 23 ft,,7,4
14,1,9:33.0,,Defensive rebound by L. Thomas,7,4
15,1,9:27.0,,F. Ntilikina makes 2-pt layup at rim (assist by T. Burke),7,6
16,1,9:01.0,G. Hill misses 2-pt jump shot from 15 ft,,7,6
17,1,9:00.0,Offensive rebound by Team,,7,6
18,1,9:00.0,Turnover by Team (shot clock),,7,6
19,1,8:47.0,,F. Ntilikina makes 2-pt jump shot from 22 ft,7,8
20,1,8:34.0,K. Love makes 3-pt jump shot from 25 ft (assist by K. Korver),,10,8
21,1,8:13.0,,M. Beasley misses 2-pt layup at rim,10,8
22,1,8:07.0,Defensive rebound by G. Hill,,10,8
23,1,8:06.0,Turnover by G. Hill (bad pass; steal by M. Beasley),,10,8
24,1,8:04.0,,M. Beasley makes 2-pt layup from 1 ft,10,10
25,1,7:58.0,Turnover by L. James (out of bounds lost ball),,10,10
26,1,7:46.0,,F. Ntilikina misses 2-pt jump shot from 17 ft,10,10
27,1,7:40.0,Defensive rebound by J. Green,,10,10
28,1,7:37.0,Shooting foul by L. Thomas (drawn by J. Green),,10,10
29,1,7:37.0,J. Green makes free throw 1 of 2,,11,10
30,1,7:37.0,J. Green makes free throw 2 of 2,,12,10
31,1,7:22.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,12,10
32,1,7:16.0,Defensive rebound by L. James,,12,10
33,1,6:59.0,L. James misses 2-pt jump shot from 21 ft,,12,10
34,1,6:56.0,,Defensive rebound by M. Beasley,12,10
35,1,6:51.0,,F. Ntilikina makes 2-pt layup from 1 ft (assist by T. Burke),12,12
36,1,6:37.0,K. Love makes 3-pt jump shot from 26 ft (assist by G. Hill),,15,12
37,1,6:29.0,,New York full timeout,15,12
38,1,6:29.0,J. Smith enters the game for G. Hill,,15,12
39,1,6:29.0,J. Calderón enters the game for K. Korver,,15,12
40,1,6:17.0,,Turnover by T. Burke (bad pass; steal by J. Smith),15,12
41,1,6:14.0,J. Smith makes 2-pt layup from 1 ft,,17,12
42,1,5:57.0,,Turnover by F. Ntilikina (bad pass; steal by L. James),17,12
43,1,5:53.0,Turnover by L. James (bad pass; steal by M. Beasley),,17,12
44,1,5:51.0,,Personal foul by J. Smith (drawn by M. Beasley),17,12
45,1,5:51.0,,D. Dotson enters the game for T. Burke,17,12
46,1,5:47.0,,L. Thomas makes 2-pt dunk at rim (assist by K. O'Quinn),17,14
47,1,5:30.0,L. James misses 3-pt jump shot from 24 ft,,17,14
48,1,5:27.0,,Defensive rebound by L. Thomas,17,14
49,1,5:20.0,,F. Ntilikina makes 2-pt jump shot from 9 ft,17,16
50,1,5:11.0,K. Love misses 3-pt jump shot from 27 ft,,17,16
51,1,5:08.0,,Defensive rebound by D. Dotson,17,16
52,1,4:46.0,,L. Thomas makes 2-pt layup at rim (assist by M. Beasley),17,18
53,1,4:25.0,J. Calderón misses 3-pt jump shot from 25 ft,,17,18
54,1,4:23.0,,Defensive rebound by K. O'Quinn,17,18
55,1,4:18.0,,F. Ntilikina misses 2-pt jump shot from 18 ft,17,18
56,1,4:16.0,Defensive rebound by J. Calderón,,17,18
57,1,4:16.0,Personal foul by M. Beasley (drawn by J. Calderón),,17,18
58,1,4:16.0,,I. Hicks enters the game for M. Beasley,17,18
59,1,4:16.0,L. Nance enters the game for J. Green,,17,18
60,1,4:03.0,K. Love misses 2-pt jump shot from 15 ft,,17,18
61,1,3:59.0,,Defensive rebound by I. Hicks,17,18
62,1,3:47.0,,D. Dotson makes 2-pt jump shot from 21 ft (assist by I. Hicks),17,20
63,1,3:31.0,J. Calderón makes 3-pt jump shot from 25 ft,,20,20
64,1,3:09.0,,L. Thomas makes 3-pt jump shot from 22 ft (assist by F. Ntilikina),20,23
65,1,3:02.0,Cleveland full timeout,,20,23
66,1,3:02.0,,L. Kornet enters the game for K. O'Quinn,20,23
67,1,3:02.0,J. Clarkson enters the game for K. Love,,20,23
68,1,2:48.0,L. James misses 2-pt jump shot from 13 ft,,20,23
69,1,2:44.0,,Defensive rebound by I. Hicks,20,23
70,1,2:36.0,,C. Lee enters the game for I. Hicks,20,23
71,1,2:36.0,,Turnover by F. Ntilikina (bad pass),20,23
72,1,2:19.0,J. Clarkson misses 3-pt jump shot from 26 ft,,20,23
73,1,2:18.0,Offensive rebound by Team,,20,23
74,1,2:18.0,,Loose ball foul by L. Kornet (drawn by L. Nance),20,23
75,1,2:09.0,L. James makes 3-pt jump shot from 25 ft,,23,23
