,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
0,1,11:48.0,Offensive foul by K. Anderson (drawn by J. Murray),,0,0
1,1,11:48.0,Turnover by K. Anderson (offensive foul),,0,0
2,1,11:36.0,,N. Jokić makes 2-pt jump shot from 14 ft (assist by W. Chandler),0,2
3,1,11:24.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by P. Gasol),,3,2
4,1,11:06.0,,Shooting foul by D. Murray (drawn by J. Murray),3,2
5,1,11:06.0,,J. Murray makes free throw 1 of 3,3,3
6,1,11:06.0,,J. Murray makes free throw 2 of 3,3,4
7,1,11:06.0,,J. Murray misses free throw 3 of 3,3,4
8,1,11:04.0,Defensive rebound by P. Gasol,,3,4
9,1,10:54.0,P. Gasol misses 2-pt jump shot from 10 ft,,3,4
10,1,10:51.0,,Defensive rebound by W. Chandler,3,4
11,1,10:46.0,,W. Chandler makes 2-pt layup from 2 ft,3,6
12,1,10:32.0,D. Murray makes 2-pt jump shot from 18 ft,,5,6
13,1,10:19.0,,W. Chandler misses 2-pt jump shot from 7 ft,5,6
14,1,10:15.0,,Offensive rebound by N. Jokić,5,6
15,1,10:14.0,,Turnover by N. Jokić (lost ball; steal by D. Murray),5,6
16,1,9:56.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. Green),,8,6
17,1,9:35.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by W. Chandler),8,9
18,1,9:19.0,D. Green makes 3-pt jump shot from 23 ft (assist by P. Gasol),,11,9
19,1,9:18.0,,Denver full timeout,11,9
20,1,8:53.0,,W. Chandler misses 2-pt layup at rim (block by D. Murray),11,9
21,1,8:51.0,Defensive rebound by K. Anderson,,11,9
22,1,8:44.0,D. Bertāns makes 2-pt jump shot from 11 ft (assist by K. Anderson),,13,9
23,1,8:34.0,,W. Barton makes 3-pt jump shot from 25 ft,13,12
24,1,8:14.0,D. Murray makes 2-pt jump shot from 17 ft,,15,12
25,1,8:05.0,,G. Harris makes 2-pt layup from 1 ft,15,14
26,1,7:51.0,P. Gasol makes 2-pt layup from 2 ft (assist by K. Anderson),,17,14
27,1,7:38.0,,J. Murray makes 2-pt jump shot from 5 ft,17,16
28,1,7:20.0,P. Gasol misses 3-pt jump shot from 25 ft,,17,16
29,1,7:19.0,,Defensive rebound by Team,17,16
30,1,7:10.0,,N. Jokić misses 2-pt jump shot from 18 ft,17,16
31,1,7:07.0,Defensive rebound by P. Gasol,,17,16
32,1,6:55.0,P. Gasol misses 2-pt layup from 2 ft (block by N. Jokić),,17,16
33,1,6:52.0,,Defensive rebound by N. Jokić,17,16
34,1,6:48.0,,W. Barton makes 3-pt jump shot from 23 ft (assist by N. Jokić),17,19
35,1,6:48.0,San Antonio full timeout,,17,19
36,1,6:48.0,J. Lauvergne enters the game for K. Anderson,,17,19
37,1,6:48.0,M. Ginóbili enters the game for P. Gasol,,17,19
38,1,6:29.0,J. Lauvergne misses 2-pt hook shot from 5 ft,,17,19
39,1,6:27.0,,Defensive rebound by N. Jokić,17,19
40,1,6:20.0,,G. Harris misses 2-pt jump shot from 15 ft,17,19
41,1,6:18.0,,Offensive rebound by N. Jokić,17,19
42,1,6:13.0,,G. Harris misses 2-pt jump shot from 8 ft,17,19
43,1,6:10.0,Defensive rebound by D. Green,,17,19
44,1,5:57.0,D. Bertāns misses 3-pt jump shot from 22 ft,,17,19
45,1,5:53.0,Offensive rebound by M. Ginóbili,,17,19
46,1,5:49.0,M. Ginóbili makes 2-pt jump shot from 6 ft,,19,19
47,1,5:36.0,,W. Chandler misses 3-pt jump shot from 25 ft,19,19
48,1,5:35.0,Defensive rebound by D. Green,,19,19
49,1,5:28.0,D. Murray makes 2-pt jump shot from 16 ft,,21,19
50,1,5:09.0,,Personal foul by D. Green (drawn by G. Harris),21,19
51,1,5:09.0,,D. Harris enters the game for G. Harris,21,19
52,1,5:09.0,P. Mills enters the game for D. Murray,,21,19
53,1,5:09.0,T. Parker enters the game for D. Green,,21,19
54,1,5:01.0,,W. Chandler misses 3-pt jump shot from 25 ft,21,19
55,1,4:58.0,Defensive rebound by J. Lauvergne,,21,19
56,1,4:51.0,Turnover by J. Lauvergne (bad pass),,21,19
57,1,4:41.0,,W. Barton misses 3-pt jump shot from 24 ft,21,19
58,1,4:37.0,Defensive rebound by J. Lauvergne,,21,19
59,1,4:31.0,D. Bertāns misses 3-pt jump shot from 24 ft,,21,19
60,1,4:28.0,,Defensive rebound by N. Jokić,21,19
61,1,4:21.0,,Personal foul by M. Ginóbili (drawn by W. Chandler),21,19
62,1,4:21.0,K. Anderson enters the game for D. Bertāns,,21,19
63,1,4:10.0,,Turnover by J. Murray (bad pass; steal by P. Mills),21,19
64,1,4:00.0,M. Ginóbili makes 2-pt jump shot from 21 ft (assist by P. Mills),,23,19
65,1,3:47.0,,J. Murray makes 3-pt jump shot from 24 ft,23,22
66,1,3:28.0,J. Lauvergne misses 2-pt hook shot from 7 ft,,23,22
67,1,3:26.0,,Defensive rebound by W. Chandler,23,22
68,1,3:17.0,,W. Chandler makes 2-pt jump shot from 4 ft,23,24
69,1,3:02.0,T. Parker makes 2-pt jump shot from 18 ft (assist by P. Mills),,25,24
70,1,2:51.0,,Shooting foul by P. Mills (drawn by N. Jokić),25,24
71,1,2:51.0,,N. Jokić makes free throw 1 of 2,25,25
72,1,2:51.0,,M. Beasley enters the game for W. Chandler,25,25
73,1,2:51.0,,T. Lyles enters the game for J. Murray,25,25
74,1,2:51.0,,N. Jokić makes free throw 2 of 2,25,26
75,1,2:36.0,Personal foul by T. Lyles (drawn by K. Anderson),,25,26
76,1,2:36.0,,G. Harris enters the game for W. Barton,25,26
77,1,2:31.0,T. Parker makes 2-pt jump shot from 12 ft,,27,26
78,1,2:15.0,,Turnover by M. Beasley (out of bounds lost ball),27,26
79,1,2:15.0,,D. Arthur enters the game for N. Jokić,27,26
80,1,2:03.0,J. Lauvergne makes 2-pt layup from 2 ft (assist by M. Ginóbili),,29,26
81,1,1:48.0,,D. Arthur makes 2-pt jump shot from 22 ft,29,28
82,1,1:36.0,Shooting foul by D. Arthur (drawn by J. Lauvergne),,29,28
83,1,1:36.0,J. Lauvergne misses free throw 1 of 2,,29,28
84,1,1:36.0,Offensive rebound by Team,,29,28
85,1,1:36.0,J. Lauvergne makes free throw 2 of 2,,30,28
86,1,1:22.0,,G. Harris misses 2-pt layup from 1 ft,30,28
87,1,1:19.0,Defensive rebound by J. Lauvergne,,30,28
88,1,1:12.0,J. Lauvergne makes 2-pt dunk from 2 ft (assist by M. Ginóbili),,32,28
89,1,1:11.0,,Denver full timeout,32,28
90,1,0:56.0,,Shooting foul by M. Ginóbili (drawn by D. Harris),32,28
91,1,0:56.0,,D. Harris makes free throw 1 of 2,32,29
92,1,0:56.0,,D. Harris makes free throw 2 of 2,32,30
93,1,0:36.0,Turnover by M. Ginóbili (bad pass; steal by D. Arthur),,32,30
94,1,0:28.0,,T. Lyles misses 3-pt jump shot from 23 ft,32,30
95,1,0:25.0,Defensive rebound by K. Anderson,,32,30
96,1,0:04.0,Turnover by M. Ginóbili (bad pass),,32,30
97,1,0:00.0,,D. Harris misses 3-pt jump shot from 42 ft,32,30
98,1,0:00.0,,Offensive rebound by Team,32,30
99,2,11:48.0,,D. Harris misses 3-pt jump shot from 24 ft,32,30
100,2,11:44.0,Defensive rebound by J. Lauvergne,,32,30
101,2,11:35.0,P. Mills makes 3-pt jump shot from 24 ft (assist by T. Parker),,35,30
102,2,11:24.0,,Turnover by W. Barton (turnover),35,30
103,2,11:09.0,T. Parker makes 2-pt jump shot from 19 ft (assist by J. Lauvergne),,37,30
104,2,10:54.0,,Personal foul by P. Mills (drawn by T. Lyles),37,30
105,2,10:52.0,,Turnover by W. Barton (bad pass; steal by D. Green),37,30
106,2,10:47.0,T. Parker misses 2-pt jump shot from 20 ft,,37,30
107,2,10:44.0,,Defensive rebound by T. Lyles,37,30
108,2,10:32.0,,W. Barton misses 2-pt layup from 2 ft (block by J. Lauvergne),37,30
109,2,10:32.0,Defensive rebound by Team,,37,30
110,2,10:32.0,B. Forbes enters the game for P. Mills,,37,30
111,2,10:32.0,D. Murray enters the game for T. Parker,,37,30
112,2,10:18.0,Turnover by D. Bertāns (bad pass; steal by D. Harris),,37,30
113,2,10:08.0,,T. Lyles makes 2-pt dunk from 1 ft (assist by D. Harris),37,32
114,2,9:51.0,Shooting foul by D. Arthur (drawn by D. Bertāns),,37,32
115,2,9:51.0,J. Lauvergne makes free throw 1 of 2,,38,32
116,2,9:51.0,J. Lauvergne misses free throw 2 of 2,,38,32
117,2,9:48.0,,Defensive rebound by Team,38,32
118,2,9:38.0,,Turnover by T. Lyles (bad pass; steal by D. Murray),38,32
119,2,9:27.0,D. Murray makes 2-pt jump shot from 17 ft,,40,32
120,2,9:03.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by W. Barton),40,35
121,2,8:47.0,J. Lauvergne makes 2-pt layup from 1 ft,,42,35
122,2,8:40.0,,Offensive foul by D. Arthur (drawn by D. Green),42,35
123,2,8:40.0,,Turnover by D. Arthur (offensive foul),42,35
124,2,8:40.0,,N. Jokić enters the game for D. Arthur,42,35
125,2,8:40.0,P. Gasol enters the game for J. Lauvergne,,42,35
126,2,8:34.0,Offensive foul by B. Forbes (drawn by W. Barton),,42,35
127,2,8:34.0,Turnover by B. Forbes (offensive foul),,42,35
128,2,8:34.0,,J. Murray enters the game for D. Harris,42,35
129,2,8:25.0,,N. Jokić misses 2-pt jump shot from 19 ft,42,35
130,2,8:22.0,Defensive rebound by D. Green,,42,35
131,2,8:14.0,D. Murray makes 2-pt jump shot from 12 ft (assist by B. Forbes),,44,35
132,2,7:58.0,,N. Jokić makes 2-pt hook shot from 4 ft,44,37
133,2,7:35.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. Murray),,47,37
134,2,7:24.0,,N. Jokić makes 2-pt layup from 1 ft,47,39
135,2,7:24.0,,Shooting foul by P. Gasol (drawn by N. Jokić),47,39
136,2,7:24.0,,G. Harris enters the game for T. Lyles,47,39
137,2,7:24.0,,W. Chandler enters the game for M. Beasley,47,39
138,2,7:24.0,,N. Jokić makes free throw 1 of 1,47,40
139,2,7:12.0,Shooting foul by G. Harris (drawn by D. Bertāns),,47,40
140,2,7:12.0,D. Bertāns misses free throw 1 of 2,,47,40
141,2,7:12.0,Offensive rebound by Team,,47,40
142,2,7:12.0,D. Bertāns makes free throw 2 of 2,,48,40
143,2,6:58.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by W. Chandler),48,43
144,2,6:42.0,Shooting foul by J. Murray (drawn by P. Gasol),,48,43
145,2,6:42.0,,Denver full timeout,48,43
146,2,6:42.0,P. Gasol makes free throw 1 of 2,,49,43
147,2,6:42.0,P. Gasol makes free throw 2 of 2,,50,43
148,2,6:25.0,,G. Harris misses 2-pt jump shot from 17 ft,50,43
149,2,6:22.0,Defensive rebound by D. Murray,,50,43
150,2,6:06.0,B. Forbes misses 3-pt jump shot from 24 ft,,50,43
151,2,6:02.0,,Defensive rebound by J. Murray,50,43
152,2,5:54.0,,J. Murray misses 3-pt jump shot from 24 ft,50,43
153,2,5:50.0,Defensive rebound by D. Bertāns,,50,43
154,2,5:29.0,D. Green makes 2-pt jump shot from 19 ft (assist by P. Gasol),,52,43
155,2,5:17.0,,W. Chandler misses 2-pt layup from 2 ft,52,43
156,2,5:15.0,Defensive rebound by P. Gasol,,52,43
157,2,5:11.0,Turnover by D. Murray (lost ball; steal by J. Murray),,52,43
158,2,5:06.0,,G. Harris misses 3-pt jump shot from 24 ft,52,43
159,2,5:03.0,Defensive rebound by D. Bertāns,,52,43
160,2,4:47.0,Turnover by P. Gasol (bad pass; steal by G. Harris),,52,43
161,2,4:38.0,,W. Barton misses 3-pt jump shot from 23 ft,52,43
162,2,4:33.0,Defensive rebound by P. Gasol,,52,43
163,2,4:28.0,San Antonio full timeout,,52,43
164,2,4:28.0,M. Ginóbili enters the game for D. Murray,,52,43
165,2,4:28.0,K. Anderson enters the game for D. Green,,52,43
166,2,4:28.0,T. Parker enters the game for D. Bertāns,,52,43
167,2,4:11.0,P. Gasol misses 2-pt layup from 2 ft,,52,43
168,2,4:10.0,Offensive rebound by Team,,52,43
169,2,4:10.0,P. Mills enters the game for B. Forbes,,52,43
170,2,4:10.0,Turnover by Team (shot clock),,52,43
171,2,3:59.0,,N. Jokić misses 2-pt layup from 2 ft (block by P. Gasol),52,43
172,2,3:56.0,,Offensive rebound by N. Jokić,52,43
173,2,3:54.0,,W. Barton misses 2-pt jump shot from 6 ft,52,43
174,2,3:51.0,,Offensive rebound by W. Barton,52,43
175,2,3:49.0,,W. Barton makes 2-pt jump shot from 2 ft,52,45
176,2,3:35.0,P. Gasol misses 2-pt layup from 1 ft (block by W. Chandler),,52,45
177,2,3:33.0,,Defensive rebound by J. Murray,52,45
178,2,3:31.0,,W. Barton makes 2-pt layup from 1 ft (assist by W. Chandler),52,47
179,2,3:31.0,San Antonio full timeout,,52,47
180,2,3:15.0,Shooting foul by W. Barton (drawn by T. Parker),,52,47
181,2,3:15.0,T. Parker misses free throw 1 of 2,,52,47
182,2,3:15.0,Offensive rebound by Team,,52,47
183,2,3:15.0,T. Parker makes free throw 2 of 2,,53,47
184,2,3:03.0,,G. Harris makes 2-pt jump shot from 11 ft (assist by N. Jokić),53,49
185,2,2:53.0,Turnover by M. Ginóbili (bad pass; steal by W. Barton),,53,49
186,2,2:48.0,,W. Barton makes 2-pt dunk from 1 ft (assist by N. Jokić),53,51
187,2,2:35.0,T. Parker makes 2-pt jump shot from 18 ft,,55,51
188,2,2:20.0,,W. Barton misses 2-pt jump shot from 13 ft,55,51
189,2,2:18.0,Defensive rebound by T. Parker,,55,51
190,2,2:06.0,Personal foul by G. Harris (drawn by M. Ginóbili),,55,51
191,2,2:06.0,M. Ginóbili makes free throw 1 of 2,,56,51
192,2,2:06.0,M. Ginóbili makes free throw 2 of 2,,57,51
193,2,1:55.0,,Personal foul by P. Gasol (drawn by N. Jokić),57,51
194,2,1:44.0,,W. Chandler makes 2-pt hook shot from 1 ft (assist by N. Jokić),57,53
195,2,1:33.0,P. Mills misses 3-pt jump shot from 26 ft,,57,53
196,2,1:32.0,,Defensive rebound by W. Chandler,57,53
197,2,1:23.0,,N. Jokić makes 2-pt layup from 2 ft (assist by W. Chandler),57,55
198,2,1:05.0,T. Parker makes 2-pt layup from 1 ft,,59,55
199,2,1:00.0,,W. Chandler makes 2-pt dunk at rim (assist by W. Barton),59,57
200,2,0:37.0,K. Anderson makes 2-pt jump shot from 20 ft,,61,57
201,2,0:34.0,,J. Murray misses 3-pt jump shot from 26 ft,61,57
202,2,0:31.0,Defensive rebound by P. Gasol,,61,57
203,2,0:15.0,Turnover by M. Ginóbili (lost ball; steal by W. Barton),,61,57
204,2,0:09.0,,W. Barton misses 2-pt layup from 1 ft (block by K. Anderson),61,57
205,2,0:09.0,,Offensive rebound by Team,61,57
206,2,0:05.0,,W. Chandler misses 3-pt jump shot from 25 ft,61,57
207,2,0:04.0,,Offensive rebound by N. Jokić,61,57
208,2,0:02.0,,Personal foul by M. Ginóbili (drawn by N. Jokić),61,57
209,2,0:02.0,,N. Jokić misses free throw 1 of 2,61,57
210,2,0:02.0,,Offensive rebound by Team,61,57
211,2,0:02.0,,N. Jokić makes free throw 2 of 2,61,58
212,2,0:02.0,,M. Beasley enters the game for G. Harris,61,58
213,2,0:00.0,M. Ginóbili misses 3-pt jump shot from 41 ft,,61,58
214,2,0:00.0,Offensive rebound by Team,,61,58
215,3,11:49.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by G. Harris),61,61
216,3,11:30.0,K. Anderson misses 2-pt jump shot from 3 ft,,61,61
217,3,11:27.0,,Defensive rebound by N. Jokić,61,61
218,3,11:21.0,,W. Chandler misses 2-pt jump shot from 7 ft,61,61
219,3,11:21.0,Defensive rebound by D. Bertāns,,61,61
220,3,11:20.0,Turnover by D. Murray (out of bounds lost ball),,61,61
221,3,11:09.0,,G. Harris makes 2-pt layup from 1 ft,61,63
222,3,11:08.0,San Antonio full timeout,,61,63
223,3,11:08.0,T. Parker enters the game for D. Murray,,61,63
224,3,10:50.0,P. Gasol makes 2-pt dunk from 1 ft (assist by D. Bertāns),,63,63
225,3,10:40.0,,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),63,65
226,3,10:40.0,,Shooting foul by D. Green (drawn by N. Jokić),63,65
227,3,10:40.0,,N. Jokić makes free throw 1 of 1,63,66
228,3,10:25.0,P. Gasol makes 2-pt dunk from 1 ft (assist by T. Parker),,65,66
229,3,10:04.0,,J. Murray makes 2-pt jump shot from 4 ft (assist by N. Jokić),65,68
230,3,9:48.0,P. Gasol makes 2-pt jump shot from 9 ft (assist by T. Parker),,67,68
231,3,9:29.0,,W. Chandler misses 3-pt jump shot from 22 ft,67,68
232,3,9:27.0,Defensive rebound by D. Green,,67,68
233,3,9:08.0,Turnover by P. Gasol (lost ball; steal by J. Murray),,67,68
234,3,9:01.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by W. Barton),67,71
235,3,8:44.0,P. Gasol misses 2-pt jump shot from 14 ft,,67,71
236,3,8:41.0,,Defensive rebound by W. Chandler,67,71
237,3,8:36.0,,G. Harris misses 3-pt jump shot from 22 ft,67,71
238,3,8:30.0,Defensive rebound by P. Gasol,,67,71
239,3,8:27.0,Personal foul by J. Murray (drawn by T. Parker),,67,71
240,3,8:27.0,J. Lauvergne enters the game for K. Anderson,,67,71
241,3,8:27.0,M. Ginóbili enters the game for D. Green,,67,71
242,3,8:27.0,P. Mills enters the game for P. Gasol,,67,71
243,3,8:27.0,B. Forbes enters the game for D. Bertāns,,67,71
244,3,8:23.0,T. Parker misses 2-pt jump shot from 19 ft,,67,71
245,3,8:19.0,,Defensive rebound by W. Barton,67,71
246,3,8:15.0,,W. Barton misses 3-pt jump shot from 26 ft,67,71
247,3,8:12.0,Defensive rebound by J. Lauvergne,,67,71
248,3,7:59.0,B. Forbes makes 2-pt jump shot from 15 ft (assist by P. Mills),,69,71
249,3,7:38.0,,N. Jokić misses 2-pt jump shot from 5 ft,69,71
250,3,7:36.0,Defensive rebound by B. Forbes,,69,71
251,3,7:23.0,Shooting foul by J. Murray (drawn by M. Ginóbili),,69,71
252,3,7:23.0,M. Ginóbili makes free throw 1 of 2,,70,71
253,3,7:23.0,D. Murray enters the game for T. Parker,,70,71
254,3,7:23.0,M. Ginóbili makes free throw 2 of 2,,71,71
255,3,7:11.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),71,73
256,3,6:57.0,B. Forbes misses 2-pt jump shot from 12 ft,,71,73
257,3,6:52.0,Offensive rebound by J. Lauvergne,,71,73
258,3,6:52.0,J. Lauvergne makes 2-pt layup at rim,,73,73
259,3,6:41.0,,N. Jokić makes 2-pt jump shot from 5 ft,73,75
260,3,6:22.0,P. Mills misses 2-pt jump shot from 19 ft,,73,75
261,3,6:19.0,,Defensive rebound by N. Jokić,73,75
262,3,6:10.0,,J. Murray makes 2-pt jump shot from 17 ft,73,77
263,3,5:59.0,D. Murray misses 2-pt jump shot from 12 ft,,73,77
264,3,5:55.0,Offensive rebound by J. Lauvergne,,73,77
265,3,5:55.0,J. Lauvergne misses 2-pt layup at rim,,73,77
266,3,5:54.0,Offensive rebound by D. Murray,,73,77
267,3,5:53.0,D. Murray makes 2-pt layup from 1 ft,,75,77
268,3,5:50.0,,Personal take foul by D. Murray (drawn by J. Murray),75,77
269,3,5:50.0,D. Green enters the game for M. Ginóbili,,75,77
270,3,5:50.0,,D. Harris enters the game for W. Barton,75,77
271,3,5:39.0,,G. Harris misses 2-pt jump shot from 9 ft,75,77
272,3,5:36.0,Defensive rebound by J. Lauvergne,,75,77
273,3,5:30.0,P. Mills misses 3-pt jump shot from 24 ft (block by W. Chandler),,75,77
274,3,5:26.0,,Defensive rebound by N. Jokić,75,77
275,3,5:24.0,,W. Chandler makes 2-pt layup from 2 ft (assist by N. Jokić),75,79
276,3,5:14.0,B. Forbes misses 2-pt jump shot from 12 ft,,75,79
277,3,5:11.0,,Defensive rebound by D. Harris,75,79
278,3,4:55.0,,D. Harris misses 3-pt jump shot from 24 ft,75,79
279,3,4:52.0,Defensive rebound by D. Murray,,75,79
280,3,4:52.0,Personal take foul by D. Harris (drawn by D. Murray),,75,79
281,3,4:34.0,J. Lauvergne makes 2-pt layup from 1 ft,,77,79
282,3,4:18.0,,Personal block foul by D. Murray (drawn by W. Chandler),77,79
283,3,4:12.0,,N. Jokić misses 3-pt jump shot from 25 ft,77,79
284,3,4:10.0,Defensive rebound by Team,,77,79
285,3,3:59.0,D. Murray misses 2-pt layup from 2 ft,,77,79
286,3,3:56.0,Offensive rebound by D. Murray,,77,79
287,3,3:55.0,,Violation by N. Jokić (kicked ball),77,79
288,3,3:49.0,Personal foul by G. Harris (drawn by P. Mills),,77,79
289,3,3:38.0,D. Murray misses 2-pt layup from 1 ft,,77,79
290,3,3:35.0,Offensive rebound by J. Lauvergne,,77,79
291,3,3:35.0,J. Lauvergne makes 2-pt layup at rim,,79,79
292,3,3:26.0,,Turnover by J. Murray (lost ball; steal by D. Green),79,79
293,3,3:23.0,J. Lauvergne makes 2-pt dunk at rim (assist by B. Forbes),,81,79
294,3,3:22.0,,Denver full timeout,81,79
295,3,3:22.0,,W. Barton enters the game for N. Jokić,81,79
296,3,3:22.0,,T. Lyles enters the game for J. Murray,81,79
297,3,3:12.0,,Turnover by D. Harris (bad pass),81,79
298,3,2:56.0,Personal block foul by W. Barton (drawn by D. Green),,81,79
299,3,2:56.0,D. Green makes free throw 1 of 2,,82,79
300,3,2:56.0,D. Green makes free throw 2 of 2,,83,79
301,3,2:45.0,,W. Chandler makes 2-pt jump shot from 4 ft (assist by D. Harris),83,81
302,3,2:40.0,Offensive foul by P. Mills (drawn by G. Harris),,83,81
303,3,2:40.0,Turnover by P. Mills (offensive foul),,83,81
304,3,2:26.0,,G. Harris misses 2-pt layup from 3 ft,83,81
305,3,2:21.0,Defensive rebound by P. Mills,,83,81
306,3,2:15.0,B. Forbes misses 3-pt jump shot from 24 ft,,83,81
307,3,2:12.0,Offensive rebound by J. Lauvergne,,83,81
308,3,2:10.0,P. Mills makes 3-pt jump shot from 22 ft (assist by J. Lauvergne),,86,81
309,3,1:52.0,,T. Lyles misses 2-pt jump shot from 13 ft,86,81
310,3,1:49.0,Defensive rebound by B. Forbes,,86,81
311,3,1:43.0,P. Mills makes 2-pt jump shot from 20 ft,,88,81
312,3,1:41.0,,Denver full timeout,88,81
313,3,1:41.0,K. Anderson enters the game for J. Lauvergne,,88,81
314,3,1:26.0,,W. Chandler misses 2-pt layup from 3 ft (block by K. Anderson),88,81
315,3,1:23.0,,Offensive rebound by W. Chandler,88,81
316,3,1:21.0,,W. Chandler misses 2-pt layup from 1 ft,88,81
317,3,1:19.0,Defensive rebound by B. Forbes,,88,81
318,3,1:15.0,Turnover by K. Anderson (bad pass; steal by W. Chandler),,88,81
319,3,1:13.0,,Personal foul by K. Anderson (drawn by G. Harris),88,81
320,3,0:58.0,,W. Barton makes 2-pt jump shot from 9 ft (assist by G. Harris),88,83
321,3,0:51.0,D. Murray misses 2-pt jump shot from 12 ft,,88,83
322,3,0:50.0,Offensive rebound by Team,,88,83
323,3,0:50.0,,Loose ball foul by G. Harris (drawn by K. Anderson),88,83
324,3,0:50.0,K. Anderson misses free throw 1 of 2,,88,83
325,3,0:50.0,Offensive rebound by Team,,88,83
326,3,0:50.0,,M. Beasley enters the game for G. Harris,88,83
327,3,0:50.0,K. Anderson misses free throw 2 of 2,,88,83
328,3,0:48.0,,Defensive rebound by W. Chandler,88,83
329,3,0:33.0,,W. Barton misses 2-pt jump shot from 2 ft,88,83
330,3,0:32.0,,Offensive rebound by W. Chandler,88,83
331,3,0:32.0,,Personal foul by P. Mills (drawn by W. Chandler),88,83
332,3,0:32.0,,W. Chandler misses free throw 1 of 2,88,83
333,3,0:32.0,,Offensive rebound by Team,88,83
334,3,0:32.0,D. Hilliard enters the game for K. Anderson,,88,83
335,3,0:32.0,J. Lauvergne enters the game for P. Mills,,88,83
336,3,0:32.0,,W. Chandler makes free throw 2 of 2,88,84
337,3,0:14.0,J. Lauvergne makes 2-pt layup from 1 ft (assist by D. Murray),,90,84
338,3,0:02.0,,T. Lyles makes 2-pt jump shot from 7 ft,90,86
339,3,0:02.0,,Shooting foul by J. Lauvergne (drawn by T. Lyles),90,86
340,3,0:02.0,,T. Lyles makes free throw 1 of 1,90,87
341,3,0:00.0,B. Forbes misses 3-pt jump shot from 46 ft,,90,87
342,3,0:00.0,Offensive rebound by Team,,90,87
343,4,11:40.0,D. Bertāns misses 3-pt jump shot from 27 ft,,90,87
344,4,11:37.0,,Defensive rebound by W. Barton,90,87
345,4,11:29.0,,W. Barton makes 2-pt layup from 2 ft,90,89
346,4,11:13.0,Shooting foul by D. Harris (drawn by T. Parker),,90,89
347,4,11:13.0,T. Parker makes free throw 1 of 2,,91,89
