,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
67,1,4:37.0,D. Russell makes 2-pt jump shot from 17 ft,,18,13
68,1,4:28.0,,J. Anderson makes 3-pt jump shot from 27 ft (assist by B. Simmons),18,16
69,1,4:15.0,D. Russell misses 3-pt jump shot from 26 ft,,18,16
70,1,4:14.0,,Defensive rebound by Team,18,16
71,1,4:14.0,,E. İlyasova enters the game for D. Šarić,18,16
72,1,4:04.0,,J. Anderson misses 3-pt jump shot from 23 ft,18,16
73,1,4:04.0,,Offensive rebound by Team,18,16
74,1,4:04.0,Loose ball foul by Q. Acy (drawn by E. İlyasova),,18,16
75,1,4:04.0,,J. Redick enters the game for M. Belinelli,18,16
76,1,4:04.0,,T. McConnell enters the game for B. Simmons,18,16
77,1,3:58.0,,J. Redick misses 2-pt jump shot from 18 ft,18,16
78,1,3:55.0,Defensive rebound by D. Russell,,18,16
79,1,3:47.0,Def 3 sec tech foul by R. Holmes,,18,16
80,1,3:47.0,S. Dinwiddie makes technical free throw,,19,16
81,1,3:42.0,C. LeVert misses 2-pt jump shot from 18 ft,,19,16
82,1,3:38.0,Offensive rebound by Q. Acy,,19,16
83,1,3:27.0,D. Cunningham makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),,22,16
84,1,3:16.0,,J. Redick makes 2-pt layup from 2 ft (assist by R. Holmes),22,18
85,1,3:02.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,25,18
86,1,2:50.0,,J. Anderson makes 3-pt jump shot from 25 ft (assist by E. İlyasova),25,21
87,1,2:32.0,D. Russell misses 2-pt jump shot from 14 ft,,25,21
88,1,2:29.0,,Defensive rebound by R. Holmes,25,21
89,1,2:19.0,,J. Anderson makes 3-pt jump shot from 25 ft (assist by T. McConnell),25,24
90,1,2:17.0,Brooklyn full timeout,,25,24
91,1,2:17.0,,J. Embiid enters the game for R. Holmes,25,24
92,1,2:17.0,J. Harris enters the game for D. Russell,,25,24
93,1,2:02.0,S. Dinwiddie makes 2-pt layup from 2 ft (assist by C. LeVert),,27,24
94,1,1:46.0,,J. Embiid makes 2-pt jump shot from 18 ft (assist by E. İlyasova),27,26
95,1,1:29.0,Q. Acy misses 3-pt jump shot from 25 ft,,27,26
96,1,1:26.0,,Defensive rebound by J. Redick,27,26
97,1,1:25.0,,Personal foul by Q. Acy (drawn by J. Embiid),27,26
98,1,1:25.0,,J. Embiid makes free throw 1 of 2,27,27
99,1,1:25.0,,J. Embiid makes free throw 2 of 2,27,28
100,1,1:05.0,S. Dinwiddie makes 2-pt layup from 2 ft,,29,28
101,1,0:52.0,,J. Redick makes 2-pt jump shot from 23 ft (assist by E. İlyasova),29,30
102,1,0:41.0,Q. Acy misses 3-pt jump shot from 25 ft,,29,30
103,1,0:38.0,,Defensive rebound by J. Anderson,29,30
104,1,0:31.0,,T. McConnell misses 2-pt layup from 1 ft,29,30
105,1,0:29.0,Defensive rebound by S. Dinwiddie,,29,30
106,1,0:15.0,,Technical foul by J. Embiid,29,30
107,1,0:15.0,S. Dinwiddie makes flagrant free throw 1 of 2,,30,30
108,1,0:15.0,,R. Covington enters the game for J. Embiid,30,30
109,1,0:15.0,S. Dinwiddie misses flagrant free throw 2 of 2,,30,30
110,1,0:14.0,Offensive rebound by Team,,30,30
111,1,0:02.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,,33,30
112,1,0:00.0,,T. McConnell misses 3-pt jump shot from 50 ft,33,30
113,1,0:00.0,,Offensive rebound by Team,33,30
114,2,11:45.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by R. Covington),33,33
115,2,11:23.0,C. LeVert misses 2-pt layup from 2 ft,,33,33
116,2,11:21.0,,Defensive rebound by J. Embiid,33,33
117,2,11:03.0,,J. Embiid misses 2-pt layup from 1 ft,33,33
118,2,11:02.0,Defensive rebound by D. Carroll,,33,33
119,2,11:02.0,,Loose ball foul by J. Embiid (drawn by Q. Acy),33,33
120,2,10:46.0,Shooting foul by R. Covington (drawn by J. Harris),,33,33
121,2,10:46.0,J. Harris makes free throw 1 of 2,,34,33
122,2,10:46.0,,J. Anderson enters the game for R. Covington,34,33
123,2,10:46.0,D. Cunningham enters the game for Q. Acy,,34,33
124,2,10:46.0,J. Harris makes free throw 2 of 2,,35,33
125,2,10:33.0,,J. Embiid misses 2-pt layup from 2 ft,35,33
126,2,10:32.0,,Offensive rebound by J. Embiid,35,33
127,2,10:29.0,,J. Embiid misses 2-pt layup at rim,35,33
128,2,10:29.0,Defensive rebound by Team,,35,33
129,2,10:28.0,Brooklyn full timeout,,35,33
130,2,10:28.0,J. Okafor enters the game for D. Cunningham,,35,33
131,2,10:10.0,J. Okafor misses 2-pt jump shot from 12 ft,,35,33
132,2,10:07.0,,Defensive rebound by J. Anderson,35,33
133,2,9:54.0,,J. Embiid misses 2-pt jump shot from 7 ft,35,33
134,2,9:54.0,Defensive rebound by D. Carroll,,35,33
135,2,9:36.0,D. Carroll misses 2-pt jump shot from 11 ft,,35,33
136,2,9:34.0,Offensive rebound by Team,,35,33
137,2,9:34.0,,D. Šarić enters the game for J. Redick,35,33
138,2,9:34.0,,M. Belinelli enters the game for E. İlyasova,35,33
139,2,9:31.0,J. Okafor makes 2-pt dunk from 1 ft (assist by J. Harris),,37,33
140,2,9:16.0,,D. Šarić misses 2-pt layup from 2 ft,37,33
141,2,9:16.0,Defensive rebound by D. Carroll,,37,33
142,2,9:08.0,Shooting foul by J. Anderson (drawn by D. Carroll),,37,33
143,2,9:08.0,D. Carroll misses free throw 1 of 2,,37,33
144,2,9:08.0,Offensive rebound by Team,,37,33
145,2,9:08.0,,B. Simmons enters the game for T. McConnell,37,33
146,2,9:08.0,D. Carroll makes free throw 2 of 2,,38,33
147,2,8:49.0,,J. Anderson misses 3-pt jump shot from 25 ft,38,33
148,2,8:47.0,Defensive rebound by D. Carroll,,38,33
149,2,8:43.0,Turnover by D. Carroll (bad pass; steal by J. Anderson),,38,33
150,2,8:30.0,,J. Embiid misses 3-pt jump shot from 25 ft,38,33
151,2,8:26.0,Defensive rebound by C. LeVert,,38,33
152,2,8:20.0,D. Carroll misses 3-pt jump shot from 25 ft,,38,33
153,2,8:18.0,,Defensive rebound by J. Embiid,38,33
154,2,8:11.0,,M. Belinelli misses 2-pt layup from 3 ft,38,33
155,2,8:11.0,Defensive rebound by J. Harris,,38,33
156,2,7:56.0,C. LeVert makes 2-pt layup from 1 ft,,40,33
157,2,7:46.0,,J. Embiid misses 3-pt jump shot from 25 ft,40,33
158,2,7:44.0,Defensive rebound by J. Harris,,40,33
159,2,7:27.0,C. LeVert makes 3-pt jump shot from 25 ft (assist by J. Harris),,43,33
160,2,7:25.0,,Philadelphia full timeout,43,33
161,2,7:25.0,,R. Holmes enters the game for J. Anderson,43,33
162,2,7:25.0,,T. McConnell enters the game for J. Embiid,43,33
163,2,7:13.0,,M. Belinelli misses 3-pt jump shot from 25 ft,43,33
164,2,7:10.0,,Offensive rebound by B. Simmons,43,33
165,2,7:08.0,,T. McConnell misses 3-pt jump shot from 25 ft,43,33
166,2,7:04.0,Defensive rebound by J. Okafor,,43,33
167,2,6:44.0,C. LeVert makes 3-pt jump shot from 25 ft,,46,33
168,2,6:34.0,,B. Simmons misses 2-pt jump shot from 9 ft,46,33
169,2,6:31.0,Defensive rebound by D. Carroll,,46,33
170,2,6:22.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,46,33
171,2,6:18.0,,Defensive rebound by D. Šarić,46,33
172,2,6:06.0,,D. Šarić misses 2-pt layup from 5 ft,46,33
173,2,6:04.0,,Offensive rebound by D. Šarić,46,33
174,2,6:03.0,,D. Šarić makes 2-pt layup from 2 ft,46,35
175,2,5:46.0,J. Okafor makes 2-pt hook shot from 8 ft,,48,35
176,2,5:32.0,,B. Simmons makes 2-pt layup from 1 ft (assist by T. McConnell),48,37
177,2,5:18.0,J. Okafor makes 2-pt jump shot from 12 ft,,50,37
178,2,4:59.0,,T. McConnell makes 2-pt jump shot from 13 ft,50,39
179,2,4:41.0,J. Okafor misses 2-pt jump shot from 11 ft,,50,39
180,2,4:39.0,,Defensive rebound by D. Šarić,50,39
181,2,4:33.0,,T. McConnell misses 3-pt jump shot from 25 ft,50,39
182,2,4:29.0,Defensive rebound by J. Okafor,,50,39
183,2,4:10.0,C. LeVert misses 2-pt jump shot from 3 ft,,50,39
184,2,4:06.0,Offensive rebound by J. Okafor,,50,39
185,2,4:06.0,J. Okafor misses 2-pt layup at rim,,50,39
186,2,4:06.0,Offensive rebound by Team,,50,39
187,2,4:06.0,,Loose ball foul by R. Holmes (drawn by C. LeVert),50,39
188,2,4:06.0,,E. İlyasova enters the game for R. Holmes,50,39
189,2,4:06.0,,J. Redick enters the game for T. McConnell,50,39
190,2,4:06.0,D. Russell enters the game for J. Okafor,,50,39
191,2,4:06.0,R. Hollis-Jefferson enters the game for S. Dinwiddie,,50,39
192,2,4:06.0,J. Allen enters the game for C. LeVert,,50,39
193,2,3:58.0,J. Allen misses 2-pt hook shot from 7 ft,,50,39
194,2,3:56.0,,Defensive rebound by E. İlyasova,50,39
195,2,3:45.0,,B. Simmons misses 2-pt jump shot from 8 ft,50,39
196,2,3:42.0,Defensive rebound by D. Carroll,,50,39
197,2,3:24.0,D. Carroll misses 2-pt layup from 3 ft,,50,39
198,2,3:22.0,,Defensive rebound by J. Redick,50,39
199,2,3:19.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Redick),50,41
200,2,3:01.0,J. Allen makes 2-pt dunk from 1 ft (assist by R. Hollis-Jefferson),,52,41
201,2,2:50.0,,J. Redick misses 2-pt jump shot from 23 ft,52,41
202,2,2:48.0,Defensive rebound by D. Carroll,,52,41
203,2,2:38.0,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Russell),,54,41
204,2,2:23.0,,E. İlyasova makes 2-pt jump shot from 23 ft (assist by M. Belinelli),54,43
205,2,2:02.0,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft (assist by J. Harris),,56,43
206,2,1:50.0,,D. Šarić makes 2-pt jump shot from 20 ft (assist by B. Simmons),56,45
207,2,1:29.0,Turnover by D. Russell (step out of bounds),,56,45
208,2,1:29.0,,J. Embiid enters the game for D. Šarić,56,45
209,2,1:29.0,C. LeVert enters the game for D. Carroll,,56,45
210,2,1:29.0,S. Dinwiddie enters the game for J. Harris,,56,45
211,2,1:21.0,,Shooting foul by S. Dinwiddie (drawn by E. İlyasova),56,45
212,2,1:21.0,,E. İlyasova makes free throw 1 of 2,56,46
213,2,1:21.0,,E. İlyasova makes free throw 2 of 2,56,47
214,2,1:12.0,D. Russell misses 3-pt jump shot from 25 ft,,56,47
215,2,1:09.0,,Defensive rebound by J. Embiid,56,47
216,2,1:01.0,,M. Belinelli makes 2-pt layup from 3 ft (assist by B. Simmons),56,49
217,2,0:36.0,C. LeVert makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),,58,49
218,2,0:31.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by B. Simmons),58,52
219,2,0:10.0,D. Russell misses 2-pt jump shot from 19 ft,,58,52
220,2,0:08.0,,Defensive rebound by J. Embiid,58,52
221,2,0:02.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),58,55
222,2,0:00.0,R. Hollis-Jefferson misses 3-pt jump shot from 43 ft,,58,55
223,2,0:00.0,Offensive rebound by Team,,58,55
224,3,11:43.0,,J. Embiid misses 2-pt layup from 5 ft (block by J. Allen),58,55
225,3,11:40.0,,Offensive rebound by B. Simmons,58,55
226,3,11:38.0,,B. Simmons misses 2-pt jump shot from 3 ft,58,55
227,3,11:38.0,Defensive rebound by D. Russell,,58,55
228,3,11:31.0,D. Carroll misses 2-pt jump shot from 20 ft,,58,55
229,3,11:28.0,,Defensive rebound by B. Simmons,58,55
230,3,11:26.0,,B. Simmons makes 2-pt layup from 1 ft,58,57
231,3,11:26.0,,Shooting foul by J. Harris (drawn by B. Simmons),58,57
232,3,11:26.0,,B. Simmons makes free throw 1 of 1,58,58
233,3,11:13.0,J. Allen misses 2-pt layup from 4 ft,,58,58
234,3,11:09.0,Offensive rebound by J. Allen,,58,58
235,3,11:09.0,J. Allen misses 2-pt layup at rim,,58,58
236,3,11:08.0,,Defensive rebound by D. Šarić,58,58
237,3,11:07.0,,B. Simmons makes 2-pt jump shot from 6 ft,58,60
238,3,11:07.0,,Shooting foul by R. Hollis-Jefferson (drawn by B. Simmons),58,60
239,3,11:07.0,,B. Simmons misses free throw 1 of 1,58,60
240,3,11:03.0,Defensive rebound by J. Allen,,58,60
241,3,10:57.0,Turnover by R. Hollis-Jefferson (out of bounds lost ball),,58,60
242,3,10:45.0,,Turnover by B. Simmons (lost ball; steal by R. Hollis-Jefferson),58,60
243,3,10:44.0,,Violation by J. Embiid (kicked ball),58,60
244,3,10:33.0,D. Russell misses 2-pt jump shot from 12 ft,,58,60
245,3,10:30.0,,Defensive rebound by B. Simmons,58,60
246,3,10:26.0,,R. Covington misses 3-pt jump shot from 27 ft,58,60
247,3,10:23.0,Defensive rebound by R. Hollis-Jefferson,,58,60
248,3,10:17.0,D. Russell misses 3-pt jump shot from 25 ft,,58,60
249,3,10:17.0,Offensive rebound by Team,,58,60
250,3,10:06.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,58,60
251,3,10:04.0,,Defensive rebound by J. Embiid,58,60
252,3,9:52.0,,J. Embiid misses 2-pt jump shot from 13 ft,58,60
253,3,9:50.0,Defensive rebound by R. Hollis-Jefferson,,58,60
254,3,9:34.0,Turnover by R. Hollis-Jefferson (bad pass; steal by D. Šarić),,58,60
255,3,9:30.0,,J. Redick misses 3-pt jump shot from 26 ft,58,60
256,3,9:26.0,Defensive rebound by D. Carroll,,58,60
257,3,9:05.0,D. Carroll makes 3-pt jump shot from 27 ft,,61,60
258,3,9:05.0,,Philadelphia full timeout,61,60
259,3,8:48.0,,J. Redick misses 2-pt layup from 4 ft,61,60
260,3,8:43.0,,Offensive rebound by J. Embiid,61,60
261,3,8:43.0,,J. Embiid misses 2-pt layup at rim,61,60
262,3,8:43.0,,Offensive rebound by J. Embiid,61,60
263,3,8:41.0,,Turnover by J. Embiid (lost ball; steal by D. Carroll),61,60
264,3,8:29.0,D. Russell misses 2-pt jump shot from 10 ft,,61,60
265,3,8:26.0,,Defensive rebound by J. Redick,61,60
266,3,8:14.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by R. Covington),61,63
267,3,7:54.0,J. Harris misses 2-pt layup from 4 ft,,61,63
268,3,7:53.0,Offensive rebound by R. Hollis-Jefferson,,61,63
269,3,7:53.0,Shooting foul by R. Covington (drawn by R. Hollis-Jefferson),,61,63
270,3,7:53.0,R. Hollis-Jefferson makes free throw 1 of 2,,62,63
271,3,7:53.0,,M. Belinelli enters the game for J. Redick,62,63
272,3,7:53.0,R. Hollis-Jefferson makes free throw 2 of 2,,63,63
273,3,7:34.0,,B. Simmons makes 2-pt jump shot from 13 ft,63,65
274,3,7:11.0,Turnover by J. Harris (bad pass; steal by J. Embiid),,63,65
275,3,7:00.0,,J. Embiid makes 3-pt jump shot from 27 ft (assist by B. Simmons),63,68
276,3,7:00.0,,J. Anderson enters the game for R. Covington,63,68
277,3,7:00.0,Brooklyn full timeout,,63,68
278,3,6:44.0,Shooting foul by J. Anderson (drawn by R. Hollis-Jefferson),,63,68
279,3,6:44.0,R. Hollis-Jefferson misses free throw 1 of 2,,63,68
280,3,6:44.0,Offensive rebound by Team,,63,68
281,3,6:44.0,,R. Holmes enters the game for J. Embiid,63,68
282,3,6:44.0,R. Hollis-Jefferson makes free throw 2 of 2,,64,68
283,3,6:31.0,,D. Šarić misses 2-pt layup from 1 ft (block by J. Allen),64,68
284,3,6:28.0,,Offensive rebound by R. Holmes,64,68
285,3,6:21.0,,J. Anderson makes 2-pt jump shot from 14 ft (assist by R. Holmes),64,70
286,3,6:09.0,D. Russell misses 2-pt jump shot from 7 ft,,64,70
287,3,6:09.0,Offensive rebound by R. Hollis-Jefferson,,64,70
288,3,6:03.0,R. Hollis-Jefferson makes 2-pt layup at rim,,66,70
289,3,5:50.0,,R. Holmes makes 2-pt jump shot from 6 ft,66,72
290,3,5:45.0,D. Carroll makes 2-pt hook shot from 6 ft (assist by R. Hollis-Jefferson),,68,72
291,3,5:36.0,,D. Šarić misses 3-pt jump shot from 24 ft,68,72
292,3,5:36.0,Defensive rebound by J. Allen,,68,72
293,3,5:23.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,71,72
294,3,5:07.0,,B. Simmons makes 2-pt jump shot from 14 ft,71,74
295,3,4:42.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,73,74
296,3,4:26.0,,D. Šarić misses 2-pt hook shot from 4 ft,73,74
297,3,4:26.0,Defensive rebound by R. Hollis-Jefferson,,73,74
298,3,4:20.0,Shooting foul by J. Anderson (drawn by D. Carroll),,73,74
299,3,4:20.0,D. Carroll misses free throw 1 of 3,,73,74
300,3,4:20.0,Offensive rebound by Team,,73,74
301,3,4:20.0,D. Carroll makes free throw 2 of 3,,74,74
302,3,4:20.0,,J. Redick enters the game for J. Anderson,74,74
303,3,4:20.0,,J. Embiid enters the game for D. Šarić,74,74
304,3,4:20.0,,E. İlyasova enters the game for R. Holmes,74,74
305,3,4:20.0,J. Okafor enters the game for J. Harris,,74,74
306,3,4:20.0,S. Dinwiddie enters the game for R. Hollis-Jefferson,,74,74
307,3,4:20.0,Q. Acy enters the game for J. Allen,,74,74
308,3,4:20.0,D. Carroll makes free throw 3 of 3,,75,74
309,3,4:07.0,,J. Embiid misses 2-pt layup from 3 ft (block by J. Okafor),75,74
310,3,4:07.0,,Offensive rebound by J. Embiid,75,74
311,3,4:07.0,,Shooting foul by J. Okafor (drawn by J. Embiid),75,74
312,3,4:07.0,,J. Embiid makes free throw 1 of 2,75,75
313,3,4:07.0,C. LeVert enters the game for D. Carroll,,75,75
314,3,4:07.0,,J. Embiid makes free throw 2 of 2,75,76
315,3,3:46.0,S. Dinwiddie misses 2-pt layup from 1 ft,,75,76
316,3,3:44.0,,Defensive rebound by J. Embiid,75,76
317,3,3:31.0,,J. Embiid misses 2-pt layup from 3 ft,75,76
318,3,3:29.0,,Offensive rebound by B. Simmons,75,76
319,3,3:28.0,,B. Simmons misses 2-pt layup at rim,75,76
320,3,3:27.0,Defensive rebound by D. Russell,,75,76
321,3,3:19.0,J. Okafor makes 2-pt jump shot from 5 ft (assist by D. Russell),,77,76
322,3,3:02.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by J. Embiid),77,78
323,3,2:45.0,D. Russell misses 2-pt jump shot from 10 ft,,77,78
324,3,2:42.0,,Defensive rebound by J. Embiid,77,78
325,3,2:34.0,,J. Embiid misses 3-pt jump shot from 26 ft,77,78
326,3,2:30.0,Defensive rebound by D. Russell,,77,78
327,3,2:13.0,C. LeVert makes 2-pt jump shot from 9 ft,,79,78
328,3,2:01.0,,M. Belinelli misses 2-pt jump shot from 16 ft,79,78
329,3,1:56.0,,Offensive rebound by B. Simmons,79,78
330,3,1:56.0,,B. Simmons makes 2-pt layup at rim,79,80
331,3,1:35.0,S. Dinwiddie misses 2-pt jump shot from 14 ft,,79,80
332,3,1:27.0,,Defensive rebound by B. Simmons,79,80
333,3,1:23.0,,J. Embiid makes 2-pt jump shot from 20 ft (assist by B. Simmons),79,82
334,3,1:07.0,Personal foul by B. Simmons (drawn by S. Dinwiddie),,79,82
335,3,1:07.0,,T. McConnell enters the game for B. Simmons,79,82
336,3,1:07.0,J. Harris enters the game for D. Russell,,79,82
337,3,0:56.0,J. Okafor makes 2-pt jump shot from 7 ft (assist by S. Dinwiddie),,81,82
338,3,0:37.0,,Personal foul by C. LeVert (drawn by J. Redick),81,82
339,3,0:34.0,,J. Redick misses 3-pt jump shot from 26 ft,81,82
340,3,0:31.0,,Offensive rebound by J. Embiid,81,82
341,3,0:11.0,,Personal foul by J. Okafor (drawn by J. Embiid),81,82
342,3,0:11.0,,J. Embiid makes free throw 1 of 2,81,83
343,3,0:11.0,,J. Anderson enters the game for E. İlyasova,81,83
344,3,0:11.0,D. Carroll enters the game for J. Okafor,,81,83
345,3,0:11.0,,J. Embiid makes free throw 2 of 2,81,84
346,3,0:03.0,,Offensive charge foul by C. LeVert (drawn by J. Redick),81,84
347,3,0:03.0,Turnover by C. LeVert (offensive foul),,81,84
348,3,0:00.0,,J. Embiid makes 2-pt jump shot from 21 ft (assist by T. McConnell),81,86
349,4,11:38.0,Personal foul by J. Embiid (drawn by J. Harris),,81,86
350,4,11:32.0,S. Dinwiddie makes 2-pt dunk at rim (assist by J. Harris),,83,86
351,4,11:10.0,,T. McConnell makes 2-pt jump shot from 15 ft (assist by J. Embiid),83,88
352,4,10:44.0,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,86,88
353,4,10:30.0,,J. Embiid misses 2-pt jump shot from 19 ft,86,88
354,4,10:25.0,Defensive rebound by S. Dinwiddie,,86,88
355,4,10:22.0,Shooting foul by J. Embiid (drawn by C. LeVert),,86,88
356,4,10:22.0,C. LeVert makes free throw 1 of 2,,87,88
357,4,10:22.0,C. LeVert makes free throw 2 of 2,,88,88
358,4,10:05.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Embiid),88,91
359,4,10:05.0,,Shooting foul by Q. Acy (drawn by J. Embiid),88,91
360,4,10:05.0,,J. Embiid makes free throw 1 of 1,88,92
361,4,9:49.0,S. Dinwiddie misses 2-pt jump shot from 15 ft,,88,92
362,4,9:47.0,,Defensive rebound by J. Embiid,88,92
363,4,9:37.0,,J. Embiid misses 2-pt jump shot from 15 ft (block by J. Okafor),88,92
364,4,9:34.0,,Offensive rebound by J. Embiid,88,92
365,4,9:32.0,,R. Covington makes 2-pt jump shot from 5 ft (assist by J. Embiid),88,94
366,4,9:08.0,C. LeVert misses 3-pt jump shot from 26 ft,,88,94
367,4,9:06.0,,Defensive rebound by Team,88,94
368,4,9:06.0,Loose ball foul by J. Harris (drawn by E. İlyasova),,88,94
369,4,9:06.0,,B. Simmons enters the game for T. McConnell,88,94
370,4,9:06.0,R. Hollis-Jefferson enters the game for J. Okafor,,88,94
371,4,8:57.0,,M. Belinelli misses 2-pt jump shot from 20 ft,88,94
372,4,8:57.0,Defensive rebound by Team,,88,94
373,4,8:40.0,Q. Acy makes 3-pt jump shot from 26 ft (assist by C. LeVert),,91,94
374,4,8:22.0,,E. İlyasova misses 2-pt layup from 2 ft,91,94
375,4,8:20.0,Defensive rebound by C. LeVert,,91,94
