,QUARTER,TIME_REMAINING,DENVER_ACTION,LA CLIPPERS_ACTION,DENVER_SCORE,LA CLIPPERS_SCORE
0,1,11:44.0,G. Harris misses 3-pt jump shot from 26 ft,,0,0
1,1,11:42.0,Offensive rebound by M. Plumlee,,0,0
2,1,11:38.0,M. Plumlee makes 2-pt layup at rim (assist by W. Barton),,2,0
3,1,11:25.0,,W. Reed makes 2-pt dunk from 1 ft (assist by M. Teodosić),2,2
4,1,11:06.0,M. Plumlee makes 2-pt hook shot from 5 ft,,4,2
5,1,10:46.0,,Turnover by W. Reed (lost ball; steal by W. Chandler),4,2
6,1,10:32.0,M. Plumlee misses 2-pt layup from 1 ft,,4,2
7,1,10:29.0,,Defensive rebound by B. Griffin,4,2
8,1,10:25.0,,T. Wallace misses 3-pt jump shot from 22 ft,4,2
9,1,10:21.0,Defensive rebound by W. Barton,,4,2
10,1,10:16.0,W. Barton misses 3-pt jump shot from 25 ft,,4,2
11,1,10:12.0,,Defensive rebound by B. Griffin,4,2
12,1,10:07.0,,B. Griffin makes 2-pt layup from 1 ft (assist by L. Williams),4,4
13,1,10:07.0,,Shooting foul by N. Jokić (drawn by B. Griffin),4,4
14,1,10:07.0,,B. Griffin makes free throw 1 of 1,4,5
15,1,9:55.0,M. Plumlee makes 2-pt layup from 3 ft,,6,5
16,1,9:38.0,,L. Williams misses 2-pt layup from 1 ft,6,5
17,1,9:33.0,,Offensive rebound by W. Reed,6,5
18,1,9:33.0,,W. Reed misses 2-pt layup from 1 ft,6,5
19,1,9:29.0,Defensive rebound by W. Chandler,,6,5
20,1,9:28.0,Personal block foul by T. Wallace (drawn by W. Chandler),,6,5
21,1,9:23.0,N. Jokić misses 3-pt jump shot from 25 ft,,6,5
22,1,9:20.0,Offensive rebound by W. Chandler,,6,5
23,1,9:18.0,W. Barton misses 3-pt jump shot from 25 ft,,6,5
24,1,9:14.0,,Defensive rebound by M. Teodosić,6,5
25,1,9:10.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Teodosić),6,8
26,1,8:41.0,W. Chandler makes 2-pt jump shot from 8 ft (assist by G. Harris),,8,8
27,1,8:37.0,,Turnover by M. Teodosić (bad pass),8,8
28,1,8:24.0,W. Chandler misses 3-pt jump shot from 22 ft,,8,8
29,1,8:21.0,Offensive rebound by Team,,8,8
30,1,8:17.0,G. Harris makes 2-pt layup from 1 ft (assist by W. Barton),,10,8
31,1,8:08.0,,Shooting foul by W. Barton (drawn by L. Williams),10,8
32,1,8:08.0,,L. Williams makes free throw 1 of 2,10,9
33,1,8:08.0,,L. Williams makes free throw 2 of 2,10,10
34,1,7:55.0,Shooting foul by W. Reed (drawn by M. Plumlee),,10,10
35,1,7:55.0,M. Plumlee makes free throw 1 of 2,,11,10
36,1,7:55.0,M. Plumlee misses free throw 2 of 2,,11,10
37,1,7:51.0,,Defensive rebound by B. Griffin,11,10
38,1,7:30.0,,L. Williams misses 3-pt jump shot from 29 ft,11,10
39,1,7:28.0,,Offensive rebound by T. Wallace,11,10
40,1,7:21.0,,B. Griffin misses 2-pt layup from 1 ft (block by W. Chandler),11,10
41,1,7:17.0,Defensive rebound by G. Harris,,11,10
42,1,7:16.0,G. Harris makes 2-pt layup from 1 ft,,13,10
43,1,6:58.0,,T. Wallace makes 2-pt jump shot from 4 ft,13,12
44,1,6:46.0,N. Jokić misses 3-pt jump shot from 25 ft,,13,12
45,1,6:43.0,,Defensive rebound by M. Teodosić,13,12
46,1,6:38.0,,T. Wallace misses 2-pt jump shot from 4 ft,13,12
47,1,6:36.0,Defensive rebound by N. Jokić,,13,12
48,1,6:23.0,W. Barton misses 2-pt jump shot from 13 ft,,13,12
49,1,6:19.0,,Defensive rebound by L. Williams,13,12
50,1,6:09.0,,M. Teodosić makes 3-pt jump shot from 25 ft (assist by B. Griffin),13,15
51,1,5:45.0,M. Plumlee misses 2-pt hook shot from 6 ft,,13,15
52,1,5:40.0,Offensive rebound by W. Barton,,13,15
53,1,5:33.0,W. Barton misses 2-pt layup at rim,,13,15
54,1,5:31.0,Offensive rebound by W. Barton,,13,15
55,1,5:31.0,W. Barton misses 2-pt layup from 1 ft (block by W. Reed),,13,15
56,1,5:31.0,Offensive rebound by Team,,13,15
57,1,5:31.0,,LA Clippers full timeout,13,15
58,1,5:31.0,,W. Johnson enters the game for M. Teodosić,13,15
59,1,5:31.0,M. Beasley enters the game for G. Harris,,13,15
60,1,5:31.0,,Offensive rebound by W. Reed,13,15
61,1,5:26.0,,Shooting foul by W. Chandler (drawn by W. Johnson),13,15
62,1,5:26.0,,W. Johnson makes free throw 1 of 2,13,16
63,1,5:26.0,,M. Harrell enters the game for W. Reed,13,16
64,1,5:26.0,,W. Johnson makes free throw 2 of 2,13,17
65,1,5:11.0,N. Jokić makes 2-pt jump shot from 14 ft,,15,17
66,1,4:51.0,,B. Griffin misses 3-pt jump shot from 24 ft,15,17
67,1,4:48.0,Defensive rebound by N. Jokić,,15,17
68,1,4:41.0,M. Plumlee misses 2-pt hook shot from 3 ft,,15,17
69,1,4:38.0,,Defensive rebound by M. Harrell,15,17
70,1,4:34.0,,Personal foul by M. Beasley (drawn by L. Williams),15,17
71,1,4:34.0,T. Lyles enters the game for M. Plumlee,,15,17
72,1,4:28.0,,L. Williams misses 2-pt jump shot from 5 ft,15,17
73,1,4:26.0,,Offensive rebound by Team,15,17
74,1,4:22.0,,B. Griffin misses 2-pt layup from 2 ft,15,17
75,1,4:17.0,,Offensive rebound by B. Griffin,15,17
76,1,4:17.0,,B. Griffin makes 2-pt layup at rim,15,19
77,1,3:54.0,W. Chandler misses 2-pt jump shot from 7 ft,,15,19
78,1,3:47.0,Offensive rebound by M. Beasley,,15,19
79,1,3:47.0,M. Beasley makes 2-pt layup at rim,,17,19
80,1,3:38.0,,B. Griffin makes 2-pt dunk from 1 ft (assist by L. Williams),17,21
81,1,3:28.0,N. Jokić makes 2-pt layup from 1 ft (assist by T. Lyles),,19,21
82,1,3:28.0,Shooting foul by M. Harrell (drawn by N. Jokić),,19,21
83,1,3:28.0,,J. Evans enters the game for L. Williams,19,21
84,1,3:28.0,R. Jefferson enters the game for W. Chandler,,19,21
85,1,3:28.0,N. Jokić makes free throw 1 of 1,,20,21
86,1,3:09.0,,T. Wallace makes 2-pt hook shot at rim (assist by B. Griffin),20,23
87,1,2:52.0,T. Lyles misses 2-pt jump shot from 10 ft,,20,23
88,1,2:50.0,,Defensive rebound by B. Griffin,20,23
89,1,2:46.0,,W. Johnson misses 3-pt jump shot from 23 ft,20,23
90,1,2:36.0,,Offensive rebound by B. Griffin,20,23
91,1,2:36.0,,B. Griffin misses 2-pt layup at rim,20,23
92,1,2:36.0,,Offensive rebound by B. Griffin,20,23
93,1,2:34.0,,Turnover by W. Johnson (bad pass; steal by M. Beasley),20,23
94,1,2:28.0,W. Barton makes 2-pt layup at rim (assist by N. Jokić),,22,23
95,1,2:20.0,,Turnover by T. Wallace (lost ball; steal by M. Beasley),22,23
96,1,2:12.0,M. Beasley makes 2-pt layup at rim (assist by W. Barton),,24,23
97,1,1:47.0,,B. Griffin makes 2-pt layup from 1 ft,24,25
98,1,1:35.0,T. Lyles misses 3-pt jump shot from 26 ft,,24,25
99,1,1:31.0,,Defensive rebound by M. Harrell,24,25
100,1,1:25.0,,Turnover by T. Wallace (out of bounds lost ball),24,25
101,1,1:25.0,Denver full timeout,,24,25
102,1,1:25.0,,S. Dekker enters the game for B. Griffin,24,25
103,1,1:25.0,E. Mudiay enters the game for W. Barton,,24,25
104,1,1:25.0,K. Faried enters the game for N. Jokić,,24,25
105,1,1:12.0,T. Lyles misses 2-pt jump shot from 21 ft,,24,25
106,1,1:07.0,Offensive rebound by K. Faried,,24,25
107,1,1:06.0,K. Faried misses 2-pt hook shot from 9 ft,,24,25
108,1,1:06.0,,Defensive rebound by M. Harrell,24,25
109,1,0:46.0,,S. Dekker makes 2-pt layup from 2 ft (assist by J. Evans),24,27
110,1,0:33.0,E. Mudiay makes 3-pt jump shot from 25 ft (assist by M. Beasley),,27,27
111,1,0:19.0,,S. Dekker makes 2-pt layup from 1 ft (assist by J. Evans),27,29
112,1,0:00.0,E. Mudiay misses 2-pt jump shot from 6 ft,,27,29
113,1,0:00.0,,Defensive rebound by M. Harrell,27,29
114,2,11:49.0,,J. Evans makes 2-pt jump shot from 17 ft,27,31
115,2,11:37.0,Turnover by E. Mudiay (lost ball; steal by S. Dekker),,27,31
116,2,11:35.0,,Turnover by S. Dekker (out of bounds lost ball),27,31
117,2,11:18.0,T. Lyles makes 2-pt layup at rim (assist by R. Jefferson),,29,31
118,2,11:06.0,,M. Harrell makes 2-pt hook shot from 3 ft,29,33
119,2,11:06.0,Violation by K. Faried (def goaltending),,29,33
120,2,10:53.0,G. Harris makes 2-pt jump shot from 10 ft,,31,33
121,2,10:42.0,,M. Harrell makes 2-pt layup from 1 ft (assist by M. Teodosić),31,35
122,2,10:30.0,G. Harris misses 3-pt jump shot from 25 ft,,31,35
123,2,10:28.0,,Defensive rebound by W. Johnson,31,35
124,2,10:19.0,,M. Harrell misses 2-pt hook shot from 5 ft,31,35
125,2,10:17.0,Defensive rebound by T. Lyles,,31,35
126,2,10:13.0,Personal foul by M. Teodosić (drawn by T. Lyles),,31,35
127,2,10:07.0,Offensive foul by K. Faried (drawn by M. Harrell),,31,35
128,2,10:07.0,Turnover by K. Faried (offensive foul),,31,35
129,2,9:44.0,,M. Harrell makes 2-pt jump shot from 7 ft,31,37
130,2,9:44.0,,Shooting foul by K. Faried (drawn by M. Harrell),31,37
131,2,9:44.0,,M. Harrell misses free throw 1 of 1,31,37
132,2,9:42.0,Defensive rebound by K. Faried,,31,37
133,2,9:30.0,T. Lyles makes 2-pt jump shot from 13 ft (assist by E. Mudiay),,33,37
134,2,9:08.0,,M. Teodosić misses 3-pt jump shot from 25 ft,33,37
135,2,9:05.0,,Offensive rebound by S. Dekker,33,37
136,2,8:55.0,,W. Johnson misses 3-pt jump shot from 25 ft,33,37
137,2,8:52.0,Defensive rebound by K. Faried,,33,37
138,2,8:46.0,T. Lyles makes 2-pt layup at rim (assist by G. Harris),,35,37
139,2,8:32.0,,W. Johnson makes 3-pt jump shot from 22 ft (assist by S. Dekker),35,40
140,2,8:30.0,Denver full timeout,,35,40
141,2,8:30.0,,L. Williams enters the game for W. Johnson,35,40
142,2,8:17.0,Shooting foul by M. Harrell (drawn by T. Lyles),,35,40
143,2,8:17.0,T. Lyles makes free throw 1 of 2,,36,40
144,2,8:17.0,T. Lyles makes free throw 2 of 2,,37,40
145,2,8:05.0,,Turnover by L. Williams (out of bounds lost ball),37,40
146,2,8:05.0,W. Chandler enters the game for R. Jefferson,,37,40
147,2,7:55.0,K. Faried makes 2-pt dunk from 1 ft (assist by E. Mudiay),,39,40
148,2,7:47.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by J. Evans),39,42
149,2,7:27.0,T. Lyles misses 3-pt jump shot from 25 ft,,39,42
150,2,7:26.0,,Defensive rebound by Team,39,42
151,2,7:26.0,,B. Griffin enters the game for J. Evans,39,42
152,2,7:26.0,,T. Wallace enters the game for S. Dekker,39,42
153,2,7:12.0,,B. Griffin misses 2-pt hook shot from 4 ft,39,42
154,2,7:08.0,,Offensive rebound by B. Griffin,39,42
155,2,7:07.0,,B. Griffin misses 2-pt hook shot from 4 ft,39,42
156,2,7:05.0,Defensive rebound by T. Lyles,,39,42
157,2,6:58.0,E. Mudiay misses 2-pt layup from 1 ft,,39,42
158,2,6:55.0,Offensive rebound by K. Faried,,39,42
159,2,6:55.0,K. Faried misses 2-pt dunk from 2 ft (block by T. Wallace),,39,42
160,2,6:55.0,,Defensive rebound by M. Teodosić,39,42
161,2,6:50.0,,L. Williams misses 3-pt jump shot from 25 ft,39,42
162,2,6:46.0,,Offensive rebound by M. Harrell,39,42
163,2,6:45.0,,Turnover by M. Harrell (bad pass; steal by G. Harris),39,42
164,2,6:42.0,Shooting foul by L. Williams (drawn by E. Mudiay),,39,42
165,2,6:42.0,E. Mudiay makes free throw 1 of 2,,40,42
166,2,6:42.0,,W. Reed enters the game for M. Harrell,40,42
167,2,6:42.0,N. Jokić enters the game for T. Lyles,,40,42
168,2,6:42.0,M. Plumlee enters the game for K. Faried,,40,42
169,2,6:42.0,E. Mudiay makes free throw 2 of 2,,41,42
170,2,6:27.0,,T. Wallace misses 3-pt jump shot from 22 ft,41,42
171,2,6:22.0,Defensive rebound by N. Jokić,,41,42
172,2,6:17.0,G. Harris misses 3-pt jump shot from 24 ft,,41,42
173,2,6:13.0,,Defensive rebound by B. Griffin,41,42
174,2,6:12.0,,Turnover by B. Griffin (bad pass; steal by G. Harris),41,42
175,2,6:07.0,G. Harris makes 3-pt jump shot from 24 ft,,44,42
176,2,5:51.0,,Turnover by W. Reed (bad pass; steal by M. Plumlee),44,42
177,2,5:40.0,G. Harris makes 2-pt layup from 2 ft (assist by M. Plumlee),,46,42
178,2,5:31.0,,L. Williams makes 2-pt jump shot from 6 ft,46,44
179,2,5:17.0,Shooting foul by W. Reed (drawn by G. Harris),,46,44
180,2,5:17.0,G. Harris makes free throw 1 of 2,,47,44
181,2,5:17.0,W. Barton enters the game for E. Mudiay,,47,44
182,2,5:17.0,G. Harris makes free throw 2 of 2,,48,44
183,2,5:02.0,,B. Griffin makes 2-pt layup at rim,48,46
184,2,5:02.0,,Shooting foul by M. Plumlee (drawn by B. Griffin),48,46
185,2,5:02.0,,B. Griffin misses free throw 1 of 1,48,46
186,2,4:59.0,Defensive rebound by M. Plumlee,,48,46
187,2,4:44.0,M. Plumlee makes 2-pt layup from 2 ft (assist by W. Chandler),,50,46
188,2,4:36.0,,W. Reed misses 2-pt layup from 1 ft,50,46
189,2,4:33.0,Defensive rebound by W. Chandler,,50,46
190,2,4:14.0,M. Plumlee misses 2-pt layup from 1 ft (block by W. Reed),,50,46
191,2,4:13.0,Offensive rebound by M. Plumlee,,50,46
192,2,4:13.0,Turnover by Team (shot clock),,50,46
193,2,4:13.0,,LA Clippers full timeout,50,46
194,2,4:04.0,,Turnover by M. Teodosić (bad pass; steal by G. Harris),50,46
195,2,4:00.0,W. Chandler misses 2-pt jump shot from 13 ft,,50,46
196,2,3:58.0,Offensive rebound by Team,,50,46
197,2,3:44.0,M. Plumlee makes 2-pt layup from 1 ft (assist by W. Barton),,52,46
