,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CLEVELAND_ACTION,SAN ANTONIO_SCORE,CLEVELAND_SCORE
398,4,5:57.0,,L. James makes free throw 1 of 2,94,82
399,4,5:57.0,,L. James makes free throw 2 of 2,94,83
400,4,5:45.0,Shooting foul by K. Korver (drawn by D. Murray),,94,83
401,4,5:45.0,D. Murray makes free throw 1 of 2,,95,83
402,4,5:45.0,D. Murray makes free throw 2 of 2,,96,83
403,4,5:30.0,,J. Green makes 2-pt hook shot from 6 ft (assist by L. James),96,85
404,4,5:10.0,B. Forbes misses 2-pt jump shot from 14 ft,,96,85
405,4,5:08.0,,Defensive rebound by L. James,96,85
406,4,5:00.0,,K. Korver misses 3-pt jump shot from 23 ft,96,85
407,4,5:00.0,,Offensive rebound by Team,96,85
408,4,5:00.0,Loose ball foul by K. Anderson (drawn by L. James),,96,85
409,4,4:47.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Green),96,88
410,4,4:26.0,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,99,88
411,4,4:25.0,,Cleveland full timeout,99,88
412,4,4:25.0,D. Green enters the game for B. Forbes,,99,88
413,4,4:16.0,,J. Clarkson makes 2-pt jump shot from 20 ft,99,90
414,4,3:51.0,Turnover by L. Aldridge (bad pass; steal by K. Korver),,99,90
415,4,3:47.0,,Turnover by J. Clarkson (lost ball; steal by K. Anderson),99,90
416,4,3:47.0,Personal foul by J. Clarkson (drawn by K. Anderson),,99,90
417,4,3:47.0,K. Anderson misses free throw 1 of 2,,99,90
418,4,3:47.0,Offensive rebound by Team,,99,90
419,4,3:47.0,K. Anderson makes free throw 2 of 2,,100,90
420,4,3:32.0,,R. Hood misses 2-pt hook shot from 9 ft,100,90
421,4,3:30.0,Defensive rebound by D. Murray,,100,90
422,4,3:22.0,D. Murray makes 2-pt jump shot from 13 ft,,102,90
423,4,3:12.0,,J. Clarkson makes 2-pt jump shot from 9 ft,102,92
424,4,2:55.0,D. Green misses 3-pt jump shot from 24 ft,,102,92
425,4,2:52.0,Offensive rebound by L. Aldridge,,102,92
426,4,2:49.0,L. Aldridge makes 2-pt hook shot from 12 ft,,104,92
427,4,2:31.0,,Turnover by J. Green (bad pass; steal by D. Murray),104,92
428,4,2:29.0,Personal foul by L. James (drawn by P. Mills),,104,92
429,4,2:29.0,P. Mills makes free throw 1 of 2,,105,92
430,4,2:29.0,P. Mills makes free throw 2 of 2,,106,92
431,4,2:21.0,,L. James misses 3-pt jump shot from 25 ft,106,92
432,4,2:18.0,Defensive rebound by D. Green,,106,92
433,4,1:59.0,Turnover by P. Mills (bad pass; steal by K. Korver),,106,92
434,4,1:56.0,Offensive charge foul by L. James (drawn by D. Green),,106,92
435,4,1:56.0,,Turnover by L. James (offensive foul),106,92
436,4,1:35.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by D. Murray),,108,92
437,4,1:23.0,,J. Clarkson misses 3-pt jump shot from 29 ft,108,92
438,4,1:22.0,,Offensive rebound by L. James,108,92
439,4,1:21.0,,L. James makes 2-pt layup from 1 ft,108,94
440,4,1:01.0,L. Aldridge makes 2-pt layup from 1 ft (assist by K. Anderson),,110,94
441,4,1:01.0,,Cleveland full timeout,110,94
442,4,1:01.0,,A. Žižić enters the game for R. Hood,110,94
443,4,1:01.0,,J. Holland enters the game for L. James,110,94
444,4,1:01.0,,C. Osman enters the game for J. Green,110,94
445,4,1:01.0,B. Paul enters the game for K. Anderson,,110,94
446,4,1:01.0,B. Forbes enters the game for P. Mills,,110,94
447,4,1:01.0,J. Lauvergne enters the game for L. Aldridge,,110,94
448,4,1:01.0,D. Bertāns enters the game for D. Green,,110,94
449,4,1:01.0,,J. Calderón enters the game for J. Clarkson,110,94
450,4,0:51.0,,K. Korver misses 3-pt jump shot from 22 ft,110,94
451,4,0:49.0,Defensive rebound by J. Lauvergne,,110,94
452,4,0:32.0,B. Forbes misses 2-pt layup from 5 ft,,110,94
453,4,0:29.0,Offensive rebound by J. Lauvergne,,110,94
454,4,0:27.0,J. Lauvergne misses 2-pt hook shot from 7 ft,,110,94
455,4,0:27.0,,Defensive rebound by A. Žižić,110,94
456,4,0:21.0,,J. Holland misses 3-pt jump shot from 25 ft,110,94
457,4,0:17.0,Defensive rebound by B. Paul,,110,94
