,QUARTER,TIME_REMAINING,CHICAGO_ACTION,OKLAHOMA CITY_ACTION,CHICAGO_SCORE,OKLAHOMA CITY_SCORE
394,4,6:57.0,,J. Grant makes free throw 2 of 2,63,82
395,4,6:37.0,L. Markkanen misses 2-pt jump shot from 13 ft,,63,82
396,4,6:37.0,Offensive rebound by Team,,63,82
397,4,6:20.0,A. Blakeney misses 3-pt jump shot from 24 ft,,63,82
398,4,6:16.0,Offensive rebound by K. Dunn,,63,82
399,4,6:14.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by L. Markkanen),,66,82
400,4,5:45.0,,Shooting foul by L. Markkanen (drawn by C. Anthony),66,82
401,4,5:45.0,,C. Anthony makes free throw 1 of 2,66,83
402,4,5:45.0,,P. George enters the game for Á. Abrines,66,83
403,4,5:45.0,,C. Anthony makes free throw 2 of 2,66,84
404,4,5:30.0,K. Dunn misses 3-pt jump shot from 23 ft,,66,84
405,4,5:26.0,,Defensive rebound by C. Anthony,66,84
406,4,5:20.0,,C. Anthony misses 3-pt jump shot from 25 ft,66,84
407,4,5:17.0,Defensive rebound by P. Zipser,,66,84
408,4,5:05.0,A. Blakeney misses 2-pt layup at rim,,66,84
409,4,5:02.0,,Defensive rebound by R. Westbrook,66,84
410,4,4:45.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Felton),66,87
411,4,4:44.0,Chicago full timeout,,66,87
412,4,4:33.0,Personal foul by R. Westbrook (drawn by A. Blakeney),,66,87
413,4,4:22.0,C. Felício makes 2-pt dunk at rim (assist by P. Zipser),,68,87
414,4,4:05.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),68,90
415,4,3:50.0,L. Markkanen makes 3-pt jump shot from 23 ft (assist by C. Felício),,71,90
416,4,3:37.0,,Turnover by J. Grant (traveling),71,90
417,4,3:37.0,,T. Ferguson enters the game for R. Westbrook,71,90
418,4,3:37.0,,D. Hamilton enters the game for C. Anthony,71,90
419,4,3:37.0,,J. Huestis enters the game for P. George,71,90
420,4,3:23.0,C. Felício makes 2-pt layup from 1 ft (assist by L. Markkanen),,73,90
421,4,3:00.0,,J. Huestis misses 2-pt jump shot from 15 ft,73,90
422,4,2:59.0,Defensive rebound by P. Zipser,,73,90
423,4,2:45.0,A. Blakeney makes 3-pt jump shot from 23 ft (assist by K. Dunn),,76,90
424,4,2:44.0,,Oklahoma City full timeout,76,90
425,4,2:22.0,,J. Huestis misses 3-pt jump shot from 23 ft,76,90
426,4,2:21.0,,Offensive rebound by J. Grant,76,90
427,4,2:06.0,,J. Huestis misses 3-pt jump shot from 23 ft,76,90
428,4,2:01.0,Defensive rebound by P. Zipser,,76,90
429,4,1:50.0,A. Blakeney misses 3-pt jump shot from 24 ft,,76,90
430,4,1:47.0,,Defensive rebound by J. Grant,76,90
431,4,1:28.0,,D. Hamilton misses 2-pt jump shot from 18 ft,76,90
432,4,1:27.0,Defensive rebound by K. Dunn,,76,90
433,4,1:23.0,Shooting foul by J. Huestis (drawn by A. Blakeney),,76,90
434,4,1:23.0,A. Blakeney misses free throw 1 of 2,,76,90
435,4,1:23.0,Offensive rebound by Team,,76,90
436,4,1:23.0,A. Blakeney makes free throw 2 of 2,,77,90
437,4,1:02.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Felton),77,92
438,4,0:52.0,P. Zipser makes 2-pt layup at rim (assist by C. Felício),,79,92
439,4,0:30.0,,R. Felton misses 3-pt jump shot from 25 ft,79,92
440,4,0:25.0,,Offensive rebound by J. Huestis,79,92
441,4,0:03.0,,Turnover by Team (shot clock),79,92
