,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA LAKERS_ACTION,CLEVELAND_SCORE,LA LAKERS_SCORE
388,4,6:41.0,,Loose ball foul by J. Randle (drawn by J. Holland),94,113
389,4,6:32.0,Turnover by L. James (bad pass; steal by I. Thomas),,94,113
390,4,6:25.0,,J. Randle makes 2-pt dunk from 1 ft (assist by I. Thomas),94,115
391,4,6:24.0,Cleveland full timeout,,94,115
392,4,6:24.0,J. Calderón enters the game for G. Hill,,94,115
393,4,6:24.0,L. Perrantes enters the game for L. Nance,,94,115
394,4,6:24.0,A. Žižić enters the game for L. James,,94,115
395,4,6:01.0,A. Žižić misses 2-pt jump shot from 12 ft,,94,115
396,4,5:57.0,,Defensive rebound by K. Caldwell-Pope,94,115
397,4,5:39.0,,B. Lopez misses 3-pt jump shot from 26 ft,94,115
398,4,5:37.0,Defensive rebound by K. Korver,,94,115
399,4,5:27.0,Shooting foul by I. Thomas (drawn by A. Žižić),,94,115
400,4,5:27.0,A. Žižić misses free throw 1 of 2,,94,115
401,4,5:27.0,Offensive rebound by Team,,94,115
402,4,5:27.0,A. Žižić makes free throw 2 of 2,,95,115
403,4,5:14.0,,K. Kuzma misses 2-pt jump shot from 5 ft (block by K. Korver),95,115
404,4,5:05.0,,Offensive rebound by J. Randle,95,115
405,4,5:05.0,,J. Randle makes 2-pt layup at rim,95,117
406,4,4:54.0,J. Calderón makes 2-pt layup from 2 ft,,97,117
407,4,4:38.0,,I. Thomas misses 3-pt jump shot from 23 ft,97,117
408,4,4:35.0,Defensive rebound by A. Žižić,,97,117
409,4,4:25.0,Personal foul by B. Lopez (drawn by J. Holland),,97,117
410,4,4:22.0,J. Holland misses 2-pt jump shot from 14 ft,,97,117
411,4,4:21.0,,Defensive rebound by K. Caldwell-Pope,97,117
412,4,4:12.0,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Calderón),97,117
413,4,4:12.0,Personal foul by B. Lopez (drawn by J. Calderón),,97,117
414,4,4:12.0,J. Calderón makes free throw 1 of 2,,98,117
415,4,4:12.0,J. Calderón makes free throw 2 of 2,,99,117
416,4,4:03.0,,Turnover by I. Thomas (bad pass),99,117
417,4,3:53.0,K. Korver makes 3-pt jump shot from 23 ft (assist by L. Perrantes),,102,117
418,4,3:52.0,,LA Lakers full timeout,102,117
419,4,3:52.0,,L. Ball enters the game for B. Lopez,102,117
420,4,3:35.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by J. Randle),102,120
421,4,3:21.0,A. Žižić makes 2-pt layup from 1 ft (assist by J. Holland),,104,120
422,4,2:58.0,,J. Randle makes 2-pt dunk from 2 ft (assist by I. Thomas),104,122
423,4,2:41.0,A. Žižić makes 2-pt layup from 2 ft (assist by J. Holland),,106,122
424,4,2:18.0,,I. Thomas misses 3-pt jump shot from 25 ft,106,122
425,4,2:14.0,,Offensive rebound by K. Kuzma,106,122
426,4,2:12.0,,Turnover by K. Caldwell-Pope (traveling),106,122
427,4,2:02.0,Turnover by J. Calderón (bad pass; steal by L. Ball),,106,122
428,4,1:39.0,,I. Thomas misses 2-pt jump shot from 18 ft,106,122
429,4,1:35.0,Defensive rebound by A. Žižić,,106,122
430,4,1:33.0,Shooting foul by K. Caldwell-Pope (drawn by J. Holland),,106,122
431,4,1:33.0,J. Holland makes free throw 1 of 2,,107,122
432,4,1:33.0,,A. Caruso enters the game for I. Thomas,107,122
433,4,1:33.0,J. Holland makes free throw 2 of 2,,108,122
434,4,1:17.0,,J. Randle makes 2-pt layup from 1 ft,108,124
435,4,1:07.0,A. Žižić misses 2-pt layup from 1 ft,,108,124
436,4,1:05.0,Offensive rebound by A. Žižić,,108,124
437,4,1:05.0,,T. Wear enters the game for J. Randle,108,124
438,4,1:01.0,Turnover by J. Calderón (bad pass; steal by A. Caruso),,108,124
439,4,0:41.0,,K. Kuzma misses 3-pt jump shot from 26 ft,108,124
440,4,0:39.0,Defensive rebound by J. Holland,,108,124
441,4,0:35.0,J. Holland misses 2-pt layup from 1 ft,,108,124
442,4,0:34.0,Offensive rebound by A. Žižić,,108,124
443,4,0:34.0,A. Žižić makes 2-pt layup at rim,,110,124
444,4,0:13.0,,T. Wear makes 3-pt jump shot from 25 ft (assist by L. Ball),110,127
445,4,0:07.0,J. Holland makes 3-pt jump shot from 26 ft,,113,127
