,QUARTER,TIME_REMAINING,INDIANA_ACTION,MINNESOTA_ACTION,INDIANA_SCORE,MINNESOTA_SCORE
377,4,3:42.0,,Turnover by J. Crawford (lost ball; steal by V. Oladipo),118,103
378,4,3:27.0,C. Joseph makes 3-pt jump shot from 22 ft (assist by D. Sabonis),,121,103
379,4,3:10.0,,M. Georges-Hunt misses 2-pt jump shot from 7 ft,121,103
380,4,3:06.0,Defensive rebound by T. Young,,121,103
381,4,3:03.0,Turnover by V. Oladipo (discontinued dribble),,121,103
382,4,2:54.0,,N. Bjelica misses 3-pt jump shot from 23 ft,121,103
383,4,2:50.0,,Offensive rebound by A. Brooks,121,103
384,4,2:49.0,,J. Crawford misses 2-pt jump shot from 16 ft,121,103
385,4,2:46.0,Defensive rebound by C. Joseph,,121,103
386,4,2:31.0,C. Joseph makes 3-pt jump shot from 22 ft (assist by D. Sabonis),,124,103
387,4,2:20.0,,A. Brooks misses 2-pt layup at rim,124,103
388,4,2:17.0,Defensive rebound by D. Sabonis,,124,103
389,4,2:12.0,Indiana full timeout,,124,103
390,4,2:12.0,,S. Muhammad enters the game for J. Crawford,124,103
391,4,2:12.0,J. Young enters the game for V. Oladipo,,124,103
392,4,2:12.0,D. Wilkins enters the game for T. Young,,124,103
393,4,2:12.0,T. Leaf enters the game for B. Bogdanović,,124,103
394,4,2:12.0,I. Anigbogu enters the game for D. Sabonis,,124,103
395,4,1:57.0,C. Joseph makes 2-pt jump shot from 19 ft,,126,103
396,4,1:42.0,,Turnover by M. Georges-Hunt (lost ball; steal by C. Joseph),126,103
397,4,1:34.0,J. Young misses 3-pt jump shot from 24 ft,,126,103
398,4,1:32.0,Offensive rebound by T. Leaf,,126,103
399,4,1:32.0,T. Leaf makes 2-pt layup at rim,,128,103
400,4,1:26.0,,Personal take foul by J. Young (drawn by A. Brooks),128,103
401,4,1:26.0,A. Poythress enters the game for C. Joseph,,128,103
402,4,1:23.0,,N. Bjelica makes 2-pt dunk at rim (assist by C. Aldrich),128,105
403,4,1:04.0,Personal foul by C. Aldrich (drawn by A. Poythress),,128,105
404,4,1:00.0,Turnover by I. Anigbogu (lost ball; steal by A. Brooks),,128,105
405,4,0:55.0,,C. Aldrich misses 2-pt layup from 1 ft,128,105
406,4,0:54.0,,S. Muhammad misses 2-pt layup from 1 ft,128,105
407,4,0:54.0,Defensive rebound by D. Wilkins,,128,105
408,4,0:53.0,,Defensive rebound by S. Muhammad,128,105
409,4,0:35.0,J. Young makes 2-pt jump shot from 18 ft,,130,105
410,4,0:25.0,,A. Brooks makes 2-pt layup from 3 ft,130,107
411,4,0:01.0,Turnover by Team (shot clock),,130,107
