,QUARTER,TIME_REMAINING,MIAMI_ACTION,TORONTO_ACTION,MIAMI_SCORE,TORONTO_SCORE
0,1,11:43.0,,D. Wright misses 2-pt jump shot from 4 ft,0,0
1,1,11:41.0,Defensive rebound by H. Whiteside,,0,0
2,1,11:34.0,D. Jones misses 3-pt jump shot from 24 ft,,0,0
3,1,11:32.0,Offensive rebound by H. Whiteside,,0,0
4,1,11:30.0,H. Whiteside misses 2-pt layup from 1 ft,,0,0
5,1,11:30.0,,Defensive rebound by D. DeRozan,0,0
6,1,11:15.0,,D. DeRozan misses 2-pt jump shot from 5 ft (block by J. Richardson),0,0
7,1,11:13.0,Defensive rebound by D. Jones,,0,0
8,1,11:12.0,Shooting block foul by O. Anunoby (drawn by D. Jones),,0,0
9,1,11:12.0,D. Jones makes free throw 1 of 2,,1,0
10,1,11:12.0,D. Jones makes free throw 2 of 2,,2,0
11,1,10:55.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by D. DeRozan),2,2
12,1,10:37.0,H. Whiteside misses 2-pt jump shot from 15 ft,,2,2
13,1,10:34.0,,Defensive rebound by S. Ibaka,2,2
14,1,10:20.0,,S. Ibaka misses 2-pt jump shot from 11 ft,2,2
15,1,10:14.0,Defensive rebound by H. Whiteside,,2,2
16,1,10:07.0,J. Richardson misses 2-pt layup from 7 ft,,2,2
17,1,10:01.0,Offensive rebound by J. Richardson,,2,2
18,1,10:01.0,J. Richardson misses 2-pt layup at rim,,2,2
19,1,10:00.0,Offensive rebound by H. Whiteside,,2,2
20,1,10:00.0,H. Whiteside misses 2-pt layup at rim,,2,2
21,1,9:59.0,,Defensive rebound by O. Anunoby,2,2
22,1,9:47.0,,O. Anunoby makes 2-pt layup from 1 ft,2,4
23,1,9:32.0,K. Olynyk misses 2-pt jump shot from 20 ft,,2,4
24,1,9:30.0,,Defensive rebound by S. Ibaka,2,4
25,1,9:20.0,,J. Valančiūnas misses 2-pt layup from 5 ft,2,4
26,1,9:17.0,,Offensive rebound by J. Valančiūnas,2,4
27,1,9:17.0,,J. Valančiūnas makes 2-pt layup from 2 ft,2,6
28,1,9:02.0,H. Whiteside makes 2-pt jump shot from 17 ft (assist by J. Richardson),,4,6
29,1,8:38.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by D. DeRozan),4,8
30,1,8:38.0,,Shooting foul by H. Whiteside (drawn by S. Ibaka),4,8
31,1,8:38.0,,S. Ibaka makes free throw 1 of 1,4,9
32,1,8:31.0,G. Dragić misses 2-pt jump shot from 13 ft,,4,9
33,1,8:27.0,,Defensive rebound by J. Valančiūnas,4,9
34,1,8:19.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,4,9
35,1,8:19.0,Defensive rebound by G. Dragić,,4,9
36,1,8:11.0,K. Olynyk makes 2-pt layup at rim,,6,9
37,1,7:54.0,,S. Ibaka misses 3-pt jump shot from 26 ft,6,9
38,1,7:52.0,Defensive rebound by H. Whiteside,,6,9
39,1,7:45.0,G. Dragić misses 2-pt hook shot from 1 ft,,6,9
40,1,7:43.0,,Defensive rebound by O. Anunoby,6,9
41,1,7:35.0,,D. DeRozan makes 2-pt jump shot from 15 ft,6,11
42,1,7:14.0,K. Olynyk makes 2-pt layup from 4 ft,,8,11
43,1,6:58.0,,D. DeRozan misses 3-pt jump shot from 26 ft,8,11
44,1,6:55.0,Defensive rebound by H. Whiteside,,8,11
45,1,6:47.0,G. Dragić makes 2-pt jump shot from 15 ft,,10,11
46,1,6:38.0,,Toronto full timeout,10,11
47,1,6:29.0,,D. DeRozan misses 2-pt layup from 1 ft,10,11
48,1,6:26.0,,Offensive rebound by S. Ibaka,10,11
49,1,6:23.0,,S. Ibaka misses 2-pt hook shot from 8 ft,10,11
50,1,6:23.0,Defensive rebound by K. Olynyk,,10,11
51,1,6:04.0,H. Whiteside makes 2-pt dunk at rim (assist by K. Olynyk),,12,11
52,1,5:37.0,,S. Ibaka makes 2-pt hook shot from 3 ft (assist by D. Wright),12,13
53,1,5:29.0,Personal foul by S. Ibaka (drawn by K. Olynyk),,12,13
54,1,5:29.0,J. Johnson enters the game for J. Richardson,,12,13
55,1,5:29.0,W. Ellington enters the game for K. Olynyk,,12,13
56,1,5:20.0,H. Whiteside misses 2-pt layup from 3 ft (block by D. Wright),,12,13
57,1,5:17.0,,Defensive rebound by O. Anunoby,12,13
58,1,5:15.0,,D. DeRozan misses 2-pt jump shot from 4 ft,12,13
59,1,5:13.0,Defensive rebound by H. Whiteside,,12,13
60,1,5:04.0,W. Ellington misses 3-pt jump shot from 27 ft,,12,13
61,1,5:01.0,,Defensive rebound by J. Valančiūnas,12,13
62,1,4:52.0,,J. Valančiūnas makes 2-pt jump shot from 9 ft (assist by D. Wright),12,15
63,1,4:32.0,H. Whiteside makes 2-pt jump shot from 14 ft,,14,15
64,1,4:19.0,,D. Wright makes 2-pt layup from 1 ft,14,17
65,1,4:14.0,Miami full timeout,,14,17
66,1,4:14.0,,L. Nogueira enters the game for O. Anunoby,14,17
67,1,4:14.0,,C. Miles enters the game for J. Valančiūnas,14,17
68,1,3:58.0,G. Dragić misses 2-pt layup from 2 ft (block by L. Nogueira),,14,17
69,1,3:55.0,Offensive rebound by H. Whiteside,,14,17
70,1,3:54.0,H. Whiteside misses 2-pt jump shot from 2 ft (block by L. Nogueira),,14,17
71,1,3:54.0,,Defensive rebound by D. Wright,14,17
72,1,3:44.0,,D. DeRozan misses 2-pt jump shot from 3 ft,14,17
73,1,3:44.0,Defensive rebound by D. Jones,,14,17
74,1,3:38.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by G. Dragić),,17,17
75,1,3:20.0,,D. DeRozan misses 2-pt jump shot from 8 ft,17,17
76,1,3:20.0,Defensive rebound by W. Ellington,,17,17
77,1,3:07.0,H. Whiteside misses 2-pt jump shot from 11 ft,,17,17
78,1,3:04.0,,Defensive rebound by S. Ibaka,17,17
79,1,3:01.0,,Shooting foul by J. Johnson (drawn by L. Nogueira),17,17
80,1,3:01.0,,L. Nogueira makes free throw 1 of 2,17,18
81,1,3:01.0,,F. VanVleet enters the game for D. DeRozan,17,18
82,1,3:01.0,,N. Powell enters the game for D. Wright,17,18
83,1,3:01.0,B. Adebayo enters the game for D. Jones,,17,18
84,1,3:01.0,K. Olynyk enters the game for H. Whiteside,,17,18
85,1,3:01.0,,L. Nogueira makes free throw 2 of 2,17,19
86,1,2:47.0,K. Olynyk misses 2-pt jump shot from 2 ft (block by S. Ibaka),,17,19
87,1,2:45.0,,Defensive rebound by N. Powell,17,19
88,1,2:43.0,,N. Powell makes 2-pt dunk from 1 ft (assist by C. Miles),17,21
89,1,2:25.0,Personal foul by F. VanVleet (drawn by K. Olynyk),,17,21
90,1,2:25.0,J. Richardson enters the game for G. Dragić,,17,21
91,1,2:21.0,Personal foul by N. Powell (drawn by K. Olynyk),,17,21
92,1,2:16.0,K. Olynyk misses 2-pt layup from 2 ft (block by S. Ibaka),,17,21
93,1,2:14.0,,Defensive rebound by N. Powell,17,21
94,1,2:07.0,,S. Ibaka misses 2-pt jump shot from 10 ft,17,21
95,1,2:02.0,Defensive rebound by B. Adebayo,,17,21
96,1,1:55.0,J. Richardson misses 2-pt layup from 1 ft,,17,21
97,1,1:52.0,Offensive rebound by K. Olynyk,,17,21
98,1,1:46.0,Turnover by J. Johnson (bad pass; steal by F. VanVleet),,17,21
99,1,1:28.0,,C. Miles misses 2-pt jump shot from 14 ft,17,21
100,1,1:26.0,Defensive rebound by B. Adebayo,,17,21
101,1,1:13.0,W. Ellington misses 3-pt jump shot from 26 ft,,17,21
102,1,1:11.0,Offensive rebound by B. Adebayo,,17,21
103,1,1:00.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,20,21
104,1,0:49.0,,S. Ibaka misses 2-pt jump shot from 15 ft,20,21
