,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ATLANTA_ACTION,LA LAKERS_SCORE,ATLANTA_SCORE
380,4,11:29.0,,T. Prince makes 3-pt jump shot from 24 ft,96,78
381,4,11:15.0,Shooting foul by J. Collins (drawn by I. Zubac),,96,78
382,4,11:15.0,I. Zubac makes free throw 1 of 2,,97,78
383,4,11:15.0,I. Zubac makes free throw 2 of 2,,98,78
384,4,11:05.0,,Turnover by J. Collins (lost ball; steal by L. Ball),98,78
385,4,11:03.0,Shooting foul by K. Bazemore (drawn by L. Ball),,98,78
386,4,11:03.0,L. Ball makes free throw 1 of 2,,99,78
387,4,11:03.0,L. Ball makes free throw 2 of 2,,100,78
388,4,10:52.0,,T. Prince misses 3-pt jump shot from 24 ft,100,78
389,4,10:49.0,Defensive rebound by K. Caldwell-Pope,,100,78
390,4,10:45.0,I. Thomas misses 3-pt jump shot from 25 ft,,100,78
391,4,10:40.0,,Defensive rebound by T. Dorsey,100,78
392,4,10:40.0,,Shooting foul by I. Zubac (drawn by I. Taylor),100,78
393,4,10:40.0,,I. Taylor misses free throw 1 of 2,100,78
394,4,10:40.0,,Offensive rebound by Team,100,78
395,4,10:40.0,J. Hart enters the game for K. Caldwell-Pope,,100,78
396,4,10:40.0,,I. Taylor makes free throw 2 of 2,100,79
397,4,10:24.0,I. Zubac misses 2-pt layup from 1 ft,,100,79
398,4,10:22.0,,Defensive rebound by J. Collins,100,79
399,4,10:19.0,,Turnover by I. Taylor (lost ball; steal by L. Ball),100,79
400,4,10:14.0,K. Kuzma misses 2-pt jump shot from 10 ft,,100,79
401,4,10:09.0,Offensive rebound by I. Zubac,,100,79
402,4,10:09.0,I. Zubac makes 2-pt layup at rim,,102,79
403,4,9:57.0,,T. Prince makes 2-pt jump shot from 4 ft,102,81
404,4,9:43.0,I. Zubac makes 2-pt dunk from 1 ft (assist by I. Thomas),,104,81
405,4,9:15.0,,Turnover by Team (shot clock),104,81
406,4,9:15.0,,D. Dedmon enters the game for J. Collins,104,81
407,4,8:55.0,K. Kuzma misses 2-pt jump shot from 17 ft,,104,81
408,4,8:53.0,,Defensive rebound by Team,104,81
409,4,8:40.0,,I. Taylor makes 2-pt jump shot from 7 ft,104,83
410,4,8:40.0,,Shooting foul by I. Thomas (drawn by I. Taylor),104,83
411,4,8:40.0,,I. Taylor makes free throw 1 of 1,104,84
412,4,8:30.0,Turnover by I. Zubac (bad pass),,104,84
413,4,8:17.0,,I. Taylor makes 2-pt layup from 1 ft (assist by D. Dedmon),104,86
414,4,7:58.0,I. Thomas makes 2-pt layup from 1 ft,,106,86
415,4,7:36.0,,I. Taylor misses 2-pt jump shot from 13 ft,106,86
416,4,7:29.0,Defensive rebound by L. Ball,,106,86
417,4,7:28.0,J. Hart misses 3-pt jump shot from 22 ft,,106,86
418,4,7:21.0,,Defensive rebound by T. Dorsey,106,86
419,4,7:19.0,,T. Dorsey misses 3-pt jump shot from 25 ft,106,86
420,4,7:13.0,Defensive rebound by L. Ball,,106,86
421,4,7:03.0,I. Zubac makes 2-pt jump shot from 15 ft (assist by I. Thomas),,108,86
422,4,6:44.0,,Shooting foul by L. Ball (drawn by K. Bazemore),108,86
423,4,6:44.0,,Atlanta full timeout,108,86
424,4,6:44.0,,A. White enters the game for T. Dorsey,108,86
425,4,6:44.0,,M. Muscala enters the game for I. Taylor,108,86
426,4,6:44.0,,K. Bazemore makes free throw 1 of 2,108,87
427,4,6:44.0,,K. Bazemore makes free throw 2 of 2,108,88
428,4,6:31.0,Turnover by I. Zubac (turnover),,108,88
429,4,6:18.0,,K. Bazemore misses 2-pt jump shot from 16 ft,108,88
430,4,6:15.0,Defensive rebound by J. Hart,,108,88
431,4,6:05.0,J. Hart makes 3-pt jump shot from 25 ft (assist by L. Ball),,111,88
432,4,5:44.0,,A. White misses 3-pt jump shot from 25 ft,111,88
433,4,5:40.0,Defensive rebound by L. Ball,,111,88
434,4,5:38.0,I. Thomas misses 3-pt jump shot from 24 ft,,111,88
435,4,5:38.0,Offensive rebound by I. Thomas,,111,88
436,4,5:30.0,I. Thomas makes 2-pt layup from 2 ft,,113,88
437,4,5:23.0,,T. Prince makes 3-pt jump shot from 24 ft,113,91
438,4,5:08.0,J. Hart misses 3-pt jump shot from 24 ft,,113,91
439,4,5:05.0,,Defensive rebound by M. Muscala,113,91
440,4,5:00.0,,Shooting block foul by I. Zubac (drawn by K. Bazemore),113,91
441,4,5:00.0,,K. Bazemore misses free throw 1 of 2,113,91
442,4,5:00.0,,Offensive rebound by Team,113,91
443,4,5:00.0,,M. Plumlee enters the game for D. Dedmon,113,91
444,4,5:00.0,T. Ennis enters the game for L. Ball,,113,91
445,4,5:00.0,K. Caldwell-Pope enters the game for I. Thomas,,113,91
446,4,5:00.0,,K. Bazemore makes free throw 2 of 2,113,92
447,4,4:52.0,J. Hart makes 3-pt jump shot from 24 ft,,116,92
448,4,4:43.0,,Shooting foul by J. Hart (drawn by T. Prince),116,92
449,4,4:43.0,,T. Prince makes free throw 1 of 2,116,93
450,4,4:43.0,,J. Magette enters the game for K. Bazemore,116,93
451,4,4:43.0,,T. Prince makes free throw 2 of 2,116,94
452,4,4:26.0,T. Ennis makes 2-pt hook shot from 7 ft,,118,94
453,4,4:10.0,,Turnover by T. Prince (lost ball; steal by K. Kuzma),118,94
454,4,4:05.0,K. Kuzma misses 3-pt jump shot from 24 ft,,118,94
455,4,4:02.0,,Defensive rebound by J. Magette,118,94
456,4,3:55.0,,A. White makes 2-pt jump shot from 5 ft (assist by J. Magette),118,96
457,4,3:55.0,,Shooting foul by I. Zubac (drawn by A. White),118,96
458,4,3:55.0,,I. Taylor enters the game for T. Prince,118,96
459,4,3:55.0,,A. White misses free throw 1 of 1,118,96
460,4,3:52.0,Defensive rebound by K. Kuzma,,118,96
461,4,3:33.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by T. Ennis),,120,96
462,4,3:16.0,,A. White misses 3-pt jump shot from 25 ft,120,96
463,4,3:13.0,Defensive rebound by T. Ennis,,120,96
464,4,3:08.0,Turnover by T. Ennis (bad pass; steal by M. Muscala),,120,96
465,4,2:58.0,,M. Muscala makes 2-pt jump shot from 12 ft (assist by I. Taylor),120,98
466,4,2:39.0,T. Ennis misses 2-pt jump shot from 20 ft,,120,98
467,4,2:36.0,,Defensive rebound by M. Muscala,120,98
468,4,2:29.0,Offensive charge foul by M. Muscala (drawn by T. Ennis),,120,98
469,4,2:29.0,,Turnover by M. Muscala (offensive foul),120,98
470,4,2:29.0,,Atlanta full timeout,120,98
471,4,2:25.0,Turnover by I. Zubac (bad pass; steal by J. Magette),,120,98
472,4,2:22.0,,I. Taylor makes 2-pt layup from 1 ft (assist by J. Magette),120,100
473,4,2:02.0,Turnover by T. Ennis (step out of bounds),,120,100
474,4,1:53.0,,M. Muscala makes 2-pt hook shot from 8 ft (assist by J. Magette),120,102
475,4,1:42.0,J. Hart misses 2-pt jump shot from 12 ft,,120,102
476,4,1:35.0,,Defensive rebound by M. Muscala,120,102
477,4,1:33.0,,J. Magette misses 3-pt jump shot from 27 ft,120,102
478,4,1:33.0,Defensive rebound by K. Kuzma,,120,102
479,4,1:22.0,K. Kuzma misses 2-pt layup from 3 ft,,120,102
480,4,1:19.0,,Defensive rebound by A. White,120,102
481,4,1:10.0,,M. Muscala misses 3-pt jump shot from 23 ft,120,102
482,4,1:07.0,Defensive rebound by K. Kuzma,,120,102
483,4,0:54.0,Turnover by T. Ennis (bad pass; steal by M. Plumlee),,120,102
484,4,0:48.0,,A. White makes 2-pt layup at rim (assist by J. Magette),120,104
485,4,0:33.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by T. Ennis),,123,104
486,4,0:15.0,,M. Muscala misses 3-pt jump shot from 25 ft,123,104
487,4,0:12.0,Defensive rebound by K. Caldwell-Pope,,123,104
