,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHICAGO_ACTION,GOLDEN STATE_SCORE,CHICAGO_SCORE
385,4,6:45.0,K. Thompson misses 3-pt jump shot from 24 ft,,106,94
386,4,6:41.0,,Defensive rebound by D. Valentine,106,94
387,4,6:36.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by D. Valentine),106,97
388,4,6:13.0,D. West makes 2-pt jump shot from 19 ft (assist by K. Thompson),,108,97
389,4,5:59.0,,B. Portis makes 2-pt layup at rim (assist by N. Mirotić),108,99
390,4,5:47.0,S. Livingston makes 2-pt jump shot from 12 ft,,110,99
391,4,5:32.0,,Turnover by D. Valentine (out of bounds lost ball),110,99
392,4,5:32.0,,J. Holiday enters the game for B. Portis,110,99
393,4,5:32.0,,L. Markkanen enters the game for D. Valentine,110,99
394,4,5:32.0,S. Curry enters the game for K. Thompson,,110,99
395,4,5:32.0,P. McCaw enters the game for O. Casspi,,110,99
396,4,5:32.0,K. Durant enters the game for K. Looney,,110,99
397,4,5:16.0,P. McCaw makes 2-pt jump shot from 18 ft (assist by S. Livingston),,112,99
398,4,4:59.0,,K. Dunn makes 2-pt jump shot from 12 ft,112,101
399,4,4:41.0,S. Curry misses 2-pt layup from 2 ft,,112,101
400,4,4:41.0,,Defensive rebound by K. Dunn,112,101
401,4,4:41.0,,Personal foul by S. Livingston (drawn by K. Dunn),112,101
402,4,4:41.0,N. Young enters the game for S. Livingston,,112,101
403,4,4:33.0,,Turnover by K. Dunn (bad pass),112,101
404,4,4:21.0,P. McCaw misses 2-pt dunk from 1 ft (block by N. Mirotić),,112,101
405,4,4:18.0,,Defensive rebound by K. Dunn,112,101
406,4,4:15.0,,K. Dunn misses 2-pt jump shot from 5 ft,112,101
407,4,4:13.0,,Offensive rebound by D. Nwaba,112,101
408,4,4:12.0,,N. Mirotić misses 3-pt jump shot from 26 ft,112,101
409,4,4:12.0,Defensive rebound by S. Curry,,112,101
410,4,4:02.0,Turnover by S. Curry (bad pass; steal by D. Nwaba),,112,101
411,4,3:59.0,,D. Nwaba makes 2-pt dunk from 1 ft,112,103
412,4,3:59.0,Golden State full timeout,,112,103
413,4,3:59.0,K. Thompson enters the game for D. West,,112,103
414,4,3:59.0,K. Looney enters the game for N. Young,,112,103
415,4,3:35.0,K. Thompson misses 2-pt layup from 1 ft,,112,103
416,4,3:33.0,,Defensive rebound by L. Markkanen,112,103
417,4,3:25.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by L. Markkanen),112,105
418,4,2:59.0,Turnover by K. Thompson (lost ball; steal by K. Dunn),,112,105
419,4,2:55.0,,K. Dunn makes 2-pt dunk from 1 ft,112,107
420,4,2:52.0,Personal take foul by L. Markkanen (drawn by K. Thompson),,112,107
421,4,2:52.0,,Chicago full timeout,112,107
422,4,2:52.0,,D. Valentine enters the game for K. Dunn,112,107
423,4,2:35.0,K. Thompson makes 2-pt layup from 1 ft (assist by K. Looney),,114,107
424,4,2:16.0,,J. Holiday misses 3-pt jump shot from 25 ft,114,107
425,4,2:16.0,,Offensive rebound by L. Markkanen,114,107
426,4,2:14.0,,L. Markkanen misses 2-pt layup from 1 ft,114,107
427,4,2:14.0,Defensive rebound by P. McCaw,,114,107
428,4,1:57.0,K. Durant makes 2-pt jump shot from 5 ft,,116,107
429,4,1:57.0,Shooting foul by D. Nwaba (drawn by K. Durant),,116,107
430,4,1:57.0,K. Durant makes free throw 1 of 1,,117,107
431,4,1:36.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by D. Valentine),117,110
432,4,1:13.0,K. Durant misses 2-pt jump shot from 18 ft,,117,110
433,4,1:10.0,,Defensive rebound by D. Valentine,117,110
434,4,1:06.0,,L. Markkanen misses 3-pt jump shot from 23 ft,117,110
435,4,1:03.0,,Offensive rebound by D. Nwaba,117,110
436,4,0:59.0,,D. Valentine misses 3-pt jump shot from 23 ft,117,110
437,4,0:59.0,,Offensive rebound by D. Valentine,117,110
438,4,0:50.0,,J. Holiday misses 3-pt jump shot from 22 ft,117,110
439,4,0:50.0,,Offensive rebound by N. Mirotić,117,110
440,4,0:50.0,,N. Mirotić makes 2-pt layup at rim,117,112
441,4,0:28.0,Turnover by S. Curry (lost ball; steal by D. Nwaba),,117,112
442,4,0:24.0,,L. Markkanen misses 3-pt jump shot from 25 ft,117,112
443,4,0:21.0,Defensive rebound by Team,,117,112
444,4,0:21.0,Golden State full timeout,,117,112
445,4,0:21.0,S. Livingston enters the game for K. Looney,,117,112
446,4,0:17.0,Personal foul by L. Markkanen (drawn by K. Thompson),,117,112
447,4,0:17.0,K. Thompson makes free throw 1 of 2,,118,112
448,4,0:17.0,,R. Lopez enters the game for D. Valentine,118,112
449,4,0:17.0,K. Looney enters the game for S. Livingston,,118,112
450,4,0:17.0,K. Thompson makes free throw 2 of 2,,119,112
451,4,0:17.0,,Chicago full timeout,119,112
452,4,0:17.0,,D. Valentine enters the game for R. Lopez,119,112
453,4,0:17.0,,J. Grant enters the game for D. Nwaba,119,112
454,4,0:16.0,,Personal foul by K. Durant (drawn by L. Markkanen),119,112
455,4,0:14.0,,L. Markkanen misses 3-pt jump shot from 25 ft,119,112
456,4,0:10.0,Defensive rebound by K. Durant,,119,112
