,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
75,1,2:16.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by J. Barea),,28,22
76,1,1:58.0,,Shooting foul by S. Mejri (drawn by J. Wall),28,22
77,1,1:58.0,,J. Wall makes free throw 1 of 2,28,23
78,1,1:58.0,,T. Frazier enters the game for B. Beal,28,23
79,1,1:58.0,,I. Mahinmi enters the game for M. Gortat,28,23
80,1,1:58.0,D. Nowitzki enters the game for D. Finney-Smith,,28,23
81,1,1:58.0,W. Matthews enters the game for H. Barnes,,28,23
82,1,1:58.0,N. Noel enters the game for S. Mejri,,28,23
83,1,1:58.0,,J. Wall makes free throw 2 of 2,28,24
84,1,1:46.0,J. Barea makes 3-pt jump shot from 26 ft (assist by D. Harris),,31,24
85,1,1:29.0,,J. Wall makes 2-pt jump shot from 19 ft (assist by J. Meeks),31,26
86,1,1:14.0,J. Barea makes 3-pt jump shot from 26 ft,,34,26
87,1,1:01.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by J. Wall),34,29
88,1,0:47.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by J. Barea),,36,29
89,1,0:35.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by T. Frazier),36,32
90,1,0:14.0,N. Noel misses 2-pt layup from 3 ft,,36,32
91,1,0:11.0,,Defensive rebound by I. Mahinmi,36,32
92,1,0:02.0,,Personal foul by D. Harris (drawn by J. Wall),36,32
93,1,0:02.0,,J. Wall makes free throw 1 of 2,36,33
94,1,0:02.0,H. Barnes enters the game for N. Noel,,36,33
95,1,0:02.0,,J. Wall makes free throw 2 of 2,36,34
96,1,0:01.0,Turnover by D. Harris (bad pass; steal by T. Frazier),,36,34
97,2,11:49.0,,K. Oubre misses 2-pt jump shot from 18 ft,36,34
98,2,11:45.0,Defensive rebound by N. Noel,,36,34
99,2,11:37.0,N. Noel makes 2-pt dunk from 2 ft (assist by J. Barea),,38,34
100,2,11:24.0,,J. Meeks misses 3-pt jump shot from 28 ft,38,34
101,2,11:21.0,Defensive rebound by W. Matthews,,38,34
102,2,11:07.0,Personal foul by I. Mahinmi (drawn by N. Noel),,38,34
103,2,10:59.0,J. Barea misses 3-pt jump shot from 25 ft,,38,34
104,2,10:55.0,,Defensive rebound by K. Oubre,38,34
105,2,10:42.0,,J. Meeks misses 2-pt jump shot from 9 ft (block by N. Noel),38,34
106,2,10:38.0,Defensive rebound by W. Matthews,,38,34
107,2,10:36.0,J. Barea makes 2-pt layup at rim (assist by W. Matthews),,40,34
108,2,10:12.0,,Turnover by I. Mahinmi (lost ball; steal by N. Noel),40,34
109,2,10:04.0,Personal foul by T. Frazier (drawn by N. Noel),,40,34
110,2,10:04.0,D. Powell enters the game for D. Finney-Smith,,40,34
111,2,9:52.0,J. Barea makes 2-pt layup from 3 ft,,42,34
112,2,9:35.0,,Turnover by T. Frazier (out of bounds lost ball),42,34
113,2,9:25.0,D. Harris makes 2-pt jump shot from 7 ft (assist by J. Barea),,44,34
114,2,9:25.0,Shooting foul by J. Meeks (drawn by D. Harris),,44,34
115,2,9:25.0,,Washington full timeout,44,34
116,2,9:25.0,D. Harris makes free throw 1 of 1,,45,34
117,2,9:11.0,,J. Meeks misses 2-pt jump shot from 14 ft,45,34
118,2,9:09.0,Defensive rebound by N. Noel,,45,34
119,2,9:05.0,Personal foul by J. Meeks (drawn by D. Harris),,45,34
120,2,8:56.0,D. Powell misses 3-pt jump shot from 26 ft,,45,34
121,2,8:53.0,,Defensive rebound by T. Frazier,45,34
122,2,8:46.0,,Shooting foul by D. Powell (drawn by M. Scott),45,34
123,2,8:46.0,,M. Scott makes free throw 1 of 2,45,35
124,2,8:46.0,D. Smith enters the game for J. Barea,,45,35
125,2,8:46.0,Y. Ferrell enters the game for D. Harris,,45,35
126,2,8:46.0,,M. Scott makes free throw 2 of 2,45,36
127,2,8:24.0,W. Matthews misses 3-pt jump shot from 25 ft,,45,36
128,2,8:24.0,,Defensive rebound by Team,45,36
129,2,8:24.0,Loose ball foul by D. Powell (drawn by T. Frazier),,45,36
130,2,8:24.0,D. Nowitzki enters the game for N. Noel,,45,36
131,2,8:24.0,H. Barnes enters the game for D. Powell,,45,36
132,2,8:24.0,D. Finney-Smith enters the game for W. Matthews,,45,36
133,2,8:15.0,,J. Meeks misses 3-pt jump shot from 25 ft,45,36
134,2,8:10.0,,Offensive rebound by T. Frazier,45,36
135,2,8:01.0,,K. Oubre misses 3-pt jump shot from 26 ft,45,36
136,2,7:58.0,Defensive rebound by H. Barnes,,45,36
137,2,7:49.0,Shooting foul by T. Frazier (drawn by H. Barnes),,45,36
138,2,7:49.0,H. Barnes makes free throw 1 of 2,,46,36
139,2,7:49.0,,B. Beal enters the game for T. Frazier,46,36
140,2,7:49.0,,J. Wall enters the game for J. Meeks,46,36
141,2,7:49.0,,M. Morris enters the game for I. Mahinmi,46,36
142,2,7:49.0,H. Barnes misses free throw 2 of 2,,46,36
143,2,7:47.0,,Defensive rebound by K. Oubre,46,36
144,2,7:33.0,,B. Beal makes 2-pt jump shot from 11 ft (assist by J. Wall),46,38
145,2,7:13.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,46,38
146,2,7:10.0,,Defensive rebound by M. Scott,46,38
147,2,7:05.0,,J. Wall makes 2-pt jump shot from 18 ft,46,40
148,2,6:49.0,D. Smith misses 2-pt jump shot from 15 ft,,46,40
149,2,6:44.0,Offensive rebound by D. Nowitzki,,46,40
150,2,6:43.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by Y. Ferrell),,48,40
151,2,6:30.0,,Turnover by B. Beal (out of bounds lost ball),48,40
152,2,6:10.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,48,40
153,2,6:06.0,,Defensive rebound by K. Oubre,48,40
154,2,5:59.0,,M. Scott misses 2-pt layup from 2 ft,48,40
155,2,5:51.0,Defensive rebound by D. Smith,,48,40
156,2,5:51.0,D. Smith misses 3-pt jump shot from 26 ft,,48,40
157,2,5:51.0,,Defensive rebound by M. Scott,48,40
158,2,5:46.0,,Shooting foul by D. Finney-Smith (drawn by J. Wall),48,40
159,2,5:46.0,,J. Wall misses free throw 1 of 2,48,40
160,2,5:46.0,,Offensive rebound by Team,48,40
161,2,5:46.0,,O. Porter enters the game for K. Oubre,48,40
162,2,5:46.0,,J. Wall makes free throw 2 of 2,48,41
163,2,5:28.0,Y. Ferrell makes 2-pt layup at rim (assist by D. Finney-Smith),,50,41
164,2,5:16.0,,J. Wall makes 2-pt jump shot from 7 ft,50,43
165,2,5:00.0,H. Barnes makes 2-pt jump shot from 6 ft (assist by D. Nowitzki),,52,43
166,2,4:47.0,,Turnover by B. Beal (out of bounds lost ball),52,43
167,2,4:42.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,52,43
168,2,4:36.0,Offensive rebound by H. Barnes,,52,43
169,2,4:36.0,H. Barnes misses 2-pt layup at rim,,52,43
170,2,4:34.0,,Defensive rebound by J. Wall,52,43
171,2,4:32.0,,J. Wall misses 2-pt layup from 2 ft,52,43
172,2,4:30.0,Defensive rebound by D. Finney-Smith,,52,43
173,2,4:28.0,Shooting foul by O. Porter (drawn by H. Barnes),,52,43
174,2,4:28.0,H. Barnes makes free throw 1 of 2,,53,43
175,2,4:28.0,,M. Gortat enters the game for M. Scott,53,43
176,2,4:28.0,W. Matthews enters the game for D. Finney-Smith,,53,43
177,2,4:28.0,H. Barnes makes free throw 2 of 2,,54,43
178,2,4:20.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),54,45
179,2,4:20.0,,Shooting foul by D. Nowitzki (drawn by M. Gortat),54,45
180,2,4:20.0,,M. Gortat misses free throw 1 of 1,54,45
181,2,4:18.0,Defensive rebound by D. Nowitzki,,54,45
182,2,4:05.0,D. Smith misses 2-pt layup from 3 ft,,54,45
183,2,4:03.0,,Defensive rebound by M. Gortat,54,45
184,2,3:57.0,,M. Morris misses 3-pt jump shot from 25 ft,54,45
185,2,3:55.0,Defensive rebound by Y. Ferrell,,54,45
186,2,3:47.0,Y. Ferrell misses 2-pt layup from 4 ft,,54,45
187,2,3:46.0,,Defensive rebound by M. Gortat,54,45
188,2,3:34.0,,B. Beal misses 3-pt jump shot from 25 ft,54,45
189,2,3:32.0,Defensive rebound by W. Matthews,,54,45
190,2,3:28.0,Dallas full timeout,,54,45
191,2,3:28.0,S. Mejri enters the game for D. Nowitzki,,54,45
192,2,3:10.0,W. Matthews makes 2-pt jump shot from 17 ft,,56,45
193,2,2:51.0,,M. Gortat misses 2-pt hook shot from 12 ft,56,45
194,2,2:49.0,Defensive rebound by S. Mejri,,56,45
195,2,2:36.0,Y. Ferrell makes 2-pt jump shot from 21 ft,,58,45
196,2,2:20.0,,B. Beal makes 2-pt layup at rim (assist by J. Wall),58,47
197,2,1:56.0,H. Barnes makes 2-pt jump shot from 15 ft,,60,47
198,2,1:38.0,,B. Beal makes 2-pt jump shot from 5 ft (assist by J. Wall),60,49
199,2,1:25.0,D. Smith misses 2-pt jump shot from 5 ft,,60,49
200,2,1:25.0,Offensive rebound by S. Mejri,,60,49
201,2,1:25.0,Personal foul by J. Wall (drawn by S. Mejri),,60,49
202,2,1:25.0,S. Mejri makes free throw 1 of 2,,61,49
203,2,1:25.0,S. Mejri makes free throw 2 of 2,,62,49
204,2,1:19.0,,Turnover by J. Wall (bad pass; steal by W. Matthews),62,49
205,2,0:59.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,62,49
206,2,0:55.0,Offensive rebound by S. Mejri,,62,49
207,2,0:48.0,H. Barnes makes 2-pt jump shot from 5 ft (assist by D. Smith),,64,49
208,2,0:39.0,,B. Beal misses 2-pt layup from 3 ft (block by S. Mejri),64,49
209,2,0:38.0,,Offensive rebound by M. Gortat,64,49
210,2,0:37.0,,M. Gortat makes 2-pt layup from 3 ft,64,51
211,2,0:18.0,D. Smith misses 3-pt jump shot from 25 ft,,64,51
212,2,0:14.0,,Defensive rebound by O. Porter,64,51
213,2,0:03.0,,Shooting foul by S. Mejri (drawn by J. Wall),64,51
214,2,0:03.0,,J. Wall makes free throw 1 of 2,64,52
215,2,0:03.0,,J. Wall makes free throw 2 of 2,64,53
216,2,0:01.0,W. Matthews misses 3-pt jump shot from 36 ft,,64,53
217,2,0:01.0,Offensive rebound by Team,,64,53
218,3,11:50.0,,J. Wall misses 2-pt jump shot from 16 ft,64,53
219,3,11:46.0,Defensive rebound by D. Smith,,64,53
220,3,11:34.0,D. Smith makes 2-pt layup from 1 ft,,66,53
221,3,11:11.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Wall),66,56
222,3,10:50.0,H. Barnes misses 2-pt jump shot from 13 ft,,66,56
223,3,10:48.0,,Defensive rebound by M. Gortat,66,56
224,3,10:37.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),66,59
225,3,10:19.0,D. Smith makes 3-pt jump shot from 25 ft (assist by W. Matthews),,69,59
226,3,10:00.0,,Personal foul by Y. Ferrell (drawn by O. Porter),69,59
227,3,9:57.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by B. Beal),69,62
228,3,9:34.0,D. Smith makes 2-pt layup from 2 ft,,71,62
229,3,9:16.0,,Shooting foul by Y. Ferrell (drawn by B. Beal),71,62
230,3,9:16.0,,B. Beal makes free throw 1 of 2,71,63
231,3,9:16.0,,B. Beal misses free throw 2 of 2,71,63
232,3,9:14.0,Defensive rebound by D. Nowitzki,,71,63
233,3,9:04.0,D. Smith misses 2-pt layup at rim,,71,63
234,3,9:02.0,,Defensive rebound by O. Porter,71,63
235,3,8:50.0,,Personal foul by Y. Ferrell (drawn by B. Beal),71,63
236,3,8:50.0,D. Harris enters the game for Y. Ferrell,,71,63
237,3,8:39.0,,J. Wall makes 2-pt layup from 1 ft,71,65
238,3,8:15.0,H. Barnes misses 2-pt jump shot from 17 ft,,71,65
239,3,8:13.0,,Defensive rebound by O. Porter,71,65
240,3,8:07.0,,J. Wall misses 2-pt jump shot from 16 ft,71,65
241,3,8:01.0,Defensive rebound by D. Smith,,71,65
242,3,7:58.0,D. Smith misses 3-pt jump shot from 25 ft,,71,65
243,3,7:53.0,Offensive rebound by H. Barnes,,71,65
244,3,7:51.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Smith),,74,65
245,3,7:33.0,,O. Porter misses 2-pt jump shot from 15 ft,74,65
246,3,7:29.0,Defensive rebound by H. Barnes,,74,65
247,3,7:22.0,Turnover by D. Smith (turnover; steal by B. Beal),,74,65
248,3,7:17.0,,B. Beal misses 3-pt jump shot from 25 ft,74,65
249,3,7:14.0,Defensive rebound by H. Barnes,,74,65
250,3,7:10.0,Personal foul by M. Morris (drawn by H. Barnes),,74,65
251,3,6:59.0,H. Barnes makes 2-pt layup from 1 ft (assist by W. Matthews),,76,65
252,3,6:40.0,,Turnover by B. Beal (out of bounds lost ball),76,65
253,3,6:40.0,,Washington full timeout,76,65
254,3,6:40.0,J. Barea enters the game for D. Smith,,76,65
255,3,6:24.0,D. Harris makes 2-pt jump shot from 18 ft,,78,65
256,3,6:11.0,,Turnover by J. Wall (bad pass; steal by D. Harris),78,65
257,3,6:08.0,Turnover by J. Barea (lost ball; steal by O. Porter),,78,65
258,3,6:03.0,,O. Porter makes 2-pt layup from 1 ft (assist by M. Morris),78,67
259,3,6:03.0,,Shooting foul by D. Nowitzki (drawn by O. Porter),78,67
260,3,6:03.0,S. Mejri enters the game for D. Nowitzki,,78,67
261,3,6:03.0,,O. Porter makes free throw 1 of 1,78,68
262,3,5:47.0,Turnover by H. Barnes (lost ball; steal by J. Wall),,78,68
263,3,5:34.0,,Turnover by B. Beal (lost ball; steal by H. Barnes),78,68
264,3,5:27.0,D. Harris misses 3-pt jump shot from 25 ft,,78,68
265,3,5:24.0,,Defensive rebound by J. Wall,78,68
266,3,5:24.0,,Personal foul by J. Barea (drawn by J. Wall),78,68
267,3,5:24.0,,J. Wall misses free throw 1 of 2,78,68
268,3,5:24.0,,Offensive rebound by Team,78,68
269,3,5:24.0,D. Finney-Smith enters the game for W. Matthews,,78,68
270,3,5:24.0,,J. Wall makes free throw 2 of 2,78,69
271,3,5:12.0,J. Barea misses 2-pt jump shot from 11 ft,,78,69
272,3,5:10.0,,Defensive rebound by O. Porter,78,69
273,3,5:01.0,,M. Morris misses 2-pt dunk from 3 ft (block by S. Mejri),78,69
274,3,4:57.0,Defensive rebound by J. Barea,,78,69
275,3,4:52.0,Personal foul by O. Porter (drawn by S. Mejri),,78,69
276,3,4:41.0,H. Barnes makes 2-pt jump shot from 11 ft,,80,69
277,3,4:21.0,,M. Morris misses 2-pt jump shot from 8 ft,80,69
278,3,4:17.0,Defensive rebound by D. Harris,,80,69
279,3,4:06.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by H. Barnes),,83,69
280,3,3:48.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),83,72
281,3,3:20.0,D. Finney-Smith misses 2-pt jump shot from 16 ft,,83,72
282,3,3:16.0,Offensive rebound by J. Barea,,83,72
283,3,3:08.0,Dallas full timeout,,83,72
284,3,3:08.0,,K. Oubre enters the game for M. Morris,83,72
285,3,2:53.0,H. Barnes misses 2-pt jump shot from 2 ft,,83,72
286,3,2:53.0,Offensive rebound by Team,,83,72
287,3,2:53.0,Turnover by Team (shot clock),,83,72
288,3,2:43.0,,B. Beal misses 2-pt jump shot from 16 ft,83,72
289,3,2:40.0,Defensive rebound by H. Barnes,,83,72
290,3,2:24.0,Shooting foul by B. Beal (drawn by H. Barnes),,83,72
291,3,2:24.0,H. Barnes makes free throw 1 of 2,,84,72
292,3,2:24.0,H. Barnes makes free throw 2 of 2,,85,72
293,3,2:13.0,,Turnover by K. Oubre (traveling),85,72
294,3,2:13.0,,T. Frazier enters the game for J. Wall,85,72
295,3,2:00.0,S. Mejri makes 2-pt layup from 2 ft (assist by J. Barea),,87,72
296,3,1:50.0,Violation by S. Mejri (kicked ball),,87,72
297,3,1:50.0,,J. Smith enters the game for M. Gortat,87,72
298,3,1:50.0,W. Matthews enters the game for H. Barnes,,87,72
299,3,1:39.0,,T. Frazier makes 2-pt jump shot from 2 ft (assist by B. Beal),87,74
300,3,1:22.0,J. Barea misses 3-pt jump shot from 24 ft,,87,74
301,3,1:20.0,,Defensive rebound by T. Frazier,87,74
302,3,1:09.0,,K. Oubre misses 2-pt dunk from 3 ft (block by S. Mejri),87,74
303,3,1:02.0,Defensive rebound by D. Harris,,87,74
304,3,0:59.0,D. Finney-Smith misses 2-pt layup from 3 ft (block by O. Porter),,87,74
305,3,0:59.0,Offensive rebound by D. Harris,,87,74
306,3,0:55.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by J. Barea),,90,74
307,3,0:43.0,,Shooting foul by D. Harris (drawn by B. Beal),90,74
308,3,0:43.0,,B. Beal makes free throw 1 of 2,90,75
309,3,0:43.0,,B. Beal makes free throw 2 of 2,90,76
310,3,0:32.0,D. Harris misses 3-pt jump shot from 27 ft,,90,76
311,3,0:28.0,,Defensive rebound by J. Smith,90,76
312,3,0:07.0,,K. Oubre misses 2-pt jump shot from 7 ft (block by S. Mejri),90,76
313,3,0:03.0,Defensive rebound by D. Harris,,90,76
314,3,0:01.0,D. Harris misses 2-pt jump shot from 10 ft,,90,76
315,3,0:01.0,,Defensive rebound by T. Frazier,90,76
316,4,11:44.0,D. Harris misses 2-pt layup from 2 ft (block by J. Smith),,90,76
317,4,11:41.0,,Defensive rebound by T. Frazier,90,76
318,4,11:38.0,,Turnover by J. Meeks (traveling),90,76
319,4,11:23.0,Turnover by W. Matthews (bad pass; steal by T. Frazier),,90,76
320,4,11:19.0,,T. Frazier makes 2-pt layup from 2 ft,90,78
321,4,10:54.0,J. Barea misses 2-pt jump shot from 16 ft,,90,78
322,4,10:49.0,Offensive rebound by S. Mejri,,90,78
323,4,10:47.0,Personal foul by J. Smith (drawn by S. Mejri),,90,78
324,4,10:47.0,H. Barnes enters the game for D. Finney-Smith,,90,78
325,4,10:47.0,D. Nowitzki enters the game for S. Mejri,,90,78
326,4,10:37.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,90,78
327,4,10:34.0,,Defensive rebound by K. Oubre,90,78
328,4,10:29.0,,J. Meeks makes 3-pt jump shot from 24 ft (assist by O. Porter),90,81
329,4,10:28.0,Dallas full timeout,,90,81
330,4,10:28.0,D. Smith enters the game for J. Barea,,90,81
331,4,10:28.0,Y. Ferrell enters the game for D. Harris,,90,81
332,4,10:12.0,Offensive foul by D. Nowitzki (drawn by J. Smith),,90,81
333,4,10:12.0,Turnover by D. Nowitzki (offensive foul),,90,81
334,4,10:02.0,,K. Oubre misses 2-pt jump shot from 18 ft,90,81
335,4,9:58.0,Defensive rebound by D. Nowitzki,,90,81
336,4,9:42.0,D. Smith misses 2-pt jump shot from 20 ft,,90,81
337,4,9:38.0,,Defensive rebound by K. Oubre,90,81
338,4,9:33.0,,Shooting foul by H. Barnes (drawn by J. Meeks),90,81
339,4,9:33.0,,J. Meeks makes free throw 1 of 3,90,82
340,4,9:33.0,,J. Meeks makes free throw 2 of 3,90,83
341,4,9:33.0,,J. Meeks makes free throw 3 of 3,90,84
342,4,9:20.0,D. Smith misses 2-pt layup from 2 ft (block by J. Smith),,90,84
343,4,9:16.0,,Defensive rebound by T. Frazier,90,84
344,4,9:09.0,,O. Porter makes 2-pt jump shot from 10 ft,90,86
345,4,9:09.0,,Shooting foul by W. Matthews (drawn by O. Porter),90,86
346,4,9:09.0,,O. Porter makes free throw 1 of 1,90,87
347,4,9:09.0,Technical foul by D. Nowitzki,,90,87
348,4,9:09.0,,J. Meeks makes technical free throw,90,88
349,4,8:56.0,Turnover by H. Barnes (out of bounds lost ball),,90,88
350,4,8:45.0,,O. Porter misses 2-pt jump shot from 11 ft,90,88
351,4,8:43.0,Defensive rebound by H. Barnes,,90,88
352,4,8:31.0,Shooting foul by O. Porter (drawn by D. Smith),,90,88
353,4,8:31.0,D. Smith makes free throw 1 of 2,,91,88
354,4,8:31.0,S. Mejri enters the game for D. Nowitzki,,91,88
355,4,8:31.0,D. Smith makes free throw 2 of 2,,92,88
356,4,8:18.0,,J. Meeks misses 3-pt jump shot from 25 ft,92,88
357,4,8:15.0,Defensive rebound by D. Smith,,92,88
358,4,8:07.0,D. Smith misses 2-pt layup from 5 ft (block by K. Oubre),,92,88
359,4,8:02.0,,Defensive rebound by T. Frazier,92,88
360,4,8:00.0,,Personal foul by D. Smith (drawn by T. Frazier),92,88
361,4,7:56.0,,T. Frazier misses 2-pt jump shot from 22 ft,92,88
362,4,7:51.0,Defensive rebound by S. Mejri,,92,88
363,4,7:39.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),,95,88
364,4,7:37.0,,Washington full timeout,95,88
365,4,7:37.0,,J. Wall enters the game for T. Frazier,95,88
366,4,7:37.0,,B. Beal enters the game for O. Porter,95,88
367,4,7:25.0,,J. Smith makes 2-pt dunk at rim (assist by J. Wall),95,90
368,4,7:09.0,Turnover by H. Barnes (turnover),,95,90
369,4,7:09.0,,Personal foul by H. Barnes (drawn by K. Oubre),95,90
370,4,6:57.0,,K. Oubre misses 3-pt jump shot from 26 ft,95,90
371,4,6:53.0,Defensive rebound by W. Matthews,,95,90
372,4,6:46.0,Turnover by D. Smith (traveling),,95,90
373,4,6:39.0,,B. Beal misses 3-pt jump shot from 28 ft,95,90
374,4,6:35.0,Defensive rebound by D. Smith,,95,90
375,4,6:29.0,Shooting foul by J. Wall (drawn by S. Mejri),,95,90
376,4,6:29.0,S. Mejri makes free throw 1 of 2,,96,90
377,4,6:29.0,S. Mejri misses free throw 2 of 2,,96,90
378,4,6:27.0,,Defensive rebound by J. Smith,96,90
379,4,6:19.0,,Shooting foul by S. Mejri (drawn by J. Wall),96,90
380,4,6:19.0,,J. Wall misses free throw 1 of 2,96,90
381,4,6:19.0,,Offensive rebound by Team,96,90
382,4,6:19.0,,O. Porter enters the game for J. Meeks,96,90
383,4,6:19.0,,J. Wall makes free throw 2 of 2,96,91
