,QUARTER,TIME_REMAINING,HOUSTON_ACTION,INDIANA_ACTION,HOUSTON_SCORE,INDIANA_SCORE
52,1,5:19.0,T. Ariza misses 3-pt jump shot from 23 ft,,24,11
53,1,5:15.0,,Defensive rebound by T. Young,24,11
54,1,5:01.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by M. Turner),24,14
55,1,4:57.0,Houston full timeout,,24,14
56,1,4:57.0,L. Mbah a Moute enters the game for E. Gordon,,24,14
57,1,4:57.0,T. Black enters the game for C. Capela,,24,14
58,1,4:57.0,P. Tucker enters the game for R. Anderson,,24,14
59,1,4:44.0,T. Black makes 2-pt dunk from 2 ft (assist by J. Harden),,26,14
60,1,4:23.0,,M. Turner makes 2-pt jump shot from 14 ft,26,16
61,1,4:04.0,Turnover by T. Ariza (bad pass; steal by D. Collison),,26,16
62,1,4:00.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,26,16
63,1,3:58.0,,Offensive rebound by Team,26,16
64,1,3:58.0,Loose ball foul by T. Black (drawn by T. Young),,26,16
65,1,3:58.0,,C. Joseph enters the game for T. Young,26,16
66,1,3:58.0,,D. Sabonis enters the game for B. Bogdanović,26,16
67,1,3:44.0,,D. Sabonis misses 2-pt layup from 3 ft (block by T. Black),26,16
68,1,3:41.0,Defensive rebound by T. Ariza,,26,16
69,1,3:37.0,L. Mbah a Moute makes 3-pt jump shot from 22 ft (assist by T. Ariza),,29,16
70,1,3:18.0,,Personal foul by L. Mbah a Moute (drawn by M. Turner),29,16
71,1,3:18.0,,L. Stephenson enters the game for D. Collison,29,16
72,1,3:04.0,,M. Turner misses 2-pt jump shot from 13 ft,29,16
73,1,3:00.0,Defensive rebound by T. Black,,29,16
74,1,2:55.0,,Loose ball foul by D. Sabonis (drawn by T. Black),29,16
75,1,2:53.0,Turnover by T. Black (bad pass),,29,16
76,1,2:32.0,,L. Stephenson misses 2-pt jump shot from 19 ft,29,16
77,1,2:30.0,Defensive rebound by J. Harden,,29,16
78,1,2:25.0,J. Harden misses 2-pt layup from 1 ft (block by C. Joseph),,29,16
79,1,2:25.0,Offensive rebound by Team,,29,16
80,1,2:17.0,J. Harden misses 3-pt jump shot from 22 ft,,29,16
81,1,2:14.0,Offensive rebound by T. Black,,29,16
82,1,2:10.0,Personal foul by L. Stephenson (drawn by J. Harden),,29,16
83,1,2:10.0,,T. Leaf enters the game for M. Turner,29,16
84,1,1:59.0,J. Harden misses 2-pt layup from 2 ft,,29,16
85,1,1:58.0,Offensive rebound by Team,,29,16
86,1,1:44.0,J. Harden makes 2-pt layup from 1 ft,,31,16
87,1,1:24.0,,T. Leaf misses 2-pt jump shot from 17 ft,31,16
88,1,1:22.0,,Offensive rebound by D. Sabonis,31,16
89,1,1:22.0,,D. Sabonis makes 2-pt layup at rim,31,18
90,1,1:08.0,T. Black makes 2-pt layup from 1 ft (assist by J. Harden),,33,18
91,1,0:52.0,,Turnover by T. Leaf (bad pass; steal by T. Ariza),33,18
92,1,0:48.0,T. Ariza misses 3-pt jump shot from 25 ft,,33,18
93,1,0:44.0,,Defensive rebound by T. Leaf,33,18
94,1,0:33.0,,Turnover by L. Stephenson (bad pass; steal by T. Black),33,18
95,1,0:33.0,Houston full timeout,,33,18
96,1,0:33.0,,B. Bogdanović enters the game for V. Oladipo,33,18
97,1,0:33.0,R. Anderson enters the game for T. Ariza,,33,18
98,1,0:28.0,J. Harden misses 3-pt jump shot from 27 ft,,33,18
99,1,0:25.0,Offensive rebound by R. Anderson,,33,18
100,1,0:08.0,T. Black makes 2-pt dunk from 2 ft (assist by J. Harden),,35,18
101,1,0:02.0,,C. Joseph misses 2-pt jump shot from 16 ft,35,18
102,1,0:02.0,,Offensive rebound by Team,35,18
103,2,11:46.0,,D. Sabonis makes 2-pt layup at rim,35,20
104,2,11:29.0,Turnover by E. Gordon (step out of bounds),,35,20
105,2,11:18.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by C. Joseph),35,22
106,2,11:03.0,E. Gordon misses 3-pt jump shot from 30 ft,,35,22
107,2,11:01.0,,Defensive rebound by L. Stephenson,35,22
108,2,10:38.0,,D. Sabonis makes 3-pt jump shot from 28 ft (assist by C. Joseph),35,25
109,2,10:27.0,Turnover by E. Gordon (discontinued dribble),,35,25
110,2,10:27.0,C. Capela enters the game for T. Black,,35,25
111,2,10:13.0,,L. Stephenson misses 2-pt layup at rim,35,25
112,2,10:09.0,,Offensive rebound by D. Sabonis,35,25
113,2,10:09.0,,D. Sabonis makes 2-pt layup at rim,35,27
114,2,9:49.0,P. Tucker misses 2-pt jump shot from 9 ft,,35,27
115,2,9:46.0,,Defensive rebound by D. Sabonis,35,27
116,2,9:45.0,,Turnover by C. Joseph (bad pass),35,27
117,2,9:35.0,E. Gordon misses 2-pt layup at rim (block by C. Joseph),,35,27
118,2,9:33.0,,Defensive rebound by L. Stephenson,35,27
119,2,9:31.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by L. Stephenson),35,29
120,2,9:14.0,E. Gordon makes 2-pt layup from 1 ft (assist by P. Tucker),,37,29
121,2,9:08.0,,B. Bogdanović misses 2-pt layup at rim (block by L. Mbah a Moute),37,29
122,2,9:06.0,Defensive rebound by C. Capela,,37,29
123,2,8:59.0,L. Mbah a Moute misses 2-pt layup from 1 ft (block by B. Bogdanović),,37,29
124,2,8:54.0,Offensive rebound by L. Mbah a Moute,,37,29
125,2,8:51.0,R. Anderson makes 2-pt jump shot from 19 ft,,39,29
126,2,8:36.0,,L. Stephenson makes 2-pt jump shot from 20 ft (assist by D. Sabonis),39,31
127,2,8:25.0,R. Anderson misses 2-pt layup from 2 ft,,39,31
128,2,8:21.0,,Defensive rebound by L. Stephenson,39,31
129,2,8:17.0,,T. Leaf makes 3-pt jump shot from 22 ft (assist by L. Stephenson),39,34
130,2,8:17.0,Houston full timeout,,39,34
131,2,8:17.0,,V. Oladipo enters the game for B. Bogdanović,39,34
132,2,7:58.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by L. Mbah a Moute),,42,34
133,2,7:36.0,,L. Stephenson misses 2-pt jump shot from 20 ft,42,34
134,2,7:33.0,Defensive rebound by C. Capela,,42,34
135,2,7:26.0,R. Anderson misses 3-pt jump shot from 27 ft,,42,34
136,2,7:21.0,Offensive rebound by P. Tucker,,42,34
137,2,7:20.0,E. Gordon misses 3-pt jump shot from 25 ft,,42,34
138,2,7:17.0,,Defensive rebound by L. Stephenson,42,34
139,2,7:04.0,,D. Sabonis makes 2-pt hook shot from 5 ft,42,36
140,2,6:47.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Gordon),,45,36
141,2,6:26.0,,Personal foul by L. Mbah a Moute (drawn by V. Oladipo),45,36
142,2,6:26.0,,T. Young enters the game for T. Leaf,45,36
143,2,6:26.0,J. Harden enters the game for P. Tucker,,45,36
144,2,6:24.0,,Personal foul by E. Gordon (drawn by C. Joseph),45,36
145,2,6:11.0,,V. Oladipo misses 2-pt jump shot from 18 ft,45,36
146,2,6:08.0,Defensive rebound by R. Anderson,,45,36
147,2,5:57.0,Shooting foul by C. Joseph (drawn by C. Capela),,45,36
148,2,5:57.0,C. Capela makes free throw 1 of 2,,46,36
149,2,5:57.0,T. Ariza enters the game for E. Gordon,,46,36
150,2,5:57.0,C. Capela makes free throw 2 of 2,,47,36
151,2,5:41.0,,Turnover by D. Sabonis (bad pass; steal by T. Ariza),47,36
152,2,5:36.0,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by J. Harden),,50,36
153,2,5:22.0,,V. Oladipo makes 2-pt jump shot from 18 ft,50,38
154,2,5:05.0,L. Mbah a Moute misses 3-pt jump shot from 27 ft,,50,38
155,2,5:03.0,,Defensive rebound by L. Stephenson,50,38
156,2,5:00.0,,V. Oladipo makes 2-pt dunk at rim (assist by T. Young),50,40
157,2,4:45.0,,M. Turner enters the game for D. Sabonis,50,40
158,2,4:41.0,Personal foul by C. Joseph (drawn by J. Harden),,50,40
159,2,4:41.0,,D. Collison enters the game for C. Joseph,50,40
160,2,4:35.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,52,40
161,2,4:13.0,,D. Collison makes 3-pt jump shot from 26 ft,52,43
162,2,3:57.0,R. Anderson misses 3-pt jump shot from 26 ft,,52,43
163,2,3:55.0,,Defensive rebound by V. Oladipo,52,43
164,2,3:45.0,,M. Turner misses 3-pt jump shot from 27 ft,52,43
165,2,3:41.0,Defensive rebound by C. Capela,,52,43
166,2,3:30.0,J. Harden makes 2-pt layup from 4 ft,,54,43
167,2,3:12.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by L. Stephenson),54,46
168,2,3:01.0,L. Mbah a Moute misses 2-pt layup from 1 ft (block by M. Turner),,54,46
169,2,2:59.0,,Defensive rebound by M. Turner,54,46
170,2,2:56.0,,Shooting foul by C. Capela (drawn by L. Stephenson),54,46
171,2,2:56.0,,Indiana full timeout,54,46
172,2,2:56.0,E. Gordon enters the game for L. Mbah a Moute,,54,46
173,2,2:56.0,P. Tucker enters the game for R. Anderson,,54,46
174,2,2:56.0,,L. Stephenson misses free throw 1 of 2,54,46
175,2,2:56.0,,Offensive rebound by Team,54,46
176,2,2:56.0,,L. Stephenson makes free throw 2 of 2,54,47
177,2,2:46.0,J. Harden makes 3-pt jump shot from 26 ft,,57,47
178,2,2:26.0,,Indiana full timeout,57,47
179,2,2:26.0,,B. Bogdanović enters the game for L. Stephenson,57,47
180,2,2:18.0,,Turnover by V. Oladipo (bad pass; steal by E. Gordon),57,47
181,2,2:10.0,J. Harden makes 2-pt layup from 1 ft,,59,47
182,2,1:55.0,,Def 3 sec tech foul by P. Tucker,59,47
183,2,1:55.0,,D. Collison misses technical free throw,59,47
184,2,1:55.0,,Offensive rebound by Team,59,47
185,2,1:42.0,,Shooting foul by P. Tucker (drawn by M. Turner),59,47
186,2,1:42.0,,M. Turner misses free throw 1 of 2,59,47
187,2,1:42.0,,Offensive rebound by Team,59,47
188,2,1:42.0,,M. Turner makes free throw 2 of 2,59,48
189,2,1:32.0,Shooting foul by M. Turner (drawn by E. Gordon),,59,48
190,2,1:32.0,E. Gordon makes free throw 1 of 2,,60,48
191,2,1:32.0,E. Gordon misses free throw 2 of 2,,60,48
192,2,1:30.0,,Defensive rebound by T. Young,60,48
193,2,1:10.0,,V. Oladipo makes 2-pt jump shot from 6 ft,60,50
194,2,0:53.0,J. Harden makes 3-pt jump shot from 26 ft,,63,50
195,2,0:45.0,,Turnover by V. Oladipo (bad pass; steal by J. Harden),63,50
196,2,0:42.0,P. Tucker misses 2-pt jump shot from 20 ft,,63,50
197,2,0:39.0,,Defensive rebound by M. Turner,63,50
198,2,0:31.0,,Shooting foul by T. Ariza (drawn by D. Collison),63,50
199,2,0:31.0,,D. Collison misses free throw 1 of 2,63,50
200,2,0:31.0,,Offensive rebound by Team,63,50
201,2,0:31.0,,D. Collison makes free throw 2 of 2,63,51
202,2,0:09.0,J. Harden misses 3-pt jump shot from 29 ft (block by M. Turner),,63,51
203,2,0:05.0,,Defensive rebound by T. Young,63,51
204,2,0:02.0,,Turnover by D. Collison (lost ball; steal by E. Gordon),63,51
205,2,0:00.0,J. Harden misses 3-pt jump shot from 26 ft,,63,51
206,2,0:00.0,Offensive rebound by Team,,63,51
207,3,11:45.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by D. Collison),63,53
208,3,11:24.0,E. Gordon misses 3-pt jump shot from 27 ft,,63,53
209,3,11:22.0,,Defensive rebound by B. Bogdanović,63,53
210,3,11:15.0,,M. Turner misses 2-pt jump shot from 8 ft,63,53
211,3,11:12.0,Defensive rebound by J. Harden,,63,53
212,3,11:00.0,C. Capela misses 2-pt hook shot from 6 ft,,63,53
213,3,10:58.0,,Defensive rebound by M. Turner,63,53
214,3,10:54.0,,D. Collison misses 2-pt layup from 2 ft,63,53
215,3,10:50.0,,Offensive rebound by V. Oladipo,63,53
216,3,10:50.0,,V. Oladipo makes 2-pt layup at rim,63,55
217,3,10:30.0,J. Harden makes 3-pt jump shot from 25 ft,,66,55
218,3,10:15.0,,T. Young misses 3-pt jump shot from 27 ft,66,55
219,3,10:12.0,Defensive rebound by T. Ariza,,66,55
220,3,9:58.0,J. Harden misses 2-pt layup from 1 ft (block by M. Turner),,66,55
221,3,9:54.0,,Defensive rebound by B. Bogdanović,66,55
222,3,9:52.0,,D. Collison makes 2-pt jump shot from 16 ft (assist by T. Young),66,57
223,3,9:37.0,Shooting foul by M. Turner (drawn by E. Gordon),,66,57
224,3,9:37.0,E. Gordon misses free throw 1 of 2,,66,57
225,3,9:37.0,Offensive rebound by Team,,66,57
226,3,9:37.0,E. Gordon makes free throw 2 of 2,,67,57
227,3,9:15.0,,T. Young misses 2-pt hook shot from 4 ft,67,57
228,3,9:12.0,Defensive rebound by C. Capela,,67,57
229,3,9:08.0,E. Gordon misses 3-pt jump shot from 27 ft,,67,57
230,3,9:06.0,,Defensive rebound by D. Collison,67,57
231,3,9:00.0,,T. Young misses 2-pt jump shot from 19 ft,67,57
232,3,8:56.0,Defensive rebound by C. Capela,,67,57
233,3,8:50.0,C. Capela makes 2-pt layup at rim (assist by J. Harden),,69,57
234,3,8:50.0,Shooting foul by B. Bogdanović (drawn by C. Capela),,69,57
235,3,8:50.0,C. Capela misses free throw 1 of 1,,69,57
236,3,8:47.0,,Defensive rebound by M. Turner,69,57
237,3,8:29.0,,M. Turner misses 2-pt jump shot from 18 ft,69,57
238,3,8:26.0,Defensive rebound by C. Capela,,69,57
239,3,8:17.0,C. Capela misses 2-pt layup from 1 ft,,69,57
240,3,8:14.0,,Defensive rebound by V. Oladipo,69,57
241,3,8:10.0,,D. Collison misses 2-pt layup from 1 ft,69,57
242,3,8:08.0,Defensive rebound by C. Capela,,69,57
243,3,8:03.0,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Harden),,72,57
244,3,8:01.0,,Indiana full timeout,72,57
245,3,7:48.0,,V. Oladipo misses 3-pt jump shot from 27 ft,72,57
246,3,7:44.0,Defensive rebound by C. Capela,,72,57
247,3,7:36.0,T. Ariza misses 3-pt jump shot from 25 ft,,72,57
248,3,7:33.0,,Defensive rebound by M. Turner,72,57
249,3,7:17.0,,V. Oladipo misses 2-pt jump shot from 20 ft,72,57
250,3,7:14.0,Defensive rebound by T. Ariza,,72,57
251,3,7:01.0,C. Capela makes 2-pt layup from 1 ft (assist by E. Gordon),,74,57
252,3,6:44.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by C. Capela),74,57
253,3,6:40.0,Defensive rebound by C. Capela,,74,57
254,3,6:27.0,J. Harden makes 2-pt jump shot from 18 ft,,76,57
255,3,6:00.0,,T. Young misses 2-pt layup from 1 ft,76,57
256,3,5:58.0,Defensive rebound by C. Capela,,76,57
257,3,5:53.0,J. Harden misses 3-pt jump shot from 28 ft,,76,57
258,3,5:49.0,,Defensive rebound by D. Collison,76,57
259,3,5:47.0,,Shooting foul by C. Capela (drawn by V. Oladipo),76,57
260,3,5:47.0,,V. Oladipo makes free throw 1 of 2,76,58
261,3,5:47.0,,D. Sabonis enters the game for T. Young,76,58
262,3,5:47.0,P. Tucker enters the game for E. Gordon,,76,58
263,3,5:47.0,L. Mbah a Moute enters the game for C. Capela,,76,58
264,3,5:47.0,T. Black enters the game for R. Anderson,,76,58
265,3,5:47.0,,V. Oladipo makes free throw 2 of 2,76,59
266,3,5:30.0,Shooting block foul by M. Turner (drawn by P. Tucker),,76,59
267,3,5:30.0,P. Tucker makes free throw 1 of 2,,77,59
268,3,5:30.0,P. Tucker makes free throw 2 of 2,,78,59
269,3,5:11.0,,Turnover by V. Oladipo (bad pass; steal by T. Black),78,59
270,3,5:09.0,Turnover by T. Black (bad pass; steal by V. Oladipo),,78,59
271,3,5:08.0,,Shooting block foul by T. Black (drawn by D. Sabonis),78,59
272,3,5:08.0,,D. Sabonis makes free throw 1 of 2,78,60
273,3,5:08.0,,D. Sabonis makes free throw 2 of 2,78,61
274,3,5:00.0,T. Ariza misses 3-pt jump shot from 24 ft,,78,61
275,3,4:58.0,,Defensive rebound by M. Turner,78,61
276,3,4:47.0,,Personal foul by T. Black (drawn by D. Sabonis),78,61
277,3,4:47.0,,C. Joseph enters the game for D. Collison,78,61
278,3,4:47.0,,L. Stephenson enters the game for B. Bogdanović,78,61
279,3,4:35.0,,V. Oladipo makes 2-pt layup at rim,78,63
280,3,4:21.0,P. Tucker misses 3-pt jump shot from 27 ft,,78,63
281,3,4:18.0,,Loose ball foul by V. Oladipo (drawn by T. Black),78,63
282,3,4:17.0,Defensive rebound by Team,,78,63
283,3,4:08.0,T. Ariza misses 3-pt jump shot from 23 ft,,78,63
284,3,4:04.0,,Defensive rebound by L. Stephenson,78,63
285,3,3:49.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by C. Joseph),78,66
286,3,3:32.0,Turnover by L. Mbah a Moute (traveling),,78,66
287,3,3:09.0,,Personal foul by L. Mbah a Moute (drawn by D. Sabonis),78,66
288,3,3:04.0,,Shooting foul by P. Tucker (drawn by L. Stephenson),78,66
289,3,3:04.0,,L. Stephenson misses free throw 1 of 2,78,66
290,3,3:04.0,,Offensive rebound by Team,78,66
291,3,3:04.0,,L. Stephenson makes free throw 2 of 2,78,67
292,3,2:47.0,Personal block foul by M. Turner (drawn by J. Harden),,78,67
293,3,2:47.0,Houston full timeout,,78,67
294,3,2:47.0,,T. Leaf enters the game for M. Turner,78,67
295,3,2:47.0,J. Harden makes free throw 1 of 2,,79,67
296,3,2:47.0,J. Harden makes free throw 2 of 2,,80,67
297,3,2:27.0,,V. Oladipo misses 3-pt jump shot from 26 ft,80,67
298,3,2:23.0,Defensive rebound by P. Tucker,,80,67
299,3,2:15.0,J. Harden misses 3-pt jump shot from 26 ft,,80,67
300,3,2:08.0,Offensive rebound by P. Tucker,,80,67
301,3,2:08.0,P. Tucker makes 2-pt layup at rim,,82,67
302,3,1:56.0,,C. Joseph misses 3-pt jump shot from 27 ft,82,67
303,3,1:51.0,Defensive rebound by T. Black,,82,67
304,3,1:43.0,Turnover by J. Harden (bad pass; steal by D. Sabonis),,82,67
305,3,1:42.0,,Personal take foul by J. Harden (drawn by L. Stephenson),82,67
306,3,1:42.0,,L. Stephenson makes free throw 1 of 2,82,68
307,3,1:42.0,,B. Bogdanović enters the game for V. Oladipo,82,68
308,3,1:42.0,,L. Stephenson makes free throw 2 of 2,82,69
309,3,1:19.0,Shooting foul by C. Joseph (drawn by J. Harden),,82,69
310,3,1:19.0,J. Harden makes free throw 1 of 3,,83,69
311,3,1:19.0,J. Harden makes free throw 2 of 3,,84,69
312,3,1:19.0,R. Anderson enters the game for T. Ariza,,84,69
313,3,1:19.0,J. Harden makes free throw 3 of 3,,85,69
314,3,1:02.0,,L. Stephenson misses 3-pt jump shot from 27 ft,85,69
315,3,0:58.0,Defensive rebound by J. Harden,,85,69
316,3,0:52.0,J. Harden makes 2-pt jump shot from 18 ft,,87,69
317,3,0:39.0,,D. Sabonis misses 2-pt jump shot from 19 ft,87,69
318,3,0:37.0,,Offensive rebound by L. Stephenson,87,69
319,3,0:35.0,,L. Stephenson makes 2-pt layup at rim,87,71
320,3,0:29.0,J. Harden misses 3-pt jump shot from 27 ft,,87,71
321,3,0:26.0,,Defensive rebound by L. Stephenson,87,71
322,3,0:05.0,,B. Bogdanović misses 2-pt layup from 1 ft,87,71
323,3,0:02.0,Defensive rebound by J. Harden,,87,71
324,3,0:00.0,J. Harden misses 3-pt jump shot from 29 ft,,87,71
325,3,0:00.0,Offensive rebound by Team,,87,71
326,4,11:45.0,R. Anderson misses 3-pt jump shot from 27 ft,,87,71
327,4,11:41.0,,Defensive rebound by C. Joseph,87,71
328,4,11:29.0,,T. Leaf makes 2-pt jump shot from 11 ft,87,73
329,4,11:19.0,L. Mbah a Moute makes 3-pt jump shot from 26 ft,,90,73
330,4,11:01.0,,C. Joseph makes 2-pt jump shot from 19 ft,90,75
331,4,10:47.0,E. Gordon makes 3-pt jump shot from 26 ft,,93,75
332,4,10:21.0,,Loose ball foul by T. Leaf (drawn by L. Mbah a Moute),93,75
333,4,10:20.0,,Turnover by D. Sabonis (bad pass; steal by L. Mbah a Moute),93,75
334,4,10:04.0,E. Gordon misses 3-pt jump shot from 27 ft,,93,75
335,4,10:01.0,Offensive rebound by P. Tucker,,93,75
336,4,10:00.0,P. Tucker makes 2-pt layup at rim,,95,75
337,4,9:46.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,95,75
338,4,9:42.0,Defensive rebound by R. Anderson,,95,75
339,4,9:34.0,E. Gordon misses 3-pt jump shot from 23 ft,,95,75
340,4,9:32.0,,Defensive rebound by L. Stephenson,95,75
341,4,9:16.0,,C. Joseph misses 3-pt jump shot from 22 ft,95,75
342,4,9:11.0,,Offensive rebound by L. Stephenson,95,75
343,4,9:06.0,,D. Sabonis misses 2-pt jump shot from 7 ft,95,75
344,4,9:04.0,Defensive rebound by P. Tucker,,95,75
345,4,9:01.0,,Offensive charge foul by E. Gordon (drawn by B. Bogdanović),95,75
346,4,9:01.0,Turnover by E. Gordon (offensive foul),,95,75
347,4,9:01.0,,V. Oladipo enters the game for B. Bogdanović,95,75
348,4,8:51.0,,L. Stephenson misses 2-pt jump shot from 20 ft,95,75
349,4,8:48.0,Defensive rebound by R. Anderson,,95,75
350,4,8:30.0,P. Tucker misses 2-pt layup from 5 ft,,95,75
351,4,8:28.0,,Defensive rebound by D. Sabonis,95,75
352,4,8:18.0,,D. Sabonis makes 2-pt dunk at rim (assist by V. Oladipo),95,77
353,4,8:02.0,T. Black makes 2-pt dunk from 2 ft (assist by L. Mbah a Moute),,97,77
354,4,7:49.0,,Personal foul by T. Black (drawn by V. Oladipo),97,77
355,4,7:49.0,C. Capela enters the game for T. Black,,97,77
356,4,7:43.0,,T. Leaf misses 3-pt jump shot from 27 ft,97,77
357,4,7:40.0,,Offensive rebound by D. Sabonis,97,77
358,4,7:38.0,,V. Oladipo makes 2-pt dunk from 1 ft (assist by D. Sabonis),97,79
359,4,7:18.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,97,79
360,4,7:16.0,Personal foul by L. Stephenson (drawn by R. Anderson),,97,79
361,4,7:15.0,Defensive rebound by R. Anderson,,97,79
362,4,7:12.0,Shooting foul by V. Oladipo (drawn by E. Gordon),,97,79
363,4,7:12.0,E. Gordon makes free throw 1 of 2,,98,79
364,4,7:12.0,E. Gordon makes free throw 2 of 2,,99,79
365,4,7:04.0,Violation by P. Tucker (kicked ball),,99,79
366,4,6:53.0,,Turnover by C. Joseph (bad pass; steal by L. Mbah a Moute),99,79
367,4,6:50.0,L. Mbah a Moute makes 2-pt layup from 1 ft,,101,79
368,4,6:40.0,,Personal foul by E. Gordon (drawn by D. Sabonis),101,79
369,4,6:40.0,,Indiana full timeout,101,79
370,4,6:40.0,,T. Young enters the game for T. Leaf,101,79
371,4,6:40.0,T. Ariza enters the game for P. Tucker,,101,79
372,4,6:40.0,J. Harden enters the game for L. Mbah a Moute,,101,79
373,4,6:24.0,,V. Oladipo makes 2-pt layup from 1 ft,101,81
374,4,6:09.0,C. Capela makes 2-pt layup at rim (assist by E. Gordon),,103,81
375,4,5:59.0,,Shooting foul by C. Capela (drawn by V. Oladipo),103,81
376,4,5:59.0,,V. Oladipo misses free throw 1 of 2,103,81
377,4,5:59.0,,Offensive rebound by Team,103,81
378,4,5:59.0,,D. Collison enters the game for L. Stephenson,103,81
379,4,5:59.0,,M. Turner enters the game for C. Joseph,103,81
380,4,5:59.0,,B. Bogdanović enters the game for D. Sabonis,103,81
381,4,5:59.0,,V. Oladipo makes free throw 2 of 2,103,82
382,4,5:48.0,E. Gordon misses 2-pt layup at rim,,103,82
383,4,5:47.0,Offensive rebound by C. Capela,,103,82
