,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
0,1,11:51.0,,Turnover by A. Harrison (palming),0,0
1,1,11:31.0,K. Anderson misses 3-pt jump shot from 25 ft,,0,0
2,1,11:30.0,,Defensive rebound by Team,0,0
3,1,11:19.0,,D. Brooks makes 2-pt jump shot from 20 ft (assist by M. Gasol),0,2
4,1,11:07.0,K. Anderson misses 2-pt layup at rim,,0,2
5,1,11:04.0,,Defensive rebound by M. Gasol,0,2
6,1,10:56.0,,A. Harrison misses 2-pt layup from 1 ft,0,2
7,1,10:52.0,,Offensive rebound by I. Rabb,0,2
8,1,10:52.0,,I. Rabb misses 2-pt layup at rim,0,2
9,1,10:52.0,Defensive rebound by P. Gasol,,0,2
10,1,10:31.0,D. Bertāns misses 3-pt jump shot from 26 ft,,0,2
11,1,10:29.0,Offensive rebound by P. Gasol,,0,2
12,1,10:28.0,P. Gasol misses 2-pt layup from 2 ft,,0,2
13,1,10:26.0,Offensive rebound by P. Gasol,,0,2
14,1,10:13.0,D. Bertāns makes 2-pt layup at rim (assist by D. Green),,2,2
15,1,9:50.0,,D. Brooks misses 2-pt jump shot from 16 ft,2,2
16,1,9:46.0,Defensive rebound by D. Green,,2,2
17,1,9:40.0,Shooting foul by I. Rabb (drawn by D. Green),,2,2
18,1,9:40.0,D. Green makes free throw 1 of 2,,3,2
19,1,9:40.0,D. Green makes free throw 2 of 2,,4,2
20,1,9:19.0,,D. Brooks misses 2-pt layup from 5 ft (block by D. Green),4,2
21,1,9:15.0,Defensive rebound by D. Bertāns,,4,2
22,1,9:11.0,Shooting foul by M. Gasol (drawn by D. Murray),,4,2
23,1,9:11.0,D. Murray makes free throw 1 of 2,,5,2
24,1,9:11.0,D. Murray makes free throw 2 of 2,,6,2
25,1,8:57.0,,I. Rabb makes 2-pt jump shot from 12 ft (assist by W. Selden),6,4
26,1,8:41.0,D. Murray misses 2-pt layup at rim,,6,4
27,1,8:39.0,,Defensive rebound by I. Rabb,6,4
28,1,8:22.0,,Turnover by I. Rabb (lost ball; steal by K. Anderson),6,4
29,1,8:12.0,D. Bertāns misses 3-pt jump shot from 24 ft,,6,4
30,1,8:09.0,,Defensive rebound by D. Brooks,6,4
31,1,8:00.0,,A. Harrison misses 2-pt layup from 1 ft,6,4
32,1,7:58.0,Defensive rebound by P. Gasol,,6,4
33,1,7:45.0,D. Green makes 2-pt layup at rim (assist by P. Gasol),,8,4
34,1,7:36.0,,Memphis full timeout,8,4
35,1,7:18.0,,D. Brooks misses 2-pt jump shot from 21 ft,8,4
36,1,7:15.0,Defensive rebound by K. Anderson,,8,4
37,1,7:00.0,Shooting foul by I. Rabb (drawn by P. Gasol),,8,4
38,1,7:00.0,P. Gasol makes free throw 1 of 2,,9,4
39,1,7:00.0,,D. Davis enters the game for I. Rabb,9,4
40,1,7:00.0,,M. Chalmers enters the game for A. Harrison,9,4
41,1,7:00.0,P. Gasol misses free throw 2 of 2,,9,4
42,1,6:57.0,,Defensive rebound by D. Davis,9,4
43,1,6:46.0,,M. Gasol misses 2-pt layup at rim,9,4
44,1,6:44.0,Defensive rebound by D. Green,,9,4
45,1,6:40.0,D. Green misses 3-pt jump shot from 26 ft,,9,4
46,1,6:39.0,,Defensive rebound by Team,9,4
47,1,6:39.0,J. Lauvergne enters the game for D. Bertāns,,9,4
48,1,6:21.0,,W. Selden misses 2-pt jump shot from 16 ft,9,4
49,1,6:18.0,Defensive rebound by D. Murray,,9,4
50,1,6:09.0,P. Gasol misses 2-pt layup from 1 ft,,9,4
51,1,6:06.0,Offensive rebound by K. Anderson,,9,4
52,1,6:04.0,D. Green misses 3-pt jump shot from 25 ft,,9,4
53,1,6:01.0,,Defensive rebound by D. Brooks,9,4
54,1,5:57.0,,W. Selden misses 2-pt layup from 1 ft,9,4
55,1,5:53.0,,Offensive rebound by D. Davis,9,4
56,1,5:53.0,,D. Davis makes 2-pt layup at rim,9,6
57,1,5:32.0,D. Murray makes 3-pt jump shot from 23 ft (assist by K. Anderson),,12,6
58,1,5:21.0,,Personal foul by K. Anderson (drawn by D. Brooks),12,6
59,1,5:21.0,,M. Henry enters the game for W. Selden,12,6
60,1,5:21.0,T. Parker enters the game for D. Murray,,12,6
61,1,5:21.0,P. Mills enters the game for D. Green,,12,6
62,1,5:07.0,,M. Gasol makes 2-pt layup from 6 ft,12,8
63,1,4:51.0,P. Mills makes 2-pt jump shot from 15 ft (assist by P. Gasol),,14,8
64,1,4:36.0,,D. Davis misses 2-pt hook shot from 8 ft,14,8
65,1,4:34.0,Defensive rebound by J. Lauvergne,,14,8
66,1,4:25.0,J. Lauvergne makes 2-pt dunk at rim (assist by T. Parker),,16,8
67,1,4:03.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Chalmers),16,11
68,1,4:02.0,San Antonio full timeout,,16,11
69,1,4:02.0,,B. McLemore enters the game for D. Brooks,16,11
70,1,4:02.0,B. Forbes enters the game for K. Anderson,,16,11
71,1,3:48.0,Turnover by P. Gasol (out of bounds lost ball),,16,11
72,1,3:29.0,,M. Henry misses 2-pt jump shot from 15 ft,16,11
73,1,3:28.0,,Offensive rebound by Team,16,11
74,1,3:28.0,Loose ball foul by T. Parker (drawn by M. Gasol),,16,11
75,1,3:19.0,,M. Chalmers makes 2-pt layup from 1 ft,16,13
76,1,3:07.0,T. Parker makes 2-pt layup at rim (assist by P. Gasol),,18,13
77,1,3:07.0,Shooting foul by D. Davis (drawn by T. Parker),,18,13
78,1,3:07.0,,B. Wright enters the game for M. Gasol,18,13
79,1,3:07.0,D. Bertāns enters the game for P. Gasol,,18,13
80,1,3:07.0,T. Parker misses free throw 1 of 1,,18,13
81,1,3:03.0,,Defensive rebound by M. Henry,18,13
82,1,2:42.0,,D. Davis makes 2-pt jump shot from 16 ft (assist by B. McLemore),18,15
83,1,2:32.0,Turnover by D. Bertāns (traveling),,18,15
84,1,2:12.0,,B. Wright makes 2-pt hook shot from 12 ft (assist by M. Henry),18,17
85,1,1:54.0,P. Mills makes 2-pt layup at rim (assist by D. Bertāns),,20,17
86,1,1:39.0,,D. Davis misses 2-pt layup from 1 ft (block by J. Lauvergne),20,17
87,1,1:39.0,,Offensive rebound by Team,20,17
88,1,1:28.0,,B. Wright misses 2-pt jump shot from 15 ft,20,17
89,1,1:26.0,Defensive rebound by J. Lauvergne,,20,17
90,1,1:17.0,Turnover by T. Parker (lost ball; steal by M. Henry),,20,17
91,1,1:11.0,,Turnover by M. Chalmers (lost ball; steal by P. Mills),20,17
92,1,1:08.0,Turnover by P. Mills (lost ball; steal by M. Chalmers),,20,17
93,1,1:08.0,,M. Henry misses 3-pt jump shot from 24 ft,20,17
94,1,1:07.0,,Offensive rebound by D. Davis,20,17
95,1,1:06.0,,D. Davis makes 2-pt layup at rim,20,19
96,1,0:48.0,J. Lauvergne makes 2-pt hook shot from 1 ft (assist by T. Parker),,22,19
97,1,0:33.0,,B. McLemore makes 2-pt jump shot from 6 ft (assist by B. Wright),22,21
98,1,0:09.0,T. Parker misses 2-pt layup from 3 ft (block by M. Henry),,22,21
99,1,0:09.0,Offensive rebound by Team,,22,21
100,1,0:09.0,Turnover by Team (shot clock),,22,21
101,1,0:03.0,,Personal take foul by P. Mills (drawn by M. Chalmers),22,21
102,1,0:00.0,,B. Wright misses 2-pt jump shot from 7 ft,22,21
103,1,0:00.0,,Offensive rebound by Team,22,21
104,2,11:41.0,Turnover by D. Bertāns (bad pass; steal by M. Henry),,22,21
105,2,11:31.0,,M. Chalmers misses 2-pt jump shot from 16 ft,22,21
106,2,11:28.0,Defensive rebound by J. Lauvergne,,22,21
107,2,11:20.0,J. Lauvergne makes 2-pt hook shot from 6 ft (assist by D. Murray),,24,21
108,2,11:00.0,,Turnover by M. Chalmers (bad pass; steal by B. Forbes),24,21
109,2,11:00.0,Personal foul by M. Chalmers (drawn by D. Murray),,24,21
110,2,11:00.0,D. Green enters the game for P. Mills,,24,21
111,2,10:47.0,D. Murray makes 2-pt jump shot from 5 ft,,26,21
112,2,10:35.0,,B. McLemore misses 2-pt jump shot from 18 ft,26,21
113,2,10:32.0,,Offensive rebound by D. Davis,26,21
114,2,10:31.0,,D. Davis misses 2-pt hook shot at rim,26,21
115,2,10:27.0,,Offensive rebound by B. McLemore,26,21
116,2,10:27.0,,B. McLemore makes 2-pt layup at rim,26,23
117,2,10:23.0,B. Forbes misses 3-pt jump shot from 23 ft,,26,23
118,2,10:18.0,Offensive rebound by J. Lauvergne,,26,23
119,2,10:18.0,J. Lauvergne makes 2-pt layup at rim,,28,23
120,2,10:09.0,,Personal foul by B. Forbes (drawn by D. Davis),28,23
121,2,10:09.0,,I. Rabb enters the game for M. Chalmers,28,23
122,2,10:09.0,,A. Harrison enters the game for D. Davis,28,23
123,2,9:58.0,,A. Harrison makes 2-pt jump shot from 17 ft,28,25
124,2,9:44.0,D. Murray misses 2-pt layup from 2 ft,,28,25
125,2,9:41.0,,Defensive rebound by I. Rabb,28,25
126,2,9:30.0,Offensive charge foul by I. Rabb (drawn by D. Bertāns),,28,25
127,2,9:30.0,,Turnover by I. Rabb (offensive foul),28,25
128,2,9:23.0,Personal foul by B. McLemore (drawn by B. Forbes),,28,25
129,2,9:23.0,,D. Davis enters the game for I. Rabb,28,25
130,2,9:14.0,Personal foul by B. McLemore (drawn by B. Forbes),,28,25
131,2,9:05.0,J. Lauvergne misses 2-pt dunk from 2 ft (block by M. Henry),,28,25
132,2,9:00.0,Offensive rebound by D. Murray,,28,25
133,2,8:58.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. Murray),,31,25
134,2,8:42.0,,Shooting foul by B. Forbes (drawn by B. McLemore),31,25
135,2,8:42.0,,B. McLemore makes free throw 1 of 2,31,26
136,2,8:42.0,,W. Selden enters the game for M. Henry,31,26
137,2,8:42.0,K. Anderson enters the game for D. Bertāns,,31,26
138,2,8:42.0,P. Gasol enters the game for J. Lauvergne,,31,26
139,2,8:42.0,,B. McLemore makes free throw 2 of 2,31,27
140,2,8:35.0,Personal foul by D. Davis (drawn by D. Green),,31,27
141,2,8:35.0,,D. Brooks enters the game for B. McLemore,31,27
142,2,8:31.0,B. Forbes misses 2-pt jump shot from 18 ft,,31,27
143,2,8:28.0,,Defensive rebound by B. Wright,31,27
144,2,8:15.0,,D. Davis makes 2-pt dunk at rim (assist by A. Harrison),31,29
145,2,7:56.0,P. Gasol makes 2-pt layup at rim (assist by D. Green),,33,29
146,2,7:45.0,,D. Davis misses 2-pt layup from 1 ft,33,29
147,2,7:42.0,Defensive rebound by K. Anderson,,33,29
148,2,7:37.0,P. Gasol makes 2-pt dunk at rim (assist by D. Murray),,35,29
149,2,7:37.0,,Memphis full timeout,35,29
150,2,7:37.0,,M. Gasol enters the game for D. Davis,35,29
151,2,7:25.0,,Turnover by B. Wright (lost ball; steal by K. Anderson),35,29
152,2,7:20.0,D. Green makes 2-pt layup at rim (assist by D. Murray),,37,29
153,2,7:03.0,,W. Selden misses 3-pt jump shot from 26 ft,37,29
154,2,7:01.0,Defensive rebound by P. Gasol,,37,29
155,2,6:47.0,D. Murray misses 2-pt jump shot from 7 ft,,37,29
156,2,6:45.0,Offensive rebound by P. Gasol,,37,29
157,2,6:43.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by P. Gasol),,40,29
158,2,6:24.0,,M. Gasol makes 2-pt jump shot from 21 ft (assist by D. Brooks),40,31
159,2,6:10.0,Personal foul by W. Selden (drawn by P. Gasol),,40,31
160,2,6:10.0,P. Gasol makes free throw 1 of 2,,41,31
161,2,6:10.0,P. Mills enters the game for B. Forbes,,41,31
162,2,6:10.0,P. Gasol misses free throw 2 of 2,,41,31
163,2,6:07.0,,Defensive rebound by B. Wright,41,31
164,2,5:52.0,,Personal foul by P. Mills (drawn by M. Gasol),41,31
165,2,5:39.0,,Turnover by A. Harrison (bad pass; steal by P. Mills),41,31
166,2,5:39.0,Personal take foul by A. Harrison (drawn by P. Mills),,41,31
167,2,5:39.0,P. Mills makes free throw 1 of 2,,42,31
168,2,5:39.0,,M. Chalmers enters the game for A. Harrison,42,31
169,2,5:39.0,,M. Henry enters the game for B. Wright,42,31
170,2,5:39.0,P. Mills makes free throw 2 of 2,,43,31
171,2,5:32.0,,Personal foul by D. Murray (drawn by M. Chalmers),43,31
172,2,5:32.0,T. Parker enters the game for D. Murray,,43,31
173,2,5:22.0,,Shooting foul by P. Gasol (drawn by W. Selden),43,31
174,2,5:22.0,,W. Selden misses free throw 1 of 2,43,31
175,2,5:22.0,,Offensive rebound by Team,43,31
176,2,5:22.0,,W. Selden makes free throw 2 of 2,43,32
177,2,5:03.0,Turnover by P. Gasol (bad pass; steal by M. Gasol),,43,32
178,2,5:00.0,,Turnover by M. Henry (bad pass),43,32
179,2,5:00.0,San Antonio full timeout,,43,32
180,2,4:49.0,P. Mills misses 3-pt jump shot from 24 ft,,43,32
181,2,4:46.0,,Defensive rebound by D. Brooks,43,32
182,2,4:41.0,,M. Henry misses 3-pt jump shot from 24 ft,43,32
183,2,4:37.0,Defensive rebound by D. Green,,43,32
184,2,4:23.0,P. Mills misses 3-pt jump shot from 22 ft,,43,32
185,2,4:20.0,,Defensive rebound by D. Brooks,43,32
186,2,4:11.0,,Turnover by D. Brooks (bad pass; steal by K. Anderson),43,32
187,2,4:04.0,Offensive foul by K. Anderson (drawn by M. Chalmers),,43,32
188,2,4:04.0,Turnover by K. Anderson (offensive foul),,43,32
189,2,4:04.0,B. Forbes enters the game for D. Green,,43,32
190,2,3:52.0,,M. Gasol misses 3-pt jump shot from 25 ft,43,32
191,2,3:49.0,,Offensive rebound by D. Brooks,43,32
192,2,3:47.0,,M. Chalmers misses 3-pt jump shot from 26 ft,43,32
193,2,3:44.0,Defensive rebound by B. Forbes,,43,32
194,2,3:36.0,Shooting foul by D. Brooks (drawn by B. Forbes),,43,32
195,2,3:36.0,B. Forbes makes free throw 1 of 2,,44,32
196,2,3:36.0,B. Forbes makes free throw 2 of 2,,45,32
197,2,3:25.0,,W. Selden misses 2-pt jump shot from 9 ft,45,32
198,2,3:20.0,Defensive rebound by T. Parker,,45,32
199,2,3:18.0,P. Mills misses 3-pt jump shot from 23 ft,,45,32
200,2,3:14.0,,Defensive rebound by M. Henry,45,32
201,2,3:01.0,,M. Gasol misses 2-pt layup from 1 ft,45,32
