,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ATLANTA_ACTION,NEW ORLEANS_SCORE,ATLANTA_SCORE
378,4,5:00.0,D. Cousins misses 3-pt jump shot from 25 ft,,84,83
379,4,4:56.0,Offensive rebound by I. Clark,,84,83
380,4,4:48.0,D. Cousins makes 2-pt layup from 1 ft (assist by J. Holiday),,86,83
381,4,4:48.0,Shooting foul by D. Dedmon (drawn by D. Cousins),,86,83
382,4,4:48.0,,E. İlyasova enters the game for D. Dedmon,86,83
383,4,4:48.0,D. Cousins makes free throw 1 of 1,,87,83
384,4,4:31.0,,J. Collins makes 2-pt dunk at rim (assist by K. Bazemore),87,85
385,4,4:13.0,D. Cousins misses 2-pt jump shot from 22 ft,,87,85
386,4,4:10.0,,Defensive rebound by D. Schröder,87,85
387,4,3:58.0,,T. Prince misses 3-pt jump shot from 26 ft,87,85
388,4,3:55.0,Defensive rebound by J. Holiday,,87,85
389,4,3:49.0,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),,89,85
390,4,3:31.0,,D. Schröder misses 2-pt layup at rim,89,85
391,4,3:27.0,Defensive rebound by A. Davis,,89,85
392,4,3:24.0,New Orleans full timeout,,89,85
393,4,3:08.0,I. Clark misses 3-pt jump shot from 24 ft,,89,85
394,4,3:04.0,Offensive rebound by D. Cousins,,89,85
395,4,2:53.0,D. Cousins misses 2-pt layup from 1 ft (block by J. Collins),,89,85
396,4,2:49.0,,Defensive rebound by E. İlyasova,89,85
397,4,2:46.0,,K. Bazemore misses 3-pt jump shot from 22 ft,89,85
398,4,2:42.0,,Offensive rebound by E. İlyasova,89,85
399,4,2:33.0,,D. Schröder misses 2-pt layup from 2 ft,89,85
400,4,2:28.0,Defensive rebound by J. Holiday,,89,85
401,4,2:19.0,Shooting block foul by D. Schröder (drawn by A. Davis),,89,85
402,4,2:19.0,A. Davis misses free throw 1 of 2,,89,85
403,4,2:19.0,Offensive rebound by Team,,89,85
404,4,2:19.0,A. Davis makes free throw 2 of 2,,90,85
405,4,2:09.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),90,87
406,4,1:52.0,A. Davis misses 2-pt jump shot from 19 ft,,90,87
407,4,1:50.0,,Defensive rebound by J. Collins,90,87
408,4,1:41.0,,K. Bazemore makes 2-pt layup at rim (assist by D. Schröder),90,89
409,4,1:21.0,Personal foul by E. İlyasova (drawn by D. Cousins),,90,89
410,4,1:21.0,D. Cousins makes free throw 1 of 2,,91,89
411,4,1:21.0,D. Cousins makes free throw 2 of 2,,92,89
412,4,1:11.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by D. Schröder),92,92
413,4,0:58.0,New Orleans full timeout,,92,92
414,4,0:52.0,J. Holiday misses 2-pt jump shot from 20 ft,,92,92
415,4,0:49.0,,Defensive rebound by D. Schröder,92,92
416,4,0:36.0,,D. Schröder misses 2-pt layup from 2 ft,92,92
417,4,0:30.0,,Offensive rebound by J. Collins,92,92
418,4,0:30.0,,J. Collins misses 2-pt layup at rim,92,92
419,4,0:30.0,Defensive rebound by A. Davis,,92,92
420,4,0:13.0,Shooting foul by J. Collins (drawn by D. Cousins),,92,92
421,4,0:13.0,D. Cousins makes free throw 1 of 2,,93,92
422,4,0:13.0,D. Cousins misses free throw 2 of 2,,93,92
423,4,0:13.0,,Defensive rebound by D. Schröder,93,92
424,4,0:13.0,,Atlanta full timeout,93,92
425,4,0:13.0,,M. Belinelli enters the game for J. Collins,93,92
426,4,0:13.0,D. Cunningham enters the game for D. Cousins,,93,92
427,4,0:11.0,,Personal take foul by J. Holiday (drawn by D. Schröder),93,92
428,4,0:03.0,,K. Bazemore makes 2-pt jump shot from 17 ft (assist by D. Schröder),93,94
429,4,0:02.0,New Orleans full timeout,,93,94
430,4,0:02.0,,J. Collins enters the game for M. Belinelli,93,94
431,4,0:02.0,D. Cousins enters the game for D. Cunningham,,93,94
432,4,0:01.0,R. Rondo enters the game for D. Miller,,93,94
433,4,0:00.0,D. Cousins misses 2-pt hook shot from 4 ft,,93,94
434,4,0:00.0,Offensive rebound by Team,,93,94
