,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
134,2,10:48.0,D. Wade makes 2-pt jump shot from 13 ft,,24,29
135,2,10:40.0,,Offensive foul by M. Fultz (drawn by R. McGruder),24,29
136,2,10:40.0,,Turnover by M. Fultz (offensive foul),24,29
137,2,10:34.0,Personal foul by M. Belinelli (drawn by D. Wade),,24,29
138,2,10:34.0,,B. Simmons enters the game for M. Fultz,24,29
139,2,10:34.0,,E. İlyasova enters the game for R. Holmes,24,29
140,2,10:34.0,,T. McConnell enters the game for M. Belinelli,24,29
141,2,10:25.0,Turnover by D. Wade (bad pass; steal by D. Šarić),,24,29
142,2,10:19.0,,E. İlyasova misses 3-pt jump shot from 25 ft,24,29
143,2,10:18.0,Defensive rebound by Team,,24,29
144,2,10:18.0,,Loose ball foul by D. Šarić (drawn by H. Whiteside),24,29
145,2,10:18.0,,M. Belinelli enters the game for J. Redick,24,29
146,2,10:00.0,H. Whiteside makes 2-pt layup at rim (assist by D. Wade),,26,29
147,2,9:44.0,,D. Šarić misses 3-pt jump shot from 23 ft,26,29
148,2,9:42.0,,Offensive rebound by Team,26,29
149,2,9:36.0,,M. Belinelli misses 3-pt jump shot from 26 ft,26,29
150,2,9:33.0,Defensive rebound by D. Wade,,26,29
151,2,9:25.0,Turnover by H. Whiteside (traveling),,26,29
152,2,9:17.0,,Personal foul by R. McGruder (drawn by M. Belinelli),26,29
153,2,9:17.0,,R. Covington enters the game for M. Belinelli,26,29
154,2,9:17.0,W. Ellington enters the game for R. McGruder,,26,29
155,2,9:10.0,,B. Simmons misses 2-pt jump shot from 21 ft,26,29
156,2,9:07.0,Defensive rebound by H. Whiteside,,26,29
157,2,9:00.0,Shooting foul by T. McConnell (drawn by D. Wade),,26,29
158,2,9:00.0,D. Wade makes free throw 1 of 2,,27,29
159,2,9:00.0,D. Wade makes free throw 2 of 2,,28,29
160,2,8:44.0,,Turnover by E. İlyasova (bad pass; steal by D. Wade),28,29
161,2,8:33.0,D. Wade makes 2-pt jump shot from 18 ft (assist by K. Olynyk),,30,29
162,2,8:31.0,,Philadelphia full timeout,30,29
163,2,8:31.0,,M. Belinelli enters the game for T. McConnell,30,29
164,2,8:09.0,,D. Šarić makes 2-pt jump shot from 12 ft (assist by R. Covington),30,31
165,2,7:52.0,D. Wade makes 2-pt jump shot from 19 ft,,32,31
166,2,7:40.0,,B. Simmons misses 2-pt layup at rim,32,31
167,2,7:37.0,Defensive rebound by J. Winslow,,32,31
168,2,7:29.0,J. Winslow misses 2-pt layup from 3 ft,,32,31
169,2,7:29.0,Offensive rebound by H. Whiteside,,32,31
170,2,7:29.0,Shooting foul by D. Šarić (drawn by H. Whiteside),,32,31
171,2,7:29.0,H. Whiteside makes free throw 1 of 2,,33,31
172,2,7:29.0,,A. Johnson enters the game for D. Šarić,33,31
173,2,7:29.0,H. Whiteside makes free throw 2 of 2,,34,31
174,2,7:16.0,,Offensive foul by B. Simmons (drawn by J. Winslow),34,31
175,2,7:16.0,,Turnover by B. Simmons (offensive foul),34,31
176,2,7:05.0,Turnover by D. Wade (bad pass; steal by E. İlyasova),,34,31
177,2,7:00.0,,R. Covington misses 2-pt layup at rim,34,31
178,2,6:58.0,Defensive rebound by K. Olynyk,,34,31
179,2,6:53.0,Shooting foul by E. İlyasova (drawn by D. Wade),,34,31
180,2,6:53.0,D. Wade misses free throw 1 of 2,,34,31
181,2,6:53.0,Offensive rebound by Team,,34,31
182,2,6:53.0,D. Wade makes free throw 2 of 2,,35,31
183,2,6:53.0,,Personal foul by H. Whiteside (drawn by B. Simmons),35,31
184,2,6:53.0,J. Johnson enters the game for H. Whiteside,,35,31
185,2,6:49.0,,Turnover by M. Belinelli (lost ball; steal by W. Ellington),35,31
186,2,6:43.0,J. Winslow makes 2-pt jump shot from 9 ft (assist by W. Ellington),,37,31
187,2,6:24.0,,Turnover by E. İlyasova (bad pass; steal by K. Olynyk),37,31
188,2,6:17.0,W. Ellington misses 3-pt jump shot from 26 ft,,37,31
189,2,6:14.0,,Defensive rebound by A. Johnson,37,31
190,2,6:03.0,,E. İlyasova misses 3-pt jump shot from 26 ft,37,31
191,2,6:00.0,Defensive rebound by J. Johnson,,37,31
192,2,5:46.0,Shooting foul by B. Simmons (drawn by J. Johnson),,37,31
193,2,5:46.0,J. Johnson makes free throw 1 of 2,,38,31
194,2,5:46.0,,J. Redick enters the game for M. Belinelli,38,31
195,2,5:46.0,G. Dragić enters the game for W. Ellington,,38,31
196,2,5:46.0,J. Richardson enters the game for D. Wade,,38,31
197,2,5:46.0,J. Johnson misses free throw 2 of 2,,38,31
198,2,5:44.0,,Defensive rebound by B. Simmons,38,31
199,2,5:38.0,,Away from play foul by J. Richardson (drawn by J. Redick),38,31
200,2,5:38.0,,J. Redick misses free throw 1 of 1,38,31
201,2,5:38.0,,Offensive rebound by Team,38,31
202,2,5:34.0,,Personal foul by J. Winslow (drawn by B. Simmons),38,31
203,2,5:21.0,,J. Redick misses 2-pt jump shot from 22 ft (block by J. Richardson),38,31
204,2,5:18.0,Defensive rebound by J. Richardson,,38,31
205,2,5:13.0,J. Richardson makes 2-pt jump shot from 19 ft (assist by J. Johnson),,40,31
206,2,4:50.0,,Personal foul by J. Johnson (drawn by B. Simmons),40,31
207,2,4:50.0,,B. Simmons makes free throw 1 of 2,40,32
208,2,4:50.0,,D. Šarić enters the game for A. Johnson,40,32
209,2,4:50.0,,B. Simmons makes free throw 2 of 2,40,33
210,2,4:39.0,K. Olynyk makes 2-pt jump shot from 21 ft (assist by G. Dragić),,42,33
211,2,4:25.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),42,36
212,2,4:19.0,Miami full timeout,,42,36
213,2,4:07.0,J. Richardson misses 3-pt jump shot from 27 ft,,42,36
214,2,4:03.0,,Defensive rebound by E. İlyasova,42,36
215,2,3:48.0,,Shooting foul by K. Olynyk (drawn by J. Redick),42,36
216,2,3:48.0,,J. Redick makes free throw 1 of 2,42,37
217,2,3:48.0,B. Adebayo enters the game for K. Olynyk,,42,37
218,2,3:48.0,,J. Redick misses free throw 2 of 2,42,37
219,2,3:45.0,Defensive rebound by J. Johnson,,42,37
220,2,3:28.0,G. Dragić makes 2-pt jump shot from 15 ft,,44,37
221,2,3:19.0,,B. Simmons makes 2-pt layup from 4 ft,44,39
222,2,3:04.0,G. Dragić makes 3-pt jump shot from 25 ft,,47,39
223,2,2:53.0,,B. Simmons misses 2-pt jump shot from 12 ft,47,39
224,2,2:50.0,Defensive rebound by J. Winslow,,47,39
225,2,2:48.0,Turnover by J. Johnson (bad pass),,47,39
226,2,2:36.0,,R. Covington misses 3-pt jump shot from 27 ft,47,39
227,2,2:32.0,Defensive rebound by J. Johnson,,47,39
228,2,2:27.0,J. Johnson makes 2-pt jump shot from 8 ft,,49,39
229,2,2:27.0,Personal block foul by E. İlyasova (drawn by J. Johnson),,49,39
230,2,2:27.0,,A. Johnson enters the game for E. İlyasova,49,39
231,2,2:27.0,J. Johnson makes free throw 1 of 1,,50,39
232,2,2:25.0,,Personal foul by J. Winslow (drawn by B. Simmons),50,39
233,2,2:25.0,,B. Simmons misses free throw 1 of 2,50,39
234,2,2:25.0,,Offensive rebound by Team,50,39
235,2,2:25.0,D. Wade enters the game for G. Dragić,,50,39
236,2,2:25.0,R. McGruder enters the game for J. Winslow,,50,39
237,2,2:25.0,,B. Simmons makes free throw 2 of 2,50,40
238,2,2:07.0,D. Wade makes 2-pt jump shot from 20 ft,,52,40
239,2,1:58.0,,D. Šarić misses 3-pt jump shot from 25 ft,52,40
240,2,1:54.0,Defensive rebound by J. Johnson,,52,40
241,2,1:49.0,J. Richardson misses 2-pt jump shot from 16 ft,,52,40
242,2,1:45.0,,Defensive rebound by A. Johnson,52,40
243,2,1:28.0,,R. Covington misses 3-pt jump shot from 26 ft,52,40
244,2,1:23.0,,Offensive rebound by D. Šarić,52,40
245,2,1:23.0,,D. Šarić makes 2-pt layup from 1 ft,52,42
246,2,1:06.0,Shooting foul by J. Redick (drawn by D. Wade),,52,42
247,2,1:06.0,D. Wade makes free throw 1 of 2,,53,42
248,2,1:06.0,,M. Belinelli enters the game for D. Šarić,53,42
249,2,1:06.0,T. Johnson enters the game for J. Richardson,,53,42
250,2,1:06.0,D. Wade makes free throw 2 of 2,,54,42
251,2,0:54.0,,Turnover by R. Covington (bad pass; steal by J. Johnson),54,42
252,2,0:51.0,Turnover by J. Johnson (bad pass),,54,42
253,2,0:45.0,,M. Belinelli misses 3-pt jump shot from 27 ft,54,42
254,2,0:42.0,Defensive rebound by T. Johnson,,54,42
255,2,0:36.0,D. Wade misses 3-pt jump shot from 26 ft,,54,42
256,2,0:33.0,,Defensive rebound by R. Covington,54,42
257,2,0:29.0,,B. Simmons misses 2-pt layup at rim,54,42
258,2,0:29.0,Defensive rebound by B. Adebayo,,54,42
259,2,0:08.0,D. Wade makes 2-pt layup from 2 ft,,56,42
260,2,0:01.0,,M. Belinelli misses 2-pt jump shot from 17 ft,56,42
261,2,0:01.0,Defensive rebound by B. Adebayo,,56,42
262,2,0:01.0,B. Adebayo misses 3-pt jump shot from 46 ft (block by B. Simmons),,56,42
263,2,0:01.0,Offensive rebound by Team,,56,42
264,3,11:36.0,,A. Johnson makes 2-pt dunk at rim (assist by J. Redick),56,44
265,3,11:17.0,G. Dragić misses 2-pt jump shot from 17 ft,,56,44
266,3,11:14.0,,Defensive rebound by D. Šarić,56,44
267,3,11:06.0,,D. Šarić misses 2-pt layup from 1 ft (block by J. Richardson),56,44
268,3,11:03.0,Defensive rebound by J. Johnson,,56,44
269,3,11:00.0,Turnover by J. Johnson (bad pass; steal by A. Johnson),,56,44
270,3,10:50.0,,B. Simmons makes 2-pt layup from 4 ft,56,46
271,3,10:34.0,Personal foul by J. Redick (drawn by T. Johnson),,56,46
272,3,10:23.0,Shooting foul by A. Johnson (drawn by G. Dragić),,56,46
273,3,10:23.0,G. Dragić makes free throw 1 of 2,,57,46
274,3,10:23.0,G. Dragić makes free throw 2 of 2,,58,46
275,3,10:04.0,,B. Simmons makes 2-pt layup at rim,58,48
276,3,9:53.0,G. Dragić misses 3-pt jump shot from 27 ft,,58,48
277,3,9:45.0,,Defensive rebound by A. Johnson,58,48
278,3,9:38.0,,D. Šarić makes 3-pt jump shot from 27 ft (assist by B. Simmons),58,51
279,3,9:25.0,Offensive foul by H. Whiteside (drawn by R. Covington),,58,51
280,3,9:25.0,Turnover by H. Whiteside (offensive foul),,58,51
281,3,9:25.0,K. Olynyk enters the game for H. Whiteside,,58,51
282,3,9:14.0,,Personal foul by J. Johnson (drawn by B. Simmons),58,51
283,3,9:03.0,,R. Covington misses 3-pt jump shot from 27 ft,58,51
284,3,9:01.0,Defensive rebound by T. Johnson,,58,51
285,3,8:56.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by G. Dragić),,61,51
286,3,8:44.0,,J. Redick misses 3-pt jump shot from 28 ft,61,51
287,3,8:38.0,,Offensive rebound by A. Johnson,61,51
288,3,8:38.0,,A. Johnson makes 2-pt layup at rim,61,53
289,3,8:27.0,J. Richardson makes 2-pt jump shot from 17 ft (assist by J. Johnson),,63,53
290,3,8:27.0,Shooting foul by B. Simmons (drawn by J. Richardson),,63,53
291,3,8:27.0,J. Richardson makes free throw 1 of 1,,64,53
292,3,8:19.0,,B. Simmons misses 2-pt jump shot from 5 ft,64,53
293,3,8:17.0,Defensive rebound by K. Olynyk,,64,53
294,3,8:06.0,T. Johnson misses 2-pt jump shot from 15 ft,,64,53
295,3,8:02.0,,Defensive rebound by R. Covington,64,53
296,3,7:50.0,,Shooting foul by J. Richardson (drawn by D. Šarić),64,53
297,3,7:50.0,,D. Šarić makes free throw 1 of 2,64,54
298,3,7:50.0,,D. Šarić makes free throw 2 of 2,64,55
299,3,7:37.0,J. Johnson makes 2-pt jump shot from 2 ft (assist by G. Dragić),,66,55
300,3,7:21.0,,J. Redick misses 2-pt layup at rim,66,55
301,3,7:20.0,,Offensive rebound by Team,66,55
302,3,7:20.0,Loose ball foul by T. Johnson (drawn by A. Johnson),,66,55
303,3,7:09.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by A. Johnson),66,57
304,3,6:50.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,69,57
305,3,6:37.0,,J. Redick misses 2-pt jump shot from 21 ft,69,57
306,3,6:34.0,Defensive rebound by J. Richardson,,69,57
307,3,6:24.0,J. Richardson misses 3-pt jump shot from 28 ft,,69,57
308,3,6:21.0,,Defensive rebound by B. Simmons,69,57
309,3,6:17.0,,B. Simmons makes 2-pt layup at rim,69,59
310,3,6:03.0,K. Olynyk misses 2-pt jump shot from 21 ft,,69,59
311,3,6:00.0,,Defensive rebound by D. Šarić,69,59
312,3,5:49.0,,Turnover by D. Šarić (bad pass; steal by J. Johnson),69,59
313,3,5:46.0,J. Richardson makes 2-pt layup from 1 ft (assist by J. Johnson),,71,59
314,3,5:46.0,,Philadelphia full timeout,71,59
315,3,5:46.0,,M. Belinelli enters the game for A. Johnson,71,59
316,3,5:46.0,,E. İlyasova enters the game for J. Redick,71,59
317,3,5:43.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by D. Šarić),71,61
318,3,5:24.0,Shooting foul by E. İlyasova (drawn by T. Johnson),,71,61
319,3,5:24.0,T. Johnson makes free throw 1 of 2,,72,61
320,3,5:24.0,T. Johnson makes free throw 2 of 2,,73,61
321,3,5:06.0,,E. İlyasova makes 2-pt jump shot from 10 ft,73,63
322,3,4:47.0,Turnover by K. Olynyk (turnover; steal by D. Šarić),,73,63
323,3,4:30.0,,Offensive foul by D. Šarić (drawn by K. Olynyk),73,63
324,3,4:30.0,,Turnover by D. Šarić (offensive foul),73,63
325,3,4:30.0,J. Winslow enters the game for J. Richardson,,73,63
326,3,4:30.0,,A. Johnson enters the game for D. Šarić,73,63
327,3,4:20.0,Shooting foul by B. Simmons (drawn by G. Dragić),,73,63
328,3,4:20.0,G. Dragić misses free throw 1 of 2,,73,63
329,3,4:20.0,Offensive rebound by Team,,73,63
330,3,4:20.0,,T. McConnell enters the game for B. Simmons,73,63
331,3,4:20.0,G. Dragić makes free throw 2 of 2,,74,63
332,3,4:05.0,,M. Belinelli makes 2-pt jump shot from 11 ft (assist by R. Covington),74,65
333,3,3:53.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Johnson),,77,65
334,3,3:41.0,,T. McConnell misses 2-pt jump shot from 12 ft,77,65
335,3,3:39.0,,Offensive rebound by E. İlyasova,77,65
336,3,3:38.0,,E. İlyasova misses 2-pt layup from 10 ft (block by J. Johnson),77,65
337,3,3:36.0,Defensive rebound by G. Dragić,,77,65
338,3,3:35.0,D. Wade enters the game for T. Johnson,,77,65
339,3,3:35.0,Miami full timeout,,77,65
340,3,3:35.0,,J. Redick enters the game for E. İlyasova,77,65
341,3,3:24.0,G. Dragić makes 2-pt jump shot from 20 ft,,79,65
342,3,3:05.0,,Personal foul by J. Johnson (drawn by A. Johnson),79,65
343,3,3:05.0,B. Adebayo enters the game for J. Johnson,,79,65
344,3,3:03.0,,M. Belinelli misses 3-pt jump shot from 27 ft,79,65
345,3,2:58.0,Defensive rebound by D. Wade,,79,65
346,3,2:38.0,D. Wade makes 2-pt jump shot from 15 ft,,81,65
347,3,2:28.0,,Philadelphia full timeout,81,65
348,3,2:15.0,,R. Covington makes 2-pt layup from 1 ft,81,67
349,3,1:52.0,W. Ellington enters the game for B. Adebayo,,81,67
350,3,1:50.0,G. Dragić misses 2-pt jump shot from 16 ft,,81,67
351,3,1:47.0,Offensive rebound by K. Olynyk,,81,67
352,3,1:30.0,Shooting foul by J. Redick (drawn by W. Ellington),,81,67
353,3,1:30.0,W. Ellington makes free throw 1 of 2,,82,67
354,3,1:30.0,J. Richardson enters the game for G. Dragić,,82,67
355,3,1:30.0,W. Ellington makes free throw 2 of 2,,83,67
356,3,1:19.0,,A. Johnson misses 2-pt hook shot at rim,83,67
357,3,1:13.0,Defensive rebound by W. Ellington,,83,67
358,3,1:07.0,D. Wade misses 2-pt layup from 3 ft (block by J. Redick),,83,67
359,3,1:02.0,Offensive rebound by D. Wade,,83,67
360,3,1:02.0,D. Wade misses 2-pt layup from 6 ft,,83,67
361,3,1:00.0,,Defensive rebound by R. Covington,83,67
362,3,1:00.0,,J. Redick makes 2-pt layup at rim (assist by T. McConnell),83,69
363,3,1:00.0,,Shooting foul by J. Winslow (drawn by J. Redick),83,69
364,3,1:00.0,J. Johnson enters the game for J. Winslow,,83,69
365,3,1:00.0,,J. Redick makes free throw 1 of 1,83,70
366,3,0:42.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by D. Wade),,86,70
367,3,0:26.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by A. Johnson),86,73
368,3,0:05.0,Turnover by K. Olynyk (bad pass; steal by M. Belinelli),,86,73
369,3,0:01.0,,J. Redick misses 3-pt jump shot from 28 ft,86,73
370,3,0:01.0,,Offensive rebound by T. McConnell,86,73
371,3,0:00.0,,Personal foul by K. Olynyk (drawn by T. McConnell),86,73
372,3,0:00.0,,T. McConnell makes free throw 1 of 2,86,74
373,3,0:00.0,B. Adebayo enters the game for W. Ellington,,86,74
374,3,0:00.0,,T. McConnell makes free throw 2 of 2,86,75
375,4,11:46.0,W. Ellington makes 3-pt jump shot from 27 ft (assist by J. Richardson),,89,75
376,4,11:27.0,,Turnover by B. Simmons (palming),89,75
377,4,11:04.0,J. Johnson makes 2-pt dunk at rim (assist by K. Olynyk),,91,75
378,4,11:04.0,,Philadelphia full timeout,91,75
379,4,10:47.0,,D. Šarić misses 3-pt jump shot from 27 ft,91,75
380,4,10:44.0,,Offensive rebound by E. İlyasova,91,75
381,4,10:41.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by J. Redick),91,78
382,4,10:11.0,W. Ellington misses 2-pt jump shot from 19 ft,,91,78
383,4,10:09.0,,Defensive rebound by J. Redick,91,78
