,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
0,1,11:49.0,,D. Šarić makes 2-pt layup from 1 ft (assist by B. Simmons),0,2
1,1,11:22.0,G. Dragić misses 2-pt jump shot from 7 ft,,0,2
2,1,11:20.0,,Defensive rebound by J. Embiid,0,2
3,1,11:12.0,,B. Simmons makes 2-pt jump shot from 5 ft,0,4
4,1,10:58.0,T. Johnson misses 2-pt jump shot from 15 ft,,0,4
5,1,10:58.0,,Defensive rebound by D. Šarić,0,4
6,1,10:42.0,,D. Šarić makes 2-pt hook shot from 10 ft,0,6
7,1,10:30.0,,Violation by R. Covington (kicked ball),0,6
8,1,10:24.0,G. Dragić makes 2-pt jump shot from 11 ft (assist by J. Richardson),,2,6
9,1,10:14.0,,J. Embiid misses 3-pt jump shot from 26 ft,2,6
10,1,10:10.0,,Offensive rebound by B. Simmons,2,6
11,1,10:05.0,,Personal foul by H. Whiteside (drawn by B. Simmons),2,6
12,1,9:52.0,,J. Embiid misses 2-pt hook shot from 7 ft,2,6
13,1,9:51.0,Defensive rebound by H. Whiteside,,2,6
14,1,9:28.0,G. Dragić makes 2-pt layup at rim (assist by J. Richardson),,4,6
15,1,9:18.0,,B. Simmons misses 2-pt jump shot from 11 ft,4,6
16,1,9:16.0,Defensive rebound by H. Whiteside,,4,6
17,1,9:07.0,G. Dragić misses 2-pt jump shot from 17 ft,,4,6
18,1,9:05.0,,Defensive rebound by J. Embiid,4,6
19,1,8:58.0,,B. Simmons misses 2-pt layup from 2 ft,4,6
20,1,8:56.0,Defensive rebound by H. Whiteside,,4,6
21,1,8:52.0,T. Johnson misses 3-pt jump shot from 22 ft,,4,6
22,1,8:49.0,,Defensive rebound by J. Embiid,4,6
23,1,8:33.0,,J. Redick misses 2-pt jump shot from 21 ft,4,6
24,1,8:30.0,Defensive rebound by J. Johnson,,4,6
