,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MINNESOTA_ACTION,PORTLAND_SCORE,MINNESOTA_SCORE
0,1,11:46.0,,T. Gibson misses 2-pt jump shot from 15 ft,0,0
1,1,11:42.0,Defensive rebound by D. Lillard,,0,0
2,1,11:35.0,E. Turner misses 2-pt jump shot from 16 ft,,0,0
3,1,11:32.0,Offensive rebound by A. Aminu,,0,0
4,1,11:31.0,A. Aminu misses 2-pt hook shot from 5 ft,,0,0
5,1,11:28.0,,Defensive rebound by T. Gibson,0,0
6,1,11:18.0,,Shooting foul by C. McCollum (drawn by A. Wiggins),0,0
7,1,11:18.0,,A. Wiggins misses free throw 1 of 2,0,0
8,1,11:18.0,,Offensive rebound by Team,0,0
9,1,11:18.0,,A. Wiggins makes free throw 2 of 2,0,1
10,1,11:01.0,Turnover by E. Turner (lost ball; steal by A. Wiggins),,0,1
11,1,10:56.0,,Turnover by J. Teague (bad pass),0,1
12,1,10:39.0,Shooting foul by T. Gibson (drawn by J. Nurkić),,0,1
13,1,10:39.0,J. Nurkić makes free throw 1 of 2,,1,1
14,1,10:39.0,J. Nurkić makes free throw 2 of 2,,2,1
15,1,10:32.0,,Turnover by A. Wiggins (bad pass; steal by J. Nurkić),2,1
16,1,10:22.0,C. McCollum misses 2-pt jump shot from 20 ft,,2,1
17,1,10:18.0,Offensive rebound by J. Nurkić,,2,1
18,1,10:17.0,J. Nurkić makes 2-pt layup from 1 ft,,4,1
19,1,10:04.0,,Turnover by T. Gibson (bad pass; steal by E. Turner),4,1
20,1,10:00.0,E. Turner misses 2-pt layup from 1 ft,,4,1
21,1,9:58.0,Offensive rebound by E. Turner,,4,1
22,1,9:58.0,E. Turner makes 2-pt dunk at rim,,6,1
23,1,9:58.0,,Minnesota full timeout,6,1
24,1,9:37.0,,T. Gibson makes 2-pt layup from 1 ft,6,3
25,1,9:24.0,C. McCollum misses 2-pt layup from 2 ft,,6,3
26,1,9:20.0,,Defensive rebound by J. Butler,6,3
27,1,9:15.0,,J. Butler misses 2-pt layup from 1 ft,6,3
28,1,9:15.0,,Offensive rebound by Team,6,3
29,1,9:07.0,,Personal foul by D. Lillard (drawn by J. Teague),6,3
30,1,8:54.0,,J. Butler makes 2-pt layup at rim,6,5
31,1,8:44.0,Turnover by D. Lillard (bad pass; steal by J. Butler),,6,5
32,1,8:38.0,,Personal foul by C. McCollum (drawn by J. Butler),6,5
33,1,8:38.0,S. Napier enters the game for C. McCollum,,6,5
34,1,8:33.0,,J. Butler makes 2-pt jump shot from 15 ft,6,7
35,1,8:13.0,J. Nurkić makes 2-pt jump shot from 5 ft (assist by D. Lillard),,8,7
36,1,7:49.0,,J. Butler misses 2-pt jump shot from 11 ft,8,7
37,1,7:47.0,Defensive rebound by A. Aminu,,8,7
38,1,7:42.0,D. Lillard makes 2-pt layup from 1 ft (assist by A. Aminu),,10,7
39,1,7:36.0,,Shooting foul by S. Napier (drawn by J. Teague),10,7
40,1,7:36.0,,J. Teague makes free throw 1 of 2,10,8
41,1,7:36.0,,J. Teague makes free throw 2 of 2,10,9
42,1,7:24.0,D. Lillard makes 2-pt jump shot from 20 ft (assist by E. Turner),,12,9
43,1,7:06.0,,A. Wiggins makes 2-pt jump shot from 13 ft (assist by J. Teague),12,11
44,1,6:55.0,D. Lillard misses 2-pt jump shot from 12 ft,,12,11
45,1,6:51.0,,Defensive rebound by J. Butler,12,11
46,1,6:35.0,,J. Teague misses 2-pt jump shot from 17 ft,12,11
47,1,6:32.0,,Offensive rebound by T. Gibson,12,11
48,1,6:31.0,,T. Gibson makes 2-pt layup from 1 ft,12,13
49,1,6:13.0,Turnover by D. Lillard (bad pass; steal by K. Towns),,12,13
50,1,6:13.0,,Personal foul by D. Lillard (drawn by J. Teague),12,13
51,1,6:13.0,,J. Teague makes free throw 1 of 2,12,14
52,1,6:13.0,,J. Teague makes free throw 2 of 2,12,15
53,1,6:00.0,,Offensive charge foul by J. Nurkić (drawn by K. Towns),12,15
54,1,6:00.0,Turnover by J. Nurkić (offensive foul),,12,15
55,1,5:41.0,,K. Towns misses 3-pt jump shot from 25 ft,12,15
56,1,5:38.0,,Offensive rebound by T. Gibson,12,15
57,1,5:37.0,,T. Gibson makes 2-pt layup from 1 ft,12,17
58,1,5:37.0,Portland full timeout,,12,17
59,1,5:24.0,S. Napier makes 3-pt jump shot from 24 ft (assist by D. Lillard),,15,17
60,1,5:02.0,,T. Gibson misses 2-pt jump shot from 14 ft,15,17
61,1,4:58.0,,Offensive rebound by A. Wiggins,15,17
62,1,4:57.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by A. Wiggins),15,19
63,1,4:42.0,Shooting foul by K. Towns (drawn by S. Napier),,15,19
64,1,4:42.0,S. Napier makes free throw 1 of 2,,16,19
65,1,4:42.0,,G. Dieng enters the game for K. Towns,16,19
66,1,4:42.0,E. Davis enters the game for E. Turner,,16,19
67,1,4:42.0,Z. Collins enters the game for J. Nurkić,,16,19
68,1,4:42.0,S. Napier makes free throw 2 of 2,,17,19
69,1,4:35.0,,Turnover by A. Wiggins (turnover),17,19
70,1,4:35.0,,Loose ball foul by A. Wiggins (drawn by S. Napier),17,19
71,1,4:17.0,S. Napier makes 2-pt jump shot from 17 ft,,19,19
72,1,4:07.0,,J. Teague makes 2-pt jump shot from 6 ft,19,21
73,1,3:50.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by Z. Collins),,22,21
74,1,3:30.0,,J. Teague makes 2-pt jump shot from 7 ft,22,23
75,1,3:12.0,E. Davis misses 2-pt layup from 3 ft,,22,23
76,1,3:08.0,Offensive rebound by A. Aminu,,22,23
77,1,3:08.0,A. Aminu makes 2-pt layup at rim,,24,23
78,1,3:00.0,,Turnover by G. Dieng (traveling),24,23
79,1,3:00.0,,J. Crawford enters the game for J. Butler,24,23
80,1,3:00.0,C. McCollum enters the game for D. Lillard,,24,23
81,1,3:00.0,P. Connaughton enters the game for A. Aminu,,24,23
82,1,2:53.0,Offensive foul by S. Napier (drawn by A. Wiggins),,24,23
83,1,2:53.0,Turnover by S. Napier (offensive foul),,24,23
84,1,2:41.0,,A. Wiggins makes 2-pt jump shot from 10 ft (assist by J. Teague),24,25
85,1,2:20.0,C. McCollum misses 2-pt layup from 1 ft (block by G. Dieng),,24,25
86,1,2:16.0,,Defensive rebound by G. Dieng,24,25
87,1,2:00.0,,A. Wiggins makes 2-pt layup from 2 ft,24,27
88,1,1:50.0,Z. Collins makes 2-pt jump shot from 22 ft (assist by S. Napier),,26,27
89,1,1:35.0,,A. Wiggins makes 2-pt jump shot from 20 ft (assist by J. Teague),26,29
90,1,1:24.0,S. Napier makes 2-pt jump shot from 21 ft,,28,29
91,1,1:07.0,,J. Teague misses 2-pt jump shot from 7 ft (block by S. Napier),28,29
92,1,1:06.0,,Offensive rebound by Team,28,29
93,1,1:06.0,,T. Jones enters the game for J. Teague,28,29
94,1,1:02.0,,J. Crawford misses 3-pt jump shot from 26 ft,28,29
95,1,1:02.0,Defensive rebound by Team,,28,29
96,1,1:00.0,,Loose ball foul by G. Dieng (drawn by Z. Collins),28,29
97,1,1:00.0,,N. Bjelica enters the game for T. Gibson,28,29
98,1,0:44.0,C. McCollum makes 2-pt layup from 1 ft,,30,29
99,1,0:32.0,,A. Wiggins misses 2-pt jump shot from 18 ft,30,29
100,1,0:30.0,Defensive rebound by Z. Collins,,30,29
101,1,0:12.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by Z. Collins),,33,29
102,1,0:00.0,,Shooting foul by E. Davis (drawn by J. Crawford),33,29
103,1,0:00.0,,J. Crawford makes free throw 1 of 3,33,30
104,1,0:00.0,,J. Crawford misses free throw 2 of 3,33,30
105,1,0:00.0,,Offensive rebound by Team,33,30
106,1,0:00.0,,J. Crawford makes free throw 3 of 3,33,31
107,2,11:45.0,Z. Collins makes 2-pt layup at rim (assist by S. Napier),,35,31
108,2,11:27.0,,Personal foul by C. McCollum (drawn by J. Crawford),35,31
109,2,11:27.0,E. Turner enters the game for C. McCollum,,35,31
110,2,11:18.0,,K. Towns misses 2-pt jump shot from 7 ft,35,31
111,2,11:15.0,Defensive rebound by P. Connaughton,,35,31
112,2,11:02.0,P. Connaughton misses 2-pt jump shot from 15 ft,,35,31
113,2,10:59.0,,Defensive rebound by K. Towns,35,31
114,2,10:55.0,,T. Jones misses 3-pt jump shot from 23 ft,35,31
115,2,10:50.0,Defensive rebound by E. Davis,,35,31
116,2,10:38.0,E. Turner misses 2-pt layup from 2 ft (block by J. Crawford),,35,31
117,2,10:35.0,,Defensive rebound by K. Towns,35,31
118,2,10:33.0,,N. Bjelica misses 3-pt jump shot from 24 ft,35,31
119,2,10:33.0,Defensive rebound by E. Davis,,35,31
120,2,10:20.0,Personal foul by G. Dieng (drawn by Z. Collins),,35,31
121,2,10:10.0,S. Napier misses 2-pt jump shot from 9 ft,,35,31
122,2,10:08.0,,Defensive rebound by G. Dieng,35,31
123,2,9:55.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by N. Bjelica),35,33
124,2,9:30.0,S. Napier misses 3-pt jump shot from 24 ft,,35,33
125,2,9:28.0,,Defensive rebound by K. Towns,35,33
126,2,9:18.0,,J. Crawford misses 3-pt jump shot from 27 ft,35,33
127,2,9:14.0,Defensive rebound by E. Turner,,35,33
128,2,9:04.0,P. Connaughton misses 2-pt jump shot from 3 ft,,35,33
129,2,9:02.0,,Defensive rebound by N. Bjelica,35,33
130,2,8:58.0,,T. Jones makes 2-pt layup from 1 ft,35,35
131,2,8:37.0,,Offensive charge foul by S. Napier (drawn by G. Dieng),35,35
132,2,8:37.0,Turnover by S. Napier (offensive foul),,35,35
133,2,8:37.0,D. Lillard enters the game for S. Napier,,35,35
134,2,8:27.0,,Offensive foul by K. Towns (drawn by E. Davis),35,35
135,2,8:27.0,,Turnover by K. Towns (offensive foul),35,35
136,2,8:27.0,,J. Butler enters the game for G. Dieng,35,35
137,2,8:07.0,D. Lillard misses 3-pt jump shot from 25 ft,,35,35
138,2,8:04.0,,Defensive rebound by K. Towns,35,35
139,2,7:53.0,,N. Bjelica makes 3-pt jump shot from 22 ft (assist by J. Butler),35,38
140,2,7:52.0,Portland full timeout,,35,38
141,2,7:52.0,A. Aminu enters the game for E. Davis,,35,38
142,2,7:52.0,J. Nurkić enters the game for Z. Collins,,35,38
143,2,7:40.0,Turnover by J. Nurkić (bad pass),,35,38
144,2,7:19.0,,J. Butler makes 2-pt jump shot from 11 ft,35,40
145,2,7:06.0,Personal foul by J. Butler (drawn by D. Lillard),,35,40
146,2,6:59.0,P. Connaughton misses 3-pt jump shot from 25 ft,,35,40
147,2,6:55.0,,Defensive rebound by J. Crawford,35,40
148,2,6:44.0,,J. Crawford makes 3-pt jump shot from 30 ft (assist by T. Jones),35,43
