,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MIAMI_ACTION,GOLDEN STATE_SCORE,MIAMI_SCORE
43,1,5:35.0,,G. Dragić makes free throw 1 of 1,17,20
44,1,5:25.0,Shooting foul by B. Adebayo (drawn by Z. Pachulia),,17,20
45,1,5:25.0,Z. Pachulia makes free throw 1 of 2,,18,20
46,1,5:25.0,Z. Pachulia misses free throw 2 of 2,,18,20
47,1,5:22.0,,Defensive rebound by J. Winslow,18,20
48,1,5:04.0,,J. Winslow misses 3-pt jump shot from 23 ft,18,20
49,1,5:01.0,Defensive rebound by K. Thompson,,18,20
50,1,4:55.0,Shooting foul by G. Dragić (drawn by S. Curry),,18,20
51,1,4:55.0,S. Curry makes free throw 1 of 3,,19,20
52,1,4:55.0,S. Curry misses free throw 2 of 3,,19,20
53,1,4:55.0,Offensive rebound by Team,,19,20
54,1,4:55.0,,J. Johnson enters the game for J. Winslow,19,20
55,1,4:55.0,,T. Johnson enters the game for G. Dragić,19,20
56,1,4:55.0,J. Bell enters the game for D. Green,,19,20
57,1,4:55.0,O. Casspi enters the game for Z. Pachulia,,19,20
58,1,4:55.0,S. Curry makes free throw 3 of 3,,20,20
59,1,4:33.0,,J. Johnson misses 3-pt jump shot from 24 ft,20,20
60,1,4:31.0,Defensive rebound by Team,,20,20
61,1,4:25.0,K. Thompson misses 3-pt jump shot from 25 ft,,20,20
62,1,4:22.0,,Defensive rebound by J. Johnson,20,20
63,1,4:17.0,,Def 3 sec tech foul by J. Bell,20,20
64,1,4:17.0,,T. Johnson makes free throw 1 of 1,20,21
65,1,4:01.0,,J. Richardson makes 2-pt jump shot from 21 ft,20,23
66,1,3:56.0,S. Curry makes 2-pt layup from 2 ft,,22,23
67,1,3:56.0,Shooting foul by T. Johnson (drawn by S. Curry),,22,23
68,1,3:56.0,P. McCaw enters the game for K. Thompson,,22,23
69,1,3:56.0,S. Curry makes free throw 1 of 1,,23,23
70,1,3:44.0,,J. Johnson makes 2-pt layup from 1 ft (assist by D. Waiters),23,25
71,1,3:44.0,,Shooting foul by P. McCaw (drawn by J. Johnson),23,25
72,1,3:44.0,,K. Olynyk enters the game for J. Richardson,23,25
73,1,3:44.0,,W. Ellington enters the game for B. Adebayo,23,25
74,1,3:44.0,Golden State full timeout,,23,25
75,1,3:44.0,,J. Johnson makes free throw 1 of 1,23,26
76,1,3:31.0,S. Curry misses 3-pt jump shot from 25 ft,,23,26
77,1,3:28.0,,Defensive rebound by W. Ellington,23,26
78,1,3:14.0,,Shooting foul by P. McCaw (drawn by D. Waiters),23,26
79,1,3:14.0,,D. Waiters makes free throw 1 of 2,23,27
80,1,3:14.0,,D. Waiters makes free throw 2 of 2,23,28
81,1,2:53.0,K. Durant misses 3-pt jump shot from 24 ft,,23,28
82,1,2:52.0,,Defensive rebound by K. Olynyk,23,28
83,1,2:37.0,,D. Waiters makes 2-pt layup at rim,23,30
84,1,2:29.0,K. Durant misses 3-pt jump shot from 23 ft,,23,30
85,1,2:26.0,Offensive rebound by K. Durant,,23,30
86,1,2:24.0,K. Durant misses 2-pt layup at rim,,23,30
87,1,2:21.0,,Defensive rebound by K. Olynyk,23,30
88,1,2:14.0,,K. Olynyk misses 2-pt jump shot from 8 ft,23,30
89,1,2:12.0,Defensive rebound by J. Bell,,23,30
90,1,1:59.0,Shooting foul by J. Johnson (drawn by O. Casspi),,23,30
91,1,1:59.0,O. Casspi makes free throw 1 of 2,,24,30
92,1,1:59.0,D. Green enters the game for K. Durant,,24,30
93,1,1:59.0,O. Casspi makes free throw 2 of 2,,25,30
94,1,1:41.0,,W. Ellington makes 3-pt jump shot from 22 ft (assist by T. Johnson),25,33
95,1,1:18.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,28,33
96,1,1:03.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by W. Ellington),28,36
97,1,1:01.0,Golden State full timeout,,28,36
98,1,0:43.0,D. Green misses 3-pt jump shot from 25 ft,,28,36
99,1,0:41.0,,Defensive rebound by K. Olynyk,28,36
100,1,0:33.0,,T. Johnson misses 2-pt jump shot from 22 ft,28,36
101,1,0:31.0,Defensive rebound by O. Casspi,,28,36
102,1,0:28.0,S. Curry makes 3-pt jump shot from 28 ft,,31,36
103,1,0:06.0,,D. Waiters misses 3-pt jump shot from 25 ft,31,36
104,1,0:05.0,Defensive rebound by Team,,31,36
105,1,0:05.0,,Loose ball foul by W. Ellington (drawn by P. McCaw),31,36
106,1,0:05.0,P. McCaw makes free throw 1 of 2,,32,36
107,1,0:05.0,S. Livingston enters the game for S. Curry,,32,36
108,1,0:05.0,P. McCaw makes free throw 2 of 2,,33,36
109,1,0:00.0,,D. Waiters misses 2-pt jump shot from 19 ft,33,36
110,1,0:00.0,,Offensive rebound by Team,33,36
111,2,11:43.0,Shooting foul by K. Olynyk (drawn by D. West),,33,36
112,2,11:43.0,D. West misses free throw 1 of 2,,33,36
113,2,11:43.0,Offensive rebound by Team,,33,36
114,2,11:43.0,D. West makes free throw 2 of 2,,34,36
115,2,11:26.0,,T. Johnson misses 2-pt layup from 1 ft (block by S. Livingston),34,36
116,2,11:24.0,,Offensive rebound by T. Johnson,34,36
117,2,11:23.0,,T. Johnson misses 2-pt layup from 2 ft,34,36
118,2,11:23.0,Defensive rebound by D. Green,,34,36
119,2,11:11.0,S. Livingston misses 2-pt jump shot from 12 ft,,34,36
120,2,11:11.0,,Defensive rebound by J. Johnson,34,36
121,2,11:04.0,,W. Ellington misses 3-pt jump shot from 23 ft,34,36
122,2,11:01.0,Defensive rebound by D. West,,34,36
123,2,10:44.0,O. Casspi misses 2-pt hook shot from 10 ft,,34,36
124,2,10:40.0,,Defensive rebound by K. Olynyk,34,36
125,2,10:29.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),34,39
126,2,10:07.0,O. Casspi misses 2-pt layup from 2 ft,,34,39
127,2,10:06.0,,Defensive rebound by W. Ellington,34,39
128,2,10:03.0,,Personal foul by O. Casspi (drawn by K. Olynyk),34,39
129,2,9:49.0,,J. Johnson misses 2-pt jump shot from 15 ft,34,39
130,2,9:46.0,Defensive rebound by O. Casspi,,34,39
131,2,9:40.0,D. West makes 2-pt jump shot from 17 ft (assist by S. Livingston),,36,39
132,2,9:29.0,,Turnover by J. Johnson (bad pass),36,39
133,2,9:11.0,K. Thompson makes 2-pt layup from 1 ft,,38,39
134,2,8:50.0,,J. Johnson misses 2-pt jump shot from 4 ft,38,39
135,2,8:49.0,Defensive rebound by D. West,,38,39
136,2,8:38.0,D. Green makes 2-pt layup at rim (assist by S. Livingston),,40,39
137,2,8:38.0,,Violation by J. Richardson (def goaltending),40,39
138,2,8:24.0,,K. Olynyk misses 3-pt jump shot from 24 ft,40,39
139,2,8:22.0,Defensive rebound by D. Green,,40,39
140,2,8:16.0,K. Thompson misses 2-pt layup at rim,,40,39
141,2,8:13.0,Offensive rebound by K. Thompson,,40,39
142,2,8:12.0,K. Thompson makes 2-pt layup from 1 ft,,42,39
143,2,8:08.0,,Miami full timeout,42,39
144,2,8:08.0,,J. Winslow enters the game for J. Richardson,42,39
145,2,7:53.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Winslow),42,42
146,2,7:30.0,K. Thompson makes 2-pt layup at rim,,44,42
147,2,7:05.0,,J. Johnson misses 3-pt jump shot from 24 ft,44,42
148,2,7:02.0,Defensive rebound by D. West,,44,42
149,2,6:51.0,K. Thompson misses 3-pt jump shot from 25 ft,,44,42
150,2,6:47.0,,Defensive rebound by J. Johnson,44,42
151,2,6:36.0,,K. Olynyk makes 2-pt layup from 1 ft,44,44
152,2,6:24.0,S. Livingston misses 2-pt jump shot from 13 ft,,44,44
153,2,6:24.0,Offensive rebound by Team,,44,44
154,2,6:24.0,Technical foul by S. Livingston,,44,44
155,2,6:24.0,,T. Johnson makes technical free throw,44,45
156,2,6:24.0,,G. Dragić enters the game for T. Johnson,44,45
157,2,6:24.0,S. Curry enters the game for O. Casspi,,44,45
158,2,6:24.0,P. McCaw enters the game for D. Green,,44,45
159,2,6:24.0,K. Durant enters the game for S. Livingston,,44,45
160,2,6:20.0,D. West makes 2-pt jump shot from 3 ft (assist by K. Thompson),,46,45
161,2,6:20.0,Shooting foul by W. Ellington (drawn by D. West),,46,45
162,2,6:20.0,N. Young enters the game for K. Thompson,,46,45
163,2,6:20.0,D. West makes free throw 1 of 1,,47,45
164,2,6:16.0,,Personal foul by D. West (drawn by K. Olynyk),47,45
165,2,6:07.0,,K. Olynyk makes 2-pt dunk at rim,47,47
166,2,5:51.0,S. Curry misses 3-pt jump shot from 23 ft,,47,47
167,2,5:47.0,,Defensive rebound by G. Dragić,47,47
168,2,5:34.0,,J. Johnson makes 2-pt layup at rim (assist by K. Olynyk),47,49
169,2,5:34.0,Golden State full timeout,,47,49
170,2,5:34.0,J. Bell enters the game for D. West,,47,49
171,2,5:12.0,K. Durant makes 3-pt jump shot from 26 ft,,50,49
172,2,4:52.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by K. Olynyk),50,52
173,2,4:44.0,K. Durant misses 3-pt jump shot from 24 ft,,50,52
174,2,4:42.0,,Defensive rebound by K. Olynyk,50,52
175,2,4:33.0,,Offensive foul by K. Olynyk (drawn by J. Bell),50,52
176,2,4:33.0,,Turnover by K. Olynyk (offensive foul),50,52
177,2,4:33.0,,J. Richardson enters the game for W. Ellington,50,52
178,2,4:33.0,,D. Waiters enters the game for J. Johnson,50,52
179,2,4:16.0,K. Durant makes 2-pt dunk from 1 ft (assist by S. Curry),,52,52
180,2,4:01.0,,K. Olynyk misses 2-pt jump shot from 18 ft,52,52
181,2,3:59.0,Defensive rebound by K. Durant,,52,52
182,2,3:50.0,J. Bell makes 2-pt layup from 1 ft (assist by K. Durant),,54,52
183,2,3:32.0,,K. Olynyk makes 2-pt layup from 1 ft,54,54
184,2,3:32.0,,Shooting foul by P. McCaw (drawn by K. Olynyk),54,54
185,2,3:32.0,K. Thompson enters the game for P. McCaw,,54,54
186,2,3:32.0,D. Green enters the game for J. Bell,,54,54
187,2,3:32.0,,K. Olynyk makes free throw 1 of 1,54,55
188,2,3:18.0,Shooting foul by J. Winslow (drawn by K. Durant),,54,55
189,2,3:18.0,K. Durant makes free throw 1 of 2,,55,55
190,2,3:18.0,,B. Adebayo enters the game for K. Olynyk,55,55
191,2,3:18.0,,J. Johnson enters the game for J. Winslow,55,55
192,2,3:18.0,K. Durant makes free throw 2 of 2,,56,55
193,2,2:59.0,,G. Dragić makes 3-pt jump shot from 22 ft (assist by J. Richardson),56,58
194,2,2:40.0,Turnover by K. Durant (bad pass; steal by J. Johnson),,56,58
195,2,2:29.0,,J. Richardson misses 3-pt jump shot from 25 ft,56,58
196,2,2:24.0,Defensive rebound by S. Curry,,56,58
197,2,2:19.0,S. Curry makes 2-pt jump shot from 20 ft,,58,58
198,2,2:09.0,,Turnover by G. Dragić (bad pass),58,58
199,2,2:09.0,Z. Pachulia enters the game for N. Young,,58,58
200,2,1:58.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),,60,58
201,2,1:39.0,,D. Waiters misses 3-pt jump shot from 23 ft,60,58
202,2,1:36.0,Defensive rebound by D. Green,,60,58
203,2,1:15.0,K. Durant misses 2-pt layup from 2 ft (block by J. Richardson),,60,58
204,2,1:15.0,Offensive rebound by Team,,60,58
205,2,1:13.0,D. Green misses 2-pt jump shot from 18 ft,,60,58
206,2,1:12.0,Turnover by Team (shot clock),,60,58
207,2,1:11.0,Offensive rebound by Team,,60,58
208,2,0:52.0,,B. Adebayo misses 2-pt layup at rim,60,58
209,2,0:51.0,,Offensive rebound by Team,60,58
210,2,0:51.0,,Turnover by Team (shot clock),60,58
211,2,0:42.0,K. Durant misses 2-pt layup from 1 ft,,60,58
212,2,0:41.0,,Defensive rebound by Team,60,58
213,2,0:33.0,,G. Dragić makes 2-pt layup from 1 ft,60,60
214,2,0:11.0,S. Curry makes 2-pt layup at rim (assist by K. Durant),,62,60
215,2,0:00.0,,D. Waiters misses 3-pt jump shot from 26 ft,62,60
216,2,0:00.0,,Offensive rebound by Team,62,60
217,3,11:39.0,K. Durant makes 2-pt dunk at rim,,64,60
218,3,11:13.0,,D. Waiters misses 2-pt jump shot from 20 ft,64,60
219,3,11:12.0,Defensive rebound by Z. Pachulia,,64,60
220,3,11:05.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,67,60
221,3,10:40.0,,Turnover by D. Waiters (bad pass; steal by K. Durant),67,60
222,3,10:32.0,S. Curry makes 2-pt layup from 1 ft (assist by K. Thompson),,69,60
223,3,10:18.0,,B. Adebayo makes 2-pt layup from 1 ft,69,62
224,3,10:06.0,D. Green makes 2-pt layup at rim,,71,62
225,3,9:52.0,,J. Winslow misses 2-pt hook shot from 6 ft,71,62
226,3,9:51.0,Defensive rebound by Team,,71,62
227,3,9:51.0,,Loose ball foul by B. Adebayo (drawn by Z. Pachulia),71,62
228,3,9:40.0,S. Curry makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),,74,62
229,3,9:40.0,,Miami full timeout,74,62
230,3,9:30.0,,Turnover by J. Richardson (out of bounds lost ball),74,62
231,3,9:07.0,K. Durant makes 2-pt layup from 1 ft (assist by S. Curry),,76,62
232,3,8:44.0,,Turnover by J. Winslow (bad pass; steal by S. Curry),76,62
233,3,8:28.0,Z. Pachulia misses 2-pt layup at rim (block by J. Winslow),,76,62
234,3,8:25.0,,Defensive rebound by G. Dragić,76,62
235,3,8:06.0,,Shooting foul by K. Durant (drawn by G. Dragić),76,62
236,3,8:06.0,,G. Dragić misses free throw 1 of 2,76,62
237,3,8:06.0,,Offensive rebound by Team,76,62
238,3,8:06.0,,J. Johnson enters the game for J. Winslow,76,62
239,3,8:06.0,,G. Dragić makes free throw 2 of 2,76,63
240,3,7:56.0,K. Thompson makes 2-pt layup from 1 ft (assist by K. Durant),,78,63
241,3,7:35.0,,G. Dragić misses 2-pt jump shot from 4 ft,78,63
242,3,7:35.0,Defensive rebound by Team,,78,63
243,3,7:20.0,S. Curry makes 2-pt layup at rim (assist by K. Durant),,80,63
244,3,7:19.0,,Miami full timeout,80,63
245,3,6:55.0,,D. Waiters misses 3-pt jump shot from 27 ft,80,63
246,3,6:52.0,,Offensive rebound by J. Johnson,80,63
247,3,6:35.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by D. Waiters),80,66
248,3,6:19.0,Z. Pachulia makes 2-pt hook shot from 2 ft (assist by S. Curry),,82,66
249,3,6:05.0,,J. Richardson misses 2-pt layup from 2 ft,82,66
250,3,6:03.0,Defensive rebound by Z. Pachulia,,82,66
251,3,6:00.0,S. Curry misses 3-pt jump shot from 27 ft,,82,66
252,3,5:58.0,Offensive rebound by Team,,82,66
253,3,5:49.0,Turnover by K. Durant (lost ball; steal by G. Dragić),,82,66
254,3,5:39.0,,Turnover by J. Richardson (lost ball; steal by S. Curry),82,66
255,3,5:33.0,Turnover by K. Durant (lost ball; steal by B. Adebayo),,82,66
256,3,5:29.0,,Shooting foul by Z. Pachulia (drawn by B. Adebayo),82,66
257,3,5:29.0,,B. Adebayo misses free throw 1 of 2,82,66
258,3,5:29.0,,Offensive rebound by Team,82,66
259,3,5:29.0,,B. Adebayo makes free throw 2 of 2,82,67
260,3,5:15.0,K. Durant makes 2-pt jump shot from 12 ft (assist by D. Green),,84,67
261,3,5:00.0,,D. Waiters misses 3-pt jump shot from 22 ft,84,67
262,3,4:58.0,Defensive rebound by D. Green,,84,67
263,3,4:52.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),,87,67
264,3,4:27.0,,J. Richardson misses 2-pt layup from 1 ft,87,67
265,3,4:26.0,Defensive rebound by K. Durant,,87,67
266,3,4:21.0,,T. Johnson enters the game for D. Waiters,87,67
267,3,4:18.0,K. Thompson misses 3-pt jump shot from 25 ft,,87,67
268,3,4:17.0,,Defensive rebound by Team,87,67
269,3,3:53.0,,J. Richardson makes 2-pt jump shot from 21 ft (assist by T. Johnson),87,69
270,3,3:38.0,Shooting foul by J. Richardson (drawn by K. Durant),,87,69
271,3,3:38.0,K. Durant makes free throw 1 of 2,,88,69
272,3,3:38.0,,K. Olynyk enters the game for J. Richardson,88,69
273,3,3:38.0,,W. Ellington enters the game for B. Adebayo,88,69
274,3,3:38.0,J. Bell enters the game for K. Thompson,,88,69
275,3,3:38.0,N. Young enters the game for D. Green,,88,69
276,3,3:38.0,O. Casspi enters the game for Z. Pachulia,,88,69
277,3,3:38.0,K. Durant makes free throw 2 of 2,,89,69
278,3,3:23.0,,J. Johnson misses 3-pt jump shot from 25 ft,89,69
279,3,3:20.0,Defensive rebound by J. Bell,,89,69
280,3,3:11.0,K. Durant makes 2-pt jump shot from 11 ft,,91,69
281,3,2:50.0,,G. Dragić makes 2-pt layup at rim,91,71
282,3,2:30.0,K. Durant misses 3-pt jump shot from 26 ft,,91,71
283,3,2:27.0,,Defensive rebound by W. Ellington,91,71
284,3,2:17.0,,W. Ellington misses 3-pt jump shot from 25 ft,91,71
285,3,2:13.0,Defensive rebound by O. Casspi,,91,71
286,3,2:11.0,S. Curry misses 3-pt jump shot from 25 ft,,91,71
287,3,2:10.0,,Defensive rebound by K. Olynyk,91,71
288,3,1:52.0,,Personal foul by N. Young (drawn by K. Olynyk),91,71
289,3,1:31.0,,G. Dragić misses 2-pt layup from 1 ft (block by J. Bell),91,71
290,3,1:27.0,Defensive rebound by S. Curry,,91,71
291,3,1:24.0,N. Young makes 3-pt jump shot from 25 ft (assist by K. Durant),,94,71
292,3,1:08.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by W. Ellington),94,74
293,3,1:03.0,J. Bell misses 2-pt dunk from 1 ft,,94,74
294,3,0:59.0,,Defensive rebound by G. Dragić,94,74
295,3,0:48.0,,Turnover by J. Johnson (bad pass),94,74
296,3,0:33.0,J. Bell makes 2-pt dunk at rim (assist by K. Durant),,96,74
297,3,0:24.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by K. Olynyk),96,77
298,3,0:07.0,K. Durant makes 3-pt jump shot from 25 ft,,99,77
299,3,0:00.0,,K. Olynyk misses 2-pt jump shot from 11 ft,99,77
300,3,0:00.0,,Offensive rebound by Team,99,77
301,4,11:37.0,,W. Ellington misses 3-pt jump shot from 23 ft,99,77
302,4,11:33.0,Defensive rebound by O. Casspi,,99,77
303,4,11:19.0,Shooting foul by K. Olynyk (drawn by D. West),,99,77
304,4,11:19.0,D. West misses free throw 1 of 2,,99,77
305,4,11:19.0,Offensive rebound by Team,,99,77
306,4,11:19.0,D. West misses free throw 2 of 2,,99,77
307,4,11:16.0,,Defensive rebound by J. Johnson,99,77
308,4,11:02.0,,Turnover by K. Olynyk (traveling),99,77
309,4,10:48.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by P. McCaw),,101,77
310,4,10:32.0,,T. Johnson misses 2-pt jump shot from 15 ft,101,77
311,4,10:29.0,Defensive rebound by D. Green,,101,77
312,4,10:23.0,Turnover by P. McCaw (bad pass),,101,77
313,4,10:07.0,,Turnover by J. Johnson (bad pass),101,77
314,4,9:54.0,K. Thompson misses 2-pt jump shot from 13 ft (block by K. Olynyk),,101,77
315,4,9:53.0,,Defensive rebound by J. Richardson,101,77
316,4,9:48.0,,J. Richardson misses 2-pt layup from 1 ft,101,77
317,4,9:47.0,Defensive rebound by P. McCaw,,101,77
318,4,9:43.0,Shooting foul by W. Ellington (drawn by O. Casspi),,101,77
319,4,9:43.0,O. Casspi makes free throw 1 of 2,,102,77
320,4,9:43.0,O. Casspi makes free throw 2 of 2,,103,77
321,4,9:20.0,,K. Olynyk makes 2-pt layup from 1 ft,103,79
322,4,8:57.0,O. Casspi makes 2-pt jump shot from 2 ft (assist by K. Thompson),,105,79
323,4,8:39.0,,W. Ellington misses 3-pt jump shot from 23 ft,105,79
324,4,8:37.0,Defensive rebound by K. Thompson,,105,79
325,4,8:27.0,K. Thompson misses 3-pt jump shot from 25 ft,,105,79
326,4,8:24.0,D. West misses 2-pt layup at rim,,105,79
327,4,8:23.0,,Defensive rebound by T. Johnson,105,79
328,4,8:19.0,Defensive rebound by D. West,,105,79
329,4,8:10.0,,Turnover by T. Johnson (bad pass; steal by P. McCaw),105,79
330,4,8:01.0,Turnover by K. Thompson (bad pass; steal by T. Johnson),,105,79
331,4,7:49.0,,J. Richardson misses 3-pt jump shot from 24 ft (block by D. West),105,79
332,4,7:45.0,Defensive rebound by D. Green,,105,79
333,4,7:42.0,Turnover by D. West (bad pass),,105,79
334,4,7:35.0,,Personal foul by O. Casspi (drawn by W. Ellington),105,79
335,4,7:35.0,N. Young enters the game for O. Casspi,,105,79
336,4,7:21.0,,K. Olynyk misses 2-pt layup from 1 ft,105,79
337,4,7:18.0,Defensive rebound by D. West,,105,79
338,4,7:05.0,Shooting foul by K. Olynyk (drawn by K. Thompson),,105,79
339,4,7:05.0,K. Thompson misses free throw 1 of 2,,105,79
340,4,7:05.0,Offensive rebound by Team,,105,79
341,4,7:05.0,K. Thompson makes free throw 2 of 2,,106,79
342,4,6:48.0,,J. Johnson misses 3-pt jump shot from 23 ft,106,79
343,4,6:45.0,Defensive rebound by K. Thompson,,106,79
344,4,6:34.0,D. West makes 2-pt dunk at rim (assist by K. Thompson),,108,79
345,4,6:33.0,,Miami full timeout,108,79
346,4,6:33.0,,J. Mickey enters the game for J. Johnson,108,79
347,4,6:33.0,K. Looney enters the game for D. West,,108,79
348,4,6:33.0,O. Casspi enters the game for K. Thompson,,108,79
349,4,6:33.0,J. Bell enters the game for D. Green,,108,79
350,4,6:18.0,,T. Johnson makes 2-pt jump shot from 21 ft (assist by K. Olynyk),108,81
351,4,6:01.0,N. Young makes 2-pt jump shot from 18 ft (assist by J. Bell),,110,81
352,4,5:47.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),110,84
353,4,5:34.0,P. McCaw misses 3-pt jump shot from 25 ft,,110,84
354,4,5:34.0,,Defensive rebound by Team,110,84
355,4,5:34.0,,J. Winslow enters the game for J. Richardson,110,84
356,4,5:19.0,,T. Johnson misses 3-pt jump shot from 25 ft,110,84
357,4,5:17.0,Defensive rebound by P. McCaw,,110,84
358,4,5:13.0,N. Young makes 3-pt jump shot from 25 ft (assist by P. McCaw),,113,84
359,4,4:53.0,,W. Ellington misses 3-pt jump shot from 25 ft,113,84
360,4,4:50.0,Defensive rebound by P. McCaw,,113,84
361,4,4:34.0,P. McCaw misses 3-pt jump shot from 25 ft,,113,84
362,4,4:32.0,Offensive rebound by J. Bell,,113,84
363,4,4:27.0,Turnover by N. Young (traveling),,113,84
364,4,4:27.0,J. McGee enters the game for J. Bell,,113,84
365,4,4:13.0,,J. Mickey misses 3-pt jump shot from 23 ft,113,84
366,4,4:12.0,,Offensive rebound by J. Winslow,113,84
367,4,4:11.0,,J. Winslow makes 2-pt layup from 1 ft,113,86
368,4,3:54.0,O. Casspi misses 2-pt layup at rim,,113,86
369,4,3:50.0,Offensive rebound by J. McGee,,113,86
370,4,3:50.0,J. McGee misses 2-pt layup from 3 ft,,113,86
371,4,3:50.0,Offensive rebound by K. Looney,,113,86
372,4,3:48.0,K. Looney makes 2-pt layup at rim,,115,86
373,4,3:36.0,,J. Winslow makes 2-pt jump shot from 5 ft,115,88
374,4,3:36.0,Violation by J. McGee (def goaltending),,115,88
375,4,3:36.0,Golden State full timeout,,115,88
376,4,3:22.0,K. Looney misses 2-pt dunk at rim (block by J. Mickey),,115,88
377,4,3:22.0,Offensive rebound by Team,,115,88
378,4,3:13.0,K. Looney makes 2-pt dunk from 1 ft (assist by J. McGee),,117,88
379,4,2:50.0,,W. Ellington misses 3-pt jump shot from 25 ft,117,88
380,4,2:47.0,Defensive rebound by K. Looney,,117,88
381,4,2:39.0,J. McGee makes 2-pt layup from 1 ft (assist by P. McCaw),,119,88
382,4,2:18.0,,W. Ellington misses 3-pt jump shot from 23 ft,119,88
383,4,2:16.0,Defensive rebound by O. Casspi,,119,88
384,4,2:09.0,N. Young misses 3-pt jump shot from 26 ft,,119,88
385,4,2:05.0,,Defensive rebound by J. Mickey,119,88
386,4,1:50.0,,T. Johnson misses 3-pt jump shot from 26 ft,119,88
387,4,1:48.0,Defensive rebound by K. Looney,,119,88
388,4,1:33.0,O. Casspi makes 2-pt jump shot from 8 ft,,121,88
389,4,1:14.0,,Shooting foul by K. Looney (drawn by J. Mickey),121,88
