,QUARTER,TIME_REMAINING,DENVER_ACTION,BROOKLYN_ACTION,DENVER_SCORE,BROOKLYN_SCORE
377,4,9:33.0,J. Murray enters the game for E. Mudiay,,106,93
378,4,9:18.0,,T. Booker misses 2-pt jump shot from 2 ft,106,93
379,4,9:15.0,Defensive rebound by N. Jokić,,106,93
380,4,9:01.0,N. Jokić misses 2-pt hook shot from 5 ft,,106,93
381,4,9:01.0,,Defensive rebound by Team,106,93
382,4,9:00.0,Loose ball foul by N. Jokić (drawn by R. Hollis-Jefferson),,106,93
383,4,8:54.0,,D. Russell misses 3-pt jump shot from 24 ft,106,93
384,4,8:50.0,,Offensive rebound by C. LeVert,106,93
385,4,8:49.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by D. Russell),106,95
386,4,8:49.0,,Shooting foul by M. Plumlee (drawn by R. Hollis-Jefferson),106,95
387,4,8:49.0,W. Chandler enters the game for W. Barton,,106,95
388,4,8:49.0,P. Millsap enters the game for M. Plumlee,,106,95
389,4,8:49.0,,R. Hollis-Jefferson misses free throw 1 of 1,106,95
390,4,8:47.0,,Offensive rebound by D. Russell,106,95
391,4,8:46.0,,D. Russell misses 2-pt jump shot from 8 ft,106,95
392,4,8:43.0,Defensive rebound by P. Millsap,,106,95
393,4,8:26.0,G. Harris makes 3-pt jump shot from 23 ft (assist by P. Millsap),,109,95
394,4,8:11.0,,T. Booker makes 2-pt jump shot from 9 ft,109,97
395,4,8:05.0,Shooting foul by T. Booker (drawn by P. Millsap),,109,97
396,4,8:05.0,P. Millsap makes free throw 1 of 2,,110,97
397,4,8:05.0,P. Millsap makes free throw 2 of 2,,111,97
398,4,7:52.0,,D. Russell misses 2-pt jump shot from 5 ft,111,97
399,4,7:50.0,Defensive rebound by N. Jokić,,111,97
400,4,7:47.0,Shooting foul by A. Crabbe (drawn by J. Murray),,111,97
401,4,7:47.0,,Brooklyn full timeout,111,97
402,4,7:47.0,,S. Dinwiddie enters the game for D. Russell,111,97
403,4,7:47.0,J. Murray makes free throw 1 of 2,,112,97
404,4,7:47.0,J. Murray makes free throw 2 of 2,,113,97
405,4,7:29.0,,T. Booker makes 2-pt jump shot from 10 ft (assist by C. LeVert),113,99
406,4,7:02.0,J. Murray misses 3-pt jump shot from 26 ft,,113,99
407,4,6:58.0,,Defensive rebound by A. Crabbe,113,99
408,4,6:56.0,,Turnover by T. Booker (step out of bounds),113,99
409,4,6:46.0,N. Jokić makes 2-pt jump shot from 21 ft (assist by J. Murray),,115,99
410,4,6:27.0,,T. Booker misses 2-pt hook shot from 8 ft,115,99
411,4,6:25.0,Defensive rebound by N. Jokić,,115,99
412,4,6:12.0,Turnover by J. Murray (bad pass; steal by A. Crabbe),,115,99
413,4,6:08.0,,A. Crabbe makes 2-pt layup from 1 ft,115,101
414,4,5:59.0,J. Murray makes 2-pt jump shot from 16 ft,,117,101
415,4,5:53.0,,Shooting foul by J. Murray (drawn by S. Dinwiddie),117,101
416,4,5:53.0,,S. Dinwiddie makes free throw 1 of 2,117,102
417,4,5:53.0,,J. Allen enters the game for C. LeVert,117,102
418,4,5:53.0,,D. Russell enters the game for T. Booker,117,102
419,4,5:53.0,,S. Dinwiddie makes free throw 2 of 2,117,103
420,4,5:33.0,Turnover by W. Chandler (bad pass; steal by S. Dinwiddie),,117,103
421,4,5:33.0,,Personal foul by G. Harris (drawn by S. Dinwiddie),117,103
422,4,5:33.0,,S. Dinwiddie makes free throw 1 of 2,117,104
423,4,5:33.0,,S. Dinwiddie makes free throw 2 of 2,117,105
424,4,5:15.0,P. Millsap makes 2-pt jump shot from 10 ft,,119,105
425,4,5:07.0,,Turnover by D. Russell (lost ball; steal by N. Jokić),119,105
426,4,4:49.0,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),,121,105
427,4,4:49.0,,Brooklyn full timeout,121,105
428,4,4:49.0,,J. Wiley enters the game for S. Dinwiddie,121,105
429,4,4:49.0,,J. Harris enters the game for R. Hollis-Jefferson,121,105
430,4,4:49.0,,S. Kilpatrick enters the game for A. Crabbe,121,105
431,4,4:49.0,,T. Zeller enters the game for J. Allen,121,105
432,4,4:49.0,,I. Whitehead enters the game for D. Russell,121,105
433,4,4:35.0,,T. Zeller makes 2-pt jump shot from 10 ft (assist by I. Whitehead),121,107
434,4,4:18.0,P. Millsap misses 2-pt jump shot from 6 ft,,121,107
435,4,4:16.0,,Defensive rebound by T. Zeller,121,107
436,4,4:04.0,,J. Harris misses 3-pt jump shot from 23 ft,121,107
437,4,4:01.0,Defensive rebound by W. Chandler,,121,107
438,4,3:40.0,G. Harris misses 2-pt layup from 4 ft,,121,107
439,4,3:35.0,,Defensive rebound by J. Wiley,121,107
440,4,3:31.0,,I. Whitehead misses 2-pt jump shot from 4 ft,121,107
441,4,3:28.0,Defensive rebound by P. Millsap,,121,107
442,4,3:18.0,J. Murray makes 2-pt dunk from 1 ft,,123,107
443,4,3:18.0,,Violation by J. Harris (def goaltending),123,107
444,4,2:53.0,,T. Zeller misses 2-pt layup from 2 ft (block by N. Jokić),123,107
445,4,2:49.0,Defensive rebound by N. Jokić,,123,107
446,4,2:47.0,G. Harris misses 3-pt jump shot from 26 ft,,123,107
447,4,2:42.0,,Defensive rebound by S. Kilpatrick,123,107
448,4,2:35.0,,S. Kilpatrick misses 2-pt jump shot from 16 ft,123,107
449,4,2:32.0,Defensive rebound by N. Jokić,,123,107
450,4,2:26.0,Shooting foul by J. Wiley (drawn by P. Millsap),,123,107
451,4,2:26.0,P. Millsap misses free throw 1 of 2,,123,107
452,4,2:26.0,Offensive rebound by Team,,123,107
453,4,2:26.0,M. Beasley enters the game for G. Harris,,123,107
454,4,2:26.0,E. Mudiay enters the game for W. Chandler,,123,107
455,4,2:26.0,T. Lyles enters the game for N. Jokić,,123,107
456,4,2:26.0,P. Millsap makes free throw 2 of 2,,124,107
457,4,2:19.0,,I. Whitehead misses 2-pt layup from 4 ft,124,107
458,4,2:17.0,,Offensive rebound by T. Zeller,124,107
459,4,2:15.0,,T. Zeller misses 2-pt hook shot from 3 ft,124,107
460,4,2:15.0,Defensive rebound by T. Lyles,,124,107
461,4,1:57.0,E. Mudiay misses 2-pt jump shot from 10 ft,,124,107
462,4,1:54.0,,Defensive rebound by S. Kilpatrick,124,107
463,4,1:52.0,,Personal foul by E. Mudiay (drawn by S. Kilpatrick),124,107
464,4,1:52.0,R. Jefferson enters the game for P. Millsap,,124,107
465,4,1:52.0,,S. Kilpatrick makes free throw 1 of 2,124,108
466,4,1:52.0,,S. Kilpatrick makes free throw 2 of 2,124,109
467,4,1:31.0,J. Murray misses 2-pt jump shot from 20 ft,,124,109
468,4,1:27.0,,Defensive rebound by S. Kilpatrick,124,109
469,4,1:20.0,,S. Kilpatrick misses 2-pt jump shot from 5 ft (block by T. Lyles),124,109
470,4,1:20.0,,Offensive rebound by Team,124,109
471,4,1:14.0,,J. Wiley misses 3-pt jump shot from 24 ft,124,109
472,4,1:08.0,Defensive rebound by E. Mudiay,,124,109
473,4,0:52.0,E. Mudiay misses 2-pt jump shot from 11 ft,,124,109
474,4,0:49.0,,Defensive rebound by J. Wiley,124,109
475,4,0:42.0,,Shooting foul by T. Lyles (drawn by T. Zeller),124,109
476,4,0:42.0,,T. Zeller misses free throw 1 of 2,124,109
477,4,0:42.0,,Offensive rebound by Team,124,109
478,4,0:42.0,,T. Zeller misses free throw 2 of 2,124,109
479,4,0:40.0,Defensive rebound by R. Jefferson,,124,109
480,4,0:24.0,M. Beasley misses 2-pt layup from 6 ft,,124,109
481,4,0:22.0,,Defensive rebound by S. Kilpatrick,124,109
482,4,0:06.0,,J. Harris misses 3-pt jump shot from 23 ft,124,109
483,4,0:05.0,,Offensive rebound by T. Zeller,124,109
484,4,0:05.0,,T. Zeller makes 2-pt layup at rim,124,111
