,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,GOLDEN STATE_ACTION,MILWAUKEE_SCORE,GOLDEN STATE_SCORE
37,1,5:55.0,Personal foul by D. Green (drawn by K. Middleton),,14,16
38,1,5:55.0,,K. Looney enters the game for D. Green,14,16
39,1,5:55.0,,A. Iguodala enters the game for P. McCaw,14,16
40,1,5:34.0,K. Middleton makes 2-pt jump shot from 15 ft,,16,16
41,1,5:09.0,,J. McGee makes 2-pt dunk from 2 ft (assist by K. Looney),16,18
42,1,4:57.0,Personal foul by J. McGee (drawn by G. Antetokounmpo),,16,18
43,1,4:57.0,J. Terry enters the game for T. Snell,,16,18
44,1,4:57.0,J. Parker enters the game for K. Middleton,,16,18
45,1,4:50.0,J. Terry makes 2-pt jump shot from 11 ft (assist by J. Henson),,18,18
46,1,4:40.0,,Turnover by K. Durant (bad pass; steal by J. Terry),18,18
47,1,4:35.0,Turnover by J. Terry (bad pass; steal by A. Iguodala),,18,18
48,1,4:22.0,,K. Durant makes 2-pt jump shot from 17 ft,18,20
49,1,4:22.0,,Shooting foul by G. Antetokounmpo (drawn by K. Durant),18,20
50,1,4:22.0,,K. Durant makes free throw 1 of 1,18,21
51,1,4:08.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Henson),,20,21
52,1,3:59.0,,Q. Cook makes 2-pt jump shot from 20 ft (assist by K. Durant),20,23
53,1,3:47.0,Def 3 sec tech foul by J. McGee,,20,23
54,1,3:47.0,J. Terry makes technical free throw,,21,23
55,1,3:47.0,,Z. Pachulia enters the game for J. McGee,21,23
56,1,3:47.0,,N. Young enters the game for Q. Cook,21,23
57,1,3:42.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,21,23
58,1,3:40.0,,Defensive rebound by K. Durant,21,23
59,1,3:33.0,,K. Durant makes 2-pt jump shot from 16 ft,21,25
60,1,3:17.0,G. Antetokounmpo makes 2-pt hook shot from 2 ft,,23,25
61,1,2:58.0,,K. Durant misses 2-pt layup from 2 ft,23,25
62,1,2:54.0,Defensive rebound by J. Parker,,23,25
63,1,2:49.0,J. Henson misses 2-pt jump shot from 17 ft,,23,25
64,1,2:44.0,,Defensive rebound by A. Iguodala,23,25
65,1,2:36.0,,Turnover by K. Durant (lost ball; steal by E. Bledsoe),23,25
66,1,2:30.0,J. Parker makes 2-pt dunk at rim (assist by J. Terry),,25,25
67,1,2:03.0,,A. Iguodala misses 2-pt jump shot from 20 ft,25,25
68,1,1:59.0,Defensive rebound by J. Parker,,25,25
69,1,1:56.0,J. Henson misses 2-pt layup from 1 ft (block by K. Looney),,25,25
70,1,1:55.0,Offensive rebound by J. Henson,,25,25
71,1,1:54.0,J. Henson makes 2-pt dunk from 1 ft,,27,25
72,1,1:34.0,,Z. Pachulia misses 2-pt layup from 3 ft (block by J. Henson),27,25
73,1,1:34.0,Defensive rebound by Team,,27,25
74,1,1:34.0,Milwaukee full timeout,,27,25
75,1,1:34.0,K. Middleton enters the game for J. Henson,,27,25
76,1,1:34.0,T. Zeller enters the game for G. Antetokounmpo,,27,25
77,1,1:12.0,T. Zeller misses 2-pt layup from 1 ft,,27,25
78,1,1:09.0,,Defensive rebound by Z. Pachulia,27,25
79,1,0:53.0,,Turnover by Z. Pachulia (bad pass; steal by J. Terry),27,25
80,1,0:46.0,J. Parker misses 2-pt jump shot from 14 ft,,27,25
81,1,0:43.0,,Defensive rebound by K. Durant,27,25
82,1,0:35.0,,K. Durant makes 2-pt layup from 2 ft,27,27
83,1,0:28.0,K. Middleton misses 2-pt layup from 3 ft (block by K. Looney),,27,27
84,1,0:25.0,Offensive rebound by J. Terry,,27,27
85,1,0:25.0,T. Zeller makes 2-pt layup from 1 ft (assist by J. Terry),,29,27
86,1,0:02.0,,N. Young misses 3-pt jump shot from 24 ft,29,27
87,1,0:00.0,Defensive rebound by E. Bledsoe,,29,27
88,2,11:40.0,,D. Green makes 3-pt jump shot from 29 ft (assist by D. West),29,30
89,2,11:25.0,T. Zeller misses 2-pt layup from 3 ft,,29,30
90,2,11:21.0,,Defensive rebound by A. Iguodala,29,30
91,2,11:19.0,,Turnover by A. Iguodala (bad pass; steal by T. Zeller),29,30
92,2,11:14.0,J. Parker makes 2-pt jump shot from 6 ft (assist by B. Jennings),,31,30
93,2,10:55.0,,Turnover by A. Iguodala (bad pass; steal by J. Terry),31,30
94,2,10:49.0,J. Terry makes 2-pt layup from 2 ft (assist by J. Parker),,33,30
95,2,10:30.0,,A. Iguodala misses 2-pt jump shot from 15 ft,33,30
96,2,10:26.0,Defensive rebound by T. Zeller,,33,30
97,2,10:19.0,T. Zeller misses 2-pt layup from 3 ft,,33,30
98,2,10:15.0,,Defensive rebound by D. Green,33,30
99,2,10:14.0,,S. Livingston makes 2-pt jump shot from 17 ft,33,32
100,2,9:55.0,B. Jennings misses 3-pt jump shot from 26 ft,,33,32
101,2,9:54.0,,Defensive rebound by Team,33,32
102,2,9:54.0,Loose ball foul by T. Zeller (drawn by A. Iguodala),,33,32
103,2,9:39.0,,D. West misses 2-pt jump shot from 17 ft,33,32
104,2,9:34.0,Defensive rebound by K. Middleton,,33,32
105,2,9:33.0,Turnover by K. Middleton (lost ball; steal by S. Livingston),,33,32
106,2,9:20.0,,Shooting foul by J. Terry (drawn by D. West),33,32
107,2,9:20.0,,D. West makes free throw 1 of 2,33,33
108,2,9:20.0,G. Antetokounmpo enters the game for K. Middleton,,33,33
109,2,9:20.0,,D. West makes free throw 2 of 2,33,34
110,2,9:05.0,Turnover by J. Terry (bad pass; steal by A. Iguodala),,33,34
111,2,8:48.0,,D. West makes 2-pt layup from 2 ft (assist by A. Iguodala),33,36
112,2,8:26.0,J. Parker misses 2-pt layup from 1 ft,,33,36
113,2,8:24.0,Offensive rebound by J. Parker,,33,36
114,2,8:24.0,J. Parker misses 2-pt layup at rim,,33,36
115,2,8:22.0,Offensive rebound by Team,,33,36
116,2,8:22.0,,Loose ball foul by D. West (drawn by T. Zeller),33,36
117,2,8:08.0,B. Jennings makes 3-pt jump shot from 25 ft (assist by T. Zeller),,36,36
118,2,7:46.0,,D. West makes 2-pt jump shot from 17 ft (assist by D. Green),36,38
119,2,7:29.0,J. Parker makes 2-pt jump shot from 5 ft,,38,38
120,2,7:07.0,,Turnover by D. Green (bad pass),38,38
121,2,7:00.0,Turnover by B. Jennings (bad pass; steal by S. Livingston),,38,38
122,2,6:54.0,,Turnover by D. West (bad pass; steal by T. Zeller),38,38
123,2,6:53.0,Personal foul by S. Livingston (drawn by G. Antetokounmpo),,38,38
124,2,6:53.0,,Golden State full timeout,38,38
125,2,6:53.0,,P. McCaw enters the game for N. Young,38,38
126,2,6:53.0,,Q. Cook enters the game for A. Iguodala,38,38
127,2,6:53.0,T. Snell enters the game for J. Terry,,38,38
128,2,6:46.0,B. Jennings misses 2-pt jump shot from 9 ft,,38,38
129,2,6:44.0,,Defensive rebound by D. West,38,38
130,2,6:33.0,,Offensive foul by D. Green (drawn by T. Zeller),38,38
131,2,6:33.0,,Turnover by D. Green (offensive foul),38,38
132,2,6:33.0,K. Middleton enters the game for G. Antetokounmpo,,38,38
133,2,6:16.0,T. Snell misses 3-pt jump shot from 25 ft,,38,38
134,2,6:10.0,,Defensive rebound by D. Green,38,38
135,2,5:59.0,,S. Livingston misses 2-pt jump shot from 12 ft,38,38
136,2,5:53.0,Defensive rebound by T. Zeller,,38,38
137,2,5:47.0,Turnover by B. Jennings (bad pass; steal by D. Green),,38,38
138,2,5:43.0,,S. Livingston makes 2-pt dunk from 2 ft (assist by D. Green),38,40
139,2,5:24.0,Turnover by K. Middleton (bad pass; steal by D. West),,38,40
140,2,5:12.0,,D. West makes 2-pt jump shot from 12 ft (assist by D. Green),38,42
141,2,5:09.0,Milwaukee full timeout,,38,42
142,2,5:09.0,,K. Durant enters the game for D. West,38,42
143,2,5:09.0,,K. Looney enters the game for S. Livingston,38,42
144,2,5:09.0,G. Antetokounmpo enters the game for B. Jennings,,38,42
145,2,5:09.0,E. Bledsoe enters the game for J. Parker,,38,42
146,2,5:09.0,J. Henson enters the game for T. Zeller,,38,42
147,2,5:01.0,Personal foul by K. Looney (drawn by E. Bledsoe),,38,42
148,2,4:54.0,K. Middleton misses 3-pt jump shot from 26 ft,,38,42
149,2,4:47.0,,Defensive rebound by K. Looney,38,42
150,2,4:35.0,,D. Green misses 2-pt jump shot from 18 ft,38,42
151,2,4:33.0,Defensive rebound by G. Antetokounmpo,,38,42
152,2,4:28.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,40,42
153,2,4:13.0,,Turnover by D. Green (bad pass; steal by G. Antetokounmpo),40,42
154,2,4:08.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,42,42
155,2,3:52.0,,K. Looney makes 2-pt jump shot from 14 ft (assist by K. Durant),42,44
156,2,3:35.0,E. Bledsoe makes 2-pt layup from 1 ft,,44,44
157,2,3:20.0,,Q. Cook makes 3-pt jump shot from 26 ft (assist by K. Durant),44,47
158,2,2:58.0,K. Middleton misses 2-pt jump shot from 17 ft,,44,47
159,2,2:55.0,,Defensive rebound by Q. Cook,44,47
160,2,2:42.0,,Personal foul by K. Middleton (drawn by D. Green),44,47
161,2,2:42.0,,A. Iguodala enters the game for D. Green,44,47
162,2,2:39.0,,K. Durant misses 3-pt jump shot from 26 ft,44,47
163,2,2:36.0,Defensive rebound by Team,,44,47
164,2,2:24.0,T. Snell makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,47,47
165,2,2:08.0,,K. Looney makes 2-pt layup from 1 ft,47,49
166,2,2:02.0,Personal foul by K. Looney (drawn by K. Middleton),,47,49
167,2,1:54.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,47,49
168,2,1:50.0,,Defensive rebound by A. Iguodala,47,49
169,2,1:35.0,,Turnover by K. Durant (bad pass; steal by K. Middleton),47,49
170,2,1:32.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,49,49
171,2,1:25.0,,Turnover by Q. Cook (bad pass; steal by T. Snell),49,49
172,2,1:13.0,J. Henson makes 2-pt hook shot from 3 ft (assist by E. Bledsoe),,51,49
173,2,0:49.0,,Turnover by Team (shot clock),51,49
174,2,0:39.0,E. Bledsoe makes 2-pt layup from 1 ft,,53,49
175,2,0:39.0,Shooting foul by Q. Cook (drawn by E. Bledsoe),,53,49
176,2,0:39.0,E. Bledsoe makes free throw 1 of 1,,54,49
177,2,0:36.0,,Turnover by K. Durant (bad pass; steal by E. Bledsoe),54,49
178,2,0:33.0,E. Bledsoe makes 2-pt dunk from 1 ft,,56,49
179,2,0:12.0,,K. Durant misses 2-pt layup from 3 ft,56,49
180,2,0:11.0,,Offensive rebound by K. Looney,56,49
181,2,0:03.0,,Q. Cook misses 2-pt jump shot from 13 ft,56,49
182,2,0:02.0,Defensive rebound by K. Middleton,,56,49
183,2,0:02.0,,Technical foul by K. Durant,56,49
184,2,0:02.0,K. Middleton makes technical free throw,,57,49
185,2,0:02.0,,Technical foul by K. Durant,57,49
186,2,0:02.0,K. Middleton makes technical free throw,,58,49
187,2,0:02.0,,D. Green enters the game for K. Durant,58,49
188,2,0:01.0,J. Henson misses 3-pt jump shot from 47 ft,,58,49
189,2,0:00.0,Offensive rebound by Team,,58,49
190,3,11:45.0,,D. Green misses 3-pt jump shot from 25 ft,58,49
191,3,11:42.0,Defensive rebound by E. Bledsoe,,58,49
192,3,11:28.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by T. Snell),,61,49
193,3,11:03.0,,Turnover by D. Green (bad pass; steal by J. Henson),61,49
194,3,10:56.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,61,49
195,3,10:52.0,,Defensive rebound by D. Green,61,49
196,3,10:39.0,,Q. Cook misses 2-pt layup from 1 ft (block by E. Bledsoe),61,49
197,3,10:32.0,Defensive rebound by J. Henson,,61,49
198,3,10:16.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft,,63,49
199,3,9:54.0,,J. McGee makes 2-pt jump shot from 6 ft (assist by A. Iguodala),63,51
200,3,9:44.0,K. Middleton makes 2-pt hook shot from 5 ft (assist by J. Henson),,65,51
201,3,9:29.0,,Personal foul by K. Middleton (drawn by J. McGee),65,51
202,3,9:20.0,,D. Green makes 2-pt jump shot from 10 ft (assist by A. Iguodala),65,53
203,3,9:02.0,Personal foul by Q. Cook (drawn by E. Bledsoe),,65,53
204,3,8:51.0,T. Snell misses 2-pt layup from 7 ft (block by J. McGee),,65,53
205,3,8:48.0,,Defensive rebound by A. Iguodala,65,53
206,3,8:44.0,,J. McGee makes 2-pt dunk from 1 ft (assist by Q. Cook),65,55
207,3,8:34.0,Personal foul by D. Green (drawn by G. Antetokounmpo),,65,55
208,3,8:22.0,Personal foul by J. McGee (drawn by G. Antetokounmpo),,65,55
209,3,8:15.0,J. Henson misses 2-pt dunk from 2 ft,,65,55
210,3,8:11.0,,Defensive rebound by A. Iguodala,65,55
211,3,8:04.0,,D. Green misses 2-pt jump shot from 18 ft,65,55
212,3,8:02.0,Defensive rebound by E. Bledsoe,,65,55
213,3,7:50.0,G. Antetokounmpo makes 2-pt jump shot from 8 ft (assist by E. Bledsoe),,67,55
214,3,7:34.0,,Q. Cook makes 2-pt jump shot from 7 ft (assist by D. Green),67,57
215,3,7:28.0,Personal foul by Q. Cook (drawn by E. Bledsoe),,67,57
216,3,7:28.0,,N. Young enters the game for A. Iguodala,67,57
217,3,7:23.0,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by J. Henson),,70,57
218,3,7:01.0,,Turnover by N. Young (bad pass; steal by E. Bledsoe),70,57
219,3,6:58.0,E. Bledsoe makes 2-pt layup from 2 ft,,72,57
220,3,6:58.0,,Golden State full timeout,72,57
221,3,6:58.0,,J. Bell enters the game for Q. Cook,72,57
222,3,6:43.0,,N. Young misses 2-pt jump shot from 13 ft,72,57
223,3,6:41.0,Defensive rebound by G. Antetokounmpo,,72,57
224,3,6:27.0,E. Bledsoe makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),,74,57
225,3,6:10.0,,J. McGee makes 2-pt dunk at rim (assist by J. Bell),74,59
226,3,5:57.0,E. Bledsoe makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,76,59
227,3,5:35.0,,P. McCaw misses 2-pt jump shot from 11 ft (block by J. Henson),76,59
228,3,5:35.0,Defensive rebound by Team,,76,59
229,3,5:35.0,Personal foul by P. McCaw (drawn by G. Antetokounmpo),,76,59
230,3,5:35.0,G. Antetokounmpo makes free throw 1 of 2,,77,59
231,3,5:35.0,,K. Looney enters the game for J. McGee,77,59
232,3,5:35.0,J. Terry enters the game for T. Snell,,77,59
233,3,5:35.0,J. Parker enters the game for K. Middleton,,77,59
234,3,5:35.0,G. Antetokounmpo makes free throw 2 of 2,,78,59
235,3,5:17.0,,D. Green makes 2-pt dunk from 1 ft (assist by P. McCaw),78,61
236,3,5:02.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,81,61
237,3,4:46.0,Violation by G. Antetokounmpo (kicked ball),,81,61
238,3,4:46.0,,A. Iguodala enters the game for D. Green,81,61
239,3,4:43.0,,Personal foul by G. Antetokounmpo (drawn by K. Looney),81,61
240,3,4:40.0,,P. McCaw makes 3-pt jump shot from 23 ft (assist by A. Iguodala),81,64
241,3,4:20.0,Turnover by E. Bledsoe (traveling),,81,64
242,3,4:08.0,,K. Looney makes 2-pt jump shot from 15 ft,81,66
243,3,3:52.0,Turnover by E. Bledsoe (bad pass; steal by J. Bell),,81,66
244,3,3:45.0,,Shooting foul by J. Parker (drawn by P. McCaw),81,66
245,3,3:45.0,,P. McCaw makes free throw 1 of 2,81,67
246,3,3:45.0,,P. McCaw makes free throw 2 of 2,81,68
247,3,3:26.0,Turnover by J. Henson (out of bounds lost ball),,81,68
248,3,3:13.0,,P. McCaw misses 3-pt jump shot from 23 ft,81,68
249,3,3:09.0,Defensive rebound by J. Parker,,81,68
250,3,3:01.0,J. Henson misses 2-pt jump shot from 6 ft (block by A. Iguodala),,81,68
251,3,2:58.0,Offensive rebound by J. Henson,,81,68
252,3,2:55.0,J. Parker misses 2-pt jump shot from 20 ft,,81,68
253,3,2:51.0,,Defensive rebound by N. Young,81,68
254,3,2:37.0,,A. Iguodala misses 2-pt layup from 1 ft,81,68
255,3,2:33.0,Defensive rebound by J. Parker,,81,68
256,3,2:31.0,E. Bledsoe makes 2-pt layup from 3 ft (assist by J. Parker),,83,68
257,3,2:14.0,,Shooting foul by G. Antetokounmpo (drawn by P. McCaw),83,68
258,3,2:14.0,Milwaukee full timeout,,83,68
259,3,2:14.0,,S. Livingston enters the game for A. Iguodala,83,68
260,3,2:14.0,T. Zeller enters the game for E. Bledsoe,,83,68
261,3,2:14.0,K. Middleton enters the game for J. Henson,,83,68
262,3,2:14.0,,P. McCaw makes free throw 1 of 2,83,69
263,3,2:14.0,,P. McCaw makes free throw 2 of 2,83,70
264,3,1:59.0,G. Antetokounmpo makes 2-pt jump shot from 14 ft (assist by J. Terry),,85,70
265,3,1:45.0,,N. Young misses 2-pt jump shot from 17 ft,85,70
266,3,1:43.0,Defensive rebound by J. Terry,,85,70
267,3,1:37.0,J. Terry makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,88,70
268,3,1:23.0,,P. McCaw makes 2-pt jump shot from 17 ft (assist by J. Bell),88,72
269,3,1:01.0,K. Middleton misses 2-pt jump shot from 18 ft,,88,72
270,3,0:56.0,,Defensive rebound by J. Bell,88,72
271,3,0:49.0,,K. Looney misses 3-pt jump shot from 24 ft,88,72
272,3,0:45.0,,Offensive rebound by J. Bell,88,72
273,3,0:39.0,,P. McCaw misses 3-pt jump shot from 25 ft,88,72
274,3,0:35.0,Defensive rebound by G. Antetokounmpo,,88,72
275,3,0:31.0,J. Parker makes 2-pt dunk from 3 ft (assist by K. Middleton),,90,72
276,3,0:09.0,,P. McCaw misses 3-pt jump shot from 22 ft,90,72
277,3,0:08.0,Defensive rebound by K. Middleton,,90,72
278,3,0:00.0,K. Middleton makes 2-pt layup from 2 ft,,92,72
279,4,11:39.0,J. Terry misses 2-pt jump shot from 21 ft,,92,72
280,4,11:37.0,Offensive rebound by T. Zeller,,92,72
281,4,11:32.0,J. Parker makes 3-pt jump shot from 26 ft (assist by T. Zeller),,95,72
282,4,11:06.0,,Shooting foul by J. Parker (drawn by D. Green),95,72
283,4,11:06.0,,D. Green makes free throw 1 of 2,95,73
284,4,11:06.0,,D. Green makes free throw 2 of 2,95,74
285,4,10:52.0,Personal foul by D. Green (drawn by T. Zeller),,95,74
286,4,10:46.0,J. Parker makes 3-pt jump shot from 27 ft (assist by T. Zeller),,98,74
287,4,10:35.0,,Personal foul by J. Terry (drawn by N. Young),98,74
288,4,10:28.0,,Turnover by N. Young (bad pass; steal by B. Jennings),98,74
289,4,10:22.0,Turnover by B. Jennings (bad pass; steal by D. Green),,98,74
290,4,10:18.0,,S. Livingston makes 2-pt jump shot from 7 ft,98,76
291,4,10:05.0,Personal foul by D. West (drawn by T. Zeller),,98,76
292,4,10:05.0,,P. McCaw enters the game for N. Young,98,76
293,4,9:57.0,K. Middleton misses 2-pt jump shot from 12 ft,,98,76
294,4,9:55.0,,Defensive rebound by Q. Cook,98,76
295,4,9:48.0,,S. Livingston misses 2-pt jump shot from 10 ft,98,76
296,4,9:43.0,Defensive rebound by J. Parker,,98,76
297,4,9:39.0,J. Parker misses 3-pt jump shot from 26 ft,,98,76
298,4,9:33.0,,Defensive rebound by P. McCaw,98,76
299,4,9:24.0,,D. West misses 2-pt jump shot from 16 ft,98,76
300,4,9:18.0,Defensive rebound by J. Parker,,98,76
301,4,9:15.0,B. Jennings misses 3-pt jump shot from 25 ft,,98,76
302,4,9:10.0,,Defensive rebound by P. McCaw,98,76
303,4,9:01.0,,Q. Cook makes 3-pt jump shot from 27 ft,98,79
304,4,8:39.0,T. Zeller makes 2-pt hook shot from 8 ft (assist by J. Parker),,100,79
305,4,8:29.0,,P. McCaw misses 3-pt jump shot from 25 ft,100,79
306,4,8:25.0,Defensive rebound by T. Zeller,,100,79
307,4,8:09.0,K. Middleton makes 2-pt jump shot from 11 ft (assist by T. Zeller),,102,79
308,4,7:52.0,,Q. Cook makes 2-pt jump shot from 10 ft,102,81
309,4,7:38.0,B. Jennings makes 2-pt jump shot from 17 ft,,104,81
310,4,7:29.0,,D. Green makes 2-pt jump shot from 9 ft,104,83
311,4,7:06.0,B. Jennings misses 2-pt jump shot from 13 ft,,104,83
312,4,7:04.0,,Defensive rebound by D. Green,104,83
313,4,6:43.0,,P. McCaw misses 2-pt jump shot from 16 ft,104,83
314,4,6:38.0,Defensive rebound by T. Zeller,,104,83
315,4,6:34.0,Personal foul by Q. Cook (drawn by T. Zeller),,104,83
316,4,6:34.0,,Golden State full timeout,104,83
317,4,6:34.0,T. Zeller misses free throw 1 of 2,,104,83
318,4,6:34.0,Offensive rebound by Team,,104,83
319,4,6:34.0,T. Zeller makes free throw 2 of 2,,105,83
320,4,6:34.0,,K. Looney enters the game for D. West,105,83
321,4,6:34.0,T. Snell enters the game for J. Terry,,105,83
322,4,6:34.0,,J. Bell enters the game for D. Green,105,83
323,4,6:21.0,,S. Livingston makes 2-pt layup from 2 ft (assist by Q. Cook),105,85
324,4,6:21.0,,Shooting foul by J. Parker (drawn by S. Livingston),105,85
325,4,6:21.0,,S. Livingston makes free throw 1 of 1,105,86
326,4,6:02.0,J. Parker misses 2-pt layup from 2 ft (block by K. Looney),,105,86
327,4,5:59.0,,Defensive rebound by J. Bell,105,86
328,4,5:58.0,,Q. Cook makes 2-pt layup from 2 ft,105,88
329,4,5:58.0,,Shooting foul by B. Jennings (drawn by Q. Cook),105,88
330,4,5:58.0,,Q. Cook makes free throw 1 of 1,105,89
331,4,5:47.0,Shooting foul by J. Bell (drawn by T. Zeller),,105,89
332,4,5:47.0,T. Zeller makes free throw 1 of 2,,106,89
333,4,5:47.0,T. Zeller makes free throw 2 of 2,,107,89
334,4,5:31.0,,Turnover by J. Bell (bad pass; steal by K. Middleton),107,89
335,4,5:26.0,K. Middleton misses 2-pt jump shot from 21 ft,,107,89
336,4,5:21.0,,Defensive rebound by K. Looney,107,89
337,4,5:17.0,,Q. Cook misses 2-pt jump shot from 17 ft,107,89
338,4,5:11.0,Defensive rebound by B. Jennings,,107,89
339,4,5:09.0,Offensive foul by K. Middleton (drawn by Q. Cook),,107,89
340,4,5:09.0,Turnover by K. Middleton (offensive foul),,107,89
341,4,5:09.0,,D. Jones enters the game for S. Livingston,107,89
342,4,5:09.0,,N. Young enters the game for J. Bell,107,89
343,4,4:53.0,,Shooting foul by J. Parker (drawn by K. Looney),107,89
344,4,4:53.0,,K. Looney makes free throw 1 of 2,107,90
345,4,4:53.0,,K. Looney makes free throw 2 of 2,107,91
346,4,4:33.0,K. Middleton misses 2-pt layup from 3 ft,,107,91
347,4,4:26.0,Offensive rebound by T. Zeller,,107,91
348,4,4:24.0,B. Jennings misses 2-pt jump shot from 17 ft,,107,91
349,4,4:22.0,,Defensive rebound by P. McCaw,107,91
350,4,4:19.0,,N. Young makes 3-pt jump shot from 26 ft (assist by P. McCaw),107,94
351,4,4:19.0,Milwaukee full timeout,,107,94
352,4,4:19.0,G. Antetokounmpo enters the game for B. Jennings,,107,94
353,4,4:19.0,E. Bledsoe enters the game for J. Parker,,107,94
354,4,3:59.0,Turnover by G. Antetokounmpo (lost ball; steal by P. McCaw),,107,94
355,4,3:54.0,,Q. Cook makes 2-pt layup from 1 ft (assist by P. McCaw),107,96
356,4,3:35.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,109,96
357,4,3:18.0,,N. Young misses 3-pt jump shot from 26 ft,109,96
358,4,3:13.0,Defensive rebound by T. Zeller,,109,96
359,4,3:05.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,111,96
360,4,2:54.0,,Shooting foul by T. Zeller (drawn by D. Jones),111,96
361,4,2:54.0,,D. Jones makes free throw 1 of 2,111,97
362,4,2:54.0,,D. Jones makes free throw 2 of 2,111,98
363,4,2:29.0,T. Snell misses 2-pt dunk from 2 ft,,111,98
364,4,2:25.0,,Defensive rebound by D. Jones,111,98
365,4,2:17.0,,Q. Cook makes 2-pt layup from 1 ft,111,100
366,4,1:57.0,T. Snell misses 3-pt jump shot from 23 ft,,111,100
367,4,1:53.0,Offensive rebound by G. Antetokounmpo,,111,100
368,4,1:53.0,G. Antetokounmpo makes 2-pt jump shot from 10 ft,,113,100
369,4,1:37.0,,N. Young misses 2-pt jump shot from 15 ft,113,100
370,4,1:34.0,Defensive rebound by T. Zeller,,113,100
371,4,1:32.0,Turnover by T. Zeller (lost ball; steal by K. Looney),,113,100
