,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
0,1,11:47.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by R. Jackson),0,3
1,1,11:23.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by J. Simmons),,3,3
2,1,11:00.0,,S. Johnson enters the game for L. Kennard,3,3
3,1,10:58.0,,R. Bullock makes 2-pt jump shot from 18 ft (assist by R. Jackson),3,5
4,1,10:44.0,Turnover by E. Payton (lost ball; steal by T. Harris),,3,5
5,1,10:38.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by S. Johnson),3,7
6,1,10:16.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by J. Simmons),,5,7
7,1,10:04.0,,Personal foul by E. Payton (drawn by T. Harris),5,7
8,1,9:58.0,,S. Johnson misses 3-pt jump shot from 23 ft,5,7
9,1,9:54.0,Defensive rebound by J. Simmons,,5,7
10,1,9:43.0,J. Simmons misses 2-pt jump shot from 5 ft,,5,7
11,1,9:33.0,Offensive rebound by N. Vučević,,5,7
12,1,9:33.0,N. Vučević misses 2-pt layup at rim,,5,7
13,1,9:32.0,,Defensive rebound by R. Bullock,5,7
14,1,9:27.0,,R. Jackson makes 2-pt jump shot from 12 ft,5,9
15,1,9:21.0,Turnover by N. Vučević (bad pass; steal by R. Bullock),,5,9
16,1,9:16.0,,R. Jackson makes 3-pt jump shot from 26 ft,5,12
17,1,9:00.0,N. Vučević misses 2-pt jump shot from 16 ft,,5,12
18,1,9:00.0,,Defensive rebound by R. Bullock,5,12
19,1,8:51.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by R. Jackson),5,15
20,1,8:41.0,Orlando full timeout,,5,15
21,1,8:25.0,M. Hezonja makes 3-pt jump shot from 24 ft (assist by N. Vučević),,8,15
22,1,8:12.0,,R. Jackson misses 3-pt jump shot from 26 ft,8,15
23,1,8:08.0,Defensive rebound by M. Hezonja,,8,15
24,1,8:01.0,J. Simmons misses 3-pt jump shot from 25 ft,,8,15
25,1,7:57.0,,Defensive rebound by S. Johnson,8,15
26,1,7:51.0,,R. Jackson misses 2-pt jump shot from 6 ft,8,15
27,1,7:47.0,Defensive rebound by M. Hezonja,,8,15
28,1,7:30.0,J. Simmons misses 2-pt layup from 3 ft,,8,15
29,1,7:27.0,,Defensive rebound by A. Drummond,8,15
30,1,7:19.0,,T. Harris misses 2-pt layup from 5 ft (block by N. Vučević),8,15
31,1,7:18.0,Defensive rebound by N. Vučević,,8,15
32,1,7:13.0,M. Hezonja misses 2-pt layup from 2 ft,,8,15
33,1,7:12.0,Offensive rebound by J. Simmons,,8,15
34,1,7:12.0,J. Simmons misses 2-pt layup from 1 ft,,8,15
35,1,7:11.0,,Defensive rebound by R. Jackson,8,15
