,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BOSTON_ACTION,WASHINGTON_SCORE,BOSTON_SCORE
0,1,11:36.0,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Wall),,3,0
1,1,11:16.0,,J. Brown misses 3-pt jump shot from 22 ft,3,0
2,1,11:14.0,Defensive rebound by M. Gortat,,3,0
3,1,11:07.0,Personal foul by A. Baynes (drawn by B. Beal),,3,0
4,1,11:03.0,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),,5,0
5,1,10:47.0,,K. Irving misses 3-pt jump shot from 24 ft,5,0
6,1,10:44.0,Defensive rebound by M. Morris,,5,0
7,1,10:34.0,M. Gortat misses 2-pt layup from 1 ft (block by A. Baynes),,5,0
8,1,10:32.0,,Defensive rebound by J. Brown,5,0
9,1,10:30.0,,J. Brown makes 2-pt layup from 1 ft,5,2
10,1,10:12.0,J. Wall misses 2-pt jump shot from 18 ft,,5,2
11,1,10:09.0,,Defensive rebound by J. Brown,5,2
12,1,9:58.0,,A. Baynes misses 2-pt hook shot from 10 ft,5,2
13,1,9:55.0,Defensive rebound by M. Gortat,,5,2
14,1,9:49.0,O. Porter misses 3-pt jump shot from 26 ft,,5,2
15,1,9:47.0,,Defensive rebound by A. Baynes,5,2
16,1,9:40.0,,J. Brown misses 3-pt jump shot from 22 ft,5,2
17,1,9:37.0,Defensive rebound by Team,,5,2
18,1,9:25.0,J. Wall misses 2-pt dunk from 2 ft,,5,2
19,1,9:23.0,,Defensive rebound by J. Tatum,5,2
20,1,9:20.0,,Turnover by J. Tatum (bad pass),5,2
21,1,9:09.0,B. Beal misses 2-pt jump shot from 13 ft,,5,2
22,1,9:06.0,,Defensive rebound by A. Horford,5,2
23,1,8:57.0,,A. Baynes misses 2-pt hook shot from 10 ft,5,2
24,1,8:54.0,Defensive rebound by B. Beal,,5,2
25,1,8:47.0,O. Porter makes 2-pt jump shot from 12 ft (assist by M. Morris),,7,2
26,1,8:39.0,,K. Irving misses 3-pt jump shot from 30 ft,7,2
27,1,8:36.0,Defensive rebound by M. Morris,,7,2
28,1,8:22.0,B. Beal misses 2-pt jump shot from 21 ft,,7,2
29,1,8:17.0,,Defensive rebound by A. Horford,7,2
30,1,8:14.0,,Shooting foul by B. Beal (drawn by J. Brown),7,2
31,1,8:14.0,,J. Brown misses free throw 1 of 2,7,2
32,1,8:14.0,,Offensive rebound by Team,7,2
33,1,8:14.0,,J. Brown makes free throw 2 of 2,7,3
34,1,8:04.0,M. Gortat makes 2-pt jump shot from 3 ft (assist by J. Wall),,9,3
35,1,7:46.0,,K. Irving makes 2-pt jump shot from 19 ft (assist by A. Baynes),9,5
36,1,7:32.0,B. Beal misses 3-pt jump shot from 26 ft,,9,5
37,1,7:29.0,,Defensive rebound by A. Baynes,9,5
38,1,7:22.0,,K. Irving misses 2-pt jump shot from 3 ft,9,5
39,1,7:19.0,Defensive rebound by O. Porter,,9,5
40,1,7:18.0,Shooting foul by A. Horford (drawn by M. Morris),,9,5
41,1,7:18.0,M. Morris makes free throw 1 of 2,,10,5
42,1,7:18.0,,M. Smart enters the game for J. Tatum,10,5
43,1,7:18.0,M. Morris makes free throw 2 of 2,,11,5
44,1,7:03.0,,Turnover by A. Baynes (lost ball; steal by M. Gortat),11,5
45,1,7:01.0,Turnover by J. Wall (bad pass),,11,5
46,1,6:48.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Irving),11,8
47,1,6:24.0,M. Morris misses 2-pt jump shot from 17 ft,,11,8
48,1,6:19.0,,Defensive rebound by A. Baynes,11,8
49,1,6:12.0,,A. Baynes misses 2-pt layup from 1 ft,11,8
50,1,6:10.0,Defensive rebound by M. Gortat,,11,8
51,1,6:06.0,J. Wall misses 3-pt jump shot from 25 ft,,11,8
52,1,6:02.0,,Defensive rebound by M. Smart,11,8
53,1,5:56.0,,J. Brown makes 2-pt layup from 1 ft,11,10
54,1,5:36.0,B. Beal misses 2-pt jump shot from 16 ft,,11,10
55,1,5:32.0,,Defensive rebound by K. Irving,11,10
56,1,5:28.0,,M. Smart misses 3-pt jump shot from 23 ft,11,10
57,1,5:25.0,Defensive rebound by M. Morris,,11,10
58,1,5:23.0,O. Porter makes 2-pt layup from 1 ft (assist by M. Morris),,13,10
59,1,5:23.0,,Boston full timeout,13,10
60,1,5:23.0,,D. Theis enters the game for A. Baynes,13,10
61,1,5:11.0,,K. Irving makes 2-pt dunk at rim (assist by A. Horford),13,12
62,1,4:53.0,O. Porter makes 3-pt jump shot from 27 ft (assist by J. Wall),,16,12
63,1,4:35.0,,Personal foul by M. Morris (drawn by A. Horford),16,12
64,1,4:21.0,,K. Irving makes 2-pt hook shot from 4 ft (assist by A. Horford),16,14
65,1,4:11.0,Shooting foul by M. Smart (drawn by M. Gortat),,16,14
66,1,4:11.0,M. Gortat makes free throw 1 of 2,,17,14
67,1,4:11.0,K. Oubre enters the game for O. Porter,,17,14
68,1,4:11.0,M. Gortat makes free throw 2 of 2,,18,14
69,1,3:57.0,,J. Brown misses 3-pt jump shot from 22 ft,18,14
70,1,3:52.0,Defensive rebound by M. Gortat,,18,14
71,1,3:46.0,Shooting foul by D. Theis (drawn by B. Beal),,18,14
72,1,3:46.0,B. Beal makes free throw 1 of 2,,19,14
73,1,3:46.0,B. Beal misses free throw 2 of 2,,19,14
74,1,3:43.0,,Defensive rebound by J. Brown,19,14
75,1,3:37.0,,Turnover by M. Smart (bad pass; steal by K. Oubre),19,14
76,1,3:30.0,B. Beal makes 2-pt dunk from 1 ft (assist by K. Oubre),,21,14
77,1,3:24.0,,Personal foul by K. Oubre (drawn by M. Smart),21,14
78,1,3:24.0,M. Scott enters the game for M. Morris,,21,14
79,1,3:10.0,,Shooting foul by J. Wall (drawn by K. Irving),21,14
80,1,3:10.0,,K. Irving makes free throw 1 of 2,21,15
81,1,3:10.0,,T. Rozier enters the game for J. Brown,21,15
82,1,3:10.0,,M. Morris enters the game for A. Horford,21,15
83,1,3:10.0,,K. Irving makes free throw 2 of 2,21,16
84,1,2:54.0,B. Beal makes 2-pt jump shot from 22 ft,,23,16
85,1,2:33.0,,D. Theis makes 3-pt jump shot from 26 ft (assist by M. Smart),23,19
86,1,2:16.0,K. Oubre misses 3-pt jump shot from 26 ft,,23,19
87,1,2:13.0,,Defensive rebound by T. Rozier,23,19
88,1,2:03.0,,T. Rozier makes 3-pt jump shot from 26 ft,23,22
89,1,2:02.0,Washington full timeout,,23,22
90,1,2:02.0,,J. Tatum enters the game for K. Irving,23,22
91,1,2:02.0,I. Mahinmi enters the game for J. Wall,,23,22
92,1,2:02.0,T. Satoranský enters the game for M. Gortat,,23,22
93,1,1:51.0,B. Beal makes 2-pt jump shot from 21 ft,,25,22
94,1,1:36.0,,Turnover by M. Smart (bad pass; steal by B. Beal),25,22
95,1,1:33.0,K. Oubre makes 2-pt dunk from 1 ft (assist by B. Beal),,27,22
96,1,1:33.0,Shooting foul by M. Morris (drawn by K. Oubre),,27,22
97,1,1:33.0,K. Oubre makes free throw 1 of 1,,28,22
98,1,1:18.0,,M. Smart misses 2-pt jump shot from 9 ft,28,22
99,1,1:16.0,Defensive rebound by B. Beal,,28,22
100,1,1:09.0,Personal foul by T. Rozier (drawn by T. Satoranský),,28,22
101,1,1:09.0,T. Satoranský misses free throw 1 of 2,,28,22
102,1,1:09.0,Offensive rebound by Team,,28,22
103,1,1:09.0,T. Satoranský misses free throw 2 of 2,,28,22
104,1,1:07.0,,Defensive rebound by M. Morris,28,22
105,1,1:00.0,,T. Rozier misses 3-pt jump shot from 25 ft,28,22
106,1,0:57.0,Defensive rebound by B. Beal,,28,22
107,1,0:42.0,I. Mahinmi misses 2-pt hook shot from 4 ft,,28,22
108,1,0:40.0,,Defensive rebound by T. Rozier,28,22
109,1,0:33.0,,D. Theis makes 2-pt dunk from 1 ft (assist by M. Morris),28,24
110,1,0:08.0,K. Oubre misses 2-pt jump shot from 18 ft,,28,24
111,1,0:06.0,Offensive rebound by I. Mahinmi,,28,24
112,1,0:05.0,K. Oubre makes 2-pt dunk from 1 ft (assist by I. Mahinmi),,30,24
113,2,11:40.0,,Turnover by S. Larkin (lost ball; steal by M. Scott),30,24
114,2,11:19.0,T. Satoranský makes 2-pt jump shot from 14 ft,,32,24
115,2,11:16.0,,Boston full timeout,32,24
116,2,11:03.0,,Offensive foul by J. Tatum (drawn by K. Oubre),32,24
117,2,11:03.0,,Turnover by J. Tatum (offensive foul),32,24
118,2,10:44.0,Turnover by K. Oubre (bad pass; steal by T. Rozier),,32,24
119,2,10:37.0,,S. Larkin makes 3-pt jump shot from 25 ft (assist by T. Rozier),32,27
120,2,10:20.0,J. Meeks misses 2-pt jump shot from 4 ft,,32,27
121,2,10:18.0,,Defensive rebound by D. Theis,32,27
122,2,10:06.0,,Turnover by D. Theis (traveling),32,27
123,2,9:51.0,J. Meeks misses 3-pt jump shot from 27 ft,,32,27
124,2,9:47.0,,Defensive rebound by M. Morris,32,27
125,2,9:35.0,,T. Rozier makes 2-pt jump shot from 4 ft,32,29
126,2,9:31.0,Offensive foul by I. Mahinmi (drawn by S. Larkin),,32,29
127,2,9:31.0,Turnover by I. Mahinmi (offensive foul),,32,29
