,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PORTLAND_ACTION,PHILADELPHIA_SCORE,PORTLAND_SCORE
49,1,5:21.0,,Offensive rebound by J. Nurkić,19,12
50,1,5:17.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by J. Nurkić),19,15
51,1,4:57.0,Turnover by D. Šarić (lost ball; steal by A. Aminu),,19,15
52,1,4:48.0,,A. Aminu misses 2-pt layup from 2 ft (block by A. Johnson),19,15
53,1,4:48.0,,Offensive rebound by Team,19,15
54,1,4:48.0,,Z. Collins enters the game for A. Aminu,19,15
55,1,4:48.0,,E. Davis enters the game for J. Nurkić,19,15
56,1,4:37.0,,C. McCollum makes 3-pt jump shot from 25 ft,19,18
57,1,4:37.0,Philadelphia full timeout,,19,18
58,1,4:37.0,J. Embiid enters the game for A. Johnson,,19,18
59,1,4:27.0,Personal foul by E. Davis (drawn by J. Embiid),,19,18
60,1,4:27.0,T. Booker enters the game for D. Šarić,,19,18
61,1,4:27.0,J. Bayless enters the game for B. Simmons,,19,18
62,1,4:27.0,J. Redick enters the game for R. Covington,,19,18
63,1,4:27.0,,M. Harkless enters the game for E. Turner,19,18
64,1,4:16.0,T. Booker makes 2-pt hook shot from 3 ft (assist by J. Embiid),,21,18
65,1,3:48.0,,Z. Collins misses 2-pt jump shot from 21 ft,21,18
66,1,3:46.0,,Offensive rebound by C. McCollum,21,18
67,1,3:44.0,,C. McCollum misses 2-pt jump shot from 17 ft,21,18
68,1,3:40.0,Defensive rebound by T. Booker,,21,18
69,1,3:34.0,J. Redick misses 3-pt jump shot from 28 ft,,21,18
70,1,3:33.0,,Defensive rebound by P. Connaughton,21,18
71,1,3:25.0,,E. Davis makes 2-pt hook shot from 3 ft (assist by M. Harkless),21,20
72,1,3:02.0,Personal foul by M. Harkless (drawn by J. Embiid),,21,20
73,1,2:49.0,Turnover by J. Embiid (out of bounds lost ball),,21,20
74,1,2:29.0,,C. McCollum makes 2-pt jump shot from 19 ft,21,22
75,1,2:10.0,Shooting foul by E. Davis (drawn by J. Embiid),,21,22
76,1,2:10.0,J. Embiid makes free throw 1 of 2,,22,22
77,1,2:10.0,J. Embiid makes free throw 2 of 2,,23,22
78,1,1:59.0,,Turnover by C. McCollum (bad pass; steal by T. McConnell),23,22
79,1,1:55.0,T. McConnell makes 2-pt layup from 1 ft,,25,22
80,1,1:42.0,,M. Harkless misses 3-pt jump shot from 25 ft,25,22
81,1,1:39.0,Defensive rebound by J. Embiid,,25,22
82,1,1:27.0,T. McConnell misses 3-pt jump shot from 25 ft,,25,22
83,1,1:24.0,,Defensive rebound by E. Davis,25,22
84,1,1:16.0,,P. Connaughton misses 3-pt jump shot from 25 ft,25,22
85,1,1:14.0,Defensive rebound by J. Redick,,25,22
86,1,0:59.0,J. Embiid misses 3-pt jump shot from 24 ft,,25,22
87,1,0:57.0,,Defensive rebound by C. McCollum,25,22
88,1,0:45.0,,P. Connaughton makes 2-pt jump shot from 7 ft (assist by Z. Collins),25,24
89,1,0:35.0,T. McConnell makes 2-pt jump shot from 9 ft,,27,24
90,1,0:31.0,,C. McCollum makes 3-pt jump shot from 25 ft,27,27
91,1,0:14.0,J. Embiid makes 3-pt jump shot from 24 ft (assist by T. McConnell),,30,27
92,1,0:03.0,,Personal take foul by T. McConnell (drawn by C. McCollum),30,27
93,1,0:03.0,,S. Napier enters the game for E. Davis,30,27
94,1,0:03.0,,E. Turner enters the game for M. Harkless,30,27
95,1,0:01.0,,C. McCollum misses 3-pt jump shot from 27 ft,30,27
96,1,0:01.0,,Offensive rebound by Team,30,27
97,2,11:45.0,T. Booker misses 2-pt hook shot from 7 ft,,30,27
98,2,11:43.0,,Defensive rebound by E. Davis,30,27
99,2,11:24.0,,S. Napier misses 2-pt jump shot from 18 ft,30,27
100,2,11:22.0,Defensive rebound by J. Bayless,,30,27
101,2,11:15.0,J. Embiid misses 3-pt jump shot from 24 ft,,30,27
102,2,11:12.0,,Defensive rebound by Z. Collins,30,27
103,2,11:06.0,,Turnover by S. Napier (lost ball; steal by T. McConnell),30,27
104,2,11:03.0,J. Embiid makes 2-pt dunk from 1 ft (assist by T. McConnell),,32,27
105,2,10:45.0,,S. Napier misses 2-pt jump shot from 8 ft,32,27
106,2,10:44.0,Defensive rebound by T. Booker,,32,27
107,2,10:43.0,Turnover by J. Bayless (turnover),,32,27
108,2,10:42.0,,Personal foul by T. McConnell (drawn by S. Napier),32,27
109,2,10:34.0,,Turnover by Z. Collins (bad pass),32,27
110,2,10:22.0,J. Redick misses 3-pt jump shot from 25 ft,,32,27
111,2,10:20.0,,Defensive rebound by Z. Collins,32,27
112,2,10:04.0,,M. Harkless makes 2-pt layup at rim,32,29
113,2,9:39.0,T. McConnell makes 2-pt jump shot from 19 ft,,34,29
114,2,9:27.0,,Turnover by S. Napier (bad pass; steal by T. McConnell),34,29
115,2,9:23.0,T. McConnell misses 2-pt layup at rim,,34,29
116,2,9:21.0,,Defensive rebound by P. Connaughton,34,29
117,2,9:10.0,,E. Davis makes 2-pt layup from 1 ft (assist by P. Connaughton),34,31
118,2,8:45.0,J. Embiid misses 2-pt jump shot from 7 ft,,34,31
119,2,8:43.0,,Defensive rebound by M. Harkless,34,31
120,2,8:34.0,,E. Davis makes 2-pt layup at rim (assist by Z. Collins),34,33
121,2,8:34.0,Philadelphia full timeout,,34,33
122,2,8:34.0,A. Johnson enters the game for T. McConnell,,34,33
123,2,8:34.0,B. Simmons enters the game for J. Redick,,34,33
124,2,8:34.0,R. Covington enters the game for J. Embiid,,34,33
125,2,8:19.0,Personal foul by M. Harkless (drawn by B. Simmons),,34,33
126,2,8:08.0,B. Simmons misses 2-pt jump shot from 5 ft,,34,33
127,2,8:06.0,,Defensive rebound by S. Napier,34,33
128,2,7:58.0,,S. Napier misses 2-pt jump shot from 18 ft,34,33
129,2,7:55.0,Defensive rebound by T. Booker,,34,33
130,2,7:50.0,B. Simmons makes 2-pt layup from 1 ft,,36,33
131,2,7:32.0,D. Šarić enters the game for T. Booker,,36,33
132,2,7:27.0,,E. Davis makes 2-pt hook shot from 4 ft,36,35
133,2,7:10.0,D. Šarić misses 2-pt jump shot from 21 ft,,36,35
134,2,7:06.0,Offensive rebound by J. Bayless,,36,35
135,2,7:04.0,J. Bayless misses 2-pt jump shot from 16 ft,,36,35
136,2,7:02.0,,Defensive rebound by P. Connaughton,36,35
137,2,6:54.0,,S. Napier misses 3-pt jump shot from 27 ft,36,35
138,2,6:53.0,Defensive rebound by D. Šarić,,36,35
139,2,6:45.0,B. Simmons makes 2-pt jump shot from 11 ft,,38,35
140,2,6:19.0,,P. Connaughton makes 2-pt layup at rim (assist by S. Napier),38,37
141,2,6:07.0,B. Simmons makes 2-pt jump shot from 8 ft,,40,37
142,2,5:50.0,,Shooting foul by J. Bayless (drawn by S. Napier),40,37
143,2,5:50.0,,S. Napier makes free throw 1 of 2,40,38
144,2,5:50.0,,A. Aminu enters the game for M. Harkless,40,38
145,2,5:50.0,,C. McCollum enters the game for P. Connaughton,40,38
146,2,5:50.0,,E. Turner enters the game for Z. Collins,40,38
147,2,5:50.0,T. McConnell enters the game for J. Bayless,,40,38
148,2,5:50.0,,S. Napier misses free throw 2 of 2,40,38
149,2,5:48.0,Defensive rebound by T. McConnell,,40,38
150,2,5:37.0,B. Simmons misses 2-pt jump shot from 13 ft,,40,38
151,2,5:35.0,,Defensive rebound by C. McCollum,40,38
152,2,5:30.0,,C. McCollum makes 2-pt layup from 1 ft,40,40
153,2,5:22.0,B. Simmons makes 2-pt layup from 1 ft,,42,40
154,2,5:07.0,,E. Turner misses 3-pt jump shot from 24 ft,42,40
155,2,5:04.0,Defensive rebound by D. Šarić,,42,40
156,2,4:53.0,B. Simmons misses 2-pt layup from 2 ft (block by E. Davis),,42,40
157,2,4:50.0,,Offensive rebound by Team,42,40
158,2,4:50.0,,J. Nurkić enters the game for E. Davis,42,40
159,2,4:40.0,,Shooting foul by A. Johnson (drawn by J. Nurkić),42,40
160,2,4:40.0,,J. Nurkić makes free throw 1 of 2,42,41
161,2,4:40.0,,J. Nurkić makes free throw 2 of 2,42,42
162,2,4:19.0,T. McConnell makes 2-pt jump shot from 5 ft (assist by D. Šarić),,44,42
163,2,4:03.0,,Shooting foul by A. Johnson (drawn by J. Nurkić),44,42
164,2,4:03.0,,J. Nurkić misses free throw 1 of 2,44,42
165,2,4:03.0,,Offensive rebound by Team,44,42
166,2,4:03.0,,J. Nurkić misses free throw 2 of 2,44,42
167,2,4:01.0,,Offensive rebound by Team,44,42
168,2,3:46.0,,Turnover by E. Turner (step out of bounds),44,42
169,2,3:29.0,A. Johnson misses 2-pt jump shot from 16 ft,,44,42
170,2,3:26.0,Offensive rebound by D. Šarić,,44,42
171,2,3:21.0,D. Šarić makes 2-pt hook shot from 4 ft,,46,42
172,2,3:02.0,,A. Aminu misses 3-pt jump shot from 25 ft,46,42
173,2,3:00.0,Defensive rebound by R. Covington,,46,42
174,2,2:52.0,B. Simmons misses 2-pt jump shot from 5 ft,,46,42
175,2,2:49.0,,Defensive rebound by C. McCollum,46,42
176,2,2:45.0,,Shooting foul by A. Johnson (drawn by C. McCollum),46,42
177,2,2:45.0,,Portland full timeout,46,42
178,2,2:45.0,,P. Connaughton enters the game for S. Napier,46,42
179,2,2:45.0,J. Redick enters the game for A. Johnson,,46,42
180,2,2:45.0,J. Embiid enters the game for T. McConnell,,46,42
181,2,2:45.0,,C. McCollum makes free throw 1 of 2,46,43
182,2,2:45.0,,C. McCollum makes free throw 2 of 2,46,44
183,2,2:25.0,J. Redick misses 2-pt jump shot from 22 ft,,46,44
184,2,2:22.0,,Defensive rebound by A. Aminu,46,44
185,2,2:10.0,,E. Turner makes 2-pt jump shot from 10 ft,46,46
186,2,1:56.0,R. Covington makes 3-pt jump shot from 24 ft (assist by D. Šarić),,49,46
187,2,1:35.0,,E. Turner makes 3-pt jump shot from 22 ft (assist by C. McCollum),49,49
188,2,1:19.0,Personal foul by J. Nurkić (drawn by J. Embiid),,49,49
189,2,1:11.0,J. Embiid makes 2-pt jump shot from 14 ft,,51,49
190,2,0:50.0,,Personal foul by J. Embiid (drawn by J. Nurkić),51,49
191,2,0:50.0,,J. Nurkić misses free throw 1 of 2,51,49
192,2,0:50.0,,Offensive rebound by Team,51,49
193,2,0:50.0,,J. Nurkić makes free throw 2 of 2,51,50
194,2,0:27.0,J. Embiid misses 2-pt jump shot from 4 ft,,51,50
195,2,0:26.0,,Defensive rebound by J. Nurkić,51,50
196,2,0:11.0,,A. Aminu misses 3-pt jump shot from 22 ft,51,50
197,2,0:09.0,,Offensive rebound by J. Nurkić,51,50
198,2,0:09.0,,J. Nurkić makes 2-pt hook shot at rim,51,52
199,2,0:03.0,D. Šarić misses 3-pt jump shot from 24 ft,,51,52
200,2,0:00.0,,Defensive rebound by J. Nurkić,51,52
201,2,0:00.0,,J. Nurkić misses 3-pt jump shot from 49 ft,51,52
202,2,0:00.0,,Offensive rebound by Team,51,52
203,3,11:48.0,J. Redick misses 2-pt jump shot from 20 ft,,51,52
204,3,11:45.0,,Defensive rebound by A. Aminu,51,52
205,3,11:31.0,,J. Nurkić makes 2-pt layup at rim (assist by C. McCollum),51,54
206,3,11:13.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by R. Covington),,54,54
207,3,11:01.0,,Turnover by E. Turner (bad pass),54,54
208,3,10:47.0,J. Redick makes 3-pt jump shot from 24 ft,,57,54
209,3,10:32.0,,S. Napier misses 3-pt jump shot from 24 ft,57,54
210,3,10:29.0,Defensive rebound by J. Embiid,,57,54
211,3,10:15.0,J. Redick misses 3-pt jump shot from 24 ft,,57,54
212,3,10:12.0,,Defensive rebound by J. Nurkić,57,54
213,3,10:04.0,,C. McCollum misses 2-pt jump shot from 20 ft,57,54
214,3,10:01.0,Defensive rebound by B. Simmons,,57,54
215,3,9:54.0,Personal foul by J. Nurkić (drawn by J. Embiid),,57,54
216,3,9:47.0,Personal foul by E. Turner (drawn by J. Embiid),,57,54
217,3,9:38.0,J. Redick misses 2-pt jump shot from 19 ft,,57,54
218,3,9:34.0,Offensive rebound by J. Embiid,,57,54
219,3,9:34.0,J. Embiid makes 2-pt layup at rim,,59,54
220,3,9:12.0,,Offensive foul by J. Nurkić (drawn by J. Redick),59,54
221,3,9:12.0,,Turnover by J. Nurkić (offensive foul),59,54
222,3,9:06.0,J. Embiid misses 3-pt jump shot from 24 ft,,59,54
223,3,9:04.0,,Defensive rebound by S. Napier,59,54
224,3,9:03.0,,Turnover by S. Napier (bad pass; steal by B. Simmons),59,54
225,3,9:03.0,Personal foul by J. Nurkić (drawn by R. Covington),,59,54
226,3,9:03.0,,M. Leonard enters the game for J. Nurkić,59,54
227,3,8:50.0,J. Redick makes 3-pt jump shot from 24 ft (assist by R. Covington),,62,54
228,3,8:33.0,,C. McCollum misses 3-pt jump shot from 24 ft,62,54
229,3,8:31.0,Defensive rebound by J. Embiid,,62,54
230,3,8:17.0,B. Simmons makes 2-pt layup from 1 ft,,64,54
231,3,8:09.0,,Shooting foul by B. Simmons (drawn by E. Turner),64,54
232,3,8:09.0,,E. Turner misses free throw 1 of 2,64,54
233,3,8:09.0,,Offensive rebound by Team,64,54
234,3,8:09.0,,P. Connaughton enters the game for S. Napier,64,54
235,3,8:09.0,,E. Turner makes free throw 2 of 2,64,55
236,3,7:59.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Redick),,66,55
237,3,7:59.0,Shooting foul by E. Turner (drawn by B. Simmons),,66,55
238,3,7:59.0,,Portland full timeout,66,55
239,3,7:59.0,T. McConnell enters the game for J. Redick,,66,55
240,3,7:59.0,B. Simmons makes free throw 1 of 1,,67,55
241,3,7:39.0,,C. McCollum makes 2-pt jump shot from 20 ft,67,57
242,3,7:18.0,J. Embiid misses 3-pt jump shot from 23 ft,,67,57
243,3,7:16.0,,Defensive rebound by E. Turner,67,57
244,3,7:09.0,,P. Connaughton misses 3-pt jump shot from 27 ft,67,57
245,3,7:07.0,Defensive rebound by J. Embiid,,67,57
246,3,7:07.0,Personal foul by M. Leonard (drawn by J. Embiid),,67,57
247,3,7:07.0,J. Embiid misses free throw 1 of 2,,67,57
248,3,7:07.0,Offensive rebound by Team,,67,57
249,3,7:07.0,J. Embiid makes free throw 2 of 2,,68,57
250,3,6:55.0,,Turnover by M. Leonard (out of bounds lost ball),68,57
251,3,6:55.0,A. Johnson enters the game for J. Embiid,,68,57
252,3,6:40.0,Shooting foul by P. Connaughton (drawn by R. Covington),,68,57
253,3,6:40.0,R. Covington makes free throw 1 of 2,,69,57
254,3,6:40.0,R. Covington misses free throw 2 of 2,,69,57
255,3,6:38.0,,Defensive rebound by E. Turner,69,57
256,3,6:30.0,,C. McCollum misses 2-pt jump shot from 19 ft,69,57
257,3,6:27.0,,Offensive rebound by M. Leonard,69,57
258,3,6:24.0,,C. McCollum misses 3-pt jump shot from 23 ft,69,57
259,3,6:23.0,Defensive rebound by T. McConnell,,69,57
260,3,6:12.0,B. Simmons misses 2-pt hook shot from 6 ft,,69,57
261,3,6:09.0,,Defensive rebound by A. Aminu,69,57
262,3,6:06.0,,Z. Collins enters the game for A. Aminu,69,57
263,3,6:06.0,,E. Davis enters the game for M. Leonard,69,57
264,3,6:01.0,,Shooting foul by B. Simmons (drawn by C. McCollum),69,57
265,3,6:01.0,,C. McCollum makes free throw 1 of 2,69,58
266,3,6:01.0,,C. McCollum makes free throw 2 of 2,69,59
267,3,5:51.0,D. Šarić makes 2-pt jump shot from 21 ft (assist by B. Simmons),,71,59
268,3,5:38.0,,E. Turner misses 2-pt jump shot from 4 ft,71,59
269,3,5:36.0,Defensive rebound by A. Johnson,,71,59
270,3,5:26.0,A. Johnson makes 2-pt hook shot from 6 ft (assist by R. Covington),,73,59
271,3,5:03.0,,E. Turner misses 2-pt jump shot from 16 ft,73,59
272,3,5:01.0,Defensive rebound by R. Covington,,73,59
273,3,4:56.0,D. Šarić makes 2-pt jump shot from 18 ft (assist by T. McConnell),,75,59
274,3,4:55.0,,Portland full timeout,75,59
275,3,4:34.0,,Shooting foul by R. Covington (drawn by Z. Collins),75,59
276,3,4:34.0,,Z. Collins misses free throw 1 of 2,75,59
277,3,4:34.0,,Offensive rebound by Team,75,59
278,3,4:34.0,,Z. Collins makes free throw 2 of 2,75,60
279,3,4:15.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by R. Covington),,78,60
280,3,4:05.0,,Personal foul by R. Covington (drawn by C. McCollum),78,60
281,3,4:05.0,,S. Napier enters the game for E. Turner,78,60
282,3,4:05.0,J. Bayless enters the game for A. Johnson,,78,60
283,3,4:05.0,J. Embiid enters the game for B. Simmons,,78,60
284,3,4:05.0,J. Redick enters the game for R. Covington,,78,60
285,3,3:56.0,,Turnover by C. McCollum (bad pass; steal by D. Šarić),78,60
286,3,3:43.0,Turnover by J. Embiid (traveling),,78,60
287,3,3:26.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by P. Connaughton),78,63
288,3,3:25.0,Philadelphia full timeout,,78,63
289,3,3:15.0,Shooting foul by E. Davis (drawn by J. Embiid),,78,63
290,3,3:15.0,J. Embiid makes free throw 1 of 2,,79,63
291,3,3:15.0,J. Embiid misses free throw 2 of 2,,79,63
292,3,3:12.0,,Defensive rebound by P. Connaughton,79,63
293,3,3:06.0,,C. McCollum makes 2-pt jump shot from 2 ft,79,65
294,3,3:06.0,,Shooting foul by J. Redick (drawn by C. McCollum),79,65
295,3,3:06.0,,M. Harkless enters the game for P. Connaughton,79,65
296,3,3:06.0,,C. McCollum makes free throw 1 of 1,79,66
297,3,2:51.0,Turnover by J. Embiid (traveling),,79,66
298,3,2:40.0,,C. McCollum misses 2-pt jump shot from 14 ft,79,66
299,3,2:38.0,Defensive rebound by D. Šarić,,79,66
300,3,2:32.0,J. Redick misses 3-pt jump shot from 25 ft,,79,66
301,3,2:30.0,,Defensive rebound by Z. Collins,79,66
302,3,2:21.0,,S. Napier makes 2-pt jump shot from 11 ft,79,68
303,3,2:06.0,J. Embiid misses 3-pt jump shot from 25 ft,,79,68
304,3,2:05.0,,Defensive rebound by Z. Collins,79,68
305,3,1:53.0,,E. Davis makes 2-pt dunk at rim (assist by M. Harkless),79,70
306,3,1:42.0,J. Redick makes 2-pt jump shot from 14 ft (assist by T. McConnell),,81,70
307,3,1:42.0,Shooting foul by S. Napier (drawn by J. Redick),,81,70
308,3,1:42.0,T. Booker enters the game for D. Šarić,,81,70
309,3,1:42.0,J. Redick makes free throw 1 of 1,,82,70
310,3,1:28.0,,Z. Collins misses 2-pt jump shot from 17 ft,82,70
311,3,1:25.0,Defensive rebound by J. Embiid,,82,70
312,3,1:11.0,Shooting foul by E. Davis (drawn by J. Embiid),,82,70
313,3,1:11.0,J. Embiid misses free throw 1 of 2,,82,70
314,3,1:11.0,Offensive rebound by Team,,82,70
315,3,1:11.0,,J. Nurkić enters the game for E. Davis,82,70
316,3,1:11.0,J. Embiid makes free throw 2 of 2,,83,70
317,3,0:57.0,,P. Connaughton enters the game for C. McCollum,83,70
318,3,0:50.0,,Shooting foul by T. McConnell (drawn by S. Napier),83,70
319,3,0:50.0,,S. Napier makes free throw 1 of 2,83,71
320,3,0:50.0,,S. Napier makes free throw 2 of 2,83,72
321,3,0:41.0,T. McConnell misses 3-pt jump shot from 24 ft,,83,72
322,3,0:39.0,,Defensive rebound by J. Nurkić,83,72
323,3,0:22.0,,M. Harkless misses 3-pt jump shot from 24 ft,83,72
324,3,0:19.0,Defensive rebound by T. Booker,,83,72
325,3,0:02.0,T. McConnell makes 2-pt jump shot from 11 ft,,85,72
326,4,11:47.0,,J. Nurkić makes 2-pt dunk at rim,85,74
327,4,11:34.0,Personal foul by J. Nurkić (drawn by J. Embiid),,85,74
328,4,11:25.0,T. McConnell misses 3-pt jump shot from 24 ft,,85,74
329,4,11:22.0,,Defensive rebound by A. Aminu,85,74
330,4,11:16.0,,Turnover by A. Aminu (lost ball; steal by J. Bayless),85,74
331,4,11:11.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),,88,74
332,4,10:57.0,,S. Napier makes 3-pt jump shot from 25 ft,88,77
333,4,10:46.0,Turnover by T. McConnell (bad pass; steal by S. Napier),,88,77
334,4,10:44.0,,S. Napier makes 2-pt layup at rim,88,79
335,4,10:44.0,Philadelphia full timeout,,88,79
336,4,10:21.0,Turnover by T. McConnell (lost ball; steal by S. Napier),,88,79
337,4,10:14.0,,J. Nurkić misses 2-pt layup at rim,88,79
338,4,10:11.0,Defensive rebound by T. Booker,,88,79
339,4,9:54.0,J. Redick misses 2-pt layup from 1 ft,,88,79
340,4,9:51.0,,Defensive rebound by J. Nurkić,88,79
341,4,9:49.0,Technical foul by J. Embiid,,88,79
342,4,9:49.0,,J. Nurkić misses flagrant free throw 1 of 2,88,79
343,4,9:49.0,,Offensive rebound by Team,88,79
344,4,9:49.0,,J. Nurkić misses flagrant free throw 2 of 2,88,79
345,4,9:49.0,,Offensive rebound by Team,88,79
346,4,9:49.0,B. Simmons enters the game for J. Redick,,88,79
347,4,9:38.0,,S. Napier makes 2-pt jump shot from 16 ft,88,81
348,4,9:08.0,Turnover by Team (shot clock),,88,81
349,4,8:52.0,,Shooting foul by T. McConnell (drawn by S. Napier),88,81
350,4,8:52.0,,S. Napier makes free throw 1 of 3,88,82
351,4,8:52.0,,S. Napier makes free throw 2 of 3,88,83
352,4,8:52.0,,C. McCollum enters the game for P. Connaughton,88,83
353,4,8:52.0,A. Johnson enters the game for J. Embiid,,88,83
354,4,8:52.0,,S. Napier misses free throw 3 of 3,88,83
355,4,8:50.0,Defensive rebound by T. Booker,,88,83
356,4,8:32.0,Turnover by B. Simmons (bad pass; steal by J. Nurkić),,88,83
357,4,8:26.0,,Shooting foul by B. Simmons (drawn by J. Nurkić),88,83
358,4,8:26.0,,J. Nurkić makes free throw 1 of 2,88,84
359,4,8:26.0,D. Šarić enters the game for T. Booker,,88,84
360,4,8:26.0,,J. Nurkić makes free throw 2 of 2,88,85
361,4,8:06.0,A. Johnson misses 2-pt hook shot from 3 ft,,88,85
362,4,8:04.0,,Defensive rebound by J. Nurkić,88,85
363,4,7:57.0,,S. Napier makes 2-pt layup at rim,88,87
364,4,7:56.0,Philadelphia full timeout,,88,87
365,4,7:41.0,B. Simmons misses 2-pt hook shot from 9 ft,,88,87
366,4,7:38.0,,Defensive rebound by A. Aminu,88,87
367,4,7:32.0,,Shooting foul by J. Bayless (drawn by C. McCollum),88,87
368,4,7:32.0,,C. McCollum makes free throw 1 of 2,88,88
369,4,7:32.0,,C. McCollum makes free throw 2 of 2,88,89
370,4,7:23.0,Personal foul by A. Aminu (drawn by B. Simmons),,88,89
371,4,7:15.0,A. Johnson misses 3-pt jump shot from 24 ft,,88,89
372,4,7:12.0,,Defensive rebound by C. McCollum,88,89
373,4,7:08.0,,S. Napier misses 3-pt jump shot from 24 ft,88,89
374,4,7:05.0,Defensive rebound by D. Šarić,,88,89
375,4,7:01.0,Turnover by D. Šarić (palming),,88,89
376,4,6:43.0,,Shooting foul by A. Johnson (drawn by S. Napier),88,89
377,4,6:43.0,,S. Napier makes free throw 1 of 2,88,90
378,4,6:43.0,J. Redick enters the game for J. Bayless,,88,90
379,4,6:43.0,J. Embiid enters the game for A. Johnson,,88,90
380,4,6:43.0,,S. Napier makes free throw 2 of 2,88,91
381,4,6:32.0,J. Redick misses 2-pt jump shot from 16 ft,,88,91
382,4,6:29.0,,Defensive rebound by A. Aminu,88,91
383,4,6:21.0,,C. McCollum misses 2-pt layup from 2 ft,88,91
384,4,6:18.0,,Offensive rebound by J. Nurkić,88,91
385,4,6:18.0,,J. Nurkić makes 2-pt layup at rim,88,93
386,4,6:12.0,Shooting foul by M. Harkless (drawn by B. Simmons),,88,93
387,4,6:12.0,B. Simmons makes free throw 1 of 2,,89,93
388,4,6:12.0,B. Simmons makes free throw 2 of 2,,90,93
389,4,5:56.0,,J. Nurkić misses 2-pt layup from 1 ft,90,93
