,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
383,4,3:04.0,M. Hezonja enters the game for S. Mack,,81,92
384,4,2:43.0,J. Simmons misses 2-pt layup from 7 ft,,81,92
385,4,2:40.0,,Defensive rebound by B. Hield,81,92
386,4,2:32.0,,Turnover by G. Temple (bad pass; steal by J. Isaac),81,92
387,4,2:30.0,Turnover by J. Isaac (out of bounds lost ball),,81,92
388,4,2:13.0,Violation by N. Vučević (kicked ball),,81,92
389,4,2:02.0,,V. Carter misses 3-pt jump shot from 25 ft,81,92
390,4,1:59.0,Defensive rebound by M. Hezonja,,81,92
391,4,1:56.0,M. Hezonja makes 2-pt layup from 2 ft,,83,92
392,4,1:39.0,,V. Carter makes 2-pt jump shot from 11 ft,83,94
393,4,1:29.0,M. Hezonja misses 3-pt jump shot from 25 ft,,83,94
394,4,1:25.0,,Defensive rebound by K. Koufos,83,94
395,4,1:10.0,,K. Koufos misses 2-pt hook shot from 8 ft,83,94
396,4,1:07.0,Defensive rebound by M. Hezonja,,83,94
397,4,1:00.0,N. Vučević misses 2-pt jump shot from 16 ft,,83,94
398,4,0:57.0,,Defensive rebound by B. Bogdanović,83,94
399,4,0:38.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,83,94
400,4,0:35.0,Defensive rebound by N. Vučević,,83,94
401,4,0:28.0,J. Simmons makes 2-pt layup from 2 ft (assist by D. Augustin),,85,94
402,4,0:28.0,Shooting foul by V. Carter (drawn by J. Simmons),,85,94
403,4,0:28.0,J. Simmons makes free throw 1 of 1,,86,94
404,4,0:04.0,,Turnover by Team (shot clock),86,94
405,4,0:01.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by D. Augustin),,88,94
