,QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
0,1,11:40.0,H. Barnes misses 2-pt jump shot from 14 ft,,0,0
1,1,11:37.0,,Defensive rebound by C. Paul,0,0
2,1,11:21.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),0,3
3,1,11:05.0,D. Powell makes 2-pt jump shot from 8 ft (assist by D. McDermott),,2,3
4,1,10:47.0,,C. Paul misses 3-pt jump shot from 25 ft,2,3
5,1,10:42.0,Defensive rebound by H. Barnes,,2,3
6,1,10:32.0,Y. Ferrell makes 2-pt jump shot from 20 ft (assist by D. Smith),,4,3
7,1,10:15.0,,L. Mbah a Moute misses 3-pt jump shot from 22 ft,4,3
8,1,10:12.0,Defensive rebound by H. Barnes,,4,3
9,1,10:06.0,D. Smith misses 3-pt jump shot from 25 ft,,4,3
10,1,10:05.0,Offensive rebound by H. Barnes,,4,3
11,1,10:05.0,H. Barnes misses 2-pt layup at rim,,4,3
12,1,10:04.0,,Defensive rebound by C. Capela,4,3
13,1,9:49.0,,Shooting foul by D. McDermott (drawn by C. Capela),4,3
14,1,9:49.0,,C. Capela makes free throw 1 of 2,4,4
15,1,9:49.0,,C. Capela makes free throw 2 of 2,4,5
16,1,9:34.0,H. Barnes misses 3-pt jump shot from 25 ft,,4,5
17,1,9:34.0,Offensive rebound by D. Powell,,4,5
18,1,9:29.0,H. Barnes misses 3-pt jump shot from 25 ft,,4,5
19,1,9:29.0,,Defensive rebound by C. Capela,4,5
20,1,9:14.0,,Turnover by L. Mbah a Moute (bad pass; steal by Y. Ferrell),4,5
21,1,9:11.0,Personal foul by J. Harden (drawn by Y. Ferrell),,4,5
22,1,8:58.0,D. McDermott misses 2-pt jump shot from 12 ft,,4,5
23,1,8:55.0,,Defensive rebound by J. Harden,4,5
24,1,8:39.0,,C. Paul misses 2-pt jump shot from 17 ft,4,5
25,1,8:29.0,,Offensive rebound by C. Capela,4,5
26,1,8:29.0,,C. Capela makes 2-pt layup at rim,4,7
27,1,8:27.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Smith),,6,7
28,1,8:11.0,,C. Capela makes 2-pt layup from 4 ft (assist by J. Harden),6,9
29,1,7:53.0,D. Powell makes 2-pt layup at rim (assist by D. Smith),,8,9
30,1,7:41.0,,Shooting foul by Y. Ferrell (drawn by J. Harden),8,9
31,1,7:41.0,,J. Harden misses free throw 1 of 2,8,9
32,1,7:41.0,,Offensive rebound by Team,8,9
33,1,7:41.0,K. Collinsworth enters the game for Y. Ferrell,,8,9
34,1,7:41.0,,J. Harden makes free throw 2 of 2,8,10
35,1,7:36.0,Turnover by D. Smith (bad pass),,8,10
36,1,7:19.0,,C. Paul misses 3-pt jump shot from 25 ft,8,10
37,1,7:16.0,Defensive rebound by H. Barnes,,8,10
38,1,7:06.0,H. Barnes makes 2-pt jump shot from 20 ft (assist by D. Smith),,10,10
39,1,6:40.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by C. Paul),10,12
40,1,6:17.0,D. McDermott misses 3-pt jump shot from 25 ft,,10,12
41,1,6:14.0,,Defensive rebound by C. Capela,10,12
42,1,5:59.0,,C. Capela makes 2-pt jump shot from 8 ft (assist by J. Harden),10,14
43,1,5:58.0,Dallas full timeout,,10,14
44,1,5:58.0,,R. Anderson enters the game for C. Paul,10,14
45,1,5:58.0,,E. Gordon enters the game for P. Tucker,10,14
46,1,5:48.0,D. Smith misses 2-pt jump shot from 18 ft,,10,14
47,1,5:45.0,,Defensive rebound by J. Harden,10,14
48,1,5:33.0,,J. Harden misses 3-pt jump shot from 25 ft,10,14
49,1,5:31.0,Defensive rebound by D. Smith,,10,14
50,1,5:24.0,D. Powell misses 2-pt jump shot from 20 ft,,10,14
51,1,5:22.0,,Defensive rebound by C. Capela,10,14
52,1,5:00.0,,J. Harden makes 3-pt jump shot from 25 ft,10,17
53,1,4:45.0,D. Smith misses 2-pt layup from 3 ft (block by R. Anderson),,10,17
54,1,4:45.0,Offensive rebound by Team,,10,17
55,1,4:45.0,,G. Green enters the game for L. Mbah a Moute,10,17
56,1,4:45.0,J. Jones enters the game for H. Barnes,,10,17
57,1,4:42.0,D. McDermott misses 2-pt layup from 6 ft,,10,17
58,1,4:39.0,Offensive rebound by D. McDermott,,10,17
59,1,4:36.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by K. Collinsworth),,13,17
60,1,4:21.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),13,19
61,1,4:09.0,D. McDermott misses 3-pt jump shot from 25 ft,,13,19
62,1,4:06.0,,Defensive rebound by C. Capela,13,19
63,1,4:02.0,,N. Hilário enters the game for C. Capela,13,19
64,1,4:02.0,M. Kleber enters the game for D. Powell,,13,19
65,1,3:50.0,,J. Harden misses 3-pt jump shot from 22 ft,13,19
66,1,3:48.0,Defensive rebound by D. Smith,,13,19
67,1,3:37.0,D. Smith makes 2-pt jump shot from 19 ft,,15,19
68,1,3:31.0,,Turnover by J. Harden (bad pass; steal by D. McDermott),15,19
69,1,3:26.0,D. Smith makes 2-pt jump shot from 18 ft,,17,19
70,1,3:13.0,,E. Gordon misses 3-pt jump shot from 25 ft,17,19
71,1,3:13.0,Defensive rebound by D. McDermott,,17,19
72,1,3:04.0,D. Smith misses 2-pt jump shot from 16 ft (block by E. Gordon),,17,19
73,1,3:01.0,,Defensive rebound by R. Anderson,17,19
74,1,2:52.0,,R. Anderson misses 3-pt jump shot from 30 ft,17,19
75,1,2:48.0,Defensive rebound by J. Jones,,17,19
76,1,2:42.0,Turnover by D. McDermott (lost ball; steal by J. Harden),,17,19
77,1,2:37.0,,Personal foul by D. McDermott (drawn by J. Harden),17,19
78,1,2:37.0,,Houston full timeout,17,19
79,1,2:37.0,,C. Paul enters the game for J. Harden,17,19
80,1,2:37.0,Y. Ferrell enters the game for D. Smith,,17,19
81,1,2:37.0,H. Barnes enters the game for D. McDermott,,17,19
82,1,2:31.0,Violation by M. Kleber (kicked ball),,17,19
83,1,2:26.0,,G. Green makes 3-pt jump shot from 25 ft (assist by N. Hilário),17,22
84,1,2:10.0,K. Collinsworth misses 2-pt jump shot from 10 ft,,17,22
85,1,2:08.0,,Defensive rebound by N. Hilário,17,22
86,1,1:53.0,,N. Hilário makes 2-pt hook shot from 7 ft (assist by C. Paul),17,24
87,1,1:36.0,M. Kleber misses 3-pt jump shot from 23 ft,,17,24
88,1,1:34.0,,Defensive rebound by N. Hilário,17,24
89,1,1:25.0,,E. Gordon misses 3-pt jump shot from 22 ft,17,24
90,1,1:22.0,Defensive rebound by K. Collinsworth,,17,24
91,1,1:14.0,J. Jones misses 3-pt jump shot from 25 ft,,17,24
92,1,1:10.0,,Defensive rebound by C. Paul,17,24
93,1,1:03.0,,G. Green makes 3-pt jump shot from 27 ft,17,27
94,1,0:47.0,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Jones),,19,27
95,1,0:32.0,,C. Paul misses 3-pt jump shot from 25 ft,19,27
96,1,0:30.0,Defensive rebound by J. Jones,,19,27
97,1,0:25.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,19,27
98,1,0:23.0,,Defensive rebound by C. Paul,19,27
99,1,0:06.0,,G. Green misses 3-pt jump shot from 26 ft,19,27
100,1,0:04.0,Defensive rebound by Y. Ferrell,,19,27
101,1,0:03.0,Personal foul by E. Gordon (drawn by Y. Ferrell),,19,27
102,1,0:00.0,J. Jones misses 2-pt layup from 7 ft,,19,27
103,1,0:00.0,Offensive rebound by Team,,19,27
104,2,11:50.0,,Shooting block foul by J. Jones (drawn by N. Hilário),19,27
105,2,11:50.0,,N. Hilário misses free throw 1 of 2,19,27
106,2,11:50.0,,Offensive rebound by Team,19,27
107,2,11:50.0,,N. Hilário makes free throw 2 of 2,19,28
108,2,11:33.0,H. Barnes misses 2-pt hook shot from 6 ft,,19,28
109,2,11:31.0,,Defensive rebound by C. Paul,19,28
110,2,11:23.0,,G. Green misses 3-pt jump shot from 25 ft,19,28
111,2,11:21.0,Defensive rebound by K. Collinsworth,,19,28
112,2,11:08.0,J. Jones misses 2-pt layup from 8 ft,,19,28
113,2,11:06.0,Offensive rebound by K. Collinsworth,,19,28
114,2,11:05.0,K. Collinsworth makes 2-pt layup from 1 ft,,21,28
115,2,10:50.0,,Turnover by N. Hilário (bad pass; steal by Y. Ferrell),21,28
116,2,10:46.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,21,28
117,2,10:44.0,Offensive rebound by J. Jones,,21,28
118,2,10:43.0,J. Jones makes 2-pt dunk from 1 ft,,23,28
119,2,10:31.0,,Shooting foul by M. Kleber (drawn by R. Anderson),23,28
120,2,10:31.0,,R. Anderson makes free throw 1 of 2,23,29
121,2,10:31.0,,R. Anderson makes free throw 2 of 2,23,30
122,2,10:18.0,H. Barnes misses 2-pt jump shot from 16 ft,,23,30
123,2,10:15.0,,Defensive rebound by G. Green,23,30
124,2,10:10.0,,G. Green makes 3-pt jump shot from 28 ft (assist by C. Paul),23,33
125,2,9:53.0,K. Collinsworth makes 2-pt layup from 2 ft,,25,33
126,2,9:53.0,Shooting foul by G. Green (drawn by K. Collinsworth),,25,33
127,2,9:53.0,K. Collinsworth misses free throw 1 of 1,,25,33
128,2,9:50.0,,Defensive rebound by R. Anderson,25,33
129,2,9:39.0,,E. Gordon misses 3-pt jump shot from 28 ft,25,33
130,2,9:36.0,Defensive rebound by J. Jones,,25,33
131,2,9:29.0,Y. Ferrell misses 2-pt layup from 3 ft (block by E. Gordon),,25,33
132,2,9:29.0,Offensive rebound by Team,,25,33
133,2,9:29.0,,Technical foul by E. Gordon,25,33
134,2,9:29.0,Y. Ferrell makes free throw 1 of 1,,26,33
135,2,9:25.0,Y. Ferrell makes 2-pt layup from 1 ft (assist by K. Collinsworth),,28,33
136,2,9:12.0,,E. Gordon misses 2-pt layup from 6 ft,28,33
137,2,9:12.0,Defensive rebound by Y. Ferrell,,28,33
138,2,8:59.0,J. Jones makes 2-pt layup at rim (assist by Y. Ferrell),,30,33
139,2,8:59.0,Shooting foul by R. Anderson (drawn by J. Jones),,30,33
140,2,8:59.0,,C. Capela enters the game for N. Hilário,30,33
141,2,8:59.0,D. Powell enters the game for H. Barnes,,30,33
142,2,8:59.0,,J. Harden enters the game for E. Gordon,30,33
143,2,8:59.0,J. Jones makes free throw 1 of 1,,31,33
144,2,8:51.0,,Personal foul by J. Jones (drawn by G. Green),31,33
145,2,8:40.0,,Shooting foul by D. Powell (drawn by J. Harden),31,33
146,2,8:40.0,,J. Harden makes free throw 1 of 2,31,34
147,2,8:40.0,D. Smith enters the game for K. Collinsworth,,31,34
148,2,8:40.0,,J. Harden makes free throw 2 of 2,31,35
149,2,8:22.0,D. Smith misses 3-pt jump shot from 26 ft,,31,35
150,2,8:18.0,,Defensive rebound by J. Harden,31,35
151,2,8:13.0,,C. Capela misses 2-pt layup from 2 ft,31,35
152,2,8:11.0,Defensive rebound by D. Powell,,31,35
153,2,7:55.0,M. Kleber makes 2-pt jump shot from 7 ft,,33,35
154,2,7:36.0,,G. Green makes 3-pt jump shot from 22 ft (assist by C. Paul),33,38
155,2,7:25.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Smith),,35,38
156,2,7:11.0,,Personal foul by D. Smith (drawn by C. Paul),35,38
157,2,7:11.0,,C. Paul makes free throw 1 of 2,35,39
158,2,7:11.0,,P. Tucker enters the game for G. Green,35,39
159,2,7:11.0,,L. Mbah a Moute enters the game for R. Anderson,35,39
160,2,7:11.0,,C. Paul makes free throw 2 of 2,35,40
161,2,7:05.0,Shooting foul by C. Capela (drawn by D. Powell),,35,40
162,2,7:05.0,D. Powell makes free throw 1 of 2,,36,40
163,2,7:05.0,D. Powell makes free throw 2 of 2,,37,40
164,2,6:50.0,,C. Paul makes 2-pt jump shot from 15 ft,37,42
165,2,6:37.0,Turnover by J. Jones (out of bounds lost ball),,37,42
166,2,6:37.0,,Houston full timeout,37,42
167,2,6:37.0,K. Collinsworth enters the game for Y. Ferrell,,37,42
168,2,6:37.0,D. McDermott enters the game for J. Jones,,37,42
169,2,6:37.0,H. Barnes enters the game for M. Kleber,,37,42
170,2,6:24.0,,C. Paul misses 3-pt jump shot from 23 ft,37,42
171,2,6:23.0,,Offensive rebound by Team,37,42
172,2,6:00.0,,C. Paul makes 3-pt jump shot from 22 ft,37,45
173,2,5:45.0,Turnover by D. Powell (lost ball; steal by C. Capela),,37,45
174,2,5:39.0,,J. Harden misses 3-pt jump shot from 25 ft,37,45
175,2,5:37.0,Defensive rebound by D. Smith,,37,45
176,2,5:31.0,K. Collinsworth misses 3-pt jump shot from 23 ft,,37,45
177,2,5:30.0,,Defensive rebound by J. Harden,37,45
178,2,5:09.0,,J. Harden makes 2-pt jump shot from 10 ft,37,47
179,2,4:51.0,D. Smith makes 3-pt jump shot from 24 ft (assist by D. McDermott),,40,47
180,2,4:42.0,,C. Paul makes 2-pt jump shot from 4 ft,40,49
181,2,4:32.0,Personal foul by P. Tucker (drawn by D. Powell),,40,49
182,2,4:32.0,D. Powell makes free throw 1 of 2,,41,49
183,2,4:32.0,,E. Gordon enters the game for C. Paul,41,49
