,QUARTER,TIME_REMAINING,CHICAGO_ACTION,TORONTO_ACTION,CHICAGO_SCORE,TORONTO_SCORE
0,1,11:45.0,L. Markkanen misses 3-pt jump shot from 23 ft,,0,0
1,1,11:43.0,,Defensive rebound by K. Lowry,0,0
2,1,11:38.0,,K. Lowry makes 2-pt layup from 1 ft,0,2
3,1,11:25.0,J. Grant misses 2-pt layup from 1 ft,,0,2
4,1,11:23.0,,Defensive rebound by S. Ibaka,0,2
5,1,11:12.0,,J. Valančiūnas makes 2-pt jump shot from 10 ft,0,4
6,1,10:54.0,J. Grant misses 2-pt jump shot from 15 ft,,0,4
7,1,10:51.0,,Defensive rebound by J. Valančiūnas,0,4
8,1,10:44.0,,J. Valančiūnas misses 2-pt jump shot from 8 ft,0,4
9,1,10:41.0,Defensive rebound by L. Markkanen,,0,4
10,1,10:22.0,L. Markkanen makes 3-pt jump shot from 24 ft (assist by J. Holiday),,3,4
11,1,10:02.0,,K. Lowry misses 3-pt jump shot from 25 ft,3,4
12,1,10:00.0,Defensive rebound by J. Holiday,,3,4
13,1,9:41.0,J. Holiday misses 2-pt jump shot from 9 ft,,3,4
14,1,9:38.0,,Defensive rebound by J. Valančiūnas,3,4
15,1,9:34.0,,S. Ibaka misses 3-pt jump shot from 27 ft,3,4
16,1,9:31.0,Defensive rebound by P. Zipser,,3,4
17,1,9:20.0,J. Holiday misses 2-pt jump shot from 13 ft,,3,4
18,1,9:18.0,,Defensive rebound by J. Valančiūnas,3,4
19,1,9:07.0,,Shooting foul by L. Markkanen (drawn by J. Valančiūnas),3,4
20,1,9:07.0,,J. Valančiūnas makes free throw 1 of 2,3,5
21,1,9:07.0,,J. Valančiūnas makes free throw 2 of 2,3,6
22,1,8:56.0,R. Lopez makes 2-pt dunk at rim (assist by J. Holiday),,5,6
23,1,8:35.0,,D. DeRozan makes 2-pt jump shot from 13 ft,5,8
24,1,8:19.0,J. Holiday misses 2-pt jump shot from 12 ft,,5,8
25,1,8:15.0,,Defensive rebound by S. Ibaka,5,8
