,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW YORK_ACTION,GOLDEN STATE_SCORE,NEW YORK_SCORE
381,4,4:31.0,Offensive rebound by Z. Pachulia,,118,98
382,4,4:30.0,Z. Pachulia misses 2-pt layup at rim,,118,98
383,4,4:30.0,,Defensive rebound by Team,118,98
384,4,4:15.0,,I. Hicks misses 2-pt layup from 2 ft (block by J. Bell),118,98
385,4,4:15.0,,Offensive rebound by Team,118,98
386,4,4:11.0,,Personal foul by O. Casspi (drawn by E. Mudiay),118,98
387,4,4:07.0,,D. Dotson misses 2-pt jump shot from 21 ft,118,98
388,4,4:06.0,Defensive rebound by Z. Pachulia,,118,98
389,4,3:58.0,Q. Cook misses 3-pt jump shot from 24 ft,,118,98
390,4,3:56.0,,Defensive rebound by I. Hicks,118,98
391,4,3:51.0,,E. Mudiay misses 3-pt jump shot from 25 ft,118,98
392,4,3:49.0,Defensive rebound by Z. Pachulia,,118,98
393,4,3:33.0,Z. Pachulia makes 2-pt hook shot from 4 ft (assist by J. Bell),,120,98
394,4,3:17.0,,D. Dotson makes 2-pt jump shot from 13 ft,120,100
395,4,2:57.0,Q. Cook misses 2-pt jump shot at rim,,120,100
396,4,2:56.0,,Defensive rebound by I. Hicks,120,100
397,4,2:45.0,,E. Mudiay misses 2-pt layup from 11 ft,120,100
398,4,2:44.0,Defensive rebound by O. Casspi,,120,100
399,4,2:36.0,N. Young misses 3-pt jump shot from 25 ft,,120,100
400,4,2:35.0,,Defensive rebound by L. Thomas,120,100
401,4,2:35.0,,New York full timeout,120,100
402,4,2:35.0,,T. Burke enters the game for E. Mudiay,120,100
403,4,2:35.0,,F. Ntilikina enters the game for L. Thomas,120,100
404,4,2:20.0,,T. Williams makes 2-pt dunk at rim (assist by D. Dotson),120,102
405,4,1:58.0,Turnover by N. Young (bad pass; steal by T. Williams),,120,102
406,4,1:53.0,,I. Hicks makes 2-pt dunk from 1 ft (assist by D. Dotson),120,104
407,4,1:40.0,Shooting foul by I. Hicks (drawn by Z. Pachulia),,120,104
408,4,1:40.0,Z. Pachulia makes free throw 1 of 2,,121,104
409,4,1:40.0,Z. Pachulia misses free throw 2 of 2,,121,104
410,4,1:37.0,,Defensive rebound by T. Williams,121,104
411,4,1:20.0,,Turnover by D. Dotson (bad pass; steal by O. Casspi),121,104
412,4,1:02.0,Turnover by Z. Pachulia (bad pass),,121,104
413,4,0:54.0,,T. Burke makes 2-pt jump shot from 11 ft,121,106
414,4,0:42.0,J. Bell makes 2-pt dunk from 1 ft (assist by Z. Pachulia),,123,106
415,4,0:35.0,,T. Burke makes 2-pt jump shot from 17 ft,123,108
416,4,0:35.0,,Shooting foul by Q. Cook (drawn by T. Burke),123,108
417,4,0:35.0,,T. Burke makes free throw 1 of 1,123,109
418,4,0:26.0,Shooting foul by D. Dotson (drawn by Z. Pachulia),,123,109
419,4,0:26.0,Z. Pachulia makes free throw 1 of 2,,124,109
420,4,0:26.0,Z. Pachulia makes free throw 2 of 2,,125,109
421,4,0:16.0,,I. Hicks makes 2-pt jump shot from 23 ft (assist by T. Burke),125,111
