,QUARTER,TIME_REMAINING,DETROIT_ACTION,TORONTO_ACTION,DETROIT_SCORE,TORONTO_SCORE
88,1,3:03.0,Detroit full timeout,,11,22
89,1,3:03.0,,D. Wright enters the game for K. Lowry,11,22
90,1,3:03.0,,P. Siakam enters the game for S. Ibaka,11,22
91,1,2:45.0,Turnover by A. Bradley (bad pass; steal by J. Poeltl),,11,22
92,1,2:41.0,D. Buycks enters the game for A. Drummond,,11,22
93,1,2:41.0,B. Marjanović enters the game for I. Smith,,11,22
94,1,2:40.0,,Shooting block foul by T. Harris (drawn by C. Miles),11,22
95,1,2:40.0,,C. Miles makes free throw 1 of 3,11,23
96,1,2:40.0,,C. Miles makes free throw 2 of 3,11,24
97,1,2:40.0,,C. Miles misses free throw 3 of 3,11,24
98,1,2:39.0,Defensive rebound by B. Marjanović,,11,24
99,1,2:24.0,T. Harris misses 2-pt layup from 1 ft,,11,24
100,1,2:21.0,,Defensive rebound by J. Poeltl,11,24
101,1,2:13.0,,D. DeRozan makes 2-pt jump shot from 11 ft,11,26
102,1,1:59.0,A. Bradley makes 2-pt layup from 1 ft,,13,26
103,1,1:41.0,,D. DeRozan misses 2-pt jump shot from 20 ft,13,26
104,1,1:39.0,Defensive rebound by T. Harris,,13,26
105,1,1:36.0,Personal foul by J. Poeltl (drawn by B. Marjanović),,13,26
106,1,1:36.0,B. Marjanović misses free throw 1 of 2,,13,26
107,1,1:36.0,Offensive rebound by Team,,13,26
108,1,1:36.0,B. Marjanović makes free throw 2 of 2,,14,26
109,1,1:24.0,,D. Wright misses 2-pt layup from 1 ft,14,26
110,1,1:21.0,Defensive rebound by B. Marjanović,,14,26
111,1,1:18.0,A. Bradley makes 2-pt dunk at rim (assist by D. Buycks),,16,26
112,1,1:01.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by D. DeRozan),16,29
113,1,0:46.0,Turnover by B. Marjanović (step out of bounds),,16,29
114,1,0:32.0,,C. Miles misses 3-pt jump shot from 26 ft,16,29
115,1,0:29.0,Defensive rebound by A. Tolliver,,16,29
116,1,0:10.0,Shooting foul by J. Poeltl (drawn by T. Harris),,16,29
117,1,0:10.0,T. Harris makes free throw 1 of 2,,17,29
118,1,0:10.0,T. Harris makes free throw 2 of 2,,18,29
119,1,0:04.0,,D. DeRozan misses 3-pt jump shot from 27 ft,18,29
120,1,0:02.0,,Offensive rebound by J. Poeltl,18,29
121,1,0:02.0,,J. Poeltl makes 2-pt layup from 1 ft,18,31
122,1,0:02.0,,Shooting foul by T. Harris (drawn by J. Poeltl),18,31
123,1,0:02.0,,J. Poeltl misses free throw 1 of 1,18,31
124,1,0:01.0,Defensive rebound by B. Marjanović,,18,31
125,1,0:00.0,Turnover by B. Marjanović (bad pass; steal by C. Miles),,18,31
126,1,0:00.0,,C. Miles misses 3-pt jump shot from 24 ft,18,31
127,1,0:00.0,,Offensive rebound by Team,18,31
128,2,11:43.0,B. Marjanović makes 2-pt layup from 1 ft (assist by D. Buycks),,20,31
129,2,11:30.0,,C. Miles misses 3-pt jump shot from 25 ft,20,31
130,2,11:29.0,Defensive rebound by Team,,20,31
131,2,11:18.0,Personal foul by L. Nogueira (drawn by B. Marjanović),,20,31
132,2,11:10.0,B. Marjanović makes 2-pt dunk at rim (assist by A. Tolliver),,22,31
133,2,10:42.0,,Turnover by Team (shot clock),22,31
134,2,10:35.0,D. Buycks misses 2-pt layup from 1 ft,,22,31
135,2,10:32.0,Offensive rebound by D. Buycks,,22,31
136,2,10:30.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by D. Buycks),,25,31
137,2,10:17.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by D. Wright),25,34
138,2,10:03.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by D. Buycks),,28,34
139,2,9:45.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by P. Siakam),28,37
140,2,9:27.0,B. Marjanović misses 2-pt layup from 1 ft,,28,37
141,2,9:27.0,,Defensive rebound by L. Nogueira,28,37
142,2,9:13.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by D. Wright),28,40
143,2,9:04.0,Detroit full timeout,,28,40
144,2,8:59.0,Personal foul by C. Miles (drawn by R. Bullock),,28,40
145,2,8:47.0,L. Galloway misses 3-pt jump shot from 25 ft,,28,40
146,2,8:43.0,Offensive rebound by R. Bullock,,28,40
147,2,8:42.0,R. Bullock misses 2-pt layup from 1 ft,,28,40
148,2,8:40.0,,Defensive rebound by N. Powell,28,40
149,2,8:39.0,,P. Siakam makes 2-pt layup from 1 ft (assist by D. Wright),28,42
150,2,8:22.0,B. Marjanović makes 2-pt hook shot from 5 ft (assist by D. Buycks),,30,42
151,2,8:06.0,,C. Miles misses 3-pt jump shot from 26 ft,30,42
152,2,8:03.0,Defensive rebound by B. Marjanović,,30,42
153,2,7:53.0,D. Buycks misses 2-pt jump shot from 4 ft,,30,42
154,2,7:51.0,Offensive rebound by L. Galloway,,30,42
155,2,7:49.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by L. Galloway),,33,42
156,2,7:39.0,,Turnover by L. Nogueira (lost ball; steal by R. Bullock),33,42
157,2,7:39.0,Personal foul by N. Powell (drawn by R. Bullock),,33,42
158,2,7:39.0,,J. Valančiūnas enters the game for C. Miles,33,42
159,2,7:39.0,,K. Lowry enters the game for L. Nogueira,33,42
160,2,7:39.0,A. Drummond enters the game for B. Marjanović,,33,42
161,2,7:29.0,Turnover by A. Drummond (bad pass; steal by N. Powell),,33,42
162,2,7:13.0,,J. Valančiūnas makes 3-pt jump shot from 26 ft (assist by N. Powell),33,45
163,2,6:45.0,A. Drummond makes 2-pt layup at rim (assist by A. Tolliver),,35,45
164,2,6:25.0,,J. Valančiūnas misses 2-pt jump shot from 14 ft,35,45
165,2,6:22.0,,Offensive rebound by K. Lowry,35,45
166,2,6:16.0,,Shooting foul by R. Bullock (drawn by J. Valančiūnas),35,45
167,2,6:16.0,,J. Valančiūnas makes free throw 1 of 2,35,46
168,2,6:16.0,,D. DeRozan enters the game for D. Wright,35,46
169,2,6:16.0,I. Smith enters the game for D. Buycks,,35,46
170,2,6:16.0,T. Harris enters the game for R. Bullock,,35,46
171,2,6:16.0,A. Bradley enters the game for A. Tolliver,,35,46
172,2,6:16.0,,J. Valančiūnas makes free throw 2 of 2,35,47
173,2,6:06.0,Personal foul by N. Powell (drawn by A. Bradley),,35,47
174,2,6:06.0,,S. Ibaka enters the game for P. Siakam,35,47
175,2,5:58.0,T. Harris makes 2-pt jump shot from 13 ft,,37,47
176,2,5:42.0,Offensive charge foul by J. Valančiūnas (drawn by T. Harris),,37,47
177,2,5:42.0,,Turnover by J. Valančiūnas (offensive foul),37,47
178,2,5:28.0,T. Harris misses 3-pt jump shot from 25 ft,,37,47
179,2,5:24.0,Offensive rebound by Team,,37,47
180,2,5:12.0,Turnover by A. Bradley (bad pass),,37,47
181,2,4:46.0,,D. DeRozan misses 3-pt jump shot from 27 ft,37,47
182,2,4:42.0,Defensive rebound by I. Smith,,37,47
183,2,4:34.0,I. Smith misses 2-pt jump shot from 12 ft,,37,47
184,2,4:32.0,,Defensive rebound by J. Valančiūnas,37,47
185,2,4:24.0,,Shooting block foul by A. Drummond (drawn by J. Valančiūnas),37,47
186,2,4:24.0,,J. Valančiūnas makes free throw 1 of 2,37,48
187,2,4:24.0,,O. Anunoby enters the game for N. Powell,37,48
188,2,4:24.0,,J. Valančiūnas makes free throw 2 of 2,37,49
189,2,4:05.0,T. Harris makes 2-pt layup from 3 ft,,39,49
190,2,3:43.0,,K. Lowry misses 3-pt jump shot from 26 ft,39,49
191,2,3:40.0,,Offensive rebound by S. Ibaka,39,49
192,2,3:38.0,,Turnover by S. Ibaka (bad pass; steal by L. Galloway),39,49
193,2,3:36.0,Personal foul by K. Lowry (drawn by I. Smith),,39,49
194,2,3:36.0,I. Smith misses free throw 1 of 2,,39,49
195,2,3:36.0,Offensive rebound by Team,,39,49
196,2,3:36.0,I. Smith makes free throw 2 of 2,,40,49
197,2,3:21.0,,Turnover by K. Lowry (lost ball; steal by A. Drummond),40,49
198,2,3:18.0,Shooting foul by S. Ibaka (drawn by A. Bradley),,40,49
199,2,3:18.0,A. Bradley misses free throw 1 of 2,,40,49
200,2,3:18.0,Offensive rebound by Team,,40,49
201,2,3:18.0,A. Bradley misses free throw 2 of 2,,40,49
202,2,3:15.0,,Defensive rebound by J. Valančiūnas,40,49
203,2,2:53.0,,D. DeRozan misses 2-pt jump shot from 17 ft,40,49
204,2,2:48.0,Defensive rebound by A. Drummond,,40,49
205,2,2:37.0,L. Galloway makes 2-pt jump shot from 7 ft (assist by T. Harris),,42,49
206,2,2:31.0,,Toronto full timeout,42,49
207,2,2:19.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by S. Ibaka),42,51
208,2,2:05.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by I. Smith),,45,51
209,2,1:46.0,,Turnover by D. DeRozan (lost ball; steal by A. Drummond),45,51
210,2,1:42.0,A. Bradley misses 2-pt layup from 1 ft,,45,51
211,2,1:42.0,Offensive rebound by A. Drummond,,45,51
212,2,1:39.0,A. Drummond makes 2-pt layup at rim,,47,51
213,2,1:39.0,,Turnover by O. Anunoby (bad pass),47,51
214,2,1:31.0,,Offensive charge foul by T. Harris (drawn by O. Anunoby),47,51
215,2,1:31.0,Turnover by T. Harris (offensive foul),,47,51
216,2,1:31.0,A. Tolliver enters the game for T. Harris,,47,51
217,2,1:10.0,,Turnover by D. DeRozan (bad pass; steal by L. Galloway),47,51
218,2,1:01.0,I. Smith misses 2-pt layup from 2 ft,,47,51
219,2,1:00.0,Offensive rebound by A. Drummond,,47,51
220,2,1:00.0,A. Drummond makes 2-pt dunk at rim,,49,51
221,2,0:48.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),49,54
222,2,0:38.0,L. Galloway misses 3-pt jump shot from 25 ft,,49,54
223,2,0:35.0,,Defensive rebound by K. Lowry,49,54
224,2,0:32.0,,K. Lowry misses 3-pt jump shot from 30 ft,49,54
225,2,0:30.0,Defensive rebound by A. Drummond,,49,54
226,2,0:19.0,A. Bradley makes 2-pt layup from 1 ft (assist by A. Drummond),,51,54
227,2,0:03.0,,Turnover by D. DeRozan (lost ball; steal by A. Bradley),51,54
228,2,0:00.0,I. Smith misses 3-pt jump shot from 26 ft,,51,54
229,2,0:00.0,Offensive rebound by Team,,51,54
230,3,11:46.0,I. Smith misses 2-pt jump shot from 8 ft,,51,54
231,3,11:44.0,,Defensive rebound by J. Valančiūnas,51,54
232,3,11:37.0,,S. Ibaka misses 2-pt hook shot from 8 ft,51,54
233,3,11:35.0,Defensive rebound by A. Drummond,,51,54
234,3,11:19.0,A. Bradley makes 2-pt jump shot from 7 ft,,53,54
235,3,11:04.0,,D. DeRozan misses 2-pt jump shot from 15 ft,53,54
236,3,11:04.0,Defensive rebound by A. Drummond,,53,54
237,3,10:52.0,A. Bradley misses 2-pt jump shot from 12 ft,,53,54
238,3,10:48.0,Offensive rebound by A. Drummond,,53,54
239,3,10:48.0,A. Drummond makes 2-pt hook shot from 1 ft,,55,54
240,3,10:25.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),55,57
241,3,10:09.0,A. Bradley misses 2-pt jump shot from 3 ft,,55,57
242,3,10:04.0,Offensive rebound by A. Drummond,,55,57
243,3,10:04.0,A. Drummond makes 2-pt layup at rim,,57,57
244,3,9:53.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),57,60
245,3,9:43.0,Personal foul by J. Valančiūnas (drawn by A. Drummond),,57,60
246,3,9:36.0,I. Smith makes 2-pt jump shot from 15 ft,,59,60
247,3,9:19.0,,Def 3 sec tech foul by T. Harris,59,60
248,3,9:19.0,,D. DeRozan makes technical free throw,59,61
249,3,9:04.0,,J. Valančiūnas misses 2-pt jump shot from 5 ft,59,61
250,3,9:02.0,Defensive rebound by A. Bradley,,59,61
251,3,8:55.0,T. Harris makes 2-pt layup from 1 ft (assist by A. Bradley),,61,61
252,3,8:33.0,,K. Lowry makes 2-pt layup from 1 ft,61,63
253,3,8:13.0,A. Drummond makes 2-pt dunk at rim (assist by T. Harris),,63,63
254,3,7:52.0,,Personal block foul by A. Tolliver (drawn by D. DeRozan),63,63
255,3,7:45.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by D. DeRozan),63,65
256,3,7:25.0,T. Harris misses 2-pt jump shot from 11 ft,,63,65
257,3,7:24.0,Offensive rebound by Team,,63,65
258,3,7:18.0,T. Harris misses 3-pt jump shot from 25 ft,,63,65
259,3,7:15.0,,Defensive rebound by J. Valančiūnas,63,65
260,3,7:03.0,,J. Valančiūnas misses 2-pt hook shot from 2 ft,63,65
261,3,7:01.0,Defensive rebound by A. Drummond,,63,65
262,3,6:56.0,I. Smith misses 2-pt layup from 4 ft (block by O. Anunoby),,63,65
263,3,6:53.0,,Defensive rebound by K. Lowry,63,65
264,3,6:43.0,,J. Valančiūnas makes 2-pt layup at rim (assist by O. Anunoby),63,67
265,3,6:23.0,A. Tolliver misses 3-pt jump shot from 27 ft,,63,67
266,3,6:22.0,,Defensive rebound by Team,63,67
267,3,6:22.0,,Toronto full timeout,63,67
268,3,6:02.0,,J. Valančiūnas misses 2-pt jump shot from 6 ft,63,67
269,3,6:00.0,Defensive rebound by T. Harris,,63,67
270,3,5:49.0,A. Drummond misses 2-pt layup from 2 ft,,63,67
271,3,5:49.0,,Defensive rebound by J. Valančiūnas,63,67
272,3,5:35.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,63,67
273,3,5:32.0,,Offensive rebound by K. Lowry,63,67
274,3,5:14.0,,Turnover by J. Valančiūnas (bad pass; steal by I. Smith),63,67
275,3,5:08.0,T. Harris misses 3-pt jump shot from 26 ft,,63,67
276,3,5:05.0,,Defensive rebound by J. Valančiūnas,63,67
277,3,4:58.0,,Personal foul by T. Harris (drawn by J. Valančiūnas),63,67
278,3,4:58.0,,J. Poeltl enters the game for O. Anunoby,63,67
279,3,4:58.0,,C. Miles enters the game for J. Valančiūnas,63,67
280,3,4:58.0,R. Bullock enters the game for T. Harris,,63,67
281,3,4:52.0,,D. DeRozan makes 2-pt jump shot from 14 ft (assist by K. Lowry),63,69
282,3,4:36.0,Personal block foul by D. DeRozan (drawn by I. Smith),,63,69
283,3,4:29.0,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),,65,69
284,3,4:06.0,,C. Miles misses 2-pt jump shot from 21 ft,65,69
285,3,4:03.0,Defensive rebound by A. Bradley,,65,69
286,3,3:51.0,A. Bradley misses 3-pt jump shot from 23 ft,,65,69
287,3,3:48.0,,Defensive rebound by K. Lowry,65,69
288,3,3:41.0,,D. DeRozan misses 2-pt jump shot from 11 ft,65,69
289,3,3:37.0,Defensive rebound by A. Tolliver,,65,69
290,3,3:33.0,,Offensive charge foul by I. Smith (drawn by K. Lowry),65,69
291,3,3:33.0,Turnover by I. Smith (offensive foul),,65,69
292,3,3:33.0,,P. Siakam enters the game for S. Ibaka,65,69
293,3,3:19.0,,Turnover by C. Miles (bad pass; steal by A. Drummond),65,69
294,3,3:16.0,R. Bullock makes 2-pt layup at rim (assist by A. Drummond),,67,69
295,3,2:57.0,,K. Lowry misses 3-pt jump shot from 24 ft,67,69
296,3,2:56.0,,Offensive rebound by J. Poeltl,67,69
297,3,2:56.0,,Personal foul by A. Tolliver (drawn by J. Poeltl),67,69
298,3,2:56.0,Detroit full timeout,,67,69
299,3,2:56.0,,D. Wright enters the game for K. Lowry,67,69
300,3,2:56.0,D. Buycks enters the game for I. Smith,,67,69
301,3,2:39.0,,P. Siakam makes 2-pt jump shot from 9 ft,67,71
302,3,2:12.0,A. Bradley misses 2-pt layup from 1 ft,,67,71
303,3,2:07.0,Offensive rebound by A. Drummond,,67,71
304,3,2:07.0,A. Drummond makes 2-pt layup at rim,,69,71
305,3,1:49.0,,J. Poeltl misses 2-pt layup at rim,69,71
306,3,1:45.0,Defensive rebound by A. Drummond,,69,71
307,3,1:34.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by D. Buycks),,72,71
308,3,1:14.0,,Turnover by D. Wright (lost ball; steal by D. Buycks),72,71
309,3,0:59.0,D. Buycks misses 2-pt layup from 3 ft (block by J. Poeltl),,72,71
310,3,0:59.0,Offensive rebound by Team,,72,71
311,3,0:57.0,A. Bradley misses 2-pt jump shot from 17 ft (block by J. Poeltl),,72,71
312,3,0:54.0,,Defensive rebound by D. Wright,72,71
313,3,0:41.0,,J. Poeltl misses 2-pt layup from 2 ft (block by A. Tolliver),72,71
314,3,0:38.0,Defensive rebound by D. Buycks,,72,71
315,3,0:35.0,D. Buycks misses 2-pt layup from 2 ft (block by D. Wright),,72,71
316,3,0:32.0,,Defensive rebound by D. DeRozan,72,71
317,3,0:32.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by D. DeRozan),72,73
318,3,0:20.0,Shooting block foul by C. Miles (drawn by A. Drummond),,72,73
319,3,0:20.0,A. Drummond makes free throw 1 of 2,,73,73
320,3,0:20.0,A. Drummond misses free throw 2 of 2,,73,73
321,3,0:18.0,,Defensive rebound by P. Siakam,73,73
322,3,0:04.0,,Personal foul by D. Buycks (drawn by D. Wright),73,73
323,3,0:02.0,,D. DeRozan misses 2-pt jump shot from 17 ft,73,73
324,3,0:02.0,,Offensive rebound by D. Wright,73,73
325,4,11:46.0,,D. Wright misses 2-pt layup from 2 ft (block by B. Marjanović),73,73
326,4,11:46.0,,Offensive rebound by Team,73,73
327,4,11:44.0,,C. Miles misses 3-pt jump shot from 23 ft,73,73
328,4,11:41.0,Defensive rebound by T. Harris,,73,73
329,4,11:29.0,T. Harris misses 2-pt jump shot from 4 ft,,73,73
330,4,11:27.0,,Defensive rebound by P. Siakam,73,73
331,4,11:14.0,,C. Miles misses 3-pt jump shot from 23 ft,73,73
332,4,11:11.0,Defensive rebound by B. Marjanović,,73,73
333,4,11:04.0,D. Buycks makes 3-pt jump shot from 28 ft (assist by T. Harris),,76,73
334,4,10:41.0,,D. Wright makes 2-pt layup from 1 ft,76,75
335,4,10:19.0,B. Marjanović misses 2-pt hook shot from 5 ft,,76,75
336,4,10:17.0,,Defensive rebound by D. Wright,76,75
337,4,10:11.0,,C. Miles misses 2-pt layup from 1 ft,76,75
338,4,10:09.0,Defensive rebound by B. Marjanović,,76,75
339,4,10:02.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by R. Bullock),,79,75
340,4,9:37.0,,N. Powell misses 3-pt jump shot from 25 ft,79,75
341,4,9:32.0,Defensive rebound by T. Harris,,79,75
342,4,9:24.0,Turnover by T. Harris (bad pass; steal by P. Siakam),,79,75
343,4,9:19.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by N. Powell),79,78
344,4,8:54.0,B. Marjanović misses 2-pt hook shot from 5 ft,,79,78
345,4,8:51.0,,Defensive rebound by J. Poeltl,79,78
346,4,8:44.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by D. Wright),79,80
347,4,8:44.0,,Shooting block foul by T. Harris (drawn by J. Poeltl),79,80
348,4,8:44.0,A. Drummond enters the game for B. Marjanović,,79,80
349,4,8:44.0,A. Tolliver enters the game for T. Harris,,79,80
350,4,8:44.0,,J. Poeltl misses free throw 1 of 1,79,80
351,4,8:41.0,Defensive rebound by A. Drummond,,79,80
352,4,8:26.0,,Offensive charge foul by D. Buycks (drawn by D. Wright),79,80
353,4,8:26.0,Turnover by D. Buycks (offensive foul),,79,80
354,4,8:14.0,Violation by A. Drummond (kicked ball),,79,80
355,4,8:09.0,Offensive charge foul by J. Poeltl (drawn by A. Tolliver),,79,80
356,4,8:09.0,,Turnover by J. Poeltl (offensive foul),79,80
357,4,7:54.0,Turnover by A. Drummond (out of bounds lost ball),,79,80
358,4,7:35.0,,Turnover by P. Siakam (lost ball; steal by A. Drummond),79,80
359,4,7:26.0,A. Drummond misses 2-pt layup from 10 ft (block by P. Siakam),,79,80
360,4,7:22.0,Offensive rebound by A. Drummond,,79,80
361,4,7:21.0,A. Drummond makes 2-pt hook shot from 2 ft,,81,80
362,4,7:05.0,,N. Powell misses 3-pt jump shot from 25 ft,81,80
363,4,7:05.0,Defensive rebound by A. Tolliver,,81,80
364,4,6:48.0,Turnover by R. Bullock (lost ball; steal by P. Siakam),,81,80
365,4,6:43.0,,C. Miles makes 2-pt layup from 1 ft (assist by D. Wright),81,82
366,4,6:43.0,,Shooting foul by A. Tolliver (drawn by C. Miles),81,82
367,4,6:43.0,,Toronto full timeout,81,82
368,4,6:43.0,,K. Lowry enters the game for N. Powell,81,82
369,4,6:43.0,,D. DeRozan enters the game for P. Siakam,81,82
370,4,6:43.0,I. Smith enters the game for D. Buycks,,81,82
371,4,6:43.0,,C. Miles misses free throw 1 of 1,81,82
372,4,6:41.0,Defensive rebound by A. Drummond,,81,82
373,4,6:30.0,L. Galloway misses 3-pt jump shot from 27 ft,,81,82
374,4,6:26.0,,Defensive rebound by C. Miles,81,82
375,4,6:10.0,,D. DeRozan makes 2-pt jump shot from 23 ft (assist by C. Miles),81,84
376,4,5:52.0,A. Tolliver misses 3-pt jump shot from 22 ft,,81,84
377,4,5:51.0,,Defensive rebound by K. Lowry,81,84
378,4,5:28.0,,K. Lowry makes 3-pt jump shot from 28 ft,81,87
