,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
381,4,4:27.0,,L. Markkanen enters the game for B. Portis,103,104
382,4,4:27.0,M. Williams enters the game for F. Kaminsky,,103,104
383,4,4:27.0,N. Batum makes free throw 2 of 2,,104,104
384,4,4:15.0,,D. Valentine misses 2-pt jump shot from 15 ft,104,104
385,4,4:10.0,Defensive rebound by K. Walker,,104,104
386,4,4:04.0,Turnover by K. Walker (bad pass; steal by K. Dunn),,104,104
387,4,3:58.0,,J. Holiday makes 2-pt layup from 1 ft (assist by L. Markkanen),104,106
388,4,3:58.0,,Shooting foul by N. Batum (drawn by J. Holiday),104,106
389,4,3:58.0,,J. Holiday makes free throw 1 of 1,104,107
390,4,3:46.0,Shooting foul by K. Dunn (drawn by K. Walker),,104,107
391,4,3:46.0,K. Walker makes free throw 1 of 3,,105,107
392,4,3:46.0,K. Walker makes free throw 2 of 3,,106,107
393,4,3:46.0,K. Walker makes free throw 3 of 3,,107,107
394,4,3:36.0,,L. Markkanen misses 3-pt jump shot from 25 ft,107,107
395,4,3:30.0,Defensive rebound by D. Howard,,107,107
396,4,3:14.0,K. Walker makes 2-pt jump shot from 20 ft,,109,107
397,4,2:59.0,Charlotte full timeout,,109,107
398,4,2:50.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by K. Dunn),109,110
399,4,2:41.0,Personal foul by D. Valentine (drawn by D. Howard),,109,110
400,4,2:41.0,D. Howard makes free throw 1 of 2,,110,110
401,4,2:41.0,D. Howard misses free throw 2 of 2,,110,110
402,4,2:35.0,Offensive rebound by D. Howard,,110,110
403,4,2:33.0,M. Williams misses 3-pt jump shot from 24 ft,,110,110
404,4,2:30.0,,Defensive rebound by K. Dunn,110,110
405,4,2:24.0,,K. Dunn makes 2-pt layup at rim,110,112
406,4,2:17.0,Personal foul by J. Holiday (drawn by D. Howard),,110,112
407,4,2:17.0,D. Howard misses free throw 1 of 2,,110,112
408,4,2:17.0,Offensive rebound by Team,,110,112
409,4,2:17.0,D. Howard makes free throw 2 of 2,,111,112
410,4,2:03.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by K. Dunn),111,115
411,4,2:02.0,Charlotte full timeout,,111,115
412,4,1:51.0,Turnover by M. Williams (lost ball; steal by L. Markkanen),,111,115
413,4,1:51.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by L. Markkanen),111,117
414,4,1:38.0,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft (assist by K. Walker),,113,117
415,4,1:29.0,,L. Markkanen misses 3-pt jump shot from 25 ft,113,117
416,4,1:23.0,Defensive rebound by D. Howard,,113,117
417,4,1:19.0,N. Batum makes 2-pt layup at rim,,115,117
418,4,1:03.0,,D. Valentine makes 2-pt jump shot from 6 ft,115,119
419,4,0:57.0,K. Walker makes 3-pt jump shot from 25 ft,,118,119
420,4,0:43.0,,K. Dunn makes 2-pt jump shot from 3 ft,118,121
421,4,0:32.0,K. Walker makes 2-pt layup from 2 ft,,120,121
422,4,0:13.0,,R. Lopez misses 2-pt jump shot from 18 ft,120,121
423,4,0:10.0,Defensive rebound by M. Kidd-Gilchrist,,120,121
424,4,0:10.0,Charlotte full timeout,,120,121
425,4,0:10.0,,C. Felício enters the game for R. Lopez,120,121
426,4,0:10.0,,Q. Pondexter enters the game for D. Valentine,120,121
427,4,0:10.0,J. Lamb enters the game for M. Kidd-Gilchrist,,120,121
428,4,0:10.0,F. Kaminsky enters the game for M. Williams,,120,121
429,4,0:03.0,K. Walker misses 2-pt layup from 2 ft,,120,121
430,4,0:02.0,,Defensive rebound by L. Markkanen,120,121
431,4,0:02.0,,Personal foul by D. Howard (drawn by L. Markkanen),120,121
432,4,0:02.0,,L. Markkanen makes free throw 1 of 2,120,122
433,4,0:02.0,,B. Portis enters the game for C. Felício,120,122
434,4,0:02.0,,L. Markkanen makes free throw 2 of 2,120,123
435,4,0:00.0,K. Walker misses 3-pt jump shot from 42 ft,,120,123
436,4,0:00.0,Offensive rebound by Team,,120,123
