,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MEMPHIS_ACTION,PORTLAND_SCORE,MEMPHIS_SCORE
0,1,11:44.0,S. Napier misses 3-pt jump shot from 23 ft,,0,0
1,1,11:40.0,,Defensive rebound by D. Brooks,0,0
2,1,11:22.0,,D. Brooks makes 2-pt jump shot at rim (assist by M. Gasol),0,2
3,1,11:06.0,Personal foul by J. Green (drawn by A. Aminu),,0,2
4,1,10:53.0,E. Turner misses 3-pt jump shot from 24 ft,,0,2
5,1,10:50.0,,Defensive rebound by M. Chalmers,0,2
6,1,10:45.0,,J. Green makes 2-pt jump shot from 20 ft (assist by J. Martin),0,4
7,1,10:28.0,Turnover by C. McCollum (lost ball; steal by D. Brooks),,0,4
8,1,10:26.0,,D. Brooks makes 2-pt dunk at rim,0,6
9,1,10:10.0,C. McCollum makes 2-pt jump shot from 21 ft,,2,6
10,1,9:48.0,,J. Martin misses 2-pt jump shot from 13 ft,2,6
11,1,9:46.0,Defensive rebound by J. Nurkić,,2,6
12,1,9:38.0,E. Turner misses 2-pt layup at rim,,2,6
13,1,9:36.0,,Defensive rebound by J. Green,2,6
14,1,9:30.0,,M. Chalmers misses 2-pt jump shot from 6 ft (block by J. Nurkić),2,6
15,1,9:27.0,,Offensive rebound by M. Chalmers,2,6
16,1,9:22.0,,D. Brooks misses 3-pt jump shot from 25 ft,2,6
17,1,9:18.0,Defensive rebound by C. McCollum,,2,6
18,1,9:07.0,C. McCollum makes 3-pt jump shot from 25 ft,,5,6
19,1,8:51.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by D. Brooks),5,9
20,1,8:39.0,Turnover by J. Nurkić (lost ball; steal by M. Gasol),,5,9
21,1,8:31.0,,D. Brooks misses 2-pt layup from 2 ft,5,9
22,1,8:28.0,,Offensive rebound by D. Brooks,5,9
23,1,8:27.0,,J. Green misses 3-pt jump shot from 25 ft,5,9
24,1,8:27.0,,Offensive rebound by Team,5,9
25,1,8:27.0,Loose ball foul by S. Napier (drawn by J. Martin),,5,9
26,1,8:21.0,,Turnover by M. Chalmers (bad pass),5,9
27,1,8:08.0,S. Napier misses 3-pt jump shot from 25 ft,,5,9
28,1,8:06.0,,Defensive rebound by J. Martin,5,9
29,1,7:51.0,,J. Green makes 2-pt dunk from 1 ft (assist by M. Chalmers),5,11
30,1,7:23.0,S. Napier misses 2-pt jump shot from 3 ft,,5,11
31,1,7:23.0,Offensive rebound by Team,,5,11
32,1,7:23.0,,Loose ball foul by M. Gasol (drawn by J. Nurkić),5,11
33,1,7:23.0,,K. Simmons enters the game for M. Chalmers,5,11
34,1,7:16.0,A. Aminu misses 3-pt jump shot from 25 ft,,5,11
35,1,7:12.0,,Defensive rebound by J. Martin,5,11
36,1,6:56.0,,M. Gasol misses 2-pt jump shot from 5 ft,5,11
37,1,6:55.0,,Offensive rebound by J. Green,5,11
38,1,6:55.0,,J. Green misses 2-pt layup from 1 ft (block by E. Turner),5,11
39,1,6:55.0,,Offensive rebound by Team,5,11
40,1,6:55.0,,Memphis full timeout,5,11
41,1,6:46.0,,Turnover by K. Simmons (bad pass; steal by A. Aminu),5,11
42,1,6:42.0,A. Aminu makes 2-pt layup at rim (assist by S. Napier),,7,11
43,1,6:22.0,,M. Gasol misses 3-pt jump shot from 26 ft,7,11
44,1,6:20.0,Defensive rebound by J. Nurkić,,7,11
45,1,6:01.0,C. McCollum makes 2-pt jump shot from 19 ft (assist by J. Nurkić),,9,11
46,1,5:37.0,,Shooting foul by J. Nurkić (drawn by M. Gasol),9,11
47,1,5:37.0,,M. Gasol misses free throw 1 of 2,9,11
48,1,5:37.0,,Offensive rebound by Team,9,11
49,1,5:37.0,,W. Selden enters the game for J. Martin,9,11
50,1,5:37.0,E. Davis enters the game for E. Turner,,9,11
51,1,5:37.0,Z. Collins enters the game for J. Nurkić,,9,11
52,1,5:37.0,,M. Gasol makes free throw 2 of 2,9,12
53,1,5:20.0,Z. Collins misses 2-pt layup from 1 ft,,9,12
54,1,5:18.0,,Defensive rebound by M. Gasol,9,12
55,1,5:13.0,,M. Gasol misses 2-pt layup from 4 ft,9,12
56,1,5:10.0,Defensive rebound by A. Aminu,,9,12
57,1,5:05.0,C. McCollum makes 3-pt jump shot from 25 ft,,12,12
58,1,4:39.0,,K. Simmons makes 2-pt jump shot from 9 ft (assist by M. Gasol),12,14
59,1,4:11.0,Turnover by A. Aminu (bad pass; steal by M. Gasol),,12,14
60,1,4:00.0,,W. Selden misses 2-pt jump shot from 7 ft (block by E. Davis),12,14
61,1,3:53.0,Defensive rebound by A. Aminu,,12,14
62,1,3:50.0,Turnover by S. Napier (bad pass),,12,14
63,1,3:50.0,,C. Parsons enters the game for J. Green,12,14
64,1,3:50.0,,D. Davis enters the game for M. Gasol,12,14
65,1,3:50.0,P. Connaughton enters the game for S. Napier,,12,14
66,1,3:50.0,W. Baldwin enters the game for A. Aminu,,12,14
67,1,3:42.0,,Personal foul by P. Connaughton (drawn by D. Brooks),12,14
68,1,3:33.0,,Turnover by W. Selden (bad pass; steal by C. McCollum),12,14
69,1,3:25.0,E. Davis makes 2-pt dunk at rim (assist by C. McCollum),,14,14
70,1,3:09.0,,Shooting foul by Z. Collins (drawn by D. Brooks),14,14
71,1,3:09.0,,D. Brooks misses free throw 1 of 2,14,14
72,1,3:09.0,,Offensive rebound by Team,14,14
73,1,3:09.0,,D. Brooks misses free throw 2 of 2,14,14
74,1,3:07.0,Defensive rebound by E. Davis,,14,14
75,1,2:59.0,W. Baldwin makes 2-pt jump shot from 8 ft,,16,14
76,1,2:42.0,,K. Simmons misses 2-pt layup from 4 ft,16,14
77,1,2:42.0,,Offensive rebound by Team,16,14
78,1,2:42.0,Portland full timeout,,16,14
79,1,2:42.0,,M. Brooks enters the game for D. Brooks,16,14
80,1,2:32.0,,M. Brooks misses 2-pt jump shot from 19 ft,16,14
81,1,2:29.0,Defensive rebound by Z. Collins,,16,14
82,1,2:22.0,C. McCollum makes 2-pt jump shot from 9 ft,,18,14
83,1,2:00.0,,D. Davis misses 2-pt jump shot from 19 ft,18,14
84,1,1:57.0,Defensive rebound by E. Davis,,18,14
85,1,1:47.0,C. McCollum makes 2-pt layup at rim,,20,14
86,1,1:28.0,,W. Selden misses 2-pt jump shot from 14 ft,20,14
87,1,1:26.0,Defensive rebound by W. Baldwin,,20,14
88,1,1:20.0,Z. Collins makes 2-pt layup from 1 ft (assist by C. McCollum),,22,14
89,1,1:20.0,,Memphis full timeout,22,14
90,1,1:01.0,,C. Parsons makes 3-pt jump shot from 25 ft,22,17
91,1,0:48.0,Z. Collins makes 3-pt jump shot from 22 ft (assist by C. McCollum),,25,17
92,1,0:35.0,,Turnover by K. Simmons (traveling),25,17
93,1,0:30.0,C. McCollum makes 2-pt jump shot at rim,,27,17
94,1,0:08.0,,W. Selden makes 3-pt jump shot from 25 ft,27,20
95,1,0:00.0,Shooting foul by C. Parsons (drawn by E. Davis),,27,20
96,1,0:00.0,E. Davis misses free throw 1 of 2,,27,20
97,1,0:00.0,Offensive rebound by Team,,27,20
98,1,0:00.0,E. Davis makes free throw 2 of 2,,28,20
99,2,11:44.0,,M. Brooks makes 2-pt jump shot from 5 ft,28,22
100,2,11:28.0,Shooting foul by C. Parsons (drawn by W. Baldwin),,28,22
101,2,11:28.0,W. Baldwin makes free throw 1 of 2,,29,22
102,2,11:28.0,W. Baldwin misses free throw 2 of 2,,29,22
103,2,11:26.0,,Defensive rebound by C. Parsons,29,22
104,2,11:20.0,,Turnover by M. Chalmers (out of bounds lost ball),29,22
105,2,11:07.0,Turnover by P. Connaughton (bad pass),,29,22
106,2,10:53.0,,M. Brooks makes 2-pt jump shot from 15 ft,29,24
