,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
35,1,8:01.0,,Shooting foul by R. Covington (drawn by B. Bogdanović),8,9
36,1,8:01.0,,B. Bogdanović makes free throw 1 of 2,8,10
37,1,8:01.0,J. Bayless enters the game for J. Redick,,8,10
38,1,8:01.0,,B. Bogdanović makes free throw 2 of 2,8,11
39,1,7:53.0,Personal foul by D. Sabonis (drawn by J. Embiid),,8,11
40,1,7:39.0,B. Simmons misses 2-pt jump shot from 5 ft,,8,11
41,1,7:36.0,Offensive rebound by J. Embiid,,8,11
42,1,7:35.0,J. Embiid misses 2-pt hook shot from 5 ft,,8,11
43,1,7:35.0,,Defensive rebound by V. Oladipo,8,11
44,1,7:35.0,Loose ball foul by D. Šarić (drawn by V. Oladipo),,8,11
45,1,7:13.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Sabonis),8,13
46,1,6:57.0,R. Covington makes 2-pt layup from 1 ft (assist by B. Simmons),,10,13
47,1,6:37.0,,D. Sabonis misses 2-pt jump shot from 11 ft,10,13
48,1,6:35.0,Defensive rebound by J. Embiid,,10,13
49,1,6:28.0,J. Bayless misses 3-pt jump shot from 24 ft,,10,13
50,1,6:23.0,Offensive rebound by J. Bayless,,10,13
51,1,6:21.0,D. Šarić misses 2-pt layup from 2 ft,,10,13
52,1,6:19.0,,Defensive rebound by D. Sabonis,10,13
53,1,6:15.0,,V. Oladipo misses 2-pt layup at rim (block by J. Embiid),10,13
54,1,6:14.0,,Offensive rebound by D. Sabonis,10,13
55,1,6:14.0,,Shooting foul by J. Bayless (drawn by D. Sabonis),10,13
56,1,6:14.0,,Indiana full timeout,10,13
57,1,6:14.0,A. Johnson enters the game for J. Embiid,,10,13
58,1,6:14.0,,D. Sabonis makes free throw 1 of 2,10,14
59,1,6:14.0,,D. Sabonis makes free throw 2 of 2,10,15
60,1,5:51.0,R. Covington makes 3-pt jump shot from 26 ft (assist by D. Šarić),,13,15
61,1,5:51.0,Shooting foul by D. Collison (drawn by R. Covington),,13,15
62,1,5:51.0,R. Covington makes free throw 1 of 1,,14,15
63,1,5:45.0,,Personal foul by A. Johnson (drawn by D. Sabonis),14,15
64,1,5:34.0,,D. Collison makes 2-pt jump shot from 19 ft,14,17
65,1,5:25.0,A. Johnson makes 2-pt layup from 1 ft (assist by B. Simmons),,16,17
66,1,5:01.0,,T. Young makes 2-pt layup at rim (assist by V. Oladipo),16,19
67,1,4:55.0,Philadelphia full timeout,,16,19
68,1,4:49.0,R. Covington misses 2-pt jump shot from 7 ft,,16,19
69,1,4:46.0,,Defensive rebound by B. Bogdanović,16,19
70,1,4:31.0,,V. Oladipo misses 2-pt jump shot from 20 ft,16,19
71,1,4:29.0,Defensive rebound by R. Covington,,16,19
72,1,4:20.0,D. Šarić misses 2-pt jump shot from 16 ft,,16,19
73,1,4:16.0,Offensive rebound by R. Covington,,16,19
74,1,4:12.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,19,19
75,1,3:51.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by V. Oladipo),19,22
76,1,3:26.0,Personal block foul by B. Bogdanović (drawn by B. Simmons),,19,22
77,1,3:26.0,B. Simmons makes free throw 1 of 2,,20,22
78,1,3:26.0,,C. Joseph enters the game for D. Collison,20,22
79,1,3:26.0,,L. Stephenson enters the game for B. Bogdanović,20,22
80,1,3:26.0,J. Anderson enters the game for J. Bayless,,20,22
81,1,3:26.0,J. Redick enters the game for D. Šarić,,20,22
82,1,3:26.0,J. Embiid enters the game for R. Covington,,20,22
83,1,3:26.0,T. Booker enters the game for A. Johnson,,20,22
84,1,3:26.0,B. Simmons misses free throw 2 of 2,,20,22
85,1,3:25.0,,Defensive rebound by D. Sabonis,20,22
86,1,3:08.0,,V. Oladipo makes 2-pt jump shot from 19 ft (assist by C. Joseph),20,24
87,1,2:54.0,J. Embiid makes 2-pt layup from 1 ft (assist by J. Redick),,22,24
88,1,2:46.0,,C. Joseph makes 3-pt jump shot from 26 ft (assist by V. Oladipo),22,27
89,1,2:25.0,J. Redick misses 2-pt jump shot from 20 ft,,22,27
90,1,2:23.0,,Defensive rebound by C. Joseph,22,27
91,1,2:16.0,,L. Stephenson misses 3-pt jump shot from 26 ft,22,27
92,1,2:13.0,Defensive rebound by J. Redick,,22,27
93,1,2:01.0,J. Anderson misses 3-pt jump shot from 29 ft,,22,27
94,1,1:59.0,,Defensive rebound by V. Oladipo,22,27
95,1,1:58.0,,Personal take foul by J. Redick (drawn by V. Oladipo),22,27
96,1,1:58.0,,V. Oladipo makes free throw 1 of 2,22,28
97,1,1:58.0,,A. Jefferson enters the game for T. Young,22,28
98,1,1:58.0,T. McConnell enters the game for B. Simmons,,22,28
99,1,1:58.0,,V. Oladipo makes free throw 2 of 2,22,29
100,1,1:39.0,J. Embiid makes 2-pt jump shot from 21 ft (assist by J. Redick),,24,29
101,1,1:25.0,,V. Oladipo makes 2-pt jump shot from 18 ft,24,31
102,1,1:03.0,T. McConnell makes 3-pt jump shot from 22 ft (assist by J. Embiid),,27,31
103,1,0:47.0,,V. Oladipo misses 3-pt jump shot from 25 ft,27,31
104,1,0:45.0,Defensive rebound by J. Embiid,,27,31
105,1,0:36.0,J. Embiid misses 3-pt jump shot from 28 ft,,27,31
106,1,0:32.0,,Defensive rebound by Team,27,31
107,1,0:15.0,,C. Joseph makes 2-pt jump shot from 8 ft,27,33
108,1,0:04.0,T. McConnell misses 2-pt jump shot from 13 ft (block by L. Stephenson),,27,33
109,1,0:02.0,,Defensive rebound by C. Joseph,27,33
110,2,11:39.0,,A. Jefferson makes 2-pt jump shot from 9 ft,27,35
111,2,11:22.0,J. Redick misses 2-pt jump shot from 17 ft,,27,35
112,2,11:21.0,,Defensive rebound by A. Jefferson,27,35
113,2,11:15.0,,A. Jefferson misses 2-pt jump shot from 19 ft,27,35
114,2,11:10.0,Defensive rebound by J. Redick,,27,35
115,2,11:04.0,J. Embiid misses 3-pt jump shot from 27 ft,,27,35
116,2,11:01.0,,Defensive rebound by C. Joseph,27,35
117,2,10:53.0,,A. Jefferson makes 2-pt jump shot from 5 ft (assist by C. Joseph),27,37
118,2,10:53.0,,Shooting foul by J. Anderson (drawn by A. Jefferson),27,37
119,2,10:53.0,J. Bayless enters the game for J. Redick,,27,37
120,2,10:53.0,,A. Jefferson makes free throw 1 of 1,27,38
121,2,10:40.0,J. Embiid misses 2-pt jump shot from 7 ft,,27,38
122,2,10:38.0,Offensive rebound by T. Booker,,27,38
123,2,10:37.0,T. Booker misses 2-pt layup at rim (block by L. Stephenson),,27,38
124,2,10:37.0,,Defensive rebound by L. Stephenson,27,38
125,2,10:30.0,,D. Sabonis makes 2-pt dunk at rim (assist by L. Stephenson),27,40
126,2,10:29.0,Philadelphia full timeout,,27,40
127,2,10:29.0,R. Covington enters the game for J. Anderson,,27,40
128,2,10:17.0,J. Embiid misses 2-pt jump shot from 17 ft,,27,40
129,2,10:14.0,,Defensive rebound by L. Stephenson,27,40
130,2,10:09.0,,Turnover by L. Stephenson (bad pass; steal by J. Embiid),27,40
131,2,10:04.0,T. McConnell makes 2-pt layup at rim (assist by J. Bayless),,29,40
132,2,9:47.0,,L. Stephenson makes 2-pt jump shot from 17 ft,29,42
133,2,9:39.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by T. Booker),,32,42
134,2,9:26.0,,Turnover by L. Stephenson (bad pass; steal by R. Covington),32,42
135,2,9:22.0,Turnover by T. McConnell (bad pass; steal by J. Young),,32,42
136,2,9:04.0,,Turnover by D. Sabonis (bad pass; steal by R. Covington),32,42
137,2,8:59.0,Turnover by J. Embiid (lost ball; steal by C. Joseph),,32,42
138,2,8:44.0,,A. Jefferson makes 2-pt jump shot from 4 ft,32,44
139,2,8:23.0,J. Bayless misses 2-pt jump shot from 11 ft,,32,44
140,2,8:20.0,,Defensive rebound by D. Sabonis,32,44
141,2,8:00.0,,Turnover by A. Jefferson (lost ball; steal by J. Embiid),32,44
142,2,7:54.0,J. Bayless makes 3-pt jump shot from 26 ft (assist by T. McConnell),,35,44
143,2,7:43.0,,Indiana full timeout,35,44
144,2,7:43.0,,T. Young enters the game for L. Stephenson,35,44
145,2,7:43.0,,B. Bogdanović enters the game for A. Jefferson,35,44
146,2,7:43.0,B. Simmons enters the game for T. McConnell,,35,44
147,2,7:43.0,A. Johnson enters the game for J. Embiid,,35,44
148,2,7:43.0,D. Šarić enters the game for T. Booker,,35,44
149,2,7:36.0,,T. Young misses 2-pt jump shot from 15 ft,35,44
150,2,7:34.0,Defensive rebound by R. Covington,,35,44
151,2,7:16.0,J. Bayless makes 3-pt jump shot from 27 ft,,38,44
152,2,7:00.0,,Shooting foul by J. Bayless (drawn by D. Sabonis),38,44
153,2,7:00.0,,D. Sabonis misses free throw 1 of 2,38,44
154,2,7:00.0,,Offensive rebound by Team,38,44
155,2,7:00.0,,V. Oladipo enters the game for J. Young,38,44
156,2,7:00.0,,D. Sabonis makes free throw 2 of 2,38,45
157,2,6:42.0,B. Simmons misses 2-pt hook shot from 8 ft,,38,45
158,2,6:38.0,Offensive rebound by A. Johnson,,38,45
159,2,6:33.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by A. Johnson),,41,45
160,2,6:11.0,,C. Joseph makes 3-pt jump shot from 27 ft (assist by T. Young),41,48
161,2,5:43.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by B. Simmons),,44,48
162,2,5:28.0,,V. Oladipo misses 3-pt jump shot from 27 ft,44,48
163,2,5:25.0,Defensive rebound by J. Bayless,,44,48
164,2,5:18.0,,Offensive charge foul by J. Bayless (drawn by T. Young),44,48
165,2,5:18.0,Turnover by J. Bayless (offensive foul),,44,48
166,2,5:18.0,,D. Collison enters the game for C. Joseph,44,48
167,2,5:18.0,,M. Turner enters the game for D. Sabonis,44,48
168,2,5:18.0,J. Redick enters the game for J. Bayless,,44,48
169,2,5:08.0,,V. Oladipo makes 2-pt jump shot from 14 ft (assist by M. Turner),44,50
170,2,4:54.0,D. Šarić makes 2-pt jump shot from 14 ft (assist by R. Covington),,46,50
171,2,4:54.0,Shooting foul by T. Young (drawn by D. Šarić),,46,50
172,2,4:54.0,D. Šarić makes free throw 1 of 1,,47,50
173,2,4:39.0,,V. Oladipo misses 3-pt jump shot from 24 ft,47,50
174,2,4:37.0,Defensive rebound by R. Covington,,47,50
175,2,4:30.0,R. Covington makes 3-pt jump shot from 26 ft (assist by B. Simmons),,50,50
176,2,4:09.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,50,50
177,2,4:05.0,,Offensive rebound by T. Young,50,50
178,2,4:05.0,,T. Young misses 2-pt layup at rim,50,50
179,2,4:03.0,,Offensive rebound by T. Young,50,50
180,2,4:03.0,,T. Young misses 2-pt layup at rim,50,50
181,2,4:03.0,Defensive rebound by R. Covington,,50,50
182,2,3:52.0,Shooting foul by T. Young (drawn by D. Šarić),,50,50
183,2,3:52.0,D. Šarić misses free throw 1 of 2,,50,50
184,2,3:52.0,Offensive rebound by Team,,50,50
185,2,3:52.0,D. Šarić makes free throw 2 of 2,,51,50
186,2,3:39.0,,Shooting foul by A. Johnson (drawn by T. Young),51,50
187,2,3:39.0,,T. Young misses free throw 1 of 2,51,50
188,2,3:39.0,,Offensive rebound by Team,51,50
189,2,3:39.0,,T. Young misses free throw 2 of 2,51,50
190,2,3:37.0,Defensive rebound by D. Šarić,,51,50
191,2,3:25.0,Turnover by J. Redick (lost ball; steal by V. Oladipo),,51,50
192,2,3:13.0,,B. Bogdanović misses 2-pt layup from 3 ft,51,50
193,2,3:09.0,Defensive rebound by R. Covington,,51,50
194,2,3:03.0,J. Redick misses 3-pt jump shot from 23 ft,,51,50
195,2,3:01.0,,Defensive rebound by M. Turner,51,50
196,2,2:50.0,,Shooting foul by R. Covington (drawn by B. Bogdanović),51,50
197,2,2:50.0,,B. Bogdanović makes free throw 1 of 2,51,51
198,2,2:50.0,J. Embiid enters the game for A. Johnson,,51,51
199,2,2:50.0,,B. Bogdanović makes free throw 2 of 2,51,52
200,2,2:34.0,J. Embiid makes 2-pt layup from 1 ft,,53,52
201,2,2:23.0,,Turnover by V. Oladipo (bad pass),53,52
202,2,2:04.0,Shooting foul by M. Turner (drawn by J. Embiid),,53,52
203,2,2:04.0,J. Embiid makes free throw 1 of 2,,54,52
204,2,2:04.0,,D. Sabonis enters the game for M. Turner,54,52
205,2,2:04.0,J. Embiid makes free throw 2 of 2,,55,52
206,2,1:52.0,,D. Collison makes 3-pt jump shot from 27 ft (assist by D. Sabonis),55,55
207,2,1:43.0,Turnover by D. Šarić (lost ball; steal by D. Collison),,55,55
208,2,1:39.0,,D. Collison misses 3-pt jump shot from 25 ft,55,55
209,2,1:37.0,,Offensive rebound by Team,55,55
210,2,1:37.0,J. Anderson enters the game for R. Covington,,55,55
211,2,1:37.0,Technical foul by B. Simmons,,55,55
212,2,1:37.0,,B. Bogdanović makes free throw 1 of 1,55,56
213,2,1:24.0,,T. Young makes 2-pt layup from 6 ft (assist by D. Sabonis),55,58
214,2,1:03.0,Personal foul by V. Oladipo (drawn by J. Embiid),,55,58
215,2,0:50.0,D. Šarić misses 3-pt jump shot from 25 ft,,55,58
216,2,0:49.0,Offensive rebound by Team,,55,58
217,2,0:49.0,,Loose ball foul by D. Sabonis (drawn by J. Embiid),55,58
218,2,0:49.0,J. Embiid makes free throw 1 of 2,,56,58
219,2,0:49.0,,L. Stephenson enters the game for T. Young,56,58
220,2,0:49.0,,A. Jefferson enters the game for D. Sabonis,56,58
221,2,0:49.0,J. Embiid makes free throw 2 of 2,,57,58
222,2,0:36.0,,V. Oladipo makes 2-pt jump shot from 6 ft,57,60
223,2,0:29.0,J. Redick misses 3-pt jump shot from 26 ft,,57,60
224,2,0:28.0,,Defensive rebound by Team,57,60
225,2,0:28.0,Loose ball foul by J. Anderson (drawn by D. Collison),,57,60
226,2,0:28.0,,D. Collison makes free throw 1 of 2,57,61
227,2,0:28.0,,D. Collison makes free throw 2 of 2,57,62
228,2,0:10.0,Turnover by J. Redick (lost ball; steal by D. Collison),,57,62
229,2,0:02.0,,D. Collison misses 2-pt jump shot from 18 ft,57,62
230,2,0:02.0,Defensive rebound by D. Šarić,,57,62
231,3,11:46.0,,M. Turner misses 2-pt layup from 7 ft,57,62
232,3,11:43.0,Defensive rebound by B. Simmons,,57,62
233,3,11:36.0,R. Covington misses 3-pt jump shot from 27 ft,,57,62
234,3,11:34.0,,Defensive rebound by V. Oladipo,57,62
235,3,11:26.0,,V. Oladipo misses 2-pt jump shot from 4 ft,57,62
236,3,11:24.0,Defensive rebound by J. Redick,,57,62
237,3,11:08.0,J. Embiid makes 2-pt jump shot from 17 ft,,59,62
238,3,10:50.0,,M. Turner misses 2-pt jump shot from 17 ft,59,62
239,3,10:48.0,Defensive rebound by R. Covington,,59,62
240,3,10:33.0,Turnover by J. Embiid (lost ball; steal by B. Bogdanović),,59,62
241,3,10:20.0,,V. Oladipo makes 2-pt jump shot from 18 ft,59,64
242,3,9:58.0,Turnover by J. Embiid (bad pass; steal by B. Bogdanović),,59,64
243,3,9:56.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by R. Covington),59,64
244,3,9:56.0,,Offensive rebound by Team,59,64
245,3,9:45.0,,Turnover by V. Oladipo (out of bounds lost ball),59,64
246,3,9:32.0,B. Simmons misses 2-pt dunk from 1 ft (block by T. Young),,59,64
247,3,9:29.0,Offensive rebound by B. Simmons,,59,64
248,3,9:24.0,D. Šarić misses 3-pt jump shot from 26 ft,,59,64
249,3,9:22.0,Offensive rebound by J. Embiid,,59,64
250,3,9:21.0,J. Embiid misses 2-pt layup at rim,,59,64
251,3,9:21.0,Offensive rebound by J. Embiid,,59,64
252,3,9:18.0,J. Embiid makes 2-pt layup at rim,,61,64
253,3,8:54.0,,Personal block foul by B. Simmons (drawn by B. Bogdanović),61,64
254,3,8:49.0,,V. Oladipo misses 3-pt jump shot from 25 ft,61,64
255,3,8:45.0,Defensive rebound by B. Simmons,,61,64
256,3,8:29.0,D. Šarić misses 2-pt layup from 1 ft (block by M. Turner),,61,64
257,3,8:27.0,,Defensive rebound by B. Bogdanović,61,64
258,3,8:10.0,,Turnover by T. Young (bad pass; steal by J. Redick),61,64
259,3,8:04.0,R. Covington misses 2-pt jump shot from 13 ft,,61,64
260,3,8:02.0,Offensive rebound by Team,,61,64
261,3,8:00.0,R. Covington misses 2-pt layup from 1 ft,,61,64
262,3,7:58.0,,Defensive rebound by D. Collison,61,64
263,3,7:53.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by T. Young),61,67
264,3,7:34.0,J. Embiid misses 2-pt layup from 4 ft (block by T. Young),,61,67
265,3,7:34.0,Offensive rebound by Team,,61,67
266,3,7:34.0,J. Bayless enters the game for J. Redick,,61,67
267,3,7:32.0,Shooting foul by V. Oladipo (drawn by D. Šarić),,61,67
268,3,7:32.0,D. Šarić makes free throw 1 of 2,,62,67
269,3,7:32.0,D. Šarić makes free throw 2 of 2,,63,67
270,3,7:21.0,,M. Turner misses 3-pt jump shot from 26 ft,63,67
271,3,7:17.0,Defensive rebound by J. Embiid,,63,67
272,3,7:03.0,J. Embiid misses 2-pt jump shot from 14 ft,,63,67
273,3,7:02.0,,Defensive rebound by V. Oladipo,63,67
274,3,7:00.0,,Shooting foul by R. Covington (drawn by V. Oladipo),63,67
275,3,7:00.0,,V. Oladipo misses free throw 1 of 2,63,67
276,3,7:00.0,,Offensive rebound by Team,63,67
277,3,7:00.0,A. Johnson enters the game for J. Embiid,,63,67
278,3,7:00.0,,V. Oladipo makes free throw 2 of 2,63,68
279,3,6:48.0,D. Šarić makes 2-pt layup from 1 ft,,65,68
280,3,6:34.0,,V. Oladipo misses 2-pt jump shot from 20 ft,65,68
281,3,6:32.0,Defensive rebound by A. Johnson,,65,68
282,3,6:28.0,J. Bayless misses 2-pt layup from 2 ft (block by V. Oladipo),,65,68
283,3,6:25.0,,Defensive rebound by D. Collison,65,68
284,3,6:22.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,65,68
285,3,6:18.0,Defensive rebound by A. Johnson,,65,68
286,3,6:16.0,J. Bayless misses 3-pt jump shot from 26 ft,,65,68
287,3,6:16.0,,Defensive rebound by V. Oladipo,65,68
288,3,6:13.0,,Personal foul by A. Johnson (drawn by V. Oladipo),65,68
289,3,6:13.0,,Indiana full timeout,65,68
290,3,6:00.0,,T. Young misses 2-pt hook shot from 3 ft,65,68
291,3,5:56.0,Defensive rebound by B. Simmons,,65,68
292,3,5:39.0,A. Johnson makes 2-pt layup at rim,,67,68
293,3,5:12.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,67,68
294,3,5:08.0,Defensive rebound by D. Šarić,,67,68
295,3,5:00.0,D. Šarić misses 3-pt jump shot from 27 ft,,67,68
296,3,4:57.0,,Defensive rebound by V. Oladipo,67,68
297,3,4:36.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by M. Turner),67,71
298,3,4:09.0,J. Bayless makes 2-pt jump shot from 21 ft,,69,71
299,3,3:52.0,,M. Turner misses 2-pt layup from 2 ft,69,71
300,3,3:49.0,Defensive rebound by B. Simmons,,69,71
301,3,3:44.0,Turnover by J. Bayless (lost ball; steal by V. Oladipo),,69,71
302,3,3:33.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,69,71
303,3,3:31.0,Defensive rebound by A. Johnson,,69,71
304,3,3:25.0,Philadelphia full timeout,,69,71
305,3,3:25.0,,L. Stephenson enters the game for V. Oladipo,69,71
306,3,3:25.0,,C. Joseph enters the game for M. Turner,69,71
307,3,3:25.0,,D. Sabonis enters the game for B. Bogdanović,69,71
308,3,3:25.0,J. Redick enters the game for D. Šarić,,69,71
309,3,3:25.0,T. Booker enters the game for R. Covington,,69,71
310,3,3:21.0,Shooting foul by L. Stephenson (drawn by B. Simmons),,69,71
311,3,3:21.0,B. Simmons misses free throw 1 of 2,,69,71
312,3,3:21.0,Offensive rebound by Team,,69,71
313,3,3:21.0,J. Anderson enters the game for J. Bayless,,69,71
314,3,3:21.0,J. Embiid enters the game for A. Johnson,,69,71
315,3,3:21.0,B. Simmons misses free throw 2 of 2,,69,71
316,3,3:17.0,,Defensive rebound by L. Stephenson,69,71
317,3,3:02.0,,D. Collison misses 2-pt jump shot from 18 ft,69,71
318,3,2:59.0,Defensive rebound by T. Booker,,69,71
319,3,2:53.0,B. Simmons misses 2-pt layup from 3 ft (block by D. Collison),,69,71
320,3,2:50.0,,Defensive rebound by C. Joseph,69,71
321,3,2:37.0,,L. Stephenson misses 3-pt jump shot from 25 ft,69,71
322,3,2:37.0,Defensive rebound by J. Embiid,,69,71
323,3,2:27.0,J. Anderson makes 2-pt layup from 1 ft (assist by B. Simmons),,71,71
324,3,2:08.0,,L. Stephenson misses 2-pt jump shot from 9 ft,71,71
325,3,2:08.0,Defensive rebound by Team,,71,71
326,3,2:08.0,,Loose ball foul by D. Sabonis (drawn by T. Booker),71,71
327,3,2:08.0,,A. Jefferson enters the game for T. Young,71,71
328,3,2:08.0,T. McConnell enters the game for B. Simmons,,71,71
329,3,1:56.0,Turnover by J. Embiid (lost ball; steal by A. Jefferson),,71,71
330,3,1:53.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),71,73
331,3,1:53.0,,Shooting foul by T. Booker (drawn by D. Sabonis),71,73
332,3,1:53.0,,D. Sabonis makes free throw 1 of 1,71,74
333,3,1:41.0,Shooting foul by A. Jefferson (drawn by J. Embiid),,71,74
334,3,1:41.0,J. Embiid makes free throw 1 of 2,,72,74
335,3,1:41.0,J. Embiid makes free throw 2 of 2,,73,74
336,3,1:19.0,,Turnover by C. Joseph (bad pass; steal by J. Redick),73,74
337,3,1:15.0,T. Booker misses 2-pt layup from 1 ft (block by D. Sabonis),,73,74
338,3,1:15.0,,Defensive rebound by D. Sabonis,73,74
339,3,1:15.0,Loose ball foul by J. Embiid (drawn by D. Sabonis),,73,74
340,3,1:15.0,,D. Sabonis makes free throw 1 of 2,73,75
341,3,1:15.0,,D. Sabonis makes free throw 2 of 2,73,76
342,3,1:01.0,Turnover by J. Embiid (bad pass),,73,76
343,3,0:39.0,,L. Stephenson misses 3-pt jump shot from 28 ft,73,76
344,3,0:36.0,,Offensive rebound by Team,73,76
345,3,0:18.0,,A. Jefferson misses 2-pt jump shot from 17 ft,73,76
346,3,0:13.0,Defensive rebound by J. Anderson,,73,76
347,3,0:01.0,J. Embiid makes 2-pt jump shot from 18 ft (assist by T. McConnell),,75,76
348,4,11:42.0,J. Bayless misses 3-pt jump shot from 25 ft,,75,76
349,4,11:36.0,Offensive rebound by T. McConnell,,75,76
350,4,11:23.0,Turnover by J. Embiid (lost ball; steal by A. Jefferson),,75,76
351,4,11:00.0,,L. Stephenson makes 2-pt jump shot from 22 ft,75,78
352,4,10:41.0,J. Bayless misses 2-pt jump shot from 21 ft,,75,78
353,4,10:38.0,,Defensive rebound by L. Stephenson,75,78
354,4,10:36.0,,Personal foul by T. Booker (drawn by L. Stephenson),75,78
355,4,10:24.0,,Turnover by L. Stephenson (bad pass),75,78
356,4,10:12.0,J. Bayless misses 2-pt jump shot from 4 ft,,75,78
357,4,10:08.0,,Defensive rebound by L. Stephenson,75,78
358,4,10:02.0,,A. Jefferson makes 2-pt dunk at rim (assist by L. Stephenson),75,80
359,4,9:40.0,J. Embiid makes 2-pt hook shot from 7 ft,,77,80
360,4,9:27.0,,L. Stephenson makes 3-pt jump shot from 26 ft (assist by D. Collison),77,83
361,4,9:25.0,Philadelphia full timeout,,77,83
362,4,9:09.0,R. Covington misses 3-pt jump shot from 26 ft,,77,83
363,4,9:05.0,,Defensive rebound by D. Sabonis,77,83
364,4,8:48.0,,L. Stephenson misses 2-pt layup from 1 ft,77,83
365,4,8:45.0,Defensive rebound by T. Booker,,77,83
366,4,8:44.0,Turnover by T. Booker (lost ball; steal by C. Joseph),,77,83
367,4,8:40.0,,L. Stephenson makes 2-pt dunk from 2 ft (assist by D. Collison),77,85
368,4,8:19.0,T. Booker makes 2-pt layup from 1 ft (assist by R. Covington),,79,85
369,4,7:55.0,,D. Collison makes 2-pt jump shot from 18 ft (assist by L. Stephenson),79,87
370,4,7:38.0,T. Booker misses 2-pt layup from 1 ft,,79,87
371,4,7:36.0,Offensive rebound by Team,,79,87
372,4,7:36.0,,T. Young enters the game for A. Jefferson,79,87
373,4,7:36.0,J. Anderson enters the game for T. McConnell,,79,87
374,4,7:36.0,A. Johnson enters the game for J. Embiid,,79,87
375,4,7:36.0,D. Šarić enters the game for T. Booker,,79,87
376,4,7:36.0,B. Simmons enters the game for R. Covington,,79,87
377,4,7:32.0,Turnover by J. Bayless (step out of bounds),,79,87
378,4,7:18.0,,Turnover by C. Joseph (out of bounds lost ball),79,87
379,4,7:01.0,B. Simmons misses 2-pt layup from 1 ft,,79,87
380,4,6:58.0,Offensive rebound by B. Simmons,,79,87
381,4,6:58.0,B. Simmons makes 2-pt layup at rim,,81,87
382,4,6:41.0,,D. Sabonis misses 2-pt layup from 1 ft,81,87
