,QUARTER,TIME_REMAINING,UTAH_ACTION,CHICAGO_ACTION,UTAH_SCORE,CHICAGO_SCORE
30,1,8:13.0,J. Jerebko enters the game for D. Favors,,8,7
31,1,8:00.0,,R. Lopez misses 2-pt jump shot from 9 ft,8,7
32,1,7:58.0,Defensive rebound by R. Gobert,,8,7
33,1,7:52.0,R. Gobert misses 2-pt layup from 1 ft (block by R. Lopez),,8,7
34,1,7:48.0,,Defensive rebound by N. Mirotić,8,7
35,1,7:45.0,,K. Dunn misses 3-pt jump shot from 25 ft,8,7
36,1,7:42.0,Defensive rebound by R. Gobert,,8,7
37,1,7:26.0,Turnover by D. Mitchell (bad pass; steal by K. Dunn),,8,7
38,1,7:23.0,,Personal foul by J. Ingles (drawn by K. Dunn),8,7
39,1,7:16.0,,K. Dunn misses 2-pt jump shot from 14 ft,8,7
40,1,7:12.0,Defensive rebound by R. Gobert,,8,7
41,1,6:53.0,Turnover by R. Rubio (bad pass; steal by J. Holiday),,8,7
42,1,6:50.0,,Shooting foul by R. Rubio (drawn by J. Holiday),8,7
43,1,6:50.0,,Chicago full timeout,8,7
44,1,6:50.0,,J. Holiday misses free throw 1 of 2,8,7
45,1,6:50.0,,Offensive rebound by Team,8,7
46,1,6:50.0,,J. Holiday makes free throw 2 of 2,8,8
47,1,6:38.0,J. Ingles misses 3-pt jump shot from 24 ft,,8,8
48,1,6:36.0,Offensive rebound by Team,,8,8
49,1,6:30.0,D. Mitchell makes 2-pt layup at rim,,10,8
50,1,6:05.0,,Turnover by N. Mirotić (bad pass; steal by J. Jerebko),10,8
51,1,6:00.0,J. Jerebko makes 2-pt layup at rim,,12,8
52,1,5:50.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by K. Dunn),12,11
53,1,5:23.0,R. Rubio misses 2-pt jump shot from 3 ft,,12,11
54,1,5:20.0,,Defensive rebound by R. Lopez,12,11
55,1,5:10.0,,J. Holiday makes 2-pt dunk at rim (assist by D. Valentine),12,13
56,1,4:52.0,Turnover by D. Mitchell (bad pass),,12,13
57,1,4:52.0,,D. Nwaba enters the game for J. Holiday,12,13
58,1,4:52.0,R. Hood enters the game for R. Rubio,,12,13
59,1,4:41.0,,D. Valentine makes 2-pt jump shot from 21 ft,12,15
60,1,4:21.0,Shooting foul by K. Dunn (drawn by J. Jerebko),,12,15
61,1,4:21.0,J. Jerebko makes free throw 1 of 2,,13,15
62,1,4:21.0,D. Favors enters the game for J. Ingles,,13,15
63,1,4:21.0,A. Burks enters the game for R. Gobert,,13,15
64,1,4:21.0,J. Jerebko makes free throw 2 of 2,,14,15
65,1,4:12.0,,R. Lopez makes 2-pt jump shot from 9 ft (assist by K. Dunn),14,17
66,1,3:52.0,A. Burks makes 3-pt jump shot from 23 ft (assist by J. Jerebko),,17,17
67,1,3:37.0,,K. Dunn makes 2-pt jump shot from 5 ft,17,19
68,1,3:32.0,Utah full timeout,,17,19
69,1,3:32.0,,B. Portis enters the game for N. Mirotić,17,19
70,1,3:26.0,Turnover by J. Jerebko (bad pass; steal by K. Dunn),,17,19
71,1,3:23.0,,K. Dunn makes 2-pt dunk at rim,17,21
72,1,3:02.0,A. Burks misses 3-pt jump shot from 25 ft,,17,21
73,1,2:58.0,,Defensive rebound by K. Dunn,17,21
74,1,2:51.0,,R. Lopez makes 2-pt layup from 1 ft (assist by K. Dunn),17,23
75,1,2:40.0,R. Hood makes 2-pt jump shot from 17 ft (assist by D. Mitchell),,19,23
76,1,2:33.0,,D. Valentine misses 3-pt jump shot from 25 ft,19,23
77,1,2:33.0,Defensive rebound by Team,,19,23
78,1,2:32.0,R. Rubio enters the game for J. Jerebko,,19,23
79,1,2:32.0,T. Sefolosha enters the game for D. Mitchell,,19,23
80,1,2:13.0,R. Hood misses 2-pt jump shot from 20 ft,,19,23
81,1,2:07.0,,Defensive rebound by K. Dunn,19,23
82,1,2:05.0,,R. Lopez misses 2-pt jump shot at rim (block by D. Favors),19,23
83,1,2:05.0,,Offensive rebound by R. Lopez,19,23
84,1,1:58.0,,R. Lopez makes 2-pt jump shot from 1 ft,19,25
85,1,1:53.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,19,25
86,1,1:53.0,,Defensive rebound by K. Dunn,19,25
87,1,1:37.0,,R. Lopez misses 2-pt jump shot from 9 ft,19,25
88,1,1:37.0,Defensive rebound by R. Rubio,,19,25
89,1,1:33.0,Turnover by A. Burks (out of bounds lost ball),,19,25
90,1,1:33.0,,J. Grant enters the game for K. Dunn,19,25
91,1,1:13.0,,R. Lopez makes 2-pt hook shot from 1 ft (assist by B. Portis),19,27
92,1,1:02.0,R. Rubio makes 2-pt jump shot from 11 ft,,21,27
93,1,0:40.0,,B. Portis misses 2-pt layup from 1 ft,21,27
94,1,0:40.0,Defensive rebound by R. Rubio,,21,27
95,1,0:35.0,R. Rubio makes 2-pt jump shot from 14 ft,,23,27
96,1,0:35.0,Shooting foul by D. Nwaba (drawn by R. Rubio),,23,27
97,1,0:35.0,R. Rubio makes free throw 1 of 1,,24,27
98,1,0:26.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by B. Portis),24,30
99,1,0:00.0,A. Burks misses 2-pt jump shot from 2 ft,,24,30
100,1,0:00.0,,Defensive rebound by D. Nwaba,24,30
101,2,11:45.0,R. Hood misses 2-pt jump shot from 16 ft,,24,30
102,2,11:43.0,,Defensive rebound by D. Nwaba,24,30
103,2,11:24.0,,B. Portis misses 2-pt jump shot from 21 ft,24,30
104,2,11:21.0,Defensive rebound by A. Burks,,24,30
105,2,11:17.0,Turnover by R. Rubio (lost ball; steal by J. Grant),,24,30
106,2,11:17.0,,Personal foul by A. Burks (drawn by J. Grant),24,30
107,2,11:08.0,,Personal foul by R. Hood (drawn by P. Zipser),24,30
108,2,11:04.0,,Turnover by P. Zipser (turnover),24,30
109,2,10:53.0,Personal foul by J. Grant (drawn by R. Hood),,24,30
110,2,10:24.0,R. Hood misses 2-pt jump shot from 16 ft,,24,30
111,2,10:21.0,,Defensive rebound by N. Mirotić,24,30
112,2,10:20.0,,B. Portis misses 3-pt jump shot from 24 ft,24,30
113,2,10:20.0,Defensive rebound by R. Rubio,,24,30
114,2,9:54.0,A. Burks misses 3-pt jump shot from 25 ft,,24,30
115,2,9:52.0,Offensive rebound by D. Favors,,24,30
116,2,9:49.0,A. Burks makes 2-pt dunk from 2 ft,,26,30
117,2,9:41.0,,N. Mirotić makes 2-pt jump shot from 20 ft,26,32
118,2,9:23.0,R. Hood makes 3-pt jump shot from 25 ft (assist by R. Rubio),,29,32
119,2,9:05.0,,J. Grant misses 2-pt layup from 2 ft,29,32
120,2,9:05.0,,Offensive rebound by N. Mirotić,29,32
121,2,9:00.0,,N. Mirotić makes 2-pt layup at rim,29,34
122,2,9:00.0,Turnover by A. Burks (turnover),,29,34
123,2,9:00.0,R. O'Neale enters the game for R. Hood,,29,34
124,2,9:00.0,D. Mitchell enters the game for R. Rubio,,29,34
125,2,8:42.0,,Shooting foul by T. Sefolosha (drawn by N. Mirotić),29,34
126,2,8:42.0,,N. Mirotić makes free throw 1 of 2,29,35
127,2,8:42.0,,N. Mirotić makes free throw 2 of 2,29,36
128,2,8:35.0,Offensive foul by A. Burks (drawn by D. Nwaba),,29,36
129,2,8:35.0,Turnover by A. Burks (offensive foul),,29,36
130,2,8:21.0,,Turnover by P. Zipser (traveling),29,36
131,2,8:10.0,D. Mitchell misses 2-pt layup from 1 ft,,29,36
132,2,8:08.0,,Defensive rebound by B. Portis,29,36
133,2,8:03.0,,J. Grant misses 2-pt jump shot from 9 ft,29,36
134,2,7:59.0,Defensive rebound by A. Burks,,29,36
135,2,7:48.0,A. Burks misses 2-pt jump shot from 2 ft,,29,36
136,2,7:48.0,,Defensive rebound by B. Portis,29,36
137,2,7:41.0,,D. Nwaba makes 2-pt jump shot from 6 ft (assist by J. Grant),29,38
138,2,7:25.0,T. Sefolosha misses 2-pt jump shot from 20 ft,,29,38
139,2,7:25.0,,Defensive rebound by P. Zipser,29,38
140,2,7:13.0,,N. Mirotić misses 3-pt jump shot from 25 ft,29,38
141,2,7:13.0,Defensive rebound by D. Favors,,29,38
142,2,6:59.0,D. Favors misses 2-pt jump shot from 15 ft,,29,38
143,2,6:59.0,,Defensive rebound by D. Nwaba,29,38
144,2,6:49.0,,D. Nwaba misses 2-pt layup from 4 ft,29,38
145,2,6:49.0,Defensive rebound by D. Favors,,29,38
146,2,6:40.0,D. Mitchell misses 2-pt jump shot from 11 ft,,29,38
147,2,6:40.0,,Defensive rebound by Team,29,38
148,2,6:40.0,,Chicago full timeout,29,38
149,2,6:40.0,,K. Dunn enters the game for J. Grant,29,38
150,2,6:40.0,,R. Lopez enters the game for B. Portis,29,38
151,2,6:40.0,J. Ingles enters the game for D. Favors,,29,38
152,2,6:40.0,R. Gobert enters the game for T. Sefolosha,,29,38
153,2,6:40.0,J. Jerebko enters the game for R. O'Neale,,29,38
154,2,6:26.0,,P. Zipser misses 2-pt jump shot from 17 ft,29,38
155,2,6:19.0,Defensive rebound by J. Ingles,,29,38
156,2,6:07.0,R. Gobert misses 2-pt layup from 1 ft,,29,38
157,2,6:07.0,,Defensive rebound by P. Zipser,29,38
158,2,5:47.0,,N. Mirotić misses 2-pt layup from 2 ft (block by R. Gobert),29,38
159,2,5:43.0,Defensive rebound by A. Burks,,29,38
160,2,5:38.0,J. Jerebko misses 3-pt jump shot from 22 ft,,29,38
161,2,5:38.0,,Defensive rebound by P. Zipser,29,38
162,2,5:28.0,,Shooting foul by J. Ingles (drawn by P. Zipser),29,38
163,2,5:28.0,,P. Zipser makes free throw 1 of 2,29,39
164,2,5:28.0,,J. Holiday enters the game for D. Nwaba,29,39
165,2,5:28.0,R. Rubio enters the game for A. Burks,,29,39
166,2,5:28.0,,P. Zipser misses free throw 2 of 2,29,39
167,2,5:25.0,Defensive rebound by R. Gobert,,29,39
168,2,5:14.0,R. Rubio makes 2-pt layup from 1 ft (assist by D. Mitchell),,31,39
169,2,5:03.0,,R. Lopez makes 2-pt jump shot from 8 ft (assist by K. Dunn),31,41
170,2,4:55.0,Personal foul by P. Zipser (drawn by R. Gobert),,31,41
171,2,4:55.0,,D. Valentine enters the game for P. Zipser,31,41
172,2,4:55.0,R. Hood enters the game for D. Mitchell,,31,41
173,2,4:46.0,J. Ingles misses 3-pt jump shot from 23 ft,,31,41
174,2,4:42.0,,Defensive rebound by J. Holiday,31,41
175,2,4:33.0,,N. Mirotić makes 2-pt jump shot from 9 ft,31,43
176,2,4:14.0,R. Hood makes 2-pt layup from 1 ft (assist by J. Ingles),,33,43
177,2,3:59.0,,R. Lopez misses 2-pt jump shot from 19 ft,33,43
178,2,3:56.0,Defensive rebound by J. Jerebko,,33,43
179,2,3:40.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by J. Ingles),,36,43
180,2,3:22.0,,K. Dunn misses 2-pt layup from 1 ft,36,43
181,2,3:21.0,Defensive rebound by Team,,36,43
182,2,3:21.0,,B. Portis enters the game for N. Mirotić,36,43
183,2,3:21.0,Utah full timeout,,36,43
184,2,3:07.0,R. Hood misses 2-pt jump shot from 17 ft,,36,43
185,2,3:04.0,,Defensive rebound by K. Dunn,36,43
186,2,3:02.0,,Offensive foul by K. Dunn (drawn by R. Gobert),36,43
187,2,3:02.0,,Turnover by K. Dunn (offensive foul),36,43
188,2,2:50.0,R. Rubio makes 2-pt jump shot from 12 ft,,38,43
189,2,2:22.0,,B. Portis misses 2-pt dunk at rim,38,43
190,2,2:21.0,Defensive rebound by J. Ingles,,38,43
191,2,2:19.0,J. Jerebko misses 3-pt jump shot from 24 ft,,38,43
192,2,2:19.0,Offensive rebound by R. Gobert,,38,43
193,2,2:12.0,R. Gobert makes 2-pt dunk at rim,,40,43
194,2,1:54.0,,J. Holiday makes 2-pt jump shot from 18 ft (assist by R. Lopez),40,45
195,2,1:35.0,Turnover by R. Rubio (lost ball; steal by K. Dunn),,40,45
196,2,1:33.0,,Personal foul by J. Jerebko (drawn by D. Valentine),40,45
197,2,1:33.0,,D. Valentine makes free throw 1 of 2,40,46
198,2,1:33.0,T. Sefolosha enters the game for R. Rubio,,40,46
199,2,1:33.0,D. Mitchell enters the game for J. Jerebko,,40,46
200,2,1:33.0,,D. Valentine makes free throw 2 of 2,40,47
201,2,1:13.0,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,43,47
202,2,1:01.0,,K. Dunn misses 2-pt jump shot from 18 ft,43,47
203,2,0:58.0,Defensive rebound by R. Hood,,43,47
204,2,0:38.0,Shooting foul by J. Holiday (drawn by R. Hood),,43,47
205,2,0:38.0,R. Hood makes free throw 1 of 2,,44,47
206,2,0:38.0,,J. Grant enters the game for K. Dunn,44,47
207,2,0:38.0,R. Hood makes free throw 2 of 2,,45,47
208,2,0:30.0,,D. Valentine misses 2-pt jump shot from 21 ft,45,47
209,2,0:27.0,Defensive rebound by R. Gobert,,45,47
210,2,0:09.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Hood),,48,47
211,2,0:01.0,,J. Grant makes 2-pt jump shot from 20 ft,48,49
212,3,11:46.0,J. Ingles misses 2-pt jump shot from 4 ft,,48,49
213,3,11:46.0,Offensive rebound by Team,,48,49
214,3,11:46.0,Personal foul by D. Valentine (drawn by R. Gobert),,48,49
215,3,11:40.0,D. Mitchell makes 2-pt jump shot from 8 ft,,50,49
216,3,11:26.0,,R. Lopez makes 2-pt hook shot from 9 ft (assist by K. Dunn),50,51
217,3,11:11.0,Turnover by J. Ingles (bad pass; steal by N. Mirotić),,50,51
218,3,11:04.0,,D. Valentine misses 2-pt jump shot from 20 ft,50,51
219,3,10:59.0,Defensive rebound by D. Mitchell,,50,51
220,3,10:55.0,D. Mitchell makes 2-pt layup at rim,,52,51
221,3,10:36.0,,R. Lopez misses 2-pt jump shot from 15 ft,52,51
222,3,10:36.0,Defensive rebound by R. Gobert,,52,51
223,3,10:24.0,R. Rubio makes 2-pt layup from 1 ft,,54,51
224,3,10:08.0,,R. Lopez makes 2-pt layup from 1 ft (assist by D. Valentine),54,53
225,3,9:46.0,R. Rubio misses 3-pt jump shot from 25 ft,,54,53
226,3,9:44.0,,Defensive rebound by J. Holiday,54,53
227,3,9:40.0,,K. Dunn makes 2-pt jump shot from 18 ft,54,55
228,3,9:28.0,Personal foul by K. Dunn (drawn by R. Rubio),,54,55
229,3,9:20.0,D. Mitchell misses 2-pt jump shot from 21 ft,,54,55
230,3,9:17.0,,Defensive rebound by D. Valentine,54,55
231,3,9:01.0,,Turnover by R. Lopez (bad pass; steal by D. Mitchell),54,55
232,3,8:57.0,,Technical foul by Team,54,55
233,3,8:57.0,R. Rubio makes technical free throw,,55,55
234,3,8:42.0,D. Mitchell makes 2-pt jump shot from 17 ft (assist by R. Rubio),,57,55
235,3,8:37.0,,K. Dunn misses 2-pt jump shot from 14 ft,57,55
236,3,8:37.0,Defensive rebound by J. Ingles,,57,55
237,3,8:26.0,Turnover by J. Ingles (bad pass; steal by J. Holiday),,57,55
238,3,8:26.0,,Personal take foul by D. Mitchell (drawn by J. Holiday),57,55
239,3,8:17.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Lopez),57,58
240,3,8:01.0,R. Rubio makes 2-pt jump shot from 21 ft,,59,58
241,3,7:43.0,,J. Holiday misses 2-pt jump shot from 16 ft,59,58
242,3,7:40.0,Defensive rebound by J. Ingles,,59,58
243,3,7:35.0,D. Mitchell makes 2-pt jump shot from 17 ft,,61,58
244,3,7:24.0,,Personal foul by R. Rubio (drawn by R. Lopez),61,58
245,3,7:24.0,J. Jerebko enters the game for D. Favors,,61,58
246,3,7:15.0,,N. Mirotić misses 2-pt layup from 1 ft (block by R. Gobert),61,58
247,3,7:10.0,Defensive rebound by J. Ingles,,61,58
248,3,7:06.0,J. Jerebko makes 2-pt layup from 1 ft (assist by D. Mitchell),,63,58
249,3,7:06.0,,Chicago full timeout,63,58
250,3,6:56.0,,R. Lopez misses 2-pt hook shot from 7 ft,63,58
251,3,6:53.0,Defensive rebound by R. Rubio,,63,58
252,3,6:47.0,Personal foul by J. Holiday (drawn by D. Mitchell),,63,58
253,3,6:38.0,R. Rubio misses 3-pt jump shot from 25 ft,,63,58
254,3,6:33.0,,Defensive rebound by J. Holiday,63,58
255,3,6:29.0,,J. Holiday misses 2-pt jump shot from 16 ft,63,58
256,3,6:26.0,Defensive rebound by R. Rubio,,63,58
257,3,6:19.0,R. Rubio misses 2-pt jump shot from 19 ft,,63,58
258,3,6:14.0,,Defensive rebound by N. Mirotić,63,58
259,3,6:04.0,,K. Dunn misses 2-pt jump shot from 5 ft,63,58
260,3,6:04.0,Defensive rebound by R. Rubio,,63,58
261,3,5:50.0,Turnover by R. Rubio (bad pass; steal by K. Dunn),,63,58
262,3,5:45.0,,Turnover by D. Valentine (bad pass; steal by D. Mitchell),63,58
263,3,5:38.0,J. Jerebko misses 2-pt layup from 4 ft,,63,58
264,3,5:36.0,,Defensive rebound by N. Mirotić,63,58
265,3,5:25.0,,R. Lopez misses 2-pt hook shot from 3 ft (block by R. Gobert),63,58
266,3,5:25.0,Defensive rebound by J. Ingles,,63,58
267,3,5:12.0,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Gobert),,65,58
268,3,5:07.0,,Shooting foul by J. Ingles (drawn by J. Holiday),65,58
269,3,5:07.0,,J. Holiday makes free throw 1 of 2,65,59
270,3,5:07.0,,D. Nwaba enters the game for D. Valentine,65,59
271,3,5:07.0,D. Favors enters the game for R. Rubio,,65,59
272,3,5:07.0,R. Hood enters the game for R. Gobert,,65,59
273,3,5:07.0,,J. Holiday makes free throw 2 of 2,65,60
274,3,4:52.0,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),,67,60
275,3,4:43.0,,Personal foul by J. Jerebko (drawn by N. Mirotić),67,60
276,3,4:37.0,,N. Mirotić makes 2-pt jump shot from 13 ft,67,62
277,3,4:19.0,J. Jerebko misses 3-pt jump shot from 25 ft,,67,62
278,3,4:16.0,,Defensive rebound by K. Dunn,67,62
279,3,4:10.0,,K. Dunn misses 3-pt jump shot from 24 ft,67,62
280,3,4:06.0,Defensive rebound by R. Hood,,67,62
281,3,3:59.0,D. Mitchell misses 3-pt jump shot from 25 ft,,67,62
282,3,3:56.0,,Defensive rebound by K. Dunn,67,62
283,3,3:50.0,,K. Dunn misses 2-pt layup from 3 ft,67,62
284,3,3:48.0,,Offensive rebound by N. Mirotić,67,62
285,3,3:47.0,,N. Mirotić makes 2-pt layup from 1 ft,67,64
286,3,3:47.0,Utah full timeout,,67,64
287,3,3:47.0,,B. Portis enters the game for R. Lopez,67,64
288,3,3:47.0,A. Burks enters the game for J. Ingles,,67,64
289,3,3:23.0,Turnover by R. Hood (bad pass; steal by N. Mirotić),,67,64
290,3,3:19.0,,N. Mirotić makes 3-pt jump shot from 24 ft,67,67
291,3,2:59.0,A. Burks misses 2-pt jump shot from 8 ft,,67,67
292,3,2:56.0,,Defensive rebound by B. Portis,67,67
293,3,2:50.0,,Shooting foul by R. Hood (drawn by N. Mirotić),67,67
294,3,2:50.0,,N. Mirotić makes free throw 1 of 2,67,68
295,3,2:50.0,,N. Mirotić makes free throw 2 of 2,67,69
296,3,2:40.0,D. Mitchell misses 3-pt jump shot from 26 ft,,67,69
297,3,2:35.0,,Defensive rebound by J. Holiday,67,69
298,3,2:23.0,,N. Mirotić makes 2-pt layup from 1 ft,67,71
299,3,2:06.0,D. Favors misses 2-pt jump shot from 20 ft,,67,71
300,3,2:06.0,,Defensive rebound by Team,67,71
301,3,2:06.0,,Personal foul by J. Jerebko (drawn by J. Holiday),67,71
302,3,2:06.0,,J. Holiday makes free throw 1 of 2,67,72
303,3,2:06.0,,J. Grant enters the game for K. Dunn,67,72
304,3,2:06.0,T. Sefolosha enters the game for J. Jerebko,,67,72
305,3,2:06.0,,J. Holiday misses free throw 2 of 2,67,72
306,3,2:03.0,Defensive rebound by D. Favors,,67,72
307,3,1:43.0,D. Mitchell makes 2-pt dunk from 1 ft (assist by T. Sefolosha),,69,72
308,3,1:30.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by B. Portis),69,74
309,3,1:21.0,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by D. Mitchell),,72,74
310,3,1:05.0,,B. Portis misses 3-pt jump shot from 24 ft,72,74
311,3,1:03.0,Defensive rebound by D. Mitchell,,72,74
312,3,1:03.0,Personal foul by N. Mirotić (drawn by D. Mitchell),,72,74
313,3,1:03.0,,P. Zipser enters the game for J. Holiday,72,74
314,3,0:51.0,R. Hood misses 2-pt jump shot from 18 ft,,72,74
315,3,0:47.0,,Defensive rebound by D. Nwaba,72,74
316,3,0:30.0,,N. Mirotić misses 2-pt jump shot from 13 ft,72,74
317,3,0:28.0,Defensive rebound by D. Mitchell,,72,74
318,3,0:19.0,A. Burks makes 2-pt layup from 1 ft (assist by T. Sefolosha),,74,74
319,3,0:01.0,,J. Grant makes 3-pt jump shot from 25 ft,74,77
320,4,11:47.0,,B. Portis makes 2-pt layup from 2 ft,74,79
321,4,11:47.0,,Shooting foul by D. Favors (drawn by B. Portis),74,79
322,4,11:47.0,,B. Portis misses free throw 1 of 1,74,79
323,4,11:42.0,Defensive rebound by D. Favors,,74,79
324,4,11:26.0,A. Burks makes 2-pt layup at rim (assist by R. Hood),,76,79
325,4,11:03.0,,P. Zipser misses 3-pt jump shot from 26 ft,76,79
326,4,11:00.0,Defensive rebound by A. Burks,,76,79
327,4,10:50.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,76,79
328,4,10:45.0,,Defensive rebound by B. Portis,76,79
329,4,10:40.0,,D. Nwaba misses 2-pt layup from 2 ft,76,79
330,4,10:38.0,Defensive rebound by D. Favors,,76,79
331,4,10:34.0,R. Hood makes 3-pt jump shot from 25 ft (assist by R. Rubio),,79,79
332,4,10:06.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by J. Grant),79,82
333,4,9:43.0,Personal foul by P. Zipser (drawn by D. Favors),,79,82
334,4,9:43.0,,R. Lopez enters the game for P. Zipser,79,82
335,4,9:43.0,R. Gobert enters the game for R. Hood,,79,82
336,4,9:43.0,D. Mitchell enters the game for D. Favors,,79,82
337,4,9:36.0,R. Rubio misses 2-pt jump shot from 17 ft,,79,82
338,4,9:32.0,,Defensive rebound by B. Portis,79,82
339,4,9:25.0,,J. Grant makes 2-pt jump shot from 16 ft,79,84
340,4,9:13.0,A. Burks misses 3-pt jump shot from 25 ft,,79,84
341,4,9:13.0,,Defensive rebound by D. Nwaba,79,84
342,4,9:03.0,,J. Grant misses 2-pt jump shot from 12 ft,79,84
343,4,8:59.0,,Offensive rebound by D. Nwaba,79,84
344,4,8:57.0,,B. Portis makes 2-pt layup from 4 ft (assist by D. Nwaba),79,86
345,4,8:50.0,Utah full timeout,,79,86
346,4,8:42.0,D. Mitchell misses 2-pt layup from 14 ft,,79,86
347,4,8:40.0,Offensive rebound by Team,,79,86
348,4,8:40.0,J. Ingles enters the game for R. Rubio,,79,86
349,4,8:24.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,81,86
350,4,8:07.0,,R. Lopez misses 2-pt layup from 6 ft,81,86
351,4,8:07.0,,Offensive rebound by B. Portis,81,86
352,4,8:03.0,,B. Portis misses 2-pt jump shot at rim,81,86
353,4,8:02.0,,Offensive rebound by R. Lopez,81,86
354,4,7:58.0,,J. Grant misses 3-pt jump shot from 24 ft,81,86
355,4,7:58.0,,Offensive rebound by B. Portis,81,86
356,4,7:55.0,,B. Portis makes 2-pt layup from 1 ft,81,88
357,4,7:46.0,D. Mitchell makes 2-pt layup from 1 ft,,83,88
358,4,7:30.0,,R. Lopez misses 2-pt hook shot from 3 ft (block by R. Gobert),83,88
359,4,7:30.0,Defensive rebound by J. Ingles,,83,88
360,4,7:20.0,A. Burks makes 2-pt layup from 2 ft (assist by T. Sefolosha),,85,88
361,4,7:20.0,,Chicago full timeout,85,88
362,4,7:20.0,,K. Dunn enters the game for J. Grant,85,88
363,4,7:20.0,J. Jerebko enters the game for T. Sefolosha,,85,88
364,4,7:00.0,,K. Dunn misses 2-pt jump shot from 12 ft,85,88
365,4,6:55.0,Defensive rebound by A. Burks,,85,88
366,4,6:38.0,D. Mitchell misses 3-pt jump shot from 22 ft,,85,88
367,4,6:35.0,Offensive rebound by R. Gobert,,85,88
368,4,6:32.0,R. Gobert misses 2-pt layup from 8 ft,,85,88
369,4,6:29.0,,Defensive rebound by B. Portis,85,88
370,4,6:23.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by K. Dunn),85,90
371,4,6:09.0,Personal foul by K. Dunn (drawn by D. Mitchell),,85,90
372,4,6:09.0,,N. Mirotić enters the game for B. Portis,85,90
373,4,5:57.0,A. Burks misses 2-pt layup from 2 ft,,85,90
374,4,5:53.0,Offensive rebound by R. Gobert,,85,90
375,4,5:53.0,R. Gobert misses 2-pt layup at rim,,85,90
376,4,5:51.0,,Defensive rebound by D. Nwaba,85,90
377,4,5:45.0,,K. Dunn misses 2-pt jump shot from 11 ft,85,90
378,4,5:42.0,Defensive rebound by J. Ingles,,85,90
379,4,5:32.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,88,90
380,4,5:16.0,,Turnover by R. Lopez (offensive goaltending),88,90
381,4,5:16.0,R. Hood enters the game for A. Burks,,88,90
382,4,5:16.0,D. Favors enters the game for R. Gobert,,88,90
