,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
50,1,5:09.0,Turnover by O. Porter (offensive foul),,13,12
51,1,5:09.0,Washington full timeout,,13,12
52,1,5:09.0,,J. Collins enters the game for E. İlyasova,13,12
53,1,4:59.0,,Turnover by J. Collins (bad pass),13,12
54,1,4:38.0,T. Satoranský misses 2-pt jump shot from 20 ft,,13,12
55,1,4:34.0,,Defensive rebound by D. Dedmon,13,12
56,1,4:28.0,,M. Belinelli misses 3-pt jump shot from 26 ft,13,12
57,1,4:25.0,Defensive rebound by M. Gortat,,13,12
58,1,4:12.0,B. Beal makes 3-pt jump shot from 25 ft,,16,12
59,1,3:58.0,,D. Dedmon misses 3-pt jump shot from 23 ft,16,12
60,1,3:55.0,Defensive rebound by M. Morris,,16,12
61,1,3:43.0,M. Gortat misses 2-pt layup from 1 ft (block by J. Collins),,16,12
62,1,3:41.0,,Defensive rebound by J. Collins,16,12
63,1,3:39.0,,Personal foul by T. Satoranský (drawn by D. Schröder),16,12
64,1,3:39.0,,T. Prince enters the game for K. Bazemore,16,12
65,1,3:39.0,T. Frazier enters the game for O. Porter,,16,12
66,1,3:39.0,K. Oubre enters the game for T. Satoranský,,16,12
67,1,3:27.0,,Turnover by D. Dedmon (bad pass),16,12
68,1,3:18.0,M. Morris makes 3-pt jump shot from 24 ft (assist by B. Beal),,19,12
69,1,3:03.0,,D. Schröder makes 2-pt jump shot from 19 ft,19,14
70,1,2:53.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Frazier),,22,14
71,1,2:49.0,,Atlanta full timeout,22,14
72,1,2:49.0,I. Mahinmi enters the game for M. Gortat,,22,14
73,1,2:31.0,,D. Schröder misses 2-pt jump shot from 3 ft,22,14
74,1,2:28.0,Defensive rebound by M. Morris,,22,14
75,1,2:27.0,Shooting foul by J. Collins (drawn by B. Beal),,22,14
76,1,2:27.0,B. Beal makes free throw 1 of 2,,23,14
77,1,2:27.0,M. Scott enters the game for M. Morris,,23,14
78,1,2:27.0,B. Beal makes free throw 2 of 2,,24,14
79,1,2:03.0,,D. Schröder misses 2-pt jump shot from 21 ft,24,14
80,1,2:03.0,,Offensive rebound by D. Dedmon,24,14
81,1,2:03.0,,D. Dedmon makes 2-pt layup from 3 ft,24,16
82,1,1:48.0,B. Beal makes 3-pt jump shot from 22 ft (assist by T. Frazier),,27,16
83,1,1:32.0,,D. Dedmon makes 2-pt jump shot from 20 ft (assist by D. Schröder),27,18
84,1,1:26.0,Offensive foul by T. Frazier (drawn by D. Schröder),,27,18
85,1,1:26.0,Turnover by T. Frazier (offensive foul),,27,18
86,1,1:26.0,,M. Delaney enters the game for D. Schröder,27,18
87,1,1:01.0,,M. Belinelli misses 2-pt jump shot from 21 ft,27,18
88,1,0:57.0,Defensive rebound by T. Frazier,,27,18
89,1,0:55.0,K. Oubre misses 2-pt jump shot from 18 ft,,27,18
90,1,0:55.0,,Defensive rebound by M. Belinelli,27,18
91,1,0:32.0,,M. Delaney misses 2-pt jump shot from 21 ft,27,18
92,1,0:31.0,,Offensive rebound by Team,27,18
93,1,0:31.0,,Turnover by Team (shot clock),27,18
94,1,0:16.0,T. Frazier misses 2-pt layup from 3 ft (block by M. Delaney),,27,18
95,1,0:16.0,,Defensive rebound by Team,27,18
96,1,0:01.0,,M. Belinelli misses 3-pt jump shot from 26 ft,27,18
97,1,0:01.0,,Offensive rebound by Team,27,18
98,2,11:32.0,,M. Delaney misses 3-pt jump shot from 25 ft,27,18
99,2,11:30.0,Defensive rebound by J. Meeks,,27,18
100,2,11:18.0,K. Oubre makes 2-pt dunk at rim (assist by M. Scott),,29,18
101,2,11:18.0,Shooting foul by M. Muscala (drawn by K. Oubre),,29,18
102,2,11:18.0,K. Oubre makes free throw 1 of 1,,30,18
103,2,11:02.0,,Personal foul by I. Mahinmi (drawn by T. Prince),30,18
104,2,10:55.0,,T. Prince misses 3-pt jump shot from 23 ft,30,18
105,2,10:52.0,,Offensive rebound by M. Muscala,30,18
106,2,10:50.0,,M. Muscala makes 2-pt layup from 1 ft,30,20
107,2,10:41.0,M. Scott makes 2-pt jump shot from 17 ft (assist by T. Frazier),,32,20
108,2,10:28.0,,Turnover by M. Delaney (bad pass),32,20
109,2,10:27.0,,E. İlyasova enters the game for J. Collins,32,20
110,2,10:13.0,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Frazier),,35,20
111,2,10:01.0,,Personal foul by K. Oubre (drawn by T. Prince),35,20
112,2,10:01.0,,K. Bazemore enters the game for T. Prince,35,20
113,2,9:50.0,,Personal foul by K. Oubre (drawn by E. İlyasova),35,20
114,2,9:43.0,,K. Bazemore misses 3-pt jump shot from 22 ft,35,20
115,2,9:40.0,,Offensive rebound by Team,35,20
116,2,9:38.0,,T. Dorsey misses 3-pt jump shot from 24 ft,35,20
117,2,9:34.0,Defensive rebound by I. Mahinmi,,35,20
118,2,9:28.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by T. Frazier),,38,20
119,2,9:27.0,,Atlanta full timeout,38,20
120,2,9:14.0,,E. İlyasova misses 2-pt jump shot from 16 ft,38,20
121,2,9:10.0,Defensive rebound by I. Mahinmi,,38,20
122,2,9:00.0,T. Frazier misses 2-pt layup from 9 ft,,38,20
123,2,8:56.0,,Defensive rebound by E. İlyasova,38,20
124,2,8:52.0,Offensive charge foul by E. İlyasova (drawn by J. Meeks),,38,20
125,2,8:52.0,,Turnover by E. İlyasova (offensive foul),38,20
126,2,8:38.0,M. Scott misses 2-pt jump shot from 16 ft,,38,20
127,2,8:35.0,,Defensive rebound by T. Dorsey,38,20
128,2,8:29.0,,T. Dorsey makes 2-pt layup from 1 ft,38,22
129,2,8:13.0,M. Scott misses 3-pt jump shot from 25 ft,,38,22
130,2,8:10.0,,Defensive rebound by T. Dorsey,38,22
131,2,8:01.0,,Shooting foul by I. Mahinmi (drawn by K. Bazemore),38,22
132,2,8:01.0,,K. Bazemore makes free throw 1 of 2,38,23
133,2,8:01.0,M. Morris enters the game for I. Mahinmi,,38,23
134,2,8:01.0,,K. Bazemore misses free throw 2 of 2,38,23
135,2,7:59.0,Defensive rebound by K. Oubre,,38,23
136,2,7:44.0,M. Scott makes 2-pt jump shot from 17 ft,,40,23
137,2,7:33.0,,M. Delaney misses 2-pt layup from 3 ft (block by T. Frazier),40,23
138,2,7:30.0,,Offensive rebound by M. Muscala,40,23
139,2,7:30.0,,M. Muscala misses 2-pt jump shot from 11 ft,40,23
140,2,7:28.0,,Offensive rebound by M. Delaney,40,23
141,2,7:23.0,,M. Delaney makes 2-pt jump shot from 20 ft,40,25
142,2,7:07.0,J. Meeks misses 3-pt jump shot from 25 ft,,40,25
143,2,7:07.0,,Defensive rebound by Team,40,25
144,2,7:07.0,,D. Schröder enters the game for M. Delaney,40,25
145,2,6:48.0,,K. Bazemore misses 3-pt jump shot from 25 ft,40,25
146,2,6:44.0,Defensive rebound by K. Oubre,,40,25
147,2,6:28.0,Personal foul by M. Muscala (drawn by K. Oubre),,40,25
148,2,6:28.0,B. Beal enters the game for K. Oubre,,40,25
149,2,6:19.0,M. Scott makes 3-pt jump shot from 23 ft (assist by T. Frazier),,43,25
150,2,6:05.0,,Shooting foul by B. Beal (drawn by T. Dorsey),43,25
151,2,6:05.0,,T. Dorsey makes free throw 1 of 2,43,26
152,2,6:05.0,,J. Collins enters the game for M. Muscala,43,26
153,2,6:05.0,,T. Dorsey makes free throw 2 of 2,43,27
154,2,5:50.0,T. Frazier misses 2-pt jump shot from 18 ft,,43,27
155,2,5:49.0,Offensive rebound by Team,,43,27
156,2,5:49.0,,Loose ball foul by J. Collins (drawn by M. Morris),43,27
157,2,5:49.0,O. Porter enters the game for J. Meeks,,43,27
158,2,5:43.0,M. Scott makes 3-pt jump shot from 25 ft (assist by M. Morris),,46,27
159,2,5:27.0,,K. Bazemore misses 2-pt layup from 2 ft,46,27
160,2,5:27.0,,Offensive rebound by E. İlyasova,46,27
161,2,5:27.0,,E. İlyasova makes 2-pt layup from 2 ft,46,29
162,2,5:27.0,,Shooting foul by T. Frazier (drawn by E. İlyasova),46,29
163,2,5:27.0,,E. İlyasova makes free throw 1 of 1,46,30
164,2,5:05.0,O. Porter misses 2-pt jump shot from 13 ft,,46,30
165,2,5:02.0,Offensive rebound by T. Frazier,,46,30
166,2,5:01.0,B. Beal misses 3-pt jump shot from 25 ft,,46,30
167,2,4:56.0,Offensive rebound by B. Beal,,46,30
168,2,4:53.0,O. Porter makes 2-pt jump shot from 9 ft (assist by B. Beal),,48,30
169,2,4:36.0,,T. Dorsey makes 3-pt jump shot from 24 ft (assist by J. Collins),48,33
170,2,4:27.0,Personal foul by D. Schröder (drawn by T. Frazier),,48,33
171,2,4:27.0,,M. Belinelli enters the game for T. Dorsey,48,33
172,2,4:27.0,,T. Prince enters the game for E. İlyasova,48,33
173,2,4:27.0,,D. Dedmon enters the game for K. Bazemore,48,33
174,2,4:27.0,T. Satoranský enters the game for T. Frazier,,48,33
175,2,4:20.0,M. Morris makes 2-pt jump shot from 14 ft (assist by B. Beal),,50,33
176,2,4:04.0,,D. Schröder misses 2-pt jump shot from 11 ft,50,33
177,2,4:02.0,,Offensive rebound by D. Dedmon,50,33
178,2,4:01.0,,D. Dedmon makes 2-pt layup from 2 ft,50,35
179,2,3:50.0,O. Porter makes 2-pt layup from 1 ft (assist by M. Morris),,52,35
180,2,3:32.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by M. Belinelli),52,38
181,2,3:30.0,Washington full timeout,,52,38
182,2,3:19.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),,55,38
183,2,3:01.0,,D. Schröder makes 2-pt layup from 1 ft,55,40
184,2,2:40.0,M. Scott misses 3-pt jump shot from 25 ft,,55,40
185,2,2:38.0,Offensive rebound by M. Morris,,55,40
186,2,2:38.0,Turnover by O. Porter (step out of bounds),,55,40
187,2,2:27.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by D. Schröder),55,43
188,2,2:15.0,T. Satoranský misses 2-pt jump shot from 9 ft (block by J. Collins),,55,43
189,2,2:15.0,Offensive rebound by Team,,55,43
190,2,2:14.0,K. Oubre enters the game for M. Scott,,55,43
191,2,2:03.0,Shooting foul by J. Collins (drawn by O. Porter),,55,43
192,2,2:03.0,O. Porter makes free throw 1 of 2,,56,43
193,2,2:03.0,,E. İlyasova enters the game for J. Collins,56,43
194,2,2:03.0,O. Porter makes free throw 2 of 2,,57,43
195,2,1:43.0,,T. Prince misses 3-pt jump shot from 25 ft,57,43
196,2,1:40.0,Defensive rebound by O. Porter,,57,43
197,2,1:28.0,O. Porter misses 3-pt jump shot from 25 ft,,57,43
198,2,1:25.0,,Defensive rebound by D. Dedmon,57,43
199,2,1:08.0,,Turnover by D. Schröder (bad pass),57,43
200,2,0:55.0,Personal block foul by D. Dedmon (drawn by T. Satoranský),,57,43
201,2,0:55.0,T. Satoranský makes free throw 1 of 2,,58,43
202,2,0:55.0,T. Satoranský makes free throw 2 of 2,,59,43
203,2,0:38.0,,T. Prince misses 3-pt jump shot from 22 ft,59,43
204,2,0:35.0,Defensive rebound by O. Porter,,59,43
205,2,0:30.0,O. Porter makes 2-pt layup at rim (assist by T. Satoranský),,61,43
206,2,0:21.0,,Shooting foul by M. Morris (drawn by T. Prince),61,43
207,2,0:21.0,,T. Prince makes free throw 1 of 2,61,44
208,2,0:21.0,,T. Prince makes free throw 2 of 2,61,45
209,2,0:00.0,K. Oubre misses 3-pt jump shot from 24 ft,,61,45
210,2,0:00.0,Offensive rebound by Team,,61,45
211,3,11:45.0,,E. İlyasova misses 3-pt jump shot from 23 ft,61,45
212,3,11:42.0,Defensive rebound by T. Satoranský,,61,45
213,3,11:30.0,B. Beal misses 3-pt jump shot from 25 ft,,61,45
214,3,11:27.0,,Defensive rebound by T. Prince,61,45
215,3,11:18.0,,M. Plumlee misses 2-pt layup at rim,61,45
216,3,11:18.0,,Offensive rebound by E. İlyasova,61,45
217,3,11:14.0,,E. İlyasova makes 2-pt layup at rim,61,47
218,3,10:59.0,Turnover by B. Beal (bad pass; steal by E. İlyasova),,61,47
219,3,10:54.0,,K. Bazemore makes 2-pt layup at rim (assist by E. İlyasova),61,49
220,3,10:36.0,Shooting foul by M. Plumlee (drawn by B. Beal),,61,49
221,3,10:36.0,B. Beal makes free throw 1 of 2,,62,49
222,3,10:36.0,B. Beal makes free throw 2 of 2,,63,49
223,3,10:22.0,,K. Bazemore misses 2-pt layup from 4 ft (block by M. Gortat),63,49
224,3,10:18.0,Defensive rebound by M. Gortat,,63,49
225,3,10:18.0,,Offensive charge foul by T. Satoranský (drawn by E. İlyasova),63,49
226,3,10:18.0,Turnover by T. Satoranský (offensive foul),,63,49
227,3,10:07.0,,E. İlyasova makes 2-pt jump shot from 18 ft (assist by D. Schröder),63,51
228,3,9:52.0,M. Gortat misses 2-pt layup from 1 ft,,63,51
229,3,9:49.0,,Defensive rebound by T. Prince,63,51
230,3,9:46.0,,T. Prince misses 2-pt layup from 9 ft,63,51
231,3,9:42.0,Defensive rebound by M. Gortat,,63,51
232,3,9:25.0,T. Satoranský makes 3-pt jump shot from 23 ft (assist by B. Beal),,66,51
233,3,9:07.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Schröder),66,53
234,3,8:43.0,O. Porter makes 2-pt jump shot from 9 ft,,68,53
235,3,8:28.0,,D. Schröder misses 3-pt jump shot from 25 ft,68,53
236,3,8:25.0,Defensive rebound by B. Beal,,68,53
237,3,8:14.0,O. Porter makes 3-pt jump shot from 23 ft (assist by M. Morris),,71,53
238,3,7:59.0,,Turnover by K. Bazemore (lost ball; steal by M. Morris),71,53
239,3,7:56.0,Shooting foul by M. Plumlee (drawn by M. Morris),,71,53
240,3,7:56.0,,Atlanta full timeout,71,53
241,3,7:56.0,M. Morris makes free throw 1 of 2,,72,53
242,3,7:56.0,M. Morris misses free throw 2 of 2,,72,53
243,3,7:53.0,,Defensive rebound by E. İlyasova,72,53
244,3,7:40.0,,Turnover by D. Schröder (bad pass; steal by O. Porter),72,53
245,3,7:35.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by O. Porter),,75,53
246,3,7:34.0,,Atlanta full timeout,75,53
247,3,7:34.0,,J. Collins enters the game for M. Plumlee,75,53
248,3,7:34.0,,M. Belinelli enters the game for K. Bazemore,75,53
249,3,7:22.0,,D. Schröder misses 2-pt layup at rim (block by M. Gortat),75,53
250,3,7:19.0,Defensive rebound by T. Satoranský,,75,53
251,3,7:13.0,Turnover by M. Gortat (turnover),,75,53
252,3,7:03.0,,D. Schröder misses 3-pt jump shot from 25 ft,75,53
253,3,6:59.0,Defensive rebound by M. Gortat,,75,53
254,3,6:40.0,M. Morris makes 2-pt jump shot from 18 ft (assist by T. Satoranský),,77,53
255,3,6:25.0,,E. İlyasova makes 3-pt jump shot from 22 ft (assist by M. Belinelli),77,56
256,3,6:09.0,B. Beal makes 2-pt jump shot from 20 ft (assist by T. Satoranský),,79,56
257,3,5:52.0,,J. Collins makes 3-pt jump shot from 23 ft (assist by M. Belinelli),79,59
258,3,5:33.0,O. Porter makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,82,59
259,3,5:17.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by M. Belinelli),82,61
260,3,5:01.0,M. Gortat makes 2-pt hook shot from 8 ft,,84,61
261,3,4:43.0,,D. Schröder misses 3-pt jump shot from 24 ft,84,61
262,3,4:37.0,,Offensive rebound by T. Prince,84,61
263,3,4:37.0,,T. Prince misses 3-pt jump shot from 24 ft,84,61
264,3,4:34.0,Defensive rebound by T. Satoranský,,84,61
265,3,4:18.0,Shooting block foul by D. Schröder (drawn by B. Beal),,84,61
266,3,4:18.0,B. Beal makes free throw 1 of 2,,85,61
267,3,4:18.0,,M. Delaney enters the game for T. Prince,85,61
268,3,4:18.0,B. Beal makes free throw 2 of 2,,86,61
269,3,4:07.0,,Turnover by D. Schröder (bad pass; steal by O. Porter),86,61
270,3,4:02.0,Turnover by O. Porter (bad pass),,86,61
271,3,3:54.0,,M. Belinelli makes 2-pt jump shot from 16 ft (assist by D. Schröder),86,63
272,3,3:37.0,Offensive foul by M. Gortat (drawn by M. Belinelli),,86,63
273,3,3:37.0,Turnover by M. Gortat (offensive foul),,86,63
274,3,3:37.0,T. Frazier enters the game for T. Satoranský,,86,63
275,3,3:30.0,,M. Belinelli misses 3-pt jump shot from 25 ft,86,63
276,3,3:27.0,Defensive rebound by T. Frazier,,86,63
277,3,3:12.0,Personal foul by D. Schröder (drawn by T. Frazier),,86,63
278,3,3:12.0,,D. Dedmon enters the game for E. İlyasova,86,63
279,3,3:12.0,K. Oubre enters the game for O. Porter,,86,63
280,3,3:07.0,M. Morris misses 3-pt jump shot from 25 ft,,86,63
281,3,3:04.0,,Defensive rebound by D. Schröder,86,63
282,3,2:58.0,,D. Dedmon misses 2-pt jump shot from 20 ft,86,63
283,3,2:54.0,Defensive rebound by B. Beal,,86,63
284,3,2:50.0,B. Beal misses 2-pt jump shot from 22 ft,,86,63
285,3,2:47.0,Offensive rebound by Team,,86,63
286,3,2:47.0,M. Scott enters the game for M. Morris,,86,63
287,3,2:43.0,Turnover by B. Beal (lost ball; steal by M. Delaney),,86,63
288,3,2:39.0,,M. Delaney misses 3-pt jump shot from 25 ft,86,63
289,3,2:38.0,,Offensive rebound by J. Collins,86,63
290,3,2:38.0,,J. Collins makes 2-pt layup at rim,86,65
291,3,2:38.0,,Shooting foul by M. Gortat (drawn by J. Collins),86,65
292,3,2:38.0,I. Mahinmi enters the game for M. Gortat,,86,65
293,3,2:38.0,,J. Collins makes free throw 1 of 1,86,66
294,3,2:27.0,K. Oubre makes 2-pt layup from 1 ft (assist by T. Frazier),,88,66
295,3,2:13.0,,J. Collins makes 2-pt dunk at rim (assist by M. Delaney),88,68
296,3,1:55.0,T. Frazier makes 2-pt jump shot from 18 ft (assist by M. Scott),,90,68
297,3,1:30.0,,Shooting foul by B. Beal (drawn by D. Schröder),90,68
298,3,1:30.0,,D. Schröder misses free throw 1 of 2,90,68
299,3,1:30.0,,Offensive rebound by Team,90,68
300,3,1:30.0,,T. Dorsey enters the game for M. Belinelli,90,68
301,3,1:30.0,,D. Schröder misses free throw 2 of 2,90,68
302,3,1:25.0,Defensive rebound by M. Scott,,90,68
303,3,1:10.0,I. Mahinmi misses 2-pt layup at rim,,90,68
304,3,1:07.0,,Defensive rebound by D. Schröder,90,68
305,3,1:04.0,,Personal foul by M. Scott (drawn by D. Schröder),90,68
306,3,1:04.0,,D. Schröder misses free throw 1 of 2,90,68
307,3,1:04.0,,Offensive rebound by Team,90,68
308,3,1:04.0,,D. Schröder makes free throw 2 of 2,90,69
309,3,0:47.0,K. Oubre misses 3-pt jump shot from 26 ft,,90,69
310,3,0:43.0,,Defensive rebound by J. Collins,90,69
311,3,0:36.0,,Shooting foul by K. Oubre (drawn by T. Dorsey),90,69
312,3,0:36.0,,M. Belinelli enters the game for D. Schröder,90,69
313,3,0:36.0,,T. Dorsey makes free throw 1 of 2,90,70
314,3,0:36.0,,T. Dorsey makes free throw 2 of 2,90,71
315,3,0:31.0,M. Scott misses 3-pt jump shot from 25 ft,,90,71
316,3,0:27.0,,Defensive rebound by M. Delaney,90,71
317,3,0:06.0,,T. Dorsey misses 3-pt jump shot from 24 ft,90,71
318,3,0:03.0,Defensive rebound by I. Mahinmi,,90,71
319,3,0:00.0,B. Beal makes 2-pt dunk from 1 ft (assist by I. Mahinmi),,92,71
320,3,0:00.0,,J. Collins misses 3-pt jump shot from 41 ft,92,71
321,3,0:00.0,,Offensive rebound by Team,92,71
322,4,11:47.0,K. Oubre misses 2-pt jump shot from 13 ft,,92,71
323,4,11:43.0,Offensive rebound by K. Oubre,,92,71
324,4,11:42.0,K. Oubre makes 2-pt jump shot from 1 ft,,94,71
325,4,11:18.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by M. Delaney),94,73
326,4,10:54.0,M. Scott misses 2-pt layup from 3 ft,,94,73
327,4,10:44.0,Offensive rebound by I. Mahinmi,,94,73
328,4,10:44.0,I. Mahinmi makes 2-pt layup at rim,,96,73
329,4,10:37.0,,D. Dedmon makes 2-pt jump shot from 5 ft (assist by M. Delaney),96,75
330,4,10:22.0,Turnover by I. Mahinmi (turnover),,96,75
331,4,10:06.0,,M. Belinelli misses 2-pt layup from 12 ft (block by T. Frazier),96,75
332,4,10:06.0,,Offensive rebound by Team,96,75
333,4,9:59.0,,M. Delaney makes 3-pt jump shot from 23 ft,96,78
334,4,9:45.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Scott),,98,78
335,4,9:45.0,Shooting foul by D. Dedmon (drawn by I. Mahinmi),,98,78
336,4,9:45.0,I. Mahinmi makes free throw 1 of 1,,99,78
337,4,9:33.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by T. Dorsey),99,80
338,4,9:13.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by T. Frazier),,102,80
339,4,8:58.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by D. Dedmon),102,83
340,4,8:45.0,M. Scott makes 2-pt jump shot from 14 ft (assist by T. Frazier),,104,83
341,4,8:24.0,,Turnover by M. Belinelli (bad pass; steal by T. Frazier),104,83
342,4,8:21.0,,Offensive charge foul by T. Frazier (drawn by M. Delaney),104,83
343,4,8:21.0,Turnover by T. Frazier (offensive foul),,104,83
344,4,8:21.0,,T. Prince enters the game for M. Belinelli,104,83
345,4,8:09.0,,Shooting foul by M. Scott (drawn by T. Dorsey),104,83
346,4,8:09.0,,T. Dorsey misses free throw 1 of 3,104,83
347,4,8:09.0,,Offensive rebound by Team,104,83
348,4,8:09.0,,T. Dorsey makes free throw 2 of 3,104,84
349,4,8:09.0,,T. Dorsey makes free throw 3 of 3,104,85
350,4,8:04.0,K. Oubre misses 3-pt jump shot from 25 ft,,104,85
351,4,8:00.0,,Defensive rebound by M. Muscala,104,85
352,4,7:42.0,,D. Dedmon makes 2-pt jump shot from 17 ft (assist by T. Dorsey),104,87
353,4,7:41.0,Washington full timeout,,104,87
354,4,7:21.0,M. Scott makes 2-pt jump shot from 16 ft (assist by T. Frazier),,106,87
355,4,7:08.0,,Shooting foul by I. Mahinmi (drawn by M. Delaney),106,87
356,4,7:08.0,,M. Delaney makes free throw 1 of 2,106,88
357,4,7:08.0,,M. Delaney makes free throw 2 of 2,106,89
358,4,6:59.0,Personal foul by M. Delaney (drawn by T. Frazier),,106,89
359,4,6:59.0,,M. Belinelli enters the game for M. Delaney,106,89
360,4,6:59.0,M. Morris enters the game for I. Mahinmi,,106,89
361,4,6:52.0,M. Scott makes 2-pt jump shot from 16 ft (assist by K. Oubre),,108,89
362,4,6:38.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Dorsey),108,92
363,4,6:17.0,K. Oubre misses 2-pt jump shot from 17 ft,,108,92
364,4,6:14.0,,Defensive rebound by M. Belinelli,108,92
365,4,5:53.0,,D. Dedmon makes 2-pt layup at rim (assist by T. Prince),108,94
366,4,5:37.0,M. Morris makes 2-pt jump shot from 13 ft (assist by T. Frazier),,110,94
367,4,5:19.0,,M. Muscala misses 2-pt layup from 4 ft (block by T. Frazier),110,94
368,4,5:19.0,Defensive rebound by T. Frazier,,110,94
369,4,5:12.0,O. Porter makes 2-pt layup from 2 ft (assist by T. Frazier),,112,94
370,4,4:55.0,,M. Muscala makes 2-pt jump shot from 11 ft (assist by T. Dorsey),112,96
371,4,4:40.0,T. Frazier makes 2-pt layup at rim,,114,96
372,4,4:39.0,,Atlanta full timeout,114,96
373,4,4:21.0,,T. Prince misses 3-pt jump shot from 24 ft,114,96
374,4,4:18.0,Defensive rebound by K. Oubre,,114,96
375,4,3:59.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Frazier),,117,96
376,4,3:42.0,,T. Dorsey misses 3-pt jump shot from 24 ft,117,96
377,4,3:41.0,Defensive rebound by Team,,117,96
