,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
0,1,11:44.0,,M. Turner misses 2-pt jump shot from 9 ft,0,0
1,1,11:42.0,Defensive rebound by L. James,,0,0
2,1,11:35.0,Shooting foul by B. Bogdanović (drawn by L. James),,0,0
3,1,11:35.0,L. James makes free throw 1 of 2,,1,0
4,1,11:35.0,L. James makes free throw 2 of 2,,2,0
5,1,11:11.0,,T. Young misses 3-pt jump shot from 25 ft,2,0
6,1,11:09.0,Defensive rebound by K. Love,,2,0
7,1,11:05.0,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),,5,0
8,1,10:42.0,,M. Turner makes 2-pt jump shot from 11 ft (assist by B. Bogdanović),5,2
9,1,10:29.0,K. Love misses 2-pt jump shot from 12 ft,,5,2
10,1,10:26.0,,Defensive rebound by V. Oladipo,5,2
11,1,10:18.0,,D. Collison misses 2-pt layup at rim,5,2
12,1,10:15.0,Defensive rebound by J. Calderón,,5,2
13,1,10:06.0,J. Smith makes 3-pt jump shot from 23 ft,,8,2
14,1,9:43.0,,T. Young makes 2-pt layup from 1 ft (assist by V. Oladipo),8,4
15,1,9:28.0,J. Calderón misses 3-pt jump shot from 23 ft,,8,4
16,1,9:26.0,,Defensive rebound by D. Collison,8,4
17,1,9:17.0,,Offensive foul by T. Young (drawn by J. Smith),8,4
18,1,9:17.0,,Turnover by T. Young (offensive foul),8,4
19,1,9:07.0,J. Smith misses 3-pt jump shot from 23 ft,,8,4
20,1,9:05.0,,Defensive rebound by V. Oladipo,8,4
21,1,8:49.0,,T. Young makes 2-pt layup from 2 ft,8,6
22,1,8:28.0,Turnover by J. Smith (bad pass; steal by V. Oladipo),,8,6
23,1,8:23.0,,D. Collison makes 2-pt layup at rim (assist by V. Oladipo),8,8
24,1,8:22.0,Cleveland full timeout,,8,8
25,1,8:07.0,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James),,11,8
26,1,7:41.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,11,8
27,1,7:38.0,Defensive rebound by L. James,,11,8
28,1,7:32.0,L. James misses 2-pt layup from 1 ft,,11,8
29,1,7:29.0,,Defensive rebound by T. Young,11,8
30,1,7:26.0,,D. Collison makes 2-pt layup from 1 ft (assist by T. Young),11,10
31,1,7:05.0,K. Love misses 2-pt jump shot from 22 ft,,11,10
32,1,7:03.0,Offensive rebound by J. Smith,,11,10
33,1,7:01.0,K. Korver misses 3-pt jump shot from 23 ft,,11,10
34,1,6:59.0,,Defensive rebound by M. Turner,11,10
35,1,6:51.0,,M. Turner misses 2-pt layup at rim,11,10
36,1,6:49.0,Defensive rebound by K. Love,,11,10
37,1,6:44.0,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Calderón),,14,10
38,1,6:37.0,,V. Oladipo misses 2-pt layup at rim,14,10
39,1,6:35.0,Defensive rebound by K. Love,,14,10
40,1,6:35.0,Turnover by J. Smith (out of bounds lost ball),,14,10
41,1,6:26.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by D. Collison),14,13
42,1,6:12.0,Personal foul by D. Collison (drawn by J. Calderón),,14,13
43,1,6:00.0,K. Love misses 2-pt hook shot from 7 ft (block by M. Turner),,14,13
44,1,5:58.0,,Defensive rebound by M. Turner,14,13
45,1,5:47.0,,Shooting foul by J. Calderón (drawn by T. Young),14,13
46,1,5:47.0,,T. Young makes free throw 1 of 2,14,14
47,1,5:47.0,J. Clarkson enters the game for J. Calderón,,14,14
48,1,5:47.0,,T. Young makes free throw 2 of 2,14,15
49,1,5:35.0,Turnover by K. Korver (lost ball; steal by V. Oladipo),,14,15
50,1,5:30.0,,V. Oladipo makes 2-pt dunk at rim (assist by D. Collison),14,17
51,1,5:13.0,J. Clarkson makes 2-pt layup from 2 ft,,16,17
52,1,5:03.0,,Personal foul by L. James (drawn by M. Turner),16,17
53,1,4:50.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,16,17
54,1,4:46.0,Defensive rebound by J. Smith,,16,17
55,1,4:28.0,L. James makes 3-pt jump shot from 25 ft,,19,17
