,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
382,4,7:22.0,,K. Dunn misses 2-pt layup from 2 ft (block by J. Nurkić),95,93
383,4,7:22.0,,Offensive rebound by Team,95,93
384,4,7:15.0,,K. Dunn misses 2-pt jump shot from 12 ft,95,93
385,4,7:13.0,Defensive rebound by M. Harkless,,95,93
386,4,7:02.0,J. Nurkić misses 2-pt layup from 2 ft,,95,93
387,4,6:57.0,Offensive rebound by J. Nurkić,,95,93
388,4,6:57.0,J. Nurkić misses 2-pt layup at rim,,95,93
389,4,6:55.0,,Defensive rebound by L. Markkanen,95,93
390,4,6:53.0,,D. Valentine makes 3-pt jump shot from 24 ft,95,96
391,4,6:29.0,S. Napier misses 2-pt layup from 2 ft (block by R. Lopez),,95,96
392,4,6:29.0,Offensive rebound by Team,,95,96
393,4,6:29.0,E. Turner enters the game for M. Harkless,,95,96
394,4,6:25.0,A. Aminu misses 2-pt jump shot from 6 ft,,95,96
395,4,6:25.0,Offensive rebound by S. Napier,,95,96
396,4,6:11.0,C. McCollum misses 2-pt jump shot from 9 ft,,95,96
397,4,6:10.0,,Defensive rebound by Team,95,96
398,4,6:00.0,,Shooting foul by A. Aminu (drawn by R. Lopez),95,96
399,4,6:00.0,,R. Lopez makes free throw 1 of 2,95,97
400,4,6:00.0,,R. Lopez makes free throw 2 of 2,95,98
401,4,5:44.0,Turnover by C. McCollum (bad pass; steal by D. Valentine),,95,98
402,4,5:43.0,,Shooting foul by C. McCollum (drawn by J. Holiday),95,98
403,4,5:43.0,,J. Holiday makes free throw 1 of 2,95,99
404,4,5:43.0,,J. Holiday makes free throw 2 of 2,95,100
405,4,5:25.0,Turnover by E. Turner (lost ball; steal by D. Valentine),,95,100
406,4,5:21.0,,D. Valentine misses 3-pt jump shot from 25 ft,95,100
407,4,5:19.0,Defensive rebound by Team,,95,100
408,4,5:11.0,Personal foul by J. Holiday (drawn by C. McCollum),,95,100
409,4,5:02.0,E. Turner makes 2-pt jump shot from 14 ft,,97,100
410,4,4:46.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by L. Markkanen),97,103
411,4,4:27.0,C. McCollum makes 3-pt jump shot from 25 ft,,100,103
412,4,4:05.0,,R. Lopez misses 2-pt jump shot from 19 ft,100,103
413,4,4:05.0,Defensive rebound by A. Aminu,,100,103
414,4,3:56.0,C. McCollum misses 3-pt jump shot from 25 ft,,100,103
415,4,3:51.0,,Defensive rebound by K. Dunn,100,103
416,4,3:46.0,,L. Markkanen makes 3-pt jump shot from 22 ft (assist by D. Valentine),100,106
417,4,3:44.0,Portland full timeout,,100,106
418,4,3:29.0,S. Napier misses 3-pt jump shot from 26 ft,,100,106
419,4,3:26.0,,Defensive rebound by D. Valentine,100,106
420,4,3:11.0,,Turnover by K. Dunn (lost ball; steal by E. Turner),100,106
421,4,3:03.0,Personal foul by D. Valentine (drawn by C. McCollum),,100,106
422,4,2:54.0,J. Nurkić makes 2-pt layup from 1 ft (assist by E. Turner),,102,106
423,4,2:37.0,,D. Valentine makes 2-pt jump shot from 8 ft,102,108
424,4,2:26.0,C. McCollum misses 2-pt jump shot from 6 ft,,102,108
425,4,2:22.0,,Defensive rebound by L. Markkanen,102,108
426,4,2:10.0,,R. Lopez misses 2-pt jump shot from 18 ft,102,108
427,4,2:06.0,Defensive rebound by J. Nurkić,,102,108
428,4,2:01.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by S. Napier),,105,108
429,4,1:48.0,,Shooting foul by A. Aminu (drawn by K. Dunn),105,108
430,4,1:48.0,,K. Dunn makes free throw 1 of 2,105,109
431,4,1:48.0,,K. Dunn makes free throw 2 of 2,105,110
432,4,1:40.0,A. Aminu makes 3-pt jump shot from 28 ft (assist by C. McCollum),,108,110
433,4,1:27.0,,K. Dunn makes 2-pt jump shot from 3 ft,108,112
434,4,1:20.0,Personal foul by K. Dunn (drawn by C. McCollum),,108,112
435,4,1:20.0,C. McCollum makes free throw 1 of 2,,109,112
436,4,1:20.0,C. McCollum makes free throw 2 of 2,,110,112
437,4,1:02.0,,L. Markkanen misses 2-pt jump shot from 6 ft,110,112
438,4,0:59.0,Defensive rebound by C. McCollum,,110,112
439,4,0:57.0,C. McCollum makes 2-pt jump shot from 6 ft,,112,112
440,4,0:48.0,,Turnover by K. Dunn (bad pass),112,112
441,4,0:36.0,C. McCollum misses 2-pt layup from 2 ft,,112,112
442,4,0:33.0,,Defensive rebound by J. Holiday,112,112
443,4,0:17.0,,L. Markkanen misses 3-pt jump shot from 24 ft,112,112
444,4,0:17.0,Defensive rebound by J. Nurkić,,112,112
445,4,0:03.0,C. McCollum misses 2-pt jump shot from 17 ft,,112,112
446,4,0:03.0,,Defensive rebound by D. Valentine,112,112
447,4,0:00.0,,D. Valentine misses 3-pt jump shot from 57 ft,112,112
448,4,0:00.0,,Offensive rebound by Team,112,112
449,1OT,4:44.0,,Turnover by K. Dunn (lost ball; steal by A. Aminu),112,112
450,1OT,4:28.0,E. Turner makes 3-pt jump shot from 24 ft (assist by C. McCollum),,115,112
451,1OT,4:11.0,,K. Dunn makes 2-pt jump shot from 6 ft,115,114
452,1OT,3:46.0,C. McCollum misses 2-pt jump shot from 6 ft,,115,114
453,1OT,3:44.0,,Defensive rebound by D. Valentine,115,114
454,1OT,3:40.0,,J. Holiday misses 3-pt jump shot from 23 ft,115,114
455,1OT,3:40.0,Defensive rebound by Team,,115,114
456,1OT,3:27.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),,118,114
457,1OT,3:05.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by K. Dunn),118,116
458,1OT,2:49.0,A. Aminu misses 2-pt jump shot from 21 ft,,118,116
459,1OT,2:46.0,,Defensive rebound by K. Dunn,118,116
460,1OT,2:40.0,,K. Dunn makes 2-pt jump shot from 10 ft,118,118
461,1OT,2:15.0,C. McCollum makes 2-pt jump shot from 12 ft,,120,118
462,1OT,1:52.0,,D. Valentine misses 2-pt layup at rim,120,118
463,1OT,1:46.0,,Offensive rebound by R. Lopez,120,118
464,1OT,1:46.0,,R. Lopez misses 2-pt layup at rim,120,118
465,1OT,1:44.0,Defensive rebound by J. Nurkić,,120,118
466,1OT,1:32.0,A. Aminu misses 2-pt jump shot from 15 ft,,120,118
467,1OT,1:32.0,,Defensive rebound by R. Lopez,120,118
468,1OT,1:14.0,,L. Markkanen makes 2-pt jump shot from 18 ft (assist by R. Lopez),120,120
469,1OT,1:04.0,C. McCollum misses 3-pt jump shot from 24 ft (block by J. Holiday),,120,120
470,1OT,1:04.0,Offensive rebound by C. McCollum,,120,120
471,1OT,0:56.0,C. McCollum makes 2-pt jump shot from 2 ft,,122,120
472,1OT,0:56.0,,Chicago full timeout,122,120
473,1OT,0:47.0,,K. Dunn misses 2-pt jump shot from 14 ft,122,120
474,1OT,0:44.0,Defensive rebound by J. Nurkić,,122,120
475,1OT,0:43.0,Personal foul by D. Valentine (drawn by J. Nurkić),,122,120
476,1OT,0:23.0,S. Napier misses 2-pt jump shot from 18 ft,,122,120
477,1OT,0:23.0,,Defensive rebound by J. Holiday,122,120
478,1OT,0:08.0,,K. Dunn misses 2-pt jump shot from 8 ft,122,120
479,1OT,0:08.0,Defensive rebound by J. Nurkić,,122,120
480,1OT,0:03.0,Personal take foul by D. Valentine (drawn by C. McCollum),,122,120
481,1OT,0:03.0,C. McCollum makes free throw 1 of 2,,123,120
482,1OT,0:03.0,,B. Portis enters the game for D. Valentine,123,120
483,1OT,0:03.0,C. McCollum makes free throw 2 of 2,,124,120
484,1OT,0:03.0,,Chicago full timeout,124,120
485,1OT,0:03.0,,D. Valentine enters the game for B. Portis,124,120
